year,pli0094_h,bula_h,sampreg,proportion,n,lower_confidence,upper_confidence
2005,Seldom,Berlin,East,0.018843572534847704,25520,0.01717530197888572,0.020511843090809688
2005,Seldom,Berlin,West,0.016778523489932886,25520,0.01520266112186605,0.01835438585799972
2005,Seldom,Hamburg,West,0.010067114093959731,25520,0.008842297370264166,0.011291930817655296
2005,Seldom,Bremen,West,0.008260196179659268,25520,0.007149718613487115,0.00937067374583142
2005,Never,North Rhine-Westphalia,West,0.2249488752556237,25520,0.21982589331672486,0.23007185719452256
2005,Never,Bavaria,West,0.11860940695296524,25520,0.11464243153712902,0.12257638236880145
2005,Never,Baden-Wuerttemberg,West,0.09202453987730061,25520,0.08847800186407284,0.09557107789052838
2005,Never,"Rhineland-Palatinate, Saarland",West,0.08384458077709611,25520,0.08044411966517395,0.08724504188901827
2005,Never,Saxony,East,0.07770961145194274,25520,0.07442497773629163,0.08099424516759386
2005,Never,Lower Saxony,West,0.06748466257668712,25520,0.0644068209538908,0.07056250419948343
2005,Never,Brandenburg,East,0.065439672801636,25520,0.06240550240759053,0.06847384319568146
2005,Never,Hesse,West,0.06134969325153374,25520,0.058405448921735235,0.06429393758133226
2005,Never,Saxony-Anhalt,East,0.049079754601226995,25520,0.04642918645455871,0.05173032274789528
2005,Never,Thuringa,East,0.044989775051124746,25520,0.042446597637388436,0.047532952464861056
2005,Never,Mecklenburg-Western Pomerania,East,0.03680981595092025,25520,0.034499594652847604,0.03912003724899289
2005,Never,Schleswig-Holstein,West,0.034764826175869123,25520,0.03251731253018185,0.0370123398215564
2005,Never,Berlin,East,0.018404907975460124,25520,0.016755801296448426,0.020054014654471822
2005,Never,Berlin,West,0.012269938650306749,25520,0.010919247458360135,0.013620629842253363
2005,Never,Bremen,West,0.010224948875255624,25520,0.008990666407340673,0.011459231343170576
2005,Never,Hamburg,West,0.002044989775051125,25520,0.0014907256262910065,0.0025992539238112434
2007,At least once per week,North Rhine-Westphalia,West,0.20447029307788803,25385,0.19950881818311733,0.20943176797265872
2007,At least once per week,Bavaria,West,0.16136389554111072,25385,0.15683849056457697,0.16588930051764447
2007,At least once per week,Baden-Wuerttemberg,West,0.1546356483065344,25385,0.15018785842782803,0.15908343818524076
2007,At least once per week,Lower Saxony,West,0.09123047097730642,25385,0.0876883423793798,0.09477259957523305
2007,At least once per week,Hesse,West,0.08222146196829741,25385,0.07884214418599632,0.0856007797505985
2007,At least once per week,"Rhineland-Palatinate, Saarland",West,0.059299806135249176,25385,0.05639431375363586,0.062205298516862496
2007,At least once per week,Saxony,East,0.056448853917208344,25385,0.053609772970319866,0.05928793486409682
2007,At least once per week,Saxony-Anhalt,East,0.03193066484205725,25385,0.029767823313341348,0.034093506370773144
2007,At least once per week,Thuringa,East,0.029193750712738054,25385,0.0271227573036378,0.03126474412183831
2007,At least once per week,Brandenburg,East,0.028965674535294788,25385,0.026902544498815118,0.031028804571774458
2007,At least once per week,Schleswig-Holstein,West,0.024290112897707834,25385,0.022396275854346625,0.026183949941069044
2007,At least once per week,Berlin,West,0.020868970236058843,25385,0.019110486304040865,0.02262745416807682
2007,At least once per week,Mecklenburg-Western Pomerania,East,0.01915839890523435,25385,0.017472053505990844,0.020844744304477855
2007,At least once per week,Berlin,East,0.015395141977420458,25385,0.013880568582144818,0.0169097153726961
2007,At least once per week,Hamburg,West,0.014368799178925761,25385,0.012904819843773244,0.01583277851407828
2007,At least once per week,Bremen,West,0.006158056790968184,25385,0.005195673679654879,0.007120439902281488
2007,At least once per month,North Rhine-Westphalia,West,0.21715960564881429,25385,0.21208743772605643,0.22223177357157214
2007,At least once per month,Bavaria,West,0.13136157740474289,25385,0.12720609753564166,0.1355170572738441
2007,At least once per month,Baden-Wuerttemberg,West,0.10458300026645351,25385,0.10081847077747737,0.10834752975542965
2007,At least once per month,Lower Saxony,West,0.08752997601918465,25385,0.08405337226106561,0.09100657977730368
2007,At least once per month,Saxony,East,0.08366640021316281,25385,0.08026020264128368,0.08707259778504194
2007,At least once per month,Hesse,West,0.05782041033839595,25385,0.05494913448833941,0.0606916861884525
2007,At least once per month,"Rhineland-Palatinate, Saarland",West,0.05209166000532907,25385,0.04935806131123901,0.05482525869941913
2007,At least once per month,Brandenburg,East,0.049826805222488675,25385,0.04715010092765454,0.05250350951732281
2007,At least once per month,Thuringa,East,0.04889421795896616,25385,0.04624138044370916,0.05154705547422316
2007,At least once per month,Saxony-Anhalt,East,0.04662936317612577,25385,0.04403561316731217,0.04922311318493936
2007,At least once per month,Schleswig-Holstein,West,0.03157474020783373,25385,0.02942359149575366,0.03372588891991381
2007,At least once per month,Mecklenburg-Western Pomerania,East,0.028910205169197976,25385,0.026848992660091223,0.03097141767830473
2007,At least once per month,Berlin,West,0.017452704503064215,25385,0.015841778515780922,0.019063630490347507
2007,At least once per month,Berlin,East,0.01718625099920064,25385,0.015587452712143162,0.018785049286258116
2007,At least once per month,Hamburg,West,0.01705302424726885,25385,0.015460326969825723,0.01864572152471198
2007,At least once per month,Bremen,West,0.00826005861977085,25385,0.0071466413469335865,0.009373475892608113
2007,Seldom,North Rhine-Westphalia,West,0.18374755654845015,25385,0.1789833506665,0.1885117624304003
2007,Seldom,Bavaria,West,0.1304104998603742,25385,0.12626782440832798,0.13455317531242042
2007,Seldom,Saxony,East,0.09494554593688914,25385,0.09133940961261908,0.0985516822611592
2007,Seldom,Lower Saxony,West,0.09019826864004468,25385,0.0866742356318022,0.09372230164828717
2007,Seldom,Baden-Wuerttemberg,West,0.08154146886344596,25385,0.07817490754626163,0.08490803018063028
2007,Seldom,Thuringa,East,0.06981290142418319,25385,0.06667802455679502,0.07294777829157136
2007,Seldom,Saxony-Anhalt,East,0.05975984361910081,25385,0.05684381614593445,0.06267587109226717
2007,Seldom,Brandenburg,East,0.05864283719631388,25385,0.055752475520856555,0.0615331988717712
2007,Seldom,"Rhineland-Palatinate, Saarland",West,0.05780508237922368,25385,0.054934163783603385,0.06067600097484398
2007,Seldom,Hesse,West,0.05529181792795308,25385,0.0524802617830789,0.058103374072827264
2007,Seldom,Schleswig-Holstein,West,0.03769896676905892,25385,0.035355883692367265,0.04004204984575058
2007,Seldom,Mecklenburg-Western Pomerania,East,0.02736665735827981,25385,0.025359631621873185,0.029373683094686437
2007,Seldom,Berlin,East,0.01898910918737783,25385,0.01731008598484628,0.020668132389909378
2007,Seldom,Berlin,West,0.01731359955319743,25385,0.01570899269290593,0.018918206413488934
2007,Seldom,Hamburg,West,0.009215302987992181,25385,0.008039831926112177,0.010390774049872185
2007,Seldom,Bremen,West,0.007260541748115051,25385,0.006216135063075204,0.008304948433154899
2007,Never,North Rhine-Westphalia,West,0.19600725952813067,25385,0.19112377709863815,0.2008907419576232
2007,Never,Bavaria,West,0.12341197822141561,25385,0.11936581022780705,0.1274581462150242
2007,Never,Saxony,East,0.08348457350272233,25385,0.08008174161784852,0.08688740538759614
2007,Never,"Rhineland-Palatinate, Saarland",West,0.08166969147005444,25385,0.078300719451217,0.08503866348889189
2007,Never,Lower Saxony,West,0.07078039927404718,25385,0.06762551689349706,0.0739352816545973
2007,Never,Baden-Wuerttemberg,West,0.06896551724137931,25385,0.06584830502554044,0.07208272945721818
2007,Never,Hesse,West,0.06533575317604355,25385,0.06229577298607002,0.06837573336601709
2007,Never,Thuringa,East,0.06533575317604355,25385,0.06229577298607002,0.06837573336601709
2007,Never,Berlin,West,0.04900181488203267,25385,0.046346210270099344,0.05165741949396599
2007,Never,Schleswig-Holstein,West,0.045372050816696916,25385,0.04281182209686768,0.04793227953652615
2007,Never,Saxony-Anhalt,East,0.039927404718693285,25385,0.037518858053791994,0.042335951383594576
2007,Never,Mecklenburg-Western Pomerania,East,0.039927404718693285,25385,0.037518858053791994,0.042335951383594576
2007,Never,Brandenburg,East,0.034482758620689655,25385,0.03223810927927175,0.03672740796210756
2007,Never,Berlin,East,0.021778584392014518,25385,0.019983020372239195,0.02357414841178984
2007,Never,Hamburg,West,0.007259528130671506,25385,0.00621519381790981,0.008303862443433202
2007,Never,Bremen,West,0.007259528130671506,25385,0.00621519381790981,0.008303862443433202
2009,At least once per week,North Rhine-Westphalia,West,0.19831979066244318,21983,0.19304875201684715,0.2035908293080392
2009,At least once per week,Bavaria,West,0.166368268833494,21983,0.16144521076104268,0.17129132690594534
2009,At least once per week,Baden-Wuerttemberg,West,0.14144057292383969,21983,0.13683392760846722,0.14604721823921216
2009,At least once per week,Lower Saxony,West,0.09254923564247348,21983,0.08871824981843358,0.09638022146651339
2009,At least once per week,Hesse,West,0.07932791626497727,21983,0.07575536802176037,0.08290046450819417
2009,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06390304365789837,21983,0.060669834651570706,0.06713625266422603
2009,At least once per week,Saxony,East,0.0590827709681862,21983,0.05596590067608451,0.06219964126028789
2009,At least once per week,Saxony-Anhalt,East,0.034843685442776474,21983,0.032419457449694176,0.03726791343585877
2009,At least once per week,Thuringa,East,0.031125189367855667,21983,0.028829556547835155,0.03342082218787618
2009,At least once per week,Brandenburg,East,0.027957581600330534,21983,0.025778341907301754,0.030136821293359314
2009,At least once per week,Schleswig-Holstein,West,0.024376807602258643,21983,0.022338160453685404,0.02641545475083188
2009,At least once per week,Mecklenburg-Western Pomerania,East,0.02107147775788459,21983,0.01917286856383072,0.02297008695193846
2009,At least once per week,Berlin,West,0.019143368681999725,21983,0.01733192623824535,0.0209548111257541
2009,At least once per week,Hamburg,West,0.01721525960611486,21983,0.015495773852878264,0.018934745359351454
2009,At least once per week,Berlin,East,0.016802093375568105,21983,0.015103009724786034,0.018501177026350176
2009,At least once per week,Bremen,West,0.006472937611899187,21983,0.005412822189500849,0.007533053034297525
2009,At least once per month,North Rhine-Westphalia,West,0.21535771528486083,21983,0.20992360230712567,0.220791828262596
2009,At least once per month,Bavaria,West,0.13026373306134342,21983,0.12581416205791549,0.13471330406477136
2009,At least once per month,Baden-Wuerttemberg,West,0.11307008596823546,21983,0.1088837786775547,0.11725639325891624
2009,At least once per month,Lower Saxony,West,0.09004808392831123,21983,0.086264014888772,0.09383215296785047
2009,At least once per month,Saxony,East,0.07882850065568993,21983,0.07526625003495666,0.0823907512764232
2009,At least once per month,Hesse,West,0.0581378405944922,21983,0.05504444320823046,0.061231237980753944
2009,At least once per month,Brandenburg,East,0.0512895235319831,21983,0.04837348155175829,0.05420556551220791
2009,At least once per month,"Rhineland-Palatinate, Saarland",West,0.049103890426927,21983,0.04624737168620797,0.05196040916764603
2009,At least once per month,Thuringa,East,0.04560687745883724,21983,0.042848895561325956,0.04836485935634853
2009,At least once per month,Saxony-Anhalt,East,0.045315459711496434,21983,0.04256588369219749,0.048065035730795375
2009,At least once per month,Mecklenburg-Western Pomerania,East,0.03249307882850066,21983,0.030149200499133028,0.03483695715786829
2009,At least once per month,Schleswig-Holstein,West,0.0289960658604109,21983,0.02677790710915784,0.03121422461166396
2009,At least once per month,Berlin,West,0.02214774879790179,21983,0.020202325977866198,0.024093171617937385
2009,At least once per month,Berlin,East,0.01719364709310797,21983,0.015475222129115989,0.01891207205709995
2009,At least once per month,Hamburg,West,0.015445140609063091,21983,0.013814987169698178,0.017075294048428002
2009,At least once per month,Bremen,West,0.0067026081888387,21983,0.00562397406555745,0.00778124231211995
2009,Seldom,North Rhine-Westphalia,West,0.17928403755868544,21983,0.17421319830445836,0.18435487681291252
2009,Seldom,Bavaria,West,0.1317488262910798,21983,0.1272777852296087,0.13621986735255093
2009,Seldom,Saxony,East,0.10534037558685445,21983,0.10128212423697985,0.10939862693672905
2009,Seldom,Lower Saxony,West,0.0892018779342723,21983,0.08543388002273905,0.09296987584580554
2009,Seldom,Baden-Wuerttemberg,West,0.07834507042253522,21983,0.0747928279372102,0.08189731290786023
2009,Seldom,Thuringa,East,0.07482394366197183,21983,0.07134581950379877,0.07830206782014489
2009,Seldom,Brandenburg,East,0.0625,21983,0.05930008650267033,0.06569991349732966
2009,Seldom,Hesse,West,0.05868544600938967,21983,0.055578417895723334,0.06179247412305601
2009,Seldom,"Rhineland-Palatinate, Saarland",West,0.0539906103286385,21983,0.051003031085776994,0.056978189571500006
2009,Seldom,Saxony-Anhalt,East,0.05369718309859155,21983,0.0507172713004776,0.05667709489670549
2009,Seldom,Schleswig-Holstein,West,0.03374413145539906,21983,0.03135710193015468,0.036131160980643444
2009,Seldom,Mecklenburg-Western Pomerania,East,0.026115023474178403,21983,0.02400682431960353,0.028223222628753274
2009,Seldom,Berlin,East,0.020539906103286387,21983,0.018664889181694105,0.02241492302487867
2009,Seldom,Berlin,West,0.01643192488262911,21983,0.014751345529090278,0.01811250423616794
2009,Seldom,Hamburg,West,0.009096244131455399,21983,0.007841198886701477,0.01035128937620932
2009,Seldom,Bremen,West,0.006455399061032864,21983,0.005396711470243491,0.007514086651822237
2009,Never,North Rhine-Westphalia,West,0.21483375959079284,21983,0.2094044492746655,0.22026306990692018
2009,Never,Bavaria,West,0.09974424552429667,21983,0.09578292969609327,0.10370556135250007
2009,Never,"Rhineland-Palatinate, Saarland",West,0.08695652173913043,21983,0.08323166648823292,0.09068137699002794
2009,Never,Hesse,West,0.08695652173913043,21983,0.08323166648823292,0.09068137699002794
2009,Never,Lower Saxony,West,0.08439897698209718,21983,0.08072417182422677,0.0880737821399676
2009,Never,Saxony,East,0.08184143222506395,21983,0.07821768373453881,0.08546518071558908
2009,Never,Baden-Wuerttemberg,West,0.07672634271099744,21983,0.0732079034164484,0.0802447820055465
2009,Never,Thuringa,East,0.0639386189258312,21983,0.06070457152461968,0.06717266632704273
2009,Never,Saxony-Anhalt,East,0.04603580562659847,21983,0.04326550753742565,0.048806103715771286
2009,Never,Schleswig-Holstein,West,0.043478260869565216,21983,0.040782408561176625,0.04617411317795381
2009,Never,Brandenburg,East,0.03836317135549872,21983,0.0358240971938243,0.04090224551717314
2009,Never,Berlin,West,0.030690537084398978,21983,0.02841047820599491,0.032970595962803044
2009,Never,Berlin,East,0.020460358056265986,21983,0.0185888994980654,0.022331816614466572
2009,Never,Hamburg,West,0.01278772378516624,21983,0.01130242273363993,0.01427302483669255
2009,Never,Mecklenburg-Western Pomerania,East,0.0076726342710997444,21983,0.006519148280764529,0.00882612026143496
2009,Never,Bremen,West,0.005115089514066497,21983,0.0041720592456410445,0.006058119782491949
2011,At least once per week,North Rhine-Westphalia,West,0.21321029626032054,41903,0.20928866339380373,0.21713192912683735
2011,At least once per week,Bavaria,West,0.17468026550105228,41903,0.17104474540641929,0.17831578559568528
2011,At least once per week,Baden-Wuerttemberg,West,0.1437591063623118,41903,0.1403998033610308,0.14711840936359277
2011,At least once per week,Lower Saxony,West,0.08879715072041444,41903,0.08607356804664745,0.09152073339418143
2011,At least once per week,Hesse,West,0.07503642544924721,41903,0.07251392125714352,0.0775589296413509
2011,At least once per week,"Rhineland-Palatinate, Saarland",West,0.061356645620851545,41903,0.05905883293885093,0.06365445830285216
2011,At least once per week,Saxony,East,0.050105229075603046,41903,0.04801635246358432,0.05219410568762177
2011,At least once per week,Schleswig-Holstein,West,0.03610166747612109,41903,0.03431553873768014,0.03788779621456204
2011,At least once per week,Thuringa,East,0.02970697749716691,41903,0.0280813755878965,0.03133257940643732
2011,At least once per week,Saxony-Anhalt,East,0.026550105229075603,41903,0.025010804633165643,0.028089405824985564
2011,At least once per week,Brandenburg,East,0.02476930548810102,41903,0.02328116439764831,0.02625744657855373
2011,At least once per week,Berlin,West,0.01894123360854784,41903,0.017636009296979747,0.02024645792011593
2011,At least once per week,Mecklenburg-Western Pomerania,East,0.01813177918083212,41903,0.016854222064352914,0.019409336297311328
2011,At least once per week,Berlin,East,0.016593815768172253,41903,0.015370684376592517,0.01781694715975199
2011,At least once per week,Hamburg,West,0.015946252225999675,41903,0.014746829599504543,0.017145674852494807
2011,At least once per week,Bremen,West,0.006313744536182613,41903,0.005555338716177135,0.0070721503561880904
2011,At least once per month,North Rhine-Westphalia,West,0.19807099532663816,41903,0.19425496413700816,0.20188702651626816
2011,At least once per month,Bavaria,West,0.1439793178880382,41903,0.14061787530378744,0.14734076047228895
2011,At least once per month,Baden-Wuerttemberg,West,0.1148453813264393,41903,0.1117925708047083,0.11789819184817031
2011,At least once per month,Lower Saxony,West,0.0953564681316496,41903,0.09254426082296865,0.09816867544033053
2011,At least once per month,Saxony,East,0.07228795863577607,41903,0.06980840738069785,0.07476750989085429
2011,At least once per month,Hesse,West,0.0665208312618077,41903,0.06413486300146255,0.06890679952215285
2011,At least once per month,"Rhineland-Palatinate, Saarland",West,0.050810380829273145,41903,0.048707637674537105,0.052913123984009186
2011,At least once per month,Brandenburg,East,0.049120015909316896,41903,0.04705070563000859,0.0511893261886252
2011,At least once per month,Saxony-Anhalt,East,0.04613701899174704,41903,0.04412838283837149,0.04814565514512259
2011,At least once per month,Thuringa,East,0.04036989161777866,41903,0.03848531309541017,0.042254470140147146
2011,At least once per month,Schleswig-Holstein,West,0.0368897285472805,41903,0.035084948629092574,0.03869450846546843
2011,At least once per month,Mecklenburg-Western Pomerania,East,0.02585263995227205,41903,0.024333148397038172,0.027372131507505927
2011,At least once per month,Berlin,West,0.020582678731231978,41903,0.019223212730257927,0.02194214473220603
2011,At least once per month,Berlin,East,0.016207616585462863,41903,0.0149985650359306,0.017416668134995126
2011,At least once per month,Hamburg,West,0.015611017201948891,41903,0.014424067033902683,0.0167979673699951
2011,At least once per month,Bremen,West,0.007358059063338968,41903,0.006539761122749582,0.008176357003928353
2011,Seldom,North Rhine-Westphalia,West,0.1779948176200917,41903,0.17433234430054684,0.18165729093963656
2011,Seldom,Bavaria,West,0.1401235798285828,41903,0.1367999921155262,0.14344716754163941
2011,Seldom,Baden-Wuerttemberg,West,0.1030496312537373,41903,0.1001386397337183,0.1059606227737563
2011,Seldom,Lower Saxony,West,0.09966115208291808,41903,0.09679301794099741,0.10252928622483874
2011,Seldom,Saxony,East,0.08550926848714371,41903,0.08283176674196754,0.08818677023231988
2011,Seldom,Hesse,West,0.06059398046641419,41903,0.058309565885269816,0.06287839504755857
2011,Seldom,Brandenburg,East,0.05820211281642416,41903,0.05596039086773244,0.060443834765115875
2011,Seldom,Thuringa,East,0.05660753438309747,41903,0.05439486343281878,0.05882020533337616
2011,Seldom,"Rhineland-Palatinate, Saarland",West,0.055610922862268285,41903,0.05341665803495994,0.057805187689576626
2011,Seldom,Saxony-Anhalt,East,0.051425154474785725,41903,0.049310413806388294,0.05353989514318316
2011,Seldom,Mecklenburg-Western Pomerania,East,0.02910105640821208,41903,0.027491615986703525,0.030710496829720633
2011,Seldom,Schleswig-Holstein,West,0.027905122583217062,41903,0.02632812943097327,0.029482115735460855
2011,Seldom,Berlin,West,0.018536974287422764,41903,0.017245487676050886,0.019828460898794642
2011,Seldom,Berlin,East,0.01714171815826191,41903,0.015898904152763908,0.018384532163759914
2011,Seldom,Hamburg,West,0.012357982858281841,41903,0.011300174276528338,0.013415791440035345
2011,Seldom,Bremen,West,0.006178991429140921,41903,0.005428671648527069,0.006929311209754772
2011,Never,North Rhine-Westphalia,West,0.21749408983451538,41903,0.21354405381318697,0.22144412585584378
2011,Never,Bavaria,West,0.1276595744680851,41903,0.1244643364973647,0.1308548124388055
2011,Never,Lower Saxony,West,0.08865248226950355,41903,0.08593090311058617,0.09137406142842093
2011,Never,Baden-Wuerttemberg,West,0.08628841607565012,41903,0.08359988954265245,0.08897694260864779
2011,Never,"Rhineland-Palatinate, Saarland",West,0.07092198581560284,41903,0.06846416596171069,0.073379805669495
2011,Never,Hesse,West,0.06855791962174941,41903,0.06613833812103627,0.07097750112246255
2011,Never,Saxony,East,0.06855791962174941,41903,0.06613833812103627,0.07097750112246255
2011,Never,Brandenburg,East,0.054373522458628844,41903,0.052202386305295355,0.05654465861196233
2011,Never,Saxony-Anhalt,East,0.054373522458628844,41903,0.052202386305295355,0.05654465861196233
2011,Never,Thuringa,East,0.05200945626477541,41903,0.0498833906077904,0.054135521921760424
2011,Never,Mecklenburg-Western Pomerania,East,0.030732860520094562,41903,0.02908030237120179,0.03238541866898734
2011,Never,Schleswig-Holstein,West,0.027186761229314422,41903,0.025629623651584745,0.0287438988070441
2011,Never,Berlin,West,0.022458628841607566,41903,0.021039921862747807,0.023877335820467326
2011,Never,Hamburg,West,0.013002364066193853,41903,0.011917681324520108,0.014087046807867598
2011,Never,Berlin,East,0.010638297872340425,41903,0.009655991110521256,0.011620604634159594
2011,Never,Bremen,West,0.0070921985815602835,41903,0.0062887123889789915,0.007895684774141576
2015,At least once per week,North Rhine-Westphalia,West,0.22781115879828326,38036,0.22359605853727613,0.2320262590592904
2015,At least once per week,Bavaria,West,0.17682403433476396,38036,0.17298982658726506,0.18065824208226286
2015,At least once per week,Baden-Wuerttemberg,West,0.12935622317596568,38036,0.12598356314771006,0.1327288832042213
2015,At least once per week,Lower Saxony,West,0.09776824034334763,38036,0.09478343092297115,0.10075304976372412
2015,At least once per week,Hesse,West,0.07682403433476395,38036,0.07414764400735546,0.07950042466217244
2015,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06103004291845494,38036,0.05862426054740774,0.06343582528950213
2015,At least once per week,Saxony,East,0.04008583690987125,38036,0.03811445698650585,0.04205721683323665
2015,At least once per week,Schleswig-Holstein,West,0.03278969957081545,38036,0.03099996829614097,0.03457943084548993
2015,At least once per week,Thuringa,East,0.027467811158798282,38036,0.025825245757363627,0.029110376560232937
2015,At least once per week,Brandenburg,East,0.024978540772532188,38036,0.0234101680841509,0.026546913460913476
2015,At least once per week,Saxony-Anhalt,East,0.024892703862660945,38036,0.023326959375491813,0.026458448349830077
2015,At least once per week,Berlin,West,0.022317596566523604,38036,0.020833092940764873,0.023802100192282336
2015,At least once per week,Hamburg,West,0.018712446351931332,38036,0.017350618909977127,0.020074273793885537
2015,At least once per week,Mecklenburg-Western Pomerania,East,0.015793991416309012,38036,0.014541001410791357,0.017046981421826667
2015,At least once per week,Berlin,East,0.015450643776824034,38036,0.014211131912378914,0.016690155641269154
2015,At least once per week,Bremen,West,0.007896995708154506,38036,0.0070074505802369515,0.008786540836072061
2015,At least once per month,North Rhine-Westphalia,West,0.198669300343071,38036,0.19465943375230438,0.20267916693383764
2015,At least once per month,Bavaria,West,0.1562532487784593,38036,0.15260420363042645,0.15990229392649216
2015,At least once per month,Baden-Wuerttemberg,West,0.12101050005198045,38036,0.11773285422326117,0.12428814588069974
2015,At least once per month,Lower Saxony,West,0.09990643518037218,38036,0.09689274077536413,0.10292012958538023
2015,At least once per month,Saxony,East,0.06663894375714731,38036,0.06413256014339128,0.06914532737090334
2015,At least once per month,Hesse,West,0.06611913920365943,38036,0.0636218549146911,0.06861642349262775
2015,At least once per month,"Rhineland-Palatinate, Saarland",West,0.061129015490175694,38036,0.058721410075175014,0.06353662090517637
2015,At least once per month,Brandenburg,East,0.04324773885019233,38036,0.04120346015029005,0.045292017550094606
2015,At least once per month,Thuringa,East,0.03649027965484978,38036,0.034605870098265074,0.038374689211434485
2015,At least once per month,Saxony-Anhalt,East,0.03534670963717642,38036,0.033490962611554445,0.037202456662798394
2015,At least once per month,Schleswig-Holstein,West,0.032851647780434555,38036,0.031060284040939568,0.03464301151992954
2015,At least once per month,Mecklenburg-Western Pomerania,East,0.023391204906954986,38036,0.021872248660323387,0.024910161153586585
2015,At least once per month,Berlin,West,0.019336729389749455,38036,0.01795281215915436,0.020720646620344552
2015,At least once per month,Hamburg,West,0.017465432997193057,38036,0.016148928794935187,0.018781937199450927
2015,At least once per month,Berlin,East,0.016633745711612434,38036,0.015348425516393677,0.01791906590683119
2015,At least once per month,Bremen,West,0.005509928266971618,38036,0.004765998647688575,0.0062538578862546615
2015,Seldom,North Rhine-Westphalia,West,0.17524881003894419,38036,0.17142806844513875,0.17906955163274962
2015,Seldom,Bavaria,West,0.14971873647771528,38036,0.1461330027745216,0.15330447018090895
2015,Seldom,Baden-Wuerttemberg,West,0.09865858935525747,38036,0.0956616996146763,0.10165547909583864
2015,Seldom,Lower Saxony,West,0.09692773691042839,38036,0.09395440124551667,0.0999010725753401
2015,Seldom,Saxony,East,0.07723929035049762,38036,0.07455628007064448,0.07992230063035076
2015,Seldom,Hesse,West,0.06490696668109043,38036,0.0624310745503857,0.06738285881179516
2015,Seldom,Thuringa,East,0.05841627001298139,38036,0.05605929468622605,0.060773245339736735
2015,Seldom,Brandenburg,East,0.05690177412375595,38036,0.05457368276100129,0.059229865486510616
2015,Seldom,"Rhineland-Palatinate, Saarland",West,0.05235828645607962,38036,0.05011970217916477,0.054596870732994476
2015,Seldom,Saxony-Anhalt,East,0.04673301601038511,38036,0.04461183450016229,0.048854197520607934
2015,Seldom,Schleswig-Holstein,West,0.03764604067503245,38036,0.03573316949369339,0.03955891185637152
2015,Seldom,Mecklenburg-Western Pomerania,East,0.026828212894850715,38036,0.02520435029667944,0.02845207549302199
2015,Seldom,Berlin,West,0.019688446559930767,38036,0.01829225040352669,0.021084642716334843
2015,Seldom,Berlin,East,0.019039376893119863,38036,0.017665933372640708,0.020412820413599018
2015,Seldom,Hamburg,West,0.012115967113803548,38036,0.011016478647541664,0.013215455580065432
2015,Seldom,Bremen,West,0.007572479446127218,38036,0.006701260917712725,0.00844369797454171
2015,Never,North Rhine-Westphalia,West,0.22705314009661837,38036,0.22284299341594896,0.23126328677728777
2015,Never,Bavaria,West,0.1388888888888889,38036,0.13541335121655854,0.14236442656121925
2015,Never,Baden-Wuerttemberg,West,0.0966183574879227,38036,0.09364926239214384,0.09958745258370157
2015,Never,Saxony,East,0.07729468599033816,38036,0.0746107943260314,0.07997857765464492
2015,Never,"Rhineland-Palatinate, Saarland",West,0.07367149758454106,38036,0.07104612518813312,0.07629686998094899
2015,Never,Lower Saxony,West,0.07004830917874397,38036,0.06748330737661543,0.07261331098087251
2015,Never,Hesse,West,0.059178743961352656,38036,0.05680739709800126,0.06155009082470405
2015,Never,Saxony-Anhalt,East,0.057971014492753624,38036,0.05562248382743626,0.06031954515807099
2015,Never,Brandenburg,East,0.043478260869565216,38036,0.041428788081246476,0.045527733657883956
2015,Never,Thuringa,East,0.035024154589371984,38036,0.03317658543144927,0.0368717237472947
2015,Never,Schleswig-Holstein,West,0.03260869565217391,38036,0.030823744007500268,0.03439364729684756
2015,Never,Hamburg,West,0.024154589371980676,38036,0.022611649530578534,0.02569752921338282
2015,Never,Mecklenburg-Western Pomerania,East,0.024154589371980676,38036,0.022611649530578534,0.02569752921338282
2015,Never,Berlin,West,0.020531400966183576,38036,0.01910624234933476,0.02195655958303239
2015,Never,Berlin,East,0.010869565217391304,38036,0.009827508108210786,0.011911622326571822
2015,Never,Bremen,West,0.008454106280193236,38036,0.007533976866925675,0.009374235693460797
2017,At least once per week,North Rhine-Westphalia,West,0.2273873570948218,45410,0.22353217955895305,0.23124253463069055
2017,At least once per week,Bavaria,West,0.16862811028917282,45410,0.16518427021778537,0.17207195036056028
2017,At least once per week,Baden-Wuerttemberg,West,0.11861129791526563,45410,0.11563739292830426,0.121585202902227
2017,At least once per week,Lower Saxony,West,0.10432078009414929,45410,0.10150925488006249,0.10713230530823609
2017,At least once per week,Hesse,West,0.07632817753866845,45410,0.07388597535893067,0.07877037971840624
2017,At least once per week,"Rhineland-Palatinate, Saarland",West,0.059263618022864825,45410,0.05709187531842141,0.06143536072730824
2017,At least once per week,Saxony,East,0.04488903833221251,45410,0.04298455408018996,0.04679352258423505
2017,At least once per week,Schleswig-Holstein,West,0.03665097511768662,45410,0.03492269187792743,0.03837925835744581
2017,At least once per week,Saxony-Anhalt,East,0.028160726294552792,45410,0.026639129905336078,0.029682322683769507
2017,At least once per week,Thuringa,East,0.02639542703429724,45410,0.024920956937425572,0.02786989713116891
2017,At least once per week,Brandenburg,East,0.024714189643577675,45410,0.023286218403488622,0.026142160883666728
