year,regtyp,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Rural regions,Seldom,0.16827,1643,7538,0.15983,0.17672
2001,Rural regions,Never,0.54392,4935,7538,0.53267,0.55516
2003,Urban regions,At least once per week,0.09917,1966,14616,0.09433,0.10402
2003,Urban regions,At least once per month,0.07317,1355,14616,0.06894,0.07739
2003,Urban regions,Seldom,0.19834,3612,14616,0.19187,0.20480
2003,Urban regions,Never,0.45272,7683,14616,0.44465,0.46079
2003,Rural regions,At least once per week,0.07888,779,7395,0.07273,0.08502
2003,Rural regions,At least once per month,0.06358,610,7395,0.05802,0.06914
2003,Rural regions,Seldom,0.21520,2018,7395,0.20583,0.22456
2003,Rural regions,Never,0.47223,3988,7395,0.46085,0.48360
2005,Urban regions,At least once per week,0.07716,1394,13628,0.07268,0.08164
2005,Urban regions,At least once per month,0.05845,1079,13628,0.05451,0.06239
2005,Urban regions,Seldom,0.22540,3811,13628,0.21838,0.23241
2005,Urban regions,Never,0.46932,7344,13628,0.46094,0.47770
2005,Rural regions,At least once per week,0.06574,602,6885,0.05989,0.07160
2005,Rural regions,At least once per month,0.05473,473,6885,0.04936,0.06011
2005,Rural regions,Seldom,0.23110,1989,6885,0.22115,0.24106
2005,Rural regions,Never,0.48202,3821,6885,0.47022,0.49383
2007,Urban regions,At least once per week,0.08109,1478,13309,0.07646,0.08573
2007,Urban regions,At least once per month,0.05897,1088,13309,0.05497,0.06297
2007,Urban regions,Seldom,0.20915,3482,13309,0.20224,0.21606
2007,Urban regions,Never,0.47098,7261,13309,0.46250,0.47946
2007,Rural regions,At least once per week,0.07330,669,7008,0.06720,0.07940
2007,Rural regions,At least once per month,0.05735,524,7008,0.05190,0.06279
2007,Rural regions,Seldom,0.20307,1838,7008,0.19365,0.21249
2007,Rural regions,Never,0.49675,3977,7008,0.48504,0.50846
2008,Urban regions,At least once per week,0.11070,1817,12609,0.10523,0.11618
2008,Urban regions,At least once per month,0.07545,1205,12609,0.07084,0.08007
2008,Urban regions,Seldom,0.20691,3222,12609,0.19984,0.21398
2008,Urban regions,Never,0.43899,6365,12609,0.43033,0.44765
2008,Rural regions,At least once per week,0.09424,799,6622,0.08721,0.10128
2008,Rural regions,At least once per month,0.06273,538,6622,0.05689,0.06857
2008,Rural regions,Seldom,0.21135,1703,6622,0.20152,0.22119
2008,Rural regions,Never,0.47231,3582,6622,0.46028,0.48433
2009,Urban regions,At least once per week,0.09183,1363,11574,0.08657,0.09709
2009,Urban regions,At least once per month,0.06762,967,11574,0.06304,0.07219
2009,Urban regions,Seldom,0.22871,3227,11574,0.22106,0.23636
2009,Urban regions,Never,0.44235,6017,11574,0.43330,0.45140
2009,Rural regions,At least once per week,0.07520,614,6276,0.06868,0.08173
2009,Rural regions,At least once per month,0.05818,413,6276,0.05239,0.06397
2009,Rural regions,Seldom,0.21730,1709,6276,0.20710,0.22750
2009,Rural regions,Never,0.48575,3540,6276,0.47338,0.49812
2011,Urban regions,At least once per week,0.10190,2371,18070,0.09749,0.10632
2011,Urban regions,At least once per month,0.06221,1366,18070,0.05869,0.06573
2011,Urban regions,Seldom,0.20201,4320,18070,0.19615,0.20786
2011,Urban regions,Never,0.46335,10013,18070,0.45607,0.47062
2011,Rural regions,At least once per week,0.08384,1062,10157,0.07845,0.08923
2011,Rural regions,At least once per month,0.05151,611,10157,0.04722,0.05581
2011,Rural regions,Seldom,0.19652,2351,10157,0.18879,0.20424
2011,Rural regions,Never,0.50159,6133,10157,0.49187,0.51132
2013,Urban regions,At least once per week,0.12662,3108,16117,0.12149,0.13175
2013,Urban regions,At least once per month,0.08034,1764,16117,0.07615,0.08454
2013,Urban regions,Seldom,0.19183,4099,16117,0.18575,0.19791
2013,Urban regions,Never,0.34390,7146,16117,0.33656,0.35123
2013,Rural regions,At least once per week,0.10437,1387,9290,0.09815,0.11059
2013,Rural regions,At least once per month,0.06438,811,9290,0.05939,0.06937
2013,Rural regions,Seldom,0.21792,2502,9290,0.20952,0.22632
2013,Rural regions,Never,0.40681,4590,9290,0.39682,0.41680
2015,Urban regions,At least once per week,0.11397,2314,17417,0.10925,0.11869
2015,Urban regions,At least once per month,0.06385,1390,17417,0.06022,0.06748
2015,Urban regions,Seldom,0.19771,4088,17417,0.19179,0.20362
2015,Urban regions,Never,0.46204,9625,17417,0.45464,0.46945
2015,Rural regions,At least once per week,0.08396,992,9269,0.07831,0.08960
2015,Rural regions,At least once per month,0.05486,605,9269,0.05023,0.05950
2015,Rural regions,Seldom,0.18956,2121,9269,0.18158,0.19754
2015,Rural regions,Never,0.51450,5551,9269,0.50432,0.52467
2017,Urban regions,At least once per week,0.11897,2771,19848,0.11447,0.12348
2017,Urban regions,At least once per month,0.06775,1579,19848,0.06425,0.07124
2017,Urban regions,Seldom,0.20451,4675,19848,0.19890,0.21012
2017,Urban regions,Never,0.44305,10823,19848,0.43613,0.44996
2017,Rural regions,At least once per week,0.09528,1223,10569,0.08969,0.10088
2017,Rural regions,At least once per month,0.06894,787,10569,0.06411,0.07377
2017,Rural regions,Seldom,0.20611,2478,10569,0.19840,0.21383
2017,Rural regions,Never,0.46750,6081,10569,0.45799,0.47702
2018,Urban regions,At least once per week,0.00059,159,2312,-0.00040,0.00158
2018,Urban regions,At least once per month,0.00041,159,2312,-0.00042,0.00124
2018,Urban regions,Seldom,0.00101,418,2312,-0.00029,0.00230
2018,Urban regions,Never,0.00381,1576,2312,0.00130,0.00632
2018,Rural regions,At least once per week,0.00054,66,856,-0.00102,0.00209
2018,Rural regions,At least once per month,0.00032,51,856,-0.00088,0.00153
2018,Rural regions,Seldom,0.00082,139,856,-0.00110,0.00274
2018,Rural regions,Never,0.00325,600,856,-0.00056,0.00707
2019,Urban regions,At least once per week,0.14773,3211,18589,0.14263,0.15284
2019,Urban regions,At least once per month,0.07707,1810,18589,0.07323,0.08090
2019,Urban regions,Seldom,0.20356,4218,18589,0.19778,0.20935
2019,Urban regions,Never,0.40631,9350,18589,0.39925,0.41337
2019,Rural regions,At least once per week,0.12573,1458,9598,0.11910,0.13236
2019,Rural regions,At least once per month,0.06810,840,9598,0.06306,0.07314
2019,Rural regions,Seldom,0.19858,2227,9598,0.19060,0.20656
2019,Rural regions,Never,0.44365,5073,9598,0.43371,0.45359
2021,Urban regions,At least once per week,0.16246,2513,11385,0.15568,0.16923
2021,Urban regions,At least once per month,0.10276,1565,11385,0.09718,0.10833
2021,Urban regions,Seldom,0.20098,2694,11385,0.19362,0.20834
2021,Urban regions,Never,0.35158,4613,11385,0.34281,0.36036
2021,Rural regions,At least once per week,0.13854,1072,5799,0.12964,0.14743
2021,Rural regions,At least once per month,0.07920,606,5799,0.07224,0.08615
2021,Rural regions,Seldom,0.19981,1374,5799,0.18952,0.21011
2021,Rural regions,Never,0.41226,2747,5799,0.39959,0.42493
