"plh0038","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1997","Sachsen","Ostdeutschland","409","0.416203413058976","0.386859566408795","0.445547259709158"
"Grosse Sorgen","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1997","Sachsen-Anhalt","Ostdeutschland","305","0.498920711824718","0.46089012350172","0.536951300147717"
"Grosse Sorgen","1997","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1997","Thueringen","Ostdeutschland","268","0.441036818127599","0.403185902855205","0.478887733399993"
"Einige Sorgen","1997","Schleswig-Holstein","Westdeutschland","105","0.401458695821964","0.342439586440697","0.460477805203232"
"Einige Sorgen","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1997","Hamburg","Westdeutschland","52","0.40768142690367","0.321189536955184","0.494173316852156"
"Einige Sorgen","1997","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1997","Niedersachsen","Westdeutschland","472","0.453531444528011","0.423098930991788","0.483963958064235"
"Einige Sorgen","1997","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1997","Bremen","Westdeutschland","37","0.378805830560707","0.280216792400125","0.477394868721289"
"Einige Sorgen","1997","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1997","Nordrhein-Westfalen","Westdeutschland","1162","0.474456670182872","0.454851229234541","0.494062111131203"
"Einige Sorgen","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1997","Hessen","Westdeutschland","415","0.48271600912151","0.448983808563658","0.516448209679362"
"Einige Sorgen","1997","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1997","Rheinland-Pfalz,Saarland","Westdeutschland","369","0.514813468466417","0.477999657270902","0.551627279661933"
"Einige Sorgen","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1997","Baden-Wuerttemberg","Westdeutschland","886","0.525820898371003","0.502077573886944","0.549564222855062"
"Einige Sorgen","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1997","Bayern","Westdeutschland","804","0.502043202100061","0.47764278301475","0.526443621185372"
"Einige Sorgen","1997","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1997","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1997","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1997","Berlin","Westdeutschland","120","0.464340409251894","0.405180234253191","0.523500584250597"
"Einige Sorgen","1997","Berlin","Ostdeutschland","106","0.472619951154473","0.408515526890623","0.536724375418323"
"Einige Sorgen","1997","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1997","Brandenburg","Ostdeutschland","287","0.484980692306181","0.444721855975149","0.525239528637214"
"Einige Sorgen","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1997","Mecklenburg-Vorpommern","Ostdeutschland","182","0.451768734737775","0.401992451569009","0.50154501790654"
"Einige Sorgen","1997","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1997","Sachsen","Ostdeutschland","505","0.441920961321351","0.412357613967409","0.471484308675293"
"Einige Sorgen","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1997","Sachsen-Anhalt","Ostdeutschland","288","0.403215829236194","0.365904434342958","0.440527224129431"
"Einige Sorgen","1997","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1997","Thueringen","Ostdeutschland","322","0.459758234346056","0.421765006031903","0.497751462660209"
"Keine Sorgen","1997","Schleswig-Holstein","Westdeutschland","98","0.354747140876996","0.297143547666195","0.412350734087797"
"Keine Sorgen","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1997","Hamburg","Westdeutschland","34","0.255680412072856","0.178897301596573","0.332463522549139"
"Keine Sorgen","1997","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1997","Niedersachsen","Westdeutschland","280","0.264646167488901","0.237679174742181","0.291613160235621"
"Keine Sorgen","1997","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1997","Bremen","Westdeutschland","19","","",""
"Keine Sorgen","1997","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1997","Nordrhein-Westfalen","Westdeutschland","482","0.202814487229594","0.187027354591299","0.218601619867888"
"Keine Sorgen","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1997","Hessen","Westdeutschland","164","0.185111797561587","0.158893748734007","0.211329846389166"
"Keine Sorgen","1997","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1997","Rheinland-Pfalz,Saarland","Westdeutschland","134","0.200405876355081","0.170919494530734","0.229892258179429"
"Keine Sorgen","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1997","Baden-Wuerttemberg","Westdeutschland","331","0.184290965397797","0.165854780274316","0.202727150521278"
"Keine Sorgen","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1997","Bayern","Westdeutschland","347","0.207743455669474","0.187945173904505","0.227541737434443"
"Keine Sorgen","1997","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1997","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1997","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1997","Berlin","Westdeutschland","47","0.180967332079444","0.135298755911867","0.226635908247021"
"Keine Sorgen","1997","Berlin","Ostdeutschland","30","0.120035418588664","0.0783045492329313","0.161766287944397"
"Keine Sorgen","1997","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1997","Brandenburg","Ostdeutschland","80","0.130224790073318","0.103114286578464","0.157335293568172"
"Keine Sorgen","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1997","Mecklenburg-Vorpommern","Ostdeutschland","61","0.153412383826088","0.117367083889038","0.189457683763138"
"Keine Sorgen","1997","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1997","Sachsen","Ostdeutschland","170","0.141875625619672","0.121104383710494","0.162646867528851"
"Keine Sorgen","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1997","Sachsen-Anhalt","Ostdeutschland","71","0.0978634589390876","0.0752633532931344","0.120463564585041"
"Keine Sorgen","1997","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1997","Thueringen","Ostdeutschland","71","0.099204947526345","0.0764158554434383","0.121994039609252"
"Grosse Sorgen","1998","Schleswig-Holstein","Westdeutschland","92","0.270894171985902","0.223930290280582","0.317858053691221"
"Grosse Sorgen","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Hamburg","Westdeutschland","36","0.261637874556463","0.191993284323445","0.331282464789481"
"Grosse Sorgen","1998","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Niedersachsen","Westdeutschland","406","0.362328147185344","0.335029453174606","0.389626841196082"
"Grosse Sorgen","1998","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Bremen","Westdeutschland","48","0.534653211920053","0.43639814763102","0.632908276209087"
"Grosse Sorgen","1998","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Nordrhein-Westfalen","Westdeutschland","1111","0.376994572060374","0.359136067822393","0.394853076298355"
"Grosse Sorgen","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Hessen","Westdeutschland","393","0.419656854828297","0.388192286565146","0.451121423091447"
"Grosse Sorgen","1998","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Rheinland-Pfalz,Saarland","Westdeutschland","288","0.364823756884063","0.331424613817248","0.398222899950878"
"Grosse Sorgen","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Baden-Wuerttemberg","Westdeutschland","556","0.341631943583694","0.31974103239557","0.363522854771818"
"Grosse Sorgen","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Bayern","Westdeutschland","686","0.375943556338801","0.353925364324214","0.397961748353387"
"Grosse Sorgen","1998","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1998","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1998","Berlin","Westdeutschland","137","0.428537614068461","0.371777277240078","0.485297950896843"
"Grosse Sorgen","1998","Berlin","Ostdeutschland","88","0.386542384152271","0.324150082933098","0.448934685371445"
"Grosse Sorgen","1998","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1998","Brandenburg","Ostdeutschland","267","0.446263751256491","0.407071416449769","0.485456086063213"
"Grosse Sorgen","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1998","Mecklenburg-Vorpommern","Ostdeutschland","147","0.383878476387552","0.336630745283165","0.431126207491938"
"Grosse Sorgen","1998","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1998","Sachsen","Ostdeutschland","482","0.444192385366424","0.415782010865412","0.472602759867436"
"Grosse Sorgen","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1998","Sachsen-Anhalt","Ostdeutschland","303","0.464564556850823","0.427297039154843","0.501832074546804"
"Grosse Sorgen","1998","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1998","Thueringen","Ostdeutschland","319","0.487971874831856","0.451736420859604","0.524207328804108"
"Einige Sorgen","1998","Schleswig-Holstein","Westdeutschland","153","0.467720283475002","0.414993420877881","0.520447146072124"
"Einige Sorgen","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1998","Hamburg","Westdeutschland","70","0.470316972408778","0.391229858014773","0.549404086802784"
"Einige Sorgen","1998","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1998","Niedersachsen","Westdeutschland","563","0.448619713675426","0.42037371044205","0.476865716908801"
"Einige Sorgen","1998","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1998","Bremen","Westdeutschland","38","0.333812922941654","0.240920526189539","0.42670531969377"
"Einige Sorgen","1998","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1998","Nordrhein-Westfalen","Westdeutschland","1327","0.472010119583174","0.453614260608053","0.490405978558294"
"Einige Sorgen","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1998","Hessen","Westdeutschland","444","0.464728970473711","0.432929570201129","0.496528370746293"
"Einige Sorgen","1998","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1998","Rheinland-Pfalz,Saarland","Westdeutschland","408","0.491534570602989","0.456848556635922","0.526220584570056"
"Einige Sorgen","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1998","Baden-Wuerttemberg","Westdeutschland","929","0.495410026729412","0.472331826771471","0.518488226687353"
"Einige Sorgen","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1998","Bayern","Westdeutschland","896","0.472369354659137","0.449675186979109","0.495063522339164"
"Einige Sorgen","1998","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1998","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1998","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1998","Berlin","Westdeutschland","114","0.421535699387198","0.364897149380517","0.47817424939388"
"Einige Sorgen","1998","Berlin","Ostdeutschland","122","0.507372950640178","0.44331648910301","0.571429412177346"
"Einige Sorgen","1998","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1998","Brandenburg","Ostdeutschland","296","0.471258806896925","0.431903331167931","0.51061428262592"
"Einige Sorgen","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1998","Mecklenburg-Vorpommern","Ostdeutschland","203","0.477361540755832","0.428835452679765","0.5258876288319"
"Einige Sorgen","1998","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1998","Sachsen","Ostdeutschland","537","0.442407322807972","0.414008597826747","0.470806047789197"
"Einige Sorgen","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1998","Sachsen-Anhalt","Ostdeutschland","300","0.410062306866838","0.37331023137015","0.446814382363525"
"Einige Sorgen","1998","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1998","Thueringen","Ostdeutschland","349","0.428920336696397","0.393042514847179","0.464798158545615"
"Keine Sorgen","1998","Schleswig-Holstein","Westdeutschland","99","0.261385544539096","0.214953420146068","0.307817668932124"
"Keine Sorgen","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1998","Hamburg","Westdeutschland","47","0.268045153034759","0.197859474914881","0.338230831154637"
"Keine Sorgen","1998","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1998","Niedersachsen","Westdeutschland","222","0.18905213913923","0.166814971276868","0.211289307001593"
"Keine Sorgen","1998","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1998","Bremen","Westdeutschland","13","","",""
"Keine Sorgen","1998","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1998","Nordrhein-Westfalen","Westdeutschland","391","0.150995308356452","0.137801554151798","0.164189062561106"
"Keine Sorgen","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1998","Hessen","Westdeutschland","108","0.115614174697992","0.0952269262691511","0.136001423126833"
"Keine Sorgen","1998","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1998","Rheinland-Pfalz,Saarland","Westdeutschland","102","0.143641672512948","0.119307609147153","0.167975735878743"
"Keine Sorgen","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1998","Baden-Wuerttemberg","Westdeutschland","318","0.162958029686894","0.145910489320985","0.180005570052802"
"Keine Sorgen","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1998","Bayern","Westdeutschland","277","0.151687089002063","0.135380589443789","0.167993588560337"
"Keine Sorgen","1998","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1998","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1998","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1998","Berlin","Westdeutschland","41","0.149926686544341","0.108979475391186","0.190873897697496"
"Keine Sorgen","1998","Berlin","Ostdeutschland","24","","",""
"Keine Sorgen","1998","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1998","Brandenburg","Ostdeutschland","55","0.0824774418465837","0.060788926709413","0.104165956983754"
"Keine Sorgen","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1998","Mecklenburg-Vorpommern","Ostdeutschland","57","0.138759982856616","0.105175001958288","0.172344963754944"
"Keine Sorgen","1998","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1998","Sachsen","Ostdeutschland","156","0.113400291825604","0.0952701986604256","0.131530384990782"
"Keine Sorgen","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1998","Sachsen-Anhalt","Ostdeutschland","85","0.125373136282339","0.100629272102465","0.150117000462213"
"Keine Sorgen","1998","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1998","Thueringen","Ostdeutschland","63","0.0831077884717472","0.0630967601217976","0.103118816821697"
"Grosse Sorgen","1999","Schleswig-Holstein","Westdeutschland","89","0.30875425271891","0.25805804660659","0.35945045883123"
"Grosse Sorgen","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Hamburg","Westdeutschland","46","0.350839956835729","0.271503809716038","0.430176103955419"
"Grosse Sorgen","1999","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Niedersachsen","Westdeutschland","455","0.42390984827177","0.395508417936279","0.452311278607262"
"Grosse Sorgen","1999","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Bremen","Westdeutschland","58","0.659390122023839","0.559806411884176","0.758973832163502"
"Grosse Sorgen","1999","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Nordrhein-Westfalen","Westdeutschland","1055","0.402015405988354","0.383473198663898","0.42055761331281"
"Grosse Sorgen","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Hessen","Westdeutschland","334","0.378866354227004","0.347013761705722","0.410718946748286"
"Grosse Sorgen","1999","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Rheinland-Pfalz,Saarland","Westdeutschland","296","0.389648974858263","0.355158903796717","0.424139045919809"
"Grosse Sorgen","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Baden-Wuerttemberg","Westdeutschland","614","0.400537244838674","0.377393476515743","0.423681013161605"
"Grosse Sorgen","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1999","Bayern","Westdeutschland","629","0.362510600964474","0.340240693383201","0.384780508545747"
