year,age_gr,migback,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,Indirect migration background,Sometimes,0.21518,46,225,0.16136,0.26900
2018,46-65 y.,Indirect migration background,Seldom,0.31140,74,225,0.25076,0.37205
2018,46-65 y.,Indirect migration background,Never,0.34030,105,225,0.27825,0.40235
2018,66 and older,No migration background,Often,0.00825,46,4478,0.00560,0.01090
2018,66 and older,No migration background,Sometimes,0.07049,305,4478,0.06299,0.07799
2018,66 and older,No migration background,Seldom,0.22728,1086,4478,0.21500,0.23956
2018,66 and older,No migration background,Never,0.68059,3041,4478,0.66693,0.69425
2018,66 and older,Direct migration background,Sometimes,0.11193,52,438,0.08237,0.14149
2018,66 and older,Direct migration background,Seldom,0.25690,102,438,0.21594,0.29787
2018,66 and older,Direct migration background,Never,0.58847,284,438,0.54233,0.63461
