,Unnamed: 0,year,bula_h,sex,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
60,60,2007,Bavaria,female,Very seldom,0.13983,234,19749,0.12523,0.15331
61,61,2007,Bavaria,female,Seldom,0.29224,485,19749,0.27113,0.31503
62,62,2007,Bavaria,female,Sometimes,0.37712,572,19749,0.34947,0.40225
63,63,2007,Bavaria,female,Often,0.14657,197,19749,0.13263,0.16215
64,64,2007,Bavaria,female,Very often,0.04424,64,19749,0.03623,0.05292
65,65,2007,Berlin,male,Very seldom,0.19107,69,19749,0.1532,0.22416
66,66,2007,Berlin,male,Seldom,0.48002,141,19749,0.41623,0.53728
67,67,2007,Berlin,male,Sometimes,0.32891,101,19749,0.27753,0.37425
68,68,2007,Berlin,female,Very seldom,0.16371,69,19749,0.13816,0.19397
69,69,2007,Berlin,female,Seldom,0.32944,130,19749,0.29296,0.37799
70,70,2007,Berlin,female,Sometimes,0.36443,133,19749,0.32244,0.40413
71,71,2007,Berlin,female,Often,0.14242,52,19749,0.11309,0.17983
72,72,2007,Brandenburg,male,Very seldom,0.2978,113,19749,0.25654,0.3405
73,73,2007,Brandenburg,male,Seldom,0.33011,144,19749,0.28304,0.3752
74,74,2007,Brandenburg,male,Sometimes,0.28064,110,19749,0.23565,0.3287
75,75,2007,Brandenburg,male,Often,0.09145,34,19749,0.06362,0.12387
76,76,2007,Brandenburg,female,Very seldom,0.1432,68,19749,0.11999,0.16528
77,77,2007,Brandenburg,female,Seldom,0.27221,123,19749,0.24213,0.30398
78,78,2007,Brandenburg,female,Sometimes,0.41469,180,19749,0.3554,0.46977
79,79,2007,Brandenburg,female,Often,0.1699,57,19749,0.13683,0.20345
80,80,2007,Mecklenburg-Western Pomerania,male,Very seldom,0.25182,61,19749,0.20902,0.29605
81,81,2007,Mecklenburg-Western Pomerania,male,Seldom,0.40217,86,19749,0.33831,0.47069
82,82,2007,Mecklenburg-Western Pomerania,male,Sometimes,0.34601,74,19749,0.29214,0.39656
83,83,2007,Mecklenburg-Western Pomerania,female,Very seldom,0.1853,46,19749,0.1518,0.22142
84,84,2007,Mecklenburg-Western Pomerania,female,Seldom,0.39704,90,19749,0.3279,0.47254
85,85,2007,Mecklenburg-Western Pomerania,female,Sometimes,0.41766,92,19749,0.35447,0.48893
86,86,2007,Saxony,male,Very seldom,0.21862,166,19749,0.18409,0.25224
87,87,2007,Saxony,male,Seldom,0.35584,304,19749,0.32449,0.38957
88,88,2007,Saxony,male,Sometimes,0.30561,205,19749,0.2708,0.33934
89,89,2007,Saxony,male,Often,0.11993,58,19749,0.09626,0.14803
90,90,2007,Saxony,female,Very seldom,0.1053,86,19749,0.08811,0.12471
91,91,2007,Saxony,female,Seldom,0.32752,267,19749,0.2997,0.36089
92,92,2007,Saxony,female,Sometimes,0.41971,288,19749,0.38183,0.47039
93,93,2007,Saxony,female,Often,0.14747,95,19749,0.12482,0.17005
94,94,2007,Saxony-Anhalt,male,Very seldom,0.31952,119,19749,0.27663,0.36986
95,95,2007,Saxony-Anhalt,male,Seldom,0.41189,155,19749,0.36292,0.47645
96,96,2007,Saxony-Anhalt,male,Sometimes,0.26859,106,19749,0.21542,0.32656
97,97,2007,Saxony-Anhalt,female,Very seldom,0.16333,62,19749,0.1292,0.20427
98,98,2007,Saxony-Anhalt,female,Seldom,0.31552,137,19749,0.27779,0.35901
99,99,2007,Saxony-Anhalt,female,Sometimes,0.38574,169,19749,0.34054,0.44287
100,100,2007,Saxony-Anhalt,female,Often,0.13541,58,19749,0.10344,0.1651
101,101,2007,Thuringa,male,Very seldom,0.25876,99,19749,0.22848,0.2948
102,102,2007,Thuringa,male,Seldom,0.37812,164,19749,0.32134,0.44167
103,103,2007,Thuringa,male,Sometimes,0.36312,137,19749,0.31044,0.4172
104,104,2007,Thuringa,female,Very seldom,0.15303,71,19749,0.12998,0.17625
105,105,2007,Thuringa,female,Seldom,0.34798,155,19749,0.29899,0.39518
106,106,2007,Thuringa,female,Sometimes,0.36037,160,19749,0.31261,0.40826
107,107,2007,Thuringa,female,Often,0.13862,70,19749,0.11362,0.16334
108,108,2008,Schleswig-Holstein,male,Very seldom,0.35259,93,18673,0.298,0.40989
109,109,2008,Schleswig-Holstein,male,Seldom,0.40939,94,18673,0.34025,0.48616
110,110,2008,Schleswig-Holstein,male,Sometimes,0.23802,54,18673,0.19406,0.28042
111,111,2008,Schleswig-Holstein,female,Very seldom,0.2108,64,18673,0.17543,0.24842
112,112,2008,Schleswig-Holstein,female,Seldom,0.31135,89,18673,0.26609,0.36312
113,113,2008,Schleswig-Holstein,female,Sometimes,0.32655,92,18673,0.27059,0.37945
114,114,2008,Schleswig-Holstein,female,Often,0.1513,34,18673,0.12045,0.18121
115,115,2008,Hamburg,male,Very seldom,0.49481,46,18673,0.37601,0.60516
116,116,2008,Hamburg,male,Seldom,0.50519,46,18673,0.38239,0.62558
117,117,2008,Hamburg,female,Very seldom,0.21813,33,18673,0.16326,0.27983
118,118,2008,Hamburg,female,Seldom,0.33401,46,18673,0.26428,0.40587
119,119,2008,Hamburg,female,Sometimes,0.44786,45,18673,0.36184,0.52774
120,120,2008,Lower Saxony,male,Very seldom,0.27757,259,18673,0.2458,0.30227
121,121,2008,Lower Saxony,male,Seldom,0.35566,296,18673,0.3272,0.39082
122,122,2008,Lower Saxony,male,Sometimes,0.29153,213,18673,0.26221,0.32335
123,123,2008,Lower Saxony,male,Often,0.07524,55,18673,0.05837,0.09128
124,124,2008,Lower Saxony,female,Very seldom,0.16886,153,18673,0.14995,0.19165
125,125,2008,Lower Saxony,female,Seldom,0.27073,254,18673,0.24615,0.29211
126,126,2008,Lower Saxony,female,Sometimes,0.37155,334,18673,0.33979,0.3992
127,127,2008,Lower Saxony,female,Often,0.15455,118,18673,0.13535,0.17782
128,128,2008,Lower Saxony,female,Very often,0.0343,40,18673,0.02571,0.04367
129,129,2008,North Rhine-Westphalia,male,Very seldom,0.29563,604,18673,0.27717,0.31803
130,130,2008,North Rhine-Westphalia,male,Seldom,0.34837,658,18673,0.3298,0.37426
131,131,2008,North Rhine-Westphalia,male,Sometimes,0.24454,424,18673,0.22539,0.26632
132,132,2008,North Rhine-Westphalia,male,Often,0.08512,141,18673,0.07247,0.09844
133,133,2008,North Rhine-Westphalia,male,Very often,0.02634,35,18673,0.02035,0.03379
134,134,2008,North Rhine-Westphalia,female,Very seldom,0.18552,422,18673,0.17243,0.19925
135,135,2008,North Rhine-Westphalia,female,Seldom,0.3178,658,18673,0.29653,0.34274
136,136,2008,North Rhine-Westphalia,female,Sometimes,0.31255,648,18673,0.29791,0.33483
137,137,2008,North Rhine-Westphalia,female,Often,0.14161,265,18673,0.12974,0.15921
138,138,2008,North Rhine-Westphalia,female,Very often,0.04252,69,18673,0.03351,0.04912
139,139,2008,Hesse,male,Very seldom,0.22839,164,18673,0.19783,0.26315
140,140,2008,Hesse,male,Seldom,0.36414,229,18673,0.32233,0.401
141,141,2008,Hesse,male,Sometimes,0.28412,163,18673,0.25065,0.31995
142,142,2008,Hesse,male,Often,0.12334,60,18673,0.10102,0.14648
143,143,2008,Hesse,female,Very seldom,0.1469,107,18673,0.12316,0.16846
144,144,2008,Hesse,female,Seldom,0.22862,195,18673,0.19918,0.25251
145,145,2008,Hesse,female,Sometimes,0.39284,240,18673,0.35671,0.43715
146,146,2008,Hesse,female,Often,0.16416,105,18673,0.13879,0.18611
147,147,2008,Hesse,female,Very often,0.06748,36,18673,0.05326,0.08565
148,148,2008,"Rhineland-Palatinate, Saarland",male,Very seldom,0.28724,146,18673,0.25754,0.32162
149,149,2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.37585,173,18673,0.33215,0.41483
150,150,2008,"Rhineland-Palatinate, Saarland",male,Sometimes,0.24239,119,18673,0.21516,0.27232
151,151,2008,"Rhineland-Palatinate, Saarland",male,Often,0.09452,36,18673,0.07521,0.11198
152,152,2008,"Rhineland-Palatinate, Saarland",female,Very seldom,0.16489,100,18673,0.1419,0.19409
153,153,2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.25109,179,18673,0.22093,0.28364
154,154,2008,"Rhineland-Palatinate, Saarland",female,Sometimes,0.32978,188,18673,0.29848,0.36262
155,155,2008,"Rhineland-Palatinate, Saarland",female,Often,0.17199,95,18673,0.14351,0.19887
156,156,2008,"Rhineland-Palatinate, Saarland",female,Very often,0.08224,37,18673,0.06316,0.10317
157,157,2008,Baden-Wuerttemberg,male,Very seldom,0.24957,283,18673,0.22393,0.27605
158,158,2008,Baden-Wuerttemberg,male,Seldom,0.41032,468,18673,0.3803,0.44103
159,159,2008,Baden-Wuerttemberg,male,Sometimes,0.26486,272,18673,0.24021,0.29637
160,160,2008,Baden-Wuerttemberg,male,Often,0.07525,84,18673,0.06338,0.08922
161,161,2008,Baden-Wuerttemberg,female,Very seldom,0.14528,183,18673,0.12727,0.16373
162,162,2008,Baden-Wuerttemberg,female,Seldom,0.3088,411,18673,0.28088,0.33658
163,163,2008,Baden-Wuerttemberg,female,Sometimes,0.37332,426,18673,0.34162,0.40843
164,164,2008,Baden-Wuerttemberg,female,Often,0.12841,147,18673,0.1138,0.14325
165,165,2008,Baden-Wuerttemberg,female,Very often,0.04419,53,18673,0.03512,0.05242
166,166,2008,Bavaria,male,Very seldom,0.26879,325,18673,0.24608,0.2926
167,167,2008,Bavaria,male,Seldom,0.36956,495,18673,0.34622,0.40517
168,168,2008,Bavaria,male,Sometimes,0.2713,371,18673,0.248,0.29527
169,169,2008,Bavaria,male,Often,0.09035,99,18673,0.07567,0.1071
170,170,2008,Bavaria,female,Very seldom,0.15068,226,18673,0.13302,0.16934
171,171,2008,Bavaria,female,Seldom,0.30483,464,18673,0.28532,0.32909
172,172,2008,Bavaria,female,Sometimes,0.38082,515,18673,0.34791,0.40704
173,173,2008,Bavaria,female,Often,0.12659,175,18673,0.11236,0.14216
174,174,2008,Bavaria,female,Very often,0.03708,53,18673,0.02923,0.0468
175,175,2008,Berlin,male,Very seldom,0.22072,75,18673,0.18264,0.25608
176,176,2008,Berlin,male,Seldom,0.37703,127,18673,0.32162,0.43369
177,177,2008,Berlin,male,Sometimes,0.27227,80,18673,0.21366,0.31812
178,178,2008,Berlin,male,Often,0.12999,41,18673,0.10218,0.16179
179,179,2008,Berlin,female,Very seldom,0.15016,62,18673,0.12498,0.17409
180,180,2008,Berlin,female,Seldom,0.34504,118,18673,0.30622,0.39109
181,181,2008,Berlin,female,Sometimes,0.38713,145,18673,0.33226,0.43416
182,182,2008,Berlin,female,Often,0.11767,41,18673,0.08943,0.146
183,183,2008,Brandenburg,male,Very seldom,0.27593,104,18673,0.22784,0.32428
184,184,2008,Brandenburg,male,Seldom,0.37203,136,18673,0.33012,0.4238
185,185,2008,Brandenburg,male,Sometimes,0.35204,118,18673,0.28621,0.41027
186,186,2008,Brandenburg,female,Very seldom,0.16762,70,18673,0.13885,0.18976
187,187,2008,Brandenburg,female,Seldom,0.31198,119,18673,0.26779,0.35927
188,188,2008,Brandenburg,female,Sometimes,0.40454,173,18673,0.35859,0.46398
189,189,2008,Brandenburg,female,Often,0.11586,45,18673,0.09007,0.14109
190,190,2008,Mecklenburg-Western Pomerania,male,Very seldom,0.21942,52,18673,0.17978,0.27125
191,191,2008,Mecklenburg-Western Pomerania,male,Seldom,0.44056,90,18673,0.36807,0.51976
192,192,2008,Mecklenburg-Western Pomerania,male,Sometimes,0.34002,75,18673,0.283,0.39898
193,193,2008,Mecklenburg-Western Pomerania,female,Very seldom,0.17223,33,18673,0.14146,0.20851
194,194,2008,Mecklenburg-Western Pomerania,female,Seldom,0.42225,103,18673,0.35711,0.49231
195,195,2008,Mecklenburg-Western Pomerania,female,Sometimes,0.40551,86,18673,0.3372,0.45899
196,196,2008,Saxony,male,Very seldom,0.18931,143,18673,0.15851,0.21657
197,197,2008,Saxony,male,Seldom,0.40015,296,18673,0.35765,0.44567
198,198,2008,Saxony,male,Sometimes,0.32321,202,18673,0.28083,0.36943
199,199,2008,Saxony,male,Often,0.08733,54,18673,0.07107,0.10642
200,200,2008,Saxony,female,Very seldom,0.13917,98,18673,0.11707,0.16814
201,201,2008,Saxony,female,Seldom,0.32239,252,18673,0.28368,0.36713
202,202,2008,Saxony,female,Sometimes,0.38136,272,18673,0.34915,0.4119
203,203,2008,Saxony,female,Often,0.15707,82,18673,0.13399,0.18822
204,204,2008,Saxony-Anhalt,male,Very seldom,0.28199,95,18673,0.21172,0.34704
205,205,2008,Saxony-Anhalt,male,Seldom,0.46672,163,18673,0.40802,0.52617
206,206,2008,Saxony-Anhalt,male,Sometimes,0.25129,102,18673,0.20953,0.30688
207,207,2008,Saxony-Anhalt,female,Very seldom,0.15321,64,18673,0.12508,0.19464
208,208,2008,Saxony-Anhalt,female,Seldom,0.31205,132,18673,0.26081,0.36523
209,209,2008,Saxony-Anhalt,female,Sometimes,0.41247,151,18673,0.35199,0.4777
210,210,2008,Saxony-Anhalt,female,Often,0.12227,48,18673,0.09711,0.1503
211,211,2008,Thuringa,male,Very seldom,0.31983,99,18673,0.26612,0.38602
212,212,2008,Thuringa,male,Seldom,0.40275,182,18673,0.351,0.46862
213,213,2008,Thuringa,male,Sometimes,0.27742,115,18673,0.23314,0.32668
214,214,2008,Thuringa,female,Very seldom,0.15632,72,18673,0.13702,0.17609
215,215,2008,Thuringa,female,Seldom,0.33361,146,18673,0.28685,0.39771
216,216,2008,Thuringa,female,Sometimes,0.33937,149,18673,0.28699,0.39678
217,217,2008,Thuringa,female,Often,0.17071,59,18673,0.13938,0.20074
218,218,2009,Schleswig-Holstein,male,Very seldom,0.34641,98,17295,0.2934,0.4039
219,219,2009,Schleswig-Holstein,male,Seldom,0.41089,88,17295,0.34114,0.50777
220,220,2009,Schleswig-Holstein,male,Sometimes,0.2427,46,17295,0.19683,0.29379
221,221,2009,Schleswig-Holstein,female,Very seldom,0.23834,58,17295,0.19521,0.29961
222,222,2009,Schleswig-Holstein,female,Seldom,0.41785,90,17295,0.34546,0.48945
223,223,2009,Schleswig-Holstein,female,Sometimes,0.34381,73,17295,0.29766,0.39647
224,224,2009,Hamburg,male,Very seldom,0.36071,36,17295,0.2501,0.45564
225,225,2009,Hamburg,male,Seldom,0.63929,50,17295,0.48143,0.814
226,226,2009,Hamburg,female,Seldom,0.52252,49,17295,0.39662,0.63338
227,227,2009,Hamburg,female,Sometimes,0.47748,48,17295,0.38127,0.59708
228,228,2009,Lower Saxony,male,Very seldom,0.2729,214,17295,0.2378,0.30692
229,229,2009,Lower Saxony,male,Seldom,0.36291,310,17295,0.32447,0.39406
230,230,2009,Lower Saxony,male,Sometimes,0.27914,194,17295,0.24558,0.31123
231,231,2009,Lower Saxony,male,Often,0.08505,54,17295,0.06734,0.10883
232,232,2009,Lower Saxony,female,Very seldom,0.13316,126,17295,0.11679,0.15578
233,233,2009,Lower Saxony,female,Seldom,0.2949,260,17295,0.26523,0.32757
234,234,2009,Lower Saxony,female,Sometimes,0.35066,271,17295,0.31854,0.38917
235,235,2009,Lower Saxony,female,Often,0.17386,141,17295,0.14879,0.19712
236,236,2009,Lower Saxony,female,Very often,0.04741,39,17295,0.03672,0.05595
237,237,2009,North Rhine-Westphalia,male,Very seldom,0.28799,530,17295,0.26561,0.31165
238,238,2009,North Rhine-Westphalia,male,Seldom,0.35731,639,17295,0.32824,0.38148
239,239,2009,North Rhine-Westphalia,male,Sometimes,0.27907,423,17295,0.25368,0.30258
240,240,2009,North Rhine-Westphalia,male,Often,0.07563,111,17295,0.06428,0.08611
241,241,2009,North Rhine-Westphalia,female,Very seldom,0.17009,347,17295,0.15747,0.18297
242,242,2009,North Rhine-Westphalia,female,Seldom,0.3214,605,17295,0.29925,0.34483
243,243,2009,North Rhine-Westphalia,female,Sometimes,0.3226,607,17295,0.29851,0.34638
244,244,2009,North Rhine-Westphalia,female,Often,0.1395,253,17295,0.12719,0.15387
245,245,2009,North Rhine-Westphalia,female,Very often,0.04641,70,17295,0.03585,0.05493
246,246,2009,Hesse,male,Very seldom,0.22879,150,17295,0.19517,0.25671
247,247,2009,Hesse,male,Seldom,0.39719,213,17295,0.35112,0.44989
248,248,2009,Hesse,male,Sometimes,0.28659,153,17295,0.25601,0.33213
249,249,2009,Hesse,male,Often,0.08743,50,17295,0.06956,0.1115
250,250,2009,Hesse,female,Very seldom,0.16061,99,17295,0.13652,0.18773
251,251,2009,Hesse,female,Seldom,0.25559,175,17295,0.22703,0.2904
252,252,2009,Hesse,female,Sometimes,0.37515,232,17295,0.34162,0.42408
253,253,2009,Hesse,female,Often,0.13007,82,17295,0.1038,0.15655
254,254,2009,Hesse,female,Very often,0.07858,40,17295,0.05983,0.10171
255,255,2009,"Rhineland-Palatinate, Saarland",male,Very seldom,0.26193,125,17295,0.23313,0.29889
256,256,2009,"Rhineland-Palatinate, Saarland",male,Seldom,0.35171,154,17295,0.30963,0.40193
257,257,2009,"Rhineland-Palatinate, Saarland",male,Sometimes,0.28852,131,17295,0.24912,0.33351
258,258,2009,"Rhineland-Palatinate, Saarland",male,Often,0.09784,39,17295,0.07148,0.1269
259,259,2009,"Rhineland-Palatinate, Saarland",female,Very seldom,0.1368,82,17295,0.11383,0.16411
260,260,2009,"Rhineland-Palatinate, Saarland",female,Seldom,0.24472,159,17295,0.21438,0.27904
261,261,2009,"Rhineland-Palatinate, Saarland",female,Sometimes,0.4013,206,17295,0.35851,0.44976
262,262,2009,"Rhineland-Palatinate, Saarland",female,Often,0.13546,74,17295,0.10488,0.16883
263,263,2009,"Rhineland-Palatinate, Saarland",female,Very often,0.08171,39,17295,0.06171,0.10312
264,264,2009,Baden-Wuerttemberg,male,Very seldom,0.231,238,17295,0.20421,0.26055
265,265,2009,Baden-Wuerttemberg,male,Seldom,0.397,406,17295,0.35332,0.4326
266,266,2009,Baden-Wuerttemberg,male,Sometimes,0.2908,275,17295,0.25588,0.32551
267,267,2009,Baden-Wuerttemberg,male,Often,0.0812,67,17295,0.06332,0.10245
268,268,2009,Baden-Wuerttemberg,female,Very seldom,0.12972,158,17295,0.11136,0.15146
269,269,2009,Baden-Wuerttemberg,female,Seldom,0.30549,360,17295,0.2737,0.3436
270,270,2009,Baden-Wuerttemberg,female,Sometimes,0.38342,398,17295,0.34588,0.41926
271,271,2009,Baden-Wuerttemberg,female,Often,0.13596,132,17295,0.11646,0.15702
272,272,2009,Baden-Wuerttemberg,female,Very often,0.04541,48,17295,0.03443,0.05712
273,273,2009,Bavaria,male,Very seldom,0.26442,312,17295,0.23927,0.29518
274,274,2009,Bavaria,male,Seldom,0.38251,476,17295,0.35465,0.41331
275,275,2009,Bavaria,male,Sometimes,0.26758,331,17295,0.2435,0.29926
276,276,2009,Bavaria,male,Often,0.0855,93,17295,0.07163,0.10041
277,277,2009,Bavaria,female,Very seldom,0.14414,204,17295,0.12622,0.16327
278,278,2009,Bavaria,female,Seldom,0.31098,429,17295,0.28442,0.34059
279,279,2009,Bavaria,female,Sometimes,0.36561,504,17295,0.33449,0.40843
280,280,2009,Bavaria,female,Often,0.12766,172,17295,0.1108,0.14582
281,281,2009,Bavaria,female,Very often,0.05161,53,17295,0.03944,0.06641
282,282,2009,Berlin,male,Very seldom,0.25289,79,17295,0.19551,0.30592
283,283,2009,Berlin,male,Seldom,0.42797,117,17295,0.35158,0.49685
284,284,2009,Berlin,male,Sometimes,0.31914,93,17295,0.27462,0.37176
285,285,2009,Berlin,female,Very seldom,0.16581,66,17295,0.13845,0.19923
286,286,2009,Berlin,female,Seldom,0.35577,114,17295,0.29273,0.40632
287,287,2009,Berlin,female,Sometimes,0.35843,125,17295,0.31018,0.40916
288,288,2009,Berlin,female,Often,0.11999,44,17295,0.08574,0.14934
289,289,2009,Brandenburg,male,Very seldom,0.24475,107,17295,0.21892,0.27584
290,290,2009,Brandenburg,male,Seldom,0.43156,155,17295,0.37695,0.50595
291,291,2009,Brandenburg,male,Sometimes,0.32369,88,17295,0.26329,0.41368
292,292,2009,Brandenburg,female,Very seldom,0.16914,78,17295,0.14092,0.20557
293,293,2009,Brandenburg,female,Seldom,0.2929,129,17295,0.25668,0.32852
294,294,2009,Brandenburg,female,Sometimes,0.36363,135,17295,0.29737,0.43869
295,295,2009,Brandenburg,female,Often,0.17433,52,17295,0.13346,0.2269
296,296,2009,Mecklenburg-Western Pomerania,male,Very seldom,0.23412,48,17295,0.18167,0.28998
297,297,2009,Mecklenburg-Western Pomerania,male,Seldom,0.45079,93,17295,0.37527,0.53935
298,298,2009,Mecklenburg-Western Pomerania,male,Sometimes,0.31509,62,17295,0.26884,0.38305
299,299,2009,Mecklenburg-Western Pomerania,female,Seldom,0.524,93,17295,0.41732,0.6239
300,300,2009,Mecklenburg-Western Pomerania,female,Sometimes,0.476,92,17295,0.40869,0.55381
301,301,2009,Saxony,male,Very seldom,0.21135,143,17295,0.1731,0.25232
302,302,2009,Saxony,male,Seldom,0.36531,256,17295,0.32698,0.41502
303,303,2009,Saxony,male,Sometimes,0.349,208,17295,0.30234,0.40204
304,304,2009,Saxony,male,Often,0.07435,48,17295,0.05767,0.09637
305,305,2009,Saxony,female,Very seldom,0.16057,88,17295,0.12791,0.19678
306,306,2009,Saxony,female,Seldom,0.30919,227,17295,0.27253,0.35178
307,307,2009,Saxony,female,Sometimes,0.38104,266,17295,0.34342,0.42372
308,308,2009,Saxony,female,Often,0.1492,79,17295,0.11723,0.19017
309,309,2009,Saxony-Anhalt,male,Very seldom,0.28888,93,17295,0.22253,0.36185
310,310,2009,Saxony-Anhalt,male,Seldom,0.45581,158,17295,0.39164,0.52155
311,311,2009,Saxony-Anhalt,male,Sometimes,0.25532,89,17295,0.21073,0.31115
312,312,2009,Saxony-Anhalt,female,Very seldom,0.16794,60,17295,0.13345,0.20646
313,313,2009,Saxony-Anhalt,female,Seldom,0.3332,141,17295,0.28872,0.38077
314,314,2009,Saxony-Anhalt,female,Sometimes,0.35843,139,17295,0.30828,0.4218
315,315,2009,Saxony-Anhalt,female,Often,0.14043,46,17295,0.10582,0.17485
316,316,2009,Thuringa,male,Very seldom,0.23659,104,17295,0.20548,0.27867
317,317,2009,Thuringa,male,Seldom,0.36998,147,17295,0.30723,0.44686
318,318,2009,Thuringa,male,Sometimes,0.29382,105,17295,0.23901,0.3743
319,319,2009,Thuringa,male,Often,0.09961,32,17295,0.07497,0.12769
