"plh0187","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2018","(noch) kein Abschluss","weiblich","38","0.0844504389333163","0.0597545026840355","0.109146375182597"
"Sehr oft","2018","AkademikerIn","männlich","25","","",""
"Sehr oft","2018","AkademikerIn","weiblich","66","0.026040062741799","0.0205110369104059","0.0315690885731921"
"Sehr oft","2018","Hauptschule","männlich","66","0.0186914293889115","0.0141127747353702","0.0232700840424528"
"Sehr oft","2018","Hauptschule","weiblich","170","0.0504474813142259","0.0431036478659999","0.0577913147624518"
"Sehr oft","2018","Realschule","männlich","37","0.0148349133744206","0.0102553832626102","0.019414443486231"
"Sehr oft","2018","Realschule","weiblich","136","0.0488753234357334","0.0421693520743368","0.0555812947971299"
"Sehr selten","2018","(Fach-)Abitur","männlich","539","0.297671136228927","0.275948779860399","0.319393492597454"
"Sehr selten","2018","(Fach-)Abitur","weiblich","448","0.19873099771199","0.182482730540563","0.214979264883417"
"Sehr selten","2018","(noch) kein Abschluss","männlich","114","0.301373629656749","0.255950174173215","0.346797085140282"
"Sehr selten","2018","(noch) kein Abschluss","weiblich","68","0.11159344327632","0.0836288294055446","0.139558057147096"
"Sehr selten","2018","AkademikerIn","männlich","1040","0.29194134298661","0.276048951980743","0.307833733992477"
"Sehr selten","2018","AkademikerIn","weiblich","672","0.199062599792665","0.18519979263126","0.21292540695407"
"Sehr selten","2018","Hauptschule","männlich","967","0.276368634306023","0.261249848908372","0.291487419703674"
"Sehr selten","2018","Hauptschule","weiblich","538","0.148966137220347","0.137019084545507","0.160913189895187"
"Sehr selten","2018","Realschule","männlich","803","0.284384569317108","0.26729556467749","0.301473573956726"
"Sehr selten","2018","Realschule","weiblich","727","0.179571719519688","0.167633558582404","0.191509880456972"
"Selten","2018","(Fach-)Abitur","männlich","658","0.40026379916026","0.376987088837369","0.42354050948315"
"Selten","2018","(Fach-)Abitur","weiblich","801","0.334679782828246","0.315465898417947","0.353893667238545"
"Selten","2018","(noch) kein Abschluss","männlich","136","0.351495533915279","0.304232516072363","0.398758551758194"
"Selten","2018","(noch) kein Abschluss","weiblich","141","0.29135390656681","0.250997849091503","0.331709964042117"
"Selten","2018","AkademikerIn","männlich","1235","0.421130515451575","0.403871917715403","0.438389113187746"
"Selten","2018","AkademikerIn","weiblich","1173","0.348078142912315","0.331539753756377","0.364616532068254"
"Selten","2018","Hauptschule","männlich","1296","0.383806765209879","0.367365750779511","0.400247779640246"
"Selten","2018","Hauptschule","weiblich","1107","0.319824392471588","0.30417455260215","0.335474232341027"
"Selten","2018","Realschule","männlich","1065","0.393585337450271","0.375078670571979","0.412092004328563"
"Selten","2018","Realschule","weiblich","1440","0.345757341602987","0.330964442958076","0.360550240247898"
"Manchmal","2019","(Fach-)Abitur","männlich","439","0.247063668899752","0.227264893606638","0.266862444192867"
"Manchmal","2019","(Fach-)Abitur","weiblich","724","0.311679280635151","0.292896449263697","0.330462112006605"
"Manchmal","2019","(noch) kein Abschluss","männlich","79","0.183800142489439","0.144281129697851","0.223319155281028"
"Manchmal","2019","(noch) kein Abschluss","weiblich","127","0.329851273016039","0.284230494711093","0.375472051320984"
"Manchmal","2019","AkademikerIn","männlich","799","0.223409871671814","0.209952157686365","0.236867585657262"
"Manchmal","2019","AkademikerIn","weiblich","1022","0.321032586918154","0.305244041755321","0.336821132080987"
"Manchmal","2019","Hauptschule","männlich","809","0.255650164423495","0.240464631193441","0.270835697653549"
"Manchmal","2019","Hauptschule","weiblich","1024","0.354432705652924","0.337409178768196","0.371456232537652"
"Manchmal","2019","Realschule","männlich","668","0.238980124212697","0.223268041225573","0.254692207199822"
"Manchmal","2019","Realschule","weiblich","1288","0.339826341800347","0.324999021359955","0.354653662240739"
"Oft","2019","(Fach-)Abitur","männlich","114","0.0639224615896626","0.0526935564168197","0.0751513667625055"
"Oft","2019","(Fach-)Abitur","weiblich","251","0.111060846256993","0.0983191226940324","0.123802569819954"
"Oft","2019","(noch) kein Abschluss","männlich","27","","",""
"Oft","2019","(noch) kein Abschluss","weiblich","68","0.192107167061444","0.153880479142767","0.230333854980121"
"Oft","2019","AkademikerIn","männlich","147","0.0434293772631706","0.0368440933698022","0.050014661156539"
"Oft","2019","AkademikerIn","weiblich","301","0.0966333305123664","0.0866416487200125","0.10662501230472"
"Oft","2019","Hauptschule","männlich","223","0.0799527410742079","0.070511258268123","0.0893942238802929"
"Oft","2019","Hauptschule","weiblich","434","0.146015750444729","0.133448604208949","0.158582896680509"
"Oft","2019","Realschule","männlich","149","0.058564842197598","0.0499137972501544","0.0672158871450416"
"Oft","2019","Realschule","weiblich","432","0.121459193932792","0.111233301408524","0.13168508645706"
"Sehr oft","2019","(Fach-)Abitur","männlich","15","","",""
"Sehr oft","2019","(Fach-)Abitur","weiblich","69","0.0246512050452685","0.0183632312271024","0.0309391788634347"
"Sehr oft","2019","(noch) kein Abschluss","männlich","9","","",""
"Sehr oft","2019","(noch) kein Abschluss","weiblich","34","0.111561277289381","0.081012875926395","0.142109678652368"
"Sehr oft","2019","AkademikerIn","männlich","27","","",""
"Sehr oft","2019","AkademikerIn","weiblich","66","0.0178634011065101","0.0133840911896292","0.022342711023391"
"Sehr oft","2019","Hauptschule","männlich","56","0.0203660907621034","0.015449045544899","0.0252831359793079"
"Sehr oft","2019","Hauptschule","weiblich","144","0.0490353269267448","0.0413502429877911","0.0567204108656985"
"Sehr oft","2019","Realschule","männlich","41","0.017256461093399","0.0124585649798415","0.0220543572069566"
"Sehr oft","2019","Realschule","weiblich","110","0.0325510965369947","0.0269958685464477","0.0381063245275417"
"Sehr selten","2019","(Fach-)Abitur","männlich","579","0.298197451720526","0.277197698505688","0.319197204935363"
"Sehr selten","2019","(Fach-)Abitur","weiblich","472","0.21034764696175","0.193820477970267","0.226874815953233"
"Sehr selten","2019","(noch) kein Abschluss","männlich","110","0.334874329399697","0.286720847989827","0.383027810809568"
"Sehr selten","2019","(noch) kein Abschluss","weiblich","68","0.136721184834904","0.103385340621684","0.170057029048124"
"Sehr selten","2019","AkademikerIn","männlich","1222","0.317530109207282","0.302489743855013","0.332570474559551"
"Sehr selten","2019","AkademikerIn","weiblich","752","0.202258336507208","0.188674343734437","0.215842329279979"
"Sehr selten","2019","Hauptschule","männlich","932","0.275573449713226","0.260019727946866","0.291127171479587"
"Sehr selten","2019","Hauptschule","weiblich","482","0.142983965017695","0.130525916216031","0.155442013819359"
"Sehr selten","2019","Realschule","männlich","853","0.283866270156949","0.267254770801183","0.300477769512714"
"Sehr selten","2019","Realschule","weiblich","720","0.175968447829556","0.164047950364586","0.187888945294527"
"Selten","2019","(Fach-)Abitur","männlich","676","0.381746605464046","0.359445540468342","0.404047670459751"
"Selten","2019","(Fach-)Abitur","weiblich","820","0.342261021100837","0.323020484385597","0.361501557816077"
"Selten","2019","(noch) kein Abschluss","männlich","144","0.370914144456873","0.321627804789675","0.420200484124071"
"Selten","2019","(noch) kein Abschluss","weiblich","111","0.229759097798232","0.188939600053236","0.270578595543229"
"Selten","2019","AkademikerIn","männlich","1485","0.407195101320644","0.39132128517413","0.423068917467158"
"Selten","2019","AkademikerIn","weiblich","1218","0.362212344955761","0.345958250939185","0.378466438972338"
"Selten","2019","Hauptschule","männlich","1150","0.368457554026967","0.351665127194033","0.385249980859901"
"Selten","2019","Hauptschule","weiblich","949","0.307532251957908","0.291109081689984","0.323955422225832"
"Selten","2019","Realschule","männlich","1119","0.401332302339357","0.383273046760093","0.419391557918621"
"Selten","2019","Realschule","weiblich","1370","0.33019491990031","0.315472999348072","0.344916840452548"
"Manchmal","2020","(Fach-)Abitur","männlich","491","0.216268846001036","0.198093389997633","0.23444430200444"
"Manchmal","2020","(Fach-)Abitur","weiblich","812","0.313620354245506","0.29536379093562","0.331876917555393"
"Manchmal","2020","(noch) kein Abschluss","männlich","127","0.380691059879864","0.33627073179006","0.425111387969669"
"Manchmal","2020","(noch) kein Abschluss","weiblich","148","0.372395367958222","0.327678628852759","0.417112107063686"
"Manchmal","2020","AkademikerIn","männlich","882","0.232978108559828","0.219355277760842","0.246600939358814"
"Manchmal","2020","AkademikerIn","weiblich","1113","0.342574980102317","0.326854964587917","0.358294995616717"
"Manchmal","2020","Hauptschule","männlich","765","0.260207167074648","0.244587570600602","0.275826763548695"
"Manchmal","2020","Hauptschule","weiblich","952","0.352381232279972","0.335000603458985","0.369761861100958"
"Manchmal","2020","Realschule","männlich","569","0.242634326581649","0.226067415593316","0.259201237569982"
"Manchmal","2020","Realschule","weiblich","1173","0.313944050520645","0.298869525129496","0.329018575911794"
"Oft","2020","(Fach-)Abitur","männlich","116","0.0686844311108985","0.0575188234567514","0.0798500387650457"
"Oft","2020","(Fach-)Abitur","weiblich","301","0.133516016961067","0.120132148412593","0.14689988550954"
"Oft","2020","(noch) kein Abschluss","männlich","40","0.0977738811810309","0.070602552654783","0.124945209707279"
"Oft","2020","(noch) kein Abschluss","weiblich","77","0.207648006396672","0.170129297843737","0.245166714949607"
"Oft","2020","AkademikerIn","männlich","170","0.0423292305702189","0.035840881175279","0.0488175799651587"
"Oft","2020","AkademikerIn","weiblich","348","0.102126636327447","0.0920959859382613","0.112157286716632"
"Oft","2020","Hauptschule","männlich","245","0.0810251259860855","0.0713107077111212","0.0907395442610499"
"Oft","2020","Hauptschule","weiblich","447","0.158335733838938","0.145053892097755","0.17161757558012"
"Oft","2020","Realschule","männlich","180","0.0778017519148307","0.0674498668008036","0.0881536370288579"
"Oft","2020","Realschule","weiblich","434","0.131552994033167","0.120574069975646","0.142531918090689"
"Sehr oft","2020","(Fach-)Abitur","männlich","26","","",""
"Sehr oft","2020","(Fach-)Abitur","weiblich","77","0.0304350151808183","0.0236755874099876","0.0371944429516489"
"Sehr oft","2020","(noch) kein Abschluss","männlich","14","","",""
"Sehr oft","2020","(noch) kein Abschluss","weiblich","28","","",""
"Sehr oft","2020","AkademikerIn","männlich","36","0.0113906271451841","0.0079708948857514","0.0148103594046168"
"Sehr oft","2020","AkademikerIn","weiblich","73","0.0173081849508033","0.0129881578758451","0.0216282120257615"
"Sehr oft","2020","Hauptschule","männlich","57","0.0215285535156467","0.0163615753460762","0.0266955316852171"
"Sehr oft","2020","Hauptschule","weiblich","157","0.0602474957487672","0.0515903319906094","0.0689046595069249"
"Sehr oft","2020","Realschule","männlich","35","0.0145394531124886","0.00991344632690387","0.0191654598980733"
"Sehr oft","2020","Realschule","weiblich","123","0.0437131870560478","0.0370721168607792","0.0503542572513165"
"Sehr selten","2020","(Fach-)Abitur","männlich","591","0.274966962122473","0.255255268741839","0.294678655503107"
"Sehr selten","2020","(Fach-)Abitur","weiblich","440","0.170521312260959","0.155722506910508","0.18532011761141"
"Sehr selten","2020","(noch) kein Abschluss","männlich","128","0.211902893170576","0.174517663071765","0.249288123269388"
"Sehr selten","2020","(noch) kein Abschluss","weiblich","61","0.0887158289852543","0.0624160322842596","0.115015625686249"
"Sehr selten","2020","AkademikerIn","männlich","1132","0.28815915970244","0.273563840739151","0.30275447866573"
"Sehr selten","2020","AkademikerIn","weiblich","662","0.176832301952446","0.164194341388368","0.189470262516524"
"Sehr selten","2020","Hauptschule","männlich","834","0.252093470235861","0.236635246683872","0.26755169378785"
"Sehr selten","2020","Hauptschule","weiblich","442","0.142548835627316","0.12982887048125","0.155268800773382"
"Sehr selten","2020","Realschule","männlich","735","0.276898786592811","0.259605693461723","0.2941918797239"
"Sehr selten","2020","Realschule","weiblich","648","0.172772277989611","0.160492590305797","0.185051965673425"
"Selten","2020","(Fach-)Abitur","männlich","747","0.424102505764218","0.402284613517298","0.445920398011137"
"Selten","2020","(Fach-)Abitur","weiblich","851","0.351907301351649","0.333115543303231","0.370699059400068"
"Selten","2020","(noch) kein Abschluss","männlich","150","0.294899933251651","0.253183759921971","0.336616106581331"
"Selten","2020","(noch) kein Abschluss","weiblich","135","0.266254800324855","0.225371468646201","0.307138132003508"
"Selten","2020","AkademikerIn","männlich","1479","0.425142874022328","0.409211496209197","0.44107425183546"
"Selten","2020","AkademikerIn","weiblich","1305","0.361157896666987","0.345246900957577","0.377068892376396"
"Selten","2020","Hauptschule","männlich","1130","0.385145683187759","0.367821460667934","0.402469905707583"
"Selten","2020","Hauptschule","weiblich","904","0.286486702505008","0.270037204197432","0.302936200812583"
"Selten","2020","Realschule","männlich","1053","0.38812568179822","0.36929223057076","0.406959133025681"
"Selten","2020","Realschule","weiblich","1263","0.338017490400529","0.322652560063189","0.353382420737868"
