"plh0187","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2007","(Fach-)Abitur","weiblich","52","0.0464591400813602","0.0350483547647013","0.057869925398019"
"Sehr oft","2007","(noch) kein Abschluss","männlich","6","","",""
"Sehr oft","2007","(noch) kein Abschluss","weiblich","23","","",""
"Sehr oft","2007","AkademikerIn","männlich","30","0.0163283703634877","0.0112622284211054","0.02139451230587"
"Sehr oft","2007","AkademikerIn","weiblich","56","0.0253083004310004","0.0183815480048663","0.0322350528571346"
"Sehr oft","2007","Hauptschule","männlich","86","0.024073115008937","0.0190317569813203","0.0291144730365538"
"Sehr oft","2007","Hauptschule","weiblich","199","0.052097744559148","0.0450003463514521","0.059195142766844"
"Sehr oft","2007","Realschule","männlich","55","0.0279127031815764","0.0211304855605769","0.0346949208025759"
"Sehr oft","2007","Realschule","weiblich","123","0.0511125059149786","0.0433849573638979","0.0588400544660594"
"Sehr selten","2007","(Fach-)Abitur","männlich","292","0.252490873600502","0.226137942058086","0.278843805142918"
"Sehr selten","2007","(Fach-)Abitur","weiblich","224","0.170198694743826","0.149824733925569","0.190572655562084"
"Sehr selten","2007","(noch) kein Abschluss","männlich","72","0.265412496545692","0.209895315548946","0.320929677542438"
"Sehr selten","2007","(noch) kein Abschluss","weiblich","48","0.171196948891868","0.129265398074935","0.213128499708801"
"Sehr selten","2007","AkademikerIn","männlich","695","0.274591863061435","0.256750998241069","0.292432727881802"
"Sehr selten","2007","AkademikerIn","weiblich","358","0.176926339776381","0.160096493877858","0.193756185674904"
"Sehr selten","2007","Hauptschule","männlich","1007","0.269322975611047","0.254732408159142","0.283913543062951"
"Sehr selten","2007","Hauptschule","weiblich","633","0.157492890495157","0.145858993957083","0.16912678703323"
"Sehr selten","2007","Realschule","männlich","585","0.240372198759403","0.222778356992494","0.257966040526313"
"Sehr selten","2007","Realschule","weiblich","518","0.163306156994375","0.150335697552055","0.176276616436696"
"Selten","2007","(Fach-)Abitur","männlich","386","0.371039492019473","0.341735985054522","0.400342998984424"
"Selten","2007","(Fach-)Abitur","weiblich","393","0.298553507585196","0.27374397054812","0.323363044622273"
"Selten","2007","(noch) kein Abschluss","männlich","86","0.352825415482954","0.292744628628613","0.412906202337295"
"Selten","2007","(noch) kein Abschluss","weiblich","72","0.224551595258486","0.178099878429336","0.271003312087636"
"Selten","2007","AkademikerIn","männlich","935","0.363960818071748","0.344727681708265","0.383193954435231"
"Selten","2007","AkademikerIn","weiblich","671","0.328383629986574","0.307671921386348","0.3490953385868"
"Selten","2007","Hauptschule","männlich","1221","0.336606947535297","0.321064487758257","0.352149407312336"
"Selten","2007","Hauptschule","weiblich","1073","0.268733294770426","0.254575142731687","0.282891446809166"
"Selten","2007","Realschule","männlich","862","0.366476288550156","0.346637163465398","0.386315413634915"
"Selten","2007","Realschule","weiblich","972","0.281313737547102","0.265536319384718","0.297091155709486"
"Manchmal","2008","(Fach-)Abitur","männlich","254","0.284215866484125","0.255713839418595","0.312717893549655"
"Manchmal","2008","(Fach-)Abitur","weiblich","415","0.331571135048631","0.304990183519583","0.358152086577679"
"Manchmal","2008","(noch) kein Abschluss","männlich","56","0.229020119560629","0.176932270047898","0.281107969073359"
"Manchmal","2008","(noch) kein Abschluss","weiblich","110","0.41270404455017","0.356332212630058","0.469075876470281"
"Manchmal","2008","AkademikerIn","männlich","560","0.249711179863711","0.231979151161416","0.267443208566006"
"Manchmal","2008","AkademikerIn","weiblich","649","0.349805635929651","0.328339003200315","0.371272268658988"
"Manchmal","2008","Hauptschule","männlich","861","0.268456453876179","0.253295175606665","0.283617732145692"
"Manchmal","2008","Hauptschule","weiblich","1239","0.371766713896752","0.355774299983737","0.387759127809768"
"Manchmal","2008","Realschule","männlich","563","0.266475138381476","0.247795746870827","0.285154529892124"
"Manchmal","2008","Realschule","weiblich","998","0.341146993010209","0.324024362644659","0.358269623375758"
"Oft","2008","(Fach-)Abitur","männlich","71","0.0872424068173372","0.0694103228125763","0.105074490822098"
"Oft","2008","(Fach-)Abitur","weiblich","165","0.162500372647367","0.141671102174762","0.183329643119972"
"Oft","2008","(noch) kein Abschluss","männlich","22","","",""
"Oft","2008","(noch) kein Abschluss","weiblich","45","0.139642950309844","0.0999545906596717","0.179331309960017"
"Oft","2008","AkademikerIn","männlich","131","0.0706532849760602","0.0601559209417168","0.0811506490104036"
"Oft","2008","AkademikerIn","weiblich","173","0.105920060077502","0.0920682601778803","0.119771859977123"
"Oft","2008","Hauptschule","männlich","280","0.095470453949225","0.0854167828087112","0.105524125089739"
"Oft","2008","Hauptschule","weiblich","500","0.147562802884225","0.135826320728327","0.159299285040123"
"Oft","2008","Realschule","männlich","161","0.0926018737205743","0.0803547026617153","0.104849044779433"
"Oft","2008","Realschule","weiblich","350","0.131662747397541","0.119450907141065","0.143874587654017"
"Sehr oft","2008","(Fach-)Abitur","männlich","13","","",""
"Sehr oft","2008","(Fach-)Abitur","weiblich","49","0.0371915576361442","0.0265072423256019","0.0478758729466866"
"Sehr oft","2008","(noch) kein Abschluss","männlich","4","","",""
"Sehr oft","2008","(noch) kein Abschluss","weiblich","18","","",""
"Sehr oft","2008","AkademikerIn","männlich","30","0.0216109180688729","0.015654055207043","0.0275677809307028"
"Sehr oft","2008","AkademikerIn","weiblich","44","0.0201275181896403","0.0138061830053309","0.0264488533739497"
"Sehr oft","2008","Hauptschule","männlich","70","0.0237888795597428","0.018575279995082","0.0290024791244036"
"Sehr oft","2008","Hauptschule","weiblich","201","0.0605694815523548","0.0526758371318771","0.0684631259728324"
"Sehr oft","2008","Realschule","männlich","27","","",""
"Sehr oft","2008","Realschule","weiblich","113","0.045110166615815","0.037614344153504","0.052605989078126"
"Sehr selten","2008","(Fach-)Abitur","männlich","269","0.260157028571506","0.232433525040683","0.28788053210233"
"Sehr selten","2008","(Fach-)Abitur","weiblich","185","0.154231341839072","0.133839019856532","0.174623663821613"
"Sehr selten","2008","(noch) kein Abschluss","männlich","78","0.337658094836245","0.279036478874647","0.396279710797843"
"Sehr selten","2008","(noch) kein Abschluss","weiblich","39","0.10797392579149","0.0724384199906855","0.143509431592295"
"Sehr selten","2008","AkademikerIn","männlich","674","0.279197799512571","0.260820180575044","0.297575418450098"
"Sehr selten","2008","AkademikerIn","weiblich","381","0.188831221760382","0.17121464829592","0.206447795224843"
"Sehr selten","2008","Hauptschule","männlich","866","0.253608490521381","0.238723654916064","0.268493326126698"
"Sehr selten","2008","Hauptschule","weiblich","556","0.156765502533824","0.144734059171587","0.168796945896062"
"Sehr selten","2008","Realschule","männlich","560","0.252442958822462","0.234088957585725","0.2707969600592"
"Sehr selten","2008","Realschule","weiblich","501","0.163618812944568","0.150258267517963","0.176979358371172"
"Selten","2008","(Fach-)Abitur","männlich","355","0.348667412586679","0.31855346861028","0.378781356563079"
"Selten","2008","(Fach-)Abitur","weiblich","391","0.314505592828786","0.288289334253955","0.340721851403616"
"Selten","2008","(noch) kein Abschluss","männlich","90","0.341196793639059","0.282426425734864","0.399967161543255"
"Selten","2008","(noch) kein Abschluss","weiblich","81","0.277934788064286","0.226639916545241","0.329229659583331"
"Selten","2008","AkademikerIn","männlich","894","0.378826817578785","0.358954345226552","0.398699289931019"
"Selten","2008","AkademikerIn","weiblich","649","0.335315564042825","0.314065338914753","0.356565789170897"
"Selten","2008","Hauptschule","männlich","1205","0.358675722093473","0.34226723145031","0.375084212736636"
"Selten","2008","Hauptschule","weiblich","1012","0.263335499132843","0.248760522271607","0.27791047599408"
"Selten","2008","Realschule","männlich","841","0.378702768154104","0.358208807094902","0.399196729213306"
"Selten","2008","Realschule","weiblich","983","0.318461280031867","0.301635352008954","0.335287208054781"
"Manchmal","2009","(Fach-)Abitur","männlich","224","0.265154202637869","0.236088649322818","0.294219755952921"
"Manchmal","2009","(Fach-)Abitur","weiblich","395","0.378204298108957","0.349714616434165","0.406693979783748"
"Manchmal","2009","(noch) kein Abschluss","männlich","63","0.252568423834913","0.198273930457287","0.306862917212539"
"Manchmal","2009","(noch) kein Abschluss","weiblich","96","0.447899293141421","0.38445516558021","0.511343420702633"
"Manchmal","2009","AkademikerIn","männlich","514","0.242744290059675","0.224738385526754","0.260750194592597"
"Manchmal","2009","AkademikerIn","weiblich","637","0.345759364560489","0.324051186966721","0.367467542154257"
"Manchmal","2009","Hauptschule","männlich","831","0.298790542089541","0.282364657387839","0.315216426791243"
"Manchmal","2009","Hauptschule","weiblich","1103","0.355304487875434","0.338672508930692","0.371936466820176"
"Manchmal","2009","Realschule","männlich","535","0.281791144641921","0.262128990153342","0.301453299130501"
"Manchmal","2009","Realschule","weiblich","961","0.337644663455402","0.320046379233295","0.355242947677508"
"Oft","2009","(Fach-)Abitur","männlich","72","0.101679233451839","0.0817787749981951","0.121579691905482"
"Oft","2009","(Fach-)Abitur","weiblich","147","0.132426099874527","0.112512923409282","0.152339276339772"
"Oft","2009","(noch) kein Abschluss","männlich","18","","",""
"Oft","2009","(noch) kein Abschluss","weiblich","38","0.154352736422813","0.108258791337161","0.200446681508466"
"Oft","2009","AkademikerIn","männlich","124","0.0703173724661494","0.0595795102194885","0.0810552347128104"
"Oft","2009","AkademikerIn","weiblich","195","0.1065207046742","0.0924399187895833","0.120601490558817"
"Oft","2009","Hauptschule","männlich","212","0.0779328306997605","0.0683130987801101","0.087552562619411"
"Oft","2009","Hauptschule","weiblich","438","0.135739214695739","0.123836628736988","0.147641800654489"
"Oft","2009","Realschule","männlich","149","0.0797163551629821","0.0678784018086706","0.0915543085172937"
"Oft","2009","Realschule","weiblich","357","0.154656276433957","0.141200916994866","0.168111635873048"
"Sehr oft","2009","(Fach-)Abitur","männlich","13","","",""
"Sehr oft","2009","(Fach-)Abitur","weiblich","55","0.0672766317795751","0.0525599785115442","0.0819932850476061"
"Sehr oft","2009","(noch) kein Abschluss","männlich","6","","",""
"Sehr oft","2009","(noch) kein Abschluss","weiblich","18","","",""
"Sehr oft","2009","AkademikerIn","männlich","21","","",""
"Sehr oft","2009","AkademikerIn","weiblich","53","0.0288240548511592","0.0211875588460372","0.0364605508562811"
"Sehr oft","2009","Hauptschule","männlich","68","0.0244296596980941","0.0188896634942956","0.0299696559018925"
"Sehr oft","2009","Hauptschule","weiblich","164","0.0560865624488679","0.0480907655831465","0.0640823593145894"
"Sehr oft","2009","Realschule","männlich","32","0.0141141221197153","0.00895848533149047","0.0192697589079402"
"Sehr oft","2009","Realschule","weiblich","121","0.0499928902498002","0.0418830478767584","0.0581027326228421"
"Sehr selten","2009","(Fach-)Abitur","männlich","224","0.220525342656354","0.193225415844838","0.247825269467869"
"Sehr selten","2009","(Fach-)Abitur","weiblich","161","0.146223364503586","0.125465578616825","0.166981150390346"
"Sehr selten","2009","(noch) kein Abschluss","männlich","65","0.268632584358235","0.213243053557326","0.324022115159145"
"Sehr selten","2009","(noch) kein Abschluss","weiblich","28","","",""
"Sehr selten","2009","AkademikerIn","männlich","636","0.278187204132508","0.259368053583563","0.297006354681452"
"Sehr selten","2009","AkademikerIn","weiblich","356","0.182582905714151","0.164950176110817","0.200215635317486"
"Sehr selten","2009","Hauptschule","männlich","781","0.247693820709912","0.232202930890607","0.263184710529217"
"Sehr selten","2009","Hauptschule","weiblich","494","0.158365550832947","0.145678567596805","0.17105253406909"
"Sehr selten","2009","Realschule","männlich","530","0.250131863981738","0.231203241253577","0.269060486709899"
"Sehr selten","2009","Realschule","weiblich","426","0.142256512865452","0.129257521462353","0.15525550426855"
"Selten","2009","(Fach-)Abitur","männlich","353","0.393310131707721","0.361145234469519","0.425475028945923"
"Selten","2009","(Fach-)Abitur","weiblich","355","0.275869605733356","0.249611655292505","0.302127556174206"
"Selten","2009","(noch) kein Abschluss","männlich","94","0.356731231112513","0.296869766677621","0.416592695547406"
"Selten","2009","(noch) kein Abschluss","weiblich","56","0.18501190856756","0.135470589855482","0.234553227279637"
"Selten","2009","AkademikerIn","männlich","883","0.397446166793661","0.376894065275405","0.417998268311916"
"Selten","2009","AkademikerIn","weiblich","603","0.3363129702","0.314749378193129","0.357876562206871"
"Selten","2009","Hauptschule","männlich","1091","0.351153146802692","0.334023798194254","0.36828249541113"
"Selten","2009","Hauptschule","weiblich","982","0.294504184147012","0.278664036974528","0.310344331319496"
"Selten","2009","Realschule","männlich","765","0.374246514093644","0.353095919718902","0.395397108468385"
"Selten","2009","Realschule","weiblich","909","0.315449656995389","0.298156965700984","0.332742348289795"
"Manchmal","2010","(Fach-)Abitur","männlich","208","0.269096567008391","0.239247260580531","0.29894587343625"
"Manchmal","2010","(Fach-)Abitur","weiblich","349","0.329231550383662","0.30080720455046","0.357655896216865"
"Manchmal","2010","(noch) kein Abschluss","männlich","56","0.288674118290519","0.227961434137717","0.349386802443322"
"Manchmal","2010","(noch) kein Abschluss","weiblich","66","0.405178949359083","0.336798476802616","0.47355942191555"
"Manchmal","2010","AkademikerIn","männlich","516","0.266869415330203","0.247763845787767","0.285974984872638"
"Manchmal","2010","AkademikerIn","weiblich","605","0.34235243476717","0.320222198013206","0.364482671521134"
"Manchmal","2010","Hauptschule","männlich","763","0.28631205994211","0.269217060667515","0.303407059216705"
"Manchmal","2010","Hauptschule","weiblich","1024","0.360788584416174","0.343274067964708","0.378303100867641"
"Manchmal","2010","Realschule","männlich","486","0.27495924132292","0.254733216312137","0.295185266333704"
"Manchmal","2010","Realschule","weiblich","876","0.342416887173857","0.32410676882806","0.360727005519653"
"Oft","2010","(Fach-)Abitur","männlich","61","0.075298690645005","0.0575386230906249","0.0930587581993851"
"Oft","2010","(Fach-)Abitur","weiblich","146","0.12437910148689","0.104417967572131","0.14434023540165"
"Oft","2010","(noch) kein Abschluss","männlich","19","","",""
"Oft","2010","(noch) kein Abschluss","weiblich","38","0.165901167444984","0.114086946386377","0.21771538850359"
"Oft","2010","AkademikerIn","männlich","118","0.0729408600254662","0.0617088087459072","0.0841729113050252"
"Oft","2010","AkademikerIn","weiblich","176","0.121620090184023","0.106376172357649","0.136864008010398"
"Oft","2010","Hauptschule","männlich","218","0.0927419295734627","0.0817721330838707","0.103711726063055"
"Oft","2010","Hauptschule","weiblich","443","0.152450209089596","0.139340407488661","0.165560010690531"
"Oft","2010","Realschule","männlich","140","0.0941032390375198","0.0808769865736542","0.107329491501385"
"Oft","2010","Realschule","weiblich","301","0.133332928400291","0.120215971397056","0.146449885403527"
"Sehr oft","2010","(Fach-)Abitur","männlich","10","","",""
"Sehr oft","2010","(Fach-)Abitur","weiblich","29","","",""
"Sehr oft","2010","(noch) kein Abschluss","männlich","4","","",""
"Sehr oft","2010","(noch) kein Abschluss","weiblich","15","","",""
"Sehr oft","2010","AkademikerIn","männlich","17","","",""
"Sehr oft","2010","AkademikerIn","weiblich","40","0.0261515526251243","0.0187085671997148","0.0335945380505338"
"Sehr oft","2010","Hauptschule","männlich","49","0.019973089917654","0.014682102656411","0.0252640771788971"
"Sehr oft","2010","Hauptschule","weiblich","150","0.0535561087982435","0.045345006924848","0.061767210671639"
"Sehr oft","2010","Realschule","männlich","34","0.0149211239395851","0.00942911240356269","0.0204131354756075"
"Sehr oft","2010","Realschule","weiblich","92","0.053218976492907","0.0445574134772393","0.0618805395085746"
"Sehr selten","2010","(Fach-)Abitur","männlich","233","0.241293890791535","0.212496037254264","0.270091744328807"
"Sehr selten","2010","(Fach-)Abitur","weiblich","186","0.171193385261083","0.148409722916186","0.193977047605981"
"Sehr selten","2010","(noch) kein Abschluss","männlich","64","0.246530596307087","0.188786255465087","0.304274937149088"
"Sehr selten","2010","(noch) kein Abschluss","weiblich","28","","",""
"Sehr selten","2010","AkademikerIn","männlich","579","0.260743586911375","0.241779834094191","0.279707339728558"
"Sehr selten","2010","AkademikerIn","weiblich","316","0.177808889070988","0.15997623995625","0.195641538185726"
"Sehr selten","2010","Hauptschule","männlich","711","0.250587956256068","0.234199595402162","0.266976317109973"
"Sehr selten","2010","Hauptschule","weiblich","441","0.142254168800294","0.129514407063607","0.15499393053698"
"Sehr selten","2010","Realschule","männlich","482","0.24506000417163","0.225575578707906","0.264544429635354"
"Sehr selten","2010","Realschule","weiblich","401","0.154138252180598","0.140205300024938","0.168071204336258"
"Selten","2010","(Fach-)Abitur","männlich","336","0.394984203052857","0.362082120671606","0.427886285434107"
"Selten","2010","(Fach-)Abitur","weiblich","340","0.342282053929508","0.313583147245302","0.370980960613714"
"Selten","2010","(noch) kein Abschluss","männlich","71","0.356886319024031","0.292698882934308","0.421073755113753"
"Selten","2010","(noch) kein Abschluss","weiblich","51","0.185053479479053","0.130962022629659","0.239144936328447"
"Selten","2010","AkademikerIn","männlich","829","0.389009741522976","0.367951732899375","0.410067750146577"
"Selten","2010","AkademikerIn","weiblich","629","0.332067033352695","0.31010199013592","0.354032076569469"
"Selten","2010","Hauptschule","männlich","945","0.350384964310705","0.332342500130549","0.368427428490862"
"Selten","2010","Hauptschule","weiblich","830","0.290950928895693","0.274385697118754","0.307516160672631"
"Selten","2010","Realschule","männlich","730","0.370956391528345","0.34907388962259","0.3928388934341"
"Selten","2010","Realschule","weiblich","910","0.316892955752347","0.298939877964684","0.33484603354001"
"Manchmal","2011","(Fach-)Abitur","männlich","301","0.314361080030514","0.2864914241807","0.342230735880328"
"Manchmal","2011","(Fach-)Abitur","weiblich","487","0.346123166969668","0.32090420867896","0.371342125260375"
"Manchmal","2011","(noch) kein Abschluss","männlich","60","0.220769312980881","0.17111201657239","0.270426609389371"
"Manchmal","2011","(noch) kein Abschluss","weiblich","102","0.350524379042815","0.295703986909295","0.405344771176335"
"Manchmal","2011","AkademikerIn","männlich","639","0.276943187352571","0.259263530214633","0.294622844490509"
"Manchmal","2011","AkademikerIn","weiblich","749","0.354631098146682","0.334247413820015","0.375014782473349"
"Manchmal","2011","Hauptschule","männlich","971","0.287569041785506","0.272339086862252","0.302798996708759"
"Manchmal","2011","Hauptschule","weiblich","1375","0.375947007545034","0.360346264414314","0.391547750675753"
"Manchmal","2011","Realschule","männlich","661","0.295815679878495","0.277146900664039","0.314484459092952"
"Manchmal","2011","Realschule","weiblich","1167","0.364265423650758","0.34757653080554","0.380954316495976"
"Oft","2011","(Fach-)Abitur","männlich","71","0.0722467530119286","0.0567051827256871","0.0877883232981701"
"Oft","2011","(Fach-)Abitur","weiblich","180","0.131118267194246","0.113225571834905","0.149010962553587"
"Oft","2011","(noch) kein Abschluss","männlich","20","","",""
"Oft","2011","(noch) kein Abschluss","weiblich","44","0.175067258784646","0.13140428282915","0.218730234740141"
"Oft","2011","AkademikerIn","männlich","136","0.0685489632994704","0.0585656949531817","0.0785322316457592"
"Oft","2011","AkademikerIn","weiblich","226","0.117977027468619","0.104232527886576","0.131721527050663"
"Oft","2011","Hauptschule","männlich","263","0.084852080531863","0.0754757467893085","0.0942284142744176"
"Oft","2011","Hauptschule","weiblich","551","0.151023617334393","0.139490639067459","0.162556595601326"
"Oft","2011","Realschule","männlich","169","0.0831150436577155","0.0718233420925995","0.0944067452228316"
"Oft","2011","Realschule","weiblich","421","0.149860365832622","0.137481833332927","0.162238898332317"
"Sehr oft","2011","(Fach-)Abitur","männlich","14","","",""
"Sehr oft","2011","(Fach-)Abitur","weiblich","38","0.0255324416237786","0.0171707586000173","0.0338941246475398"
"Sehr oft","2011","(noch) kein Abschluss","männlich","8","","",""
"Sehr oft","2011","(noch) kein Abschluss","weiblich","13","","",""
"Sehr oft","2011","AkademikerIn","männlich","20","","",""
"Sehr oft","2011","AkademikerIn","weiblich","47","0.0260157510860517","0.0192333352931241","0.0327981668789793"
"Sehr oft","2011","Hauptschule","männlich","64","0.0212109525585482","0.0163627495358754","0.026059155581221"
"Sehr oft","2011","Hauptschule","weiblich","179","0.0514005927378893","0.0442885112652344","0.0585126742105442"
"Sehr oft","2011","Realschule","männlich","40","0.0163633600887326","0.0111739768865917","0.0215527432908735"
"Sehr oft","2011","Realschule","weiblich","139","0.0506520344094341","0.043047164422125","0.0582569043967431"
"Sehr selten","2011","(Fach-)Abitur","männlich","257","0.231510600308258","0.20619000745978","0.256831193156736"
"Sehr selten","2011","(Fach-)Abitur","weiblich","214","0.159474039139088","0.140065877670816","0.17888220060736"
"Sehr selten","2011","(noch) kein Abschluss","männlich","76","0.324952893118578","0.268879357825041","0.381026428412114"
"Sehr selten","2011","(noch) kein Abschluss","weiblich","35","0.120012900352662","0.0826746713450849","0.157351129360239"
"Sehr selten","2011","AkademikerIn","männlich","704","0.272067826788585","0.2544855004986","0.28965015307857"
"Sehr selten","2011","AkademikerIn","weiblich","382","0.171940371436342","0.155863186949176","0.188017555923507"
"Sehr selten","2011","Hauptschule","männlich","914","0.266545187643413","0.251667745659133","0.281422629627693"
"Sehr selten","2011","Hauptschule","weiblich","599","0.154252680987588","0.142619247520978","0.165886114454198"
"Sehr selten","2011","Realschule","männlich","563","0.221942437716419","0.204944814849213","0.238940060583625"
"Sehr selten","2011","Realschule","weiblich","468","0.14560572036477","0.133373676782934","0.157837763946607"
"Selten","2011","(Fach-)Abitur","männlich","423","0.369798741784354","0.340819178516222","0.398778305052485"
"Selten","2011","(Fach-)Abitur","weiblich","448","0.33775208507322","0.312680998709732","0.362823171436708"
"Selten","2011","(noch) kein Abschluss","männlich","104","0.384454940569513","0.326213334562322","0.442696546576705"
"Selten","2011","(noch) kein Abschluss","weiblich","97","0.314783224320002","0.261422541321002","0.368143907319001"
"Selten","2011","AkademikerIn","männlich","962","0.374734803141786","0.355610464427474","0.393859141856098"
"Selten","2011","AkademikerIn","weiblich","712","0.329435751862305","0.309409677649182","0.349461826075428"
"Selten","2011","Hauptschule","männlich","1181","0.33982273748067","0.323885514114269","0.355759960847072"
"Selten","2011","Hauptschule","weiblich","999","0.267376101395096","0.253120909463345","0.281631293326847"
"Selten","2011","Realschule","männlich","863","0.382763478658638","0.36288179299811","0.402645164319165"
"Selten","2011","Realschule","weiblich","999","0.289616455742416","0.273886094409685","0.305346817075147"
"Manchmal","2012","(Fach-)Abitur","männlich","265","0.269671017377292","0.242917123379982","0.296424911374601"
"Manchmal","2012","(Fach-)Abitur","weiblich","480","0.339322702970878","0.314223207929085","0.364422198012671"
"Manchmal","2012","(noch) kein Abschluss","männlich","75","0.270078765098027","0.21536821906854","0.324789311127514"
"Manchmal","2012","(noch) kein Abschluss","weiblich","108","0.372380155490105","0.316835382715864","0.427924928264345"
"Manchmal","2012","AkademikerIn","männlich","562","0.230377634324536","0.21373816257634","0.247017106072732"
"Manchmal","2012","AkademikerIn","weiblich","707","0.327106872493637","0.307412700565866","0.346801044421408"
"Manchmal","2012","Hauptschule","männlich","864","0.273272921919063","0.258148313364723","0.288397530473403"
"Manchmal","2012","Hauptschule","weiblich","1285","0.367127797833407","0.351346935349083","0.382908660317731"
"Manchmal","2012","Realschule","männlich","563","0.259945688505632","0.241914619352241","0.277976757659024"
"Manchmal","2012","Realschule","weiblich","1011","0.321626693368007","0.305353542455269","0.337899844280744"
"Oft","2012","(Fach-)Abitur","männlich","81","0.0793255132246061","0.0630336747035185","0.0956173517456937"
"Oft","2012","(Fach-)Abitur","weiblich","155","0.129330712418968","0.111542132417833","0.147119292420104"
"Oft","2012","(noch) kein Abschluss","männlich","11","","",""
"Oft","2012","(noch) kein Abschluss","weiblich","46","0.182270589050469","0.137913329794119","0.226627848306819"
"Oft","2012","AkademikerIn","männlich","106","0.0512693441936372","0.0425540734028052","0.0599846149844691"
"Oft","2012","AkademikerIn","weiblich","201","0.0978620233622769","0.0853892387619063","0.110334807962648"
"Oft","2012","Hauptschule","männlich","269","0.0862866653992514","0.0767570143927987","0.0958163164057042"
"Oft","2012","Hauptschule","weiblich","472","0.138994250345858","0.127668537816808","0.150319962874908"
"Oft","2012","Realschule","männlich","143","0.0772679851253033","0.0662909270613062","0.0882450431893004"
"Oft","2012","Realschule","weiblich","366","0.11915712941931","0.107870338717198","0.130443920121422"
"Sehr oft","2012","(Fach-)Abitur","männlich","10","","",""
"Sehr oft","2012","(Fach-)Abitur","weiblich","38","0.0321280752115193","0.0227801520513739","0.0414759983716647"
"Sehr oft","2012","(noch) kein Abschluss","männlich","4","","",""
"Sehr oft","2012","(noch) kein Abschluss","weiblich","17","","",""
"Sehr oft","2012","AkademikerIn","männlich","22","","",""
"Sehr oft","2012","AkademikerIn","weiblich","53","0.0239993058970743","0.0175747331939041","0.0304238786002445"
"Sehr oft","2012","Hauptschule","männlich","61","0.0213600702734507","0.0164531050931878","0.0262670354537136"
"Sehr oft","2012","Hauptschule","weiblich","156","0.0451426638221428","0.0383455126889097","0.0519398149553759"
"Sehr oft","2012","Realschule","männlich","32","0.013903989569927","0.00909030431099098","0.0187176748288631"
"Sehr oft","2012","Realschule","weiblich","100","0.0351702059064423","0.0287525852522931","0.0415878265605915"
"Sehr selten","2012","(Fach-)Abitur","männlich","309","0.277788095040113","0.250785858729489","0.304790331350737"
"Sehr selten","2012","(Fach-)Abitur","weiblich","229","0.173223661634187","0.153162251323793","0.193285071944581"
"Sehr selten","2012","(noch) kein Abschluss","männlich","80","0.312592054411522","0.255472597218806","0.369711511604237"
"Sehr selten","2012","(noch) kein Abschluss","weiblich","41","0.124679183640055","0.0867230296532573","0.162635337626853"
"Sehr selten","2012","AkademikerIn","männlich","715","0.279143681906177","0.261417353402308","0.296870010410047"
"Sehr selten","2012","AkademikerIn","weiblich","448","0.218705635173678","0.20135333000748","0.236057940339876"
"Sehr selten","2012","Hauptschule","männlich","905","0.258195644864364","0.243342469194784","0.273048820533944"
"Sehr selten","2012","Hauptschule","weiblich","595","0.158942098922774","0.146972033888877","0.170912163956671"
"Sehr selten","2012","Realschule","männlich","654","0.268201715099763","0.249988993785828","0.286414436413699"
