year,pgisced97,quintil_oecd,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Upper Secondary Level,2nd Quintile,Sometimes,0.32999,646,2025,0.30951,0.35048
2007,Upper Secondary Level,2nd Quintile,Often,0.11686,211,2025,0.10286,0.13085
2007,Upper Secondary Level,2nd Quintile,Very often,0.04078,77,2025,0.03217,0.04940
2007,Upper Secondary Level,3rd Quintile,Very seldom,0.20792,491,2186,0.19091,0.22494
2007,Upper Secondary Level,3rd Quintile,Seldom,0.32812,721,2186,0.30843,0.34781
2007,Upper Secondary Level,3rd Quintile,Sometimes,0.31495,684,2186,0.29547,0.33442
2007,Upper Secondary Level,3rd Quintile,Often,0.11060,222,2186,0.09745,0.12375
2007,Upper Secondary Level,3rd Quintile,Very often,0.03840,68,2186,0.03035,0.04646
2007,Upper Secondary Level,4th Quintile,Very seldom,0.21701,493,2236,0.19992,0.23410
2007,Upper Secondary Level,4th Quintile,Seldom,0.32337,767,2236,0.30398,0.34277
2007,Upper Secondary Level,4th Quintile,Sometimes,0.33181,704,2236,0.31229,0.35134
2007,Upper Secondary Level,4th Quintile,Often,0.09621,203,2236,0.08398,0.10843
2007,Upper Secondary Level,4th Quintile,Very often,0.03159,69,2236,0.02434,0.03885
2007,Upper Secondary Level,5th Quintile,Very seldom,0.23599,521,2091,0.21779,0.25420
2007,Upper Secondary Level,5th Quintile,Seldom,0.35109,742,2091,0.33062,0.37155
2007,Upper Secondary Level,5th Quintile,Sometimes,0.31554,618,2091,0.29561,0.33546
2007,Upper Secondary Level,5th Quintile,Often,0.07483,166,2091,0.06355,0.08611
2007,Upper Secondary Level,5th Quintile,Very often,0.02255,44,2091,0.01619,0.02892
2007,Post-secondary Non-tertiary Level,1st Quintile,Very seldom,0.19610,32,116,0.12353,0.26867
2007,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.22319,37,116,0.14709,0.29929
2007,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.32011,47,116,0.23485,0.40538
2007,Post-secondary Non-tertiary Level,2nd Quintile,Very seldom,0.18261,35,154,0.12139,0.24383
2007,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.33744,66,154,0.26251,0.41236
2007,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.36118,53,154,0.28506,0.43729
2007,Post-secondary Non-tertiary Level,3rd Quintile,Very seldom,0.22053,50,181,0.15996,0.28110
2007,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.37616,72,181,0.30540,0.44693
2007,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.27149,59,181,0.20652,0.33646
2007,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.20654,56,235,0.15467,0.25841
2007,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.35376,97,235,0.29250,0.41502
2007,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.28979,82,235,0.23166,0.34792
2007,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.23914,82,339,0.19366,0.28461
2007,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.31989,120,339,0.27016,0.36962
2007,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.31369,102,339,0.26422,0.36315
2007,Post-secondary Non-tertiary Level,5th Quintile,Often,0.10487,35,339,0.07220,0.13753
2007,First Stage of Tertiary Education,1st Quintile,Seldom,0.30699,38,73,0.20045,0.41353
2007,First Stage of Tertiary Education,1st Quintile,Sometimes,0.32705,35,73,0.21869,0.43542
2007,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.24673,55,210,0.18828,0.30518
2007,First Stage of Tertiary Education,2nd Quintile,Seldom,0.31789,82,210,0.25476,0.38102
2007,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.32448,73,210,0.26101,0.38796
2007,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.21199,71,293,0.16511,0.25887
2007,First Stage of Tertiary Education,3rd Quintile,Seldom,0.33757,104,293,0.28333,0.39181
2007,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.36707,118,293,0.31179,0.42236
2007,First Stage of Tertiary Education,4th Quintile,Very seldom,0.21892,79,385,0.17756,0.26028
2007,First Stage of Tertiary Education,4th Quintile,Seldom,0.39688,151,385,0.34794,0.44581
2007,First Stage of Tertiary Education,4th Quintile,Sometimes,0.26563,112,385,0.22145,0.30980
2007,First Stage of Tertiary Education,4th Quintile,Often,0.10128,43,385,0.07111,0.13146
2007,First Stage of Tertiary Education,5th Quintile,Very seldom,0.26823,120,441,0.22683,0.30962
2007,First Stage of Tertiary Education,5th Quintile,Seldom,0.36379,160,441,0.31884,0.40874
2007,First Stage of Tertiary Education,5th Quintile,Sometimes,0.27779,129,441,0.23594,0.31965
2007,First Stage of Tertiary Education,5th Quintile,Often,0.08125,32,441,0.05572,0.10678
2007,Second Stage of Tertiary Education,1st Quintile,Very seldom,0.16481,35,206,0.11402,0.21560
2007,Second Stage of Tertiary Education,1st Quintile,Seldom,0.23060,57,206,0.17294,0.28826
2007,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.36909,78,206,0.30303,0.43515
2007,Second Stage of Tertiary Education,1st Quintile,Often,0.19986,36,206,0.14511,0.25460
2007,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.19850,70,327,0.15520,0.24180
2007,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.32827,114,327,0.27729,0.37924
2007,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.33572,109,327,0.28445,0.38698
2007,Second Stage of Tertiary Education,2nd Quintile,Often,0.11519,34,327,0.08053,0.14985
2007,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.17880,109,522,0.14590,0.21170
2007,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.35567,191,522,0.31456,0.39678
2007,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.30356,165,522,0.26408,0.34304
2007,Second Stage of Tertiary Education,3rd Quintile,Often,0.11915,57,522,0.09133,0.14697
2007,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.23203,221,905,0.20451,0.25955
2007,Second Stage of Tertiary Education,4th Quintile,Seldom,0.33808,332,905,0.30724,0.36892
2007,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.30448,274,905,0.27448,0.33448
2007,Second Stage of Tertiary Education,4th Quintile,Often,0.10331,78,905,0.08346,0.12315
2007,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.26489,618,2333,0.24698,0.28280
2007,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37449,912,2333,0.35485,0.39413
2007,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.27836,659,2333,0.26017,0.29655
2007,Second Stage of Tertiary Education,5th Quintile,Often,0.07251,144,2333,0.06198,0.08303
2008,No answer / don't know,1st Quintile,Seldom,0.39564,41,41,0.24410,0.54718
2008,Pre-primary Level,5th Quintile,Seldom,0.30552,32,32,0.14337,0.46767
2008,Primary Level,1st Quintile,Sometimes,0.39561,34,34,0.22877,0.56244
2008,Lower Secondary Level,1st Quintile,Very seldom,0.17319,112,628,0.14357,0.20281
2008,Lower Secondary Level,1st Quintile,Seldom,0.22861,171,628,0.19574,0.26148
2008,Lower Secondary Level,1st Quintile,Sometimes,0.35732,212,628,0.31981,0.39483
2008,Lower Secondary Level,1st Quintile,Often,0.18267,99,628,0.15242,0.21291
2008,Lower Secondary Level,1st Quintile,Very often,0.05821,34,628,0.03988,0.07654
2008,Lower Secondary Level,2nd Quintile,Very seldom,0.16242,86,500,0.13006,0.19478
2008,Lower Secondary Level,2nd Quintile,Seldom,0.32030,163,500,0.27936,0.36124
2008,Lower Secondary Level,2nd Quintile,Sometimes,0.33545,180,500,0.29402,0.37688
2008,Lower Secondary Level,2nd Quintile,Often,0.13080,71,500,0.10121,0.16038
2008,Lower Secondary Level,3rd Quintile,Very seldom,0.19916,78,400,0.15997,0.23834
2008,Lower Secondary Level,3rd Quintile,Seldom,0.27559,130,400,0.23174,0.31943
2008,Lower Secondary Level,3rd Quintile,Sometimes,0.33468,134,400,0.28838,0.38098
2008,Lower Secondary Level,3rd Quintile,Often,0.13071,58,400,0.09764,0.16379
2008,Lower Secondary Level,4th Quintile,Very seldom,0.15734,49,260,0.11299,0.20169
2008,Lower Secondary Level,4th Quintile,Seldom,0.34921,89,260,0.29116,0.40727
2008,Lower Secondary Level,4th Quintile,Sometimes,0.33553,87,260,0.27803,0.39304
2008,Lower Secondary Level,4th Quintile,Often,0.12050,35,260,0.08085,0.16015
2008,Lower Secondary Level,5th Quintile,Very seldom,0.18430,31,137,0.11914,0.24947
2008,Lower Secondary Level,5th Quintile,Seldom,0.29573,52,137,0.21903,0.37244
2008,Lower Secondary Level,5th Quintile,Sometimes,0.35952,54,137,0.27887,0.44017
2008,Upper Secondary Level,1st Quintile,Very seldom,0.17585,302,1592,0.15715,0.19456
2008,Upper Secondary Level,1st Quintile,Seldom,0.27867,489,1592,0.25664,0.30070
2008,Upper Secondary Level,1st Quintile,Sometimes,0.33304,496,1592,0.30989,0.35620
2008,Upper Secondary Level,1st Quintile,Often,0.15186,211,1592,0.13423,0.16950
2008,Upper Secondary Level,1st Quintile,Very often,0.06057,94,1592,0.04885,0.07229
2008,Upper Secondary Level,2nd Quintile,Very seldom,0.21539,433,1984,0.19730,0.23349
2008,Upper Secondary Level,2nd Quintile,Seldom,0.32954,679,1984,0.30885,0.35023
2008,Upper Secondary Level,2nd Quintile,Sometimes,0.30201,588,1984,0.28180,0.32222
2008,Upper Secondary Level,2nd Quintile,Often,0.12021,214,1984,0.10590,0.13452
2008,Upper Secondary Level,2nd Quintile,Very often,0.03285,70,1984,0.02500,0.04069
2008,Upper Secondary Level,3rd Quintile,Very seldom,0.21705,459,2118,0.19949,0.23461
2008,Upper Secondary Level,3rd Quintile,Seldom,0.32261,710,2118,0.30270,0.34253
2008,Upper Secondary Level,3rd Quintile,Sometimes,0.31711,660,2118,0.29729,0.33694
2008,Upper Secondary Level,3rd Quintile,Often,0.11373,237,2118,0.10020,0.12725
2008,Upper Secondary Level,3rd Quintile,Very often,0.02950,52,2118,0.02229,0.03670
2008,Upper Secondary Level,4th Quintile,Very seldom,0.21229,449,2075,0.19469,0.22989
2008,Upper Secondary Level,4th Quintile,Seldom,0.34015,737,2075,0.31976,0.36054
2008,Upper Secondary Level,4th Quintile,Sometimes,0.30648,629,2075,0.28664,0.32632
2008,Upper Secondary Level,4th Quintile,Often,0.11414,200,2075,0.10045,0.12782
2008,Upper Secondary Level,4th Quintile,Very often,0.02694,60,2075,0.01997,0.03391
2008,Upper Secondary Level,5th Quintile,Very seldom,0.22094,441,1927,0.20241,0.23947
2008,Upper Secondary Level,5th Quintile,Seldom,0.36697,719,1927,0.34545,0.38850
2008,Upper Secondary Level,5th Quintile,Sometimes,0.30812,575,1927,0.28750,0.32874
2008,Upper Secondary Level,5th Quintile,Often,0.08624,156,1927,0.07370,0.09878
2008,Upper Secondary Level,5th Quintile,Very often,0.01773,36,1927,0.01183,0.02362
2008,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.34419,45,93,0.24711,0.44128
2008,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.30359,48,93,0.20963,0.39755
2008,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.39088,64,113,0.30051,0.48125
2008,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.33999,49,113,0.25226,0.42772
2008,Post-secondary Non-tertiary Level,3rd Quintile,Very seldom,0.21208,38,165,0.14951,0.27464
2008,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.34014,63,165,0.26763,0.41265
2008,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.30710,64,165,0.23650,0.37770
2008,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.20769,59,232,0.15538,0.26001
2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.36283,89,232,0.30082,0.42483
2008,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.31270,84,232,0.25292,0.37249
2008,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.28238,84,328,0.23359,0.33117
2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.29846,109,328,0.24886,0.34806
2008,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.29411,96,328,0.24473,0.34350
2008,Post-secondary Non-tertiary Level,5th Quintile,Often,0.11573,39,328,0.08105,0.15040
2008,First Stage of Tertiary Education,1st Quintile,Seldom,0.32096,40,40,0.17444,0.46748
2008,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.27342,46,186,0.20919,0.33765
2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.35919,84,186,0.29006,0.42833
2008,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.22718,56,186,0.16680,0.28755
2008,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.18874,69,315,0.14545,0.23202
2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.41337,120,315,0.35890,0.46784
2008,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.27126,94,315,0.22208,0.32044
2008,First Stage of Tertiary Education,3rd Quintile,Often,0.12455,32,315,0.08803,0.16108
2008,First Stage of Tertiary Education,4th Quintile,Very seldom,0.23146,76,310,0.18443,0.27848
2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.36444,129,310,0.31078,0.41810
2008,First Stage of Tertiary Education,4th Quintile,Sometimes,0.31562,105,310,0.26380,0.36744
2008,First Stage of Tertiary Education,5th Quintile,Very seldom,0.23337,90,414,0.19258,0.27417
2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.35963,162,414,0.31335,0.40592
2008,First Stage of Tertiary Education,5th Quintile,Sometimes,0.31112,128,414,0.26648,0.35577
2008,First Stage of Tertiary Education,5th Quintile,Often,0.08565,34,414,0.05866,0.11264
2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.25372,64,165,0.18712,0.32032
2008,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.36239,70,165,0.28882,0.43596
2008,Second Stage of Tertiary Education,1st Quintile,Often,0.15077,31,165,0.09601,0.20554
2008,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.23581,86,307,0.18824,0.28337
2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.33357,112,307,0.28074,0.38640
2008,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.35389,109,307,0.30031,0.40747
2008,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.20828,128,580,0.17521,0.24136
2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.35641,205,580,0.31739,0.39542
2008,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.30962,193,580,0.27196,0.34728
2008,Second Stage of Tertiary Education,3rd Quintile,Often,0.10876,54,580,0.08340,0.13412
2008,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.22387,166,763,0.19427,0.25346
2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.37052,313,763,0.33623,0.40481
2008,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.30054,223,763,0.26799,0.33310
2008,Second Stage of Tertiary Education,4th Quintile,Often,0.08497,61,763,0.06517,0.10476
2008,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.26795,646,2245,0.24963,0.28628
2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37856,849,2245,0.35849,0.39863
2008,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.26186,614,2245,0.24367,0.28005
2008,Second Stage of Tertiary Education,5th Quintile,Often,0.07697,136,2245,0.06595,0.08800
2009,No answer / don't know,1st Quintile,Seldom,0.32718,36,36,0.17174,0.48262
2009,Primary Level,1st Quintile,Sometimes,0.31191,32,32,0.14882,0.47499
2009,Lower Secondary Level,1st Quintile,Very seldom,0.14910,96,590,0.12034,0.17787
2009,Lower Secondary Level,1st Quintile,Seldom,0.31940,175,590,0.28175,0.35706
2009,Lower Secondary Level,1st Quintile,Sometimes,0.30656,186,590,0.26933,0.34380
2009,Lower Secondary Level,1st Quintile,Often,0.16487,101,590,0.13490,0.19484
2009,Lower Secondary Level,1st Quintile,Very often,0.06006,32,590,0.04087,0.07925
2009,Lower Secondary Level,2nd Quintile,Very seldom,0.18009,72,444,0.14430,0.21587
2009,Lower Secondary Level,2nd Quintile,Seldom,0.27639,152,444,0.23475,0.31804
2009,Lower Secondary Level,2nd Quintile,Sometimes,0.36669,162,444,0.32181,0.41157
2009,Lower Secondary Level,2nd Quintile,Often,0.15181,58,444,0.11839,0.18523
2009,Lower Secondary Level,3rd Quintile,Very seldom,0.17415,70,345,0.13407,0.21423
2009,Lower Secondary Level,3rd Quintile,Seldom,0.36114,123,345,0.31038,0.41190
2009,Lower Secondary Level,3rd Quintile,Sometimes,0.28168,110,345,0.23414,0.32921
2009,Lower Secondary Level,3rd Quintile,Often,0.12461,42,345,0.08971,0.15951
2009,Lower Secondary Level,4th Quintile,Very seldom,0.19800,52,201,0.14277,0.25323
2009,Lower Secondary Level,4th Quintile,Seldom,0.22564,63,201,0.16770,0.28357
2009,Lower Secondary Level,4th Quintile,Sometimes,0.41286,86,201,0.34462,0.48109
2009,Lower Secondary Level,5th Quintile,Seldom,0.36174,45,82,0.25710,0.46638
2009,Lower Secondary Level,5th Quintile,Sometimes,0.28275,37,82,0.18468,0.38083
2009,Upper Secondary Level,1st Quintile,Very seldom,0.18732,294,1551,0.16790,0.20675
2009,Upper Secondary Level,1st Quintile,Seldom,0.32456,517,1551,0.30125,0.34787
2009,Upper Secondary Level,1st Quintile,Sometimes,0.27735,455,1551,0.25506,0.29964
2009,Upper Secondary Level,1st Quintile,Often,0.15470,211,1551,0.13670,0.17271
2009,Upper Secondary Level,1st Quintile,Very often,0.05607,74,1551,0.04461,0.06752
2009,Upper Secondary Level,2nd Quintile,Very seldom,0.18588,360,1864,0.16822,0.20355
2009,Upper Secondary Level,2nd Quintile,Seldom,0.32698,643,1864,0.30568,0.34828
2009,Upper Secondary Level,2nd Quintile,Sometimes,0.32503,599,1864,0.30376,0.34630
2009,Upper Secondary Level,2nd Quintile,Often,0.12198,193,1864,0.10712,0.13685
2009,Upper Secondary Level,2nd Quintile,Very often,0.04013,69,1864,0.03121,0.04904
2009,Upper Secondary Level,3rd Quintile,Very seldom,0.19096,362,1894,0.17325,0.20866
2009,Upper Secondary Level,3rd Quintile,Seldom,0.33107,659,1894,0.30987,0.35227
2009,Upper Secondary Level,3rd Quintile,Sometimes,0.34852,645,1894,0.32705,0.36998
2009,Upper Secondary Level,3rd Quintile,Often,0.09274,168,1894,0.07967,0.10581
2009,Upper Secondary Level,3rd Quintile,Very often,0.03672,60,1894,0.02825,0.04519
2009,Upper Secondary Level,4th Quintile,Very seldom,0.20975,426,1973,0.19178,0.22772
2009,Upper Secondary Level,4th Quintile,Seldom,0.32705,680,1973,0.30634,0.34775
2009,Upper Secondary Level,4th Quintile,Sometimes,0.35341,638,1973,0.33231,0.37451
2009,Upper Secondary Level,4th Quintile,Often,0.08280,179,1973,0.07064,0.09497
2009,Upper Secondary Level,4th Quintile,Very often,0.02699,50,1973,0.01984,0.03414
2009,Upper Secondary Level,5th Quintile,Very seldom,0.21522,406,1722,0.19580,0.23464
2009,Upper Secondary Level,5th Quintile,Seldom,0.37414,631,1722,0.35128,0.39700
2009,Upper Secondary Level,5th Quintile,Sometimes,0.30136,496,1722,0.27968,0.32304
2009,Upper Secondary Level,5th Quintile,Often,0.07793,143,1722,0.06526,0.09059
2009,Upper Secondary Level,5th Quintile,Very often,0.03135,46,1722,0.02312,0.03958
2009,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.29752,37,80,0.19671,0.39834
2009,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.41838,43,80,0.30960,0.52716
2009,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.30338,52,104,0.21460,0.39216
2009,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.38530,52,104,0.29131,0.47928
2009,Post-secondary Non-tertiary Level,3rd Quintile,Very seldom,0.20440,39,163,0.14230,0.26650
2009,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.32519,66,163,0.25305,0.39732
2009,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.30673,58,163,0.23572,0.37775
2009,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.17287,40,191,0.11910,0.22663
2009,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.29990,77,191,0.23475,0.36506
2009,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.35347,74,191,0.28550,0.42145
2009,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.21080,73,272,0.16224,0.25937
2009,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.35886,117,272,0.30175,0.41597
2009,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.29391,82,272,0.23967,0.34815
2009,First Stage of Tertiary Education,1st Quintile,Seldom,0.33892,44,44,0.19744,0.48040
2009,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.22107,51,171,0.15869,0.28345
2009,First Stage of Tertiary Education,2nd Quintile,Seldom,0.30447,67,171,0.23529,0.37365
2009,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.25877,53,171,0.19293,0.32461
2009,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.19804,58,260,0.14950,0.24657
2009,First Stage of Tertiary Education,3rd Quintile,Seldom,0.36374,110,260,0.30515,0.42233
2009,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.34957,92,260,0.29150,0.40764
2009,First Stage of Tertiary Education,4th Quintile,Very seldom,0.23366,78,326,0.18766,0.27967
2009,First Stage of Tertiary Education,4th Quintile,Seldom,0.32390,113,326,0.27302,0.37477
2009,First Stage of Tertiary Education,4th Quintile,Sometimes,0.31364,100,326,0.26319,0.36408
2009,First Stage of Tertiary Education,4th Quintile,Often,0.08900,35,326,0.05804,0.11996
2009,First Stage of Tertiary Education,5th Quintile,Very seldom,0.22496,85,359,0.18171,0.26822
2009,First Stage of Tertiary Education,5th Quintile,Seldom,0.36940,138,359,0.31940,0.41940
2009,First Stage of Tertiary Education,5th Quintile,Sometimes,0.26766,99,359,0.22180,0.31353
2009,First Stage of Tertiary Education,5th Quintile,Often,0.10359,37,359,0.07203,0.13516
2009,Second Stage of Tertiary Education,1st Quintile,Very seldom,0.20592,41,182,0.14701,0.26483
2009,Second Stage of Tertiary Education,1st Quintile,Seldom,0.31884,69,182,0.25094,0.38673
2009,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.32115,72,182,0.25312,0.38917
2009,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.17679,72,306,0.13398,0.21961
2009,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.33005,102,306,0.27727,0.38282
2009,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.33595,92,306,0.28294,0.38895
2009,Second Stage of Tertiary Education,2nd Quintile,Often,0.12930,40,306,0.09165,0.16696
2009,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.22409,131,529,0.18853,0.25966
2009,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.39021,197,529,0.34861,0.43182
2009,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.28322,162,529,0.24479,0.32165
2009,Second Stage of Tertiary Education,3rd Quintile,Often,0.07639,39,529,0.05374,0.09905
2009,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.22038,173,806,0.19175,0.24902
2009,Second Stage of Tertiary Education,4th Quintile,Seldom,0.37932,303,806,0.34580,0.41284
2009,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.31248,265,806,0.28046,0.34450
2009,Second Stage of Tertiary Education,4th Quintile,Often,0.07993,65,806,0.06120,0.09867
2009,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.26424,575,2133,0.24553,0.28296
2009,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37714,815,2133,0.35657,0.39772
2009,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.26352,560,2133,0.24482,0.28222
2009,Second Stage of Tertiary Education,5th Quintile,Often,0.07823,148,2133,0.06684,0.08963
2009,Second Stage of Tertiary Education,5th Quintile,Very often,0.01686,35,2133,0.01139,0.02232
2010,Lower Secondary Level,1st Quintile,Very seldom,0.12288,74,534,0.09501,0.15075
2010,Lower Secondary Level,1st Quintile,Seldom,0.26142,146,534,0.22411,0.29872
2010,Lower Secondary Level,1st Quintile,Sometimes,0.38112,190,534,0.33988,0.42235
2010,Lower Secondary Level,1st Quintile,Often,0.16747,88,534,0.13577,0.19917
2010,Lower Secondary Level,1st Quintile,Very often,0.06711,36,534,0.04587,0.08836
2010,Lower Secondary Level,2nd Quintile,Very seldom,0.22364,97,415,0.18350,0.26378
2010,Lower Secondary Level,2nd Quintile,Seldom,0.27156,113,415,0.22872,0.31440
