year,regtyp,sampreg,plh0187,proportion,n,lower_confidence,upper_confidence
2019,Laendlicher Raum,Westdeutschland,Selten,0.0750963522404329,42417,0.0725882585025008,0.07760444597836501
2019,Laendlicher Raum,Westdeutschland,Manchmal,0.056915949702183985,42417,0.05471110355421671,0.05912079585015126
2019,Laendlicher Raum,Ostdeutschland,Selten,0.0515435823568342,42417,0.049439406243372244,0.05364775847029615
2019,Laendlicher Raum,Westdeutschland,Sehr selten,0.04936349126017051,42417,0.04730192985440265,0.05142505266593837
2019,Staedtischer Raum,Westdeutschland,Oft,0.0474948417487445,42417,0.045470690375989525,0.049518993121499474
2019,Laendlicher Raum,Ostdeutschland,Manchmal,0.03811266399345973,42417,0.036290519330754036,0.03993480865616542
2019,Laendlicher Raum,Ostdeutschland,Sehr selten,0.03316852882781173,42417,0.0314643130152517,0.03487274464037176
2019,Staedtischer Raum,Ostdeutschland,Selten,0.027445789699069568,42417,0.025890967002806128,0.029000612395333008
2019,Staedtischer Raum,Ostdeutschland,Manchmal,0.020165842644139058,42417,0.01882810616144912,0.021503579126828997
2019,Staedtischer Raum,Ostdeutschland,Sehr selten,0.018141472340094212,42417,0.01687134629871036,0.019411598381478063
2019,Laendlicher Raum,Westdeutschland,Oft,0.01728500798069062,42417,0.01604468531596616,0.018525330645415082
2019,Laendlicher Raum,Ostdeutschland,Oft,0.012535523805816172,42417,0.011476713694050622,0.013594333917581723
2019,Staedtischer Raum,Westdeutschland,Sehr oft,0.012418733211352046,42417,0.011364804666811825,0.013472661755892268
2019,Staedtischer Raum,Ostdeutschland,Oft,0.006540273289991046,42417,0.0057731605810691705,0.007307385998912922
2019,-1,Westdeutschland,Selten,0.005255576750885662,42417,0.0045674759795348,0.0059436775222365245
2019,Laendlicher Raum,Westdeutschland,Sehr oft,0.004554833184100907,42417,0.003914020638052789,0.005195645730149024
2019,-1,Westdeutschland,Manchmal,0.00447697278779149,42417,0.003841636034877413,0.005112309540705568
2019,-1,Westdeutschland,Sehr selten,0.003970880211780278,42417,0.0033723783474430076,0.004569382076117548
2019,Laendlicher Raum,Ostdeutschland,Sehr oft,0.0035426480320784833,42417,0.0029772172367987554,0.004108078827358211
2019,-1,Westdeutschland,Oft,0.001596138124343053,42417,0.001216233606387398,0.001976042642298708
2019,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0015182777280336357,42417,0.0011477405692807048,0.0018888148867865666
2019,-1,-2,Selten,0.0011289757464865496,42417,0.000809393157739237,0.0014485583352338623
2019,-1,-2,Manchmal,0.0009343247557130065,42417,0.0006435665073287767,0.0012250830040972365
2019,-1,Ostdeutschland,Manchmal,0.000895394557558298,42417,0.000610752675475979,0.001180036439640617
2019,-1,Ostdeutschland,Selten,0.0008564643594035894,42417,0.0005780736832911131,0.0011348550355160657
2019,-1,Ostdeutschland,Sehr selten,0.0007396737649394636,42417,0.00048094451658524606,0.0009984030132936812
2019,-1,-2,Sehr selten,0.00046716237785650327,42417,0.0002615171858225007,0.0006728075698905059
2019,-1,Westdeutschland,Sehr oft,0.0004282321797017947,42417,0.00023133806402595,0.0006251262953776394
2019,-1,Ostdeutschland,Oft,0.00031144158523766885,42417,0.00014351991002695607,0.0004793632604483816
2019,-1,-2,Oft,0.00031144158523766885,42417,0.00014351991002695607,0.0004793632604483816
2019,-1,-2,Sehr oft,0.00011679059446412582,42417,1.3949978539010182e-05,0.00021963121038924145
2019,-1,Ostdeutschland,Sehr oft,7.786039630941721e-05,42417,-6.110249614066756e-06,0.00016183104223290118
2020,Staedtischer Raum,Westdeutschland,Selten,0.20907990787367764,42741,0.2052246255595339,0.21293519018782137
2020,Staedtischer Raum,Westdeutschland,Manchmal,0.1714096108053246,42741,0.16783670750687993,0.17498251410376928
2020,Staedtischer Raum,Westdeutschland,Sehr selten,0.1375258617324433,42741,0.13426074313940192,0.14079098032548468
2020,Laendlicher Raum,Westdeutschland,Selten,0.07737049615489713,42741,0.07483749672546729,0.07990349558432698
2020,Staedtischer Raum,Westdeutschland,Oft,0.056720146777530546,42741,0.054527227303703116,0.058913066251357976
2020,Laendlicher Raum,Westdeutschland,Manchmal,0.05492446422297693,42741,0.05276448334206028,0.05708444510389358
2020,Laendlicher Raum,Ostdeutschland,Selten,0.050240074950228364,42741,0.04816914317617084,0.05231100672428589
2020,Laendlicher Raum,Westdeutschland,Sehr selten,0.04684389272748565,42741,0.04484061003835421,0.048847175416617095
2020,Laendlicher Raum,Ostdeutschland,Manchmal,0.03661630948198462,42741,0.03483569188185647,0.038396927082112765
2020,Laendlicher Raum,Ostdeutschland,Sehr selten,0.029862981613772103,42741,0.028249303704776813,0.03147665952276739
2020,Staedtischer Raum,Ostdeutschland,Selten,0.02701331147285006,42741,0.025476303592056677,0.028550319353643442
2020,Staedtischer Raum,Ostdeutschland,Manchmal,0.021587227231916306,42741,0.020209404898139598,0.022965049565693015
2020,Laendlicher Raum,Westdeutschland,Oft,0.019245032595542024,42741,0.01794254584076745,0.0205475193503166
2020,Staedtischer Raum,Ostdeutschland,Sehr selten,0.016746691650076122,42741,0.015530138879919336,0.017963244420232907
2020,Staedtischer Raum,Westdeutschland,Sehr oft,0.013975094663699887,42741,0.012862197454483696,0.015087991872916078
2020,Laendlicher Raum,Ostdeutschland,Oft,0.012608814459148222,42741,0.011550985427547606,0.013666643490748838
2020,Staedtischer Raum,Ostdeutschland,Oft,0.0069875473318499436,42741,0.006197826743225306,0.007777267920474581
2020,Laendlicher Raum,Westdeutschland,Sehr oft,0.00546512081820666,42741,0.0047661748163630975,0.006164066820050222
2020,Laendlicher Raum,Ostdeutschland,Sehr oft,0.003786547995471757,42741,0.0032042682738173058,0.004368827717126209
2020,Staedtischer Raum,Ostdeutschland,Sehr oft,0.00199086544091814,42741,0.0015682727863892453,0.002413458095447035
2021,Staedtischer Raum,Westdeutschland,Selten,0.22305633147113593,27598,0.21814477310000466,0.2279678898422672
2021,Staedtischer Raum,Westdeutschland,Manchmal,0.15502793296089384,27598,0.1507577801133408,0.1592980858084469
2021,Staedtischer Raum,Westdeutschland,Sehr selten,0.13611499068901303,27598,0.13206924840936318,0.14016073296866288
2021,Laendlicher Raum,Westdeutschland,Selten,0.08083100558659218,27598,0.07761509518651692,0.08404691598666743
2021,Staedtischer Raum,Westdeutschland,Oft,0.056506052141527,27598,0.053781881498301994,0.059230222784752005
2021,Laendlicher Raum,Ostdeutschland,Selten,0.05115223463687151,27598,0.048552985901825906,0.05375148337191712
2021,Laendlicher Raum,Westdeutschland,Sehr selten,0.050512104283054006,27598,0.047928299409317754,0.05309590915679026
2021,Laendlicher Raum,Westdeutschland,Manchmal,0.04993016759776536,27598,0.04736050240300119,0.05249983279252954
2021,Laendlicher Raum,Ostdeutschland,Manchmal,0.0327048417132216,27598,0.03060637154849192,0.03480331187795128
2021,Laendlicher Raum,Ostdeutschland,Sehr selten,0.032588454376163874,27598,0.03049359545411818,0.03468331329820957
2021,Staedtischer Raum,Ostdeutschland,Selten,0.03159916201117319,27598,0.02953529063777193,0.033663033384574444
2021,Staedtischer Raum,Ostdeutschland,Manchmal,0.019611266294227186,27598,0.01797531925322752,0.021247213335226854
2021,Laendlicher Raum,Westdeutschland,Oft,0.018854748603351956,27598,0.01725004697825358,0.020459450228450332
2021,Staedtischer Raum,Ostdeutschland,Sehr selten,0.018505586592178772,27598,0.016915529895766064,0.02009564328859148
2021,Staedtischer Raum,Westdeutschland,Sehr oft,0.013791899441340781,27598,0.01241591478872806,0.015167884093953502
2021,Laendlicher Raum,Ostdeutschland,Oft,0.013093575418994413,27598,0.011752403717446938,0.014434747120541888
2021,Staedtischer Raum,Ostdeutschland,Oft,0.006808659217877095,27598,0.005838451941796589,0.0077788664939576
2021,Laendlicher Raum,Westdeutschland,Sehr oft,0.004713687150837989,27598,0.0039055749579804564,0.005521799343695522
2021,Laendlicher Raum,Ostdeutschland,Sehr oft,0.0030842644320297954,27598,0.0024300467250302042,0.0037384821390293865
2021,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0014548417132216015,27598,0.0010051560997747125,0.0019045273266684905
2021,-1,Westdeutschland,Selten,5.819366852886406e-05,27598,-3.180632894082795e-05,0.00014819366599855608
