"hlf0632","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1","2018","1-Pers.- Haushalt","Westdeutschland","81","0.0901937258284846","0.0707055283228326","0.109681923334137"
"1","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"1","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","382","0.0955663167147579","0.0862530312581749","0.104879602171341"
"1","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","96","0.0935688413292925","0.0761758901394981","0.110961792519087"
"1","2018","Alleinerziehende","Westdeutschland","54","0.0687187283871321","0.0512324230123719","0.0862050337618922"
"1","2018","Alleinerziehende","Ostdeutschland","","","",""
"1","2018","Paar mit Kind(ern)","Westdeutschland","617","0.060709605932849","0.0558390133472865","0.0655801985184115"
"1","2018","Paar mit Kind(ern)","Ostdeutschland","96","0.0341854291143986","0.0256082030876723","0.0427626551411248"
"1","2018","Sonstige","Westdeutschland","50","0.103453431136412","0.075189046302873","0.131717815969952"
"1","2018","Sonstige","Ostdeutschland","","","",""
"2","2018","1-Pers.- Haushalt","Westdeutschland","72","0.080336160572919","0.0618443627630052","0.0988279583828328"
"2","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"2","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","452","0.126346674383371","0.115821880454846","0.136871468311897"
"2","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","144","0.121902663608001","0.102362951222097","0.141442375993905"
"2","2018","Alleinerziehende","Westdeutschland","96","0.101358955637838","0.0804975169646602","0.122220394311016"
"2","2018","Alleinerziehende","Ostdeutschland","","","",""
"2","2018","Paar mit Kind(ern)","Westdeutschland","1057","0.114242053250964","0.107753861378408","0.12073024512352"
"2","2018","Paar mit Kind(ern)","Ostdeutschland","212","0.16430398768218","0.146812462599555","0.181795512764805"
"2","2018","Sonstige","Westdeutschland","55","0.142104276311617","0.109700062671523","0.174508489951711"
"2","2018","Sonstige","Ostdeutschland","","","",""
"3","2018","1-Pers.- Haushalt","Westdeutschland","87","0.100200462325288","0.0797728884225784","0.120628036227998"
"3","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"3","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","400","0.109672971225789","0.0997740763954223","0.119571866056155"
"3","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","110","0.105338858324419","0.0870045795596736","0.123673137089165"
"3","2018","Alleinerziehende","Westdeutschland","61","0.0902193214079139","0.0704159925555574","0.11002265026027"
"3","2018","Alleinerziehende","Ostdeutschland","","","",""
"3","2018","Paar mit Kind(ern)","Westdeutschland","1016","0.1057727269881","0.0994998905705291","0.112045563405671"
"3","2018","Paar mit Kind(ern)","Ostdeutschland","194","0.11775850142775","0.102543593223815","0.132973409631685"
"3","2018","Sonstige","Westdeutschland","36","0.0824306213468424","0.0569068759226439","0.107954366771041"
"3","2018","Sonstige","Ostdeutschland","","","",""
"4","2018","1-Pers.- Haushalt","Westdeutschland","54","0.0595065861010281","0.0434123843245398","0.0756007878775164"
"4","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"4","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","246","0.0737761166822522","0.0654952077226341","0.0820570256418703"
"4","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","76","0.0634359200325268","0.048878761572268","0.0779930784927856"
"4","2018","Alleinerziehende","Westdeutschland","63","0.0950839924014534","0.0748081967123778","0.115359788090529"
"4","2018","Alleinerziehende","Ostdeutschland","","","",""
"4","2018","Paar mit Kind(ern)","Westdeutschland","658","0.0816807023476093","0.0760945890090491","0.0872668156861696"
"4","2018","Paar mit Kind(ern)","Ostdeutschland","132","0.089025449404227","0.0755826514918727","0.102468247316581"
"4","2018","Sonstige","Westdeutschland","48","0.0861321818221373","0.0600943343932428","0.112170029251032"
"4","2018","Sonstige","Ostdeutschland","","","",""
"5","2018","1-Pers.- Haushalt","Westdeutschland","84","0.104410024612095","0.0836066037190031","0.125213445505187"
"5","2018","1-Pers.- Haushalt","Ostdeutschland","38","0.198344785029611","0.13875276986697","0.257936800192253"
"5","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","364","0.104772932168729","0.0950711107114223","0.114474753626036"
"5","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","170","0.178751168552174","0.155868742556592","0.201633594547757"
"5","2018","Alleinerziehende","Westdeutschland","132","0.144814820627562","0.120489607454294","0.16914003380083"
"5","2018","Alleinerziehende","Ostdeutschland","","","",""
"5","2018","Paar mit Kind(ern)","Westdeutschland","1562","0.169586966147802","0.161932824943114","0.17724110735249"
"5","2018","Paar mit Kind(ern)","Ostdeutschland","335","0.167848408538821","0.150206754616658","0.185490062460983"
"5","2018","Sonstige","Westdeutschland","88","0.255413888523272","0.214941355903566","0.295886421142977"
"5","2018","Sonstige","Ostdeutschland","","","",""
"6","2018","1-Pers.- Haushalt","Westdeutschland","36","0.044781814788164","0.0307112613315958","0.0588523682447322"
"6","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"6","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","158","0.0479063925611033","0.0411409114548723","0.0546718736673342"
"6","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","105","0.102147915818311","0.0840612967458273","0.120234534890794"
"6","2018","Alleinerziehende","Westdeutschland","66","0.0591623658676928","0.0428543857370145","0.0754703459983711"
"6","2018","Alleinerziehende","Ostdeutschland","","","",""
"6","2018","Paar mit Kind(ern)","Westdeutschland","633","0.0738884146816008","0.0685529409167019","0.0792238884464996"
"6","2018","Paar mit Kind(ern)","Ostdeutschland","108","0.0516460154038904","0.0411992195714656","0.0620928112363152"
"6","2018","Sonstige","Westdeutschland","","","",""
"6","2018","Sonstige","Ostdeutschland","","","",""
"7","2018","1-Pers.- Haushalt","Westdeutschland","37","0.0455258176995202","0.0313443880418355","0.059707247357205"
"7","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"7","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","124","0.0321681601896694","0.0265786314875248","0.0377576888918141"
"7","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","88","0.0648509265616565","0.0501434299822688","0.0795584231410442"
"7","2018","Alleinerziehende","Westdeutschland","58","0.0827344549721332","0.0636925316485938","0.101776378295673"
"7","2018","Alleinerziehende","Ostdeutschland","","","",""
"7","2018","Paar mit Kind(ern)","Westdeutschland","795","0.0847611083628756","0.0790801879809187","0.0904420287448325"
"7","2018","Paar mit Kind(ern)","Ostdeutschland","158","0.101154445911457","0.086920854811012","0.115388037011903"
"7","2018","Sonstige","Westdeutschland","46","0.0777235618842492","0.0528757834399246","0.102571340328574"
"7","2018","Sonstige","Ostdeutschland","","","",""
"8","2018","1-Pers.- Haushalt","Westdeutschland","","","",""
"8","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"8","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","96","0.0266662944877278","0.0215627213449896","0.031769867630466"
"8","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","38","0.0547544605205904","0.0411675001131081","0.0683414209280727"
"8","2018","Alleinerziehende","Westdeutschland","73","0.0921564479594002","0.0721629659197762","0.112149929999024"
"8","2018","Alleinerziehende","Ostdeutschland","31","0.125912054007431","0.0763333594284681","0.175490748586395"
"8","2018","Paar mit Kind(ern)","Westdeutschland","480","0.0519300699801143","0.0474044008887535","0.0564557390714752"
"8","2018","Paar mit Kind(ern)","Ostdeutschland","120","0.0521584524921773","0.0416627942728111","0.0626541107115435"
"8","2018","Sonstige","Westdeutschland","","","",""
"8","2018","Sonstige","Ostdeutschland","","","",""
"9","2018","1-Pers.- Haushalt","Westdeutschland","","","",""
"9","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"9","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"9","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"9","2018","Alleinerziehende","Westdeutschland","","","",""
"9","2018","Alleinerziehende","Ostdeutschland","","","",""
"9","2018","Paar mit Kind(ern)","Westdeutschland","108","0.0103094230882196","0.00824917246094863","0.0123696737154905"
"9","2018","Paar mit Kind(ern)","Ostdeutschland","30","0.0201178105850202","0.0134902035595872","0.0267454176104532"
"9","2018","Sonstige","Westdeutschland","","","",""
"9","2018","Sonstige","Ostdeutschland","","","",""
"10","2018","1-Pers.- Haushalt","Westdeutschland","","","",""
"10","2018","1-Pers.- Haushalt","Ostdeutschland","","","",""
"10","2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"10","2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"10","2018","Alleinerziehende","Westdeutschland","","","",""
"10","2018","Alleinerziehende","Ostdeutschland","","","",""
"10","2018","Paar mit Kind(ern)","Westdeutschland","61","0.00772406860907777","0.00593843461221356","0.00950970260594197"
"10","2018","Paar mit Kind(ern)","Ostdeutschland","","","",""
"10","2018","Sonstige","Westdeutschland","","","",""
"10","2018","Sonstige","Ostdeutschland","","","",""
"0","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"0","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"0","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"0","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"0","2019","Alleinerziehende","Westdeutschland","","","",""
"0","2019","Alleinerziehende","Ostdeutschland","","","",""
"0","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"0","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"0","2019","Sonstige","Westdeutschland","","","",""
"0","2019","Sonstige","Ostdeutschland","","","",""
"1","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"1","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"1","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"1","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"1","2019","Alleinerziehende","Westdeutschland","","","",""
"1","2019","Alleinerziehende","Ostdeutschland","","","",""
"1","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"1","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"1","2019","Sonstige","Westdeutschland","","","",""
"1","2019","Sonstige","Ostdeutschland","","","",""
"2","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"2","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"2","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"2","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"2","2019","Alleinerziehende","Westdeutschland","","","",""
"2","2019","Alleinerziehende","Ostdeutschland","","","",""
"2","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"2","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"2","2019","Sonstige","Westdeutschland","","","",""
"2","2019","Sonstige","Ostdeutschland","","","",""
"3","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"3","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"3","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"3","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"3","2019","Alleinerziehende","Westdeutschland","","","",""
"3","2019","Alleinerziehende","Ostdeutschland","","","",""
"3","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"3","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"3","2019","Sonstige","Westdeutschland","","","",""
"3","2019","Sonstige","Ostdeutschland","","","",""
"4","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"4","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"4","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"4","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"4","2019","Alleinerziehende","Westdeutschland","","","",""
"4","2019","Alleinerziehende","Ostdeutschland","","","",""
"4","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"4","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"4","2019","Sonstige","Westdeutschland","","","",""
"4","2019","Sonstige","Ostdeutschland","","","",""
"5","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"5","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"5","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"5","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"5","2019","Alleinerziehende","Westdeutschland","","","",""
"5","2019","Alleinerziehende","Ostdeutschland","","","",""
"5","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"5","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"5","2019","Sonstige","Westdeutschland","","","",""
"5","2019","Sonstige","Ostdeutschland","","","",""
"6","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"6","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"6","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"6","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"6","2019","Alleinerziehende","Westdeutschland","","","",""
"6","2019","Alleinerziehende","Ostdeutschland","","","",""
"6","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"6","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"6","2019","Sonstige","Westdeutschland","","","",""
"6","2019","Sonstige","Ostdeutschland","","","",""
"7","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"7","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"7","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"7","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"7","2019","Alleinerziehende","Westdeutschland","","","",""
"7","2019","Alleinerziehende","Ostdeutschland","","","",""
"7","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"7","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"7","2019","Sonstige","Westdeutschland","","","",""
"7","2019","Sonstige","Ostdeutschland","","","",""
"8","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"8","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"8","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"8","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"8","2019","Alleinerziehende","Westdeutschland","","","",""
"8","2019","Alleinerziehende","Ostdeutschland","","","",""
"8","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"8","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"8","2019","Sonstige","Westdeutschland","","","",""
"8","2019","Sonstige","Ostdeutschland","","","",""
"9","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"9","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"9","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"9","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"9","2019","Alleinerziehende","Westdeutschland","","","",""
"9","2019","Alleinerziehende","Ostdeutschland","","","",""
"9","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"9","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"9","2019","Sonstige","Westdeutschland","","","",""
"9","2019","Sonstige","Ostdeutschland","","","",""
"10","2019","1-Pers.- Haushalt","Westdeutschland","","","",""
"10","2019","1-Pers.- Haushalt","Ostdeutschland","","","",""
"10","2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"10","2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"10","2019","Alleinerziehende","Westdeutschland","","","",""
"10","2019","Alleinerziehende","Ostdeutschland","","","",""
"10","2019","Paar mit Kind(ern)","Westdeutschland","","","",""
"10","2019","Paar mit Kind(ern)","Ostdeutschland","","","",""
"10","2019","Sonstige","Westdeutschland","","","",""
"10","2019","Sonstige","Ostdeutschland","","","",""
"0","2020","1-Pers.- Haushalt","Westdeutschland","330","0.364028420107535","0.332292270200674","0.395764570014397"
"0","2020","1-Pers.- Haushalt","Ostdeutschland","49","0.172528934782931","0.121667625084709","0.223390244481153"
"0","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1590","0.349006605202781","0.334377101454926","0.363636108950636"
"0","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","326","0.270257310335762","0.244690298370429","0.295824322301094"
"0","2020","Alleinerziehende","Westdeutschland","152","0.193674549021326","0.165652952690238","0.221696145352415"
"0","2020","Alleinerziehende","Ostdeutschland","","","",""
