"hlf0632","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"8","2017","Paar mit Kind(ern)","583","0.0448387570599653","0.0410885313123844","0.0485889828075461"
"8","2017","Sonstige","23","","",""
"9","2017","1-Pers.- Haushalt","12","","",""
"9","2017","(Ehe-)Paar ohne Kind(er)","38","0.0065683465347679","0.00433110457262732","0.00880558849690848"
"9","2017","Alleinerziehende","29","","",""
"9","2017","Paar mit Kind(ern)","170","","",""
"9","2017","Sonstige","13","","",""
"10","2017","1-Pers.- Haushalt","21","","",""
"10","2017","(Ehe-)Paar ohne Kind(er)","34","0.00654593090413063","0.00431248449700999","0.00877937731125126"
"10","2017","Alleinerziehende","41","0.0339538757935154","0.0229730865825109","0.04493466500452"
"10","2017","Paar mit Kind(ern)","103","","",""
"10","2017","Sonstige","3","","",""
"0","2018","1-Pers.- Haushalt","371","0.399438429880809","0.369112234939414","0.429764624822204"
"0","2018","(Ehe-)Paar ohne Kind(er)","1812","","",""
"0","2018","Alleinerziehende","179","","",""
"0","2018","Paar mit Kind(ern)","2558","","",""
"0","2018","Sonstige","98","0.208947944762416","0.173697936394374","0.244197953130458"
"1","2018","1-Pers.- Haushalt","91","0.0875205842369555","0.070022888017809","0.105018280456102"
"1","2018","(Ehe-)Paar ohne Kind(er)","478","0.0952557568132142","0.0870401978808817","0.103471315745547"
"1","2018","Alleinerziehende","60","0.0621916266277287","0.0470404558567019","0.0773427973987555"
"1","2018","Paar mit Kind(ern)","713","0.0571598789468977","0.0528133045186662","0.0615064533751292"
"1","2018","Sonstige","50","0.0919145566573745","0.0668653978384162","0.116963715476333"
"2","2018","1-Pers.- Haushalt","90","0.0828646701152281","0.0657953727249971","0.099933967505459"
"2","2018","(Ehe-)Paar ohne Kind(er)","596","0.125655736432946","0.116379731357846","0.134931741508046"
"2","2018","Alleinerziehende","109","","",""
"2","2018","Paar mit Kind(ern)","1269","","",""
"2","2018","Sonstige","59","0.132899960089141","0.103466950676492","0.16233296950179"
"3","2018","1-Pers.- Haushalt","99","0.0995833699294122","0.0810425304717072","0.118124209387117"
"3","2018","(Ehe-)Paar ohne Kind(er)","510","0.108999119780248","0.100277861524303","0.117720378036192"
"3","2018","Alleinerziehende","71","0.0860697168854554","0.0684740835518287","0.103665350219082"
"3","2018","Paar mit Kind(ern)","1210","","",""
"3","2018","Sonstige","43","0.0779182371430392","0.0546779271639486","0.10115854712213"
"4","2018","1-Pers.- Haushalt","64","0.0583008209537251","0.0437928171328593","0.072808824774591"
"4","2018","(Ehe-)Paar ohne Kind(er)","322","0.0721684621014507","0.0649268230252972","0.0794101011776042"
"4","2018","Alleinerziehende","77","0.0907656737250496","0.0727428883206006","0.108788459129499"
"4","2018","Paar mit Kind(ern)","790","0.0826636488499764","0.0775077542515637","0.0878195434483892"
"4","2018","Sonstige","51","0.0784519739830156","0.0551389524205313","0.1017649955455"
"5","2018","1-Pers.- Haushalt","122","","",""
"5","2018","(Ehe-)Paar ohne Kind(er)","534","0.116274787948679","0.107304012498312","0.125245563399046"
"5","2018","Alleinerziehende","152","","",""
"5","2018","Paar mit Kind(ern)","1897","","",""
"5","2018","Sonstige","114","","",""
"6","2018","1-Pers.- Haushalt","51","0.050538938555396","0.0369756229433174","0.0641022541674746"
"6","2018","(Ehe-)Paar ohne Kind(er)","263","","",""
"6","2018","Alleinerziehende","85","0.0640657425353166","0.0487033525382798","0.0794281325323534"
"6","2018","Paar mit Kind(ern)","741","0.0709117174031589","0.0661058704490993","0.0757175643572185"
"6","2018","Sonstige","11","","",""
"7","2018","1-Pers.- Haushalt","50","0.0482063142155996","0.0349434414436264","0.0614691869875727"
"7","2018","(Ehe-)Paar ohne Kind(er)","212","","",""
"7","2018","Alleinerziehende","84","0.109334480049319","0.0897568970365987","0.128912063062039"
"7","2018","Paar mit Kind(ern)","953","0.0869550265034579","0.0816793777400458","0.09223067526687"
"7","2018","Sonstige","49","0.0728688940975661","0.0503327658065226","0.0954050223886095"
"8","2018","1-Pers.- Haushalt","42","0.0344552721319741","0.0231617795520343","0.0457487647119138"
"8","2018","(Ehe-)Paar ohne Kind(er)","134","","",""
"8","2018","Alleinerziehende","104","","",""
"8","2018","Paar mit Kind(ern)","600","0.0519606343807266","0.0478050428660219","0.0561162258954312"
"8","2018","Sonstige","25","","",""
"9","2018","1-Pers.- Haushalt","7","0.0103169966069104","0.00406038883187843","0.0165736043819423"
"9","2018","(Ehe-)Paar ohne Kind(er)","20","","",""
"9","2018","Alleinerziehende","24","","",""
"9","2018","Paar mit Kind(ern)","138","","",""
"9","2018","Sonstige","9","0.0204365910634005","0.00816903234774697","0.032704149779054"
"10","2018","1-Pers.- Haushalt","15","","",""
"10","2018","(Ehe-)Paar ohne Kind(er)","24","","",""
"10","2018","Alleinerziehende","31","0.0270486854650625","0.0168711688829211","0.037226202047204"
"10","2018","Paar mit Kind(ern)","89","0.00863592804082241","0.00690350664707302","0.0103683494345718"
"10","2018","Sonstige","2","","",""
"0","2019","1-Pers.- Haushalt","","","",""
"0","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"0","2019","Alleinerziehende","","","",""
"0","2019","Paar mit Kind(ern)","","","",""
"0","2019","Sonstige","","","",""
"1","2019","1-Pers.- Haushalt","","","",""
"1","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"1","2019","Alleinerziehende","","","",""
"1","2019","Paar mit Kind(ern)","","","",""
"1","2019","Sonstige","","","",""
"2","2019","1-Pers.- Haushalt","","","",""
"2","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"2","2019","Alleinerziehende","","","",""
"2","2019","Paar mit Kind(ern)","","","",""
"2","2019","Sonstige","","","",""
"3","2019","1-Pers.- Haushalt","","","",""
"3","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"3","2019","Alleinerziehende","","","",""
"3","2019","Paar mit Kind(ern)","","","",""
"3","2019","Sonstige","","","",""
"4","2019","1-Pers.- Haushalt","","","",""
"4","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"4","2019","Alleinerziehende","","","",""
"4","2019","Paar mit Kind(ern)","","","",""
"4","2019","Sonstige","","","",""
"5","2019","1-Pers.- Haushalt","","","",""
"5","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"5","2019","Alleinerziehende","","","",""
"5","2019","Paar mit Kind(ern)","","","",""
"5","2019","Sonstige","","","",""
"6","2019","1-Pers.- Haushalt","","","",""
"6","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"6","2019","Alleinerziehende","","","",""
"6","2019","Paar mit Kind(ern)","","","",""
"6","2019","Sonstige","","","",""
"7","2019","1-Pers.- Haushalt","","","",""
"7","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"7","2019","Alleinerziehende","","","",""
"7","2019","Paar mit Kind(ern)","","","",""
"7","2019","Sonstige","","","",""
"8","2019","1-Pers.- Haushalt","","","",""
"8","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"8","2019","Alleinerziehende","","","",""
"8","2019","Paar mit Kind(ern)","","","",""
"8","2019","Sonstige","","","",""
"9","2019","1-Pers.- Haushalt","","","",""
"9","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"9","2019","Alleinerziehende","","","",""
"9","2019","Paar mit Kind(ern)","","","",""
"9","2019","Sonstige","","","",""
"10","2019","1-Pers.- Haushalt","","","",""
"10","2019","(Ehe-)Paar ohne Kind(er)","","","",""
"10","2019","Alleinerziehende","","","",""
"10","2019","Paar mit Kind(ern)","","","",""
"10","2019","Sonstige","","","",""
"0","2020","1-Pers.- Haushalt","379","0.338702103607846","0.310670460898505","0.366733746317188"
"0","2020","(Ehe-)Paar ohne Kind(er)","1916","","",""
"0","2020","Alleinerziehende","181","","",""
"0","2020","Paar mit Kind(ern)","2332","","",""
"0","2020","Sonstige","106","","",""
"1","2020","1-Pers.- Haushalt","122","","",""
"1","2020","(Ehe-)Paar ohne Kind(er)","534","0.095694647818426","0.0877274026973352","0.103661892939517"
"1","2020","Alleinerziehende","72","0.0738877219548994","0.0571384376261962","0.0906370062836026"
"1","2020","Paar mit Kind(ern)","930","0.0707158401898872","0.0658130342442794","0.0756186461354951"
"1","2020","Sonstige","57","0.103399297223379","0.0769997807866043","0.129798813660153"
"2","2020","1-Pers.- Haushalt","122","","",""
"2","2020","(Ehe-)Paar ohne Kind(er)","696","0.125099413087592","0.116139293747275","0.134059532427909"
"2","2020","Alleinerziehende","103","","",""
"2","2020","Paar mit Kind(ern)","1302","","",""
"2","2020","Sonstige","55","0.137241385062465","0.107406467688924","0.167076302436006"
"3","2020","1-Pers.- Haushalt","86","0.0758215778945638","0.0601426864703247","0.091500469318803"
"3","2020","(Ehe-)Paar ohne Kind(er)","526","0.106644136209438","0.0982844968764547","0.115003775542421"
"3","2020","Alleinerziehende","87","0.0926777252685253","0.0741105103323031","0.111244940204748"
"3","2020","Paar mit Kind(ern)","1240","","",""
"3","2020","Sonstige","57","0.112555445624066","0.0851528620334404","0.139958029214692"
"4","2020","1-Pers.- Haushalt","76","0.0667624570397408","0.0519780712055632","0.0815468428739183"
"4","2020","(Ehe-)Paar ohne Kind(er)","336","0.0606445418420146","0.0541802992655023","0.0671087844185269"
"4","2020","Alleinerziehende","76","0.0736830114072935","0.0569550971540024","0.0904109256605846"
"4","2020","Paar mit Kind(ern)","861","0.0887269562582725","0.0832886440347878","0.0941652684817572"
"4","2020","Sonstige","43","0.0798448252211468","0.0563435426319861","0.103346107810308"
"5","2020","1-Pers.- Haushalt","130","","",""
"5","2020","(Ehe-)Paar ohne Kind(er)","630","0.133254409296123","0.124050053060628","0.142458765531619"
"5","2020","Alleinerziehende","177","","",""
"5","2020","Paar mit Kind(ern)","1709","","",""
"5","2020","Sonstige","94","0.153416968298286","0.122169911352547","0.184664025244024"
"6","2020","1-Pers.- Haushalt","60","0.0541624085799867","0.0407564367875907","0.0675683803723826"
"6","2020","(Ehe-)Paar ohne Kind(er)","228","","",""
"6","2020","Alleinerziehende","71","0.0907169651318347","0.0723273730386729","0.109106557224996"
"6","2020","Paar mit Kind(ern)","739","0.0755599816626814","0.0705052585045746","0.0806147048207881"
"6","2020","Sonstige","26","","",""
"7","2020","1-Pers.- Haushalt","55","0.0438297837422438","0.0317044611652555","0.055955106319232"
"7","2020","(Ehe-)Paar ohne Kind(er)","188","","",""
"7","2020","Alleinerziehende","85","0.110611839986634","0.0905290162878209","0.130694663685448"
"7","2020","Paar mit Kind(ern)","750","0.0807741930373449","0.0755627319147453","0.0859856541599445"
"7","2020","Sonstige","48","0.0537234149821013","0.0341742373182948","0.0732725926459078"
"8","2020","1-Pers.- Haushalt","36","0.0337798288729894","0.0230792369080297","0.0444804208379491"
"8","2020","(Ehe-)Paar ohne Kind(er)","127","","",""
"8","2020","Alleinerziehende","60","0.101735232508681","0.0823792077284709","0.121091257288892"
"8","2020","Paar mit Kind(ern)","430","0.036790645070527","0.0331903248358797","0.0403909653051744"
"8","2020","Sonstige","14","","",""
"9","2020","1-Pers.- Haushalt","10","","",""
"9","2020","(Ehe-)Paar ohne Kind(er)","34","0.00503834082837733","0.00312075969439208","0.00695592196236259"
"9","2020","Alleinerziehende","8","0.00991207393995905","0.00356903402503872","0.0162551138548794"
"9","2020","Paar mit Kind(ern)","131","","",""
"9","2020","Sonstige","11","","",""
"10","2020","1-Pers.- Haushalt","19","","",""
"10","2020","(Ehe-)Paar ohne Kind(er)","22","","",""
"10","2020","Alleinerziehende","17","","",""
"10","2020","Paar mit Kind(ern)","78","0.00596284176051529","0.0044903935255029","0.00743528999552767"
"10","2020","Sonstige","","","",""
