year,bula_h,sex,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,female,Seldom,0.32540,342,882,0.29446,0.35634
1990,Baden-Wuerttemberg,female,Never,0.12616,160,882,0.10424,0.14809
1990,Bavaria,male,Daily,0.03961,34,785,0.02596,0.05326
1990,Bavaria,male,At least once per week,0.29703,283,785,0.26504,0.32902
1990,Bavaria,male,At least once per month,0.21513,207,785,0.18636,0.24389
1990,Bavaria,male,Seldom,0.22647,216,785,0.19718,0.25577
1990,Bavaria,male,Never,0.04611,45,785,0.03143,0.06079
1990,Bavaria,female,At least once per week,0.20179,184,801,0.17398,0.22960
1990,Bavaria,female,At least once per month,0.25120,249,801,0.22114,0.28125
1990,Bavaria,female,Seldom,0.29471,278,801,0.26312,0.32630
1990,Bavaria,female,Never,0.09124,90,801,0.07129,0.11120
1990,Berlin,male,At least once per week,0.18622,48,128,0.11852,0.25393
1990,Berlin,male,At least once per month,0.13481,43,128,0.07541,0.19421
1990,Berlin,male,Seldom,0.13587,37,128,0.07628,0.19546
1990,Berlin,female,At least once per week,0.14310,39,141,0.08509,0.20110
1990,Berlin,female,At least once per month,0.15414,54,141,0.09433,0.21396
1990,Berlin,female,Seldom,0.15790,48,141,0.09749,0.21830
1995,Schleswig-Holstein,male,At least once per month,0.25247,40,90,0.16221,0.34273
1995,Schleswig-Holstein,male,Seldom,0.31562,50,90,0.21906,0.41218
1995,Schleswig-Holstein,female,At least once per month,0.20668,37,102,0.12770,0.28565
1995,Schleswig-Holstein,female,Seldom,0.32219,65,102,0.23105,0.41333
1995,Lower Saxony,male,At least once per week,0.17121,118,513,0.13858,0.20383
1995,Lower Saxony,male,At least once per month,0.23315,158,513,0.19652,0.26977
1995,Lower Saxony,male,Seldom,0.30614,178,513,0.26621,0.34606
1995,Lower Saxony,male,Never,0.08235,59,513,0.05854,0.10616
1995,Lower Saxony,female,At least once per week,0.09932,67,522,0.07364,0.12501
1995,Lower Saxony,female,At least once per month,0.27958,177,522,0.24105,0.31812
1995,Lower Saxony,female,Seldom,0.29088,193,522,0.25188,0.32988
1995,Lower Saxony,female,Never,0.14036,85,522,0.11053,0.17019
1995,North Rhine-Westphalia,male,Daily,0.03317,44,1239,0.02319,0.04314
1995,North Rhine-Westphalia,male,At least once per week,0.25209,370,1239,0.22791,0.27628
1995,North Rhine-Westphalia,male,At least once per month,0.21023,345,1239,0.18753,0.23292
1995,North Rhine-Westphalia,male,Seldom,0.23020,361,1239,0.20675,0.25365
1995,North Rhine-Westphalia,male,Never,0.06601,119,1239,0.05218,0.07985
1995,North Rhine-Westphalia,female,At least once per week,0.16857,259,1305,0.14825,0.18889
1995,North Rhine-Westphalia,female,At least once per month,0.25300,393,1305,0.22940,0.27659
1995,North Rhine-Westphalia,female,Seldom,0.29077,458,1305,0.26612,0.31541
1995,North Rhine-Westphalia,female,Never,0.10597,195,1305,0.08926,0.12268
1995,Hesse,male,At least once per week,0.23102,119,429,0.19109,0.27095
1995,Hesse,male,At least once per month,0.17814,109,429,0.14189,0.21439
1995,Hesse,male,Seldom,0.26651,144,429,0.22462,0.30839
1995,Hesse,male,Never,0.09284,57,429,0.06534,0.12033
1995,Hesse,female,At least once per week,0.16107,85,485,0.12833,0.19382
1995,Hesse,female,At least once per month,0.21558,126,485,0.17894,0.25221
1995,Hesse,female,Seldom,0.34909,191,485,0.30663,0.39156
1995,Hesse,female,Never,0.15888,83,485,0.12631,0.19145
1995,"Rhineland-Palatinate, Saarland",male,At least once per week,0.22943,88,335,0.18433,0.27452
1995,"Rhineland-Palatinate, Saarland",male,At least once per month,0.17427,72,335,0.13359,0.21496
1995,"Rhineland-Palatinate, Saarland",male,Seldom,0.25162,120,335,0.20508,0.29815
1995,"Rhineland-Palatinate, Saarland",male,Never,0.11688,55,335,0.08243,0.15134
1995,"Rhineland-Palatinate, Saarland",female,At least once per week,0.14938,59,366,0.11281,0.18595
1995,"Rhineland-Palatinate, Saarland",female,At least once per month,0.20245,91,366,0.16123,0.24368
1995,"Rhineland-Palatinate, Saarland",female,Seldom,0.31462,150,366,0.26698,0.36226
1995,"Rhineland-Palatinate, Saarland",female,Never,0.14496,66,366,0.10884,0.18107
1995,Baden-Wuerttemberg,male,At least once per week,0.25207,270,856,0.22297,0.28118
1995,Baden-Wuerttemberg,male,At least once per month,0.20227,225,856,0.17534,0.22919
1995,Baden-Wuerttemberg,male,Seldom,0.24394,273,856,0.21516,0.27273
1995,Baden-Wuerttemberg,male,Never,0.07300,88,856,0.05556,0.09044
1995,Baden-Wuerttemberg,female,At least once per week,0.13502,149,904,0.11273,0.15731
1995,Baden-Wuerttemberg,female,At least once per month,0.26627,276,904,0.23744,0.29510
1995,Baden-Wuerttemberg,female,Seldom,0.32823,360,904,0.29760,0.35885
1995,Baden-Wuerttemberg,female,Never,0.08833,119,904,0.06982,0.10684
1995,Bavaria,male,Daily,0.03689,39,822,0.02399,0.04978
1995,Bavaria,male,At least once per week,0.29233,298,822,0.26121,0.32344
1995,Bavaria,male,At least once per month,0.22334,219,822,0.19485,0.25183
1995,Bavaria,male,Seldom,0.20466,207,822,0.17707,0.23226
1995,Bavaria,male,Never,0.06373,59,822,0.04702,0.08044
1995,Bavaria,female,At least once per week,0.22363,224,845,0.19552,0.25174
1995,Bavaria,female,At least once per month,0.23381,267,845,0.20525,0.26236
1995,Bavaria,female,Seldom,0.24496,265,845,0.21595,0.27398
1995,Bavaria,female,Never,0.10214,89,845,0.08171,0.12258
1995,Berlin,male,At least once per week,0.19269,61,232,0.14183,0.24355
1995,Berlin,male,At least once per month,0.26653,87,232,0.20951,0.32354
1995,Berlin,male,Seldom,0.23490,84,232,0.18023,0.28957
1995,Berlin,female,At least once per week,0.15470,52,294,0.11329,0.19610
1995,Berlin,female,At least once per month,0.27938,101,294,0.22800,0.33076
1995,Berlin,female,Seldom,0.25821,98,294,0.20810,0.30833
1995,Berlin,female,Never,0.14098,43,294,0.10113,0.18083
1995,Brandenburg,male,At least once per week,0.14028,45,273,0.09901,0.18155
1995,Brandenburg,male,At least once per month,0.15773,61,273,0.11441,0.20105
1995,Brandenburg,male,Seldom,0.35417,128,273,0.29733,0.41101
1995,Brandenburg,male,Never,0.14186,39,273,0.10040,0.18333
1995,Brandenburg,female,At least once per month,0.17451,70,285,0.13037,0.21865
1995,Brandenburg,female,Seldom,0.39252,152,285,0.33573,0.44932
1995,Brandenburg,female,Never,0.22342,63,285,0.17498,0.27187
1995,Mecklenburg-Western Pomerania,male,At least once per month,0.23082,60,149,0.16294,0.29871
1995,Mecklenburg-Western Pomerania,male,Seldom,0.35115,89,149,0.27425,0.42805
1995,Mecklenburg-Western Pomerania,female,At least once per month,0.23172,59,166,0.16734,0.29610
1995,Mecklenburg-Western Pomerania,female,Seldom,0.39306,107,166,0.31853,0.46759
1995,Saxony,male,At least once per week,0.11416,79,510,0.08653,0.14179
1995,Saxony,male,At least once per month,0.18023,125,510,0.14684,0.21362
1995,Saxony,male,Seldom,0.36617,229,510,0.32432,0.40802
1995,Saxony,male,Never,0.13959,77,510,0.10949,0.16970
1995,Saxony,female,At least once per week,0.08005,58,576,0.05787,0.10224
1995,Saxony,female,At least once per month,0.18250,135,576,0.15093,0.21407
1995,Saxony,female,Seldom,0.34557,256,576,0.30670,0.38445
1995,Saxony,female,Never,0.22447,127,576,0.19037,0.25857
1995,Saxony-Anhalt,male,At least once per week,0.09453,45,307,0.06175,0.12731
1995,Saxony-Anhalt,male,At least once per month,0.18893,74,307,0.14507,0.23279
1995,Saxony-Anhalt,male,Seldom,0.31939,130,307,0.26715,0.37163
1995,Saxony-Anhalt,male,Never,0.20428,58,307,0.15911,0.24946
1995,Saxony-Anhalt,female,At least once per week,0.05802,37,366,0.03404,0.08201
1995,Saxony-Anhalt,female,At least once per month,0.18964,92,366,0.14942,0.22985
1995,Saxony-Anhalt,female,Seldom,0.37780,160,366,0.32806,0.42754
1995,Saxony-Anhalt,female,Never,0.21872,77,366,0.17631,0.26113
1995,Thuringa,male,At least once per week,0.13476,51,307,0.09650,0.17302
1995,Thuringa,male,At least once per month,0.20544,76,307,0.16017,0.25071
1995,Thuringa,male,Seldom,0.28764,134,307,0.23692,0.33836
1995,Thuringa,male,Never,0.15511,46,307,0.11455,0.19567
1995,Thuringa,female,At least once per month,0.17669,74,310,0.13417,0.21922
1995,Thuringa,female,Seldom,0.37182,171,310,0.31793,0.42570
1995,Thuringa,female,Never,0.20271,65,310,0.15788,0.24753
1998,Schleswig-Holstein,male,At least once per month,0.31281,56,122,0.23020,0.39542
1998,Schleswig-Holstein,male,Seldom,0.31439,66,122,0.23167,0.39712
1998,Schleswig-Holstein,female,At least once per month,0.22192,59,145,0.15405,0.28979
1998,Schleswig-Holstein,female,Seldom,0.38364,86,145,0.30422,0.46307
1998,Hamburg,female,At least once per month,0.25478,32,32,0.10139,0.40818
1998,Lower Saxony,male,At least once per week,0.18005,126,581,0.14878,0.21132
1998,Lower Saxony,male,At least once per month,0.25699,206,581,0.22143,0.29255
1998,Lower Saxony,male,Seldom,0.29192,203,581,0.25492,0.32892
1998,Lower Saxony,male,Never,0.06160,46,581,0.04203,0.08117
1998,Lower Saxony,female,At least once per week,0.13609,94,596,0.10854,0.16364
1998,Lower Saxony,female,At least once per month,0.22992,192,596,0.19611,0.26373
1998,Lower Saxony,female,Seldom,0.33853,249,596,0.30051,0.37655
1998,Lower Saxony,female,Never,0.09840,61,596,0.07447,0.12233
1998,North Rhine-Westphalia,male,Daily,0.02429,43,1362,0.01611,0.03247
1998,North Rhine-Westphalia,male,At least once per week,0.24114,388,1362,0.21841,0.26386
1998,North Rhine-Westphalia,male,At least once per month,0.25109,418,1362,0.22805,0.27413
1998,North Rhine-Westphalia,male,Seldom,0.24292,418,1362,0.22014,0.26570
1998,North Rhine-Westphalia,male,Never,0.04909,95,1362,0.03761,0.06057
1998,North Rhine-Westphalia,female,At least once per week,0.16270,294,1452,0.14371,0.18169
1998,North Rhine-Westphalia,female,At least once per month,0.27597,475,1452,0.25297,0.29897
1998,North Rhine-Westphalia,female,Seldom,0.27491,502,1452,0.25194,0.29788
1998,North Rhine-Westphalia,female,Never,0.10218,181,1452,0.08659,0.11776
1998,Hesse,male,At least once per week,0.24131,138,452,0.20182,0.28080
1998,Hesse,male,At least once per month,0.19323,122,452,0.15679,0.22967
1998,Hesse,male,Seldom,0.25147,145,452,0.21143,0.29151
1998,Hesse,male,Never,0.07298,47,452,0.04898,0.09699
1998,Hesse,female,At least once per week,0.18267,96,475,0.14788,0.21745
1998,Hesse,female,At least once per month,0.24766,138,475,0.20880,0.28652
1998,Hesse,female,Seldom,0.30167,166,475,0.26035,0.34300
1998,Hesse,female,Never,0.13020,75,475,0.09990,0.16049
1998,"Rhineland-Palatinate, Saarland",male,At least once per week,0.22767,103,377,0.18528,0.27005
1998,"Rhineland-Palatinate, Saarland",male,At least once per month,0.21592,102,377,0.17433,0.25751
1998,"Rhineland-Palatinate, Saarland",male,Seldom,0.24377,122,377,0.20037,0.28717
1998,"Rhineland-Palatinate, Saarland",male,Never,0.10476,50,377,0.07380,0.13571
1998,"Rhineland-Palatinate, Saarland",female,At least once per week,0.15119,74,411,0.11652,0.18587
1998,"Rhineland-Palatinate, Saarland",female,At least once per month,0.21634,109,411,0.17648,0.25619
1998,"Rhineland-Palatinate, Saarland",female,Seldom,0.31033,154,411,0.26555,0.35512
1998,"Rhineland-Palatinate, Saarland",female,Never,0.14276,74,411,0.10890,0.17663
1998,Baden-Wuerttemberg,male,At least once per week,0.25287,279,853,0.22368,0.28206
1998,Baden-Wuerttemberg,male,At least once per month,0.21787,227,853,0.19015,0.24559
1998,Baden-Wuerttemberg,male,Seldom,0.24611,272,853,0.21718,0.27503
1998,Baden-Wuerttemberg,male,Never,0.05788,75,853,0.04220,0.07356
1998,Baden-Wuerttemberg,female,At least once per week,0.17326,197,915,0.14872,0.19780
1998,Baden-Wuerttemberg,female,At least once per month,0.25615,267,915,0.22786,0.28445
1998,Baden-Wuerttemberg,female,Seldom,0.28972,339,915,0.26032,0.31913
1998,Baden-Wuerttemberg,female,Never,0.09558,112,915,0.07651,0.11464
1998,Bavaria,male,At least once per week,0.27811,313,880,0.24849,0.30773
1998,Bavaria,male,At least once per month,0.24013,257,880,0.21190,0.26837
1998,Bavaria,male,Seldom,0.22586,259,880,0.19822,0.25350
1998,Bavaria,male,Never,0.06316,51,880,0.04708,0.07924
1998,Bavaria,female,At least once per week,0.18983,226,944,0.16480,0.21486
1998,Bavaria,female,At least once per month,0.25795,313,944,0.23002,0.28587
1998,Bavaria,female,Seldom,0.27523,314,944,0.24672,0.30373
1998,Bavaria,female,Never,0.08541,91,944,0.06757,0.10325
1998,Berlin,male,At least once per week,0.22472,65,224,0.16993,0.27950
1998,Berlin,male,At least once per month,0.22603,73,224,0.17113,0.28093
1998,Berlin,male,Seldom,0.26158,86,224,0.20389,0.31926
1998,Berlin,female,At least once per week,0.16056,49,253,0.11523,0.20589
1998,Berlin,female,At least once per month,0.33350,105,253,0.27529,0.39172
1998,Berlin,female,Seldom,0.27955,99,253,0.22414,0.33496
1998,Brandenburg,male,At least once per week,0.13279,47,272,0.09239,0.17319
1998,Brandenburg,male,At least once per month,0.18279,70,272,0.13677,0.22881
1998,Brandenburg,male,Seldom,0.43114,155,272,0.37217,0.49010
1998,Brandenburg,female,At least once per month,0.20507,78,294,0.15884,0.25130
1998,Brandenburg,female,Seldom,0.44187,171,294,0.38501,0.49873
1998,Brandenburg,female,Never,0.14637,45,294,0.10589,0.18684
1998,Mecklenburg-Western Pomerania,male,At least once per month,0.20231,47,148,0.13737,0.26726
1998,Mecklenburg-Western Pomerania,male,Seldom,0.40667,101,148,0.32726,0.48608
1998,Mecklenburg-Western Pomerania,female,At least once per month,0.19610,53,162,0.13477,0.25743
1998,Mecklenburg-Western Pomerania,female,Seldom,0.39002,109,162,0.31468,0.46536
1998,Saxony,male,At least once per week,0.12846,94,568,0.10092,0.15600
1998,Saxony,male,At least once per month,0.18691,138,568,0.15482,0.21900
1998,Saxony,male,Seldom,0.37236,266,568,0.33257,0.41215
1998,Saxony,male,Never,0.12866,70,568,0.10110,0.15622
1998,Saxony,female,At least once per week,0.07181,51,607,0.05126,0.09237
1998,Saxony,female,At least once per month,0.20409,151,607,0.17200,0.23618
1998,Saxony,female,Seldom,0.42788,320,607,0.38849,0.46727
1998,Saxony,female,Never,0.13807,85,607,0.11060,0.16553
1998,Saxony-Anhalt,male,At least once per week,0.11117,45,323,0.07683,0.14550
1998,Saxony-Anhalt,male,At least once per month,0.16305,70,323,0.12270,0.20340
1998,Saxony-Anhalt,male,Seldom,0.40908,157,323,0.35537,0.46278
1998,Saxony-Anhalt,male,Never,0.16591,51,323,0.12528,0.20655
1998,Saxony-Anhalt,female,At least once per month,0.17380,80,329,0.13279,0.21481
1998,Saxony-Anhalt,female,Seldom,0.43130,185,329,0.37770,0.48490
1998,Saxony-Anhalt,female,Never,0.19662,64,329,0.15361,0.23963
1998,Thuringa,male,At least once per week,0.16359,76,346,0.12456,0.20263
1998,Thuringa,male,At least once per month,0.17284,83,346,0.13294,0.21274
1998,Thuringa,male,Seldom,0.36111,156,346,0.31043,0.41180
1998,Thuringa,male,Never,0.08892,31,346,0.05888,0.11895
1998,Thuringa,female,At least once per week,0.07963,36,374,0.05215,0.10710
1998,Thuringa,female,At least once per month,0.18906,96,374,0.14932,0.22879
1998,Thuringa,female,Seldom,0.37429,185,374,0.32518,0.42340
1998,Thuringa,female,Never,0.16926,57,374,0.13121,0.20732
2003,Schleswig-Holstein,male,At least once per week,0.16463,63,298,0.12245,0.20680
2003,Schleswig-Holstein,male,At least once per month,0.27420,108,298,0.22346,0.32493
2003,Schleswig-Holstein,male,Seldom,0.35242,127,298,0.29809,0.40675
2003,Schleswig-Holstein,female,At least once per week,0.10503,42,344,0.07258,0.13747
2003,Schleswig-Holstein,female,At least once per month,0.23243,122,344,0.18772,0.27713
2003,Schleswig-Holstein,female,Seldom,0.35425,146,344,0.30363,0.40486
2003,Schleswig-Holstein,female,Never,0.11200,34,344,0.07863,0.14538
2003,Hamburg,male,At least once per week,0.32249,52,130,0.24182,0.40315
2003,Hamburg,male,At least once per month,0.20084,40,130,0.13171,0.26998
2003,Hamburg,male,Seldom,0.27889,38,130,0.20150,0.35628
2003,Hamburg,female,At least once per week,0.20405,43,149,0.13912,0.26898
2003,Hamburg,female,At least once per month,0.27240,55,149,0.20068,0.34413
2003,Hamburg,female,Seldom,0.30394,51,149,0.22983,0.37804
2003,Lower Saxony,male,At least once per week,0.15907,207,898,0.13513,0.18300
2003,Lower Saxony,male,At least once per month,0.23665,293,898,0.20884,0.26446
2003,Lower Saxony,male,Seldom,0.33215,332,898,0.30133,0.36298
2003,Lower Saxony,male,Never,0.06501,66,898,0.04888,0.08115
2003,Lower Saxony,female,At least once per week,0.11282,157,976,0.09296,0.13268
2003,Lower Saxony,female,At least once per month,0.27059,332,976,0.24270,0.29847
2003,Lower Saxony,female,Seldom,0.34964,396,976,0.31971,0.37958
2003,Lower Saxony,female,Never,0.09516,91,976,0.07674,0.11358
2003,Bremen,female,At least once per month,0.30268,36,36,0.15048,0.45489
2003,North Rhine-Westphalia,male,Daily,0.02032,57,2259,0.01450,0.02614
2003,North Rhine-Westphalia,male,At least once per week,0.22427,645,2259,0.20707,0.24148
2003,North Rhine-Westphalia,male,At least once per month,0.24827,701,2259,0.23045,0.26608
2003,North Rhine-Westphalia,male,Seldom,0.25525,680,2259,0.23727,0.27324
2003,North Rhine-Westphalia,male,Never,0.07653,176,2259,0.06556,0.08750
2003,North Rhine-Westphalia,female,At least once per week,0.15660,488,2380,0.14199,0.17120
2003,North Rhine-Westphalia,female,At least once per month,0.27063,830,2380,0.25278,0.28849
2003,North Rhine-Westphalia,female,Seldom,0.29058,803,2380,0.27234,0.30883
2003,North Rhine-Westphalia,female,Never,0.10778,259,2380,0.09532,0.12024
2003,Hesse,male,At least once per week,0.25916,241,710,0.22691,0.29142
2003,Hesse,male,At least once per month,0.21424,207,710,0.18404,0.24445
2003,Hesse,male,Seldom,0.22738,202,710,0.19652,0.25823
2003,Hesse,male,Never,0.07514,60,710,0.05574,0.09455
2003,Hesse,female,At least once per week,0.17797,180,761,0.15078,0.20516
2003,Hesse,female,At least once per month,0.25801,264,761,0.22690,0.28912
2003,Hesse,female,Seldom,0.30312,249,761,0.27045,0.33580
2003,Hesse,female,Never,0.08944,68,761,0.06915,0.10973
2003,"Rhineland-Palatinate, Saarland",male,At least once per week,0.21232,175,622,0.18016,0.24449
2003,"Rhineland-Palatinate, Saarland",male,At least once per month,0.24366,187,622,0.20989,0.27742
2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.25471,196,622,0.22044,0.28897
2003,"Rhineland-Palatinate, Saarland",male,Never,0.08529,64,622,0.06332,0.10726
2003,"Rhineland-Palatinate, Saarland",female,At least once per week,0.13661,137,709,0.11131,0.16191
2003,"Rhineland-Palatinate, Saarland",female,At least once per month,0.22641,205,709,0.19558,0.25724
2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.33460,271,709,0.29984,0.36936
2003,"Rhineland-Palatinate, Saarland",female,Never,0.12244,96,709,0.09829,0.14658
2003,Baden-Wuerttemberg,male,Daily,0.01880,33,1304,0.01142,0.02617
2003,Baden-Wuerttemberg,male,At least once per week,0.22700,393,1304,0.20425,0.24974
2003,Baden-Wuerttemberg,male,At least once per month,0.21526,380,1304,0.19294,0.23757
2003,Baden-Wuerttemberg,male,Seldom,0.25520,391,1304,0.23153,0.27887
2003,Baden-Wuerttemberg,male,Never,0.06925,107,1304,0.05547,0.08304
2003,Baden-Wuerttemberg,female,At least once per week,0.16348,307,1361,0.14383,0.18314
2003,Baden-Wuerttemberg,female,At least once per month,0.24702,416,1361,0.22410,0.26994
2003,Baden-Wuerttemberg,female,Seldom,0.30810,487,1361,0.28356,0.33264
2003,Baden-Wuerttemberg,female,Never,0.09767,151,1361,0.08189,0.11345
2003,Bavaria,male,Daily,0.03544,59,1472,0.02599,0.04489
2003,Bavaria,male,At least once per week,0.24037,481,1472,0.21853,0.26221
2003,Bavaria,male,At least once per month,0.22782,424,1472,0.20638,0.24925
2003,Bavaria,male,Seldom,0.26266,436,1472,0.24017,0.28515
2003,Bavaria,male,Never,0.06318,72,1472,0.05074,0.07561
2003,Bavaria,female,At least once per week,0.17710,392,1627,0.15854,0.19565
2003,Bavaria,female,At least once per month,0.25011,552,1627,0.22906,0.27116
2003,Bavaria,female,Seldom,0.30506,550,1627,0.28268,0.32744
2003,Bavaria,female,Never,0.09296,133,1627,0.07884,0.10707
2003,Berlin,male,At least once per week,0.27900,137,377,0.23367,0.32434
2003,Berlin,male,At least once per month,0.23382,115,377,0.19104,0.27660
2003,Berlin,male,Seldom,0.25161,125,377,0.20774,0.29547
2003,Berlin,female,At least once per week,0.15960,93,404,0.12384,0.19535
2003,Berlin,female,At least once per month,0.27128,139,404,0.22787,0.31469
2003,Berlin,female,Seldom,0.31857,141,404,0.27308,0.36406
2003,Berlin,female,Never,0.07397,31,404,0.04841,0.09952
2003,Brandenburg,male,At least once per week,0.12770,74,453,0.09693,0.15846
2003,Brandenburg,male,At least once per month,0.19738,103,453,0.16069,0.23407
2003,Brandenburg,male,Seldom,0.43060,224,453,0.38495,0.47625
2003,Brandenburg,male,Never,0.09502,52,453,0.06798,0.12205
2003,Brandenburg,female,At least once per week,0.06120,39,485,0.03984,0.08255
2003,Brandenburg,female,At least once per month,0.19213,112,485,0.15703,0.22723
2003,Brandenburg,female,Seldom,0.46672,263,485,0.42228,0.51117
2003,Brandenburg,female,Never,0.15704,71,485,0.12463,0.18946
2003,Mecklenburg-Western Pomerania,male,At least once per month,0.17635,55,210,0.12468,0.22802
2003,Mecklenburg-Western Pomerania,male,Seldom,0.48302,123,210,0.41527,0.55077
2003,Mecklenburg-Western Pomerania,male,Never,0.14361,32,210,0.09607,0.19116
2003,Mecklenburg-Western Pomerania,female,At least once per month,0.20304,78,256,0.15367,0.25241
2003,Mecklenburg-Western Pomerania,female,Seldom,0.44801,139,256,0.38697,0.50904
2003,Mecklenburg-Western Pomerania,female,Never,0.13202,39,256,0.09047,0.17357
2003,Saxony,male,At least once per week,0.13388,128,785,0.11004,0.15771
2003,Saxony,male,At least once per month,0.21374,211,785,0.18504,0.24243
2003,Saxony,male,Seldom,0.37375,352,785,0.33988,0.40761
2003,Saxony,male,Never,0.11787,94,785,0.09530,0.14045
2003,Saxony,female,At least once per week,0.10203,101,814,0.08123,0.12284
2003,Saxony,female,At least once per month,0.22586,216,814,0.19712,0.25461
2003,Saxony,female,Seldom,0.40124,387,814,0.36755,0.43493
2003,Saxony,female,Never,0.14360,110,814,0.11949,0.16770
2003,Saxony-Anhalt,male,At least once per week,0.11833,55,430,0.08777,0.14890
2003,Saxony-Anhalt,male,At least once per month,0.20549,112,430,0.16725,0.24373
2003,Saxony-Anhalt,male,Seldom,0.38465,200,430,0.33861,0.43069
2003,Saxony-Anhalt,male,Never,0.15423,63,430,0.12005,0.18840
2003,Saxony-Anhalt,female,At least once per week,0.07141,54,495,0.04870,0.09412
2003,Saxony-Anhalt,female,At least once per month,0.19514,107,495,0.16019,0.23009
2003,Saxony-Anhalt,female,Seldom,0.43886,258,495,0.39510,0.48263
2003,Saxony-Anhalt,female,Never,0.17206,76,495,0.13877,0.20534
2003,Thuringa,male,At least once per week,0.17423,92,460,0.13953,0.20894
2003,Thuringa,male,At least once per month,0.15989,103,460,0.12636,0.19342
2003,Thuringa,male,Seldom,0.39803,215,460,0.35324,0.44281
2003,Thuringa,male,Never,0.11262,50,460,0.08370,0.14154
2003,Thuringa,female,At least once per week,0.10361,59,487,0.07652,0.13070
2003,Thuringa,female,At least once per month,0.20135,126,487,0.16569,0.23700
2003,Thuringa,female,Seldom,0.41551,241,487,0.37170,0.45932
2003,Thuringa,female,Never,0.16140,61,487,0.12869,0.19411
2008,Schleswig-Holstein,male,At least once per week,0.12061,39,231,0.07852,0.16270
2008,Schleswig-Holstein,male,At least once per month,0.25269,77,231,0.19653,0.30885
