year,pgisced97,pli0079,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2019,Post-secondary Non-tertiary Level,At least once per month,0.4150776053215078,42417,0.4103883932677174,0.41976681737529814
2019,Post-secondary Non-tertiary Level,Seldom,0.2709534368070953,42417,0.26672372222731805,0.2751831513868726
2019,Post-secondary Non-tertiary Level,At least once per week,0.24257206208425722,42417,0.23849284190936423,0.2466512822591502
2019,Post-secondary Non-tertiary Level,Never,0.05277161862527716,42417,0.05064390264479421,0.05489933460576012
2019,Post-secondary Non-tertiary Level,Daily,0.01862527716186253,42417,0.017338643520267608,0.01991191080345745
2019,First Stage of Tertiary Education,At least once per month,0.38711619506321493,42417,0.38248070302194237,0.3917516871044875
2019,First Stage of Tertiary Education,Seldom,0.28838049367850693,42417,0.2840693454103003,0.29269164194671354
2019,First Stage of Tertiary Education,At least once per week,0.27453341360626127,42417,0.2702863143660061,0.27878051284651645
2019,First Stage of Tertiary Education,Never,0.031306441902468396,42417,0.029649160876587217,0.03296372292834958
2019,First Stage of Tertiary Education,Daily,0.018663455749548464,42417,0.017375529148075587,0.01995138235102134
2019,Second Stage of Tertiary Education,At least once per month,0.4002381582429214,42417,0.39557548739684817,0.40490082908899466
2019,Second Stage of Tertiary Education,At least once per week,0.3246890711828526,42417,0.3202327978491873,0.32914534451651795
2019,Second Stage of Tertiary Education,Seldom,0.22016406456734586,42417,0.2162207544238897,0.22410737471080203
2019,Second Stage of Tertiary Education,Never,0.03135750198465202,42417,0.02969891372991821,0.033016090239385835
2019,Second Stage of Tertiary Education,Daily,0.023551204022228104,42417,0.022108034358258685,0.024994373686197523
