year,bula_h,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Thuringa,Seldom,0.36799,341,720,0.33274,0.40324
1998,Thuringa,Never,0.13082,88,720,0.10617,0.15546
2003,Schleswig-Holstein,At least once per week,0.13374,105,662,0.10779,0.15968
2003,Schleswig-Holstein,At least once per month,0.25255,230,662,0.21943,0.28567
2003,Schleswig-Holstein,Seldom,0.35337,273,662,0.31693,0.38981
2003,Schleswig-Holstein,Never,0.08497,54,662,0.06372,0.10623
2003,Hamburg,At least once per week,0.25722,95,279,0.20584,0.30860
2003,Hamburg,At least once per month,0.24028,95,279,0.19005,0.29050
2003,Hamburg,Seldom,0.29269,89,279,0.23921,0.34618
2003,Lower Saxony,At least once per week,0.13572,364,1874,0.12021,0.15123
2003,Lower Saxony,At least once per month,0.25378,625,1874,0.23407,0.27349
2003,Lower Saxony,Seldom,0.34098,728,1874,0.31952,0.36245
2003,Lower Saxony,Never,0.08023,157,1874,0.06793,0.09254
2003,Bremen,At least once per week,0.17660,39,155,0.11637,0.23683
2003,Bremen,At least once per month,0.28823,62,155,0.21669,0.35977
2003,Bremen,Seldom,0.27693,54,155,0.20625,0.34761
2003,North Rhine-Westphalia,Daily,0.01315,74,4656,0.00988,0.01643
2003,North Rhine-Westphalia,At least once per week,0.18995,1133,4656,0.17868,0.20122
2003,North Rhine-Westphalia,At least once per month,0.25961,1531,4656,0.24702,0.27220
2003,North Rhine-Westphalia,Seldom,0.27317,1483,4656,0.26037,0.28597
2003,North Rhine-Westphalia,Never,0.09238,435,4656,0.08406,0.10070
2003,Hesse,At least once per week,0.21989,421,1471,0.19871,0.24106
2003,Hesse,At least once per month,0.23542,471,1471,0.21373,0.25710
2003,Hesse,Seldom,0.26402,451,1471,0.24148,0.28655
2003,Hesse,Never,0.08206,128,1471,0.06803,0.09609
2003,"Rhineland-Palatinate, Saarland",At least once per week,0.17304,312,1331,0.15271,0.19337
2003,"Rhineland-Palatinate, Saarland",At least once per month,0.23471,392,1331,0.21193,0.25749
2003,"Rhineland-Palatinate, Saarland",Seldom,0.29616,467,1331,0.27162,0.32069
2003,"Rhineland-Palatinate, Saarland",Never,0.10456,160,1331,0.08812,0.12101
2003,Baden-Wuerttemberg,Daily,0.01144,48,2680,0.00741,0.01547
2003,Baden-Wuerttemberg,At least once per week,0.19490,700,2680,0.17990,0.20990
2003,Baden-Wuerttemberg,At least once per month,0.23131,796,2680,0.21534,0.24728
2003,Baden-Wuerttemberg,Seldom,0.28194,878,2680,0.26490,0.29898
2003,Baden-Wuerttemberg,Never,0.08362,258,2680,0.07313,0.09410
2003,Bavaria,Daily,0.02317,80,3120,0.01789,0.02845
2003,Bavaria,At least once per week,0.20666,873,3120,0.19245,0.22087
2003,Bavaria,At least once per month,0.23969,976,3120,0.22471,0.25468
2003,Bavaria,Seldom,0.28525,986,3120,0.26940,0.30109
2003,Bavaria,Never,0.07904,205,3120,0.06957,0.08851
2003,Berlin,At least once per week,0.22059,230,802,0.19187,0.24930
2003,Berlin,At least once per month,0.25215,254,802,0.22207,0.28222
2003,Berlin,Seldom,0.28437,266,802,0.25313,0.31561
2003,Berlin,Never,0.06344,52,802,0.04656,0.08033
2003,Brandenburg,At least once per week,0.09436,113,938,0.07564,0.11307
2003,Brandenburg,At least once per month,0.19475,215,938,0.16939,0.22010
2003,Brandenburg,Seldom,0.44871,487,938,0.41686,0.48056
2003,Brandenburg,Never,0.12611,123,938,0.10486,0.14737
2003,Mecklenburg-Western Pomerania,At least once per week,0.06964,56,522,0.04778,0.09150
2003,Mecklenburg-Western Pomerania,At least once per month,0.19076,133,522,0.15703,0.22450
2003,Mecklenburg-Western Pomerania,Seldom,0.46411,262,522,0.42129,0.50693
2003,Mecklenburg-Western Pomerania,Never,0.13735,71,522,0.10779,0.16691
2003,Saxony,At least once per week,0.11833,229,1599,0.10249,0.13416
2003,Saxony,At least once per month,0.21966,427,1599,0.19936,0.23996
2003,Saxony,Seldom,0.38717,739,1599,0.36329,0.41105
2003,Saxony,Never,0.13044,204,1599,0.11392,0.14695
2003,Saxony-Anhalt,At least once per week,0.09344,109,925,0.07467,0.11221
2003,Saxony-Anhalt,At least once per month,0.20000,219,925,0.17421,0.22579
2003,Saxony-Anhalt,Seldom,0.41341,458,925,0.38166,0.44516
2003,Saxony-Anhalt,Never,0.16369,139,925,0.13983,0.18754
2003,Thuringa,At least once per week,0.13953,151,947,0.11745,0.16161
2003,Thuringa,At least once per month,0.18026,229,947,0.15576,0.20476
2003,Thuringa,Seldom,0.40662,456,947,0.37532,0.43792
2003,Thuringa,Never,0.13659,111,947,0.11471,0.15848
2008,Schleswig-Holstein,At least once per week,0.11066,79,537,0.08411,0.13722
2008,Schleswig-Holstein,At least once per month,0.26810,172,537,0.23060,0.30560
2008,Schleswig-Holstein,Seldom,0.35872,235,537,0.31811,0.39932
2008,Schleswig-Holstein,Never,0.07020,51,537,0.04857,0.09183
2008,Hamburg,At least once per week,0.25194,86,267,0.19977,0.30411
2008,Hamburg,At least once per month,0.29085,98,267,0.23627,0.34543
2008,Hamburg,Seldom,0.28598,83,267,0.23168,0.34029
2008,Lower Saxony,At least once per week,0.13677,314,1712,0.12049,0.15305
2008,Lower Saxony,At least once per month,0.26344,570,1712,0.24257,0.28431
2008,Lower Saxony,Seldom,0.34221,705,1712,0.31973,0.36470
2008,Lower Saxony,Never,0.07726,123,1712,0.06461,0.08991
2008,Bremen,At least once per week,0.18910,33,126,0.12045,0.25775
2008,Bremen,At least once per month,0.30848,44,126,0.22751,0.38945
2008,Bremen,Seldom,0.31318,49,126,0.23188,0.39449
2008,North Rhine-Westphalia,Daily,0.01573,58,3922,0.01184,0.01963
2008,North Rhine-Westphalia,At least once per week,0.18009,893,3922,0.16806,0.19212
2008,North Rhine-Westphalia,At least once per month,0.24894,1238,3922,0.23540,0.26247
2008,North Rhine-Westphalia,Seldom,0.30303,1388,3922,0.28864,0.31741
2008,North Rhine-Westphalia,Never,0.08464,345,3922,0.07593,0.09336
2008,Hesse,At least once per week,0.19817,334,1297,0.17647,0.21988
2008,Hesse,At least once per month,0.24966,423,1297,0.22610,0.27323
2008,Hesse,Seldom,0.27821,432,1297,0.25381,0.30260
2008,Hesse,Never,0.07361,108,1297,0.05939,0.08782
2008,"Rhineland-Palatinate, Saarland",At least once per week,0.14143,198,1078,0.12062,0.16224
2008,"Rhineland-Palatinate, Saarland",At least once per month,0.22411,326,1078,0.19921,0.24902
2008,"Rhineland-Palatinate, Saarland",Seldom,0.32557,431,1078,0.29759,0.35356
2008,"Rhineland-Palatinate, Saarland",Never,0.11745,123,1078,0.09822,0.13668
2008,Baden-Wuerttemberg,At least once per week,0.21268,622,2321,0.19603,0.22934
2008,Baden-Wuerttemberg,At least once per month,0.24649,736,2321,0.22895,0.26403
2008,Baden-Wuerttemberg,Seldom,0.28517,798,2321,0.26679,0.30354
2008,Baden-Wuerttemberg,Never,0.06638,165,2321,0.05625,0.07651
2008,Bavaria,Daily,0.01910,65,2748,0.01398,0.02422
2008,Bavaria,At least once per week,0.22149,781,2748,0.20596,0.23702
2008,Bavaria,At least once per month,0.23337,810,2748,0.21756,0.24919
2008,Bavaria,Seldom,0.27686,888,2748,0.26013,0.29360
2008,Bavaria,Never,0.08207,204,2748,0.07181,0.09234
2008,Berlin,At least once per week,0.21591,184,711,0.18564,0.24617
2008,Berlin,At least once per month,0.25008,236,711,0.21823,0.28194
2008,Berlin,Seldom,0.31618,244,711,0.28198,0.35039
2008,Berlin,Never,0.07215,47,711,0.05312,0.09119
2008,Brandenburg,At least once per week,0.06748,69,815,0.05025,0.08471
2008,Brandenburg,At least once per month,0.22729,212,815,0.19850,0.25608
2008,Brandenburg,Seldom,0.41056,410,815,0.37676,0.44435
2008,Brandenburg,Never,0.14847,124,815,0.12404,0.17289
2008,Mecklenburg-Western Pomerania,At least once per week,0.07286,49,482,0.04963,0.09609
2008,Mecklenburg-Western Pomerania,At least once per month,0.20468,125,482,0.16862,0.24074
2008,Mecklenburg-Western Pomerania,Seldom,0.45419,247,482,0.40970,0.49869
2008,Mecklenburg-Western Pomerania,Never,0.14100,61,482,0.10990,0.17210
2008,Saxony,At least once per week,0.11569,165,1425,0.09908,0.13230
2008,Saxony,At least once per month,0.22613,385,1425,0.20440,0.24786
2008,Saxony,Seldom,0.40009,713,1425,0.37464,0.42554
2008,Saxony,Never,0.12183,162,1425,0.10484,0.13882
2008,Saxony-Anhalt,At least once per week,0.08297,84,808,0.06394,0.10200
2008,Saxony-Anhalt,At least once per month,0.21996,193,808,0.19138,0.24854
2008,Saxony-Anhalt,Seldom,0.43787,423,808,0.40364,0.47210
2008,Saxony-Anhalt,Never,0.13293,108,808,0.10951,0.15636
2008,Thuringa,At least once per week,0.11129,111,871,0.09039,0.13219
2008,Thuringa,At least once per month,0.21203,205,871,0.18487,0.23919
2008,Thuringa,Seldom,0.41569,437,871,0.38294,0.44844
2008,Thuringa,Never,0.13451,118,871,0.11184,0.15718
2013,Schleswig-Holstein,At least once per week,0.13430,149,896,0.11196,0.15664
2013,Schleswig-Holstein,At least once per month,0.26645,286,896,0.23749,0.29542
2013,Schleswig-Holstein,Seldom,0.30914,387,896,0.27886,0.33942
2013,Schleswig-Holstein,Never,0.06125,74,896,0.04554,0.07696
2013,Hamburg,At least once per week,0.21717,100,376,0.17544,0.25890
2013,Hamburg,At least once per month,0.27225,165,376,0.22720,0.31730
2013,Hamburg,Seldom,0.20550,111,376,0.16460,0.24640
2013,Lower Saxony,Daily,0.01365,34,2446,0.00905,0.01825
2013,Lower Saxony,At least once per week,0.16971,474,2446,0.15483,0.18459
2013,Lower Saxony,At least once per month,0.24039,826,2446,0.22345,0.25733
2013,Lower Saxony,Seldom,0.28155,929,2446,0.26372,0.29937
2013,Lower Saxony,Never,0.05983,183,2446,0.05043,0.06923
2013,Bremen,At least once per week,0.14171,53,173,0.08959,0.19384
2013,Bremen,At least once per month,0.27719,54,173,0.21029,0.34408
2013,Bremen,Seldom,0.27118,66,173,0.20474,0.33762
2013,North Rhine-Westphalia,Daily,0.01486,80,5095,0.01154,0.01819
2013,North Rhine-Westphalia,At least once per week,0.18579,1151,5095,0.17511,0.19647
2013,North Rhine-Westphalia,At least once per month,0.23576,1707,5095,0.22410,0.24741
2013,North Rhine-Westphalia,Seldom,0.24389,1798,5095,0.23210,0.25568
2013,North Rhine-Westphalia,Never,0.05668,359,5095,0.05033,0.06303
2013,Hesse,At least once per week,0.20390,448,1727,0.18490,0.22291
2013,Hesse,At least once per month,0.25770,618,1727,0.23707,0.27834
2013,Hesse,Seldom,0.20409,525,1727,0.18507,0.22310
2013,Hesse,Never,0.06052,136,1727,0.04927,0.07177
2013,"Rhineland-Palatinate, Saarland",At least once per week,0.16351,287,1403,0.14415,0.18287
2013,"Rhineland-Palatinate, Saarland",At least once per month,0.28724,498,1403,0.26356,0.31093
2013,"Rhineland-Palatinate, Saarland",Seldom,0.23761,483,1403,0.21533,0.25989
2013,"Rhineland-Palatinate, Saarland",Never,0.06349,135,1403,0.05073,0.07626
2013,Baden-Wuerttemberg,Daily,0.00957,43,3004,0.00609,0.01306
2013,Baden-Wuerttemberg,At least once per week,0.20387,790,3004,0.18946,0.21828
2013,Baden-Wuerttemberg,At least once per month,0.24494,1045,3004,0.22955,0.26032
2013,Baden-Wuerttemberg,Seldom,0.21780,919,3004,0.20304,0.23257
2013,Baden-Wuerttemberg,Never,0.05113,207,3004,0.04326,0.05901
2013,Bavaria,Daily,0.02078,89,4014,0.01637,0.02519
2013,Bavaria,At least once per week,0.21294,1037,4014,0.20028,0.22561
2013,Bavaria,At least once per month,0.24730,1407,4014,0.23395,0.26065
2013,Bavaria,Seldom,0.21979,1236,4014,0.20698,0.23260
2013,Bavaria,Never,0.05653,245,4014,0.04939,0.06368
2013,Berlin,At least once per week,0.18596,252,961,0.16135,0.21058
2013,Berlin,At least once per month,0.25582,311,961,0.22822,0.28342
2013,Berlin,Seldom,0.25385,324,961,0.22632,0.28139
2013,Berlin,Never,0.05986,74,961,0.04485,0.07487
2013,Brandenburg,At least once per week,0.06945,98,1011,0.05377,0.08513
2013,Brandenburg,At least once per month,0.21830,261,1011,0.19283,0.24378
2013,Brandenburg,Seldom,0.40300,510,1011,0.37275,0.43326
2013,Brandenburg,Never,0.12402,142,1011,0.10369,0.14435
2013,Mecklenburg-Western Pomerania,At least once per week,0.07265,58,583,0.05156,0.09374
2013,Mecklenburg-Western Pomerania,At least once per month,0.24864,192,583,0.21353,0.28376
2013,Mecklenburg-Western Pomerania,Seldom,0.42847,270,583,0.38827,0.46868
2013,Mecklenburg-Western Pomerania,Never,0.09251,63,583,0.06897,0.11605
2013,Saxony,At least once per week,0.10792,191,1692,0.09313,0.12271
2013,Saxony,At least once per month,0.25159,511,1692,0.23090,0.27227
2013,Saxony,Seldom,0.37162,789,1692,0.34859,0.39466
2013,Saxony,Never,0.10685,201,1692,0.09212,0.12157
2013,Saxony-Anhalt,At least once per week,0.09053,91,955,0.07232,0.10874
2013,Saxony-Anhalt,At least once per month,0.21534,242,955,0.18925,0.24142
2013,Saxony-Anhalt,Seldom,0.37822,461,955,0.34745,0.40900
2013,Saxony-Anhalt,Never,0.14707,161,955,0.12459,0.16954
2013,Thuringa,At least once per week,0.10796,132,980,0.08852,0.12740
2013,Thuringa,At least once per month,0.26188,299,980,0.23434,0.28943
2013,Thuringa,Seldom,0.35773,437,980,0.32770,0.38775
2013,Thuringa,Never,0.10990,112,980,0.09030,0.12949
2017,Schleswig-Holstein,At least once per week,0.00300,71,223,-0.00419,0.01020
2017,Schleswig-Holstein,At least once per month,0.00149,44,223,-0.00359,0.00657
2017,Schleswig-Holstein,Seldom,0.00191,59,223,-0.00383,0.00765
2017,Schleswig-Holstein,Never,0.00180,49,223,-0.00377,0.00737
2017,Lower Saxony,Daily,0.00085,59,517,-0.00166,0.00335
2017,Lower Saxony,At least once per week,0.00157,123,517,-0.00185,0.00498
2017,Lower Saxony,At least once per month,0.00132,105,517,-0.00181,0.00444
2017,Lower Saxony,Seldom,0.00139,101,517,-0.00182,0.00459
2017,Lower Saxony,Never,0.00195,129,517,-0.00186,0.00575
2017,North Rhine-Westphalia,At least once per week,0.00177,191,949,-0.00091,0.00445
2017,North Rhine-Westphalia,At least once per month,0.00190,222,949,-0.00087,0.00468
2017,North Rhine-Westphalia,Seldom,0.00123,197,949,-0.00100,0.00346
2017,North Rhine-Westphalia,Never,0.00216,339,949,-0.00079,0.00512
2017,Hesse,At least once per week,0.00110,69,361,-0.00233,0.00453
2017,Hesse,At least once per month,0.00126,84,361,-0.00240,0.00493
2017,Hesse,Seldom,0.00111,88,361,-0.00233,0.00455
2017,Hesse,Never,0.00161,120,361,-0.00253,0.00576
2017,"Rhineland-Palatinate, Saarland",At least once per month,0.00130,51,228,-0.00339,0.00600
2017,"Rhineland-Palatinate, Saarland",Seldom,0.00181,72,228,-0.00372,0.00733
2017,"Rhineland-Palatinate, Saarland",Never,0.00266,105,228,-0.00404,0.00937
2017,Baden-Wuerttemberg,At least once per week,0.00080,74,446,-0.00182,0.00341
2017,Baden-Wuerttemberg,At least once per month,0.00095,111,446,-0.00191,0.00382
2017,Baden-Wuerttemberg,Seldom,0.00074,73,446,-0.00178,0.00326
2017,Baden-Wuerttemberg,Never,0.00152,188,446,-0.00210,0.00513
2017,Bavaria,At least once per week,0.00051,54,406,-0.00168,0.00270
2017,Bavaria,At least once per month,0.00088,92,406,-0.00201,0.00376
2017,Bavaria,Seldom,0.00078,94,406,-0.00194,0.00350
2017,Bavaria,Never,0.00114,166,406,-0.00215,0.00442
2017,Berlin,At least once per month,0.00118,31,31,-0.01111,0.01347
2017,Brandenburg,Never,0.00238,55,55,-0.01061,0.01536
2017,Saxony,At least once per month,0.00139,43,92,-0.00626,0.00904
2017,Saxony,Never,0.00145,49,92,-0.00637,0.00928
2017,Saxony-Anhalt,Never,0.00393,58,58,-0.01231,0.02017
2017,Thuringa,Never,0.00132,34,34,-0.01105,0.01369
2018,Schleswig-Holstein,At least once per week,0.00297,49,100,-0.00775,0.01369
2018,Schleswig-Holstein,At least once per month,0.00173,51,100,-0.00646,0.00992
2018,Lower Saxony,At least once per week,0.00290,167,373,-0.00256,0.00837
2018,Lower Saxony,At least once per month,0.00185,103,373,-0.00252,0.00621
