year,bula_h,pgisced97,pli0079,proportion,n,lower_confidence,upper_confidence
2013,Nordrhein-Westfalen,higher vocational,Min 1x pro Monat,0.004320163380724216,44486,0.003710690572174796,0.004929636189273636
2013,Nordrhein-Westfalen,general elemantary,Min 1x pro Woche,0.004320163380724216,44486,0.003710690572174796,0.004929636189273636
2013,Sachsen-Anhalt,middle vocational,Nie,0.0042023407430681016,44486,0.0036012008149196215,0.004803480671216581
2013,Hessen,higher education,Seltener,0.004163066530516063,44486,0.00356473046271413,0.004761402598317997
2013,Nordrhein-Westfalen,general elemantary,Nie,0.004163066530516063,44486,0.00356473046271413,0.004761402598317997
2013,Nordrhein-Westfalen,higher vocational,Seltener,0.004123792317964025,44486,0.0035282735353456374,0.004719311100582413
2013,Sachsen-Anhalt,higher education,Seltener,0.004045243892859948,44486,0.0034554007254930957,0.0046350870602268
2013,Nordrhein-Westfalen,vocational + Abi,Min 1x pro Woche,0.004045243892859948,44486,0.0034554007254930957,0.0046350870602268
2013,"Rheinland-Pfalz,Saarland",higher education,Min 1x pro Monat,0.0039666954677558715,44486,0.003382583973151819,0.0045508069623599245
2013,Berlin,higher education,Seltener,0.003927421255203833,44486,0.0033461971361683097,0.004508645374239357
2013,Bayern,higher vocational,Seltener,0.0038881470426517946,44486,0.0033098249450548354,0.004466469140248754
2013,Bayern,higher vocational,Min 1x pro Monat,0.0038881470426517946,44486,0.0033098249450548354,0.004466469140248754
2013,Bayern,general elemantary,Min 1x pro Monat,0.0038488728300997564,44486,0.0032734676214080383,0.004424278038791475
2013,Mecklenburg-Vorpommern,middle vocational,Min 1x pro Monat,0.0037310501924436414,44486,0.0031644871574218365,0.004297613227465446
2013,Baden-Württemberg,general elemantary,Min 1x pro Monat,0.0036132275547875264,44486,0.0030556490459484054,0.004170806063626647
2013,Brandenburg,middle vocational,Nie,0.003573953342235488,44486,0.0030194025020577123,0.004128504182413264
2013,Thüringen,higher education,Seltener,0.0034954049171314113,44486,0.0029469602829266667,0.004043849551336156
2013,Bayern,general elemantary,Min 1x pro Woche,0.0033775822794752967,44486,0.002838428458697521,0.003916736100253072
2013,Brandenburg,higher education,Min 1x pro Monat,0.003338308066923258,44486,0.0028022874657486273,0.003874328668097889
2013,Niedersachsen,middle vocational,Nie,0.003181211216715105,44486,0.0026579136048498916,0.003704508828580318
2013,Sachsen,middle vocational,Min 1x pro Woche,0.0031419370041630666,44486,0.0026218694114314993,0.003662004596894634
2013,Baden-Württemberg,higher vocational,Min 1x pro Monat,0.0031419370041630666,44486,0.0026218694114314993,0.003662004596894634
2013,"Rheinland-Pfalz,Saarland",general elemantary,Seltener,0.003102662791611028,44486,0.0025858456624099284,0.0036194799208121276
2013,Thüringen,middle vocational,Nie,0.0030633885790589898,44486,0.0025498427459904978,0.003576934412127482
2013,Bayern,vocational + Abi,Seltener,0.0030241143665069516,44486,0.0025138610628541056,0.0035343676701597975
2013,Bayern,vocational + Abi,Min 1x pro Monat,0.0030241143665069516,44486,0.0025138610628541056,0.0035343676701597975
2013,"Rheinland-Pfalz,Saarland",higher education,Min 1x pro Woche,0.0030241143665069516,44486,0.0025138610628541056,0.0035343676701597975
2013,Bayern,higher vocational,Min 1x pro Woche,0.0030241143665069516,44486,0.0025138610628541056,0.0035343676701597975
2013,Sachsen,higher education,Min 1x pro Woche,0.0029848401539549134,44486,0.0024779010267260496,0.003491779281183777
2013,Baden-Württemberg,higher vocational,Seltener,0.0029848401539549134,44486,0.0024779010267260496,0.003491779281183777
2013,Schleswig-Holstein,middle vocational,Min 1x pro Woche,0.0029848401539549134,44486,0.0024779010267260496,0.003491779281183777
2013,Niedersachsen,general elemantary,Min 1x pro Monat,0.0029062917288508365,44486,0.0024060476192700646,0.0034065358384316085
2013,Baden-Württemberg,general elemantary,Min 1x pro Woche,0.0028670175162987983,44486,0.0023701551462222974,0.0033638798863752993
2013,Sachsen-Anhalt,higher education,Min 1x pro Monat,0.0028670175162987983,44486,0.0023701551462222974,0.0033638798863752993
2013,Hessen,general elemantary,Seltener,0.0027884690911947215,44486,0.0022984410237797473,0.0032784971586096957
2013,Thüringen,higher education,Min 1x pro Monat,0.0027491948786426833,44486,0.0022626203691550892,0.0032357693881302774
2013,Baden-Württemberg,vocational + Abi,Seltener,0.002709920666090645,44486,0.0022268246784111594,0.003193016653770131
2013,Berlin,middle vocational,Min 1x pro Woche,0.002709920666090645,44486,0.0022268246784111594,0.003193016653770131
2013,"Rheinland-Pfalz,Saarland",middle vocational,Nie,0.0026313722409865683,44486,0.002155310381381404,0.0031074341005917325
2013,Mecklenburg-Vorpommern,higher education,Seltener,0.0026313722409865683,44486,0.002155310381381404,0.0031074341005917325
2013,"Rheinland-Pfalz,Saarland",higher education,Seltener,0.0026313722409865683,44486,0.002155310381381404,0.0031074341005917325
2013,Sachsen,higher vocational,Seltener,0.00259209802843453,44486,0.002119592922641469,0.0030646031342275912
2013,Baden-Württemberg,vocational + Abi,Min 1x pro Monat,0.00259209802843453,44486,0.002119592922641469,0.0030646031342275912
2013,Thüringen,middle vocational,Min 1x pro Woche,0.00259209802843453,44486,0.002119592922641469,0.0030646031342275912
2013,Nordrhein-Westfalen,higher vocational,Min 1x pro Woche,0.0025528238158824914,44486,0.0020839027250467482,0.0030217449067182346
2013,Niedersachsen,vocational + Abi,Seltener,0.002513549603330453,44486,0.0020482404185286256,0.002978858788132281
2013,Bayern,general elemantary,Nie,0.0023564527531223,44486,0.0019058835957388423,0.0028070219105057574
2013,Hessen,middle vocational,Nie,0.0023564527531223,44486,0.0019058835957388423,0.0028070219105057574
2013,Hamburg,middle vocational,Seltener,0.0023564527531223,44486,0.0019058835957388423,0.0028070219105057574
2013,Niedersachsen,general elemantary,Nie,0.0023171785405702618,44486,0.001870371108204785,0.0027639859729357385
2013,Hamburg,higher education,Min 1x pro Monat,0.0023171785405702618,44486,0.001870371108204785,0.0027639859729357385
2013,Hamburg,middle vocational,Min 1x pro Monat,0.0021993559029141467,44486,0.001764030471410171,0.0026346813344181224
2013,Niedersachsen,vocational + Abi,Min 1x pro Monat,0.0021993559029141467,44486,0.001764030471410171,0.0026346813344181224
2013,Schleswig-Holstein,higher education,Min 1x pro Monat,0.002160081690362108,44486,0.0017286521112335322,0.002591511269490684
2013,Baden-Württemberg,higher vocational,Min 1x pro Woche,0.00212080747781007,44486,0.0016933095646218485,0.0025483053909982913
2013,Nordrhein-Westfalen,in school,Min 1x pro Woche,0.00212080747781007,44486,0.0016933095646218485,0.0025483053909982913
2013,Schleswig-Holstein,higher education,Seltener,0.00212080747781007,44486,0.0016933095646218485,0.0025483053909982913
2013,Baden-Württemberg,vocational + Abi,Min 1x pro Woche,0.0020815332652580317,44486,0.0016580038289566161,0.0025050627015594474
2013,Hessen,vocational + Abi,Min 1x pro Monat,0.002042259052705993,44486,0.0016227359488754744,0.0024617821565365117
2013,Mecklenburg-Vorpommern,higher education,Min 1x pro Monat,0.002042259052705993,44486,0.0016227359488754744,0.0024617821565365117
2013,Niedersachsen,higher vocational,Min 1x pro Monat,0.002042259052705993,44486,0.0016227359488754744,0.0024617821565365117
2013,"Rheinland-Pfalz,Saarland",general elemantary,Min 1x pro Monat,0.002002984840153955,44486,0.0015875070194683303,0.0024184626608395794
2013,Hessen,general elemantary,Min 1x pro Monat,0.0019244364150498782,44486,0.0015171706664891828,0.0023317021636105736
2013,Schleswig-Holstein,general elemantary,Seltener,0.00188516220249784,44486,0.00148206571828389,0.00228825868671179
2013,Bayern,vocational + Abi,Min 1x pro Woche,0.00188516220249784,44486,0.00148206571828389,0.00228825868671179
2013,Niedersachsen,higher vocational,Seltener,0.00188516220249784,44486,0.00148206571828389,0.00228825868671179
2013,Hessen,vocational + Abi,Seltener,0.0018458879899458016,44486,0.0014470046801660144,0.0022447712997255885
2013,Baden-Württemberg,general elemantary,Nie,0.001767339564841725,44486,0.0013770200366443799,0.00215765909303907
2013,Niedersachsen,general elemantary,Min 1x pro Woche,0.001767339564841725,44486,0.0013770200366443799,0.00215765909303907
2013,Mecklenburg-Vorpommern,middle vocational,Nie,0.0017280653522896866,44486,0.0013420994805752456,0.0021140312240041275
2013,Nordrhein-Westfalen,-1,Min 1x pro Monat,0.0017280653522896866,44486,0.0013420994805752456,0.0021140312240041275
2013,Berlin,middle vocational,Nie,0.0017280653522896866,44486,0.0013420994805752456,0.0021140312240041275
2013,Sachsen-Anhalt,higher vocational,Seltener,0.00164951692718561,44486,0.001272410185000684,0.002026623669370536
2013,"Rheinland-Pfalz,Saarland",higher vocational,Min 1x pro Monat,0.00164951692718561,44486,0.001272410185000684,0.002026623669370536
2013,Hessen,higher vocational,Seltener,0.00164951692718561,44486,0.001272410185000684,0.002026623669370536
2013,Nordrhein-Westfalen,in school,Min 1x pro Monat,0.00164951692718561,44486,0.001272410185000684,0.002026623669370536
2013,Schleswig-Holstein,middle vocational,Nie,0.0016102427146335715,44486,0.0012376450551692662,0.001982840374097877
2013,Sachsen-Anhalt,middle vocational,Min 1x pro Woche,0.0015709685020815333,44486,0.0012029355276410424,0.0019390014765220242
2013,Hamburg,middle vocational,Min 1x pro Woche,0.0015709685020815333,44486,0.0012029355276410424,0.0019390014765220242
2013,Hamburg,higher education,Min 1x pro Woche,0.0015316942895294949,44486,0.0011682836976185846,0.0018951048814404051
2013,Bremen,middle vocational,Seltener,0.0015316942895294949,44486,0.0011682836976185846,0.0018951048814404051
2013,Thüringen,higher education,Min 1x pro Woche,0.0015316942895294949,44486,0.0011682836976185846,0.0018951048814404051
2013,Sachsen,higher vocational,Min 1x pro Monat,0.0015316942895294949,44486,0.0011682836976185846,0.0018951048814404051
2013,Nordrhein-Westfalen,-1,Min 1x pro Woche,0.0015316942895294949,44486,0.0011682836976185846,0.0018951048814404051
2013,Nordrhein-Westfalen,middle vocational,Taeglich,0.0014924200769774567,44486,0.001133691795473408,0.0018511483584815053
2013,Brandenburg,higher education,Min 1x pro Woche,0.0014924200769774567,44486,0.001133691795473408,0.0018511483584815053
2013,Brandenburg,general elemantary,Seltener,0.0014924200769774567,44486,0.001133691795473408,0.0018511483584815053
2013,"Rheinland-Pfalz,Saarland",general elemantary,Nie,0.0014531458644254183,44486,0.0010991621992811852,0.0018071295295696514
2013,Bayern,middle vocational,Taeglich,0.0014138716518733798,44486,0.0010646974488925074,0.0017630458548542522
2013,Hessen,vocational + Abi,Min 1x pro Woche,0.0014138716518733798,44486,0.0010646974488925074,0.0017630458548542522
2013,Schleswig-Holstein,vocational + Abi,Seltener,0.0013745974393213416,44486,0.0010303002617755518,0.0017188946168671315
2013,Sachsen,general elemantary,Seltener,0.0013353232267693032,44486,0.0009959735509112683,0.0016746729026273382
2013,Sachsen,vocational + Abi,Min 1x pro Monat,0.0013353232267693032,44486,0.0009959735509112683,0.0016746729026273382
2013,Schleswig-Holstein,vocational + Abi,Min 1x pro Monat,0.001296049014217265,44486,0.0009617204450757747,0.0016303775833587553
2013,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Monat,0.001296049014217265,44486,0.0009617204450757747,0.0016303775833587553
2013,"Rheinland-Pfalz,Saarland",vocational + Abi,Seltener,0.001296049014217265,44486,0.0009617204450757747,0.0016303775833587553
2013,Hessen,higher vocational,Min 1x pro Monat,0.0012567748016652266,44486,0.0009275443119111247,0.0015860052914193285
2013,Brandenburg,middle vocational,Min 1x pro Woche,0.0012567748016652266,44486,0.0009275443119111247,0.0015860052914193285
2013,Brandenburg,higher vocational,Seltener,0.0012567748016652266,44486,0.0009275443119111247,0.0015860052914193285
2013,Nordrhein-Westfalen,in school,Seltener,0.0012175005891131882,44486,0.000893448784267818,0.0015415523939585583
2013,Nordrhein-Westfalen,-1,Seltener,0.0012175005891131882,44486,0.000893448784267818,0.0015415523939585583
2013,Baden-Württemberg,-1,Min 1x pro Woche,0.0012175005891131882,44486,0.000893448784267818,0.0015415523939585583
2013,Nordrhein-Westfalen,inadequately,Seltener,0.0012175005891131882,44486,0.000893448784267818,0.0015415523939585583
2013,Sachsen-Anhalt,higher education,Min 1x pro Woche,0.00117822637656115,44486,0.0008594377904046746,0.0014970149627176253
2013,Sachsen-Anhalt,general elemantary,Seltener,0.00117822637656115,44486,0.0008594377904046746,0.0014970149627176253
2013,Niedersachsen,vocational + Abi,Min 1x pro Woche,0.00117822637656115,44486,0.0008594377904046746,0.0014970149627176253
2013,Sachsen,vocational + Abi,Seltener,0.00117822637656115,44486,0.0008594377904046746,0.0014970149627176253
2013,Bayern,in school,Min 1x pro Woche,0.0011389521640091116,44486,0.0008255155887597737,0.0014523887392584494
2013,"Rheinland-Pfalz,Saarland",general elemantary,Min 1x pro Woche,0.0011389521640091116,44486,0.0008255155887597737,0.0014523887392584494
2013,Niedersachsen,higher vocational,Min 1x pro Woche,0.0010996779514570734,44486,0.0007916868081676764,0.0014076690947464703
2013,Brandenburg,vocational + Abi,Seltener,0.0010996779514570734,44486,0.0007916868081676764,0.0014076690947464703
2013,Thüringen,higher vocational,Seltener,0.0010996779514570734,44486,0.0007916868081676764,0.0014076690947464703
2013,"Rheinland-Pfalz,Saarland",higher vocational,Seltener,0.0010996779514570734,44486,0.0007916868081676764,0.0014076690947464703
2013,Thüringen,higher vocational,Min 1x pro Monat,0.001060403738905035,44486,0.0007579564946033678,0.0013628509832067021
2013,Mecklenburg-Vorpommern,higher vocational,Seltener,0.001060403738905035,44486,0.0007579564946033678,0.0013628509832067021
2013,Schleswig-Holstein,higher education,Min 1x pro Woche,0.001060403738905035,44486,0.0007579564946033678,0.0013628509832067021
2013,Nordrhein-Westfalen,higher education,Nie,0.001060403738905035,44486,0.0007579564946033678,0.0013628509832067021
2013,Bayern,-1,Min 1x pro Monat,0.001060403738905035,44486,0.0007579564946033678,0.0013628509832067021
2013,Schleswig-Holstein,general elemantary,Min 1x pro Monat,0.0009818553138009583,44486,0.0006908138753966354,0.0012728967522052813
2013,Nordrhein-Westfalen,inadequately,Nie,0.0009818553138009583,44486,0.0006908138753966354,0.0012728967522052813
2013,Mecklenburg-Vorpommern,middle vocational,Min 1x pro Woche,0.0009818553138009583,44486,0.0006908138753966354,0.0012728967522052813
2013,Hessen,general elemantary,Nie,0.0009818553138009583,44486,0.0006908138753966354,0.0012728967522052813
2013,Berlin,higher vocational,Min 1x pro Monat,0.00094258110124892,44486,0.0006574142888210366,0.0012277479136768034
2013,Nordrhein-Westfalen,vocational + Abi,Nie,0.00094258110124892,44486,0.0006574142888210366,0.0012277479136768034
2013,Bayern,in school,Min 1x pro Monat,0.00094258110124892,44486,0.0006574142888210366,0.0012277479136768034
2013,Schleswig-Holstein,higher vocational,Seltener,0.00094258110124892,44486,0.0006574142888210366,0.0012277479136768034
2013,Sachsen,general elemantary,Min 1x pro Monat,0.0009033068886968816,44486,0.0006241387734824312,0.0011824750039113319
2013,Bremen,higher education,Min 1x pro Monat,0.0009033068886968816,44486,0.0006241387734824312,0.0011824750039113319
2013,Bayern,-1,Min 1x pro Woche,0.0009033068886968816,44486,0.0006241387734824312,0.0011824750039113319
2013,Bayern,higher education,Taeglich,0.0008640326761448433,44486,0.0005909955068898419,0.0011370698453998446
2013,Hamburg,higher education,Seltener,0.0008640326761448433,44486,0.0005909955068898419,0.0011370698453998446
2013,Thüringen,general elemantary,Seltener,0.0008640326761448433,44486,0.0005909955068898419,0.0011370698453998446
2013,Sachsen,general elemantary,Nie,0.0008640326761448433,44486,0.0005909955068898419,0.0011370698453998446
2013,Brandenburg,higher vocational,Min 1x pro Monat,0.000824758463592805,44486,0.0005579936071415353,0.0010915233200440746
2013,Hessen,general elemantary,Min 1x pro Woche,0.000824758463592805,44486,0.0005579936071415353,0.0010915233200440746
2013,Berlin,vocational + Abi,Min 1x pro Monat,0.000824758463592805,44486,0.0005579936071415353,0.0010915233200440746
2013,Niedersachsen,in school,Min 1x pro Woche,0.000824758463592805,44486,0.0005579936071415353,0.0010915233200440746
2013,Baden-Württemberg,in school,Min 1x pro Woche,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Berlin,general elemantary,Seltener,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Baden-Württemberg,higher education,Nie,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Brandenburg,vocational + Abi,Min 1x pro Monat,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Berlin,vocational + Abi,Seltener,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Berlin,higher vocational,Seltener,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Bayern,higher education,Nie,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Sachsen-Anhalt,general elemantary,Nie,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,Hessen,higher education,Nie,0.0007854842510407667,44486,0.0005251432917576847,0.0010458252103238486
2013,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Woche,0.0007462100384887283,44486,0.0004924560727587506,0.000999964004218706
2013,Berlin,general elemantary,Min 1x pro Monat,0.0007462100384887283,44486,0.0004924560727587506,0.000999964004218706
2013,Baden-Württemberg,in school,Min 1x pro Monat,0.0007462100384887283,44486,0.0004924560727587506,0.000999964004218706
2013,Hamburg,vocational + Abi,Min 1x pro Monat,0.0007462100384887283,44486,0.0004924560727587506,0.000999964004218706
2013,Sachsen-Anhalt,higher vocational,Min 1x pro Monat,0.0007462100384887283,44486,0.0004924560727587506,0.000999964004218706
2013,Bayern,vocational + Abi,Nie,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Sachsen-Anhalt,vocational + Abi,Min 1x pro Monat,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Mecklenburg-Vorpommern,higher vocational,Min 1x pro Monat,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Thüringen,vocational + Abi,Seltener,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Bremen,middle vocational,Min 1x pro Monat,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Bremen,higher education,Min 1x pro Woche,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Sachsen,higher education,Nie,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Bremen,middle vocational,Min 1x pro Woche,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,Niedersachsen,in school,Min 1x pro Monat,0.0007069358259366899,44486,0.00045994499864297696,0.0009539266532304028
2013,"Rheinland-Pfalz,Saarland",higher vocational,Min 1x pro Woche,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Sachsen,higher vocational,Nie,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Bayern,inadequately,Seltener,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Nordrhein-Westfalen,inadequately,Min 1x pro Woche,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Brandenburg,general elemantary,Nie,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Hessen,in school,Min 1x pro Woche,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Mecklenburg-Vorpommern,higher education,Min 1x pro Woche,0.0006676616133846516,44486,0.00042762495782750257,0.0009076982689418007
2013,Hessen,higher vocational,Min 1x pro Woche,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Niedersachsen,middle vocational,Taeglich,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Bayern,-1,Seltener,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Thüringen,general elemantary,Nie,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Baden-Württemberg,middle vocational,Taeglich,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Schleswig-Holstein,general elemantary,Min 1x pro Woche,0.0006283874008326133,44486,0.0003955130637854052,0.0008612617378798214
2013,Brandenburg,general elemantary,Min 1x pro Monat,0.000589113188280575,44486,0.00036362915048725674,0.0008145972260738932
2013,Sachsen-Anhalt,vocational + Abi,Seltener,0.000589113188280575,44486,0.00036362915048725674,0.0008145972260738932
2013,Hessen,middle vocational,Taeglich,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Hessen,in school,Min 1x pro Monat,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Niedersachsen,higher education,Nie,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Nordrhein-Westfalen,general elemantary,Taeglich,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Niedersachsen,-1,Min 1x pro Monat,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Baden-Württemberg,vocational + Abi,Nie,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Hamburg,general elemantary,Min 1x pro Monat,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Schleswig-Holstein,higher vocational,Min 1x pro Monat,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Berlin,vocational + Abi,Min 1x pro Woche,0.0005498389757285367,44486,0.00033199641940799806,0.0007676815320490752
2013,Sachsen-Anhalt,higher education,Nie,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Berlin,general elemantary,Nie,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Nordrhein-Westfalen,higher education,Taeglich,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Baden-Württemberg,inadequately,Seltener,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Mecklenburg-Vorpommern,vocational + Abi,Min 1x pro Monat,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Sachsen,higher vocational,Min 1x pro Woche,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Sachsen-Anhalt,general elemantary,Min 1x pro Monat,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Hamburg,middle vocational,Nie,0.0005105647631764983,44486,0.000300642298944482,0.0007204872274085145
2013,Nordrhein-Westfalen,inadequately,Min 1x pro Monat,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Berlin,general elemantary,Min 1x pro Woche,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Berlin,higher education,Taeglich,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Niedersachsen,-1,Seltener,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Hamburg,general elemantary,Seltener,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Thüringen,vocational + Abi,Min 1x pro Monat,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Hessen,vocational + Abi,Nie,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,"Rheinland-Pfalz,Saarland",-1,Min 1x pro Monat,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Baden-Württemberg,-1,Seltener,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Mecklenburg-Vorpommern,general elemantary,Seltener,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Thüringen,vocational + Abi,Min 1x pro Woche,0.00047129055062446,44486,0.00026959960825345556,0.0006729814929954645
2013,Schleswig-Holstein,higher vocational,Min 1x pro Woche,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Niedersachsen,inadequately,Seltener,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Thüringen,general elemantary,Min 1x pro Monat,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Brandenburg,higher education,Nie,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Hessen,inadequately,Nie,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Hamburg,higher vocational,Min 1x pro Monat,0.00043201633807242164,44486,0.00023890816869563902,0.0006251245074492043
2013,Berlin,in school,Min 1x pro Monat,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,"Rheinland-Pfalz,Saarland",inadequately,Nie,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Baden-Württemberg,in school,Seltener,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Niedersachsen,higher education,Taeglich,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Hessen,-1,Min 1x pro Woche,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Baden-Württemberg,higher education,Taeglich,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Niedersachsen,inadequately,Min 1x pro Monat,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Bayern,inadequately,Nie,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Berlin,higher vocational,Min 1x pro Woche,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Thüringen,higher education,Nie,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Niedersachsen,vocational + Abi,Nie,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Bayern,general elemantary,Taeglich,0.00039274212552038333,44486,0.00020861709320297382,0.0005768671578377929
2013,Sachsen-Anhalt,inadequately,Nie,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Brandenburg,higher vocational,Min 1x pro Woche,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Sachsen,general elemantary,Min 1x pro Woche,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Schleswig-Holstein,in school,Seltener,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Mecklenburg-Vorpommern,general elemantary,Nie,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Thüringen,higher vocational,Min 1x pro Woche,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,"Rheinland-Pfalz,Saarland",in school,Min 1x pro Monat,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,"Rheinland-Pfalz,Saarland",-1,Min 1x pro Woche,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,"Rheinland-Pfalz,Saarland",in school,Min 1x pro Woche,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Bayern,in school,Seltener,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Bayern,higher vocational,Nie,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Schleswig-Holstein,general elemantary,Nie,0.00035346791296834496,44486,0.00017878813860391365,0.0005281476873327763
2013,Berlin,middle vocational,Taeglich,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Baden-Württemberg,higher vocational,Taeglich,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Niedersachsen,inadequately,Nie,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Bayern,higher vocational,Taeglich,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Baden-Württemberg,inadequately,Nie,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Schleswig-Holstein,higher education,Nie,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,Baden-Württemberg,-1,Min 1x pro Monat,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
2013,"Rheinland-Pfalz,Saarland",higher education,Nie,0.00031419370041630665,44486,0.00014950079462368673,0.00047888660620892657
