year,bula_h,pgisced97,pli0079,proportion,n,lower_confidence,upper_confidence
1990,Bayern,general elemantary,Nie,0.006474587245063127,18165,0.005308223789210557,0.0076409507009156975
1990,Nordrhein-Westfalen,higher education,Min 1x pro Woche,0.0062587676702276895,18165,0.005111883811520736,0.007405651528934643
1990,Hessen,general elemantary,Nie,0.0062587676702276895,18165,0.005111883811520736,0.007405651528934643
1990,Nordrhein-Westfalen,inadequately,Seltener,0.006150857882809971,18165,0.005013842212472737,0.007287873553147205
1990,Baden-Württemberg,inadequately,Seltener,0.0060429480953922525,18165,0.004915889197831513,0.007170006992952992
1990,"Rheinland-Pfalz,Saarland",general elemantary,Min 1x pro Monat,0.005827128520556815,18165,0.004720258505255473,0.006933998535858157
1990,Bayern,higher education,Min 1x pro Monat,0.005719218733139095,18165,0.004622585896225502,0.006815851570052689
1990,Nordrhein-Westfalen,higher vocational,Seltener,0.005611308945721377,18165,0.004525012024079031,0.006697605867363723
1990,Niedersachsen,general elemantary,Nie,0.005503399158303658,18165,0.004427539734544847,0.0065792585820624696
1990,Niedersachsen,general elemantary,Min 1x pro Monat,0.005503399158303658,18165,0.004427539734544847,0.0065792585820624696
1990,Hessen,general elemantary,Min 1x pro Monat,0.0052875795834682205,18165,0.004232911996321347,0.006342247170615094
1990,Bayern,higher education,Min 1x pro Woche,0.0052875795834682205,18165,0.004232911996321347,0.006342247170615094
1990,Bayern,middle vocational,Nie,0.005179669796050502,18165,0.004135762979641694,0.0062235766124593105
1990,Berlin,middle vocational,Min 1x pro Monat,0.005071760008632783,18165,0.004038728432126112,0.006104791585139453
1990,Schleswig-Holstein,middle vocational,Min 1x pro Monat,0.004748030646379626,18165,0.0037483491587565754,0.005747712134002677
1990,Nordrhein-Westfalen,higher vocational,Min 1x pro Monat,0.004748030646379626,18165,0.0037483491587565754,0.005747712134002677
1990,"Rheinland-Pfalz,Saarland",general elemantary,Min 1x pro Woche,0.004532211071544189,18165,0.003555407947643016,0.005509014195445363
1990,Hessen,middle vocational,Nie,0.004532211071544189,18165,0.003555407947643016,0.005509014195445363
1990,Hessen,inadequately,Nie,0.00442430128412647,18165,0.003459144515477304,0.005389458052775636
1990,Niedersachsen,middle vocational,Nie,0.004208481709291033,18165,0.0032670576269948144,0.005149905791587252
1990,Hessen,general elemantary,Min 1x pro Woche,0.004208481709291033,18165,0.0032670576269948144,0.005149905791587252
1990,Baden-Württemberg,higher vocational,Min 1x pro Monat,0.004100571921873314,18165,0.00317124540649831,0.005029898437248317
1990,Berlin,middle vocational,Seltener,0.004100571921873314,18165,0.00317124540649831,0.005029898437248317
1990,"Rheinland-Pfalz,Saarland",general elemantary,Nie,0.0038847523470378763,18165,0.002980114333615851,0.004789390360459902
1990,Baden-Württemberg,inadequately,Min 1x pro Monat,0.0037768425596201574,18165,0.002884809135904723,0.004668875983335592
1990,Berlin,middle vocational,Min 1x pro Woche,0.003668932772202439,18165,0.0027896874153927873,0.00454817812901209
1990,Baden-Württemberg,higher education,Min 1x pro Monat,0.003668932772202439,18165,0.0027896874153927873,0.00454817812901209
1990,Nordrhein-Westfalen,vocational + Abi,Min 1x pro Woche,0.00356102298478472,18165,0.002694757297673829,0.004427288671895611
1990,Hessen,higher education,Min 1x pro Woche,0.00356102298478472,18165,0.002694757297673829,0.004427288671895611
1990,Nordrhein-Westfalen,higher vocational,Min 1x pro Woche,0.003453113197367001,18165,0.0026000275283931304,0.004306198866340872
1990,Baden-Württemberg,higher vocational,Seltener,0.003453113197367001,18165,0.0026000275283931304,0.004306198866340872
1990,Bayern,higher vocational,Min 1x pro Woche,0.0033452034099492826,18165,0.0025055075416136035,0.004184899278284962
1990,Nordrhein-Westfalen,inadequately,Min 1x pro Monat,0.0032372936225315637,18165,0.0024112075381917146,0.004063379706871413
1990,Hamburg,middle vocational,Min 1x pro Monat,0.0032372936225315637,18165,0.0024112075381917146,0.004063379706871413
1990,Schleswig-Holstein,general elemantary,Seltener,0.0031293838351138447,18165,0.002317138576015093,0.003941629094212596
1990,Baden-Württemberg,higher education,Seltener,0.0031293838351138447,18165,0.002317138576015093,0.003941629094212596
1990,Niedersachsen,higher education,Min 1x pro Monat,0.0030214740476961262,18165,0.002223312674372803,0.0038196354210194494
1990,Niedersachsen,general elemantary,Min 1x pro Woche,0.0030214740476961262,18165,0.002223312674372803,0.0038196354210194494
1990,Bayern,higher vocational,Seltener,0.0029135642602784073,18165,0.00212974293526175,0.0036973855852950647
1990,Bayern,higher vocational,Min 1x pro Monat,0.0029135642602784073,18165,0.00212974293526175,0.0036973855852950647
1990,Bayern,higher education,Seltener,0.0029135642602784073,18165,0.00212974293526175,0.0036973855852950647
1990,Baden-Württemberg,higher education,Min 1x pro Woche,0.0029135642602784073,18165,0.00212974293526175,0.0036973855852950647
1990,Hamburg,middle vocational,Seltener,0.0028056544728606884,18165,0.002036443685114648,0.003574865260606729
1990,Niedersachsen,higher education,Seltener,0.0028056544728606884,18165,0.002036443685114648,0.003574865260606729
1990,Baden-Württemberg,higher vocational,Min 1x pro Woche,0.0026977446854429695,18165,0.0019434306413158428,0.003452058729570096
1990,Nordrhein-Westfalen,vocational + Abi,Min 1x pro Monat,0.002589834898025251,18165,0.0018507211090194728,0.0033289486870310293
1990,Berlin,general elemantary,Seltener,0.002589834898025251,18165,0.0018507211090194728,0.0033289486870310293
1990,Nordrhein-Westfalen,inadequately,Min 1x pro Woche,0.002589834898025251,18165,0.0018507211090194728,0.0033289486870310293
1990,Hamburg,middle vocational,Min 1x pro Woche,0.002481925110607532,18165,0.0017583342152957854,0.003205516005919279
1990,Bayern,middle vocational,Taeglich,0.002481925110607532,18165,0.0017583342152957854,0.003205516005919279
1990,"Rheinland-Pfalz,Saarland",middle vocational,Nie,0.002481925110607532,18165,0.0017583342152957854,0.003205516005919279
1990,Niedersachsen,higher vocational,Min 1x pro Monat,0.002481925110607532,18165,0.0017583342152957854,0.003205516005919279
1990,Bremen,middle vocational,Min 1x pro Monat,0.002481925110607532,18165,0.0017583342152957854,0.003205516005919279
1990,Bremen,middle vocational,Seltener,0.002374015323189813,18165,0.0016662911896418936,0.0030817394567377327
1990,Hessen,higher education,Min 1x pro Monat,0.002374015323189813,18165,0.0016662911896418936,0.0030817394567377327
1990,Hessen,higher education,Seltener,0.002374015323189813,18165,0.0016662911896418936,0.0030817394567377327
1990,Bayern,inadequately,Seltener,0.0022661055357720947,18165,0.0015746157025982642,0.0029575953689459254
1990,Niedersachsen,higher vocational,Seltener,0.0022661055357720947,18165,0.0015746157025982642,0.0029575953689459254
1990,Niedersachsen,higher education,Min 1x pro Woche,0.0022661055357720947,18165,0.0015746157025982642,0.0029575953689459254
1990,Nordrhein-Westfalen,vocational + Abi,Seltener,0.0021581957483543758,18165,0.0014833342778969856,0.002833057218811766
1990,Baden-Württemberg,inadequately,Min 1x pro Woche,0.0021581957483543758,18165,0.0014833342778969856,0.002833057218811766
1990,Hessen,higher vocational,Seltener,0.0021581957483543758,18165,0.0014833342778969856,0.002833057218811766
1990,Niedersachsen,inadequately,Seltener,0.0021581957483543758,18165,0.0014833342778969856,0.002833057218811766
1990,Berlin,general elemantary,Min 1x pro Monat,0.002050285960936657,18165,0.0013924767986550949,0.002708095123218219
1990,Nordrhein-Westfalen,general elemantary,Taeglich,0.002050285960936657,18165,0.0013924767986550949,0.002708095123218219
1990,Schleswig-Holstein,middle vocational,Min 1x pro Woche,0.002050285960936657,18165,0.0013924767986550949,0.002708095123218219
1990,Baden-Württemberg,vocational + Abi,Min 1x pro Monat,0.002050285960936657,18165,0.0013924767986550949,0.002708095123218219
1990,Bayern,inadequately,Min 1x pro Monat,0.0019423761735189381,18165,0.0013020771352534174,0.002582675211784459
1990,Bayern,vocational + Abi,Min 1x pro Woche,0.0019423761735189381,18165,0.0013020771352534174,0.002582675211784459
1990,Berlin,general elemantary,Min 1x pro Woche,0.0019423761735189381,18165,0.0013020771352534174,0.002582675211784459
1990,Nordrhein-Westfalen,-1,Min 1x pro Woche,0.0019423761735189381,18165,0.0013020771352534174,0.002582675211784459
1990,Baden-Württemberg,middle vocational,Taeglich,0.0019423761735189381,18165,0.0013020771352534174,0.002582675211784459
1990,Baden-Württemberg,vocational + Abi,Min 1x pro Woche,0.0018344663861012194,18165,0.0012121739326884763,0.0024567588395139625
1990,"Rheinland-Pfalz,Saarland",inadequately,Seltener,0.0018344663861012194,18165,0.0012121739326884763,0.0024567588395139625
1990,Berlin,higher education,Min 1x pro Woche,0.0017265565986835005,18165,0.0011228116098896618,0.0023303015874773392
1990,Berlin,middle vocational,Nie,0.0017265565986835005,18165,0.0011228116098896618,0.0023303015874773392
1990,Niedersachsen,higher vocational,Min 1x pro Woche,0.0017265565986835005,18165,0.0011228116098896618,0.0023303015874773392
1990,Nordrhein-Westfalen,middle vocational,Taeglich,0.0017265565986835005,18165,0.0011228116098896618,0.0023303015874773392
1990,Bayern,inadequately,Nie,0.0016186468112657818,18165,0.0010340416452251336,0.00220325197730643
1990,Bayern,vocational + Abi,Min 1x pro Monat,0.0016186468112657818,18165,0.0010340416452251336,0.00220325197730643
1990,Hamburg,general elemantary,Seltener,0.0016186468112657818,18165,0.0010340416452251336,0.00220325197730643
1990,Nordrhein-Westfalen,in school,Min 1x pro Woche,0.0016186468112657818,18165,0.0010340416452251336,0.00220325197730643
1990,Nordrhein-Westfalen,-1,Seltener,0.0015107370238480631,18165,0.0009459242552444523,0.002075549792451674
1990,Hessen,inadequately,Seltener,0.0015107370238480631,18165,0.0009459242552444523,0.002075549792451674
1990,Niedersachsen,middle vocational,Taeglich,0.0015107370238480631,18165,0.0009459242552444523,0.002075549792451674
1990,Berlin,inadequately,Nie,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Schleswig-Holstein,general elemantary,Nie,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Bayern,vocational + Abi,Seltener,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Hessen,vocational + Abi,Min 1x pro Monat,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,"Rheinland-Pfalz,Saarland",higher education,Min 1x pro Monat,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,"Rheinland-Pfalz,Saarland",higher education,Seltener,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Bayern,-1,Min 1x pro Woche,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Baden-Württemberg,vocational + Abi,Seltener,0.0014028272364303442,18165,0.000858530624515059,0.0019471238483456295
1990,Bayern,in school,Min 1x pro Woche,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,"Rheinland-Pfalz,Saarland",higher vocational,Seltener,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Niedersachsen,inadequately,Nie,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Berlin,general elemantary,Nie,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Hessen,middle vocational,Taeglich,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Hessen,higher vocational,Min 1x pro Monat,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Schleswig-Holstein,general elemantary,Min 1x pro Monat,0.0012949174490126255,18165,0.0007719459252603644,0.0018178889727648866
1990,Nordrhein-Westfalen,-1,Min 1x pro Monat,0.0011870076615949066,18165,0.0006862734982731041,0.0016877418249167091
1990,"Rheinland-Pfalz,Saarland",higher education,Min 1x pro Woche,0.0011870076615949066,18165,0.0006862734982731041,0.0016877418249167091
1990,Bayern,general elemantary,Taeglich,0.0011870076615949066,18165,0.0006862734982731041,0.0016877418249167091
1990,Bremen,general elemantary,Min 1x pro Monat,0.0011870076615949066,18165,0.0006862734982731041,0.0016877418249167091
1990,Nordrhein-Westfalen,in school,Min 1x pro Monat,0.0010790978741771879,18165,0.000601640792621233,0.0015565549557331427
1990,Schleswig-Holstein,middle vocational,Nie,0.0010790978741771879,18165,0.000601640792621233,0.0015565549557331427
1990,Hessen,vocational + Abi,Min 1x pro Woche,0.0010790978741771879,18165,0.000601640792621233,0.0015565549557331427
1990,Bremen,general elemantary,Seltener,0.0010790978741771879,18165,0.000601640792621233,0.0015565549557331427
1990,Niedersachsen,vocational + Abi,Min 1x pro Monat,0.0009711880867594691,18165,0.000518208063042314,0.0014241681104766241
1990,Hamburg,middle vocational,Nie,0.0009711880867594691,18165,0.000518208063042314,0.0014241681104766241
1990,Berlin,higher vocational,Min 1x pro Monat,0.0009711880867594691,18165,0.000518208063042314,0.0014241681104766241
1990,Schleswig-Holstein,higher vocational,Seltener,0.0009711880867594691,18165,0.000518208063042314,0.0014241681104766241
1990,Berlin,higher education,Min 1x pro Monat,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,Hessen,inadequately,Min 1x pro Woche,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,Baden-Württemberg,general elemantary,Taeglich,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,"Rheinland-Pfalz,Saarland",higher vocational,Min 1x pro Monat,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,Hessen,-1,Seltener,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,Nordrhein-Westfalen,in school,Seltener,0.0008632782993417503,18165,0.00043618157283336365,0.001290375025850137
1990,"Rheinland-Pfalz,Saarland",middle vocational,Taeglich,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,"Rheinland-Pfalz,Saarland",inadequately,Min 1x pro Monat,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Schleswig-Holstein,general elemantary,Min 1x pro Woche,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Hamburg,general elemantary,Nie,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Nordrhein-Westfalen,vocational + Abi,Nie,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Schleswig-Holstein,higher education,Min 1x pro Monat,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Bayern,in school,Seltener,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Hessen,general elemantary,Taeglich,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Nordrhein-Westfalen,-1,Nie,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Niedersachsen,vocational + Abi,Seltener,0.0007553685119240316,18165,0.0003558345328307817,0.0011549024910172815
1990,Hamburg,higher education,Min 1x pro Woche,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Niedersachsen,-1,Min 1x pro Monat,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Niedersachsen,inadequately,Min 1x pro Monat,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Hamburg,higher vocational,Min 1x pro Monat,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Woche,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Hamburg,general elemantary,Min 1x pro Monat,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Baden-Württemberg,-1,Nie,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Berlin,higher vocational,Min 1x pro Woche,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,"Rheinland-Pfalz,Saarland",inadequately,Nie,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Nordrhein-Westfalen,higher vocational,Nie,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Baden-Württemberg,-1,Seltener,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Berlin,higher education,Seltener,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Bayern,inadequately,Min 1x pro Woche,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Baden-Württemberg,in school,Min 1x pro Woche,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Hessen,vocational + Abi,Seltener,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Bayern,-1,Min 1x pro Monat,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Bremen,general elemantary,Nie,0.0006474587245063128,18165,0.0002775421638409221,0.0010173752851717034
1990,Schleswig-Holstein,higher vocational,Min 1x pro Monat,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Hessen,vocational + Abi,Nie,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Monat,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Hessen,higher vocational,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Hessen,higher education,Nie,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Bremen,middle vocational,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Hessen,-1,Min 1x pro Monat,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Baden-Württemberg,higher education,Nie,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Berlin,higher vocational,Seltener,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Berlin,inadequately,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Baden-Württemberg,inadequately,Taeglich,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Niedersachsen,vocational + Abi,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Niedersachsen,higher vocational,Nie,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Nordrhein-Westfalen,inadequately,Taeglich,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,"Rheinland-Pfalz,Saarland",-1,Seltener,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Hamburg,higher vocational,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,"Rheinland-Pfalz,Saarland",inadequately,Min 1x pro Woche,0.0005395489370885939,18165,0.000201844631508315,0.0008772532426688729
1990,Berlin,inadequately,Seltener,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hamburg,general elemantary,Min 1x pro Woche,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Nordrhein-Westfalen,-1,Taeglich,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Berlin,vocational + Abi,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Baden-Württemberg,-1,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Baden-Württemberg,-1,Min 1x pro Woche,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Niedersachsen,in school,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,"Rheinland-Pfalz,Saarland",vocational + Abi,Seltener,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hamburg,higher education,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hamburg,inadequately,Nie,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Berlin,-1,Nie,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Berlin,-1,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hamburg,higher vocational,Seltener,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Niedersachsen,inadequately,Min 1x pro Woche,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hessen,higher vocational,Nie,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Baden-Württemberg,vocational + Abi,Nie,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Hessen,in school,Min 1x pro Monat,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Nordrhein-Westfalen,higher education,Nie,0.00043163914967087513,18165,0.00012957093070548037,0.0007337073686362698
1990,Niedersachsen,general elemantary,Taeglich,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Hessen,in school,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bremen,vocational + Abi,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bremen,vocational + Abi,Min 1x pro Monat,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bayern,higher vocational,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bremen,middle vocational,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bayern,higher education,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Berlin,vocational + Abi,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bremen,higher education,Seltener,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Berlin,higher education,Taeglich,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Baden-Württemberg,higher vocational,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Schleswig-Holstein,vocational + Abi,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bayern,vocational + Abi,Nie,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Niedersachsen,-1,Seltener,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Hessen,inadequately,Min 1x pro Monat,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Baden-Württemberg,higher education,Taeglich,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Niedersachsen,-1,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Schleswig-Holstein,higher education,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Hamburg,middle vocational,Taeglich,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Berlin,-1,Seltener,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Berlin,inadequately,Min 1x pro Monat,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,"Rheinland-Pfalz,Saarland",-1,Min 1x pro Monat,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bayern,higher education,Taeglich,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Schleswig-Holstein,higher vocational,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
1990,Bremen,general elemantary,Min 1x pro Woche,0.0003237293622531564,18165,6.211649070645e-05,0.0005853422337998627
