year,age_gr,bula_h,pli0079,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,At least once per month,1.00000,32,8312,1.00000,1.00000
1990,17-29 y.,Lower Saxony,At least once per week,0.35964,82,8312,0.35879,0.36049
1990,17-29 y.,Lower Saxony,At least once per month,0.34474,90,8312,0.34390,0.34558
1990,17-29 y.,Lower Saxony,Seldom,0.29562,82,8312,0.29481,0.29643
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.42418,271,8312,0.42365,0.42471
1990,17-29 y.,North Rhine-Westphalia,At least once per month,0.31834,220,8312,0.31784,0.31884
1990,17-29 y.,North Rhine-Westphalia,Seldom,0.21984,170,8312,0.21939,0.22028
1990,17-29 y.,North Rhine-Westphalia,Never,0.03765,52,8312,0.03744,0.03785
1990,17-29 y.,Hesse,At least once per week,0.45241,100,8312,0.45139,0.45342
1990,17-29 y.,Hesse,At least once per month,0.31358,74,8312,0.31264,0.31453
1990,17-29 y.,Hesse,Seldom,0.23401,57,8312,0.23314,0.23487
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.45849,74,8312,0.45746,0.45952
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28481,58,8312,0.28388,0.28575
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25669,42,8312,0.25579,0.25759
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.45010,217,8312,0.44941,0.45080
1990,17-29 y.,Baden-Wuerttemberg,At least once per month,0.26425,131,8312,0.26363,0.26486
1990,17-29 y.,Baden-Wuerttemberg,Seldom,0.25832,139,8312,0.25771,0.25893
1990,17-29 y.,Baden-Wuerttemberg,Never,0.02733,32,8312,0.02710,0.02756
1990,17-29 y.,Bavaria,At least once per week,0.56905,239,8312,0.56838,0.56972
1990,17-29 y.,Bavaria,At least once per month,0.25558,121,8312,0.25499,0.25617
1990,17-29 y.,Bavaria,Seldom,0.17537,86,8312,0.17486,0.17589
1990,30-45 y.,Schleswig-Holstein,Seldom,1.00000,37,8312,1.00000,1.00000
1990,30-45 y.,Lower Saxony,At least once per week,0.22919,51,8312,0.22846,0.22991
1990,30-45 y.,Lower Saxony,At least once per month,0.39236,79,8312,0.39152,0.39320
1990,30-45 y.,Lower Saxony,Seldom,0.37845,94,8312,0.37761,0.37929
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.24401,183,8312,0.24361,0.24442
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.35760,285,8312,0.35715,0.35805
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.36406,300,8312,0.36360,0.36451
1990,30-45 y.,North Rhine-Westphalia,Never,0.03433,44,8312,0.03416,0.03450
1990,30-45 y.,Hesse,At least once per week,0.29030,69,8312,0.28948,0.29111
1990,30-45 y.,Hesse,At least once per month,0.31518,82,8312,0.31434,0.31602
1990,30-45 y.,Hesse,Seldom,0.33450,103,8312,0.33365,0.33535
1990,30-45 y.,Hesse,Never,0.06002,35,8312,0.05959,0.06045
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.23060,35,8312,0.22968,0.23151
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32074,46,8312,0.31972,0.32175
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.44867,70,8312,0.44759,0.44975
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.23337,108,8312,0.23281,0.23392
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31450,162,8312,0.31389,0.31511
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.39122,203,8312,0.39058,0.39186
1990,30-45 y.,Baden-Wuerttemberg,Never,0.06092,63,8312,0.06060,0.06123
1990,30-45 y.,Bavaria,At least once per week,0.29360,105,8312,0.29300,0.29420
1990,30-45 y.,Bavaria,At least once per month,0.37158,161,8312,0.37095,0.37222
1990,30-45 y.,Bavaria,Seldom,0.33482,156,8312,0.33420,0.33544
1990,30-45 y.,Berlin,At least once per week,0.61788,33,8312,0.61625,0.61952
1990,30-45 y.,Berlin,At least once per month,0.38212,34,8312,0.38048,0.38375
1990,46-65 y.,Schleswig-Holstein,Seldom,1.00000,63,8312,1.00000,1.00000
1990,46-65 y.,Lower Saxony,At least once per week,0.12643,43,8312,0.12597,0.12688
1990,46-65 y.,Lower Saxony,At least once per month,0.26840,89,8312,0.26779,0.26900
1990,46-65 y.,Lower Saxony,Seldom,0.51835,165,8312,0.51766,0.51903
1990,46-65 y.,Lower Saxony,Never,0.08683,32,8312,0.08644,0.08721
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.18016,126,8312,0.17980,0.18052
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.27744,186,8312,0.27701,0.27786
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.42220,296,8312,0.42174,0.42267
1990,46-65 y.,North Rhine-Westphalia,Never,0.12020,136,8312,0.11989,0.12051
1990,46-65 y.,Hesse,At least once per week,0.18006,37,8312,0.17946,0.18065
1990,46-65 y.,Hesse,At least once per month,0.22913,60,8312,0.22848,0.22978
1990,46-65 y.,Hesse,Seldom,0.44997,133,8312,0.44920,0.45075
1990,46-65 y.,Hesse,Never,0.14084,78,8312,0.14030,0.14138
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.19572,37,8312,0.19503,0.19641
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.35233,67,8312,0.35150,0.35316
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.45195,92,8312,0.45108,0.45282
1990,46-65 y.,Baden-Wuerttemberg,At least once per week,0.15714,78,8312,0.15669,0.15758
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.26320,136,8312,0.26267,0.26374
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.45285,218,8312,0.45224,0.45345
1990,46-65 y.,Baden-Wuerttemberg,Never,0.12681,98,8312,0.12640,0.12721
1990,46-65 y.,Bavaria,At least once per week,0.21290,90,8312,0.21242,0.21339
1990,46-65 y.,Bavaria,At least once per month,0.28146,125,8312,0.28093,0.28200
1990,46-65 y.,Bavaria,Seldom,0.40621,181,8312,0.40562,0.40679
1990,46-65 y.,Bavaria,Never,0.09942,57,8312,0.09907,0.09978
1990,46-65 y.,Berlin,Seldom,1.00000,34,8312,1.00000,1.00000
1990,66 and older,Lower Saxony,Seldom,0.43827,37,8312,0.43715,0.43940
1990,66 and older,Lower Saxony,Never,0.56173,48,8312,0.56060,0.56285
1990,66 and older,North Rhine-Westphalia,At least once per week,0.15492,37,8312,0.15443,0.15541
1990,66 and older,North Rhine-Westphalia,At least once per month,0.14822,33,8312,0.14774,0.14870
1990,66 and older,North Rhine-Westphalia,Seldom,0.37982,95,8312,0.37916,0.38048
1990,66 and older,North Rhine-Westphalia,Never,0.31704,71,8312,0.31641,0.31767
1990,66 and older,Hesse,Seldom,1.00000,56,8312,1.00000,1.00000
1990,66 and older,"Rhineland-Palatinate, Saarland",Seldom,1.00000,36,8312,1.00000,1.00000
1990,66 and older,Baden-Wuerttemberg,At least once per month,0.25976,35,8312,0.25894,0.26058
1990,66 and older,Baden-Wuerttemberg,Seldom,0.34451,48,8312,0.34363,0.34540
1990,66 and older,Baden-Wuerttemberg,Never,0.39572,56,8312,0.39481,0.39664
1990,66 and older,Bavaria,At least once per week,0.16635,33,8312,0.16580,0.16690
1990,66 and older,Bavaria,At least once per month,0.24353,49,8312,0.24290,0.24417
1990,66 and older,Bavaria,Seldom,0.36624,71,8312,0.36553,0.36695
1990,66 and older,Bavaria,Never,0.22388,43,8312,0.22326,0.22449
1995,17-29 y.,Lower Saxony,At least once per week,0.33202,83,11709,0.33111,0.33292
1995,17-29 y.,Lower Saxony,At least once per month,0.34397,93,11709,0.34305,0.34488
1995,17-29 y.,Lower Saxony,Seldom,0.32402,75,11709,0.32312,0.32492
1995,17-29 y.,North Rhine-Westphalia,Daily,0.05346,32,11709,0.05319,0.05372
1995,17-29 y.,North Rhine-Westphalia,At least once per week,0.40689,250,11709,0.40631,0.40747
1995,17-29 y.,North Rhine-Westphalia,At least once per month,0.27784,197,11709,0.27731,0.27836
1995,17-29 y.,North Rhine-Westphalia,Seldom,0.21337,146,11709,0.21289,0.21386
1995,17-29 y.,North Rhine-Westphalia,Never,0.04844,46,11709,0.04819,0.04870
1995,17-29 y.,Hesse,At least once per week,0.49774,95,11709,0.49669,0.49879
1995,17-29 y.,Hesse,At least once per month,0.23946,63,11709,0.23856,0.24035
1995,17-29 y.,Hesse,Seldom,0.26280,56,11709,0.26187,0.26372
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.44161,59,11709,0.44043,0.44279
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32739,47,11709,0.32628,0.32851
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23100,44,11709,0.22999,0.23200
1995,17-29 y.,Baden-Wuerttemberg,At least once per week,0.40525,188,11709,0.40452,0.40599
1995,17-29 y.,Baden-Wuerttemberg,At least once per month,0.37220,168,11709,0.37148,0.37293
1995,17-29 y.,Baden-Wuerttemberg,Seldom,0.22254,126,11709,0.22192,0.22317
1995,17-29 y.,Bavaria,At least once per week,0.59150,224,11709,0.59077,0.59224
1995,17-29 y.,Bavaria,At least once per month,0.27103,124,11709,0.27037,0.27170
1995,17-29 y.,Bavaria,Seldom,0.13746,66,11709,0.13695,0.13797
1995,17-29 y.,Berlin,At least once per week,0.35535,42,11709,0.35411,0.35659
1995,17-29 y.,Berlin,At least once per month,0.30621,38,11709,0.30501,0.30741
1995,17-29 y.,Berlin,Seldom,0.33844,38,11709,0.33721,0.33967
1995,17-29 y.,Brandenburg,At least once per week,0.35205,36,11709,0.35061,0.35350
1995,17-29 y.,Brandenburg,At least once per month,0.20566,34,11709,0.20444,0.20689
1995,17-29 y.,Brandenburg,Seldom,0.44228,57,11709,0.44078,0.44379
1995,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.43699,37,11709,0.43500,0.43899
1995,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.56301,40,11709,0.56101,0.56500
1995,17-29 y.,Saxony,At least once per week,0.28996,69,11709,0.28882,0.29110
1995,17-29 y.,Saxony,At least once per month,0.32499,69,11709,0.32382,0.32617
1995,17-29 y.,Saxony,Seldom,0.38505,74,11709,0.38383,0.38627
1995,17-29 y.,Saxony-Anhalt,At least once per week,0.23205,43,11709,0.23077,0.23333
1995,17-29 y.,Saxony-Anhalt,At least once per month,0.36121,49,11709,0.35976,0.36266
1995,17-29 y.,Saxony-Anhalt,Seldom,0.40674,53,11709,0.40526,0.40823
1995,17-29 y.,Thuringa,At least once per week,0.22876,33,11709,0.22743,0.23009
1995,17-29 y.,Thuringa,At least once per month,0.39309,48,11709,0.39154,0.39463
1995,17-29 y.,Thuringa,Seldom,0.37816,56,11709,0.37662,0.37969
1995,30-45 y.,Schleswig-Holstein,Seldom,1.00000,36,11709,1.00000,1.00000
1995,30-45 y.,Lower Saxony,At least once per week,0.14080,49,11709,0.14030,0.14130
1995,30-45 y.,Lower Saxony,At least once per month,0.33086,107,11709,0.33018,0.33153
1995,30-45 y.,Lower Saxony,Seldom,0.44503,136,11709,0.44432,0.44574
1995,30-45 y.,Lower Saxony,Never,0.08331,42,11709,0.08292,0.08371
1995,30-45 y.,North Rhine-Westphalia,At least once per week,0.23383,190,11709,0.23344,0.23422
1995,30-45 y.,North Rhine-Westphalia,At least once per month,0.33579,286,11709,0.33536,0.33623
1995,30-45 y.,North Rhine-Westphalia,Seldom,0.37120,326,11709,0.37075,0.37164
1995,30-45 y.,North Rhine-Westphalia,Never,0.05918,76,11709,0.05896,0.05939
1995,30-45 y.,Hesse,At least once per week,0.28603,63,11709,0.28524,0.28682
1995,30-45 y.,Hesse,At least once per month,0.32722,93,11709,0.32640,0.32804
1995,30-45 y.,Hesse,Seldom,0.38675,115,11709,0.38590,0.38760
1995,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.22688,48,11709,0.22617,0.22759
1995,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.25291,57,11709,0.25217,0.25364
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.40397,111,11709,0.40314,0.40480
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.11625,39,11709,0.11571,0.11679
1995,30-45 y.,Baden-Wuerttemberg,At least once per week,0.23784,123,11709,0.23731,0.23837
1995,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31591,165,11709,0.31533,0.31649
1995,30-45 y.,Baden-Wuerttemberg,Seldom,0.38123,216,11709,0.38062,0.38183
1995,30-45 y.,Baden-Wuerttemberg,Never,0.06503,56,11709,0.06472,0.06533
1995,30-45 y.,Bavaria,At least once per week,0.30244,155,11709,0.30190,0.30298
1995,30-45 y.,Bavaria,At least once per month,0.34720,180,11709,0.34663,0.34776
1995,30-45 y.,Bavaria,Seldom,0.28681,160,11709,0.28628,0.28735
1995,30-45 y.,Bavaria,Never,0.06355,37,11709,0.06326,0.06384
1995,30-45 y.,Berlin,At least once per week,0.27073,39,11709,0.26972,0.27173
1995,30-45 y.,Berlin,At least once per month,0.45544,77,11709,0.45431,0.45656
1995,30-45 y.,Berlin,Seldom,0.27383,56,11709,0.27283,0.27484
1995,30-45 y.,Brandenburg,At least once per month,0.30768,51,11709,0.30641,0.30894
1995,30-45 y.,Brandenburg,Seldom,0.69232,114,11709,0.69106,0.69359
1995,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.44760,47,11709,0.44595,0.44925
1995,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.55240,68,11709,0.55075,0.55405
1995,30-45 y.,Saxony,At least once per month,0.31350,107,11709,0.31261,0.31439
1995,30-45 y.,Saxony,Seldom,0.54085,194,11709,0.53989,0.54181
1995,30-45 y.,Saxony,Never,0.14565,46,11709,0.14497,0.14633
1995,30-45 y.,Saxony-Anhalt,At least once per month,0.30366,63,11709,0.30237,0.30494
1995,30-45 y.,Saxony-Anhalt,Seldom,0.52123,104,11709,0.51982,0.52263
1995,30-45 y.,Saxony-Anhalt,Never,0.17512,35,11709,0.17405,0.17618
1995,30-45 y.,Thuringa,At least once per month,0.42209,69,11709,0.42067,0.42350
1995,30-45 y.,Thuringa,Seldom,0.57791,124,11709,0.57650,0.57933
1995,46-65 y.,Schleswig-Holstein,Seldom,1.00000,42,11709,1.00000,1.00000
1995,46-65 y.,Lower Saxony,At least once per week,0.14475,42,11709,0.14426,0.14525
1995,46-65 y.,Lower Saxony,At least once per month,0.36508,107,11709,0.36440,0.36575
1995,46-65 y.,Lower Saxony,Seldom,0.36665,117,11709,0.36598,0.36733
1995,46-65 y.,Lower Saxony,Never,0.12351,46,11709,0.12305,0.12398
1995,46-65 y.,North Rhine-Westphalia,At least once per week,0.24922,151,11709,0.24881,0.24963
1995,46-65 y.,North Rhine-Westphalia,At least once per month,0.28752,201,11709,0.28708,0.28795
1995,46-65 y.,North Rhine-Westphalia,Seldom,0.36268,259,11709,0.36223,0.36314
1995,46-65 y.,North Rhine-Westphalia,Never,0.10058,114,11709,0.10029,0.10087
1995,46-65 y.,Hesse,At least once per week,0.14457,34,11709,0.14402,0.14511
1995,46-65 y.,Hesse,At least once per month,0.18776,54,11709,0.18715,0.18837
1995,46-65 y.,Hesse,Seldom,0.47082,121,11709,0.47004,0.47160
1995,46-65 y.,Hesse,Never,0.19685,74,11709,0.19624,0.19747
1995,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.29430,44,11709,0.29338,0.29522
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.50739,77,11709,0.50638,0.50840
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.19831,34,11709,0.19751,0.19911
1995,46-65 y.,Baden-Wuerttemberg,At least once per week,0.21866,82,11709,0.21814,0.21917
1995,46-65 y.,Baden-Wuerttemberg,At least once per month,0.26831,129,11709,0.26776,0.26886
1995,46-65 y.,Baden-Wuerttemberg,Seldom,0.41782,209,11709,0.41721,0.41843
1995,46-65 y.,Baden-Wuerttemberg,Never,0.09522,81,11709,0.09485,0.09558
1995,46-65 y.,Bavaria,At least once per week,0.24206,103,11709,0.24156,0.24255
1995,46-65 y.,Bavaria,At least once per month,0.31513,144,11709,0.31459,0.31567
1995,46-65 y.,Bavaria,Seldom,0.35126,183,11709,0.35071,0.35181
1995,46-65 y.,Bavaria,Never,0.09155,49,11709,0.09121,0.09188
1995,46-65 y.,Berlin,At least once per month,0.41289,58,11709,0.41184,0.41394
1995,46-65 y.,Berlin,Seldom,0.40543,68,11709,0.40439,0.40648
1995,46-65 y.,Berlin,Never,0.18168,32,11709,0.18085,0.18250
1995,46-65 y.,Brandenburg,At least once per month,0.20223,36,11709,0.20125,0.20320
1995,46-65 y.,Brandenburg,Seldom,0.51572,92,11709,0.51451,0.51694
1995,46-65 y.,Brandenburg,Never,0.28205,39,11709,0.28096,0.28315
1995,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.26495,33,11709,0.26378,0.26613
1995,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.50021,72,11709,0.49888,0.50154
1995,46-65 y.,Mecklenburg-Western Pomerania,Never,0.23484,34,11709,0.23371,0.23597
1995,46-65 y.,Saxony,At least once per month,0.21119,71,11709,0.21047,0.21191
1995,46-65 y.,Saxony,Seldom,0.53344,177,11709,0.53256,0.53432
1995,46-65 y.,Saxony,Never,0.25537,80,11709,0.25460,0.25614
1995,46-65 y.,Saxony-Anhalt,At least once per month,0.17800,41,11709,0.17714,0.17886
1995,46-65 y.,Saxony-Anhalt,Seldom,0.47555,104,11709,0.47442,0.47667
1995,46-65 y.,Saxony-Anhalt,Never,0.34645,63,11709,0.34538,0.34752
1995,46-65 y.,Thuringa,Seldom,0.55453,95,11709,0.55314,0.55592
1995,46-65 y.,Thuringa,Never,0.44547,56,11709,0.44408,0.44686
1995,66 and older,Lower Saxony,Seldom,0.47769,43,11709,0.47653,0.47884
1995,66 and older,Lower Saxony,Never,0.52231,36,11709,0.52116,0.52347
1995,66 and older,North Rhine-Westphalia,At least once per week,0.16629,38,11709,0.16581,0.16677
1995,66 and older,North Rhine-Westphalia,At least once per month,0.22595,54,11709,0.22542,0.22649
1995,66 and older,North Rhine-Westphalia,Seldom,0.31510,88,11709,0.31451,0.31570
1995,66 and older,North Rhine-Westphalia,Never,0.29265,78,11709,0.29206,0.29323
1995,66 and older,Hesse,Seldom,0.52844,43,11709,0.52722,0.52966
1995,66 and older,Hesse,Never,0.47156,33,11709,0.47034,0.47278
1995,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.53164,38,11709,0.53032,0.53297
1995,66 and older,"Rhineland-Palatinate, Saarland",Never,0.46836,32,11709,0.46703,0.46968
1995,66 and older,Baden-Wuerttemberg,At least once per month,0.27269,39,11709,0.27196,0.27343
1995,66 and older,Baden-Wuerttemberg,Seldom,0.46035,82,11709,0.45953,0.46117
1995,66 and older,Baden-Wuerttemberg,Never,0.26696,45,11709,0.26623,0.26769
1995,66 and older,Bavaria,At least once per week,0.23499,40,11709,0.23437,0.23560
1995,66 and older,Bavaria,At least once per month,0.17735,38,11709,0.17679,0.17790
1995,66 and older,Bavaria,Seldom,0.31693,63,11709,0.31625,0.31761
1995,66 and older,Bavaria,Never,0.27074,49,11709,0.27009,0.27139
1995,66 and older,Brandenburg,Never,1.00000,34,11709,1.00000,1.00000
1995,66 and older,Saxony,Seldom,0.38923,40,11709,0.38795,0.39051
1995,66 and older,Saxony,Never,0.61077,59,11709,0.60949,0.61205
1995,66 and older,Saxony-Anhalt,Never,1.00000,31,11709,1.00000,1.00000
1998,17-29 y.,Lower Saxony,At least once per week,0.39438,87,12623,0.39346,0.39530
1998,17-29 y.,Lower Saxony,At least once per month,0.34583,97,12623,0.34493,0.34672
1998,17-29 y.,Lower Saxony,Seldom,0.25979,71,12623,0.25897,0.26062
1998,17-29 y.,North Rhine-Westphalia,At least once per week,0.45473,255,12623,0.45409,0.45537
1998,17-29 y.,North Rhine-Westphalia,At least once per month,0.32497,187,12623,0.32437,0.32557
1998,17-29 y.,North Rhine-Westphalia,Seldom,0.22030,140,12623,0.21977,0.22083
1998,17-29 y.,Hesse,At least once per week,0.45186,81,12623,0.45074,0.45298
1998,17-29 y.,Hesse,At least once per month,0.31708,59,12623,0.31604,0.31813
1998,17-29 y.,Hesse,Seldom,0.23105,42,12623,0.23010,0.23201
1998,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.45224,63,12623,0.45101,0.45347
1998,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31818,38,12623,0.31702,0.31933
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22959,40,12623,0.22855,0.23063
1998,17-29 y.,Baden-Wuerttemberg,At least once per week,0.47772,187,12623,0.47692,0.47851
1998,17-29 y.,Baden-Wuerttemberg,At least once per month,0.25747,98,12623,0.25677,0.25817
1998,17-29 y.,Baden-Wuerttemberg,Seldom,0.26482,110,12623,0.26411,0.26552
1998,17-29 y.,Bavaria,At least once per week,0.62986,222,12623,0.62911,0.63062
1998,17-29 y.,Bavaria,At least once per month,0.24389,101,12623,0.24322,0.24457
1998,17-29 y.,Bavaria,Seldom,0.12624,61,12623,0.12572,0.12676
1998,17-29 y.,Berlin,At least once per week,0.50161,37,12623,0.50004,0.50319
1998,17-29 y.,Berlin,At least once per month,0.49839,36,12623,0.49681,0.49996
1998,17-29 y.,Brandenburg,At least once per week,0.22718,34,12623,0.22601,0.22836
1998,17-29 y.,Brandenburg,At least once per month,0.30897,46,12623,0.30768,0.31027
1998,17-29 y.,Brandenburg,Seldom,0.46384,63,12623,0.46245,0.46524
1998,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.50674,33,12623,0.50472,0.50877
1998,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.49326,37,12623,0.49123,0.49528
1998,17-29 y.,Saxony,At least once per week,0.30703,72,12623,0.30591,0.30815
1998,17-29 y.,Saxony,At least once per month,0.34989,82,12623,0.34873,0.35105
1998,17-29 y.,Saxony,Seldom,0.34308,93,12623,0.34192,0.34424
1998,17-29 y.,Saxony-Anhalt,At least once per week,0.29560,40,12623,0.29415,0.29705
1998,17-29 y.,Saxony-Anhalt,At least once per month,0.28781,44,12623,0.28638,0.28925
1998,17-29 y.,Saxony-Anhalt,Seldom,0.41659,53,12623,0.41502,0.41815
1998,17-29 y.,Thuringa,At least once per week,0.37034,58,12623,0.36879,0.37189
1998,17-29 y.,Thuringa,At least once per month,0.32192,54,12623,0.32043,0.32342
1998,17-29 y.,Thuringa,Seldom,0.30774,47,12623,0.30626,0.30922
1998,30-45 y.,Schleswig-Holstein,At least once per month,0.55410,55,12623,0.55288,0.55531
1998,30-45 y.,Schleswig-Holstein,Seldom,0.44590,45,12623,0.44469,0.44712
1998,30-45 y.,Lower Saxony,At least once per week,0.19144,68,12623,0.19088,0.19200
1998,30-45 y.,Lower Saxony,At least once per month,0.35814,150,12623,0.35746,0.35883
1998,30-45 y.,Lower Saxony,Seldom,0.45041,174,12623,0.44970,0.45112
1998,30-45 y.,North Rhine-Westphalia,At least once per week,0.22792,213,12623,0.22753,0.22831
1998,30-45 y.,North Rhine-Westphalia,At least once per month,0.38427,352,12623,0.38382,0.38472
1998,30-45 y.,North Rhine-Westphalia,Seldom,0.33828,341,12623,0.33784,0.33872
1998,30-45 y.,North Rhine-Westphalia,Never,0.04953,55,12623,0.04933,0.04973
1998,30-45 y.,Hesse,At least once per week,0.33438,79,12623,0.33357,0.33519
1998,30-45 y.,Hesse,At least once per month,0.33928,98,12623,0.33846,0.34009
1998,30-45 y.,Hesse,Seldom,0.32634,100,12623,0.32554,0.32715
1998,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.20272,57,12623,0.20204,0.20340
1998,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32148,96,12623,0.32069,0.32228
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.35750,100,12623,0.35668,0.35831
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.11830,36,12623,0.11776,0.11885
1998,30-45 y.,Baden-Wuerttemberg,At least once per week,0.28364,157,12623,0.28310,0.28418
1998,30-45 y.,Baden-Wuerttemberg,At least once per month,0.31707,201,12623,0.31652,0.31763
1998,30-45 y.,Baden-Wuerttemberg,Seldom,0.34527,230,12623,0.34470,0.34584
1998,30-45 y.,Baden-Wuerttemberg,Never,0.05402,45,12623,0.05375,0.05429
1998,30-45 y.,Bavaria,At least once per week,0.24159,159,12623,0.24109,0.24209
1998,30-45 y.,Bavaria,At least once per month,0.39355,234,12623,0.39298,0.39413
1998,30-45 y.,Bavaria,Seldom,0.30626,194,12623,0.30572,0.30680
1998,30-45 y.,Bavaria,Never,0.05859,37,12623,0.05831,0.05886
1998,30-45 y.,Berlin,At least once per week,0.32671,48,12623,0.32566,0.32776
1998,30-45 y.,Berlin,At least once per month,0.35884,63,12623,0.35776,0.35991
1998,30-45 y.,Berlin,Seldom,0.31445,61,12623,0.31341,0.31550
1998,30-45 y.,Brandenburg,At least once per month,0.27640,45,12623,0.27513,0.27767
1998,30-45 y.,Brandenburg,Seldom,0.72360,116,12623,0.72233,0.72487
1998,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.32950,36,12623,0.32788,0.33112
1998,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.67050,71,12623,0.66888,0.67212
1998,30-45 y.,Saxony,At least once per month,0.31562,113,12623,0.31475,0.31648
1998,30-45 y.,Saxony,Seldom,0.59891,213,12623,0.59800,0.59982
1998,30-45 y.,Saxony,Never,0.08547,31,12623,0.08495,0.08599
1998,30-45 y.,Saxony-Anhalt,At least once per month,0.36080,57,12623,0.35940,0.36220
1998,30-45 y.,Saxony-Anhalt,Seldom,0.63920,117,12623,0.63780,0.64060
1998,30-45 y.,Thuringa,At least once per month,0.29641,62,12623,0.29513,0.29770
1998,30-45 y.,Thuringa,Seldom,0.70359,139,12623,0.70230,0.70487
1998,46-65 y.,Schleswig-Holstein,At least once per month,0.39252,32,12623,0.39137,0.39368
1998,46-65 y.,Schleswig-Holstein,Seldom,0.60748,52,12623,0.60632,0.60863
1998,46-65 y.,Lower Saxony,At least once per week,0.19555,55,12623,0.19497,0.19612
1998,46-65 y.,Lower Saxony,At least once per month,0.33148,117,12623,0.33080,0.33216
1998,46-65 y.,Lower Saxony,Seldom,0.47297,145,12623,0.47225,0.47369
1998,46-65 y.,North Rhine-Westphalia,At least once per week,0.20484,154,12623,0.20448,0.20521
1998,46-65 y.,North Rhine-Westphalia,At least once per month,0.35002,282,12623,0.34959,0.35045
1998,46-65 y.,North Rhine-Westphalia,Seldom,0.35392,317,12623,0.35349,0.35435
1998,46-65 y.,North Rhine-Westphalia,Never,0.09121,109,12623,0.09095,0.09147
1998,46-65 y.,Hesse,At least once per week,0.19819,54,12623,0.19758,0.19880
1998,46-65 y.,Hesse,At least once per month,0.26758,78,12623,0.26690,0.26825
1998,46-65 y.,Hesse,Seldom,0.40073,120,12623,0.39999,0.40148
1998,46-65 y.,Hesse,Never,0.13350,53,12623,0.13298,0.13402
1998,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.18678,36,12623,0.18608,0.18747
1998,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.23881,50,12623,0.23805,0.23958
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.39486,86,12623,0.39398,0.39573
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.17955,40,12623,0.17887,0.18024
