year,migback,quintil_oecd,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Direct migration background,3rd Quintile,At least once per week,0.25120,151,659,0.21806,0.28434
2019,Direct migration background,3rd Quintile,At least once per month,0.38623,245,659,0.34903,0.42343
2019,Direct migration background,3rd Quintile,Seldom,0.29354,218,659,0.25875,0.32834
2019,Direct migration background,3rd Quintile,Never,0.04050,45,659,0.02544,0.05557
2019,Direct migration background,4th Quintile,At least once per week,0.25872,120,423,0.21694,0.30051
2019,Direct migration background,4th Quintile,At least once per month,0.39532,186,423,0.34867,0.44196
2019,Direct migration background,4th Quintile,Seldom,0.29319,117,423,0.24976,0.33663
2019,Direct migration background,5th Quintile,At least once per week,0.41359,171,432,0.36710,0.46009
2019,Direct migration background,5th Quintile,At least once per month,0.35172,167,432,0.30664,0.39680
2019,Direct migration background,5th Quintile,Seldom,0.21091,94,432,0.17239,0.24942
2019,Indirect migration background,1st Quintile,At least once per week,0.34734,122,367,0.29856,0.39612
2019,Indirect migration background,1st Quintile,At least once per month,0.29031,128,367,0.24380,0.33681
2019,Indirect migration background,1st Quintile,Seldom,0.25831,117,367,0.21347,0.30316
2019,Indirect migration background,2nd Quintile,At least once per week,0.36732,110,281,0.31086,0.42379
2019,Indirect migration background,2nd Quintile,At least once per month,0.30836,101,281,0.25427,0.36246
2019,Indirect migration background,2nd Quintile,Seldom,0.24390,70,281,0.19360,0.29420
2019,Indirect migration background,3rd Quintile,At least once per week,0.36039,98,275,0.30354,0.41724
2019,Indirect migration background,3rd Quintile,At least once per month,0.47428,122,275,0.41515,0.53340
2019,Indirect migration background,3rd Quintile,Seldom,0.14911,55,275,0.10694,0.19129
2019,Indirect migration background,4th Quintile,At least once per week,0.38122,66,186,0.31124,0.45121
2019,Indirect migration background,4th Quintile,At least once per month,0.44292,76,186,0.37134,0.51450
2019,Indirect migration background,4th Quintile,Seldom,0.16189,44,186,0.10881,0.21498
2019,Indirect migration background,5th Quintile,At least once per week,0.53067,102,179,0.45735,0.60398
2019,Indirect migration background,5th Quintile,At least once per month,0.34981,77,179,0.27975,0.41988
