"plh0032","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1986","Realschule","1049","","",""
"Grosse Sorgen","1986","(Fach-)Abitur","158","","",""
"Grosse Sorgen","1986","(noch) kein Abschluss","155","","",""
"Grosse Sorgen","1986","AkademikerIn","117","","",""
"Grosse Sorgen","1986","Hauptschule","1231","","",""
"Grosse Sorgen","1986","Realschule","269","","",""
"Keine Sorgen","1986","(Fach-)Abitur","188","","",""
"Keine Sorgen","1986","(noch) kein Abschluss","333","0.352849964194245","0.323423309236798","0.382276619151692"
"Keine Sorgen","1986","AkademikerIn","187","","",""
"Keine Sorgen","1986","Hauptschule","1311","","",""
"Keine Sorgen","1986","Realschule","428","0.251917009882844","0.231554579726032","0.272279440039655"
"Einige Sorgen","1987","(Fach-)Abitur","490","0.641839651035681","0.607974364680404","0.675704937390958"
"Einige Sorgen","1987","(noch) kein Abschluss","507","0.487623782714149","0.456344952082289","0.518902613346008"
"Einige Sorgen","1987","AkademikerIn","473","0.640421722418111","0.605776440622177","0.675067004214046"
"Einige Sorgen","1987","Hauptschule","3534","0.598529253675972","0.586057027910692","0.611001479441252"
"Einige Sorgen","1987","Realschule","1124","","",""
"Grosse Sorgen","1987","(Fach-)Abitur","118","","",""
"Grosse Sorgen","1987","(noch) kein Abschluss","153","","",""
"Grosse Sorgen","1987","AkademikerIn","121","","",""
"Grosse Sorgen","1987","Hauptschule","1270","","",""
"Grosse Sorgen","1987","Realschule","293","","",""
"Keine Sorgen","1987","(Fach-)Abitur","162","","",""
"Keine Sorgen","1987","(noch) kein Abschluss","321","0.316351622293007","0.287250146459841","0.345453098126173"
"Keine Sorgen","1987","AkademikerIn","143","","",""
"Keine Sorgen","1987","Hauptschule","1130","","",""
"Keine Sorgen","1987","Realschule","320","0.183958011339111","0.165737364623043","0.202178658055178"
"Einige Sorgen","1988","(Fach-)Abitur","451","0.622642296055678","0.587407090823917","0.65787750128744"
"Einige Sorgen","1988","(noch) kein Abschluss","503","0.545346830652466","0.512669831110672","0.578023830194261"
"Einige Sorgen","1988","AkademikerIn","449","0.648602555744606","0.613211124160286","0.683993987328926"
"Einige Sorgen","1988","Hauptschule","3212","0.552413040807155","0.539487356936621","0.56533872467769"
"Einige Sorgen","1988","Realschule","1076","","",""
"Grosse Sorgen","1988","(Fach-)Abitur","166","","",""
"Grosse Sorgen","1988","(noch) kein Abschluss","148","","",""
"Grosse Sorgen","1988","AkademikerIn","149","","",""
"Grosse Sorgen","1988","Hauptschule","1645","","",""
"Grosse Sorgen","1988","Realschule","393","0.234488229671355","0.214294676257506","0.254681783085205"
"Keine Sorgen","1988","(Fach-)Abitur","110","","",""
"Keine Sorgen","1988","(noch) kein Abschluss","241","","",""
"Keine Sorgen","1988","AkademikerIn","101","","",""
"Keine Sorgen","1988","Hauptschule","828","0.131391666679514","0.122609963313822","0.140173370045205"
"Keine Sorgen","1988","Realschule","222","","",""
"Einige Sorgen","1989","(Fach-)Abitur","441","0.599946944494711","0.564696763017839","0.635197125971582"
"Einige Sorgen","1989","(noch) kein Abschluss","447","0.482631494085457","0.449234553139567","0.516028435031347"
"Einige Sorgen","1989","AkademikerIn","409","0.588784084024226","0.552043042054061","0.62552512599439"
"Einige Sorgen","1989","Hauptschule","3166","0.584486375448383","0.571368963283896","0.59760378761287"
"Einige Sorgen","1989","Realschule","973","0.587384943551756","0.563536628955967","0.611233258147546"
"Grosse Sorgen","1989","(Fach-)Abitur","89","0.113835092802832","0.0909821835454801","0.136688002060183"
"Grosse Sorgen","1989","(noch) kein Abschluss","130","","",""
"Grosse Sorgen","1989","AkademikerIn","67","0.0941806113446685","0.0723713960961363","0.115989826593201"
"Grosse Sorgen","1989","Hauptschule","1087","","",""
"Grosse Sorgen","1989","Realschule","229","","",""
"Keine Sorgen","1989","(Fach-)Abitur","212","","",""
"Keine Sorgen","1989","(noch) kein Abschluss","283","","",""
"Keine Sorgen","1989","AkademikerIn","213","","",""
"Keine Sorgen","1989","Hauptschule","1169","","",""
"Keine Sorgen","1989","Realschule","435","0.273879171378453","0.252276487959684","0.295481854797223"
"Einige Sorgen","1990","(Fach-)Abitur","439","0.506807148203631","0.473566617006961","0.540047679400301"
"Einige Sorgen","1990","(noch) kein Abschluss","468","0.505558603078023","0.472450126126886","0.53866708002916"
"Einige Sorgen","1990","AkademikerIn","807","0.474658707207448","0.450808698457641","0.498508715957255"
"Einige Sorgen","1990","Hauptschule","3727","0.528661187394649","0.516917827140363","0.540404547648935"
"Einige Sorgen","1990","Realschule","1773","","",""
"Grosse Sorgen","1990","(Fach-)Abitur","145","","",""
"Grosse Sorgen","1990","(noch) kein Abschluss","135","","",""
"Grosse Sorgen","1990","AkademikerIn","527","0.238241057678012","0.217894350626094","0.258587764729929"
"Grosse Sorgen","1990","Hauptschule","1683","","",""
"Grosse Sorgen","1990","Realschule","774","0.202579918793385","0.188595164660336","0.216564672926435"
"Keine Sorgen","1990","(Fach-)Abitur","285","","",""
"Keine Sorgen","1990","(noch) kein Abschluss","273","","",""
"Keine Sorgen","1990","AkademikerIn","350","0.28710023511454","0.26549255920754","0.30870791102154"
"Keine Sorgen","1990","Hauptschule","1531","","",""
"Keine Sorgen","1990","Realschule","626","0.2441564536758","0.229209141195465","0.259103766156136"
"Einige Sorgen","1991","(Fach-)Abitur","517","0.598214751416166","0.565896525579116","0.630532977253216"
"Einige Sorgen","1991","(noch) kein Abschluss","481","0.566627142414158","0.533661027410459","0.599593257417858"
"Einige Sorgen","1991","AkademikerIn","833","0.5181361106351","0.494185638685295","0.542086582584905"
"Einige Sorgen","1991","Hauptschule","3791","0.576928153715408","0.56509655453359","0.588759752897226"
"Einige Sorgen","1991","Realschule","1691","","",""
"Grosse Sorgen","1991","(Fach-)Abitur","192","","",""
"Grosse Sorgen","1991","(noch) kein Abschluss","133","","",""
"Grosse Sorgen","1991","AkademikerIn","602","0.280168503272182","0.258642914843115","0.301694091701249"
"Grosse Sorgen","1991","Hauptschule","1701","","",""
"Grosse Sorgen","1991","Realschule","963","0.267421513099612","0.251927833535425","0.282915192663799"
"Keine Sorgen","1991","(Fach-)Abitur","175","","",""
"Keine Sorgen","1991","(noch) kein Abschluss","254","","",""
"Keine Sorgen","1991","AkademikerIn","237","","",""
"Keine Sorgen","1991","Hauptschule","1206","","",""
"Keine Sorgen","1991","Realschule","481","0.185505657882358","0.171898985303261","0.199112330461456"
"Einige Sorgen","1992","(Fach-)Abitur","564","0.6336874225646","0.602052068612013","0.665322776517188"
"Einige Sorgen","1992","(noch) kein Abschluss","464","0.546742816621753","0.513433299429449","0.580052333814058"
"Einige Sorgen","1992","AkademikerIn","966","0.614623698079972","0.591112198548453","0.638135197611491"
"Einige Sorgen","1992","Hauptschule","3690","0.576748915142002","0.564711831735036","0.588785998548968"
"Einige Sorgen","1992","Realschule","1879","","",""
"Grosse Sorgen","1992","(Fach-)Abitur","176","","",""
"Grosse Sorgen","1992","(noch) kein Abschluss","169","","",""
"Grosse Sorgen","1992","AkademikerIn","523","0.266933122815397","0.245563039880243","0.28830320575055"
"Grosse Sorgen","1992","Hauptschule","1866","","",""
"Grosse Sorgen","1992","Realschule","791","0.244363620169115","0.229195350777346","0.259531889560884"
"Keine Sorgen","1992","(Fach-)Abitur","151","","",""
"Keine Sorgen","1992","(noch) kein Abschluss","225","","",""
"Keine Sorgen","1992","AkademikerIn","157","","",""
"Keine Sorgen","1992","Hauptschule","916","0.136262392006901","0.12790428829588","0.144620495717922"
"Keine Sorgen","1992","Realschule","413","0.150812531808419","0.138180249222928","0.163444814393911"
"Einige Sorgen","1993","(Fach-)Abitur","507","0.561745323228955","0.529418962583763","0.594071683874147"
"Einige Sorgen","1993","(noch) kein Abschluss","469","0.571181038538749","0.537652915370291","0.604709161707206"
"Einige Sorgen","1993","AkademikerIn","903","0.564963031001636","0.540925206381912","0.589000855621359"
"Einige Sorgen","1993","Hauptschule","3210","0.501329804118129","0.488984214979408","0.51367539325685"
"Einige Sorgen","1993","Realschule","1793","","",""
"Grosse Sorgen","1993","(Fach-)Abitur","340","0.39242443633853","0.36061163069418","0.42423724198288"
"Grosse Sorgen","1993","(noch) kein Abschluss","243","","",""
"Grosse Sorgen","1993","AkademikerIn","667","0.390037460675115","0.36638769691089","0.41368722443934"
"Grosse Sorgen","1993","Hauptschule","2639","","",""
"Grosse Sorgen","1993","Realschule","1128","","",""
"Keine Sorgen","1993","(Fach-)Abitur","58","0.0458302404325148","0.0322059876327381","0.0594544932322915"
"Keine Sorgen","1993","(noch) kein Abschluss","125","","",""
"Keine Sorgen","1993","AkademikerIn","64","0.0449995083232494","0.0349480807694484","0.0550509358770503"
"Keine Sorgen","1993","Hauptschule","452","0.0668979202965235","0.0607289278528293","0.0730669127402177"
"Keine Sorgen","1993","Realschule","161","","",""
"Einige Sorgen","1994","(Fach-)Abitur","547","0.607137439540097","0.575578819389442","0.638696059690753"
"Einige Sorgen","1994","(noch) kein Abschluss","469","0.550452646612209","0.516832639745275","0.584072653479143"
"Einige Sorgen","1994","AkademikerIn","939","0.583466059234323","0.559671878301507","0.607260240167139"
"Einige Sorgen","1994","Hauptschule","3253","0.533187665081107","0.52063187931538","0.545743450846834"
"Einige Sorgen","1994","Realschule","1748","","",""
"Grosse Sorgen","1994","(Fach-)Abitur","309","0.314333524633776","0.284334579312452","0.344332469955099"
"Grosse Sorgen","1994","(noch) kein Abschluss","247","","",""
"Grosse Sorgen","1994","AkademikerIn","632","0.36089891354349","0.337718812302716","0.384079014784265"
"Grosse Sorgen","1994","Hauptschule","2371","","",""
"Grosse Sorgen","1994","Realschule","1114","","",""
"Keine Sorgen","1994","(Fach-)Abitur","64","0.0785290358261266","0.0611466199007886","0.0959114517514647"
"Keine Sorgen","1994","(noch) kein Abschluss","125","","",""
"Keine Sorgen","1994","AkademikerIn","78","0.055635027222187","0.0445717995264159","0.0666982549179581"
"Keine Sorgen","1994","Hauptschule","441","0.0705133364299654","0.0640703101610555","0.0769563626988754"
"Keine Sorgen","1994","Realschule","178","","",""
"Einige Sorgen","1995","(Fach-)Abitur","712","0.655518812077072","0.626871364575771","0.684166259578372"
"Einige Sorgen","1995","(noch) kein Abschluss","487","0.58553362329296","0.55264732212125","0.618419924464669"
"Einige Sorgen","1995","AkademikerIn","1103","","",""
"Einige Sorgen","1995","Hauptschule","3739","0.611785925574122","0.599527982827034","0.62404386832121"
"Einige Sorgen","1995","Realschule","2028","","",""
"Grosse Sorgen","1995","(Fach-)Abitur","215","","",""
"Grosse Sorgen","1995","(noch) kein Abschluss","190","","",""
"Grosse Sorgen","1995","AkademikerIn","429","0.227820551840212","0.208130132444603","0.24751097123582"
"Grosse Sorgen","1995","Hauptschule","1678","","",""
"Grosse Sorgen","1995","Realschule","758","0.243299117505796","0.228202154519095","0.258396080492498"
"Keine Sorgen","1995","(Fach-)Abitur","130","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","185","","",""
"Keine Sorgen","1995","AkademikerIn","211","","",""
"Keine Sorgen","1995","Hauptschule","655","0.105951384002826","0.0982100448560585","0.113692723149593"
"Keine Sorgen","1995","Realschule","317","0.108767666645758","0.0978129139902515","0.119722419301264"
"Einige Sorgen","1996","(Fach-)Abitur","554","0.543628314469737","0.5131504319403","0.574106196999174"
"Einige Sorgen","1996","(noch) kein Abschluss","445","0.522403433536199","0.488483171416186","0.556323695656211"
"Einige Sorgen","1996","AkademikerIn","904","0.514194707645368","0.490864593862375","0.537524821428361"
"Einige Sorgen","1996","Hauptschule","2888","","",""
"Einige Sorgen","1996","Realschule","1665","","",""
"Grosse Sorgen","1996","(Fach-)Abitur","398","0.389263573336439","0.359428768241369","0.419098378431508"
"Grosse Sorgen","1996","(noch) kein Abschluss","250","","",""
"Grosse Sorgen","1996","AkademikerIn","795","0.445426667223532","0.422226584517556","0.468626749929507"
"Grosse Sorgen","1996","Hauptschule","2632","","",""
"Grosse Sorgen","1996","Realschule","1288","","",""
"Keine Sorgen","1996","(Fach-)Abitur","74","0.0671081121938238","0.0517980279686119","0.0824181964190357"
"Keine Sorgen","1996","(noch) kein Abschluss","138","","",""
"Keine Sorgen","1996","AkademikerIn","64","0.0403786251311002","0.0311900609101457","0.0495671893520547"
"Keine Sorgen","1996","Hauptschule","403","0.0664991959380406","0.060154033130161","0.0728443587459201"
"Keine Sorgen","1996","Realschule","153","","",""
"Einige Sorgen","1997","(Fach-)Abitur","549","0.525556275870296","0.494851692881883","0.556260858858709"
"Einige Sorgen","1997","(noch) kein Abschluss","462","0.522508901625413","0.488383508743944","0.556634294506882"
"Einige Sorgen","1997","AkademikerIn","818","0.482793736290327","0.459468038945566","0.506119433635088"
"Einige Sorgen","1997","Hauptschule","2635","","",""
"Einige Sorgen","1997","Realschule","1505","","",""
"Grosse Sorgen","1997","(Fach-)Abitur","406","0.419154940914129","0.388814723978972","0.449495157849286"
"Grosse Sorgen","1997","(noch) kein Abschluss","267","","",""
"Grosse Sorgen","1997","AkademikerIn","897","0.481065292131595","0.45774251262754","0.50438807163565"
"Grosse Sorgen","1997","Hauptschule","2828","","",""
"Grosse Sorgen","1997","Realschule","1469","","",""
"Keine Sorgen","1997","(Fach-)Abitur","61","0.0552887832155747","0.0412357753586642","0.0693417910724853"
"Keine Sorgen","1997","(noch) kein Abschluss","94","0.121301321383471","0.0989963882319705","0.143606254534972"
"Keine Sorgen","1997","AkademikerIn","48","0.0361409715780777","0.0274287561346511","0.0448531870215043"
"Keine Sorgen","1997","Hauptschule","286","","",""
"Keine Sorgen","1997","Realschule","100","","",""
"Einige Sorgen","1998","(Fach-)Abitur","656","0.59065939894756","0.562140942872737","0.619177855022383"
"Einige Sorgen","1998","(noch) kein Abschluss","458","0.56420237543816","0.530242505003515","0.598162245872806"
"Einige Sorgen","1998","AkademikerIn","971","0.501226630060033","0.479102444774864","0.523350815345202"
"Einige Sorgen","1998","Hauptschule","3012","0.475440037320772","0.462978083102409","0.487901991539134"
"Einige Sorgen","1998","Realschule","1722","","",""
"Grosse Sorgen","1998","(Fach-)Abitur","410","0.353787111816868","0.326055580563429","0.381518643070307"
"Grosse Sorgen","1998","(noch) kein Abschluss","240","","",""
"Grosse Sorgen","1998","AkademikerIn","870","0.423154546494019","0.401293153461891","0.445015939526147"
"Grosse Sorgen","1998","Hauptschule","2762","","",""
"Grosse Sorgen","1998","Realschule","1494","","",""
"Keine Sorgen","1998","(Fach-)Abitur","76","0.055553489235572","0.0422685554831787","0.0688384229879653"
"Keine Sorgen","1998","(noch) kein Abschluss","121","","",""
"Keine Sorgen","1998","AkademikerIn","121","","",""
"Keine Sorgen","1998","Hauptschule","395","0.0628781146233185","0.0568206832628242","0.0689355459838128"
"Keine Sorgen","1998","Realschule","174","","",""
"Einige Sorgen","1999","(Fach-)Abitur","770","0.667838674616115","0.640438049217611","0.695239300014619"
"Einige Sorgen","1999","(noch) kein Abschluss","490","0.61450636056921","0.580393627645593","0.648619093492827"
"Einige Sorgen","1999","AkademikerIn","1330","","",""
"Einige Sorgen","1999","Hauptschule","3708","0.618683568561894","0.606403864346527","0.63096327277726"
"Einige Sorgen","1999","Realschule","2257","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","240","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","142","","",""
"Grosse Sorgen","1999","AkademikerIn","443","0.223927684728122","0.205453356460108","0.242402012996136"
"Grosse Sorgen","1999","Hauptschule","1711","","",""
"Grosse Sorgen","1999","Realschule","859","0.257642723805847","0.242894704611946","0.272390742999748"
"Keine Sorgen","1999","(Fach-)Abitur","125","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","150","","",""
"Keine Sorgen","1999","AkademikerIn","183","","",""
"Keine Sorgen","1999","Hauptschule","591","0.0954665352577282","0.0880372205588307","0.102895849956626"
"Keine Sorgen","1999","Realschule","262","","",""
"Einige Sorgen","2000","(Fach-)Abitur","1452","","",""
"Einige Sorgen","2000","(noch) kein Abschluss","523","0.579974397714866","0.547693008539244","0.612255786890488"
"Einige Sorgen","2000","AkademikerIn","2390","","",""
"Einige Sorgen","2000","Hauptschule","6345","0.599225244316351","0.589889963731963","0.608560524900739"
"Einige Sorgen","2000","Realschule","3877","0.618978826015878","0.606923550400659","0.631034101631098"
"Grosse Sorgen","2000","(Fach-)Abitur","408","0.171110033751973","0.155828149660717","0.186391917843229"
"Grosse Sorgen","2000","(noch) kein Abschluss","128","","",""
"Grosse Sorgen","2000","AkademikerIn","702","0.174234588604932","0.162171288230586","0.186297888979278"
"Grosse Sorgen","2000","Hauptschule","2526","","",""
"Grosse Sorgen","2000","Realschule","1480","","",""
"Keine Sorgen","2000","(Fach-)Abitur","473","0.205421465278095","0.189027574125166","0.221815356431025"
"Keine Sorgen","2000","(noch) kein Abschluss","247","","",""
"Keine Sorgen","2000","AkademikerIn","706","0.20104837933309","0.188302167257659","0.213794591408521"
"Keine Sorgen","2000","Hauptschule","1715","","",""
"Keine Sorgen","2000","Realschule","877","0.151007530396344","0.142119287515231","0.159895773277457"
"Einige Sorgen","2001","(Fach-)Abitur","1441","","",""
"Einige Sorgen","2001","(noch) kein Abschluss","433","0.503055308154532","0.469638823476062","0.536471792833003"
"Einige Sorgen","2001","AkademikerIn","2188","","",""
"Einige Sorgen","2001","Hauptschule","5659","0.601207989997656","0.591262820176603","0.61115315981871"
"Einige Sorgen","2001","Realschule","3588","0.622994536841529","0.610459303062287","0.63552977062077"
"Grosse Sorgen","2001","(Fach-)Abitur","323","0.135374349099484","0.121107354999561","0.149641343199407"
"Grosse Sorgen","2001","(noch) kein Abschluss","117","","",""
"Grosse Sorgen","2001","AkademikerIn","674","0.17792917985478","0.165301942439151","0.19055641727041"
"Grosse Sorgen","2001","Hauptschule","2062","","",""
"Grosse Sorgen","2001","Realschule","1308","","",""
"Keine Sorgen","2001","(Fach-)Abitur","445","0.204729003218442","0.187902359812581","0.221555646624303"
"Keine Sorgen","2001","(noch) kein Abschluss","310","0.354810142046241","0.322832926522858","0.386787357569623"
"Keine Sorgen","2001","AkademikerIn","662","0.200113928651853","0.18690453546643","0.213323321837276"
"Keine Sorgen","2001","Hauptschule","1591","","",""
"Keine Sorgen","2001","Realschule","846","0.156380807990511","0.146986139734951","0.165775476246072"
"Einige Sorgen","2002","(Fach-)Abitur","1489","","",""
"Einige Sorgen","2002","(noch) kein Abschluss","522","0.589283470744156","0.557052766592672","0.62151417489564"
"Einige Sorgen","2002","AkademikerIn","2640","","",""
"Einige Sorgen","2002","Hauptschule","5002","0.55970762097708","0.549371492068023","0.570043749886138"
"Einige Sorgen","2002","Realschule","3354","0.549353890696901","0.536733625801371","0.561974155592431"
"Grosse Sorgen","2002","(Fach-)Abitur","704","0.283694749731201","0.265815471710585","0.301574027751818"
"Grosse Sorgen","2002","(noch) kein Abschluss","159","","",""
"Grosse Sorgen","2002","AkademikerIn","1512","","",""
"Grosse Sorgen","2002","Hauptschule","3048","0.34420296067303","0.33431062717118","0.35409529417488"
"Grosse Sorgen","2002","Realschule","2181","","",""
"Keine Sorgen","2002","(Fach-)Abitur","249","","",""
"Keine Sorgen","2002","(noch) kein Abschluss","214","","",""
"Keine Sorgen","2002","AkademikerIn","390","0.0841750829573953","0.0761004548301121","0.0922497110846785"
"Keine Sorgen","2002","Hauptschule","811","0.0960894183498895","0.0899531090754633","0.102225727624316"
"Keine Sorgen","2002","Realschule","436","0.0776179193747689","0.0708311829568425","0.0844046557926954"
"Einige Sorgen","2003","(Fach-)Abitur","1035","","",""
"Einige Sorgen","2003","(noch) kein Abschluss","441","0.479851452186633","0.447029063088015","0.512673841285251"
"Einige Sorgen","2003","AkademikerIn","1720","","",""
"Einige Sorgen","2003","Hauptschule","3444","0.40606637122074","0.395571146434417","0.416561596007063"
"Einige Sorgen","2003","Realschule","2190","","",""
"Grosse Sorgen","2003","(Fach-)Abitur","1259","","",""
"Grosse Sorgen","2003","(noch) kein Abschluss","319","0.370030612779616","0.338310725300286","0.401750500258946"
"Grosse Sorgen","2003","AkademikerIn","2506","","",""
"Grosse Sorgen","2003","Hauptschule","4531","0.53948908959591","0.528836981386697","0.550141197805123"
"Grosse Sorgen","2003","Realschule","3397","0.582573582958955","0.569845115083738","0.595302050834172"
"Keine Sorgen","2003","(Fach-)Abitur","105","","",""
"Keine Sorgen","2003","(noch) kein Abschluss","130","","",""
"Keine Sorgen","2003","AkademikerIn","115","","",""
"Keine Sorgen","2003","Hauptschule","436","0.0544445391833505","0.049595620050963","0.0592934583157379"
"Keine Sorgen","2003","Realschule","179","","",""
"Einige Sorgen","2004","(Fach-)Abitur","1192","","",""
"Einige Sorgen","2004","(noch) kein Abschluss","487","0.49167462458253","0.458958514414904","0.524390734750156"
"Einige Sorgen","2004","AkademikerIn","2010","","",""
"Einige Sorgen","2004","Hauptschule","3432","0.427557600812227","0.416728852059333","0.438386349565121"
"Einige Sorgen","2004","Realschule","2393","","",""
"Grosse Sorgen","2004","(Fach-)Abitur","1058","","",""
"Grosse Sorgen","2004","(noch) kein Abschluss","267","","",""
"Grosse Sorgen","2004","AkademikerIn","2082","","",""
"Grosse Sorgen","2004","Hauptschule","4107","0.511613764932651","0.500672491214978","0.522555038650325"
"Grosse Sorgen","2004","Realschule","2959","","",""
"Keine Sorgen","2004","(Fach-)Abitur","135","","",""
"Keine Sorgen","2004","(noch) kein Abschluss","143","","",""
"Keine Sorgen","2004","AkademikerIn","193","","",""
"Keine Sorgen","2004","Hauptschule","479","0.0608286342551217","0.0555969500723825","0.0660603184378608"
"Keine Sorgen","2004","Realschule","252","","",""
"Einige Sorgen","2005","(Fach-)Abitur","1049","","",""
"Einige Sorgen","2005","(noch) kein Abschluss","478","0.499290218162557","0.466606021733698","0.531974414591416"
"Einige Sorgen","2005","AkademikerIn","1841","","",""
"Einige Sorgen","2005","Hauptschule","2923","","",""
"Einige Sorgen","2005","Realschule","2081","","",""
"Grosse Sorgen","2005","(Fach-)Abitur","1128","","",""
"Grosse Sorgen","2005","(noch) kein Abschluss","296","","",""
"Grosse Sorgen","2005","AkademikerIn","2188","","",""
"Grosse Sorgen","2005","Hauptschule","4239","0.558056499823561","0.546840338992463","0.569272660654659"
"Grosse Sorgen","2005","Realschule","3109","0.591119750947142","0.577970629103396","0.604268872790889"
"Keine Sorgen","2005","(Fach-)Abitur","107","","",""
"Keine Sorgen","2005","(noch) kein Abschluss","125","","",""
"Keine Sorgen","2005","AkademikerIn","127","","",""
"Keine Sorgen","2005","Hauptschule","369","0.0525204520475017","0.0474823040951084","0.057558599999895"
"Keine Sorgen","2005","Realschule","180","","",""
"Einige Sorgen","2006","(Fach-)Abitur","1334","","",""
"Einige Sorgen","2006","(noch) kein Abschluss","363","0.529822266673919","0.491363789573296","0.568280743774542"
"Einige Sorgen","2006","AkademikerIn","2507","","",""
"Einige Sorgen","2006","Hauptschule","3664","0.450499775192514","0.439621517224601","0.461378033160427"
"Einige Sorgen","2006","Realschule","2749","","",""
"Grosse Sorgen","2006","(Fach-)Abitur","920","0.384772724654809","0.365475484969826","0.404069964339792"
"Grosse Sorgen","2006","(noch) kein Abschluss","171","","",""
"Grosse Sorgen","2006","AkademikerIn","1785","","",""
"Grosse Sorgen","2006","Hauptschule","3848","0.477878049584797","0.466956792157719","0.488799307011876"
"Grosse Sorgen","2006","Realschule","2698","","",""
"Keine Sorgen","2006","(Fach-)Abitur","188","","",""
"Keine Sorgen","2006","(noch) kein Abschluss","113","","",""
"Keine Sorgen","2006","AkademikerIn","277","","",""
"Keine Sorgen","2006","Hauptschule","524","0.0716221752226885","0.0659843155820915","0.0772600348632854"
"Keine Sorgen","2006","Realschule","283","","",""
"Einige Sorgen","2007","(Fach-)Abitur","1447","","",""
"Einige Sorgen","2007","(noch) kein Abschluss","310","0.554529359284363","0.512992030716399","0.596066687852326"
"Einige Sorgen","2007","AkademikerIn","2759","","",""
"Einige Sorgen","2007","Hauptschule","4174","0.573658358841483","0.562288733047536","0.58502798463543"
"Einige Sorgen","2007","Realschule","3239","0.604064478116287","0.59098791684452","0.617141039388055"
"Grosse Sorgen","2007","(Fach-)Abitur","451","0.199824070222626","0.183663894669702","0.21598424577555"
"Grosse Sorgen","2007","(noch) kein Abschluss","95","0.192140571744034","0.159214176693943","0.225066966794126"
"Grosse Sorgen","2007","AkademikerIn","799","0.188231648007519","0.176642013167127","0.199821282847911"
"Grosse Sorgen","2007","Hauptschule","2127","","",""
"Grosse Sorgen","2007","Realschule","1385","","",""
"Keine Sorgen","2007","(Fach-)Abitur","454","0.185544210533429","0.169833823161627","0.20125459790523"
"Keine Sorgen","2007","(noch) kein Abschluss","145","","",""
"Keine Sorgen","2007","AkademikerIn","812","0.195214837340093","0.183463054309298","0.206966620370889"
"Keine Sorgen","2007","Hauptschule","967","0.129902735665494","0.12217355103049","0.137631920300498"
"Keine Sorgen","2007","Realschule","749","0.135563500713306","0.126410202616412","0.1447167988102"
