year,bula_h,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Lower Saxony,"Yes, Occasionally",0.02763,35,1473,0.01926,0.03601
2012,Lower Saxony,No,0.90254,1347,1473,0.88739,0.91769
2012,Bremen,No,0.86092,108,108,0.79535,0.92648
2012,North Rhine-Westphalia,"Yes, Regularly",0.08299,255,3202,0.07343,0.09255
2012,North Rhine-Westphalia,"Yes, Occasionally",0.02376,71,3202,0.01848,0.02903
2012,North Rhine-Westphalia,No,0.89146,2876,3202,0.88069,0.90224
2012,Hesse,"Yes, Regularly",0.08886,103,1135,0.07230,0.10542
2012,Hesse,"Yes, Occasionally",0.04189,42,1135,0.03023,0.05355
2012,Hesse,No,0.86537,990,1135,0.84550,0.88524
2012,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.05930,46,906,0.04391,0.07469
2012,"Rhineland-Palatinate, Saarland",No,0.90323,860,906,0.88397,0.92249
2012,Baden-Wuerttemberg,"Yes, Regularly",0.06911,138,1905,0.05772,0.08051
2012,Baden-Wuerttemberg,"Yes, Occasionally",0.03083,53,1905,0.02306,0.03859
2012,Baden-Wuerttemberg,No,0.89828,1714,1905,0.88470,0.91186
2012,Bavaria,"Yes, Regularly",0.05065,136,2525,0.04210,0.05921
2012,Bavaria,"Yes, Occasionally",0.02315,53,2525,0.01728,0.02902
2012,Bavaria,No,0.92196,2336,2525,0.91150,0.93243
2012,Berlin,"Yes, Regularly",0.05401,40,689,0.03712,0.07090
2012,Berlin,No,0.93008,649,689,0.91102,0.94913
2012,Brandenburg,No,0.97499,646,646,0.96294,0.98704
2012,Mecklenburg-Western Pomerania,No,0.96060,388,388,0.94122,0.97998
2012,Saxony,"Yes, Regularly",0.02632,31,1059,0.01667,0.03596
2012,Saxony,No,0.95367,1028,1059,0.94100,0.96633
2012,Saxony-Anhalt,No,0.96712,600,600,0.95284,0.98140
2012,Thuringa,No,0.96928,624,624,0.95573,0.98283
2013,Schleswig-Holstein,"Yes, Regularly",0.07074,34,633,0.05075,0.09073
2013,Schleswig-Holstein,No,0.88175,599,633,0.85658,0.90693
2013,Hamburg,"Yes, Regularly",0.11176,34,333,0.07787,0.14566
2013,Hamburg,No,0.86526,299,333,0.82853,0.90199
2013,Lower Saxony,"Yes, Regularly",0.07296,105,1620,0.06029,0.08562
2013,Lower Saxony,"Yes, Occasionally",0.02659,33,1620,0.01875,0.03443
2013,Lower Saxony,No,0.88546,1482,1620,0.86994,0.90097
2013,Bremen,No,0.89373,131,131,0.84076,0.94671
2013,North Rhine-Westphalia,"Yes, Regularly",0.09764,290,3657,0.08802,0.10726
2013,North Rhine-Westphalia,"Yes, Occasionally",0.02331,75,3657,0.01842,0.02820
2013,North Rhine-Westphalia,No,0.87758,3292,3657,0.86695,0.88820
2013,Hesse,"Yes, Regularly",0.09656,114,1306,0.08054,0.11259
2013,Hesse,"Yes, Occasionally",0.04536,46,1306,0.03407,0.05665
2013,Hesse,No,0.85745,1146,1306,0.83848,0.87642
2013,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07126,55,1005,0.05535,0.08718
2013,"Rhineland-Palatinate, Saarland",No,0.89389,950,1005,0.87484,0.91294
2013,Baden-Wuerttemberg,"Yes, Regularly",0.07551,132,2127,0.06428,0.08674
2013,Baden-Wuerttemberg,"Yes, Occasionally",0.03254,50,2127,0.02500,0.04008
2013,Baden-Wuerttemberg,No,0.88619,1945,2127,0.87269,0.89969
2013,Bavaria,"Yes, Regularly",0.05353,143,2841,0.04525,0.06181
2013,Bavaria,"Yes, Occasionally",0.02395,51,2841,0.01832,0.02957
2013,Bavaria,No,0.91922,2647,2841,0.90920,0.92924
2013,Berlin,"Yes, Regularly",0.03744,40,751,0.02386,0.05103
2013,Berlin,No,0.93095,711,751,0.91281,0.94910
2013,Brandenburg,No,0.97150,651,651,0.95871,0.98429
2013,Mecklenburg-Western Pomerania,No,0.95129,367,367,0.92924,0.97334
2013,Saxony,"Yes, Regularly",0.03880,43,1038,0.02704,0.05055
2013,Saxony,No,0.94638,995,1038,0.93267,0.96009
2013,Saxony-Anhalt,No,0.96642,611,611,0.95212,0.98071
2013,Thuringa,No,0.95469,588,588,0.93786,0.97151
2014,Schleswig-Holstein,"Yes, Regularly",0.07072,32,554,0.04935,0.09209
2014,Schleswig-Holstein,No,0.91363,522,554,0.89021,0.93704
2014,Hamburg,No,0.90590,243,243,0.86912,0.94269
2014,Lower Saxony,"Yes, Regularly",0.07617,100,1435,0.06244,0.08990
2014,Lower Saxony,No,0.89300,1335,1435,0.87701,0.90900
2014,Bremen,No,0.90499,115,115,0.85116,0.95882
2014,North Rhine-Westphalia,"Yes, Regularly",0.09204,264,3223,0.08206,0.10202
2014,North Rhine-Westphalia,"Yes, Occasionally",0.02929,78,3223,0.02346,0.03511
2014,North Rhine-Westphalia,No,0.87558,2881,3223,0.86418,0.88697
2014,Hesse,"Yes, Regularly",0.10786,113,1088,0.08942,0.12630
2014,Hesse,No,0.86442,975,1088,0.84407,0.88477
2014,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06218,45,902,0.04641,0.07795
2014,"Rhineland-Palatinate, Saarland",No,0.91039,857,902,0.89174,0.92904
2014,Baden-Wuerttemberg,"Yes, Regularly",0.07351,141,1825,0.06153,0.08549
2014,Baden-Wuerttemberg,"Yes, Occasionally",0.03341,43,1825,0.02517,0.04166
2014,Baden-Wuerttemberg,No,0.89075,1641,1825,0.87643,0.90507
2014,Bavaria,"Yes, Regularly",0.05423,138,2546,0.04543,0.06303
2014,Bavaria,"Yes, Occasionally",0.03087,61,2546,0.02415,0.03759
2014,Bavaria,No,0.91264,2347,2546,0.90167,0.92361
2014,Berlin,"Yes, Regularly",0.04661,34,639,0.03025,0.06296
2014,Berlin,No,0.92940,605,639,0.90952,0.94928
2014,Brandenburg,No,0.96524,602,602,0.95060,0.97989
2014,Mecklenburg-Western Pomerania,No,0.95254,340,340,0.92991,0.97518
2014,Saxony,"Yes, Regularly",0.03878,41,940,0.02643,0.05112
2014,Saxony,No,0.94894,899,940,0.93486,0.96302
2014,Saxony-Anhalt,No,0.97734,566,566,0.96507,0.98961
2014,Thuringa,No,0.94454,565,565,0.92565,0.96343
2015,Schleswig-Holstein,"Yes, Regularly",0.06867,32,538,0.04728,0.09006
2015,Schleswig-Holstein,No,0.90989,506,538,0.88567,0.93411
2015,Hamburg,No,0.86019,254,254,0.81746,0.90292
2015,Lower Saxony,"Yes, Regularly",0.08823,103,1469,0.07372,0.10274
2015,Lower Saxony,No,0.88969,1366,1469,0.87366,0.90571
2015,Bremen,No,0.85531,108,108,0.78866,0.92197
2015,North Rhine-Westphalia,"Yes, Regularly",0.09111,245,3203,0.08114,0.10108
2015,North Rhine-Westphalia,"Yes, Occasionally",0.02722,61,3203,0.02158,0.03285
2015,North Rhine-Westphalia,No,0.87929,2897,3203,0.86801,0.89057
2015,Hesse,"Yes, Regularly",0.10087,108,1104,0.08310,0.11865
2015,Hesse,No,0.87159,996,1104,0.85185,0.89133
2015,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06159,44,908,0.04595,0.07724
2015,"Rhineland-Palatinate, Saarland",No,0.91507,864,908,0.89692,0.93321
2015,Baden-Wuerttemberg,"Yes, Regularly",0.08157,133,1821,0.06899,0.09414
2015,Baden-Wuerttemberg,"Yes, Occasionally",0.03711,49,1821,0.02842,0.04579
2015,Baden-Wuerttemberg,No,0.87854,1639,1821,0.86353,0.89355
2015,Bavaria,"Yes, Regularly",0.06408,157,2583,0.05463,0.07353
2015,Bavaria,"Yes, Occasionally",0.01849,41,2583,0.01329,0.02368
2015,Bavaria,No,0.91637,2385,2583,0.90569,0.92705
2015,Berlin,"Yes, Regularly",0.04737,37,638,0.03088,0.06387
2015,Berlin,No,0.93059,601,638,0.91085,0.95032
2015,Brandenburg,No,0.95958,588,588,0.94364,0.97551
2015,Mecklenburg-Western Pomerania,No,0.95530,338,338,0.93323,0.97736
2015,Saxony,No,0.94443,874,874,0.92923,0.95963
2015,Saxony-Anhalt,No,0.97132,529,529,0.95708,0.98555
2015,Thuringa,No,0.96137,562,562,0.94542,0.97731
2016,Schleswig-Holstein,"Yes, Regularly",0.05748,31,497,0.03700,0.07797
2016,Schleswig-Holstein,No,0.92377,466,497,0.90042,0.94713
2016,Hamburg,No,0.88815,235,235,0.84776,0.92853
2016,Lower Saxony,"Yes, Regularly",0.09101,102,1323,0.07550,0.10651
2016,Lower Saxony,No,0.87612,1221,1323,0.85836,0.89388
2016,Bremen,No,0.81374,93,93,0.73419,0.89330
2016,North Rhine-Westphalia,"Yes, Regularly",0.08205,214,2900,0.07206,0.09204
2016,North Rhine-Westphalia,"Yes, Occasionally",0.01461,46,2900,0.01024,0.01897
2016,North Rhine-Westphalia,No,0.89413,2640,2900,0.88293,0.90533
2016,Hesse,"Yes, Regularly",0.09193,93,951,0.07356,0.11031
2016,Hesse,No,0.86837,858,951,0.84687,0.88987
2016,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06080,40,830,0.04453,0.07706
2016,"Rhineland-Palatinate, Saarland",No,0.89596,790,830,0.87518,0.91675
2016,Baden-Wuerttemberg,"Yes, Regularly",0.06762,111,1625,0.05541,0.07983
2016,Baden-Wuerttemberg,"Yes, Occasionally",0.02934,34,1625,0.02113,0.03754
2016,Baden-Wuerttemberg,No,0.89663,1480,1625,0.88182,0.91144
2016,Bavaria,"Yes, Regularly",0.05554,123,2296,0.04617,0.06491
2016,Bavaria,"Yes, Occasionally",0.01577,37,2296,0.01067,0.02086
2016,Bavaria,No,0.92314,2136,2296,0.91224,0.93404
2016,Berlin,"Yes, Regularly",0.04933,37,597,0.03194,0.06671
2016,Berlin,No,0.92971,560,597,0.90918,0.95023
2016,Brandenburg,No,0.96191,538,538,0.94572,0.97810
2016,Mecklenburg-Western Pomerania,No,0.95539,318,318,0.93266,0.97812
2016,Saxony,"Yes, Regularly",0.03565,32,856,0.02322,0.04807
2016,Saxony,No,0.94403,824,856,0.92863,0.95944
2016,Saxony-Anhalt,No,0.95854,493,493,0.94092,0.97615
2016,Thuringa,No,0.94267,523,523,0.92273,0.96261
2017,Schleswig-Holstein,"Yes, Regularly",0.05715,31,560,0.03790,0.07639
2017,Schleswig-Holstein,No,0.91311,529,560,0.88976,0.93646
2017,Hamburg,No,0.84950,263,263,0.80620,0.89280
2017,Lower Saxony,"Yes, Regularly",0.09528,105,1512,0.08048,0.11009
2017,Lower Saxony,No,0.87460,1407,1512,0.85790,0.89130
2017,Bremen,No,0.85558,119,119,0.79215,0.91900
2017,North Rhine-Westphalia,"Yes, Regularly",0.07680,233,3182,0.06755,0.08606
2017,North Rhine-Westphalia,"Yes, Occasionally",0.02673,69,3182,0.02112,0.03233
2017,North Rhine-Westphalia,No,0.88498,2880,3182,0.87389,0.89607
2017,Hesse,"Yes, Regularly",0.08462,89,1034,0.06765,0.10160
2017,Hesse,No,0.88052,945,1034,0.86074,0.90030
2017,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06473,45,865,0.04833,0.08114
2017,"Rhineland-Palatinate, Saarland",No,0.90544,820,865,0.88593,0.92495
2017,Baden-Wuerttemberg,"Yes, Regularly",0.07922,128,1725,0.06647,0.09197
2017,Baden-Wuerttemberg,"Yes, Occasionally",0.03143,41,1725,0.02320,0.03967
2017,Baden-Wuerttemberg,No,0.88435,1556,1725,0.86925,0.89944
2017,Bavaria,"Yes, Regularly",0.04600,120,2501,0.03779,0.05422
2017,Bavaria,"Yes, Occasionally",0.01744,43,2501,0.01231,0.02257
2017,Bavaria,No,0.92936,2338,2501,0.91932,0.93941
2017,Berlin,"Yes, Regularly",0.04767,42,647,0.03124,0.06410
2017,Berlin,No,0.92457,605,647,0.90420,0.94493
2017,Brandenburg,No,0.95773,592,592,0.94151,0.97395
2017,Mecklenburg-Western Pomerania,No,0.95479,350,350,0.93299,0.97659
2017,Saxony,No,0.96073,950,950,0.94837,0.97309
2017,Saxony-Anhalt,No,0.94604,547,547,0.92709,0.96500
2017,Thuringa,No,0.96124,575,575,0.94545,0.97703
2018,Schleswig-Holstein,"Yes, Regularly",0.06809,33,543,0.04688,0.08930
2018,Schleswig-Holstein,No,0.89234,510,543,0.86625,0.91844
2018,Hamburg,"Yes, Regularly",0.15009,45,311,0.11033,0.18985
2018,Hamburg,No,0.81637,266,311,0.77327,0.85947
2018,Lower Saxony,"Yes, Regularly",0.09548,97,1479,0.08050,0.11047
2018,Lower Saxony,"Yes, Occasionally",0.02454,32,1479,0.01665,0.03242
2018,Lower Saxony,No,0.87137,1350,1479,0.85430,0.88843
2018,Bremen,No,0.85188,124,124,0.78910,0.91466
2018,North Rhine-Westphalia,"Yes, Regularly",0.09323,261,3176,0.08312,0.10335
2018,North Rhine-Westphalia,"Yes, Occasionally",0.02252,56,3176,0.01736,0.02768
2018,North Rhine-Westphalia,No,0.87299,2859,3176,0.86141,0.88457
2018,Hesse,"Yes, Regularly",0.10162,92,985,0.08274,0.12050
2018,Hesse,No,0.86806,893,985,0.84692,0.88921
2018,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06765,45,867,0.05092,0.08438
2018,"Rhineland-Palatinate, Saarland",No,0.89526,822,867,0.87487,0.91566
2018,Baden-Wuerttemberg,"Yes, Regularly",0.08323,123,1598,0.06968,0.09677
2018,Baden-Wuerttemberg,No,0.89252,1475,1598,0.87733,0.90771
2018,Bavaria,"Yes, Regularly",0.05382,131,2406,0.04481,0.06284
2018,Bavaria,"Yes, Occasionally",0.01751,35,2406,0.01227,0.02276
2018,Bavaria,No,0.92319,2240,2406,0.91255,0.93383
2018,Berlin,"Yes, Regularly",0.05939,43,676,0.04156,0.07722
2018,Berlin,No,0.90771,633,676,0.88588,0.92955
2018,Brandenburg,No,0.92750,609,609,0.90689,0.94811
2018,Mecklenburg-Western Pomerania,No,0.96385,369,369,0.94477,0.98292
2018,Saxony,No,0.94805,945,945,0.93390,0.96221
2018,Saxony-Anhalt,No,0.95733,554,554,0.94048,0.97417
2018,Thuringa,No,0.93868,556,556,0.91872,0.95864
2019,Schleswig-Holstein,"Yes, Regularly",0.08427,58,571,0.06146,0.10707
2019,Schleswig-Holstein,No,0.87756,513,571,0.85065,0.90447
2019,Hamburg,"Yes, Regularly",0.16278,56,349,0.12399,0.20157
2019,Hamburg,No,0.79928,293,349,0.75720,0.84136
2019,Lower Saxony,"Yes, Regularly",0.08859,118,1487,0.07414,0.10304
2019,Lower Saxony,"Yes, Occasionally",0.02780,32,1487,0.01944,0.03616
2019,Lower Saxony,No,0.86327,1337,1487,0.84580,0.88074
2019,Bremen,No,0.93691,119,119,0.89305,0.98078
2019,North Rhine-Westphalia,"Yes, Regularly",0.10442,371,3277,0.09395,0.11489
2019,North Rhine-Westphalia,"Yes, Occasionally",0.02002,79,3277,0.01522,0.02481
2019,North Rhine-Westphalia,No,0.86254,2827,3277,0.85075,0.87433
2019,Hesse,"Yes, Regularly",0.10386,117,1059,0.08548,0.12225
2019,Hesse,No,0.86096,942,1059,0.84011,0.88181
2019,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07221,66,876,0.05506,0.08936
2019,"Rhineland-Palatinate, Saarland",No,0.89097,810,876,0.87032,0.91162
2019,Baden-Wuerttemberg,"Yes, Regularly",0.07937,147,1689,0.06648,0.09227
2019,Baden-Wuerttemberg,"Yes, Occasionally",0.02566,50,1689,0.01811,0.03320
2019,Baden-Wuerttemberg,No,0.88518,1492,1689,0.86997,0.90039
2019,Bavaria,"Yes, Regularly",0.05595,194,2527,0.04699,0.06491
2019,Bavaria,"Yes, Occasionally",0.02281,61,2527,0.01698,0.02863
2019,Bavaria,No,0.91518,2272,2527,0.90432,0.92605
2019,Berlin,"Yes, Regularly",0.06594,76,715,0.04774,0.08415
2019,Berlin,No,0.89463,639,715,0.87211,0.91715
2019,Brandenburg,"Yes, Regularly",0.03711,47,704,0.02314,0.05108
2019,Brandenburg,No,0.94136,657,704,0.92399,0.95873
2019,Mecklenburg-Western Pomerania,No,0.95739,380,380,0.93706,0.97773
2019,Saxony,"Yes, Regularly",0.03346,48,1023,0.02243,0.04448
2019,Saxony,No,0.94407,975,1023,0.92998,0.95815
2019,Saxony-Anhalt,No,0.94482,538,538,0.92551,0.96413
2019,Thuringa,No,0.95009,555,555,0.93195,0.96822
2020,Schleswig-Holstein,"Yes, Regularly",0.05717,40,535,0.03748,0.07686
2020,Schleswig-Holstein,No,0.90374,495,535,0.87872,0.92875
2020,Hamburg,"Yes, Regularly",0.12376,33,353,0.08936,0.15817
2020,Hamburg,No,0.83262,320,353,0.79362,0.87162
2020,Lower Saxony,"Yes, Regularly",0.07794,106,1460,0.06418,0.09169
2020,Lower Saxony,No,0.87945,1354,1460,0.86274,0.89616
2020,Bremen,No,0.83498,128,128,0.77042,0.89954
2020,North Rhine-Westphalia,"Yes, Regularly",0.09244,298,3387,0.08268,0.10219
2020,North Rhine-Westphalia,"Yes, Occasionally",0.02054,76,3387,0.01576,0.02532
2020,North Rhine-Westphalia,No,0.86607,3013,3387,0.85460,0.87754
2020,Hesse,"Yes, Regularly",0.11063,113,1092,0.09202,0.12924
2020,Hesse,No,0.86295,979,1092,0.84254,0.88336
2020,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.04484,45,840,0.03084,0.05884
2020,"Rhineland-Palatinate, Saarland",No,0.89975,795,840,0.87943,0.92007
2020,Baden-Wuerttemberg,"Yes, Regularly",0.08089,129,1732,0.06804,0.09373
2020,Baden-Wuerttemberg,"Yes, Occasionally",0.02172,37,1732,0.01486,0.02859
2020,Baden-Wuerttemberg,No,0.87842,1566,1732,0.86303,0.89382
2020,Bavaria,"Yes, Regularly",0.05394,155,2624,0.04529,0.06258
2020,Bavaria,"Yes, Occasionally",0.02209,56,2624,0.01646,0.02771
2020,Bavaria,No,0.91317,2413,2624,0.90239,0.92394
2020,Berlin,"Yes, Regularly",0.08107,72,839,0.06259,0.09955
2020,Berlin,No,0.87822,767,839,0.85607,0.90036
2020,Brandenburg,"Yes, Regularly",0.05504,32,672,0.03779,0.07230
2020,Brandenburg,No,0.92758,640,672,0.90797,0.94719
2020,Mecklenburg-Western Pomerania,No,0.94790,312,312,0.92320,0.97260
2020,Saxony,"Yes, Regularly",0.03624,39,970,0.02447,0.04800
2020,Saxony,No,0.93907,931,970,0.92401,0.95413
2020,Saxony-Anhalt,No,0.92659,523,523,0.90421,0.94896
2020,Thuringa,No,0.96043,544,544,0.94403,0.97683
2021,Schleswig-Holstein,"Yes, Regularly",0.07878,33,416,0.05286,0.10470
2021,Schleswig-Holstein,No,0.88574,383,416,0.85513,0.91635
2021,Hamburg,No,0.81312,234,234,0.76307,0.86317
2021,Lower Saxony,"Yes, Regularly",0.10386,93,1037,0.08528,0.12243
2021,Lower Saxony,No,0.85789,944,1037,0.83663,0.87915
2021,Bremen,No,0.85502,73,73,0.77369,0.93635
2021,North Rhine-Westphalia,"Yes, Regularly",0.10430,228,2283,0.09176,0.11684
2021,North Rhine-Westphalia,"Yes, Occasionally",0.02057,52,2283,0.01475,0.02640
2021,North Rhine-Westphalia,No,0.86142,2003,2283,0.84724,0.87559
2021,Hesse,"Yes, Regularly",0.09650,71,680,0.07429,0.11871
2021,Hesse,No,0.85427,609,680,0.82773,0.88081
2021,"Rhineland-Palatinate, Saarland",No,0.88306,496,496,0.85475,0.91137
2021,Baden-Wuerttemberg,"Yes, Regularly",0.07309,90,1191,0.05830,0.08788
2021,Baden-Wuerttemberg,No,0.89409,1101,1191,0.87661,0.91158
2021,Bavaria,"Yes, Regularly",0.05973,118,1753,0.04863,0.07082
2021,Bavaria,"Yes, Occasionally",0.02989,49,1753,0.02191,0.03786
2021,Bavaria,No,0.90130,1586,1753,0.88733,0.91527
2021,Berlin,"Yes, Regularly",0.09568,55,538,0.07080,0.12056
2021,Berlin,No,0.86998,483,538,0.84153,0.89842
2021,Brandenburg,No,0.94420,413,413,0.92204,0.96637
2021,Mecklenburg-Western Pomerania,No,0.94374,239,239,0.91447,0.97302
2021,Saxony,No,0.94132,693,693,0.92381,0.95883
2021,Saxony-Anhalt,No,0.91988,348,348,0.89132,0.94845
2021,Thuringa,No,0.90411,364,364,0.87382,0.93440
2022,Schleswig-Holstein,"Yes, Regularly",0.06058,36,635,0.04201,0.07915
2022,Schleswig-Holstein,No,0.89462,599,635,0.87071,0.91852
2022,Hamburg,"Yes, Regularly",0.08563,36,430,0.05915,0.11211
2022,Hamburg,No,0.89108,394,430,0.86160,0.92056
2022,Lower Saxony,"Yes, Regularly",0.08651,127,1636,0.07288,0.10013
2022,Lower Saxony,"Yes, Occasionally",0.03015,33,1636,0.02186,0.03844
2022,Lower Saxony,No,0.87081,1476,1636,0.85456,0.88707
2022,Bremen,No,0.87290,128,128,0.81497,0.93083
2022,North Rhine-Westphalia,"Yes, Regularly",0.07458,277,3928,0.06636,0.08279
2022,North Rhine-Westphalia,"Yes, Occasionally",0.03085,103,3928,0.02544,0.03626
2022,North Rhine-Westphalia,No,0.87512,3548,3928,0.86478,0.88546
2022,Hesse,"Yes, Regularly",0.07473,94,1224,0.06000,0.08947
2022,Hesse,No,0.87609,1130,1224,0.85763,0.89456
2022,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07918,46,871,0.06124,0.09712
2022,"Rhineland-Palatinate, Saarland",No,0.86178,825,871,0.83885,0.88472
2022,Baden-Wuerttemberg,"Yes, Regularly",0.06364,124,2294,0.05364,0.07363
2022,Baden-Wuerttemberg,"Yes, Occasionally",0.02247,51,2294,0.01640,0.02854
2022,Baden-Wuerttemberg,No,0.90398,2119,2294,0.89192,0.91604
2022,Bavaria,"Yes, Regularly",0.06695,159,3132,0.05819,0.07570
2022,Bavaria,"Yes, Occasionally",0.02540,84,3132,0.01989,0.03091
2022,Bavaria,No,0.90134,2889,3132,0.89089,0.91178
2022,Berlin,"Yes, Regularly",0.07673,81,1148,0.06132,0.09213
2022,Berlin,"Yes, Occasionally",0.03020,42,1148,0.02030,0.04011
2022,Berlin,No,0.87875,1025,1148,0.85986,0.89764
2022,Brandenburg,"Yes, Regularly",0.04148,35,722,0.02692,0.05603
2022,Brandenburg,No,0.93207,687,722,0.91370,0.95044
2022,Mecklenburg-Western Pomerania,No,0.93233,392,392,0.90743,0.95723
2022,Saxony,"Yes, Regularly",0.03332,48,1280,0.02349,0.04316
2022,Saxony,No,0.93833,1232,1280,0.92515,0.95152
2022,Saxony-Anhalt,No,0.93678,654,654,0.91812,0.95545
2022,Thuringa,No,0.92110,541,541,0.89836,0.94384
