year,quintil_oecd_hh,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,3rd Quintile,West,No,0.90383,2121,2229,0.89158,0.91607
2018,3rd Quintile,East,No,0.93647,648,648,0.91767,0.95526
2018,4th Quintile,West,"Yes, Regularly",0.08570,178,2379,0.07445,0.09695
2018,4th Quintile,West,"Yes, Occasionally",0.02122,42,2379,0.01543,0.02702
2018,4th Quintile,West,No,0.89248,2159,2379,0.88002,0.90493
2018,4th Quintile,East,No,0.92688,468,468,0.90326,0.95049
2018,5th Quintile,West,"Yes, Regularly",0.17282,467,2646,0.15841,0.18723
2018,5th Quintile,West,"Yes, Occasionally",0.04221,111,2646,0.03454,0.04987
2018,5th Quintile,West,No,0.78362,2068,2646,0.76793,0.79931
2018,5th Quintile,East,"Yes, Regularly",0.13356,38,351,0.09792,0.16919
2018,5th Quintile,East,No,0.83815,313,351,0.79957,0.87674
2019,1st Quintile,West,"Yes, Regularly",0.03249,50,2081,0.02487,0.04011
2019,1st Quintile,West,No,0.91252,2031,2081,0.90038,0.92466
2019,1st Quintile,East,No,0.96444,818,818,0.95174,0.97714
2019,2nd Quintile,West,"Yes, Regularly",0.04896,68,2164,0.03987,0.05805
2019,2nd Quintile,West,No,0.92921,2096,2164,0.91840,0.94001
2019,2nd Quintile,East,No,0.95544,799,799,0.94113,0.96976
2019,3rd Quintile,West,"Yes, Regularly",0.07169,116,2173,0.06084,0.08254
2019,3rd Quintile,West,"Yes, Occasionally",0.01902,45,2173,0.01328,0.02477
2019,3rd Quintile,West,No,0.90631,2012,2173,0.89405,0.91856
2019,3rd Quintile,East,No,0.94848,657,657,0.93157,0.96540
2019,4th Quintile,West,"Yes, Regularly",0.09068,192,2366,0.07911,0.10226
2019,4th Quintile,West,"Yes, Occasionally",0.02261,56,2366,0.01662,0.02860
2019,4th Quintile,West,No,0.88342,2118,2366,0.87049,0.89636
2019,4th Quintile,East,"Yes, Regularly",0.06454,31,535,0.04370,0.08538
2019,4th Quintile,East,No,0.91659,504,535,0.89314,0.94004
2019,5th Quintile,West,"Yes, Regularly",0.16889,751,3628,0.15670,0.18108
2019,5th Quintile,West,"Yes, Occasionally",0.04588,181,3628,0.03907,0.05268
2019,5th Quintile,West,No,0.78148,2696,3628,0.76803,0.79493
2019,5th Quintile,East,"Yes, Regularly",0.11204,123,679,0.08830,0.13578
2019,5th Quintile,East,No,0.84845,556,679,0.82145,0.87544
2020,1st Quintile,West,"Yes, Regularly",0.03491,53,2592,0.02784,0.04198
2020,1st Quintile,West,No,0.88848,2539,2592,0.87636,0.90060
2020,1st Quintile,East,No,0.93570,804,804,0.91873,0.95267
2020,2nd Quintile,West,"Yes, Regularly",0.03683,55,2439,0.02935,0.04431
2020,2nd Quintile,West,No,0.93589,2384,2439,0.92617,0.94561
2020,2nd Quintile,East,No,0.96158,837,837,0.94855,0.97461
2020,3rd Quintile,West,"Yes, Regularly",0.05301,93,2216,0.04368,0.06234
2020,3rd Quintile,West,"Yes, Occasionally",0.02191,40,2216,0.01582,0.02801
2020,3rd Quintile,West,No,0.92218,2083,2216,0.91102,0.93333
2020,3rd Quintile,East,No,0.93468,621,621,0.91523,0.95413
2020,4th Quintile,West,"Yes, Regularly",0.07653,153,2342,0.06576,0.08730
2020,4th Quintile,West,"Yes, Occasionally",0.01630,44,2342,0.01117,0.02144
2020,4th Quintile,West,No,0.90318,2145,2342,0.89120,0.91516
2020,4th Quintile,East,No,0.91870,484,484,0.89432,0.94307
2020,5th Quintile,West,"Yes, Regularly",0.17439,615,3145,0.16112,0.18765
2020,5th Quintile,West,"Yes, Occasionally",0.04206,140,3145,0.03504,0.04908
2020,5th Quintile,West,No,0.77839,2390,3145,0.76388,0.79291
2020,5th Quintile,East,"Yes, Regularly",0.13649,94,559,0.10800,0.16498
2020,5th Quintile,East,No,0.83256,465,559,0.80158,0.86354
2021,1st Quintile,West,"Yes, Regularly",0.03580,34,1492,0.02637,0.04523
2021,1st Quintile,West,No,0.90199,1458,1492,0.88689,0.91708
2021,1st Quintile,East,No,0.92569,520,520,0.90313,0.94826
2021,2nd Quintile,West,"Yes, Regularly",0.04269,52,1599,0.03278,0.05260
2021,2nd Quintile,West,No,0.93795,1547,1599,0.92612,0.94978
2021,2nd Quintile,East,No,0.94743,550,550,0.92876,0.96609
2021,3rd Quintile,West,"Yes, Regularly",0.06939,85,1530,0.05666,0.08213
2021,3rd Quintile,West,No,0.89608,1445,1530,0.88079,0.91138
2021,3rd Quintile,East,No,0.93396,450,450,0.91098,0.95693
2021,4th Quintile,West,"Yes, Regularly",0.09957,132,1693,0.08530,0.11384
2021,4th Quintile,West,"Yes, Occasionally",0.03255,48,1693,0.02409,0.04100
2021,4th Quintile,West,No,0.86694,1513,1693,0.85076,0.88312
2021,4th Quintile,East,No,0.89903,354,354,0.86760,0.93046
2021,5th Quintile,West,"Yes, Regularly",0.16157,411,2294,0.14651,0.17664
2021,5th Quintile,West,"Yes, Occasionally",0.04503,112,2294,0.03655,0.05352
2021,5th Quintile,West,No,0.79188,1771,2294,0.77526,0.80849
2021,5th Quintile,East,"Yes, Regularly",0.11863,64,409,0.08726,0.15001
2021,5th Quintile,East,No,0.86394,345,409,0.83068,0.89721
2022,1st Quintile,West,"Yes, Regularly",0.02279,99,3394,0.01777,0.02781
2022,1st Quintile,West,"Yes, Occasionally",0.00845,47,3394,0.00537,0.01153
2022,1st Quintile,West,No,0.93330,3248,3394,0.92491,0.94170
2022,1st Quintile,East,No,0.94454,1088,1088,0.93094,0.95815
2022,2nd Quintile,West,"Yes, Regularly",0.03968,77,2877,0.03255,0.04681
2022,2nd Quintile,West,"Yes, Occasionally",0.02421,55,2877,0.01859,0.02983
2022,2nd Quintile,West,No,0.91802,2745,2877,0.90800,0.92805
2022,2nd Quintile,East,No,0.95091,965,965,0.93727,0.96455
2022,3rd Quintile,West,"Yes, Regularly",0.05302,102,2573,0.04436,0.06168
2022,3rd Quintile,West,"Yes, Occasionally",0.01810,42,2573,0.01295,0.02325
2022,3rd Quintile,West,No,0.92206,2429,2573,0.91170,0.93242
2022,3rd Quintile,East,No,0.93374,770,770,0.91615,0.95132
2022,4th Quintile,West,"Yes, Regularly",0.09004,181,2779,0.07939,0.10068
2022,4th Quintile,West,"Yes, Occasionally",0.03208,64,2779,0.02553,0.03863
2022,4th Quintile,West,No,0.87513,2534,2779,0.86284,0.88743
2022,4th Quintile,East,"Yes, Regularly",0.07111,35,629,0.05101,0.09122
2022,4th Quintile,East,No,0.90445,594,629,0.88146,0.92744
2022,5th Quintile,West,"Yes, Regularly",0.14657,485,3247,0.13440,0.15874
2022,5th Quintile,West,"Yes, Occasionally",0.05983,157,3247,0.05167,0.06799
2022,5th Quintile,West,No,0.78905,2605,3247,0.77501,0.80309
2022,5th Quintile,East,"Yes, Regularly",0.10190,82,557,0.07675,0.12705
2022,5th Quintile,East,No,0.84596,475,557,0.81596,0.87597
