year,bula_h,regtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Saxony-Anhalt,Rural regions,No,0.26503,75,261,0.21138,0.31868
2021,Thuringa,Urban regions,Yes,0.73599,97,97,0.64781,0.82417
2021,Thuringa,Rural regions,Yes,0.59005,152,230,0.52635,0.65375
2021,Thuringa,Rural regions,No,0.34082,78,230,0.27943,0.40221
2022,Schleswig-Holstein,Urban regions,Yes,0.60255,158,245,0.54115,0.66395
2022,Schleswig-Holstein,Urban regions,No,0.34885,87,245,0.28905,0.40865
2022,Schleswig-Holstein,Rural regions,Yes,0.72848,275,387,0.68411,0.77285
2022,Schleswig-Holstein,Rural regions,No,0.24673,112,387,0.20372,0.28973
2022,Hamburg,Urban regions,Yes,0.60949,273,422,0.56289,0.65610
2022,Hamburg,Urban regions,No,0.35682,149,422,0.31106,0.40258
2022,Lower Saxony,Urban regions,Yes,0.60320,446,722,0.56749,0.63891
2022,Lower Saxony,Urban regions,No,0.36080,276,722,0.32574,0.39585
2022,Lower Saxony,Rural regions,Yes,0.69037,642,884,0.65988,0.72087
2022,Lower Saxony,Rural regions,No,0.28026,242,884,0.25064,0.30989
2022,Bremen,Urban regions,Yes,0.61387,84,134,0.53112,0.69661
2022,Bremen,Urban regions,No,0.32617,50,134,0.24649,0.40584
2022,North Rhine-Westphalia,Urban regions,Yes,0.63198,2498,3727,0.61650,0.64747
2022,North Rhine-Westphalia,Urban regions,No,0.33244,1229,3727,0.31731,0.34756
2022,North Rhine-Westphalia,Rural regions,Yes,0.77302,66,66,0.67119,0.87486
2022,Hesse,Urban regions,Yes,0.61025,628,982,0.57973,0.64077
2022,Hesse,Urban regions,No,0.35890,354,982,0.32888,0.38892
2022,Hesse,Rural regions,Yes,0.61462,145,234,0.55212,0.67711
2022,Hesse,Rural regions,No,0.34933,89,234,0.28811,0.41055
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62585,435,678,0.58940,0.66230
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34075,243,678,0.30504,0.37645
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.61478,131,187,0.54484,0.68471
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.36239,56,187,0.29331,0.43148
2022,Baden-Wuerttemberg,Urban regions,Yes,0.59212,1246,1943,0.57027,0.61398
2022,Baden-Wuerttemberg,Urban regions,No,0.38551,697,1943,0.36386,0.40715
2022,Baden-Wuerttemberg,Rural regions,Yes,0.70116,229,297,0.64901,0.75331
2022,Baden-Wuerttemberg,Rural regions,No,0.27496,68,297,0.22409,0.32583
2022,Bavaria,Urban regions,Yes,0.57546,1020,1652,0.55162,0.59930
2022,Bavaria,Urban regions,No,0.38764,632,1652,0.36414,0.41114
2022,Bavaria,Rural regions,Yes,0.53348,830,1345,0.50681,0.56015
2022,Bavaria,Rural regions,No,0.44475,515,1345,0.41818,0.47132
2022,Berlin,Urban regions,Yes,0.57981,645,1095,0.55056,0.60906
2022,Berlin,Urban regions,No,0.37236,450,1095,0.34371,0.40101
2022,Brandenburg,Urban regions,Yes,0.74756,43,43,0.61618,0.87894
2022,Brandenburg,Rural regions,Yes,0.72743,500,663,0.69351,0.76135
2022,Brandenburg,Rural regions,No,0.25200,163,663,0.21893,0.28507
2022,Mecklenburg-Western Pomerania,Urban regions,Yes,0.68473,62,62,0.56813,0.80133
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.77146,268,329,0.72601,0.81690
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.20522,61,329,0.16152,0.24893
2022,Saxony,Urban regions,Yes,0.62181,423,614,0.58342,0.66020
2022,Saxony,Urban regions,No,0.33078,191,614,0.29353,0.36802
2022,Saxony,Rural regions,Yes,0.63465,437,647,0.59752,0.67179
2022,Saxony,Rural regions,No,0.35216,210,647,0.31533,0.38899
2022,Saxony-Anhalt,Urban regions,Yes,0.73222,115,150,0.66112,0.80332
2022,Saxony-Anhalt,Urban regions,No,0.20490,35,150,0.14009,0.26971
2022,Saxony-Anhalt,Rural regions,Yes,0.76264,388,523,0.72614,0.79914
2022,Saxony-Anhalt,Rural regions,No,0.22983,135,523,0.19373,0.26592
2022,Thuringa,Urban regions,Yes,0.70888,141,194,0.64479,0.77297
2022,Thuringa,Urban regions,No,0.25334,53,194,0.19198,0.31470
2022,Thuringa,Rural regions,Yes,0.68581,259,372,0.63857,0.73304
2022,Thuringa,Rural regions,No,0.30755,113,372,0.26059,0.35451
