year,bula_h,rentown,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Bavaria,Tenant,No,0.55269,636,1179,0.52429,0.58108
2016,Berlin,Owner,Yes,0.76452,86,86,0.67432,0.85472
2016,Berlin,Tenant,Yes,0.54957,263,496,0.50574,0.59340
2016,Berlin,Tenant,No,0.44103,233,496,0.39729,0.48477
2016,Brandenburg,Owner,Yes,0.65038,175,253,0.59150,0.70926
2016,Brandenburg,Owner,No,0.34895,78,253,0.29010,0.40780
2016,Brandenburg,Tenant,Yes,0.65422,209,307,0.60092,0.70751
2016,Brandenburg,Tenant,No,0.32372,98,307,0.27129,0.37614
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.80376,87,87,0.71982,0.88770
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.81224,176,219,0.76040,0.86408
2016,Mecklenburg-Western Pomerania,Tenant,No,0.18425,43,219,0.13279,0.23572
2016,Saxony,Owner,Yes,0.63325,208,304,0.57899,0.68752
2016,Saxony,Owner,No,0.36675,96,304,0.31248,0.42101
2016,Saxony,Tenant,Yes,0.57086,340,554,0.52961,0.61211
2016,Saxony,Tenant,No,0.41395,214,554,0.37290,0.45500
2016,Saxony-Anhalt,Owner,Yes,0.69040,149,211,0.62787,0.75293
2016,Saxony-Anhalt,Owner,No,0.30960,62,211,0.24707,0.37213
2016,Saxony-Anhalt,Tenant,Yes,0.66859,184,301,0.61532,0.72186
2016,Saxony-Anhalt,Tenant,No,0.33070,117,301,0.27746,0.38394
2016,Thuringa,Owner,Yes,0.67602,158,242,0.61693,0.73511
2016,Thuringa,Owner,No,0.32398,84,242,0.26489,0.38307
2016,Thuringa,Tenant,Yes,0.66966,198,301,0.61643,0.72288
2016,Thuringa,Tenant,No,0.33015,103,301,0.27694,0.38337
2017,Schleswig-Holstein,Owner,Yes,0.68934,205,282,0.63524,0.74345
2017,Schleswig-Holstein,Owner,No,0.31066,77,282,0.25655,0.36476
2017,Schleswig-Holstein,Tenant,Yes,0.49398,140,279,0.43521,0.55275
2017,Schleswig-Holstein,Tenant,No,0.47474,139,279,0.41604,0.53344
2017,Hamburg,Owner,Yes,0.71701,64,64,0.60578,0.82825
2017,Hamburg,Tenant,Yes,0.39052,93,212,0.32470,0.45635
2017,Hamburg,Tenant,No,0.60499,119,212,0.53903,0.67096
2017,Lower Saxony,Owner,Yes,0.69330,626,812,0.66156,0.72504
2017,Lower Saxony,Owner,No,0.30670,186,812,0.27496,0.33844
2017,Lower Saxony,Tenant,Yes,0.54026,395,721,0.50385,0.57666
2017,Lower Saxony,Tenant,No,0.43294,326,721,0.39675,0.46914
2017,Bremen,Owner,Yes,0.68402,35,35,0.52775,0.84030
2017,Bremen,Tenant,Yes,0.51305,46,84,0.40552,0.62058
2017,Bremen,Tenant,No,0.46071,38,84,0.35348,0.56795
2017,North Rhine-Westphalia,Owner,Yes,0.75633,1096,1400,0.73384,0.77883
2017,North Rhine-Westphalia,Owner,No,0.24349,304,1400,0.22100,0.26598
2017,North Rhine-Westphalia,Tenant,Yes,0.54299,993,1766,0.51975,0.56623
2017,North Rhine-Westphalia,Tenant,No,0.43527,773,1766,0.41214,0.45840
2017,Hesse,Owner,Yes,0.60684,304,469,0.56259,0.65110
2017,Hesse,Owner,No,0.39316,165,469,0.34890,0.43741
2017,Hesse,Tenant,Yes,0.47832,284,576,0.43749,0.51915
2017,Hesse,Tenant,No,0.49078,292,576,0.44992,0.53164
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.66006,315,464,0.61691,0.70321
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.33994,149,464,0.29679,0.38309
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.41124,165,408,0.36343,0.45904
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.54448,243,408,0.49609,0.59286
2017,Baden-Wuerttemberg,Owner,Yes,0.67727,668,922,0.64708,0.70747
2017,Baden-Wuerttemberg,Owner,No,0.32213,254,922,0.29195,0.35231
2017,Baden-Wuerttemberg,Tenant,Yes,0.49622,427,789,0.46131,0.53113
2017,Baden-Wuerttemberg,Tenant,No,0.47713,362,789,0.44226,0.51201
2017,Bavaria,Owner,Yes,0.66737,833,1194,0.64063,0.69410
2017,Bavaria,Owner,No,0.33075,361,1194,0.30405,0.35745
2017,Bavaria,Tenant,Yes,0.46382,644,1284,0.43653,0.49111
2017,Bavaria,Tenant,No,0.50798,640,1284,0.48062,0.53533
2017,Berlin,Owner,Yes,0.76432,93,93,0.67759,0.85105
2017,Berlin,Tenant,Yes,0.56490,306,538,0.52297,0.60683
2017,Berlin,Tenant,No,0.41184,232,538,0.37021,0.45347
2017,Brandenburg,Owner,Yes,0.63638,185,280,0.57994,0.69283
2017,Brandenburg,Owner,No,0.36362,95,280,0.30717,0.42006
2017,Brandenburg,Tenant,Yes,0.67276,225,338,0.62267,0.72286
2017,Brandenburg,Tenant,No,0.31462,113,338,0.26504,0.36420
2017,Mecklenburg-Western Pomerania,Owner,Yes,0.78204,104,104,0.70231,0.86178
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.77407,186,237,0.72071,0.82742
2017,Mecklenburg-Western Pomerania,Tenant,No,0.21783,51,237,0.16517,0.27050
2017,Saxony,Owner,Yes,0.64977,243,359,0.60035,0.69919
2017,Saxony,Owner,No,0.33162,116,359,0.28285,0.38039
2017,Saxony,Tenant,Yes,0.56995,385,620,0.53094,0.60895
2017,Saxony,Tenant,No,0.40358,235,620,0.36493,0.44223
2017,Saxony-Anhalt,Owner,Yes,0.71892,175,237,0.66157,0.77628
2017,Saxony-Anhalt,Owner,No,0.28108,62,237,0.22372,0.33843
2017,Saxony-Anhalt,Tenant,Yes,0.67572,208,329,0.62506,0.72638
2017,Saxony-Anhalt,Tenant,No,0.30941,121,329,0.25938,0.35943
2017,Thuringa,Owner,Yes,0.60752,161,268,0.54894,0.66609
2017,Thuringa,Owner,No,0.39248,107,268,0.33391,0.45106
2017,Thuringa,Tenant,Yes,0.65073,210,322,0.59858,0.70288
2017,Thuringa,Tenant,No,0.33349,112,322,0.28191,0.38507
2018,Schleswig-Holstein,Owner,Yes,0.68731,192,269,0.63181,0.74282
2018,Schleswig-Holstein,Owner,No,0.31269,77,269,0.25718,0.36819
2018,Schleswig-Holstein,Tenant,Yes,0.46972,134,285,0.41167,0.52776
2018,Schleswig-Holstein,Tenant,No,0.49554,151,285,0.43739,0.55369
2018,Hamburg,Owner,Yes,0.70273,55,55,0.58082,0.82463
2018,Hamburg,Tenant,Yes,0.43984,120,244,0.37743,0.50225
2018,Hamburg,Tenant,No,0.54250,124,244,0.47986,0.60514
2018,Lower Saxony,Owner,Yes,0.74662,591,763,0.71574,0.77750
2018,Lower Saxony,Owner,No,0.25338,172,763,0.22250,0.28426
2018,Lower Saxony,Tenant,Yes,0.56003,380,707,0.52342,0.59665
2018,Lower Saxony,Tenant,No,0.39834,327,707,0.36222,0.43445
2018,Bremen,Owner,Yes,0.59985,36,36,0.43753,0.76216
2018,Bremen,Tenant,Yes,0.53247,45,82,0.42381,0.64113
2018,Bremen,Tenant,No,0.43808,37,82,0.33003,0.54613
2018,North Rhine-Westphalia,Owner,Yes,0.74981,1039,1336,0.72658,0.77304
2018,North Rhine-Westphalia,Owner,No,0.24986,297,1336,0.22664,0.27308
2018,North Rhine-Westphalia,Tenant,Yes,0.55462,1039,1813,0.53174,0.57750
2018,North Rhine-Westphalia,Tenant,No,0.41538,774,1813,0.39269,0.43807
2018,Hesse,Owner,Yes,0.62807,295,449,0.58331,0.67282
2018,Hesse,Owner,No,0.37193,154,449,0.32718,0.41669
2018,Hesse,Tenant,Yes,0.49165,288,547,0.44972,0.53358
2018,Hesse,Tenant,No,0.48417,259,547,0.44225,0.52609
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.67443,307,445,0.63084,0.71802
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.31937,138,445,0.27600,0.36274
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.40494,170,431,0.35855,0.45134
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.56715,261,431,0.52032,0.61398
2018,Baden-Wuerttemberg,Owner,Yes,0.73175,684,875,0.70238,0.76112
2018,Baden-Wuerttemberg,Owner,No,0.26720,191,875,0.23786,0.29654
2018,Baden-Wuerttemberg,Tenant,Yes,0.55777,428,735,0.52184,0.59370
2018,Baden-Wuerttemberg,Tenant,No,0.41840,307,735,0.38271,0.45409
2018,Bavaria,Owner,Yes,0.67482,792,1149,0.64772,0.70192
2018,Bavaria,Owner,No,0.32066,357,1149,0.29366,0.34766
2018,Bavaria,Tenant,Yes,0.50518,637,1247,0.47742,0.53295
2018,Bavaria,Tenant,No,0.48107,610,1247,0.45332,0.50881
2018,Berlin,Owner,Yes,0.81972,94,94,0.74159,0.89785
2018,Berlin,Tenant,Yes,0.63026,370,568,0.59052,0.66999
2018,Berlin,Tenant,No,0.34132,198,568,0.30229,0.38035
2018,Brandenburg,Owner,Yes,0.67802,183,269,0.62208,0.73396
2018,Brandenburg,Owner,No,0.32198,86,269,0.26604,0.37792
2018,Brandenburg,Tenant,Yes,0.67568,241,376,0.62830,0.72306
2018,Brandenburg,Tenant,No,0.30975,135,376,0.26295,0.35655
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.84267,106,106,0.77302,0.91231
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.77143,198,255,0.71978,0.82307
2018,Mecklenburg-Western Pomerania,Tenant,No,0.21792,57,255,0.16715,0.26869
2018,Saxony,Owner,Yes,0.67172,250,350,0.62245,0.72099
2018,Saxony,Owner,No,0.32828,100,350,0.27901,0.37755
2018,Saxony,Tenant,Yes,0.61213,397,624,0.57387,0.65039
2018,Saxony,Tenant,No,0.37112,227,624,0.33319,0.40906
2018,Saxony-Anhalt,Owner,Yes,0.72065,169,227,0.66215,0.77914
2018,Saxony-Anhalt,Owner,No,0.27935,58,227,0.22086,0.33785
2018,Saxony-Anhalt,Tenant,Yes,0.73707,245,344,0.69048,0.78365
2018,Saxony-Anhalt,Tenant,No,0.24389,99,344,0.19844,0.28933
2018,Thuringa,Owner,Yes,0.59015,146,248,0.52881,0.65148
2018,Thuringa,Owner,No,0.40985,102,248,0.34852,0.47119
2018,Thuringa,Tenant,Yes,0.62632,210,325,0.57364,0.67900
2018,Thuringa,Tenant,No,0.34098,115,325,0.28937,0.39260
2019,Schleswig-Holstein,Owner,Yes,0.63809,173,245,0.57779,0.69839
2019,Schleswig-Holstein,Owner,No,0.29202,72,245,0.23496,0.34907
2019,Schleswig-Holstein,Tenant,Yes,0.40276,101,202,0.33496,0.47057
2019,Schleswig-Holstein,Tenant,No,0.39979,101,202,0.33207,0.46751
2019,Hamburg,Owner,Yes,0.62206,47,47,0.48194,0.76218
2019,Hamburg,Tenant,Yes,0.38961,97,204,0.32252,0.45669
2019,Hamburg,Tenant,No,0.51430,107,204,0.44555,0.58306
2019,Lower Saxony,Owner,Yes,0.69967,532,690,0.66544,0.73390
2019,Lower Saxony,Owner,No,0.24734,158,690,0.21512,0.27956
2019,Lower Saxony,Tenant,Yes,0.46141,284,526,0.41877,0.50405
2019,Lower Saxony,Tenant,No,0.35270,242,526,0.31183,0.39357
2019,Bremen,Tenant,Yes,0.53114,39,71,0.41424,0.64805
2019,Bremen,Tenant,No,0.36782,32,71,0.25486,0.48079
2019,North Rhine-Westphalia,Owner,Yes,0.70462,914,1174,0.67851,0.73073
2019,North Rhine-Westphalia,Owner,No,0.23830,260,1174,0.21392,0.26269
2019,North Rhine-Westphalia,Tenant,Yes,0.47599,816,1400,0.44982,0.50217
2019,North Rhine-Westphalia,Tenant,No,0.36778,584,1400,0.34251,0.39305
2019,Hesse,Owner,Yes,0.57752,255,392,0.52856,0.62648
2019,Hesse,Owner,No,0.34655,137,392,0.29938,0.39372
2019,Hesse,Tenant,Yes,0.42985,223,412,0.38199,0.47771
2019,Hesse,Tenant,No,0.39079,189,412,0.34361,0.43796
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.62061,264,391,0.57245,0.66877
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.33231,127,391,0.28556,0.37906
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.36003,136,323,0.30760,0.41246
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.45483,187,323,0.40044,0.50922
2019,Baden-Wuerttemberg,Owner,Yes,0.68543,582,745,0.65206,0.71880
2019,Baden-Wuerttemberg,Owner,No,0.25679,163,745,0.22540,0.28818
2019,Baden-Wuerttemberg,Tenant,Yes,0.47615,326,560,0.43475,0.51756
2019,Baden-Wuerttemberg,Tenant,No,0.35065,234,560,0.31109,0.39020
2019,Bavaria,Owner,Yes,0.63273,685,1000,0.60284,0.66262
2019,Bavaria,Owner,No,0.29918,315,1000,0.27078,0.32757
2019,Bavaria,Tenant,Yes,0.39545,478,944,0.36424,0.42665
2019,Bavaria,Tenant,No,0.43370,466,944,0.40207,0.46533
2019,Berlin,Owner,Yes,0.75293,84,84,0.66014,0.84572
2019,Berlin,Tenant,Yes,0.56462,295,449,0.51871,0.61054
2019,Berlin,Tenant,No,0.32493,154,449,0.28156,0.36830
2019,Brandenburg,Owner,Yes,0.64607,177,259,0.58772,0.70442
2019,Brandenburg,Owner,No,0.28016,82,259,0.22536,0.33496
2019,Brandenburg,Tenant,Yes,0.57681,196,301,0.52090,0.63272
2019,Brandenburg,Tenant,No,0.27825,105,301,0.22754,0.32896
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.79163,94,94,0.70908,0.87417
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.72222,161,198,0.65967,0.78476
2019,Mecklenburg-Western Pomerania,Tenant,No,0.12887,37,198,0.08209,0.17566
2019,Saxony,Owner,Yes,0.60294,215,305,0.54794,0.65795
2019,Saxony,Owner,No,0.31438,90,305,0.26219,0.36657
2019,Saxony,Tenant,Yes,0.55478,332,514,0.51178,0.59779
2019,Saxony,Tenant,No,0.33702,182,514,0.29611,0.37792
2019,Saxony-Anhalt,Owner,Yes,0.67472,147,199,0.60947,0.73998
2019,Saxony-Anhalt,Owner,No,0.25631,52,199,0.19549,0.31712
2019,Saxony-Anhalt,Tenant,Yes,0.64421,190,259,0.58579,0.70263
2019,Saxony-Anhalt,Tenant,No,0.21702,69,259,0.16672,0.26732
2019,Thuringa,Owner,Yes,0.56311,131,214,0.49650,0.62972
2019,Thuringa,Owner,No,0.36643,83,214,0.30172,0.43113
2019,Thuringa,Tenant,Yes,0.58842,170,251,0.52742,0.64943
2019,Thuringa,Tenant,No,0.25934,81,251,0.20501,0.31367
2020,Schleswig-Holstein,Owner,Yes,0.76676,225,293,0.71826,0.81527
2020,Schleswig-Holstein,Owner,No,0.21983,68,293,0.17233,0.26734
2020,Schleswig-Holstein,Tenant,Yes,0.60694,137,248,0.54602,0.66785
2020,Schleswig-Holstein,Tenant,No,0.34124,111,248,0.28211,0.40036
2020,Hamburg,Owner,Yes,0.76265,82,82,0.67000,0.85531
2020,Hamburg,Tenant,Yes,0.54463,142,261,0.48410,0.60517
2020,Hamburg,Tenant,No,0.44283,119,261,0.38245,0.50321
2020,Lower Saxony,Owner,Yes,0.74695,585,735,0.71550,0.77841
2020,Lower Saxony,Owner,No,0.25163,150,735,0.22024,0.28303
2020,Lower Saxony,Tenant,Yes,0.55765,414,736,0.52174,0.59355
2020,Lower Saxony,Tenant,No,0.39387,322,736,0.35854,0.42919
2020,Bremen,Owner,Yes,0.74853,39,39,0.61059,0.88648
2020,Bremen,Tenant,Yes,0.51529,35,91,0.41204,0.61855
2020,Bremen,Tenant,No,0.44635,56,91,0.34364,0.54905
2020,North Rhine-Westphalia,Owner,Yes,0.77584,1076,1357,0.75365,0.79804
2020,North Rhine-Westphalia,Owner,No,0.22327,281,1357,0.20110,0.24543
2020,North Rhine-Westphalia,Tenant,Yes,0.58766,1052,1986,0.56600,0.60931
2020,North Rhine-Westphalia,Tenant,No,0.37222,934,1986,0.35096,0.39349
2020,Hesse,Owner,Yes,0.65476,340,473,0.61187,0.69766
2020,Hesse,Owner,No,0.34411,133,473,0.30125,0.38697
2020,Hesse,Tenant,Yes,0.51796,315,626,0.47879,0.55714
2020,Hesse,Tenant,No,0.44610,311,626,0.40713,0.48507
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.61999,293,437,0.57443,0.66555
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.37974,144,437,0.33418,0.42530
2020,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.39880,167,422,0.35203,0.44558
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.56484,255,422,0.51748,0.61220
2020,Baden-Wuerttemberg,Owner,Yes,0.75194,698,880,0.72339,0.78049
2020,Baden-Wuerttemberg,Owner,No,0.24663,182,880,0.21813,0.27512
2020,Baden-Wuerttemberg,Tenant,Yes,0.57032,457,841,0.53685,0.60380
2020,Baden-Wuerttemberg,Tenant,No,0.39761,384,841,0.36451,0.43071
2020,Bavaria,Owner,Yes,0.68505,840,1170,0.65843,0.71168
2020,Bavaria,Owner,No,0.31019,330,1170,0.28367,0.33671
2020,Bavaria,Tenant,Yes,0.48662,738,1413,0.46054,0.51269
2020,Bavaria,Tenant,No,0.48122,675,1413,0.45516,0.50728
2020,Berlin,Owner,Yes,0.72067,100,139,0.64582,0.79553
2020,Berlin,Owner,No,0.27918,39,139,0.20434,0.35403
2020,Berlin,Tenant,Yes,0.60656,402,700,0.57034,0.64277
2020,Berlin,Tenant,No,0.37387,298,700,0.33801,0.40974
2020,Brandenburg,Owner,Yes,0.71704,238,325,0.66800,0.76609
2020,Brandenburg,Owner,No,0.28244,87,325,0.23342,0.33146
2020,Brandenburg,Tenant,Yes,0.74269,242,346,0.69656,0.78882
2020,Brandenburg,Tenant,No,0.24400,104,346,0.19868,0.28932
2020,Mecklenburg-Western Pomerania,Owner,Yes,0.74824,103,103,0.66401,0.83247
2020,Mecklenburg-Western Pomerania,Tenant,Yes,0.82275,169,214,0.77147,0.87404
2020,Mecklenburg-Western Pomerania,Tenant,No,0.16490,45,214,0.11506,0.21474
2020,Saxony,Owner,Yes,0.66165,270,368,0.61324,0.71006
2020,Saxony,Owner,No,0.33230,98,368,0.28410,0.38049
2020,Saxony,Tenant,Yes,0.57454,381,594,0.53474,0.61433
2020,Saxony,Tenant,No,0.39600,213,594,0.35664,0.43537
2020,Saxony-Anhalt,Owner,Yes,0.70133,184,246,0.64402,0.75864
2020,Saxony-Anhalt,Owner,No,0.29724,62,246,0.24001,0.35447
2020,Saxony-Anhalt,Tenant,Yes,0.74120,219,311,0.69244,0.78995
2020,Saxony-Anhalt,Tenant,No,0.24076,92,311,0.19316,0.28835
2020,Thuringa,Owner,Yes,0.68543,171,253,0.62809,0.74276
2020,Thuringa,Owner,No,0.31457,82,253,0.25724,0.37191
2020,Thuringa,Tenant,Yes,0.70464,215,314,0.65410,0.75518
2020,Thuringa,Tenant,No,0.27598,99,314,0.22646,0.32550
2021,Schleswig-Holstein,Owner,Yes,0.72446,170,224,0.66582,0.78310
2021,Schleswig-Holstein,Owner,No,0.19209,54,224,0.14038,0.24379
2021,Schleswig-Holstein,Tenant,Yes,0.54842,88,156,0.47007,0.62676
2021,Schleswig-Holstein,Tenant,No,0.29028,68,156,0.21883,0.36174
2021,Hamburg,Owner,Yes,0.77872,62,62,0.67455,0.88289
2021,Hamburg,Tenant,Yes,0.43453,90,162,0.35796,0.51110
2021,Hamburg,Tenant,No,0.41666,72,162,0.34050,0.49281
2021,Lower Saxony,Owner,Yes,0.68739,410,514,0.64727,0.72750
2021,Lower Saxony,Owner,No,0.21680,104,514,0.18114,0.25246
2021,Lower Saxony,Tenant,Yes,0.44465,244,431,0.39768,0.49162
2021,Lower Saxony,Tenant,No,0.42518,187,431,0.37845,0.47191
2021,North Rhine-Westphalia,Owner,Yes,0.73709,733,938,0.70891,0.76528
2021,North Rhine-Westphalia,Owner,No,0.19456,205,938,0.16921,0.21991
2021,North Rhine-Westphalia,Tenant,Yes,0.50812,609,1100,0.47856,0.53768
2021,North Rhine-Westphalia,Tenant,No,0.33299,491,1100,0.30513,0.36085
2021,Hesse,Owner,Yes,0.62940,210,292,0.57391,0.68489
2021,Hesse,Owner,No,0.29945,82,292,0.24683,0.35208
2021,Hesse,Tenant,Yes,0.44380,162,315,0.38884,0.49875
2021,Hesse,Tenant,No,0.33764,153,315,0.28534,0.38995
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.52097,185,270,0.46127,0.58067
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.37692,85,270,0.31900,0.43483
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.38159,83,216,0.31665,0.44652
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.49524,133,216,0.42840,0.56207
2021,Baden-Wuerttemberg,Owner,Yes,0.68216,470,579,0.64420,0.72012
2021,Baden-Wuerttemberg,Owner,No,0.21552,109,579,0.18200,0.24904
