year,bula_h,quintil_oecd_hh,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Brandenburg,1st Quintile,No,0.49743,77,169,0.42182,0.57303
2015,Brandenburg,2nd Quintile,Yes,0.62832,86,140,0.54798,0.70866
2015,Brandenburg,2nd Quintile,No,0.37168,54,140,0.29134,0.45202
2015,Brandenburg,3rd Quintile,Yes,0.50222,75,127,0.41492,0.58953
2015,Brandenburg,3rd Quintile,No,0.49778,52,127,0.41047,0.58508
2015,Brandenburg,4th Quintile,Yes,0.68802,61,61,0.57079,0.80525
2015,Brandenburg,5th Quintile,Yes,0.80707,59,59,0.70552,0.90863
2015,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.61114,58,94,0.51207,0.71022
2015,Mecklenburg-Western Pomerania,1st Quintile,No,0.38886,36,94,0.28978,0.48793
2015,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.74833,83,83,0.65439,0.84226
2015,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.70755,50,50,0.58019,0.83492
2015,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.85309,33,33,0.73043,0.97575
2015,Saxony,1st Quintile,Yes,0.45624,102,201,0.38721,0.52527
2015,Saxony,1st Quintile,No,0.54376,99,201,0.47473,0.61279
2015,Saxony,2nd Quintile,Yes,0.49051,159,277,0.43153,0.54949
2015,Saxony,2nd Quintile,No,0.50949,118,277,0.45051,0.56847
2015,Saxony,3rd Quintile,Yes,0.59668,115,179,0.52461,0.66874
2015,Saxony,3rd Quintile,No,0.40332,64,179,0.33126,0.47539
2015,Saxony,4th Quintile,Yes,0.69611,104,146,0.62124,0.77097
2015,Saxony,4th Quintile,No,0.30389,42,146,0.22903,0.37876
2015,Saxony,5th Quintile,Yes,0.79457,63,63,0.69400,0.89514
2015,Saxony-Anhalt,1st Quintile,Yes,0.61110,79,157,0.53460,0.68761
2015,Saxony-Anhalt,1st Quintile,No,0.38890,78,157,0.31239,0.46540
2015,Saxony-Anhalt,2nd Quintile,Yes,0.58899,84,148,0.50945,0.66853
2015,Saxony-Anhalt,2nd Quintile,No,0.41101,64,148,0.33147,0.49055
2015,Saxony-Anhalt,3rd Quintile,Yes,0.79350,79,79,0.70366,0.88333
2015,Saxony-Anhalt,4th Quintile,Yes,0.74236,59,59,0.62981,0.85491
2015,Saxony-Anhalt,5th Quintile,Yes,0.63513,37,37,0.47788,0.79239
2015,Thuringa,1st Quintile,Yes,0.53295,82,153,0.45363,0.61226
2015,Thuringa,1st Quintile,No,0.46705,71,153,0.38774,0.54637
2015,Thuringa,2nd Quintile,Yes,0.56448,95,165,0.48860,0.64037
2015,Thuringa,2nd Quintile,No,0.43552,70,165,0.35963,0.51140
2015,Thuringa,3rd Quintile,Yes,0.63892,71,110,0.54874,0.72909
2015,Thuringa,3rd Quintile,No,0.36108,39,110,0.27091,0.45126
2015,Thuringa,4th Quintile,Yes,0.57848,54,54,0.44554,0.71143
2015,Thuringa,5th Quintile,Yes,0.79270,44,44,0.67154,0.91387
2016,Schleswig-Holstein,1st Quintile,Yes,0.43086,55,127,0.34439,0.51733
2016,Schleswig-Holstein,1st Quintile,No,0.56914,72,127,0.48267,0.65561
2016,Schleswig-Holstein,2nd Quintile,Yes,0.42166,56,107,0.32765,0.51567
2016,Schleswig-Holstein,2nd Quintile,No,0.57834,51,107,0.48433,0.67235
2016,Schleswig-Holstein,3rd Quintile,Yes,0.62050,59,95,0.52241,0.71860
2016,Schleswig-Holstein,3rd Quintile,No,0.37950,36,95,0.28140,0.47759
2016,Schleswig-Holstein,4th Quintile,Yes,0.64724,58,58,0.52319,0.77129
2016,Schleswig-Holstein,5th Quintile,Yes,0.82647,64,64,0.73296,0.91999
2016,Hamburg,1st Quintile,No,0.73927,31,31,0.58216,0.89637
2016,Hamburg,2nd Quintile,No,0.75184,40,40,0.61627,0.88740
2016,Hamburg,4th Quintile,Yes,0.51780,31,31,0.33899,0.69660
2016,Hamburg,5th Quintile,Yes,0.48881,36,36,0.32320,0.65442
2016,Lower Saxony,1st Quintile,Yes,0.50009,136,301,0.44351,0.55667
2016,Lower Saxony,1st Quintile,No,0.49991,165,301,0.44333,0.55649
2016,Lower Saxony,2nd Quintile,Yes,0.67499,157,250,0.61681,0.73316
2016,Lower Saxony,2nd Quintile,No,0.32501,93,250,0.26684,0.38319
2016,Lower Saxony,3rd Quintile,Yes,0.67961,174,239,0.62033,0.73889
2016,Lower Saxony,3rd Quintile,No,0.32039,65,239,0.26111,0.37967
2016,Lower Saxony,4th Quintile,Yes,0.68424,200,277,0.62940,0.73908
2016,Lower Saxony,4th Quintile,No,0.31576,77,277,0.26092,0.37060
2016,Lower Saxony,5th Quintile,Yes,0.72130,203,270,0.66772,0.77488
2016,Lower Saxony,5th Quintile,No,0.27870,67,270,0.22512,0.33228
2016,North Rhine-Westphalia,1st Quintile,Yes,0.35043,293,674,0.31439,0.38648
2016,North Rhine-Westphalia,1st Quintile,No,0.64957,381,674,0.61352,0.68561
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.52109,330,571,0.48008,0.56210
2016,North Rhine-Westphalia,2nd Quintile,No,0.47891,241,571,0.43790,0.51992
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.62042,327,520,0.57867,0.66217
2016,North Rhine-Westphalia,3rd Quintile,No,0.37958,193,520,0.33783,0.42133
2016,North Rhine-Westphalia,4th Quintile,Yes,0.68036,369,541,0.64103,0.71970
2016,North Rhine-Westphalia,4th Quintile,No,0.31964,172,541,0.28030,0.35897
2016,North Rhine-Westphalia,5th Quintile,Yes,0.73636,428,581,0.70050,0.77222
2016,North Rhine-Westphalia,5th Quintile,No,0.26364,153,581,0.22778,0.29950
2016,Hesse,1st Quintile,Yes,0.44117,66,190,0.37038,0.51196
2016,Hesse,1st Quintile,No,0.55883,124,190,0.48804,0.62962
2016,Hesse,2nd Quintile,Yes,0.45324,87,186,0.38150,0.52497
2016,Hesse,2nd Quintile,No,0.54676,99,186,0.47503,0.61850
2016,Hesse,3rd Quintile,Yes,0.55638,98,166,0.48057,0.63218
2016,Hesse,3rd Quintile,No,0.44362,68,166,0.36782,0.51943
2016,Hesse,4th Quintile,Yes,0.65172,103,176,0.58113,0.72231
2016,Hesse,4th Quintile,No,0.34828,73,176,0.27769,0.41887
2016,Hesse,5th Quintile,Yes,0.63968,167,252,0.58029,0.69908
2016,Hesse,5th Quintile,No,0.36032,85,252,0.30092,0.41971
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.29214,50,190,0.22731,0.35698
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.70786,140,190,0.64302,0.77269
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.38765,82,192,0.31855,0.45675
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.61235,110,192,0.54325,0.68145
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.55801,88,157,0.48008,0.63594
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.44199,69,157,0.36406,0.51992
2016,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67237,97,150,0.59701,0.74774
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.32763,53,150,0.25226,0.40299
2016,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.68492,105,153,0.61107,0.75878
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.31508,48,153,0.24122,0.38893
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.41001,92,217,0.34442,0.47560
2016,Baden-Wuerttemberg,1st Quintile,No,0.58999,125,217,0.52440,0.65558
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.56672,169,293,0.50988,0.62356
2016,Baden-Wuerttemberg,2nd Quintile,No,0.43328,124,293,0.37644,0.49012
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.64251,215,329,0.59064,0.69438
2016,Baden-Wuerttemberg,3rd Quintile,No,0.35749,114,329,0.30562,0.40936
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.72407,259,354,0.67744,0.77070
2016,Baden-Wuerttemberg,4th Quintile,No,0.27593,95,354,0.22930,0.32256
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.74612,313,412,0.70405,0.78820
2016,Baden-Wuerttemberg,5th Quintile,No,0.25388,99,412,0.21180,0.29595
2016,Bavaria,1st Quintile,Yes,0.35879,131,359,0.30911,0.40848
2016,Bavaria,1st Quintile,No,0.64121,228,359,0.59152,0.69089
2016,Bavaria,2nd Quintile,Yes,0.41937,230,489,0.37559,0.46315
2016,Bavaria,2nd Quintile,No,0.58063,259,489,0.53685,0.62441
2016,Bavaria,3rd Quintile,Yes,0.56311,259,444,0.51692,0.60930
2016,Bavaria,3rd Quintile,No,0.43689,185,444,0.39070,0.48308
2016,Bavaria,4th Quintile,Yes,0.57990,301,464,0.53494,0.62486
2016,Bavaria,4th Quintile,No,0.42010,163,464,0.37514,0.46506
2016,Bavaria,5th Quintile,Yes,0.64890,343,519,0.60779,0.69000
2016,Bavaria,5th Quintile,No,0.35110,176,519,0.31000,0.39221
2016,Berlin,1st Quintile,Yes,0.52345,75,149,0.44298,0.60392
2016,Berlin,1st Quintile,No,0.47655,74,149,0.39608,0.55702
2016,Berlin,2nd Quintile,Yes,0.59773,67,113,0.50691,0.68854
2016,Berlin,2nd Quintile,No,0.40227,46,113,0.31146,0.49309
2016,Berlin,3rd Quintile,Yes,0.62899,68,115,0.54031,0.71767
2016,Berlin,3rd Quintile,No,0.37101,47,115,0.28233,0.45969
2016,Berlin,4th Quintile,Yes,0.61340,72,121,0.52627,0.70053
2016,Berlin,4th Quintile,No,0.38660,49,121,0.29947,0.47373
2016,Berlin,5th Quintile,Yes,0.64671,67,106,0.55528,0.73813
2016,Berlin,5th Quintile,No,0.35329,39,106,0.26187,0.44472
2016,Brandenburg,1st Quintile,Yes,0.47341,77,135,0.38887,0.55795
2016,Brandenburg,1st Quintile,No,0.52659,58,135,0.44205,0.61113
2016,Brandenburg,2nd Quintile,Yes,0.59688,92,148,0.51758,0.67617
2016,Brandenburg,2nd Quintile,No,0.40312,56,148,0.32383,0.48242
2016,Brandenburg,3rd Quintile,Yes,0.75878,95,129,0.68466,0.83290
2016,Brandenburg,3rd Quintile,No,0.24122,34,129,0.16710,0.31534
2016,Brandenburg,4th Quintile,Yes,0.79703,61,61,0.69526,0.89880
2016,Brandenburg,5th Quintile,Yes,0.79206,59,59,0.68761,0.89650
2016,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.73157,73,73,0.62921,0.83393
2016,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.80113,71,71,0.70762,0.89464
2016,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.90874,57,57,0.83332,0.98417
2016,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.82275,33,33,0.69044,0.95507
2016,Saxony,1st Quintile,Yes,0.47682,107,212,0.40943,0.54422
2016,Saxony,1st Quintile,No,0.52318,105,212,0.45578,0.59057
2016,Saxony,2nd Quintile,Yes,0.55746,148,233,0.49355,0.62137
2016,Saxony,2nd Quintile,No,0.44254,85,233,0.37863,0.50645
2016,Saxony,3rd Quintile,Yes,0.64162,136,203,0.57549,0.70775
2016,Saxony,3rd Quintile,No,0.35838,67,203,0.29225,0.42451
2016,Saxony,4th Quintile,Yes,0.70488,98,98,0.61411,0.79564
2016,Saxony,5th Quintile,Yes,0.70316,59,59,0.58559,0.82074
2016,Saxony-Anhalt,1st Quintile,Yes,0.60460,88,160,0.52860,0.68060
2016,Saxony-Anhalt,1st Quintile,No,0.39540,72,160,0.31940,0.47140
2016,Saxony-Anhalt,2nd Quintile,Yes,0.60945,82,134,0.52653,0.69236
2016,Saxony-Anhalt,2nd Quintile,No,0.39055,52,134,0.30764,0.47347
2016,Saxony-Anhalt,3rd Quintile,Yes,0.84118,77,77,0.75901,0.92336
2016,Saxony-Anhalt,4th Quintile,Yes,0.69284,49,49,0.56234,0.82335
2016,Saxony-Anhalt,5th Quintile,Yes,0.76569,37,37,0.62732,0.90405
2016,Thuringa,1st Quintile,Yes,0.59682,84,141,0.51557,0.67808
2016,Thuringa,1st Quintile,No,0.40318,57,141,0.32192,0.48443
2016,Thuringa,2nd Quintile,Yes,0.60125,86,145,0.52127,0.68122
2016,Thuringa,2nd Quintile,No,0.39875,59,145,0.31878,0.47873
2016,Thuringa,3rd Quintile,Yes,0.69695,75,112,0.61145,0.78245
2016,Thuringa,3rd Quintile,No,0.30305,37,112,0.21755,0.38855
2016,Thuringa,4th Quintile,Yes,0.79853,70,70,0.70389,0.89317
2016,Thuringa,5th Quintile,Yes,0.82735,41,41,0.71022,0.94448
2017,Schleswig-Holstein,1st Quintile,Yes,0.47040,60,129,0.38393,0.55687
2017,Schleswig-Holstein,1st Quintile,No,0.52960,69,129,0.44313,0.61607
2017,Schleswig-Holstein,2nd Quintile,Yes,0.55882,76,118,0.46884,0.64879
2017,Schleswig-Holstein,2nd Quintile,No,0.44118,42,118,0.35121,0.53116
2017,Schleswig-Holstein,3rd Quintile,Yes,0.64682,69,110,0.55709,0.73655
2017,Schleswig-Holstein,3rd Quintile,No,0.35318,41,110,0.26345,0.44291
2017,Schleswig-Holstein,4th Quintile,Yes,0.62090,66,110,0.52981,0.71198
2017,Schleswig-Holstein,4th Quintile,No,0.37910,44,110,0.28802,0.47019
2017,Schleswig-Holstein,5th Quintile,Yes,0.70229,74,74,0.59740,0.80719
2017,Hamburg,1st Quintile,No,0.70894,31,31,0.54639,0.87149
2017,Hamburg,2nd Quintile,No,0.59403,32,32,0.42115,0.76690
2017,Hamburg,3rd Quintile,Yes,0.69576,32,32,0.53380,0.85772
2017,Hamburg,4th Quintile,Yes,0.53707,32,32,0.36155,0.71260
2017,Hamburg,5th Quintile,Yes,0.51869,49,49,0.37734,0.66004
2017,Lower Saxony,1st Quintile,Yes,0.55871,168,328,0.50489,0.61253
2017,Lower Saxony,1st Quintile,No,0.44129,160,328,0.38747,0.49511
2017,Lower Saxony,2nd Quintile,Yes,0.54499,182,297,0.48826,0.60172
2017,Lower Saxony,2nd Quintile,No,0.45501,115,297,0.39828,0.51174
2017,Lower Saxony,3rd Quintile,Yes,0.69939,226,302,0.64759,0.75119
2017,Lower Saxony,3rd Quintile,No,0.30061,76,302,0.24881,0.35241
2017,Lower Saxony,4th Quintile,Yes,0.66967,227,307,0.61697,0.72237
2017,Lower Saxony,4th Quintile,No,0.33033,80,307,0.27763,0.38303
2017,Lower Saxony,5th Quintile,Yes,0.66604,218,299,0.61249,0.71959
2017,Lower Saxony,5th Quintile,No,0.33396,81,299,0.28041,0.38751
2017,North Rhine-Westphalia,1st Quintile,Yes,0.46314,336,679,0.42561,0.50068
2017,North Rhine-Westphalia,1st Quintile,No,0.53686,343,679,0.49932,0.57439
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.59148,367,595,0.55195,0.63101
2017,North Rhine-Westphalia,2nd Quintile,No,0.40852,228,595,0.36899,0.44805
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.68085,414,599,0.64348,0.71821
2017,North Rhine-Westphalia,3rd Quintile,No,0.31915,185,599,0.28179,0.35652
2017,North Rhine-Westphalia,4th Quintile,Yes,0.71186,457,625,0.67632,0.74740
2017,North Rhine-Westphalia,4th Quintile,No,0.28814,168,625,0.25260,0.32368
2017,North Rhine-Westphalia,5th Quintile,Yes,0.77618,515,667,0.74452,0.80783
2017,North Rhine-Westphalia,5th Quintile,No,0.22382,152,667,0.19217,0.25548
2017,Hesse,1st Quintile,Yes,0.41394,87,202,0.34585,0.48203
2017,Hesse,1st Quintile,No,0.58606,115,202,0.51797,0.65415
2017,Hesse,2nd Quintile,Yes,0.56866,89,164,0.49263,0.64470
2017,Hesse,2nd Quintile,No,0.43134,75,164,0.35530,0.50737
2017,Hesse,3rd Quintile,Yes,0.51367,111,203,0.44475,0.58260
2017,Hesse,3rd Quintile,No,0.48633,92,203,0.41740,0.55525
2017,Hesse,4th Quintile,Yes,0.55082,120,215,0.48417,0.61746
2017,Hesse,4th Quintile,No,0.44918,95,215,0.38254,0.51583
2017,Hesse,5th Quintile,Yes,0.64736,180,260,0.58917,0.70555
2017,Hesse,5th Quintile,No,0.35264,80,260,0.29445,0.41083
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.40925,61,172,0.33555,0.48295
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.59075,111,172,0.51705,0.66445
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.47083,97,201,0.40165,0.54001
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.52917,104,201,0.45999,0.59835
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.60072,105,170,0.52688,0.67456
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.39928,65,170,0.32544,0.47312
2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.64755,107,168,0.57509,0.72000
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.35245,61,168,0.28000,0.42491
2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.65437,110,161,0.58068,0.72806
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.34563,51,161,0.27194,0.41932
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.41548,97,211,0.34882,0.48213
2017,Baden-Wuerttemberg,1st Quintile,No,0.58452,114,211,0.51787,0.65118
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.55329,168,289,0.49587,0.61071
2017,Baden-Wuerttemberg,2nd Quintile,No,0.44671,121,289,0.38929,0.50413
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.59101,219,336,0.53836,0.64366
2017,Baden-Wuerttemberg,3rd Quintile,No,0.40899,117,336,0.35634,0.46164
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.62063,276,411,0.57366,0.66760
2017,Baden-Wuerttemberg,4th Quintile,No,0.37937,135,411,0.33240,0.42634
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.72139,335,463,0.68051,0.76227
2017,Baden-Wuerttemberg,5th Quintile,No,0.27861,128,463,0.23773,0.31949
2017,Bavaria,1st Quintile,Yes,0.40321,159,375,0.35350,0.45293
2017,Bavaria,1st Quintile,No,0.59679,216,375,0.54707,0.64650
2017,Bavaria,2nd Quintile,Yes,0.47157,245,498,0.42768,0.51546
2017,Bavaria,2nd Quintile,No,0.52843,253,498,0.48454,0.57232
2017,Bavaria,3rd Quintile,Yes,0.59820,313,505,0.55540,0.64100
2017,Bavaria,3rd Quintile,No,0.40180,192,505,0.35900,0.44460
2017,Bavaria,4th Quintile,Yes,0.63865,341,521,0.59736,0.67994
2017,Bavaria,4th Quintile,No,0.36135,180,521,0.32006,0.40264
2017,Bavaria,5th Quintile,Yes,0.69656,419,579,0.65908,0.73404
2017,Bavaria,5th Quintile,No,0.30344,160,579,0.26596,0.34092
2017,Berlin,1st Quintile,Yes,0.53663,89,169,0.46122,0.61203
2017,Berlin,1st Quintile,No,0.46337,80,169,0.38797,0.53878
2017,Berlin,2nd Quintile,Yes,0.59545,74,137,0.51296,0.67794
2017,Berlin,2nd Quintile,No,0.40455,63,137,0.32206,0.48704
2017,Berlin,3rd Quintile,Yes,0.67915,76,113,0.59269,0.76560
2017,Berlin,3rd Quintile,No,0.32085,37,113,0.23440,0.40731
2017,Berlin,4th Quintile,Yes,0.56982,75,114,0.47853,0.66111
2017,Berlin,4th Quintile,No,0.43018,39,114,0.33889,0.52147
2017,Berlin,5th Quintile,Yes,0.77176,85,119,0.69603,0.84749
2017,Berlin,5th Quintile,No,0.22824,34,119,0.15251,0.30397
2017,Brandenburg,1st Quintile,Yes,0.53759,90,152,0.45807,0.61712
2017,Brandenburg,1st Quintile,No,0.46241,62,152,0.38288,0.54193
2017,Brandenburg,2nd Quintile,Yes,0.63962,100,158,0.56452,0.71473
2017,Brandenburg,2nd Quintile,No,0.36038,58,158,0.28527,0.43548
2017,Brandenburg,3rd Quintile,Yes,0.67909,94,144,0.60258,0.75561
2017,Brandenburg,3rd Quintile,No,0.32091,50,144,0.24439,0.39742
2017,Brandenburg,4th Quintile,Yes,0.79951,66,66,0.70218,0.89685
2017,Brandenburg,5th Quintile,Yes,0.74884,60,60,0.63817,0.85950
2017,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.72541,86,86,0.63053,0.82029
2017,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.82654,75,75,0.74027,0.91281
2017,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.80093,63,63,0.70153,0.90032
2017,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.77485,35,35,0.63446,0.91525
