,Unnamed: 0,year,bula_h,hgeqpinsul,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
26,26,2015,Saxony-Anhalt,Yes,0.66572,338,15335,0.59286,0.75332
27,27,2015,Saxony-Anhalt,No,0.33428,196,15335,0.29322,0.38243
28,28,2015,Thuringa,Yes,0.5913,346,15335,0.52135,0.67787
29,29,2015,Thuringa,No,0.4087,219,15335,0.35669,0.465
30,30,2016,Schleswig-Holstein,Yes,0.596,292,14188,0.52263,0.66344
31,31,2016,Schleswig-Holstein,No,0.404,207,14188,0.34626,0.45891
32,32,2016,Hamburg,Yes,0.42163,116,14188,0.34481,0.49971
33,33,2016,Hamburg,No,0.57837,146,14188,0.4973,0.66917
34,34,2016,Lower Saxony,Yes,0.65915,870,14188,0.61376,0.71306
35,35,2016,Lower Saxony,No,0.34085,467,14188,0.30882,0.37164
36,36,2016,Bremen,Yes,0.47122,54,14188,0.33198,0.61661
37,37,2016,Bremen,No,0.52878,49,14188,0.40456,0.68284
38,38,2016,North Rhine-Westphalia,Yes,0.58267,1747,14188,0.55461,0.61361
39,39,2016,North Rhine-Westphalia,No,0.41733,1141,14188,0.38507,0.44399
40,40,2016,Hesse,Yes,0.55454,521,14188,0.51125,0.61072
41,41,2016,Hesse,No,0.44546,450,14188,0.402,0.48767
42,42,2016,"Rhineland-Palatinate, Saarland",Yes,0.50944,422,14188,0.46264,0.56677
43,43,2016,"Rhineland-Palatinate, Saarland",No,0.49056,420,14188,0.44527,0.54216
44,44,2016,Baden-Wuerttemberg,Yes,0.64593,1048,14188,0.60497,0.68647
45,45,2016,Baden-Wuerttemberg,No,0.35407,558,14188,0.32305,0.38577
46,46,2016,Bavaria,Yes,0.52605,1264,14188,0.49519,0.55315
47,47,2016,Bavaria,No,0.47395,1011,14188,0.44668,0.50778
48,48,2016,Berlin,Yes,0.59376,349,14188,0.53632,0.65434
49,49,2016,Berlin,No,0.40624,256,14188,0.36044,0.45388
50,50,2016,Brandenburg,Yes,0.663,384,14188,0.59256,0.73627
51,51,2016,Brandenburg,No,0.337,176,14188,0.29086,0.38235
52,52,2016,Mecklenburg-Western Pomerania,Yes,0.81049,263,14188,0.71072,0.93315
53,53,2016,Mecklenburg-Western Pomerania,No,0.18951,64,14188,0.13945,0.24385
54,54,2016,Saxony,Yes,0.59883,548,14188,0.55472,0.64916
55,55,2016,Saxony,No,0.40117,310,14188,0.35857,0.44667
56,56,2016,Saxony-Anhalt,Yes,0.68017,333,14188,0.60612,0.7611
57,57,2016,Saxony-Anhalt,No,0.31983,179,14188,0.26323,0.37924
58,58,2016,Thuringa,Yes,0.67367,356,14188,0.60065,0.77575
59,59,2016,Thuringa,No,0.32633,187,14188,0.27149,0.3767
60,60,2017,Schleswig-Holstein,Yes,0.60705,345,15560,0.54136,0.68177
61,61,2017,Schleswig-Holstein,No,0.39295,216,15560,0.34182,0.44326
62,62,2017,Hamburg,Yes,0.48645,157,15560,0.40582,0.55494
63,63,2017,Hamburg,No,0.51355,139,15560,0.44026,0.57876
64,64,2017,Lower Saxony,Yes,0.63018,1021,15560,0.58961,0.67064
65,65,2017,Lower Saxony,No,0.36982,512,15560,0.33689,0.40429
66,66,2017,Bremen,Yes,0.59047,81,15560,0.44955,0.75406
67,67,2017,Bremen,No,0.40953,48,15560,0.31472,0.52094
68,68,2017,North Rhine-Westphalia,Yes,0.64817,2089,15560,0.62168,0.6764
69,69,2017,North Rhine-Westphalia,No,0.35183,1077,15560,0.32819,0.37325
70,70,2017,Hesse,Yes,0.54541,588,15560,0.49827,0.58985
71,71,2017,Hesse,No,0.45459,457,15560,0.41788,0.49778
72,72,2017,"Rhineland-Palatinate, Saarland",Yes,0.55517,480,15560,0.50967,0.60395
73,73,2017,"Rhineland-Palatinate, Saarland",No,0.44483,392,15560,0.40814,0.47899
74,74,2017,Baden-Wuerttemberg,Yes,0.60455,1095,15560,0.56164,0.64579
75,75,2017,Baden-Wuerttemberg,No,0.39545,616,15560,0.3599,0.4284
76,76,2017,Bavaria,Yes,0.57459,1477,15560,0.54329,0.61146
77,77,2017,Bavaria,No,0.42541,1001,15560,0.39578,0.45471
78,78,2017,Berlin,Yes,0.61324,399,15560,0.54981,0.67215
79,79,2017,Berlin,No,0.38676,254,15560,0.33602,0.43331
80,80,2017,Brandenburg,Yes,0.66486,410,15560,0.60232,0.73921
81,81,2017,Brandenburg,No,0.33514,208,15560,0.29045,0.38169
82,82,2017,Mecklenburg-Western Pomerania,Yes,0.78023,290,15560,0.68228,0.87312
83,83,2017,Mecklenburg-Western Pomerania,No,0.21977,73,15560,0.17444,0.26021
84,84,2017,Saxony,Yes,0.61164,628,15560,0.56836,0.66377
85,85,2017,Saxony,No,0.38836,351,15560,0.3508,0.44118
86,86,2017,Saxony-Anhalt,Yes,0.70108,383,15560,0.62733,0.77206
87,87,2017,Saxony-Anhalt,No,0.29892,183,15560,0.25219,0.3517
88,88,2017,Thuringa,Yes,0.64012,371,15560,0.5649,0.73125
89,89,2017,Thuringa,No,0.35988,219,15560,0.32159,0.40594
90,90,2018,Schleswig-Holstein,Yes,0.59255,326,15329,0.52403,0.66021
91,91,2018,Schleswig-Holstein,No,0.40745,228,15329,0.35838,0.45917
92,92,2018,Hamburg,Yes,0.51487,175,15329,0.43577,0.59733
93,93,2018,Hamburg,No,0.48513,146,15329,0.4094,0.57117
94,94,2018,Lower Saxony,Yes,0.67051,971,15329,0.62437,0.71611
95,95,2018,Lower Saxony,No,0.32949,499,15329,0.2984,0.36232
96,96,2018,Bremen,Yes,0.57411,81,15329,0.43968,0.73087
97,97,2018,Bremen,No,0.42589,53,15329,0.3068,0.56649
98,98,2018,North Rhine-Westphalia,Yes,0.65342,2078,15329,0.62009,0.68236
99,99,2018,North Rhine-Westphalia,No,0.34658,1071,15329,0.32441,0.3706
100,100,2018,Hesse,Yes,0.56288,583,15329,0.51053,0.61066
101,101,2018,Hesse,No,0.43712,413,15329,0.39538,0.48339
102,102,2018,"Rhineland-Palatinate, Saarland",Yes,0.56251,477,15329,0.51953,0.62008
103,103,2018,"Rhineland-Palatinate, Saarland",No,0.43749,399,15329,0.39079,0.48707
104,104,2018,Baden-Wuerttemberg,Yes,0.66113,1112,15329,0.61916,0.71067
105,105,2018,Baden-Wuerttemberg,No,0.33887,498,15329,0.30709,0.36824
106,106,2018,Bavaria,Yes,0.59701,1429,15329,0.56075,0.63132
107,107,2018,Bavaria,No,0.40299,967,15329,0.37763,0.43413
108,108,2018,Berlin,Yes,0.68035,464,15329,0.61409,0.74813
109,109,2018,Berlin,No,0.31965,217,15329,0.2814,0.35621
110,110,2018,Brandenburg,Yes,0.68369,424,15329,0.61942,0.75916
111,111,2018,Brandenburg,No,0.31631,221,15329,0.27425,0.35894
112,112,2018,Mecklenburg-Western Pomerania,Yes,0.80145,304,15329,0.71755,0.89607
113,113,2018,Mecklenburg-Western Pomerania,No,0.19855,75,15329,0.15562,0.23462
114,114,2018,Saxony,Yes,0.64005,647,15329,0.59163,0.70597
115,115,2018,Saxony,No,0.35995,327,15329,0.31746,0.4075
116,116,2018,Saxony-Anhalt,Yes,0.7386,414,15329,0.67427,0.80873
117,117,2018,Saxony-Anhalt,No,0.2614,157,15329,0.21223,0.31743
118,118,2018,Thuringa,Yes,0.62609,356,15329,0.53724,0.71746
119,119,2018,Thuringa,No,0.37391,217,15329,0.32326,0.4277
120,120,2019,Schleswig-Holstein,Yes,0.60807,274,12549,0.53181,0.69523
121,121,2019,Schleswig-Holstein,No,0.39193,173,12549,0.33853,0.46481
122,122,2019,Hamburg,Yes,0.49104,144,12549,0.41166,0.57954
123,123,2019,Hamburg,No,0.50896,127,12549,0.43166,0.58723
124,124,2019,Lower Saxony,Yes,0.66369,816,12549,0.62011,0.70771
125,125,2019,Lower Saxony,No,0.33631,400,12549,0.29895,0.37644
126,126,2019,Bremen,Yes,0.59977,67,12549,0.43721,0.7796
127,127,2019,Bremen,No,0.40023,45,12549,0.27141,0.54589
128,128,2019,North Rhine-Westphalia,Yes,0.65239,1730,12549,0.62187,0.68156
129,129,2019,North Rhine-Westphalia,No,0.34761,844,12549,0.32464,0.37243
130,130,2019,Hesse,Yes,0.5717,478,12549,0.52461,0.62894
131,131,2019,Hesse,No,0.4283,326,12549,0.38046,0.47748
132,132,2019,"Rhineland-Palatinate, Saarland",Yes,0.56535,400,12549,0.50815,0.62249
133,133,2019,"Rhineland-Palatinate, Saarland",No,0.43465,314,12549,0.38101,0.49187
134,134,2019,Baden-Wuerttemberg,Yes,0.66341,908,12549,0.61674,0.70494
135,135,2019,Baden-Wuerttemberg,No,0.33659,397,12549,0.30339,0.36975
136,136,2019,Bavaria,Yes,0.58384,1163,12549,0.5462,0.63125
137,137,2019,Bavaria,No,0.41616,781,12549,0.38307,0.44194
138,138,2019,Berlin,Yes,0.67161,379,12549,0.6112,0.72363
139,139,2019,Berlin,No,0.32839,172,12549,0.27526,0.38037
140,140,2019,Brandenburg,Yes,0.68856,373,12549,0.61947,0.77731
141,141,2019,Brandenburg,No,0.31144,187,12549,0.262,0.35532
142,142,2019,Mecklenburg-Western Pomerania,Yes,0.84574,255,12549,0.72873,0.9479
143,143,2019,Mecklenburg-Western Pomerania,No,0.15426,54,12549,0.11187,0.21039
144,144,2019,Saxony,Yes,0.63457,547,12549,0.58188,0.69625
145,145,2019,Saxony,No,0.36543,272,12549,0.31656,0.41492
146,146,2019,Saxony-Anhalt,Yes,0.73768,337,12549,0.66211,0.81398
147,147,2019,Saxony-Anhalt,No,0.26232,121,12549,0.2112,0.31943
148,148,2019,Thuringa,Yes,0.65684,301,12549,0.5827,0.74765
149,149,2019,Thuringa,No,0.34316,164,12549,0.28272,0.39984
150,150,2020,Schleswig-Holstein,Yes,0.71765,362,16050,0.62157,0.80385
151,151,2020,Schleswig-Holstein,No,0.28235,179,16050,0.22817,0.32942
152,152,2020,Hamburg,Yes,0.6058,224,16050,0.52804,0.71789
153,153,2020,Hamburg,No,0.3942,135,16050,0.32017,0.47634
154,154,2020,Lower Saxony,Yes,0.67399,999,16050,0.63072,0.71812
155,155,2020,Lower Saxony,No,0.32601,472,16050,0.29409,0.35566
156,156,2020,Bremen,Yes,0.62719,74,16050,0.4787,0.81519
157,157,2020,Bremen,No,0.37281,66,16050,0.24521,0.50908
158,158,2020,North Rhine-Westphalia,Yes,0.68597,2128,16050,0.65163,0.72064
159,159,2020,North Rhine-Westphalia,No,0.31403,1215,16050,0.28421,0.34095
160,160,2020,Hesse,Yes,0.59454,655,16050,0.53989,0.64911
161,161,2020,Hesse,No,0.40546,444,16050,0.35817,0.45085
162,162,2020,"Rhineland-Palatinate, Saarland",Yes,0.5332,460,16050,0.48762,0.59061
163,163,2020,"Rhineland-Palatinate, Saarland",No,0.4668,399,16050,0.41162,0.51553
164,164,2020,Baden-Wuerttemberg,Yes,0.68275,1155,16050,0.63907,0.72322
165,165,2020,Baden-Wuerttemberg,No,0.31725,566,16050,0.29268,0.34904
166,166,2020,Bavaria,Yes,0.59506,1578,16050,0.55814,0.63024
167,167,2020,Bavaria,No,0.40494,1005,16050,0.37371,0.44057
168,168,2020,Berlin,Yes,0.64038,502,16050,0.57029,0.71587
169,169,2020,Berlin,No,0.35962,337,16050,0.3137,0.40401
170,170,2020,Brandenburg,Yes,0.73684,480,16050,0.65772,0.82232
171,171,2020,Brandenburg,No,0.26316,191,16050,0.22447,0.30027
172,172,2020,Mecklenburg-Western Pomerania,Yes,0.80052,272,16050,0.69099,0.92112
173,173,2020,Mecklenburg-Western Pomerania,No,0.19948,66,16050,0.14017,0.25803
174,174,2020,Saxony,Yes,0.61609,651,16050,0.56143,0.67516
175,175,2020,Saxony,No,0.38391,311,16050,0.33594,0.43116
176,176,2020,Saxony-Anhalt,Yes,0.73335,403,16050,0.65347,0.83572
177,177,2020,Saxony-Anhalt,No,0.26665,154,16050,0.21898,0.33517
178,178,2020,Thuringa,Yes,0.70594,386,16050,0.60849,0.79719
179,179,2020,Thuringa,No,0.29406,181,16050,0.2408,0.35092
180,180,2021,Schleswig-Holstein,Yes,0.73639,258,9826,0.62189,0.84653
181,181,2021,Schleswig-Holstein,No,0.26361,122,9826,0.21618,0.33271
182,182,2021,Hamburg,Yes,0.60471,152,9826,0.51061,0.70466
183,183,2021,Hamburg,No,0.39529,81,9826,0.31304,0.509
184,184,2021,Lower Saxony,Yes,0.64765,654,9826,0.58938,0.7088
185,185,2021,Lower Saxony,No,0.35235,291,9826,0.30856,0.39789
186,186,2021,Bremen,Yes,1.0,42,9826,0.6915,1.35419
187,187,2021,North Rhine-Westphalia,Yes,0.69204,1344,9826,0.64891,0.7413
188,188,2021,North Rhine-Westphalia,No,0.30796,696,9826,0.28088,0.34721
189,189,2021,Hesse,Yes,0.62776,372,9826,0.55541,0.69362
190,190,2021,Hesse,No,0.37224,235,9826,0.31468,0.43081
191,191,2021,"Rhineland-Palatinate, Saarland",Yes,0.52032,268,9826,0.44922,0.59068
192,192,2021,"Rhineland-Palatinate, Saarland",No,0.47968,218,9826,0.40666,0.54727
193,193,2021,Baden-Wuerttemberg,Yes,0.66295,724,9826,0.60783,0.7079
194,194,2021,Baden-Wuerttemberg,No,0.33705,319,9826,0.29994,0.37549
195,195,2021,Bavaria,Yes,0.5656,976,9826,0.5265,0.61204
196,196,2021,Bavaria,No,0.4344,586,9826,0.40082,0.47432
197,197,2021,Berlin,Yes,0.64625,316,9826,0.57382,0.74789
198,198,2021,Berlin,No,0.35375,191,9826,0.28959,0.4262
199,199,2021,Brandenburg,Yes,0.78169,294,9826,0.68013,0.89809
200,200,2021,Brandenburg,No,0.21831,104,9826,0.17356,0.26282
201,201,2021,Mecklenburg-Western Pomerania,Yes,0.79555,188,9826,0.67335,0.9274
202,202,2021,Mecklenburg-Western Pomerania,No,0.20445,47,9826,0.12899,0.27765
203,203,2021,Saxony,Yes,0.62831,463,9826,0.55226,0.69336
204,204,2021,Saxony,No,0.37169,203,9826,0.31363,0.41899
205,205,2021,Saxony-Anhalt,Yes,0.69997,236,9826,0.59522,0.83252
206,206,2021,Saxony-Anhalt,No,0.30003,97,9826,0.22651,0.38471
207,207,2021,Thuringa,Yes,0.70679,249,9826,0.58642,0.84341
208,208,2021,Thuringa,No,0.29321,100,9826,0.23491,0.35489
