"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Keine Sorgen","1996","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","1996","Berlin","Staedtischer Raum","21","","",""
"Keine Sorgen","1996","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","1996","Brandenburg","Staedtischer Raum","4","","",""
"Keine Sorgen","1996","Brandenburg","Laendlicher Raum","7","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","Laendlicher Raum","5","","",""
"Keine Sorgen","1996","Sachsen","Staedtischer Raum","5","","",""
"Keine Sorgen","1996","Sachsen","Laendlicher Raum","5","","",""
"Keine Sorgen","1996","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Keine Sorgen","1996","Sachsen-Anhalt","Laendlicher Raum","8","","",""
"Keine Sorgen","1996","Thueringen","Staedtischer Raum","1","","",""
"Keine Sorgen","1996","Thueringen","Laendlicher Raum","6","","",""
"Grosse Sorgen","1997","Schleswig-Holstein","Staedtischer Raum","68","0.57579265636033","0.490174620959829","0.661410691760831"
"Grosse Sorgen","1997","Schleswig-Holstein","Laendlicher Raum","63","0.54896208313878","0.465333192157632","0.632590974119928"
"Grosse Sorgen","1997","Hamburg","Staedtischer Raum","76","0.637883261351482","0.5526001416212","0.723166381081765"
"Grosse Sorgen","1997","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","1997","Niedersachsen","Staedtischer Raum","297","0.620811574858064","0.578785333603786","0.662837816112342"
"Grosse Sorgen","1997","Niedersachsen","Laendlicher Raum","297","0.62313853509483","0.581406805792259","0.664870264397401"
"Grosse Sorgen","1997","Bremen","Staedtischer Raum","71","0.788581467166148","0.705146329314575","0.872016605017721"
"Grosse Sorgen","1997","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","1997","Nordrhein-Westfalen","Staedtischer Raum","1398","0.591133255379172","0.571554070292109","0.610712440466235"
"Grosse Sorgen","1997","Nordrhein-Westfalen","Laendlicher Raum","43","0.676270717569397","0.565060441603241","0.787480993535554"
"Grosse Sorgen","1997","Hessen","Staedtischer Raum","458","0.653908907251985","0.618965766960341","0.68885204754363"
"Grosse Sorgen","1997","Hessen","Laendlicher Raum","82","0.670217247998424","0.589088456847784","0.751346039149065"
"Grosse Sorgen","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","333","0.595343901670737","0.554836392538192","0.635851410803282"
"Grosse Sorgen","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","77","0.570769106917699","0.488484915420688","0.65305329841471"
"Grosse Sorgen","1997","Baden-Wuerttemberg","Staedtischer Raum","717","0.527061755966632","0.50169414347057","0.552429368462694"
"Grosse Sorgen","1997","Baden-Wuerttemberg","Laendlicher Raum","119","0.622409398452686","0.555884891228492","0.68893390567688"
"Grosse Sorgen","1997","Bayern","Staedtischer Raum","332","0.472824416680197","0.437809736377294","0.507839096983099"
"Grosse Sorgen","1997","Bayern","Laendlicher Raum","451","0.58612482137613","0.552617570901226","0.619632071851033"
"Grosse Sorgen","1997","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","1997","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","1997","Berlin","Staedtischer Raum","352","0.689763548691141","0.649377686895981","0.7301494104863"
"Grosse Sorgen","1997","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","1997","Brandenburg","Staedtischer Raum","11","","",""
"Grosse Sorgen","1997","Brandenburg","Laendlicher Raum","398","0.722986390957167","0.686085276624917","0.759887505289417"
"Grosse Sorgen","1997","Mecklenburg-Vorpommern","Staedtischer Raum","46","0.858928048743127","0.767757869894725","0.950098227591528"
"Grosse Sorgen","1997","Mecklenburg-Vorpommern","Laendlicher Raum","224","0.716603288168074","0.667907999597361","0.765298576738787"
"Grosse Sorgen","1997","Sachsen","Staedtischer Raum","395","0.748131712598505","0.711984985066741","0.784278440130268"
"Grosse Sorgen","1997","Sachsen","Laendlicher Raum","374","0.723826065822833","0.68568967563932","0.761962456006346"
"Grosse Sorgen","1997","Sachsen-Anhalt","Staedtischer Raum","117","0.897145177243047","0.846463352672225","0.94782700181387"
"Grosse Sorgen","1997","Sachsen-Anhalt","Laendlicher Raum","401","0.818132541298498","0.785073779800203","0.851191302796794"
"Grosse Sorgen","1997","Thueringen","Staedtischer Raum","146","0.775462699707641","0.716744608289179","0.834180791126103"
"Grosse Sorgen","1997","Thueringen","Laendlicher Raum","352","0.792798168998434","0.755999403766681","0.829596934230187"
"Einige Sorgen","1997","Schleswig-Holstein","Staedtischer Raum","47","0.344980717473105","0.262629967394088","0.427331467552121"
"Einige Sorgen","1997","Schleswig-Holstein","Laendlicher Raum","62","0.370713967193548","0.289538993300344","0.451888941086752"
"Einige Sorgen","1997","Hamburg","Staedtischer Raum","45","0.336322881790379","0.252487990446053","0.420157773134706"
"Einige Sorgen","1997","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","1997","Niedersachsen","Staedtischer Raum","204","0.361797303318597","0.320175097662138","0.403419508975056"
"Einige Sorgen","1997","Niedersachsen","Laendlicher Raum","205","0.357707111353378","0.316429595294049","0.398984627412706"
"Einige Sorgen","1997","Bremen","Staedtischer Raum","17","","",""
"Einige Sorgen","1997","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","1997","Nordrhein-Westfalen","Staedtischer Raum","924","0.37129341859861","0.352051709236976","0.390535127960243"
"Einige Sorgen","1997","Nordrhein-Westfalen","Laendlicher Raum","22","","",""
"Einige Sorgen","1997","Hessen","Staedtischer Raum","233","0.313093040631391","0.279029188443718","0.347156892819064"
"Einige Sorgen","1997","Hessen","Laendlicher Raum","44","0.306107618204441","0.22657663258293","0.385638603825951"
"Einige Sorgen","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","207","0.362282835270383","0.3226142720051","0.401951398535665"
"Einige Sorgen","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","59","0.411907148730097","0.33008642707082","0.493727870389374"
"Einige Sorgen","1997","Baden-Wuerttemberg","Staedtischer Raum","695","0.429455741721718","0.404305017119623","0.454606466323813"
"Einige Sorgen","1997","Baden-Wuerttemberg","Laendlicher Raum","72","0.328738415630743","0.264276362615216","0.39320046864627"
"Einige Sorgen","1997","Bayern","Staedtischer Raum","403","0.467255791991747","0.432264555523061","0.502247028460434"
"Einige Sorgen","1997","Bayern","Laendlicher Raum","343","0.380685262912656","0.347652280627411","0.413718245197902"
"Einige Sorgen","1997","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","1997","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","1997","Berlin","Staedtischer Raum","129","0.276008970122752","0.236982343466872","0.315035596778633"
"Einige Sorgen","1997","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","1997","Brandenburg","Staedtischer Raum","15","","",""
"Einige Sorgen","1997","Brandenburg","Laendlicher Raum","157","0.267332910217282","0.230840426552202","0.303825393882362"
"Einige Sorgen","1997","Mecklenburg-Vorpommern","Staedtischer Raum","10","","",""
"Einige Sorgen","1997","Mecklenburg-Vorpommern","Laendlicher Raum","97","0.266506872933711","0.218731688401474","0.314282057465947"
"Einige Sorgen","1997","Sachsen","Staedtischer Raum","146","0.232159445887631","0.19700162810581","0.267317263669452"
"Einige Sorgen","1997","Sachsen","Laendlicher Raum","150","0.266825162432931","0.229098507760149","0.304551817105714"
"Einige Sorgen","1997","Sachsen-Anhalt","Staedtischer Raum","20","","",""
"Einige Sorgen","1997","Sachsen-Anhalt","Laendlicher Raum","117","0.177351813944211","0.144616075943802","0.21008755194462"
"Einige Sorgen","1997","Thueringen","Staedtischer Raum","47","0.221679027590068","0.163228437978203","0.280129617201933"
"Einige Sorgen","1997","Thueringen","Laendlicher Raum","109","0.197372134071947","0.161234878434322","0.233509389709573"
"Keine Sorgen","1997","Schleswig-Holstein","Staedtischer Raum","13","","",""
"Keine Sorgen","1997","Schleswig-Holstein","Laendlicher Raum","11","","",""
"Keine Sorgen","1997","Hamburg","Staedtischer Raum","1","","",""
"Keine Sorgen","1997","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","1997","Niedersachsen","Staedtischer Raum","11","","",""
"Keine Sorgen","1997","Niedersachsen","Laendlicher Raum","16","","",""
"Keine Sorgen","1997","Bremen","Staedtischer Raum","4","","",""
"Keine Sorgen","1997","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","1997","Nordrhein-Westfalen","Staedtischer Raum","100","0.0375733260222183","0.0300000346226392","0.0451466174217975"
"Keine Sorgen","1997","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Keine Sorgen","1997","Hessen","Staedtischer Raum","21","","",""
"Keine Sorgen","1997","Hessen","Laendlicher Raum","3","","",""
"Keine Sorgen","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","24","","",""
"Keine Sorgen","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","3","","",""
"Keine Sorgen","1997","Baden-Wuerttemberg","Staedtischer Raum","76","0.0434825023116496","0.0331203409889278","0.0538446636343714"
"Keine Sorgen","1997","Baden-Wuerttemberg","Laendlicher Raum","13","","",""
"Keine Sorgen","1997","Bayern","Staedtischer Raum","46","0.0599197913280559","0.043274546973699","0.0765650356824129"
"Keine Sorgen","1997","Bayern","Laendlicher Raum","36","0.0331899157112138","0.0210033115342287","0.045376519888199"
"Keine Sorgen","1997","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","1997","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","1997","Berlin","Staedtischer Raum","23","","",""
"Keine Sorgen","1997","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","1997","Brandenburg","Staedtischer Raum","1","","",""
"Keine Sorgen","1997","Brandenburg","Laendlicher Raum","10","","",""
"Keine Sorgen","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Keine Sorgen","1997","Mecklenburg-Vorpommern","Laendlicher Raum","8","","",""
"Keine Sorgen","1997","Sachsen","Staedtischer Raum","13","","",""
"Keine Sorgen","1997","Sachsen","Laendlicher Raum","4","","",""
"Keine Sorgen","1997","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"Keine Sorgen","1997","Sachsen-Anhalt","Laendlicher Raum","5","","",""
"Keine Sorgen","1997","Thueringen","Staedtischer Raum","1","","",""
"Keine Sorgen","1997","Thueringen","Laendlicher Raum","5","","",""
"Grosse Sorgen","1998","Schleswig-Holstein","Staedtischer Raum","81","0.461380259970515","0.388554927474164","0.534205592466867"
"Grosse Sorgen","1998","Schleswig-Holstein","Laendlicher Raum","72","0.536677240730121","0.459411583013283","0.613942898446959"
"Grosse Sorgen","1998","Hamburg","Staedtischer Raum","84","0.598226377589037","0.520288282542536","0.676164472635538"
"Grosse Sorgen","1998","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","1998","Niedersachsen","Staedtischer Raum","340","0.608197209977098","0.568192967542493","0.648201452411702"
"Grosse Sorgen","1998","Niedersachsen","Laendlicher Raum","350","0.628021992832008","0.589697753474379","0.666346232189636"
"Grosse Sorgen","1998","Bremen","Staedtischer Raum","66","0.712403660488855","0.623240543569403","0.801566777408307"
"Grosse Sorgen","1998","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","1998","Nordrhein-Westfalen","Staedtischer Raum","1509","0.560089435002251","0.54152046549513","0.578658404509372"
"Grosse Sorgen","1998","Nordrhein-Westfalen","Laendlicher Raum","49","0.727505467788801","0.618422955654908","0.836587979922695"
"Grosse Sorgen","1998","Hessen","Staedtischer Raum","462","0.604989173425406","0.570900284499288","0.639078062351525"
"Grosse Sorgen","1998","Hessen","Laendlicher Raum","91","0.649539948948305","0.572673038307077","0.726406859589534"
"Grosse Sorgen","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","360","0.606538092417315","0.567897454054725","0.645178730779905"
"Grosse Sorgen","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","89","0.500384563496434","0.427543097213164","0.573226029779704"
"Grosse Sorgen","1998","Baden-Wuerttemberg","Staedtischer Raum","777","0.529457308011493","0.504946637434557","0.553967978588429"
"Grosse Sorgen","1998","Baden-Wuerttemberg","Laendlicher Raum","103","0.565666794355438","0.497481309736234","0.633852278974642"
"Grosse Sorgen","1998","Bayern","Staedtischer Raum","341","0.426879838903397","0.393917675922599","0.459842001884195"
"Grosse Sorgen","1998","Bayern","Laendlicher Raum","537","0.569621412866468","0.538574437988799","0.600668387744137"
"Grosse Sorgen","1998","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","1998","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","1998","Berlin","Staedtischer Raum","321","0.618448581550631","0.576736912844134","0.660160250257129"
"Grosse Sorgen","1998","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","1998","Brandenburg","Staedtischer Raum","16","","",""
"Grosse Sorgen","1998","Brandenburg","Laendlicher Raum","391","0.709340522997727","0.672545439968115","0.74613560602734"
"Grosse Sorgen","1998","Mecklenburg-Vorpommern","Staedtischer Raum","41","0.790792691764772","0.682307375236109","0.899278008293435"
"Grosse Sorgen","1998","Mecklenburg-Vorpommern","Laendlicher Raum","212","0.619094828145971","0.568292740957586","0.669896915334356"
"Grosse Sorgen","1998","Sachsen","Staedtischer Raum","347","0.657521776903363","0.61853085451942","0.696512699287306"
"Grosse Sorgen","1998","Sachsen","Laendlicher Raum","378","0.639812879410001","0.601240166316174","0.678385592503828"
"Grosse Sorgen","1998","Sachsen-Anhalt","Staedtischer Raum","108","0.830105726285256","0.766757088241665","0.893454364328847"
"Grosse Sorgen","1998","Sachsen-Anhalt","Laendlicher Raum","385","0.744234001773342","0.707738606068823","0.780729397477862"
"Grosse Sorgen","1998","Thueringen","Staedtischer Raum","145","0.669795781925757","0.607367360034004","0.73222420381751"
"Grosse Sorgen","1998","Thueringen","Laendlicher Raum","326","0.694072105693941","0.653882454582886","0.734261756804996"
"Einige Sorgen","1998","Schleswig-Holstein","Staedtischer Raum","75","0.404737634515915","0.333032072190649","0.476443196841181"
"Einige Sorgen","1998","Schleswig-Holstein","Laendlicher Raum","73","0.392829874636695","0.317156073166839","0.46850367610655"
"Einige Sorgen","1998","Hamburg","Staedtischer Raum","65","0.388732979533606","0.311239087538984","0.466226871528227"
"Einige Sorgen","1998","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","1998","Niedersachsen","Staedtischer Raum","204","0.33689398957152","0.298160360408737","0.375627618734303"
"Einige Sorgen","1998","Niedersachsen","Laendlicher Raum","245","0.355674089025572","0.317715820126543","0.3936323579246"
"Einige Sorgen","1998","Bremen","Staedtischer Raum","29","","",""
"Einige Sorgen","1998","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","1998","Nordrhein-Westfalen","Staedtischer Raum","1119","0.397402021383999","0.379095501662972","0.415708541105026"
"Einige Sorgen","1998","Nordrhein-Westfalen","Laendlicher Raum","14","","",""
"Einige Sorgen","1998","Hessen","Staedtischer Raum","282","0.339125719469532","0.306113529564609","0.372137909374455"
"Einige Sorgen","1998","Hessen","Laendlicher Raum","53","0.34048537295918","0.264140710530411","0.416830035387948"
"Einige Sorgen","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","229","0.352027935959166","0.314250662372959","0.389805209545373"
"Einige Sorgen","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","89","0.484573666681846","0.411766855541756","0.557380477821937"
"Einige Sorgen","1998","Baden-Wuerttemberg","Staedtischer Raum","739","0.420536025616837","0.396294774721565","0.444777276512109"
"Einige Sorgen","1998","Baden-Wuerttemberg","Laendlicher Raum","84","0.392402698241798","0.325232909427577","0.459572487056019"
"Einige Sorgen","1998","Bayern","Staedtischer Raum","460","0.496782070843786","0.463462373556893","0.530101768130679"
"Einige Sorgen","1998","Bayern","Laendlicher Raum","396","0.392422283934249","0.361804161299265","0.423040406569233"
"Einige Sorgen","1998","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","1998","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","1998","Berlin","Staedtischer Raum","178","0.338960798905928","0.298314821247613","0.379606776564243"
"Einige Sorgen","1998","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","1998","Brandenburg","Staedtischer Raum","12","","",""
"Einige Sorgen","1998","Brandenburg","Laendlicher Raum","186","0.275219419892792","0.23902738769025","0.311411452095335"
"Einige Sorgen","1998","Mecklenburg-Vorpommern","Staedtischer Raum","13","","",""
"Einige Sorgen","1998","Mecklenburg-Vorpommern","Laendlicher Raum","132","0.36143029941511","0.311171632439496","0.411688966390723"
"Einige Sorgen","1998","Sachsen","Staedtischer Raum","204","0.31461186110281","0.276457182823083","0.352766539382537"
"Einige Sorgen","1998","Sachsen","Laendlicher Raum","212","0.352078118517914","0.313701169158132","0.390455067877696"
