year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2003,Tenant,East,1594,337.70904288244617,329.1570625719513,345.91620426797374,250.0,315.0,395.0,32.5,612.5,315.0,308.0,322.025
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,4074,446.35342543207565,437.6470511278271,453.16580012244634,318.0,408.0,534.3209331997473,16.0,858.8023329993682,408.0,400.975,416.0
2004,Tenant,East,1546,337.03714098669866,327.32739405920375,345.21143065731206,250.0,315.0,400.0,30.0,625.0,315.0,307.975,320.0
2005,Owner,West,,,,,,,,,,,,
2005,Owner,East,,,,,,,,,,,,
2005,Tenant,West,3969,450.9643026274856,444.2037272702196,457.7488841044845,320.0,410.0,540.0,50.0,870.0,410.0,402.0,418.025
2005,Tenant,East,1482,346.76112256922863,336.661276323139,354.8187096888845,257.1761583505518,322.0,406.0,56.0,629.2357624741722,322.0,314.0,330.0
2006,Owner,West,,,,,,,,,,,,
2006,Owner,East,,,,,,,,,,,,
2006,Tenant,West,4284,451.5472421115934,444.49004451958155,458.649935075696,320.0,412.1835647809539,540.0,30.0,870.0,412.0,404.0,419.0
2006,Tenant,East,1601,345.02088704274155,337.9869302047471,353.6878855816455,258.4898127188967,322.0,407.1980282306469,80.0,630.2603514982723,322.0,315.975,331.0
2007,Owner,West,,,,,,,,,,,,
2007,Owner,East,,,,,,,,,,,,
2007,Tenant,West,3952,457.3860146014388,449.944519295765,464.60020377703415,324.73014835253565,417.0,542.0,37.0,867.9047774711966,417.0,413.95,425.025
2007,Tenant,East,1503,350.7951862588976,340.28485983569834,359.5233931914566,260.0,328.0,416.7385459422495,48.0,651.8463648556237,328.0,319.975,336.0
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,3655,464.43560952794473,455.2084186614391,472.34502655143723,330.0,425.0,547.4905665704111,30.0,873.7264164260279,425.0,415.0,434.025
2008,Tenant,East,1443,355.4582741492709,345.799654919484,365.1810685620129,265.0,330.0,416.98845141582837,37.01732287625745,644.9711285395709,330.0,320.0,335.025
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,3416,473.0559870023281,463.7214524814273,482.6450489512722,335.0,430.0,557.1534553348584,11.0,890.3836383371461,430.0,420.0,439.025
2009,Tenant,East,1368,356.2973093547788,345.6373322413378,365.44316639441644,265.0,335.0,419.0,60.0,650.0,335.0,325.975,345.0
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,5275,478.87592290284846,470.93220436645646,486.4872456585103,342.0,436.0,570.0,20.0,912.0,436.0,429.0,444.0
2010,Tenant,East,1803,362.170078208166,353.13411255064074,371.7931853526238,275.1114334131285,338.0,424.77120582260414,50.621774798915055,649.2608644368177,338.0,328.92499999999995,345.025
2011,Owner,West,,,,,,,,,,,,
2011,Owner,East,,,,,,,,,,,,
2011,Tenant,West,6238,480.5270022810327,474.16076129835756,487.1815061287393,350.0,440.0,570.0,20.0,900.0,440.0,430.0,446.025
2011,Tenant,East,2194,364.0515731516798,355.93539424695587,373.35466270945705,270.0,340.0,430.0,30.0,670.0,340.0,330.0,346.0
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,6062,489.2703222572612,481.77352085006873,495.57201018000967,348.0,450.0,586.0,30.0,943.0,450.0,440.0,455.025
2012,Tenant,East,2205,369.47485367095527,360.96957097270587,376.85208517162886,275.0,342.0,430.0,42.5,662.5,342.0,334.0,348.0
2013,Owner,West,,,,,,,,,,,,
2013,Owner,East,,,,,,,,,,,,
2013,Tenant,West,7515,498.40594687616584,490.51716521164195,506.06571900972676,350.0,460.0,590.0,14.0,950.0,460.0,450.0,468.0
2013,Tenant,East,2216,372.48346319784986,362.17783588822437,380.86147452020464,276.0,348.11412857105057,438.09027797912785,75.0,681.2256949478196,348.0,341.975,356.0
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,6376,464.61970988831604,455.8772178653935,472.83454586886404,308.74191434528296,419.3345765598346,571.0724395150846,0.0,964.5682272697871,419.0,413.0,428.0
2014,Tenant,East,2041,344.97747381251145,337.86401192158723,352.7941720198821,245.0,320.0,420.0,0.0,682.5,320.0,309.0,330.05
2015,Owner,West,,,,,,,,,,,,
2015,Owner,East,,,,,,,,,,,,
2015,Tenant,West,6654,505.2226671296505,493.66562929902557,514.16937171931,335.0,452.0,607.0,0.0,1015.0,452.0,444.0,457.025
2015,Tenant,East,1971,364.46981333777507,356.07146227994974,375.0466319696434,262.0,334.0,443.0,0.0,714.5,334.0,323.0,343.025
2016,Owner,West,,,,,,,,,,,,
2016,Owner,East,,,,,,,,,,,,
2016,Tenant,West,5784,532.9844053626364,524.0341131851037,543.493500123193,370.0,489.8016949942844,630.0,6.0,1020.0,490.0,480.0,503.05
2016,Tenant,East,1826,390.56086586158324,380.5151342866422,399.6054522118336,291.0,360.9852107434621,460.0,37.5,713.5,361.0,344.975,371.025
2017,Owner,West,,,,,,,,,,,,
2017,Owner,East,,,,,,,,,,,,
2017,Tenant,West,6132,540.7161174579301,532.624594832005,549.9839401528205,375.0,500.0,650.0,10.0,1062.5,500.0,500.0,515.0
2017,Tenant,East,1980,397.2753251501002,388.4794179768232,406.93254699877735,300.0,372.0,467.0,49.5,717.5,372.0,364.0,384.0
2018,Owner,West,,,,,,,,,,,,
2018,Owner,East,,,,,,,,,,,,
2018,Tenant,West,6197,554.7304487599885,546.419606232567,562.5866900560436,387.1935725742216,500.0,665.0,5.0,1081.7096411386676,500.0,489.0,500.0
2018,Tenant,East,2064,413.16350156118875,403.18941259576513,422.22488730616215,300.0,378.0,485.0,22.5,762.5,378.0,367.975,396.0
2019,Owner,West,,,,,,,,,,,,
2019,Owner,East,,,,,,,,,,,,
2019,Tenant,West,5835,567.2413498669094,558.158426323399,578.0822993063991,394.0,512.0,674.5086427373526,38.0,1095.2716068433815,512.0,499.975,524.0
2019,Tenant,East,1931,426.2510631015976,415.27464902784476,437.95035512253133,305.0,380.0,500.0,40.0,792.5,380.0,364.975,388.05
2020,Owner,West,,,,,,,,,,,,
2020,Owner,East,,,,,,,,,,,,
2020,Tenant,West,9447,587.3521315569903,575.0287130026578,597.8245864517688,400.0,534.0,700.0,10.0,1150.0,534.0,525.975,548.0
2020,Tenant,East,2359,440.1690823791216,424.98065716634204,452.43755553389093,310.0,390.3387453218655,512.6417556346427,40.0,816.6043890866067,390.0,374.0,404.0
2021,Owner,West,,,,,,,,,,,,
2021,Owner,East,,,,,,,,,,,,
2021,Tenant,West,5597,611.5759608984079,595.2852920527984,624.3378797927879,416.0,548.5922413357398,730.0,0.0,1201.0,548.0,542.95,559.025
2021,Tenant,East,1556,444.52000069776466,428.0213589880381,463.34985038846975,305.0,394.93420432722615,504.0,25.0,802.5,395.0,380.0,412.0
