year,pgisced97,quintil_oecd,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Lower Secondary Level,5th Quintile,Seldom,0.002352155493448367,65,21203,0.0023403922142998324,0.002363918772596902
2003,Lower Secondary Level,5th Quintile,Never,0.0053568967959564265,121,21203,0.005339171355636568,0.005374622236276285
2003,Upper Secondary Level,1st Quintile,At least once per week,0.02136808433017639,371,21203,0.021332968799431,0.021403199860921776
2003,Upper Secondary Level,1st Quintile,At least once per month,0.005179580143261567,91,21203,0.0051621489796612775,0.005197011306861857
2003,Upper Secondary Level,1st Quintile,Seldom,0.01634049129263061,313,21203,0.01630970469419734,0.01637127789106388
2003,Upper Secondary Level,1st Quintile,Never,0.05453149028427638,950,21203,0.054476351908048316,0.05458662866050445
2003,Upper Secondary Level,2nd Quintile,At least once per week,0.028351545700906283,526,21203,0.02831124155638104,0.028391849845431527
2003,Upper Secondary Level,2nd Quintile,At least once per month,0.005862399745106683,122,21203,0.005843861538450612,0.005880937951762754
2003,Upper Secondary Level,2nd Quintile,Seldom,0.02324178743566267,453,21203,0.023205199740419083,0.023278375130906255
2003,Upper Secondary Level,2nd Quintile,Never,0.05989367522334,1151,21203,0.0598360535688925,0.0599512968777875
2003,Upper Secondary Level,3rd Quintile,At least once per week,0.03385613059749873,667,21203,0.033812212217036265,0.03390004897796119
2003,Upper Secondary Level,3rd Quintile,At least once per month,0.010039599783278631,195,21203,0.01001539094962075,0.010063808616936511
2003,Upper Secondary Level,3rd Quintile,Seldom,0.027356658270325133,515,21203,0.02731704733598947,0.027396269204660796
2003,Upper Secondary Level,3rd Quintile,Never,0.050779253813302734,986,21203,0.0507259407640299,0.05083256686257557
2003,Upper Secondary Level,4th Quintile,At least once per week,0.04150118700730748,832,21203,0.041452754962686376,0.04154961905192859
2003,Upper Secondary Level,4th Quintile,At least once per month,0.010044644632814518,202,21203,0.010020429779210412,0.010068859486418624
2003,Upper Secondary Level,4th Quintile,Seldom,0.023675471657540047,501,21203,0.023638552381623434,0.02371239093345666
2003,Upper Secondary Level,4th Quintile,Never,0.03842142962415733,740,21203,0.038374754454725664,0.038468104793588996
2003,Upper Secondary Level,5th Quintile,At least once per week,0.03931405715952887,1092,21203,0.03926686483114575,0.03936124948791199
2003,Upper Secondary Level,5th Quintile,At least once per month,0.007770003085172775,210,21203,0.007748681301800903,0.007791324868544647
2003,Upper Secondary Level,5th Quintile,Seldom,0.019911343426594265,461,21203,0.01987742078079768,0.01994526607239085
2003,Upper Secondary Level,5th Quintile,Never,0.028662447255475287,652,21203,0.028621929210823356,0.02870296530012722
2003,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.002705446463014093,40,21203,0.0026928328950797595,0.0027180600309484266
2003,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.0025833741822344145,40,21203,0.002571047712495222,0.002595700651973607
2003,Post-secondary Non-tertiary Level,1st Quintile,Never,0.003757130585943591,59,21203,0.0037422740515468283,0.0037719871203403537
2003,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.0032778812388507854,56,21203,0.0032640012086814557,0.003291761269020115
2003,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.0014463744484793956,36,21203,0.0014371459122455306,0.0014556029847132607
2003,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.0029041140069352624,56,21203,0.0028910468216941437,0.002917181192176381
2003,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.004284205769745909,91,21203,0.004268345534900638,0.004300066004591179
2003,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.0031059187331972855,53,21203,0.0030924065256413796,0.0031194309407531914
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.007717508467854623,119,21203,0.0076962582700798934,0.007738758665629352
2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.003174576793008549,57,21203,0.0031609165248064697,0.0031882370612106286
2003,Post-secondary Non-tertiary Level,4th Quintile,Never,0.00252268479274525,53,21203,0.0025105036014566543,0.0025348659840338456
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.007219501416660782,217,21203,0.0071989431272019315,0.0072400597061196325
2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.0026776072315613485,75,21203,0.002665058553541621,0.002690155909581076
2003,Post-secondary Non-tertiary Level,5th Quintile,Never,0.0027385911827939374,68,21203,0.0027259007958538055,0.0027512815697340693
2003,First Stage of Tertiary Education,1st Quintile,At least once per week,0.0027227838545503024,45,21203,0.0027101300452022498,0.002735437663898355
2003,First Stage of Tertiary Education,1st Quintile,Never,0.0038727160614720484,59,21203,0.003857633607766878,0.0038877985151772186
2003,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.004647397175939616,77,21203,0.004630881356437907,0.004663912995441326
2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.002462343075141888,49,21203,0.0024503080864741763,0.0024743780638095997
2003,First Stage of Tertiary Education,2nd Quintile,Never,0.00486713225466273,109,21203,0.004850232365207514,0.004884032144117946
2003,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.005423893705591904,101,21203,0.005406058367329886,0.005441729043853922
2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.0032452470518268706,80,21203,0.0032314360623472128,0.0032590580413065285
2003,First Stage of Tertiary Education,3rd Quintile,Never,0.0059496435917950966,132,21203,0.005930968771871458,0.005968318411718735
2003,First Stage of Tertiary Education,4th Quintile,At least once per week,0.008480120993205486,173,21203,0.008457854158147681,0.00850238782826329
2003,First Stage of Tertiary Education,4th Quintile,At least once per month,0.001745558462762964,38,21203,0.001735421809763933,0.0017556951157619949
2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.005099827282608886,103,21203,0.005082530144943539,0.005117124420274234
2003,First Stage of Tertiary Education,4th Quintile,Never,0.00593700184293376,128,21203,0.005918346754983409,0.005955656930884111
2003,First Stage of Tertiary Education,5th Quintile,At least once per week,0.00907894629088865,226,21203,0.009055913635692785,0.009101978946084513
2003,First Stage of Tertiary Education,5th Quintile,At least once per month,0.0029671667977602787,56,21203,0.002953958937505145,0.002980374658015412
2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.004012242698899186,115,21203,0.003996892028298443,0.004027593369499929
2003,First Stage of Tertiary Education,5th Quintile,Never,0.004126438714864604,102,21203,0.004110872014861574,0.004142005414867634
2003,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.005001448265230947,81,21203,0.004984317929700884,0.00501857860076101
2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.002801305051091866,42,21203,0.002788470584976669,0.002814139517207063
2003,Second Stage of Tertiary Education,1st Quintile,Never,0.0045548888247622975,77,21203,0.00453853744879334,0.004571240200731255
2003,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.004052699273107377,91,21203,0.004037271717392147,0.004068126828822607
2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.0022003604131317573,50,21203,0.002188982166645486,0.0022117386596180286
2003,Second Stage of Tertiary Education,2nd Quintile,Never,0.004990753171935062,100,21203,0.00497364106998854,0.005007865273881584
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.009363648581522752,207,21203,0.009340260939483161,0.009387036223562344
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.0017232661712383635,49,21203,0.0017131943406813361,0.001733338001795391
2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.005431077850082507,120,21203,0.005413230768410033,0.005448924931754981
2003,Second Stage of Tertiary Education,3rd Quintile,Never,0.006154459785928007,142,21203,0.006135468202723263,0.00617345136913275
2003,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.017794886754086876,391,21203,0.01776278302629092,0.01782699048188283
2003,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.003899020010716494,88,21203,0.0038838866225915838,0.003914153398841404
2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.007702322651074836,194,21203,0.007681093208260827,0.0077235520938888445
2003,Second Stage of Tertiary Education,4th Quintile,Never,0.00784335770864404,156,21203,0.007821936306810759,0.00786477911047732
2003,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.039884212804168914,1347,21203,0.03983669360941316,0.03993173199892467
2003,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.008441286273807622,251,21203,0.008419070047691306,0.008463502499923937
2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.01363045080230076,452,21203,0.01360229410624261,0.01365860749835891
2003,Second Stage of Tertiary Education,5th Quintile,Never,0.01539249750831196,449,21203,0.01536260289975329,0.01542239211687063
2005,Pre-primary Level,1st Quintile,At least once per week,0.0038619993728401937,69,19622,0.003846909623255421,0.0038770891224249662
2005,Pre-primary Level,2nd Quintile,At least once per week,0.0040729618351121825,76,19622,0.004057467065929782,0.004088456604294583
2005,Pre-primary Level,3rd Quintile,At least once per week,0.002375758282301789,50,19622,0.002363914216755761,0.0023876023478478173
2005,Pre-primary Level,4th Quintile,At least once per week,0.002805890093849333,82,19622,0.0027930211958235134,0.0028187589918751525
2005,Pre-primary Level,5th Quintile,At least once per week,0.003190466726232414,129,19622,0.0031767468756848916,0.0032041865767799362
2005,Primary Level,1st Quintile,Never,0.006044981242792834,102,19622,0.006026123182341567,0.006063839303244101
2005,Primary Level,2nd Quintile,Never,0.002088457919935596,43,19622,0.0020773514750252074,0.002099564364845985
2005,Lower Secondary Level,1st Quintile,At least once per week,0.0063036717441127274,87,19622,0.006284416908433204,0.006322926579792251
2005,Lower Secondary Level,1st Quintile,Seldom,0.007258451305545505,106,19622,0.007237799583917323,0.007279103027173686
2005,Lower Secondary Level,1st Quintile,Never,0.03282062330409946,486,19622,0.03277727789509202,0.0328639687131069
2005,Lower Secondary Level,2nd Quintile,At least once per week,0.006985421130746799,112,19622,0.006965158758558669,0.007005683502934929
2005,Lower Secondary Level,2nd Quintile,At least once per month,0.0020548831287507513,33,19622,0.002043866135807564,0.0020659001216939386
2005,Lower Secondary Level,2nd Quintile,Seldom,0.005282208356208129,88,19622,0.0052645734202768505,0.0052998432921394075
2005,Lower Secondary Level,2nd Quintile,Never,0.023222283545430614,383,19622,0.02318564261335694,0.023258924477504286
2005,Lower Secondary Level,3rd Quintile,At least once per week,0.006380971045729492,103,19622,0.006361599266258935,0.00640034282520005
2005,Lower Secondary Level,3rd Quintile,Seldom,0.0034393869845792823,59,19622,0.0034251437521855377,0.003453630216973027
2005,Lower Secondary Level,3rd Quintile,Never,0.015488334910274749,257,19622,0.015458292900856041,0.015518376919693457
2005,Lower Secondary Level,4th Quintile,At least once per week,0.005409888333092979,101,19622,0.0053920426819757915,0.005427733984210167
2005,Lower Secondary Level,4th Quintile,Seldom,0.0028073019982648374,54,19622,0.0027944298719888333,0.0028201741245408416
2005,Lower Secondary Level,4th Quintile,Never,0.011132705158241699,196,19622,0.011107178995150008,0.01115823132133339
2005,Lower Secondary Level,5th Quintile,At least once per week,0.00233569002499998,69,19622,0.0023239460261397634,0.0023474340238601966
2005,Lower Secondary Level,5th Quintile,Seldom,0.0018950424220871556,37,19622,0.0018844617378473213,0.00190562310632699
2005,Lower Secondary Level,5th Quintile,Never,0.004771852363796337,103,19622,0.004755086690314609,0.004788618037278065
2005,Upper Secondary Level,1st Quintile,At least once per week,0.017611800325362865,292,19622,0.017579799614608153,0.01764380103611758
2005,Upper Secondary Level,1st Quintile,At least once per month,0.007756140524756043,112,19622,0.0077347978805864664,0.00777748316892562
