year,regtyp,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,West,At least once per week,0.25430,1710,7062,0.24414,0.26445
1994,Urban regions,West,At least once per month,0.06318,477,7062,0.05750,0.06885
1994,Urban regions,West,Seldom,0.17553,1260,7062,0.16666,0.18440
1994,Urban regions,West,Never,0.50700,3615,7062,0.49533,0.51866
1994,Urban regions,East,At least once per week,0.14118,180,1289,0.12216,0.16019
1994,Urban regions,East,At least once per month,0.04744,62,1289,0.03583,0.05906
1994,Urban regions,East,Seldom,0.16893,237,1289,0.14847,0.18939
1994,Urban regions,East,Never,0.64245,810,1289,0.61627,0.66862
1994,Rural regions,West,At least once per week,0.25439,480,1888,0.23474,0.27405
1994,Rural regions,West,At least once per month,0.07189,148,1888,0.06024,0.08355
1994,Rural regions,West,Seldom,0.18645,365,1888,0.16887,0.20402
1994,Rural regions,West,Never,0.48727,895,1888,0.46471,0.50982
1994,Rural regions,East,At least once per week,0.10298,281,2423,0.09088,0.11509
1994,Rural regions,East,At least once per month,0.03271,87,2423,0.02562,0.03979
1994,Rural regions,East,Seldom,0.14313,412,2423,0.12918,0.15707
1994,Rural regions,East,Never,0.72118,1643,2423,0.70333,0.73904
1995,Urban regions,West,At least once per week,0.30355,2149,7467,0.29312,0.31398
1995,Urban regions,West,At least once per month,0.07607,557,7467,0.07006,0.08209
1995,Urban regions,West,Seldom,0.19339,1438,7467,0.18444,0.20235
1995,Urban regions,West,Never,0.42698,3323,7467,0.41576,0.43820
1995,Urban regions,East,At least once per week,0.20530,273,1211,0.18254,0.22806
1995,Urban regions,East,At least once per month,0.06246,78,1211,0.04882,0.07609
1995,Urban regions,East,Seldom,0.26018,331,1211,0.23546,0.28490
1995,Urban regions,East,Never,0.47206,529,1211,0.44393,0.50019
1995,Rural regions,West,At least once per week,0.30571,607,2054,0.28578,0.32563
1995,Rural regions,West,At least once per month,0.07437,170,2054,0.06302,0.08572
1995,Rural regions,West,Seldom,0.23015,472,2054,0.21194,0.24836
1995,Rural regions,West,Never,0.38978,805,2054,0.36868,0.41087
1995,Rural regions,East,At least once per week,0.16787,440,2451,0.15307,0.18267
1995,Rural regions,East,At least once per month,0.05571,150,2451,0.04663,0.06480
1995,Rural regions,East,Seldom,0.24341,687,2451,0.22642,0.26041
1995,Rural regions,East,Never,0.53301,1174,2451,0.51325,0.55276
1996,Urban regions,West,At least once per week,0.26409,1776,7259,0.25395,0.27424
1996,Urban regions,West,At least once per month,0.07372,552,7259,0.06771,0.07973
1996,Urban regions,West,Seldom,0.19339,1435,7259,0.18431,0.20248
1996,Urban regions,West,Never,0.46879,3496,7259,0.45731,0.48027
1996,Urban regions,East,At least once per week,0.17638,230,1223,0.15501,0.19775
1996,Urban regions,East,At least once per month,0.05421,78,1223,0.04151,0.06690
1996,Urban regions,East,Seldom,0.20633,267,1223,0.18364,0.22901
1996,Urban regions,East,Never,0.56309,648,1223,0.53528,0.59090
1996,Rural regions,West,At least once per week,0.27001,518,2032,0.25071,0.28932
1996,Rural regions,West,At least once per month,0.07874,162,2032,0.06702,0.09045
1996,Rural regions,West,Seldom,0.20800,455,2032,0.19034,0.22565
1996,Rural regions,West,Never,0.44325,897,2032,0.42165,0.46486
1996,Rural regions,East,At least once per week,0.13020,353,2430,0.11682,0.14358
1996,Rural regions,East,At least once per month,0.04293,125,2430,0.03487,0.05099
1996,Rural regions,East,Seldom,0.19855,536,2430,0.18268,0.21441
1996,Rural regions,East,Never,0.62833,1416,2430,0.60911,0.64755
1997,Urban regions,West,At least once per week,0.27531,1874,7101,0.26492,0.28570
1997,Urban regions,West,At least once per month,0.05784,430,7101,0.05241,0.06327
1997,Urban regions,West,Seldom,0.17915,1280,7101,0.17023,0.18807
1997,Urban regions,West,Never,0.48770,3517,7101,0.47608,0.49933
1997,Urban regions,East,At least once per week,0.18260,229,1190,0.16064,0.20456
1997,Urban regions,East,At least once per month,0.04691,68,1190,0.03489,0.05892
1997,Urban regions,East,Seldom,0.18789,232,1190,0.16568,0.21009
1997,Urban regions,East,Never,0.58261,661,1190,0.55458,0.61064
1997,Rural regions,West,At least once per week,0.27268,497,1997,0.25314,0.29221
1997,Rural regions,West,At least once per month,0.07275,168,1997,0.06136,0.08415
1997,Rural regions,West,Seldom,0.18843,428,1997,0.17128,0.20559
1997,Rural regions,West,Never,0.46614,904,1997,0.44425,0.48802
1997,Rural regions,East,At least once per week,0.13272,358,2400,0.11914,0.14629
1997,Rural regions,East,At least once per month,0.03636,91,2400,0.02887,0.04385
1997,Rural regions,East,Seldom,0.20387,532,2400,0.18775,0.21999
1997,Rural regions,East,Never,0.62705,1419,2400,0.60770,0.64641
1998,Urban regions,West,At least once per week,0.31947,2390,7962,0.30922,0.32971
1998,Urban regions,West,At least once per month,0.08297,661,7962,0.07691,0.08903
1998,Urban regions,West,Seldom,0.18929,1588,7962,0.18068,0.19790
1998,Urban regions,West,Never,0.40828,3323,7962,0.39748,0.41907
1998,Urban regions,East,At least once per week,0.22673,304,1242,0.20343,0.25003
1998,Urban regions,East,At least once per month,0.06695,88,1242,0.05304,0.08086
1998,Urban regions,East,Seldom,0.26245,337,1242,0.23797,0.28693
1998,Urban regions,East,Never,0.44387,513,1242,0.41622,0.47151
1998,Rural regions,West,At least once per week,0.31080,690,2317,0.29195,0.32965
1998,Rural regions,West,At least once per month,0.07476,192,2317,0.06404,0.08547
1998,Rural regions,West,Seldom,0.23439,566,2317,0.21714,0.25164
1998,Rural regions,West,Never,0.38006,869,2317,0.36029,0.39982
1998,Rural regions,East,At least once per week,0.19827,550,2590,0.18292,0.21363
1998,Rural regions,East,At least once per month,0.05654,161,2590,0.04764,0.06543
1998,Rural regions,East,Seldom,0.25367,700,2590,0.23691,0.27043
1998,Rural regions,East,Never,0.49152,1179,2590,0.47226,0.51078
1999,Urban regions,West,At least once per week,0.27609,1993,7588,0.26603,0.28615
1999,Urban regions,West,At least once per month,0.06732,547,7588,0.06169,0.07296
1999,Urban regions,West,Seldom,0.18262,1484,7588,0.17393,0.19131
1999,Urban regions,West,Never,0.47396,3564,7588,0.46273,0.48520
1999,Urban regions,East,At least once per week,0.20339,263,1220,0.18080,0.22599
1999,Urban regions,East,At least once per month,0.06539,77,1220,0.05151,0.07927
1999,Urban regions,East,Seldom,0.20118,250,1220,0.17868,0.22369
1999,Urban regions,East,Never,0.53003,630,1220,0.50201,0.55805
1999,Rural regions,West,At least once per week,0.28441,620,2209,0.26559,0.30323
1999,Rural regions,West,At least once per month,0.06895,162,2209,0.05838,0.07952
1999,Rural regions,West,Seldom,0.20139,483,2209,0.18466,0.21812
1999,Rural regions,West,Never,0.44525,944,2209,0.42452,0.46598
1999,Rural regions,East,At least once per week,0.14609,394,2519,0.13229,0.15988
1999,Rural regions,East,At least once per month,0.04499,133,2519,0.03690,0.05309
1999,Rural regions,East,Seldom,0.20825,558,2519,0.19239,0.22411
1999,Rural regions,East,Never,0.60067,1434,2519,0.58154,0.61980
2001,Urban regions,West,At least once per week,0.29082,3650,12467,0.28285,0.29879
2001,Urban regions,West,At least once per month,0.06737,837,12467,0.06297,0.07177
2001,Urban regions,West,Seldom,0.15924,2041,12467,0.15282,0.16566
2001,Urban regions,West,Never,0.48257,5939,12467,0.47380,0.49134
2001,Urban regions,East,At least once per week,0.24047,424,1732,0.22034,0.26060
2001,Urban regions,East,At least once per month,0.05900,100,1732,0.04790,0.07010
2001,Urban regions,East,Seldom,0.17610,327,1732,0.15815,0.19404
2001,Urban regions,East,Never,0.52444,881,1732,0.50091,0.54796
2001,Rural regions,West,At least once per week,0.27830,1081,3862,0.26417,0.29244
2001,Rural regions,West,At least once per month,0.05660,246,3862,0.04931,0.06389
2001,Rural regions,West,Seldom,0.15538,635,3862,0.14396,0.16681
2001,Rural regions,West,Never,0.50971,1900,3862,0.49395,0.52548
2001,Rural regions,East,At least once per week,0.18411,698,3661,0.17155,0.19667
2001,Rural regions,East,At least once per month,0.04433,179,3661,0.03766,0.05100
2001,Rural regions,East,Seldom,0.16349,672,3661,0.15151,0.17548
2001,Rural regions,East,Never,0.60807,2112,3661,0.59225,0.62388
2003,Urban regions,West,At least once per week,0.34796,4888,12899,0.33974,0.35618
2003,Urban regions,West,At least once per month,0.07715,1028,12899,0.07254,0.08175
2003,Urban regions,West,Seldom,0.17895,2264,12899,0.17233,0.18556
2003,Urban regions,West,Never,0.39594,4719,12899,0.38750,0.40438
2003,Urban regions,East,At least once per week,0.31947,584,1760,0.29768,0.34126
2003,Urban regions,East,At least once per month,0.08039,148,1760,0.06768,0.09310
2003,Urban regions,East,Seldom,0.22640,414,1760,0.20684,0.24596
2003,Urban regions,East,Never,0.37374,614,1760,0.35113,0.39635
2003,Rural regions,West,At least once per week,0.33290,1378,3807,0.31793,0.34787
2003,Rural regions,West,At least once per month,0.07376,299,3807,0.06546,0.08207
2003,Rural regions,West,Seldom,0.19652,787,3807,0.18389,0.20914
2003,Rural regions,West,Never,0.39682,1343,3807,0.38128,0.41237
2003,Rural regions,East,At least once per week,0.26180,978,3563,0.24736,0.27624
2003,Rural regions,East,At least once per month,0.06513,250,3563,0.05703,0.07323
2003,Rural regions,East,Seldom,0.20928,802,3563,0.19592,0.22264
2003,Rural regions,East,Never,0.46379,1533,3563,0.44741,0.48017
2005,Urban regions,West,At least once per week,0.32546,4255,11994,0.31708,0.33385
2005,Urban regions,West,At least once per month,0.08274,969,11994,0.07781,0.08767
2005,Urban regions,West,Seldom,0.17288,2086,11994,0.16611,0.17965
2005,Urban regions,West,Never,0.41892,4684,11994,0.41009,0.42775
2005,Urban regions,East,At least once per week,0.26091,466,1699,0.24002,0.28180
2005,Urban regions,East,At least once per month,0.08550,155,1699,0.07220,0.09880
2005,Urban regions,East,Seldom,0.21295,374,1699,0.19348,0.23242
2005,Urban regions,East,Never,0.44064,704,1699,0.41702,0.46425
2005,Rural regions,West,At least once per week,0.31568,1245,3557,0.30040,0.33095
2005,Rural regions,West,At least once per month,0.07839,282,3557,0.06955,0.08722
2005,Rural regions,West,Seldom,0.18980,681,3557,0.17691,0.20269
2005,Rural regions,West,Never,0.41614,1349,3557,0.39993,0.43234
2005,Rural regions,East,At least once per week,0.21207,785,3309,0.19814,0.22600
2005,Rural regions,East,At least once per month,0.06110,212,3309,0.05294,0.06926
2005,Rural regions,East,Seldom,0.21365,725,3309,0.19968,0.22761
2005,Rural regions,East,Never,0.51318,1587,3309,0.49615,0.53021
2007,Urban regions,West,At least once per week,0.35237,4450,11742,0.34373,0.36101
2007,Urban regions,West,At least once per month,0.07298,890,11742,0.06828,0.07769
2007,Urban regions,West,Seldom,0.17202,1942,11742,0.16519,0.17884
2007,Urban regions,West,Never,0.40263,4460,11742,0.39376,0.41150
2007,Urban regions,East,At least once per week,0.29905,533,1668,0.27708,0.32103
2007,Urban regions,East,At least once per month,0.07304,129,1668,0.06055,0.08553
2007,Urban regions,East,Seldom,0.19594,333,1668,0.17689,0.21499
2007,Urban regions,East,Never,0.43197,673,1668,0.40819,0.45574
2007,Rural regions,West,At least once per week,0.35262,1341,3665,0.33715,0.36809
2007,Rural regions,West,At least once per month,0.06785,265,3665,0.05971,0.07600
2007,Rural regions,West,Seldom,0.17519,650,3665,0.16288,0.18750
2007,Rural regions,West,Never,0.40433,1409,3665,0.38844,0.42022
2007,Rural regions,East,At least once per week,0.22684,792,3315,0.21258,0.24109
2007,Rural regions,East,At least once per month,0.06457,214,3315,0.05620,0.07293
2007,Rural regions,East,Seldom,0.20411,704,3315,0.19039,0.21784
2007,Rural regions,East,Never,0.50448,1605,3315,0.48746,0.52150
2008,Urban regions,West,At least once per week,0.40869,4740,11020,0.39951,0.41786
2008,Urban regions,West,At least once per month,0.07626,866,11020,0.07130,0.08121
2008,Urban regions,West,Seldom,0.18069,1938,11020,0.17351,0.18787
2008,Urban regions,West,Never,0.33437,3476,11020,0.32556,0.34318
2008,Urban regions,East,At least once per week,0.37049,612,1611,0.34690,0.39408
2008,Urban regions,East,At least once per month,0.08825,136,1611,0.07439,0.10210
2008,Urban regions,East,Seldom,0.20121,336,1611,0.18163,0.22080
2008,Urban regions,East,Never,0.34005,527,1611,0.31691,0.36319
2008,Rural regions,West,At least once per week,0.38541,1423,3443,0.36915,0.40167
2008,Rural regions,West,At least once per month,0.08574,281,3443,0.07638,0.09509
2008,Rural regions,West,Seldom,0.19146,651,3443,0.17832,0.20460
2008,Rural regions,West,Never,0.33739,1088,3443,0.32160,0.35319
2008,Rural regions,East,At least once per week,0.30178,992,3136,0.28571,0.31784
2008,Rural regions,East,At least once per month,0.06216,196,3136,0.05371,0.07061
2008,Rural regions,East,Seldom,0.22582,720,3136,0.21118,0.24045
2008,Rural regions,East,Never,0.41024,1228,3136,0.39303,0.42746
2009,Urban regions,West,At least once per week,0.38247,4053,10135,0.37301,0.39193
2009,Urban regions,West,At least once per month,0.07533,741,10135,0.07019,0.08047
2009,Urban regions,West,Seldom,0.17768,1732,10135,0.17024,0.18512
2009,Urban regions,West,Never,0.36452,3609,10135,0.35515,0.37389
2009,Urban regions,East,At least once per week,0.33283,508,1524,0.30916,0.35649
2009,Urban regions,East,At least once per month,0.07300,127,1524,0.05993,0.08606
2009,Urban regions,East,Seldom,0.18582,304,1524,0.16628,0.20535
2009,Urban regions,East,Never,0.40836,585,1524,0.38367,0.43304
2009,Rural regions,West,At least once per week,0.35164,1205,3272,0.33528,0.36801
2009,Rural regions,West,At least once per month,0.08319,248,3272,0.07373,0.09266
2009,Rural regions,West,Seldom,0.17306,578,3272,0.16009,0.18602
2009,Rural regions,West,Never,0.39211,1241,3272,0.37537,0.40884
2009,Rural regions,East,At least once per week,0.23971,749,2988,0.22440,0.25502
2009,Rural regions,East,At least once per month,0.07514,214,2988,0.06569,0.08460
2009,Rural regions,East,Seldom,0.18798,595,2988,0.17397,0.20199
2009,Rural regions,East,Never,0.49717,1430,2988,0.47924,0.51510
2011,Urban regions,West,At least once per week,0.38647,6374,15971,0.37892,0.39402
2011,Urban regions,West,At least once per month,0.06747,1053,15971,0.06358,0.07136
2011,Urban regions,West,Seldom,0.15752,2502,15971,0.15187,0.16317
2011,Urban regions,West,Never,0.38853,6042,15971,0.38097,0.39609
2011,Urban regions,East,At least once per week,0.35761,737,2174,0.33745,0.37776
2011,Urban regions,East,At least once per month,0.07313,161,2174,0.06219,0.08408
2011,Urban regions,East,Seldom,0.17099,376,2174,0.15516,0.18682
2011,Urban regions,East,Never,0.39827,900,2174,0.37769,0.41885
2011,Rural regions,West,At least once per week,0.36588,2183,5999,0.35369,0.37807
2011,Rural regions,West,At least once per month,0.05707,349,5999,0.05120,0.06295
2011,Rural regions,West,Seldom,0.16520,995,5999,0.15580,0.17460
2011,Rural regions,West,Never,0.41185,2472,5999,0.39939,0.42430
2011,Rural regions,East,At least once per week,0.26342,1053,4114,0.24996,0.27688
2011,Rural regions,East,At least once per month,0.05935,243,4114,0.05213,0.06657
2011,Rural regions,East,Seldom,0.17446,710,4114,0.16286,0.18605
2011,Rural regions,East,Never,0.50278,2108,4114,0.48750,0.51806
2013,Urban regions,West,At least once per week,0.50561,7176,14204,0.49739,0.51383
2013,Urban regions,West,At least once per month,0.05189,694,14204,0.04824,0.05554
2013,Urban regions,West,Seldom,0.13160,1879,14204,0.12604,0.13716
2013,Urban regions,West,Never,0.31090,4455,14204,0.30329,0.31851
2013,Urban regions,East,At least once per week,0.46089,858,1943,0.43872,0.48306
2013,Urban regions,East,At least once per month,0.05627,110,1943,0.04602,0.06652
2013,Urban regions,East,Seldom,0.15770,281,1943,0.14149,0.17391
2013,Urban regions,East,Never,0.32514,694,1943,0.30431,0.34597
2013,Rural regions,West,At least once per week,0.48739,2642,5495,0.47417,0.50061
2013,Rural regions,West,At least once per month,0.05291,274,5495,0.04699,0.05883
2013,Rural regions,West,Seldom,0.14797,841,5495,0.13859,0.15736
2013,Rural regions,West,Never,0.31173,1738,5495,0.29948,0.32397
2013,Rural regions,East,At least once per week,0.36906,1378,3742,0.35360,0.38453
2013,Rural regions,East,At least once per month,0.04705,170,3742,0.04027,0.05384
2013,Rural regions,East,Seldom,0.18362,653,3742,0.17121,0.19603
2013,Rural regions,East,Never,0.40026,1541,3742,0.38456,0.41596
2015,Urban regions,West,At least once per week,0.45908,7007,15536,0.45125,0.46692
2015,Urban regions,West,At least once per month,0.05584,821,15536,0.05223,0.05945
2015,Urban regions,West,Seldom,0.12597,2071,15536,0.12075,0.13118
2015,Urban regions,West,Never,0.35911,5637,15536,0.35157,0.36665
2015,Urban regions,East,At least once per week,0.42761,777,1912,0.40543,0.44979
2015,Urban regions,East,At least once per month,0.06933,112,1912,0.05795,0.08072
2015,Urban regions,East,Seldom,0.13062,260,1912,0.11551,0.14573
2015,Urban regions,East,Never,0.37243,763,1912,0.35076,0.39411
2015,Rural regions,West,At least once per week,0.42586,2389,5772,0.41311,0.43862
2015,Rural regions,West,At least once per month,0.05602,305,5772,0.05009,0.06195
2015,Rural regions,West,Seldom,0.15820,863,5772,0.14878,0.16761
2015,Rural regions,West,Never,0.35992,2215,5772,0.34754,0.37230
2015,Rural regions,East,At least once per week,0.29985,1059,3470,0.28460,0.31510
2015,Rural regions,East,At least once per month,0.05022,201,3470,0.04295,0.05749
2015,Rural regions,East,Seldom,0.14663,479,3470,0.13486,0.15840
2015,Rural regions,East,Never,0.50330,1731,3470,0.48666,0.51994
2017,Urban regions,West,At least once per week,0.47956,8092,17665,0.47219,0.48693
2017,Urban regions,West,At least once per month,0.05048,907,17665,0.04725,0.05370
2017,Urban regions,West,Seldom,0.12536,2283,17665,0.12048,0.13024
2017,Urban regions,West,Never,0.34460,6383,17665,0.33759,0.35161
2017,Urban regions,East,At least once per week,0.47290,963,2208,0.45207,0.49373
2017,Urban regions,East,At least once per month,0.05929,113,2208,0.04944,0.06914
2017,Urban regions,East,Seldom,0.13283,294,2208,0.11867,0.14699
2017,Urban regions,East,Never,0.33499,838,2208,0.31529,0.35468
2017,Rural regions,West,At least once per week,0.44735,2752,6603,0.43535,0.45934
2017,Rural regions,West,At least once per month,0.05370,343,6603,0.04826,0.05914
2017,Rural regions,West,Seldom,0.13932,932,6603,0.13097,0.14767
2017,Rural regions,West,Never,0.35964,2576,6603,0.34806,0.37121
2017,Rural regions,East,At least once per week,0.32536,1294,3948,0.31074,0.33997
2017,Rural regions,East,At least once per month,0.05204,200,3948,0.04511,0.05897
2017,Rural regions,East,Seldom,0.14614,572,3948,0.13512,0.15716
2017,Rural regions,East,Never,0.47646,1882,3948,0.46088,0.49204
2019,No answer / don't know,Does not apply,At least once per week,0.75999,53,53,0.64390,0.87607
2019,No answer / don't know,West,At least once per week,0.57226,240,388,0.52297,0.62155
2019,No answer / don't know,West,Seldom,0.14041,52,388,0.10579,0.17502
2019,No answer / don't know,West,Never,0.24141,96,388,0.19877,0.28404
2019,No answer / don't know,East,At least once per week,0.57743,43,43,0.42804,0.72682
2019,Urban regions,West,At least once per week,0.55600,9151,16502,0.54842,0.56358
2019,Urban regions,West,At least once per month,0.04599,721,16502,0.04279,0.04919
2019,Urban regions,West,Seldom,0.12264,2027,16502,0.11764,0.12765
2019,Urban regions,West,Never,0.27537,4603,16502,0.26856,0.28219
2019,Urban regions,East,At least once per week,0.55225,1064,2118,0.53107,0.57343
2019,Urban regions,East,At least once per month,0.05344,117,2118,0.04386,0.06302
2019,Urban regions,East,Seldom,0.12941,298,2118,0.11511,0.14371
2019,Urban regions,East,Never,0.26490,639,2118,0.24610,0.28370
2019,Rural regions,West,At least once per week,0.54292,3036,5811,0.53012,0.55573
2019,Rural regions,West,At least once per month,0.04098,282,5811,0.03588,0.04608
2019,Rural regions,West,Seldom,0.14088,781,5811,0.13194,0.14983
2019,Rural regions,West,Never,0.27521,1712,5811,0.26373,0.28670
2019,Rural regions,East,At least once per week,0.43418,1681,3767,0.41835,0.45001
2019,Rural regions,East,At least once per month,0.05989,193,3767,0.05232,0.06747
2019,Rural regions,East,Seldom,0.16977,599,3767,0.15778,0.18176
2019,Rural regions,East,Never,0.33615,1294,3767,0.32106,0.35124
2021,Urban regions,West,At least once per week,0.56980,5995,10064,0.56013,0.57948
2021,Urban regions,West,At least once per month,0.07968,829,10064,0.07439,0.08497
2021,Urban regions,West,Seldom,0.14283,1341,10064,0.13600,0.14967
2021,Urban regions,West,Never,0.20769,1899,10064,0.19976,0.21561
2021,Urban regions,East,At least once per week,0.57833,782,1340,0.55187,0.60478
2021,Urban regions,East,At least once per month,0.10910,122,1340,0.09240,0.12580
2021,Urban regions,East,Seldom,0.14278,194,1340,0.12404,0.16152
2021,Urban regions,East,Never,0.16980,242,1340,0.14969,0.18991
2021,Rural regions,West,At least once per week,0.55875,2012,3505,0.54231,0.57519
2021,Rural regions,West,At least once per month,0.09523,301,3505,0.08551,0.10494
2021,Rural regions,West,Seldom,0.14622,507,3505,0.13452,0.15792
2021,Rural regions,West,Never,0.19980,685,3505,0.18656,0.21304
2021,Rural regions,East,At least once per week,0.45479,1081,2279,0.43434,0.47524
2021,Rural regions,East,At least once per month,0.09221,188,2279,0.08032,0.10409
2021,Rural regions,East,Seldom,0.17176,387,2279,0.15627,0.18725
2021,Rural regions,East,Never,0.28125,623,2279,0.26278,0.29971
