year,bula_h,pgisced97,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.78138,45,45,0.65925,0.90351
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.12705,37,220,0.08294,0.17116
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.72904,183,220,0.67018,0.78791
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.23561,84,335,0.19010,0.28113
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.15566,55,335,0.11678,0.19454
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.57236,196,335,0.51931,0.62542
1985,Baden-Wuerttemberg,Primary Level,Never,0.85319,211,211,0.80532,0.90105
1985,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.16520,94,572,0.13474,0.19566
1985,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.06065,47,572,0.04107,0.08022
1985,Baden-Wuerttemberg,Lower Secondary Level,Never,0.73507,431,572,0.69888,0.77127
1985,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.22464,194,858,0.19669,0.25258
1985,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.05619,53,858,0.04077,0.07161
1985,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.14904,124,858,0.12520,0.17289
1985,Baden-Wuerttemberg,Upper Secondary Level,Never,0.57013,487,858,0.53699,0.60328
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.52216,53,53,0.38639,0.65793
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.37288,40,79,0.26556,0.48019
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.35450,39,79,0.24834,0.46066
1985,Bavaria,Primary Level,Never,0.56890,60,60,0.44253,0.69527
1985,Bavaria,Lower Secondary Level,At least once per week,0.17616,93,507,0.14297,0.20936
1985,Bavaria,Lower Secondary Level,Seldom,0.08942,57,507,0.06456,0.11429
1985,Bavaria,Lower Secondary Level,Never,0.69537,357,507,0.65527,0.73547
1985,Bavaria,Upper Secondary Level,At least once per week,0.25946,235,926,0.23122,0.28771
1985,Bavaria,Upper Secondary Level,At least once per month,0.05835,57,926,0.04324,0.07345
1985,Bavaria,Upper Secondary Level,Seldom,0.14726,149,926,0.12442,0.17009
1985,Bavaria,Upper Secondary Level,Never,0.53494,485,926,0.50279,0.56708
1985,Bavaria,First Stage of Tertiary Education,At least once per week,0.33385,41,93,0.23748,0.43021
1985,Bavaria,First Stage of Tertiary Education,Never,0.43757,52,93,0.33620,0.53895
1985,Bavaria,Second Stage of Tertiary Education,At least once per week,0.35189,52,104,0.25967,0.44412
1985,Bavaria,Second Stage of Tertiary Education,Never,0.37162,52,104,0.27829,0.46494
1985,Berlin,Lower Secondary Level,Never,0.78311,62,62,0.67969,0.88654
1985,Berlin,Upper Secondary Level,Never,0.57415,90,90,0.47142,0.67689
1986,Schleswig-Holstein,Lower Secondary Level,Never,0.67506,50,50,0.54393,0.80620
1986,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.26417,47,151,0.19362,0.33473
1986,Schleswig-Holstein,Upper Secondary Level,Never,0.58578,104,151,0.50695,0.66461
1986,Hamburg,Lower Secondary Level,Never,0.70070,37,37,0.55110,0.85030
1986,Hamburg,Upper Secondary Level,At least once per week,0.28830,34,107,0.20207,0.37454
1986,Hamburg,Upper Secondary Level,Never,0.58342,73,107,0.48957,0.67727
1986,Lower Saxony,Primary Level,Never,0.87455,42,42,0.77316,0.97594
1986,Lower Saxony,Lower Secondary Level,At least once per week,0.23409,74,270,0.18349,0.28469
1986,Lower Saxony,Lower Secondary Level,Never,0.66045,196,270,0.60386,0.71705
1986,Lower Saxony,Upper Secondary Level,At least once per week,0.23382,131,531,0.19778,0.26985
1986,Lower Saxony,Upper Secondary Level,At least once per month,0.05652,32,531,0.03686,0.07618
1986,Lower Saxony,Upper Secondary Level,Seldom,0.13305,75,531,0.10414,0.16197
1986,Lower Saxony,Upper Secondary Level,Never,0.57661,293,531,0.53455,0.61868
1986,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.40978,36,36,0.24684,0.57271
1986,Bremen,Upper Secondary Level,Never,0.71553,45,45,0.58222,0.84884
1986,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.62224,42,42,0.47383,0.77064
1986,North Rhine-Westphalia,Primary Level,Never,0.79217,211,211,0.73729,0.84705
1986,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.17455,125,674,0.14588,0.20323
1986,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.08783,71,674,0.06644,0.10921
1986,North Rhine-Westphalia,Lower Secondary Level,Never,0.70832,478,674,0.67398,0.74266
1986,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.25071,351,1337,0.22747,0.27395
1986,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.05174,79,1337,0.03987,0.06362
1986,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.12884,183,1337,0.11087,0.14680
1986,North Rhine-Westphalia,Upper Secondary Level,Never,0.56871,724,1337,0.54216,0.59527
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.34340,34,34,0.18138,0.50541
1986,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.28446,44,112,0.20053,0.36840
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.48208,68,112,0.38912,0.57504
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.44365,95,169,0.36853,0.51878
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.35413,74,169,0.28181,0.42645
1986,Hesse,Primary Level,Never,0.93476,70,70,0.87649,0.99303
1986,Hesse,Lower Secondary Level,At least once per week,0.17003,59,271,0.12522,0.21484
1986,Hesse,Lower Secondary Level,Never,0.75340,212,271,0.70198,0.80481
1986,Hesse,Upper Secondary Level,At least once per week,0.27497,119,444,0.23340,0.31655
1986,Hesse,Upper Secondary Level,Seldom,0.11380,53,444,0.08422,0.14337
1986,Hesse,Upper Secondary Level,Never,0.57049,272,444,0.52439,0.61658
1986,Hesse,Second Stage of Tertiary Education,At least once per week,0.33521,34,69,0.22301,0.44742
1986,Hesse,Second Stage of Tertiary Education,Never,0.43933,35,69,0.32137,0.55730
1986,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.69787,37,37,0.54787,0.84787
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.11977,36,221,0.07686,0.16267
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.75138,185,221,0.69427,0.80850
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.21034,81,346,0.16733,0.25335
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.10741,39,346,0.07474,0.14008
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.62636,226,346,0.57531,0.67741
1986,Baden-Wuerttemberg,Primary Level,Never,0.81925,182,182,0.76318,0.87531
1986,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.17624,117,592,0.14552,0.20696
1986,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.04951,35,592,0.03202,0.06701
1986,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.07958,46,592,0.05776,0.10140
1986,Baden-Wuerttemberg,Lower Secondary Level,Never,0.69467,394,592,0.65754,0.73180
1986,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.22427,192,846,0.19614,0.25239
1986,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.06075,53,846,0.04465,0.07686
1986,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.16623,137,846,0.14113,0.19133
1986,Baden-Wuerttemberg,Upper Secondary Level,Never,0.54875,464,846,0.51520,0.58230
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.60990,58,58,0.48327,0.73653
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.33857,40,86,0.23796,0.43917
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.39364,46,86,0.28978,0.49750
1986,Bavaria,Primary Level,Never,0.61694,59,59,0.49183,0.74205
1986,Bavaria,Lower Secondary Level,At least once per week,0.16922,87,461,0.13495,0.20348
1986,Bavaria,Lower Secondary Level,Seldom,0.09946,60,461,0.07211,0.12681
1986,Bavaria,Lower Secondary Level,Never,0.69630,314,461,0.65428,0.73832
1986,Bavaria,Upper Secondary Level,At least once per week,0.27874,248,873,0.24897,0.30850
1986,Bavaria,Upper Secondary Level,At least once per month,0.06573,61,873,0.04928,0.08217
1986,Bavaria,Upper Secondary Level,Seldom,0.13462,127,873,0.11196,0.15727
1986,Bavaria,Upper Secondary Level,Never,0.52092,437,873,0.48776,0.55408
1986,Bavaria,First Stage of Tertiary Education,At least once per week,0.39581,42,83,0.28996,0.50166
1986,Bavaria,First Stage of Tertiary Education,Never,0.42657,41,83,0.31952,0.53362
1986,Bavaria,Second Stage of Tertiary Education,At least once per week,0.37223,56,108,0.28064,0.46383
1986,Bavaria,Second Stage of Tertiary Education,Never,0.38344,52,108,0.29131,0.47557
1986,Berlin,Lower Secondary Level,Never,0.89514,61,61,0.81762,0.97267
1986,Berlin,Upper Secondary Level,Never,0.64488,98,98,0.54965,0.74012
1988,Schleswig-Holstein,Lower Secondary Level,Never,0.62666,42,42,0.47860,0.77472
1988,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.34549,60,141,0.26672,0.42426
1988,Schleswig-Holstein,Upper Secondary Level,Never,0.45313,81,141,0.37067,0.53559
1988,Hamburg,Lower Secondary Level,Never,0.75617,32,32,0.60502,0.90733
1988,Hamburg,Upper Secondary Level,Never,0.49789,49,49,0.35644,0.63934
1988,Lower Saxony,Primary Level,Never,0.86432,40,40,0.75684,0.97180
1988,Lower Saxony,Lower Secondary Level,At least once per week,0.18678,58,241,0.13747,0.23608
1988,Lower Saxony,Lower Secondary Level,Never,0.70683,183,241,0.64924,0.76443
1988,Lower Saxony,Upper Secondary Level,At least once per week,0.28879,157,490,0.24862,0.32896
1988,Lower Saxony,Upper Secondary Level,Seldom,0.12244,67,490,0.09338,0.15149
1988,Lower Saxony,Upper Secondary Level,Never,0.53691,266,490,0.49271,0.58111
1988,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.53289,45,45,0.38546,0.68031
1988,Bremen,Upper Secondary Level,Never,0.61920,31,31,0.44544,0.79296
1988,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.68679,47,47,0.55276,0.82082
1988,North Rhine-Westphalia,Primary Level,Never,0.80730,179,179,0.74936,0.86524
1988,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.19784,137,635,0.16683,0.22885
1988,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.06565,53,635,0.04637,0.08493
1988,North Rhine-Westphalia,Lower Secondary Level,Never,0.71721,445,635,0.68216,0.75227
1988,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.23936,306,1264,0.21583,0.26289
1988,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.05368,73,1264,0.04125,0.06611
1988,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.15302,202,1264,0.13316,0.17287
1988,North Rhine-Westphalia,Upper Secondary Level,Never,0.55394,683,1264,0.52652,0.58135
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.37003,37,37,0.21232,0.52775
1988,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.31214,44,111,0.22555,0.39874
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.46723,67,111,0.37399,0.56047
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.40093,89,191,0.33124,0.47062
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.16103,35,191,0.10877,0.21330
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.35895,67,191,0.29074,0.42716
1988,Hesse,Primary Level,Never,0.89311,70,70,0.82021,0.96602
1988,Hesse,Lower Secondary Level,At least once per week,0.17634,48,250,0.12900,0.22368
1988,Hesse,Lower Secondary Level,Never,0.73741,202,250,0.68275,0.79206
1988,Hesse,Upper Secondary Level,At least once per week,0.24462,106,430,0.20394,0.28530
1988,Hesse,Upper Secondary Level,Seldom,0.11384,49,430,0.08378,0.14390
1988,Hesse,Upper Secondary Level,Never,0.58028,275,430,0.53358,0.62698
1988,Hesse,Second Stage of Tertiary Education,Never,0.45114,32,32,0.27597,0.62631
1988,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.79218,37,37,0.65964,0.92472
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.74765,168,168,0.68177,0.81353
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.23301,89,336,0.18774,0.27828
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.09297,36,336,0.06187,0.12406
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.60374,211,336,0.55136,0.65611
1988,Baden-Wuerttemberg,Primary Level,Never,0.84417,184,184,0.79162,0.89672
1988,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.18052,114,575,0.14906,0.21199
1988,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.05373,38,575,0.03528,0.07218
1988,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.09944,63,575,0.07496,0.12392
1988,Baden-Wuerttemberg,Lower Secondary Level,Never,0.66631,360,575,0.62773,0.70488
1988,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.23631,193,798,0.20682,0.26581
1988,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.07329,50,798,0.05520,0.09138
1988,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.15207,117,798,0.12714,0.17700
1988,Baden-Wuerttemberg,Upper Secondary Level,Never,0.53833,438,798,0.50372,0.57294
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.47707,41,41,0.32228,0.63186
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.31710,31,94,0.22252,0.41168
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.28288,31,94,0.19134,0.37442
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.33450,32,94,0.23861,0.43039
1988,Bavaria,Primary Level,Never,0.64668,48,48,0.51003,0.78334
1988,Bavaria,Lower Secondary Level,At least once per week,0.19783,98,414,0.15941,0.23625
1988,Bavaria,Lower Secondary Level,Seldom,0.09397,53,414,0.06583,0.12211
1988,Bavaria,Lower Secondary Level,Never,0.65656,263,414,0.61076,0.70235
1988,Bavaria,Upper Secondary Level,At least once per week,0.23582,199,816,0.20667,0.26496
1988,Bavaria,Upper Secondary Level,At least once per month,0.06081,53,816,0.04440,0.07722
1988,Bavaria,Upper Secondary Level,Seldom,0.19211,165,816,0.16506,0.21916
1988,Bavaria,Upper Secondary Level,Never,0.51126,399,816,0.47694,0.54558
1988,Bavaria,First Stage of Tertiary Education,At least once per week,0.32848,31,65,0.21341,0.44355
1988,Bavaria,First Stage of Tertiary Education,Never,0.39552,34,65,0.27573,0.51532
1988,Bavaria,Second Stage of Tertiary Education,At least once per week,0.42663,53,104,0.33111,0.52214
1988,Bavaria,Second Stage of Tertiary Education,Never,0.37491,51,104,0.28142,0.46840
1988,Berlin,Lower Secondary Level,Never,0.76060,57,57,0.64883,0.87236
1988,Berlin,Upper Secondary Level,Never,0.66090,94,94,0.56469,0.75712
1990,Schleswig-Holstein,Lower Secondary Level,Never,0.50215,32,32,0.32614,0.67816
1990,Schleswig-Holstein,Upper Secondary Level,At least once per week,0.30738,50,143,0.23149,0.38327
1990,Schleswig-Holstein,Upper Secondary Level,Seldom,0.32609,48,143,0.24898,0.40319
1990,Schleswig-Holstein,Upper Secondary Level,Never,0.27325,45,143,0.19996,0.34655
1990,Hamburg,Upper Secondary Level,Never,0.48416,44,44,0.33478,0.63353
1990,Lower Saxony,Primary Level,Never,0.58891,32,32,0.41570,0.76212
1990,Lower Saxony,Lower Secondary Level,At least once per week,0.21468,53,227,0.16115,0.26821
1990,Lower Saxony,Lower Secondary Level,Seldom,0.11235,35,227,0.07118,0.15352
1990,Lower Saxony,Lower Secondary Level,Never,0.61009,139,227,0.54650,0.67368
1990,Lower Saxony,Upper Secondary Level,At least once per week,0.30076,156,499,0.26049,0.34104
1990,Lower Saxony,Upper Secondary Level,At least once per month,0.10600,52,499,0.07896,0.13303
1990,Lower Saxony,Upper Secondary Level,Seldom,0.17836,97,499,0.14473,0.21198
1990,Lower Saxony,Upper Secondary Level,Never,0.41488,194,499,0.37161,0.45815
1990,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.49696,40,40,0.34004,0.65388
1990,Bremen,Upper Secondary Level,Never,0.67643,33,33,0.51433,0.83852
1990,North Rhine-Westphalia,Pre-primary Level,At least once per week,0.72570,41,41,0.58743,0.86396
1990,North Rhine-Westphalia,Primary Level,Never,0.83985,156,156,0.78212,0.89759
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.20433,130,612,0.17236,0.23631
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.06233,40,612,0.04316,0.08150
1990,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.13575,83,612,0.10859,0.16291
1990,North Rhine-Westphalia,Lower Secondary Level,Never,0.59759,359,612,0.55870,0.63647
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.29805,365,1216,0.27233,0.32377
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.10288,116,1216,0.08580,0.11996
1990,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.20033,250,1216,0.17783,0.22284
1990,North Rhine-Westphalia,Upper Secondary Level,Never,0.39874,485,1216,0.37120,0.42627
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.38535,31,62,0.26321,0.50748
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.30006,31,62,0.18506,0.41507
1990,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.35057,45,119,0.26447,0.43666
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.25647,38,119,0.17767,0.33526
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.26860,36,119,0.18863,0.34858
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.39725,78,177,0.32495,0.46954
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.25081,51,177,0.18676,0.31485
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.25600,48,177,0.19153,0.32048
1990,Hesse,Primary Level,Never,0.78430,58,58,0.67752,0.89108
1990,Hesse,Lower Secondary Level,At least once per week,0.19318,50,248,0.14395,0.24242
1990,Hesse,Lower Secondary Level,Seldom,0.14258,34,248,0.09897,0.18618
1990,Hesse,Lower Secondary Level,Never,0.61479,164,248,0.55410,0.67548
1990,Hesse,Upper Secondary Level,At least once per week,0.30888,129,450,0.26614,0.35161
1990,Hesse,Upper Secondary Level,At least once per month,0.06833,36,450,0.04499,0.09167
1990,Hesse,Upper Secondary Level,Seldom,0.20908,87,450,0.17146,0.24669
1990,Hesse,Upper Secondary Level,Never,0.41371,198,450,0.36816,0.45927
1990,Hesse,Second Stage of Tertiary Education,At least once per week,0.40945,32,32,0.23634,0.58255
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.14137,34,189,0.09157,0.19117
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.75604,155,189,0.69464,0.81743
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.29525,97,292,0.24284,0.34766
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.15769,51,292,0.11582,0.19957
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.45271,144,292,0.39552,0.50990
1990,Baden-Wuerttemberg,Primary Level,Never,0.68698,140,140,0.60989,0.76407
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.21141,101,509,0.17590,0.24692
1990,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.05956,38,509,0.03898,0.08014
1990,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.15614,94,509,0.12457,0.18771
1990,Baden-Wuerttemberg,Lower Secondary Level,Never,0.57289,276,509,0.52988,0.61591
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.29289,231,790,0.26114,0.32465
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.09462,77,790,0.07420,0.11505
1990,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.23973,173,790,0.20994,0.26952
1990,Baden-Wuerttemberg,Upper Secondary Level,Never,0.37275,309,790,0.33901,0.40649
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.32712,34,34,0.16705,0.48720
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.41282,42,42,0.26211,0.56352
1990,Bavaria,Primary Level,Never,0.59124,45,45,0.44598,0.73650
1990,Bavaria,Lower Secondary Level,At least once per week,0.19169,83,399,0.15302,0.23036
1990,Bavaria,Lower Secondary Level,At least once per month,0.06452,31,399,0.04038,0.08865
1990,Bavaria,Lower Secondary Level,Seldom,0.19022,66,399,0.15166,0.22878
1990,Bavaria,Lower Secondary Level,Never,0.55357,219,399,0.50473,0.60241
1990,Bavaria,Upper Secondary Level,At least once per week,0.28225,232,805,0.25114,0.31336
1990,Bavaria,Upper Secondary Level,At least once per month,0.11650,92,805,0.09432,0.13867
1990,Bavaria,Upper Secondary Level,Seldom,0.25907,209,805,0.22878,0.28935
1990,Bavaria,Upper Secondary Level,Never,0.34219,272,805,0.30939,0.37498
1990,Bavaria,First Stage of Tertiary Education,At least once per week,0.37466,34,34,0.20951,0.53981
1990,Bavaria,Second Stage of Tertiary Education,At least once per week,0.38553,50,87,0.28266,0.48840
1990,Bavaria,Second Stage of Tertiary Education,Seldom,0.27311,37,87,0.17894,0.36728
1990,Berlin,Lower Secondary Level,Never,0.63119,58,58,0.50593,0.75645
1990,Berlin,Upper Secondary Level,At least once per week,0.20929,55,256,0.15936,0.25922
1990,Berlin,Upper Secondary Level,Seldom,0.19164,52,256,0.14333,0.23995
1990,Berlin,Upper Secondary Level,Never,0.53891,149,256,0.47772,0.60009
1990,Berlin,Second Stage of Tertiary Education,At least once per week,0.32142,40,135,0.24235,0.40050
1990,Berlin,Second Stage of Tertiary Education,Seldom,0.23923,39,135,0.16700,0.31146
1990,Berlin,Second Stage of Tertiary Education,Never,0.40102,56,135,0.31804,0.48401
1990,Brandenburg,Lower Secondary Level,Never,0.79444,65,65,0.69543,0.89344
1990,Brandenburg,Upper Secondary Level,At least once per week,0.08351,31,375,0.05547,0.11155
1990,Brandenburg,Upper Secondary Level,Seldom,0.13370,51,375,0.09921,0.16820
1990,Brandenburg,Upper Secondary Level,Never,0.76782,293,375,0.72502,0.81061
1990,Brandenburg,First Stage of Tertiary Education,Never,0.78518,37,37,0.65101,0.91934
1990,Brandenburg,Second Stage of Tertiary Education,Seldom,0.20283,33,136,0.13500,0.27066
1990,Brandenburg,Second Stage of Tertiary Education,Never,0.57642,103,136,0.49307,0.65977
1990,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,0.75157,42,42,0.61930,0.88384
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.11298,33,245,0.07326,0.15270
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.78552,212,245,0.73402,0.83703
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.58129,63,63,0.45849,0.70410
1990,Saxony,Lower Secondary Level,Never,0.82032,115,115,0.74985,0.89080
1990,Saxony,Upper Secondary Level,At least once per week,0.11251,90,712,0.08928,0.13574
1990,Saxony,Upper Secondary Level,Seldom,0.11530,87,712,0.09182,0.13878
1990,Saxony,Upper Secondary Level,Never,0.73499,535,712,0.70255,0.76743
