"ple0005","year","age_gr","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Gar nicht","2002","17-34","(Fach-)Abitur","1026","0.800339750380879","0.778328597908229","0.822350902853529"
"Gar nicht","2002","17-34","AkademikerIn","486","0.769373123997497","0.736269437346695","0.802476810648299"
"Gar nicht","2002","35-65","(noch) kein Abschluss","61","0.346601288850771","0.275891801224356","0.417310776477185"
"Gar nicht","2002","35-65","Hauptschule","2215","0.420918883128501","0.407442897379515","0.434394868877486"
"Gar nicht","2002","35-65","Realschule","1801","0.51640356865685","0.499809794348889","0.532997342964812"
"Gar nicht","2002","35-65","(Fach-)Abitur","597","0.543040145481633","0.512633133123853","0.573447157839413"
"Gar nicht","2002","35-65","AkademikerIn","2026","0.576384408779532","0.559713730023177","0.593055087535888"
"Gar nicht","2002","66 +","(noch) kein Abschluss","4","","",""
"Gar nicht","2002","66 +","Hauptschule","378","0.152625346460777","0.138177248466941","0.167073444454612"
"Gar nicht","2002","66 +","Realschule","87","0.17608038441278","0.139868465759944","0.212292303065615"
"Gar nicht","2002","66 +","(Fach-)Abitur","30","0.174708667951548","0.113115501514594","0.236301834388501"
"Gar nicht","2002","66 +","AkademikerIn","127","0.200921888403262","0.167126343432181","0.234717433374344"
"Stark","2003","17-34","(noch) kein Abschluss","","","",""
"Stark","2003","17-34","Hauptschule","","","",""
"Stark","2003","17-34","Realschule","","","",""
"Stark","2003","17-34","(Fach-)Abitur","","","",""
"Stark","2003","17-34","AkademikerIn","","","",""
"Stark","2003","35-65","(noch) kein Abschluss","","","",""
"Stark","2003","35-65","Hauptschule","","","",""
"Stark","2003","35-65","Realschule","","","",""
"Stark","2003","35-65","(Fach-)Abitur","","","",""
"Stark","2003","35-65","AkademikerIn","","","",""
"Stark","2003","66 +","(noch) kein Abschluss","","","",""
"Stark","2003","66 +","Hauptschule","","","",""
"Stark","2003","66 +","Realschule","","","",""
"Stark","2003","66 +","(Fach-)Abitur","","","",""
"Stark","2003","66 +","AkademikerIn","","","",""
"Ein wenig","2003","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2003","17-34","Hauptschule","","","",""
"Ein wenig","2003","17-34","Realschule","","","",""
"Ein wenig","2003","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2003","17-34","AkademikerIn","","","",""
"Ein wenig","2003","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2003","35-65","Hauptschule","","","",""
"Ein wenig","2003","35-65","Realschule","","","",""
"Ein wenig","2003","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2003","35-65","AkademikerIn","","","",""
"Ein wenig","2003","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2003","66 +","Hauptschule","","","",""
"Ein wenig","2003","66 +","Realschule","","","",""
"Ein wenig","2003","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2003","66 +","AkademikerIn","","","",""
"Gar nicht","2003","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2003","17-34","Hauptschule","","","",""
"Gar nicht","2003","17-34","Realschule","","","",""
"Gar nicht","2003","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2003","17-34","AkademikerIn","","","",""
"Gar nicht","2003","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2003","35-65","Hauptschule","","","",""
"Gar nicht","2003","35-65","Realschule","","","",""
"Gar nicht","2003","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2003","35-65","AkademikerIn","","","",""
"Gar nicht","2003","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2003","66 +","Hauptschule","","","",""
"Gar nicht","2003","66 +","Realschule","","","",""
"Gar nicht","2003","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2003","66 +","AkademikerIn","","","",""
"Stark","2004","17-34","(noch) kein Abschluss","6","","",""
"Stark","2004","17-34","Hauptschule","27","","",""
"Stark","2004","17-34","Realschule","51","0.0387347435894321","0.0296576837992925","0.0478118033795717"
"Stark","2004","17-34","(Fach-)Abitur","18","","",""
"Stark","2004","17-34","AkademikerIn","5","","",""
"Stark","2004","35-65","(noch) kein Abschluss","32","0.211906544740187","0.147572139928248","0.276240949552126"
"Stark","2004","35-65","Hauptschule","741","0.1742744761683","0.163135148363126","0.185413803973473"
"Stark","2004","35-65","Realschule","308","0.101064206204388","0.0909786291130521","0.111149783295725"
"Stark","2004","35-65","(Fach-)Abitur","82","0.105718672822388","0.086737162846853","0.124700182797923"
"Stark","2004","35-65","AkademikerIn","219","0.0838615700803379","0.0741371602910339","0.0935859798696418"
"Stark","2004","66 +","(noch) kein Abschluss","26","","",""
"Stark","2004","66 +","Hauptschule","946","0.403556902580791","0.38409827708301","0.423015528078572"
"Stark","2004","66 +","Realschule","149","0.370205627420625","0.324933774660083","0.415477480181168"
"Stark","2004","66 +","(Fach-)Abitur","51","0.343098441604474","0.269537442617335","0.416659440591614"
"Stark","2004","66 +","AkademikerIn","146","0.272867496235298","0.237663398713361","0.308071593757235"
"Ein wenig","2004","17-34","(noch) kein Abschluss","89","0.142023297086679","0.115824976835706","0.168221617337653"
"Ein wenig","2004","17-34","Hauptschule","247","0.205226927523146","0.181731199618343","0.22872265542795"
"Ein wenig","2004","17-34","Realschule","407","0.236845103054419","0.216845941753868","0.256844264354971"
"Ein wenig","2004","17-34","(Fach-)Abitur","205","0.168037525574169","0.147125123734401","0.188949927413936"
"Ein wenig","2004","17-34","AkademikerIn","93","0.186205277148338","0.153433357990514","0.218977196306161"
"Ein wenig","2004","35-65","(noch) kein Abschluss","79","0.524941931719596","0.446325880916408","0.603557982522785"
"Ein wenig","2004","35-65","Hauptschule","1784","0.401388556700508","0.386994631627589","0.415782481773427"
"Ein wenig","2004","35-65","Realschule","1312","0.385772906816024","0.369484894905594","0.402060918726455"
"Ein wenig","2004","35-65","(Fach-)Abitur","342","0.344087640930006","0.314760125703725","0.373415156156286"
"Ein wenig","2004","35-65","AkademikerIn","1019","0.316879813408146","0.300556923438818","0.333202703377474"
"Ein wenig","2004","66 +","(noch) kein Abschluss","27","","",""
"Ein wenig","2004","66 +","Hauptschule","1119","0.447985345460508","0.428261914300934","0.467708776620082"
"Ein wenig","2004","66 +","Realschule","195","0.4275158991135","0.381132216877989","0.47389958134901"
"Ein wenig","2004","66 +","(Fach-)Abitur","77","0.498226922915655","0.420753031007385","0.575700814823924"
"Ein wenig","2004","66 +","AkademikerIn","325","0.550551644025591","0.511237442174055","0.589865845877127"
"Gar nicht","2004","17-34","(noch) kein Abschluss","587","0.844015666326499","0.81678416103879","0.871247171614208"
"Gar nicht","2004","17-34","Hauptschule","861","0.763138395488921","0.738404122712694","0.787872668265148"
"Gar nicht","2004","17-34","Realschule","1278","0.724420153356149","0.703402113095813","0.745438193616484"
"Gar nicht","2004","17-34","(Fach-)Abitur","1005","0.813822834019176","0.792051900547198","0.835593767491154"
"Gar nicht","2004","17-34","AkademikerIn","444","0.805863242908416","0.77256410372325","0.839162382093582"
"Gar nicht","2004","35-65","(noch) kein Abschluss","44","0.263151523540217","0.193829013192588","0.332474033887845"
"Gar nicht","2004","35-65","Hauptschule","1930","0.424336967131192","0.409823745027449","0.438850189234935"
"Gar nicht","2004","35-65","Realschule","1811","0.513162886979587","0.496438231084618","0.529887542874556"
"Gar nicht","2004","35-65","(Fach-)Abitur","584","0.550193686247606","0.519483079298152","0.58090429319706"
"Gar nicht","2004","35-65","AkademikerIn","1883","0.599258616511516","0.582066060538537","0.616451172484495"
"Gar nicht","2004","66 +","(noch) kein Abschluss","14","","",""
"Gar nicht","2004","66 +","Hauptschule","377","0.148457751958701","0.134355781484899","0.162559722432504"
"Gar nicht","2004","66 +","Realschule","93","0.202278473465875","0.164616084692141","0.239940862239609"
"Gar nicht","2004","66 +","(Fach-)Abitur","32","0.158674635479871","0.102060634835438","0.215288636124304"
"Gar nicht","2004","66 +","AkademikerIn","144","0.176580859739111","0.146444358846699","0.206717360631523"
"Stark","2005","17-34","(noch) kein Abschluss","","","",""
"Stark","2005","17-34","Hauptschule","","","",""
"Stark","2005","17-34","Realschule","","","",""
"Stark","2005","17-34","(Fach-)Abitur","","","",""
"Stark","2005","17-34","AkademikerIn","","","",""
"Stark","2005","35-65","(noch) kein Abschluss","","","",""
"Stark","2005","35-65","Hauptschule","","","",""
"Stark","2005","35-65","Realschule","","","",""
"Stark","2005","35-65","(Fach-)Abitur","","","",""
"Stark","2005","35-65","AkademikerIn","","","",""
"Stark","2005","66 +","(noch) kein Abschluss","","","",""
"Stark","2005","66 +","Hauptschule","","","",""
"Stark","2005","66 +","Realschule","","","",""
"Stark","2005","66 +","(Fach-)Abitur","","","",""
"Stark","2005","66 +","AkademikerIn","","","",""
"Ein wenig","2005","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2005","17-34","Hauptschule","","","",""
"Ein wenig","2005","17-34","Realschule","","","",""
"Ein wenig","2005","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2005","17-34","AkademikerIn","","","",""
"Ein wenig","2005","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2005","35-65","Hauptschule","","","",""
"Ein wenig","2005","35-65","Realschule","","","",""
"Ein wenig","2005","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2005","35-65","AkademikerIn","","","",""
"Ein wenig","2005","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2005","66 +","Hauptschule","","","",""
"Ein wenig","2005","66 +","Realschule","","","",""
"Ein wenig","2005","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2005","66 +","AkademikerIn","","","",""
"Gar nicht","2005","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2005","17-34","Hauptschule","","","",""
"Gar nicht","2005","17-34","Realschule","","","",""
"Gar nicht","2005","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2005","17-34","AkademikerIn","","","",""
"Gar nicht","2005","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2005","35-65","Hauptschule","","","",""
"Gar nicht","2005","35-65","Realschule","","","",""
"Gar nicht","2005","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2005","35-65","AkademikerIn","","","",""
"Gar nicht","2005","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2005","66 +","Hauptschule","","","",""
"Gar nicht","2005","66 +","Realschule","","","",""
"Gar nicht","2005","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2005","66 +","AkademikerIn","","","",""
"Stark","2006","17-34","(noch) kein Abschluss","4","","",""
"Stark","2006","17-34","Hauptschule","27","","",""
"Stark","2006","17-34","Realschule","42","0.0226673030355863","0.0152860734160203","0.0300485326551523"
"Stark","2006","17-34","(Fach-)Abitur","13","","",""
"Stark","2006","17-34","AkademikerIn","6","","",""
"Stark","2006","35-65","(noch) kein Abschluss","39","0.302045354631582","0.225440158420938","0.378650550842225"
"Stark","2006","35-65","Hauptschule","714","0.170628125679161","0.159355433117614","0.181900818240708"
"Stark","2006","35-65","Realschule","366","0.107066175089437","0.0970353319266037","0.11709701825227"
"Stark","2006","35-65","(Fach-)Abitur","81","0.0867101183726894","0.0699113313841815","0.103508905361197"
"Stark","2006","35-65","AkademikerIn","231","0.0776019856082291","0.0683336692236024","0.0868703019928559"
"Stark","2006","66 +","(noch) kein Abschluss","41","0.486659139113731","0.377811017049538","0.595507261177925"
"Stark","2006","66 +","Hauptschule","1079","0.412314674434662","0.394075253126608","0.430554095742715"
"Stark","2006","66 +","Realschule","171","0.349254607353956","0.308590826824051","0.389918387883862"
"Stark","2006","66 +","(Fach-)Abitur","72","0.370329907211365","0.301485587111377","0.439174227311353"
"Stark","2006","66 +","AkademikerIn","196","0.286091301658602","0.254735326700905","0.317447276616299"
"Ein wenig","2006","17-34","(noch) kein Abschluss","46","0.107566363699477","0.0782817113756276","0.136851016023326"
"Ein wenig","2006","17-34","Hauptschule","214","0.222150710052393","0.19637343951554","0.247927980589246"
"Ein wenig","2006","17-34","Realschule","365","0.22640195752018","0.20564778865222","0.247156126388139"
"Ein wenig","2006","17-34","(Fach-)Abitur","213","0.179469070710432","0.157583119472056","0.201355021948807"
"Ein wenig","2006","17-34","AkademikerIn","108","0.204152219623933","0.171119667089314","0.237184772158552"
"Ein wenig","2006","35-65","(noch) kein Abschluss","60","0.411068009348801","0.328976552949568","0.493159465748034"
"Ein wenig","2006","35-65","Hauptschule","1722","0.407086019038807","0.392364024913335","0.421808013164278"
"Ein wenig","2006","35-65","Realschule","1400","0.384319284206253","0.368538611133043","0.400099957279464"
"Ein wenig","2006","35-65","(Fach-)Abitur","376","0.356482188988129","0.32789062486682","0.385073753109438"
"Ein wenig","2006","35-65","AkademikerIn","1068","0.334371996332729","0.31802883772637","0.350715154939089"
"Ein wenig","2006","66 +","(noch) kein Abschluss","35","0.446970869355318","0.338698112374402","0.555243626336234"
"Ein wenig","2006","66 +","Hauptschule","1259","0.438574684358702","0.420188483018343","0.45696088569906"
"Ein wenig","2006","66 +","Realschule","243","0.454895055659206","0.412420700066958","0.497369411251454"
"Ein wenig","2006","66 +","(Fach-)Abitur","74","0.417814401105793","0.347500754700865","0.488128047510721"
"Ein wenig","2006","66 +","AkademikerIn","393","0.481456031561534","0.446788912280882","0.516123150842187"
"Gar nicht","2006","17-34","(noch) kein Abschluss","380","0.885662155453702","0.855584574288982","0.915739736618422"
"Gar nicht","2006","17-34","Hauptschule","758","0.757545638148409","0.730969935939422","0.784121340357395"
"Gar nicht","2006","17-34","Realschule","1155","0.750930739444234","0.729483688506784","0.772377790381684"
"Gar nicht","2006","17-34","(Fach-)Abitur","955","0.808996349505823","0.786577296850911","0.831415402160734"
"Gar nicht","2006","17-34","AkademikerIn","458","0.779941711956607","0.745990911714586","0.813892512198627"
"Gar nicht","2006","35-65","(noch) kein Abschluss","39","0.286886636019617","0.211422084653209","0.362351187386025"
"Gar nicht","2006","35-65","Hauptschule","1842","0.422285855282032","0.407484977627683","0.437086732936382"
"Gar nicht","2006","35-65","Realschule","1884","0.50861454070431","0.49239617103034","0.52483291037828"
"Gar nicht","2006","35-65","(Fach-)Abitur","621","0.556807692639181","0.527153409442281","0.586461975836081"
"Gar nicht","2006","35-65","AkademikerIn","1902","0.588026018059041","0.57097546699162","0.605076569126462"
"Gar nicht","2006","66 +","(noch) kein Abschluss","5","","",""
"Gar nicht","2006","66 +","Hauptschule","460","0.149110641206636","0.135912429177075","0.162308853236198"
"Gar nicht","2006","66 +","Realschule","114","0.195850336986837","0.162000098446998","0.229700575526676"
"Gar nicht","2006","66 +","(Fach-)Abitur","43","0.211855691682842","0.153599763148141","0.270111620217543"
"Gar nicht","2006","66 +","AkademikerIn","209","0.232452666779863","0.203145995344412","0.261759338215315"
"Stark","2007","17-34","(noch) kein Abschluss","","","",""
"Stark","2007","17-34","Hauptschule","","","",""
"Stark","2007","17-34","Realschule","","","",""
"Stark","2007","17-34","(Fach-)Abitur","","","",""
"Stark","2007","17-34","AkademikerIn","","","",""
"Stark","2007","35-65","(noch) kein Abschluss","","","",""
"Stark","2007","35-65","Hauptschule","","","",""
"Stark","2007","35-65","Realschule","","","",""
"Stark","2007","35-65","(Fach-)Abitur","","","",""
"Stark","2007","35-65","AkademikerIn","","","",""
"Stark","2007","66 +","(noch) kein Abschluss","","","",""
"Stark","2007","66 +","Hauptschule","","","",""
"Stark","2007","66 +","Realschule","","","",""
"Stark","2007","66 +","(Fach-)Abitur","","","",""
"Stark","2007","66 +","AkademikerIn","","","",""
"Ein wenig","2007","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2007","17-34","Hauptschule","","","",""
"Ein wenig","2007","17-34","Realschule","","","",""
"Ein wenig","2007","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2007","17-34","AkademikerIn","","","",""
"Ein wenig","2007","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2007","35-65","Hauptschule","","","",""
"Ein wenig","2007","35-65","Realschule","","","",""
"Ein wenig","2007","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2007","35-65","AkademikerIn","","","",""
"Ein wenig","2007","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2007","66 +","Hauptschule","","","",""
"Ein wenig","2007","66 +","Realschule","","","",""
"Ein wenig","2007","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2007","66 +","AkademikerIn","","","",""
"Gar nicht","2007","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2007","17-34","Hauptschule","","","",""
"Gar nicht","2007","17-34","Realschule","","","",""
"Gar nicht","2007","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2007","17-34","AkademikerIn","","","",""
"Gar nicht","2007","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2007","35-65","Hauptschule","","","",""
"Gar nicht","2007","35-65","Realschule","","","",""
"Gar nicht","2007","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2007","35-65","AkademikerIn","","","",""
"Gar nicht","2007","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2007","66 +","Hauptschule","","","",""
"Gar nicht","2007","66 +","Realschule","","","",""
"Gar nicht","2007","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2007","66 +","AkademikerIn","","","",""
"Stark","2008","17-34","(noch) kein Abschluss","2","","",""
"Stark","2008","17-34","Hauptschule","20","","",""
"Stark","2008","17-34","Realschule","30","0.0192021148673029","0.0116275996967046","0.0267766300379012"
"Stark","2008","17-34","(Fach-)Abitur","18","","",""
"Stark","2008","17-34","AkademikerIn","3","","",""
"Stark","2008","35-65","(noch) kein Abschluss","22","","",""
"Stark","2008","35-65","Hauptschule","576","0.177518330000519","0.164771640311357","0.190265019689681"
"Stark","2008","35-65","Realschule","316","0.106566148554351","0.0960208958618364","0.117111401246867"
"Stark","2008","35-65","(Fach-)Abitur","68","0.0746995520867742","0.0582978129724172","0.0911012912011312"
"Stark","2008","35-65","AkademikerIn","193","0.0751383071718065","0.0653583428197543","0.0849182715238588"
"Stark","2008","66 +","(noch) kein Abschluss","30","0.545320091802607","0.413723276994688","0.676916906610527"
"Stark","2008","66 +","Hauptschule","994","0.397349765418833","0.378594146939847","0.416105383897819"
"Stark","2008","66 +","Realschule","169","0.308670702594611","0.269958791288709","0.347382613900513"
"Stark","2008","66 +","(Fach-)Abitur","61","0.335987308942534","0.26773948538271","0.404235132502359"
"Stark","2008","66 +","AkademikerIn","188","0.237601871484113","0.20928768632755","0.265916056640677"
"Ein wenig","2008","17-34","(noch) kein Abschluss","41","0.104990065911336","0.0745669410699136","0.135413190752758"
"Ein wenig","2008","17-34","Hauptschule","182","0.257101509961612","0.225245161458026","0.288957858465198"
"Ein wenig","2008","17-34","Realschule","266","0.241756796524289","0.218125684609725","0.265387908438853"
"Ein wenig","2008","17-34","(Fach-)Abitur","154","0.146530194369827","0.124600984177769","0.168459404561884"
"Ein wenig","2008","17-34","AkademikerIn","90","0.20077283567877","0.166572499263187","0.234973172094353"
"Ein wenig","2008","35-65","(noch) kein Abschluss","47","0.44922166318718","0.351730138629758","0.546713187744603"
"Ein wenig","2008","35-65","Hauptschule","1352","0.396971367279753","0.380649822688807","0.413292911870699"
"Ein wenig","2008","35-65","Realschule","1278","0.399167530153298","0.382430806130719","0.415904254175878"
"Ein wenig","2008","35-65","(Fach-)Abitur","334","0.357946841900141","0.328039055142331","0.387854628657951"
"Ein wenig","2008","35-65","AkademikerIn","945","0.331828498897417","0.314359460957151","0.349297536837683"
"Ein wenig","2008","66 +","(noch) kein Abschluss","21","","",""
"Ein wenig","2008","66 +","Hauptschule","1186","0.449514814342375","0.430448925049909","0.46858070363484"
"Ein wenig","2008","66 +","Realschule","261","0.506418347411954","0.464520795516953","0.548315899306956"
"Ein wenig","2008","66 +","(Fach-)Abitur","86","0.471746337078893","0.399616540656258","0.543876133501528"
"Ein wenig","2008","66 +","AkademikerIn","447","0.520047402401386","0.486811393438973","0.553283411363798"
"Gar nicht","2008","17-34","(noch) kein Abschluss","347","0.893306026616442","0.862666231003058","0.923945822229826"
"Gar nicht","2008","17-34","Hauptschule","521","0.704862605519423","0.671616307214348","0.738108903824499"
"Gar nicht","2008","17-34","Realschule","965","0.739041088608408","0.714802300283528","0.763279876933288"
"Gar nicht","2008","17-34","(Fach-)Abitur","827","0.833532071012622","0.810433144755167","0.856630997270077"
"Gar nicht","2008","17-34","AkademikerIn","434","0.795973238550104","0.761567127663302","0.830379349436906"
"Gar nicht","2008","35-65","(noch) kein Abschluss","31","0.329887777605342","0.237735733479561","0.422039821731123"
"Gar nicht","2008","35-65","Hauptschule","1524","0.425510302719728","0.409016953301674","0.442003652137782"
"Gar nicht","2008","35-65","Realschule","1695","0.49426632129235","0.477179644605508","0.511352997979193"
"Gar nicht","2008","35-65","(Fach-)Abitur","585","0.567353606013085","0.53644474735354","0.598262464672629"
"Gar nicht","2008","35-65","AkademikerIn","1653","0.593033193930776","0.574807370100195","0.611259017761357"
"Gar nicht","2008","66 +","(noch) kein Abschluss","4","","",""
"Gar nicht","2008","66 +","Hauptschule","435","0.153135420238792","0.139332942474596","0.166937898002988"
"Gar nicht","2008","66 +","Realschule","117","0.184910949993434","0.15237688932632","0.217445010660549"
"Gar nicht","2008","66 +","(Fach-)Abitur","37","0.192266353978573","0.135325377349319","0.249207330607826"
"Gar nicht","2008","66 +","AkademikerIn","233","0.242350726114501","0.213844186835984","0.270857265393019"
"Stark","2009","17-34","(noch) kein Abschluss","","","",""
"Stark","2009","17-34","Hauptschule","","","",""
"Stark","2009","17-34","Realschule","","","",""
"Stark","2009","17-34","(Fach-)Abitur","","","",""
"Stark","2009","17-34","AkademikerIn","","","",""
"Stark","2009","35-65","(noch) kein Abschluss","","","",""
"Stark","2009","35-65","Hauptschule","","","",""
"Stark","2009","35-65","Realschule","","","",""
"Stark","2009","35-65","(Fach-)Abitur","","","",""
"Stark","2009","35-65","AkademikerIn","","","",""
"Stark","2009","66 +","(noch) kein Abschluss","","","",""
"Stark","2009","66 +","Hauptschule","","","",""
"Stark","2009","66 +","Realschule","","","",""
"Stark","2009","66 +","(Fach-)Abitur","","","",""
"Stark","2009","66 +","AkademikerIn","","","",""
"Ein wenig","2009","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2009","17-34","Hauptschule","","","",""
"Ein wenig","2009","17-34","Realschule","","","",""
"Ein wenig","2009","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2009","17-34","AkademikerIn","","","",""
"Ein wenig","2009","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2009","35-65","Hauptschule","","","",""
"Ein wenig","2009","35-65","Realschule","","","",""
"Ein wenig","2009","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2009","35-65","AkademikerIn","","","",""
"Ein wenig","2009","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2009","66 +","Hauptschule","","","",""
"Ein wenig","2009","66 +","Realschule","","","",""
"Ein wenig","2009","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2009","66 +","AkademikerIn","","","",""
"Gar nicht","2009","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2009","17-34","Hauptschule","","","",""
"Gar nicht","2009","17-34","Realschule","","","",""
"Gar nicht","2009","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2009","17-34","AkademikerIn","","","",""
"Gar nicht","2009","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2009","35-65","Hauptschule","","","",""
"Gar nicht","2009","35-65","Realschule","","","",""
"Gar nicht","2009","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2009","35-65","AkademikerIn","","","",""
"Gar nicht","2009","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2009","66 +","Hauptschule","","","",""
"Gar nicht","2009","66 +","Realschule","","","",""
"Gar nicht","2009","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2009","66 +","AkademikerIn","","","",""
"Stark","2010","17-34","(noch) kein Abschluss","","","",""
"Stark","2010","17-34","Hauptschule","14","","",""
"Stark","2010","17-34","Realschule","20","","",""
"Stark","2010","17-34","(Fach-)Abitur","9","","",""
"Stark","2010","17-34","AkademikerIn","9","","",""
"Stark","2010","35-65","(noch) kein Abschluss","20","","",""
"Stark","2010","35-65","Hauptschule","460","0.18032750779494","0.165999916853211","0.19465509873667"
"Stark","2010","35-65","Realschule","325","0.126476784541784","0.114343778787396","0.138609790296172"
"Stark","2010","35-65","(Fach-)Abitur","85","0.105474883792858","0.0850875400300711","0.125862227555644"
"Stark","2010","35-65","AkademikerIn","153","0.0751258162053118","0.0646215411059676","0.0856300913046559"
"Stark","2010","66 +","(noch) kein Abschluss","24","","",""
"Stark","2010","66 +","Hauptschule","871","0.388238551095745","0.368295492472132","0.408181609719357"
