"ple0005","year","age_gr","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Stark","2018","35-65","(Fach-)Abitur","260","0.10897223222707","0.0966661609000648","0.121278303554075"
"Stark","2018","35-65","AkademikerIn","273","0.0593262137008952","0.0522792845775847","0.0663731428242057"
"Stark","2018","66 +","(noch) kein Abschluss","41","0.349352192198558","0.247997618807283","0.450706765589833"
"Stark","2018","66 +","Hauptschule","794","0.35085930998991","0.331448086841679","0.370270533138141"
"Stark","2018","66 +","Realschule","232","0.23797156572866","0.211214419422315","0.264728712035005"
"Stark","2018","66 +","(Fach-)Abitur","86","0.273689994426403","0.223069027924307","0.324310960928499"
"Stark","2018","66 +","AkademikerIn","265","0.241505223809558","0.218122323442698","0.264888124176417"
"Ein wenig","2018","17-34","(noch) kein Abschluss","249","0.168433117259471","0.146475847904793","0.190390386614149"
"Ein wenig","2018","17-34","Hauptschule","313","0.240195498367555","0.217647950323845","0.262743046411266"
"Ein wenig","2018","17-34","Realschule","294","0.218685312621324","0.195969549173275","0.241401076069373"
"Ein wenig","2018","17-34","(Fach-)Abitur","289","0.160507506892145","0.143816546782919","0.177198467001371"
"Ein wenig","2018","17-34","AkademikerIn","206","0.158004128488656","0.138518484681056","0.177489772296256"
"Ein wenig","2018","35-65","(noch) kein Abschluss","347","0.312229410592477","0.283290066701506","0.341168754483448"
"Ein wenig","2018","35-65","Hauptschule","1495","0.416964571074328","0.401377897074258","0.432551245074399"
"Ein wenig","2018","35-65","Realschule","1684","0.397536982911879","0.383101321008627","0.411972644815131"
"Ein wenig","2018","35-65","(Fach-)Abitur","821","0.368501605825066","0.349450433616984","0.387552778033148"
"Ein wenig","2018","35-65","AkademikerIn","1323","0.298427522051284","0.28477814675826","0.312076897344307"
"Ein wenig","2018","66 +","(noch) kein Abschluss","29","","",""
"Ein wenig","2018","66 +","Hauptschule","1048","0.454783758338524","0.434530082776225","0.475037433900824"
"Ein wenig","2018","66 +","Realschule","509","0.537938237869116","0.506612025060479","0.569264450677752"
"Ein wenig","2018","66 +","(Fach-)Abitur","142","0.479553079769036","0.422831734481834","0.536274425056237"
"Ein wenig","2018","66 +","AkademikerIn","648","0.482954067408239","0.455653209501403","0.510254925315075"
"Gar nicht","2018","17-34","(noch) kein Abschluss","806","0.804083568767536","0.780797186739141","0.827369950795931"
"Gar nicht","2018","17-34","Hauptschule","983","0.68182383484704","0.657240778929641","0.70640689076444"
"Gar nicht","2018","17-34","Realschule","924","0.734796022374975","0.710536739955149","0.759055304794801"
"Gar nicht","2018","17-34","(Fach-)Abitur","1520","0.816493464039241","0.798892868577885","0.834094059500597"
"Gar nicht","2018","17-34","AkademikerIn","1100","0.822916464962149","0.802522929215382","0.843310000708917"
"Gar nicht","2018","35-65","(noch) kein Abschluss","420","0.410251573156345","0.379533887002122","0.440969259310568"
"Gar nicht","2018","35-65","Hauptschule","1651","0.39602947714718","0.380568817157181","0.411490137137178"
"Gar nicht","2018","35-65","Realschule","2199","0.477319002915848","0.46258551894709","0.492052486884606"
"Gar nicht","2018","35-65","(Fach-)Abitur","1382","0.522526161947864","0.502799904573242","0.542252419322486"
"Gar nicht","2018","35-65","AkademikerIn","2721","0.642246264247821","0.627947452488151","0.656545076007491"
"Gar nicht","2018","66 +","(noch) kein Abschluss","15","","",""
"Gar nicht","2018","66 +","Hauptschule","480","0.194356931671566","0.178262029628187","0.210451833714945"
"Gar nicht","2018","66 +","Realschule","232","0.224090196402224","0.197889748296824","0.250290644507624"
"Gar nicht","2018","66 +","(Fach-)Abitur","70","0.246756925804561","0.197808107916931","0.295705743692191"
"Gar nicht","2018","66 +","AkademikerIn","374","0.275540708782203","0.251131219292357","0.299950198272049"
"Stark","2019","17-34","(noch) kein Abschluss","4","","",""
"Stark","2019","17-34","Hauptschule","1","","",""
"Stark","2019","17-34","Realschule","1","","",""
"Stark","2019","17-34","(Fach-)Abitur","4","","",""
"Stark","2019","17-34","AkademikerIn","","","",""
"Stark","2019","35-65","(noch) kein Abschluss","17","","",""
"Stark","2019","35-65","Hauptschule","4","","",""
"Stark","2019","35-65","Realschule","","","",""
"Stark","2019","35-65","(Fach-)Abitur","1","","",""
"Stark","2019","35-65","AkademikerIn","2","","",""
"Stark","2019","66 +","(noch) kein Abschluss","3","","",""
"Stark","2019","66 +","Hauptschule","","","",""
"Stark","2019","66 +","Realschule","","","",""
"Stark","2019","66 +","(Fach-)Abitur","1","","",""
"Stark","2019","66 +","AkademikerIn","","","",""
"Ein wenig","2019","17-34","(noch) kein Abschluss","13","","",""
"Ein wenig","2019","17-34","Hauptschule","4","","",""
"Ein wenig","2019","17-34","Realschule","1","","",""
"Ein wenig","2019","17-34","(Fach-)Abitur","1","","",""
"Ein wenig","2019","17-34","AkademikerIn","","","",""
"Ein wenig","2019","35-65","(noch) kein Abschluss","18","","",""
"Ein wenig","2019","35-65","Hauptschule","2","","",""
"Ein wenig","2019","35-65","Realschule","","","",""
"Ein wenig","2019","35-65","(Fach-)Abitur","6","","",""
"Ein wenig","2019","35-65","AkademikerIn","2","","",""
"Ein wenig","2019","66 +","(noch) kein Abschluss","1","","",""
"Ein wenig","2019","66 +","Hauptschule","","","",""
"Ein wenig","2019","66 +","Realschule","","","",""
"Ein wenig","2019","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2019","66 +","AkademikerIn","1","","",""
"Gar nicht","2019","17-34","(noch) kein Abschluss","36","0.676428403547291","0.550476055023552","0.802380752071029"
"Gar nicht","2019","17-34","Hauptschule","26","","",""
"Gar nicht","2019","17-34","Realschule","3","","",""
"Gar nicht","2019","17-34","(Fach-)Abitur","8","","",""
"Gar nicht","2019","17-34","AkademikerIn","12","","",""
"Gar nicht","2019","35-65","(noch) kein Abschluss","35","0.383730650922802","0.269811274186292","0.497650027659312"
"Gar nicht","2019","35-65","Hauptschule","8","","",""
"Gar nicht","2019","35-65","Realschule","","","",""
"Gar nicht","2019","35-65","(Fach-)Abitur","5","","",""
"Gar nicht","2019","35-65","AkademikerIn","6","","",""
"Gar nicht","2019","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2019","66 +","Hauptschule","","","",""
"Gar nicht","2019","66 +","Realschule","","","",""
"Gar nicht","2019","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2019","66 +","AkademikerIn","","","",""
"Stark","2020","17-34","(noch) kein Abschluss","49","0.0602854909755591","0.0464324240921057","0.0741385578590125"
"Stark","2020","17-34","Hauptschule","86","0.0894934699464504","0.0740473863981089","0.104939553494792"
"Stark","2020","17-34","Realschule","37","0.0365467432760936","0.0255424749837725","0.0475510115684147"
"Stark","2020","17-34","(Fach-)Abitur","61","0.0273192404713437","0.0202157856488481","0.0344226952938393"
"Stark","2020","17-34","AkademikerIn","43","0.013442618705068","0.00788938200996566","0.0189958554001703"
"Stark","2020","35-65","(noch) kein Abschluss","236","0.27259268180722","0.245671590428039","0.2995137731864"
"Stark","2020","35-65","Hauptschule","598","0.188576124092655","0.175382934467612","0.201769313717697"
"Stark","2020","35-65","Realschule","480","0.119716656741918","0.109749464917156","0.129683848566681"
"Stark","2020","35-65","(Fach-)Abitur","253","0.087791153493532","0.0771267400478208","0.0984555669392431"
"Stark","2020","35-65","AkademikerIn","299","0.0521525188924899","0.0458103476292424","0.0584946901557374"
"Stark","2020","66 +","(noch) kein Abschluss","42","0.517055332920962","0.403201035039963","0.630909630801961"
"Stark","2020","66 +","Hauptschule","674","0.338204029614939","0.317734358688837","0.358673700541041"
"Stark","2020","66 +","Realschule","246","0.247908296742332","0.22186493390645","0.273951659578214"
"Stark","2020","66 +","(Fach-)Abitur","79","0.299786145800718","0.250502800663672","0.349069490937764"
"Stark","2020","66 +","AkademikerIn","271","0.230105220449068","0.208073266890145","0.252137174007991"
"Ein wenig","2020","17-34","(noch) kein Abschluss","217","0.178513887428566","0.156225549666985","0.200802225190148"
"Ein wenig","2020","17-34","Hauptschule","333","0.264424042789125","0.240559923748216","0.288288161830033"
"Ein wenig","2020","17-34","Realschule","282","0.239635602764007","0.214602881581687","0.264668323946327"
"Ein wenig","2020","17-34","(Fach-)Abitur","430","0.190223614187133","0.173120904724943","0.207326323649323"
"Ein wenig","2020","17-34","AkademikerIn","314","0.171063200603694","0.152904612554946","0.189221788652442"
"Ein wenig","2020","35-65","(noch) kein Abschluss","376","0.406389219273787","0.376695218735892","0.436083219811683"
"Ein wenig","2020","35-65","Hauptschule","1389","0.43474835187637","0.41802888398914","0.451467819763601"
"Ein wenig","2020","35-65","Realschule","1739","0.444340631562301","0.429084422937249","0.459596840187353"
"Ein wenig","2020","35-65","(Fach-)Abitur","965","0.373822092985946","0.355589610334956","0.392054575636937"
"Ein wenig","2020","35-65","AkademikerIn","1473","0.330562819359081","0.317144040138082","0.34398159858008"
"Ein wenig","2020","66 +","(noch) kein Abschluss","25","","",""
"Ein wenig","2020","66 +","Hauptschule","976","0.476369701532393","0.454760244119762","0.497979158945025"
"Ein wenig","2020","66 +","Realschule","568","0.546372660006288","0.516345779033581","0.576399540978994"
"Ein wenig","2020","66 +","(Fach-)Abitur","174","0.464144979125719","0.410499944523108","0.517790013728329"
"Ein wenig","2020","66 +","AkademikerIn","727","0.503920405089598","0.47774877711253","0.530092033066666"
"Gar nicht","2020","17-34","(noch) kein Abschluss","868","0.761200621595875","0.736385996003629","0.786015247188121"
"Gar nicht","2020","17-34","Hauptschule","893","0.646082487264425","0.620207735934815","0.671957238594035"
"Gar nicht","2020","17-34","Realschule","798","0.7238176539599","0.697597571851101","0.750037736068699"
"Gar nicht","2020","17-34","(Fach-)Abitur","1532","0.782457145341524","0.764478670708702","0.800435619974346"
"Gar nicht","2020","17-34","AkademikerIn","1295","0.815494180691238","0.796789145188122","0.834199216194354"
"Gar nicht","2020","35-65","(noch) kein Abschluss","439","0.321018098918993","0.292792667339321","0.349243530498665"
"Gar nicht","2020","35-65","Hauptschule","1390","0.376675524030975","0.360332841226218","0.393018206835732"
"Gar nicht","2020","35-65","Realschule","1856","0.43594271169578","0.42071759595732","0.451167827434241"
"Gar nicht","2020","35-65","(Fach-)Abitur","1487","0.538386753520522","0.519600041822675","0.557173465218368"
"Gar nicht","2020","35-65","AkademikerIn","2949","0.617284661748429","0.603419920540108","0.631149402956751"
"Gar nicht","2020","66 +","(noch) kein Abschluss","7","","",""
"Gar nicht","2020","66 +","Hauptschule","402","0.185426268852667","0.168610751138668","0.202241786566667"
"Gar nicht","2020","66 +","Realschule","242","0.205719043251381","0.181338664115838","0.230099422386923"
"Gar nicht","2020","66 +","(Fach-)Abitur","79","0.236068875073563","0.190388935907215","0.281748814239911"
"Gar nicht","2020","66 +","AkademikerIn","404","0.265974374461334","0.242845761256287","0.289102987666381"
