year,bula_h,sampreg,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Saxony-Anhalt,East,Not at all,0.50065,514,969,0.46915,0.53215
2002,Thuringa,East,Strong,0.10670,86,965,0.08721,0.12619
2002,Thuringa,East,A Little,0.35735,304,965,0.32710,0.38760
2002,Thuringa,East,Not at all,0.53594,575,965,0.50446,0.56743
2004,Schleswig-Holstein,West,Strong,0.11142,61,669,0.08756,0.13529
2004,Schleswig-Holstein,West,A Little,0.25481,159,669,0.22176,0.28785
2004,Schleswig-Holstein,West,Not at all,0.63377,449,669,0.59723,0.67030
2004,Hamburg,West,Strong,0.16126,33,293,0.11908,0.20344
2004,Hamburg,West,A Little,0.23549,63,293,0.18682,0.28416
2004,Hamburg,West,Not at all,0.60325,197,293,0.54714,0.65937
2004,Lower Saxony,West,Strong,0.11633,172,1877,0.10182,0.13084
2004,Lower Saxony,West,A Little,0.31399,542,1877,0.29299,0.33499
2004,Lower Saxony,West,Not at all,0.56968,1163,1877,0.54727,0.59208
2004,Bremen,West,A Little,0.27663,41,150,0.20481,0.34846
2004,Bremen,West,Not at all,0.58113,109,150,0.50191,0.66035
2004,North Rhine-Westphalia,West,Strong,0.13234,467,4532,0.12247,0.14221
2004,North Rhine-Westphalia,West,A Little,0.28763,1209,4532,0.27445,0.30081
2004,North Rhine-Westphalia,West,Not at all,0.58003,2856,4532,0.56566,0.59440
2004,Hesse,West,Strong,0.14143,154,1438,0.12341,0.15945
2004,Hesse,West,A Little,0.28007,388,1438,0.25686,0.30329
2004,Hesse,West,Not at all,0.57850,896,1438,0.55296,0.60403
2004,"Rhineland-Palatinate, Saarland",West,Strong,0.11877,131,1302,0.10119,0.13635
2004,"Rhineland-Palatinate, Saarland",West,A Little,0.28745,342,1302,0.26285,0.31204
2004,"Rhineland-Palatinate, Saarland",West,Not at all,0.59378,829,1302,0.56709,0.62047
2004,Baden-Wuerttemberg,West,Strong,0.10682,226,2598,0.09494,0.11870
2004,Baden-Wuerttemberg,West,A Little,0.29663,700,2598,0.27906,0.31419
2004,Baden-Wuerttemberg,West,Not at all,0.59655,1672,2598,0.57768,0.61542
2004,Bavaria,West,Strong,0.10874,254,3031,0.09765,0.11982
2004,Bavaria,West,A Little,0.30085,831,3031,0.28452,0.31718
2004,Bavaria,West,Not at all,0.59041,1946,3031,0.57290,0.60792
2004,Berlin,West,Strong,0.12694,47,435,0.09562,0.15826
2004,Berlin,West,A Little,0.31683,135,435,0.27306,0.36060
2004,Berlin,West,Not at all,0.55622,253,435,0.50948,0.60297
2004,Berlin,East,Strong,0.11474,39,368,0.08214,0.14735
2004,Berlin,East,A Little,0.31009,112,368,0.26277,0.35742
2004,Berlin,East,Not at all,0.57516,217,368,0.52459,0.62574
2004,Brandenburg,East,Strong,0.15798,113,901,0.13415,0.18181
2004,Brandenburg,East,A Little,0.35354,323,901,0.32230,0.38477
2004,Brandenburg,East,Not at all,0.48848,465,901,0.45583,0.52114
2004,Mecklenburg-Western Pomerania,East,Strong,0.10385,46,510,0.07735,0.13035
2004,Mecklenburg-Western Pomerania,East,A Little,0.38532,178,510,0.34304,0.42760
2004,Mecklenburg-Western Pomerania,East,Not at all,0.51083,286,510,0.46740,0.55426
2004,Saxony,East,Strong,0.13435,166,1567,0.11746,0.15124
2004,Saxony,East,A Little,0.31839,481,1567,0.29531,0.34146
2004,Saxony,East,Not at all,0.54727,920,1567,0.52261,0.57192
2004,Saxony-Anhalt,East,Strong,0.14923,108,921,0.12620,0.17225
2004,Saxony-Anhalt,East,A Little,0.34291,316,921,0.31223,0.37358
2004,Saxony-Anhalt,East,Not at all,0.50786,497,921,0.47556,0.54017
2004,Thuringa,East,Strong,0.13240,101,943,0.11075,0.15404
2004,Thuringa,East,A Little,0.34504,308,943,0.31468,0.37540
2004,Thuringa,East,Not at all,0.52256,534,943,0.49066,0.55446
2006,Schleswig-Holstein,West,Strong,0.12891,77,673,0.10357,0.15424
2006,Schleswig-Holstein,West,A Little,0.30840,195,673,0.27348,0.34332
2006,Schleswig-Holstein,West,Not at all,0.56269,401,673,0.52519,0.60020
2006,Hamburg,West,A Little,0.26623,68,276,0.21399,0.31847
2006,Hamburg,West,Not at all,0.61271,208,276,0.55513,0.67028
2006,Lower Saxony,West,Strong,0.10272,184,1953,0.08926,0.11619
2006,Lower Saxony,West,A Little,0.32084,577,1953,0.30013,0.34155
2006,Lower Saxony,West,Not at all,0.57643,1192,1953,0.55451,0.59835
2006,Bremen,West,A Little,0.34957,45,132,0.26792,0.43123
2006,Bremen,West,Not at all,0.53502,87,132,0.44961,0.62044
2006,North Rhine-Westphalia,West,Strong,0.11658,456,4540,0.10724,0.12591
2006,North Rhine-Westphalia,West,A Little,0.30100,1305,4540,0.28765,0.31434
2006,North Rhine-Westphalia,West,Not at all,0.58243,2779,4540,0.56808,0.59677
2006,Hesse,West,Strong,0.12946,168,1478,0.11233,0.14658
2006,Hesse,West,A Little,0.30253,436,1478,0.27910,0.32596
2006,Hesse,West,Not at all,0.56801,874,1478,0.54275,0.59328
2006,"Rhineland-Palatinate, Saarland",West,Strong,0.11354,136,1288,0.09621,0.13087
2006,"Rhineland-Palatinate, Saarland",West,A Little,0.26379,315,1288,0.23971,0.28787
2006,"Rhineland-Palatinate, Saarland",West,Not at all,0.62267,837,1288,0.59619,0.64915
2006,Baden-Wuerttemberg,West,Strong,0.11590,261,2712,0.10385,0.12795
2006,Baden-Wuerttemberg,West,A Little,0.27790,711,2712,0.26104,0.29476
2006,Baden-Wuerttemberg,West,Not at all,0.60620,1740,2712,0.58781,0.62459
2006,Bavaria,West,Strong,0.11639,299,3133,0.10516,0.12763
2006,Bavaria,West,A Little,0.30031,878,3133,0.28425,0.31636
2006,Bavaria,West,Not at all,0.58330,1956,3133,0.56603,0.60056
2006,Berlin,West,Strong,0.09879,40,434,0.07068,0.12689
2006,Berlin,West,A Little,0.41190,161,434,0.36554,0.45826
2006,Berlin,West,Not at all,0.48931,233,434,0.44222,0.53639
2006,Berlin,East,Strong,0.13629,39,346,0.10009,0.17250
2006,Berlin,East,A Little,0.34389,124,346,0.29376,0.39401
2006,Berlin,East,Not at all,0.51982,183,346,0.46710,0.57254
2006,Brandenburg,East,Strong,0.12348,108,937,0.10240,0.14456
2006,Brandenburg,East,A Little,0.39342,360,937,0.36212,0.42472
2006,Brandenburg,East,Not at all,0.48310,469,937,0.45109,0.51511
2006,Mecklenburg-Western Pomerania,East,Strong,0.14080,63,547,0.11163,0.16998
2006,Mecklenburg-Western Pomerania,East,A Little,0.37721,201,547,0.33656,0.41787
2006,Mecklenburg-Western Pomerania,East,Not at all,0.48198,283,547,0.44007,0.52389
2006,Saxony,East,Strong,0.12536,163,1577,0.10901,0.14170
2006,Saxony,East,A Little,0.34966,537,1577,0.32612,0.37321
2006,Saxony,East,Not at all,0.52498,877,1577,0.50032,0.54963
2006,Saxony-Anhalt,East,Strong,0.14173,108,911,0.11907,0.16439
2006,Saxony-Anhalt,East,A Little,0.34350,325,911,0.31265,0.37435
2006,Saxony-Anhalt,East,Not at all,0.51477,478,911,0.48230,0.54724
2006,Thuringa,East,Strong,0.12764,101,947,0.10637,0.14890
2006,Thuringa,East,A Little,0.35845,333,947,0.32789,0.38901
2006,Thuringa,East,Not at all,0.51391,513,947,0.48206,0.54576
2008,Schleswig-Holstein,West,Strong,0.14113,73,552,0.11206,0.17020
2008,Schleswig-Holstein,West,A Little,0.29535,169,552,0.25726,0.33345
2008,Schleswig-Holstein,West,Not at all,0.56352,310,552,0.52210,0.60493
2008,Hamburg,West,A Little,0.23313,60,250,0.18061,0.28565
2008,Hamburg,West,Not at all,0.61289,190,250,0.55239,0.67340
2008,Lower Saxony,West,Strong,0.09760,160,1737,0.08364,0.11156
2008,Lower Saxony,West,A Little,0.34363,548,1737,0.32129,0.36597
2008,Lower Saxony,West,Not at all,0.55877,1029,1737,0.53542,0.58213
2008,Bremen,West,A Little,0.29130,35,128,0.21228,0.37032
2008,Bremen,West,Not at all,0.60106,93,128,0.51590,0.68623
2008,North Rhine-Westphalia,West,Strong,0.12039,411,3923,0.11020,0.13057
2008,North Rhine-Westphalia,West,A Little,0.30127,1117,3923,0.28691,0.31563
2008,North Rhine-Westphalia,West,Not at all,0.57834,2395,3923,0.56289,0.59380
2008,Hesse,West,Strong,0.12321,148,1308,0.10539,0.14103
2008,Hesse,West,A Little,0.28210,365,1308,0.25770,0.30650
2008,Hesse,West,Not at all,0.59470,795,1308,0.56808,0.62131
2008,"Rhineland-Palatinate, Saarland",West,Strong,0.12728,123,1093,0.10751,0.14705
2008,"Rhineland-Palatinate, Saarland",West,A Little,0.27688,269,1093,0.25034,0.30341
2008,"Rhineland-Palatinate, Saarland",West,Not at all,0.59585,701,1093,0.56674,0.62495
2008,Baden-Wuerttemberg,West,Strong,0.10756,231,2353,0.09504,0.12009
2008,Baden-Wuerttemberg,West,A Little,0.28520,642,2353,0.26695,0.30345
2008,Baden-Wuerttemberg,West,Not at all,0.60724,1480,2353,0.58750,0.62697
2008,Bavaria,West,Strong,0.11521,267,2742,0.10325,0.12716
2008,Bavaria,West,A Little,0.28056,770,2742,0.26374,0.29738
2008,Bavaria,West,Not at all,0.60424,1705,2742,0.58593,0.62254
2008,Berlin,West,Strong,0.10361,32,385,0.07313,0.13409
2008,Berlin,West,A Little,0.38027,133,385,0.33172,0.42883
2008,Berlin,West,Not at all,0.51612,220,385,0.46613,0.56610
2008,Berlin,East,Strong,0.12779,39,332,0.09182,0.16375
2008,Berlin,East,A Little,0.31579,100,332,0.26572,0.36587
2008,Berlin,East,Not at all,0.55642,193,332,0.50290,0.60994
2008,Brandenburg,East,Strong,0.13875,105,822,0.11510,0.16239
2008,Brandenburg,East,A Little,0.35336,307,822,0.32066,0.38606
2008,Brandenburg,East,Not at all,0.50789,410,822,0.47369,0.54209
2008,Mecklenburg-Western Pomerania,East,Strong,0.12750,57,490,0.09794,0.15706
2008,Mecklenburg-Western Pomerania,East,A Little,0.40075,183,490,0.35731,0.44418
2008,Mecklenburg-Western Pomerania,East,Not at all,0.47176,250,490,0.42751,0.51600
2008,Saxony,East,Strong,0.11023,147,1433,0.09400,0.12645
2008,Saxony,East,A Little,0.37126,495,1433,0.34623,0.39628
2008,Saxony,East,Not at all,0.51852,791,1433,0.49264,0.54440
2008,Saxony-Anhalt,East,Strong,0.10764,86,813,0.08632,0.12895
2008,Saxony-Anhalt,East,A Little,0.34836,272,813,0.31559,0.38113
2008,Saxony-Anhalt,East,Not at all,0.54400,455,813,0.50975,0.57826
2008,Thuringa,East,Strong,0.12390,98,871,0.10201,0.14580
2008,Thuringa,East,A Little,0.31463,293,871,0.28377,0.34548
2008,Thuringa,East,Not at all,0.56147,480,871,0.52850,0.59444
2014,Schleswig-Holstein,West,Strong,0.10835,95,925,0.08831,0.12840
2014,Schleswig-Holstein,West,A Little,0.35451,264,925,0.32367,0.38535
2014,Schleswig-Holstein,West,Not at all,0.53714,566,925,0.50499,0.56929
2014,Hamburg,West,Strong,0.10607,39,444,0.07740,0.13475
2014,Hamburg,West,A Little,0.24308,96,444,0.20313,0.28302
2014,Hamburg,West,Not at all,0.65085,309,444,0.60646,0.69524
2014,Lower Saxony,West,Strong,0.12473,244,2602,0.11204,0.13743
2014,Lower Saxony,West,A Little,0.30436,738,2602,0.28667,0.32204
2014,Lower Saxony,West,Not at all,0.57091,1620,2602,0.55189,0.58993
2014,Bremen,West,A Little,0.38263,56,199,0.31493,0.45033
2014,Bremen,West,Not at all,0.56349,143,199,0.49441,0.63257
2014,North Rhine-Westphalia,West,Strong,0.12886,562,5625,0.12010,0.13762
2014,North Rhine-Westphalia,West,A Little,0.30311,1568,5625,0.29110,0.31512
2014,North Rhine-Westphalia,West,Not at all,0.56803,3495,5625,0.55508,0.58098
2014,Hesse,West,Strong,0.12992,204,1881,0.11472,0.14511
2014,Hesse,West,A Little,0.28546,496,1881,0.26504,0.30587
2014,Hesse,West,Not at all,0.58463,1181,1881,0.56235,0.60690
2014,"Rhineland-Palatinate, Saarland",West,Strong,0.10820,137,1582,0.09288,0.12351
2014,"Rhineland-Palatinate, Saarland",West,A Little,0.31708,465,1582,0.29414,0.34002
2014,"Rhineland-Palatinate, Saarland",West,Not at all,0.57472,980,1582,0.55035,0.59909
2014,Baden-Wuerttemberg,West,Strong,0.10282,265,3214,0.09231,0.11332
2014,Baden-Wuerttemberg,West,A Little,0.29866,835,3214,0.28284,0.31449
2014,Baden-Wuerttemberg,West,Not at all,0.59852,2114,3214,0.58157,0.61547
2014,Bavaria,West,Strong,0.11080,387,4391,0.10151,0.12008
2014,Bavaria,West,A Little,0.27073,1099,4391,0.25759,0.28387
2014,Bavaria,West,Not at all,0.61847,2905,4391,0.60410,0.63284
2014,Berlin,West,Strong,0.12578,53,567,0.09846,0.15309
2014,Berlin,West,A Little,0.34362,184,567,0.30449,0.38275
2014,Berlin,West,Not at all,0.53060,330,567,0.48949,0.57172
2014,Berlin,East,Strong,0.18323,53,418,0.14610,0.22036
2014,Berlin,East,A Little,0.39013,146,418,0.34331,0.43695
2014,Berlin,East,Not at all,0.42664,219,418,0.37917,0.47411
2014,Brandenburg,East,Strong,0.19477,165,1020,0.17046,0.21909
2014,Brandenburg,East,A Little,0.37903,368,1020,0.34924,0.40881
2014,Brandenburg,East,Not at all,0.42620,487,1020,0.39584,0.45657
2014,Mecklenburg-Western Pomerania,East,Strong,0.16371,67,556,0.13293,0.19450
2014,Mecklenburg-Western Pomerania,East,A Little,0.34231,189,556,0.30283,0.38178
2014,Mecklenburg-Western Pomerania,East,Not at all,0.49398,300,556,0.45238,0.53558
2014,Saxony,East,Strong,0.11647,171,1615,0.10082,0.13212
2014,Saxony,East,A Little,0.36501,553,1615,0.34153,0.38850
2014,Saxony,East,Not at all,0.51852,891,1615,0.49414,0.54289
2014,Saxony-Anhalt,East,Strong,0.14656,122,965,0.12423,0.16888
2014,Saxony-Anhalt,East,A Little,0.35409,330,965,0.32391,0.38428
2014,Saxony-Anhalt,East,Not at all,0.49935,513,965,0.46778,0.53091
2014,Thuringa,East,Strong,0.13166,111,990,0.11058,0.15273
2014,Thuringa,East,A Little,0.33022,325,990,0.30091,0.35953
2014,Thuringa,East,Not at all,0.53813,554,990,0.50705,0.56920
2016,Schleswig-Holstein,West,Strong,0.10226,106,993,0.08341,0.12112
2016,Schleswig-Holstein,West,A Little,0.34434,284,993,0.31477,0.37391
2016,Schleswig-Holstein,West,Not at all,0.55339,603,993,0.52246,0.58433
2016,Hamburg,West,Strong,0.13775,47,458,0.10615,0.16935
2016,Hamburg,West,A Little,0.24002,103,458,0.20087,0.27918
2016,Hamburg,West,Not at all,0.62223,308,458,0.57777,0.66668
2016,Lower Saxony,West,Strong,0.12895,261,2693,0.11629,0.14161
2016,Lower Saxony,West,A Little,0.31385,761,2693,0.29632,0.33139
2016,Lower Saxony,West,Not at all,0.55719,1671,2693,0.53843,0.57596
2016,Bremen,West,A Little,0.34527,47,213,0.28126,0.40927
2016,Bremen,West,Not at all,0.57962,166,213,0.51317,0.64607
2016,North Rhine-Westphalia,West,Strong,0.12660,552,5668,0.11794,0.13525
2016,North Rhine-Westphalia,West,A Little,0.29282,1454,5668,0.28097,0.30467
2016,North Rhine-Westphalia,West,Not at all,0.58058,3662,5668,0.56773,0.59343
2016,Hesse,West,Strong,0.12998,194,1819,0.11452,0.14543
2016,Hesse,West,A Little,0.28146,509,1819,0.26079,0.30213
2016,Hesse,West,Not at all,0.58857,1116,1819,0.56595,0.61119
2016,"Rhineland-Palatinate, Saarland",West,Strong,0.09768,156,1736,0.08371,0.11165
2016,"Rhineland-Palatinate, Saarland",West,A Little,0.33802,507,1736,0.31576,0.36028
2016,"Rhineland-Palatinate, Saarland",West,Not at all,0.56430,1073,1736,0.54096,0.58763
2016,Baden-Wuerttemberg,West,Strong,0.10313,254,3170,0.09254,0.11372
2016,Baden-Wuerttemberg,West,A Little,0.32952,923,3170,0.31315,0.34588
2016,Baden-Wuerttemberg,West,Not at all,0.56735,1993,3170,0.55010,0.58460
2016,Bavaria,West,Strong,0.10428,361,4193,0.09503,0.11353
2016,Bavaria,West,A Little,0.29384,1115,4193,0.28005,0.30763
2016,Bavaria,West,Not at all,0.60188,2717,4193,0.58707,0.61670
2016,Berlin,West,Strong,0.15910,76,582,0.12936,0.18884
2016,Berlin,West,A Little,0.26479,164,582,0.22891,0.30067
2016,Berlin,West,Not at all,0.57611,342,582,0.53593,0.61629
2016,Berlin,East,Strong,0.18323,57,422,0.14627,0.22018
2016,Berlin,East,A Little,0.33151,137,422,0.28655,0.37648
2016,Berlin,East,Not at all,0.48526,228,422,0.43752,0.53300
2016,Brandenburg,East,Strong,0.17703,158,1044,0.15386,0.20019
2016,Brandenburg,East,A Little,0.39635,376,1044,0.36666,0.42603
2016,Brandenburg,East,Not at all,0.42662,510,1044,0.39661,0.45664
2016,Mecklenburg-Western Pomerania,East,Strong,0.13518,67,588,0.10752,0.16284
2016,Mecklenburg-Western Pomerania,East,A Little,0.33651,193,588,0.29828,0.37473
2016,Mecklenburg-Western Pomerania,East,Not at all,0.52831,328,588,0.48793,0.56870
2016,Saxony,East,Strong,0.09701,162,1581,0.08242,0.11160
2016,Saxony,East,A Little,0.33625,531,1581,0.31296,0.35955
2016,Saxony,East,Not at all,0.56674,888,1581,0.54230,0.59117
2016,Saxony-Anhalt,East,Strong,0.13583,107,913,0.11359,0.15806
2016,Saxony-Anhalt,East,A Little,0.40893,339,913,0.37702,0.44084
2016,Saxony-Anhalt,East,Not at all,0.45524,467,913,0.42292,0.48756
2016,Thuringa,East,Strong,0.11728,108,974,0.09706,0.13750
2016,Thuringa,East,A Little,0.29062,308,974,0.26209,0.31915
2016,Thuringa,East,Not at all,0.59210,558,974,0.56122,0.62298
2018,Schleswig-Holstein,West,Strong,0.11538,109,1081,0.09633,0.13444
2018,Schleswig-Holstein,West,A Little,0.28164,272,1081,0.25482,0.30847
2018,Schleswig-Holstein,West,Not at all,0.60297,700,1081,0.57379,0.63216
2018,Hamburg,West,Strong,0.14712,58,536,0.11710,0.17713
2018,Hamburg,West,A Little,0.19374,121,536,0.16025,0.22723
2018,Hamburg,West,Not at all,0.65915,357,536,0.61898,0.69931
2018,Lower Saxony,West,Strong,0.11919,244,3036,0.10766,0.13072
2018,Lower Saxony,West,A Little,0.32019,837,3036,0.30359,0.33678
2018,Lower Saxony,West,Not at all,0.56062,1955,3036,0.54297,0.57828
2018,Bremen,West,A Little,0.44343,93,269,0.38395,0.50291
2018,Bremen,West,Not at all,0.48364,176,269,0.42381,0.54347
2018,North Rhine-Westphalia,West,Strong,0.13254,662,6221,0.12412,0.14097
2018,North Rhine-Westphalia,West,A Little,0.30579,1738,6221,0.29434,0.31724
2018,North Rhine-Westphalia,West,Not at all,0.56167,3821,6221,0.54934,0.57400
2018,Hesse,West,Strong,0.12571,198,2089,0.11149,0.13993
2018,Hesse,West,A Little,0.30874,620,2089,0.28892,0.32855
2018,Hesse,West,Not at all,0.56556,1271,2089,0.54430,0.58682
2018,"Rhineland-Palatinate, Saarland",West,Strong,0.10415,175,1700,0.08962,0.11867
2018,"Rhineland-Palatinate, Saarland",West,A Little,0.35296,501,1700,0.33023,0.37568
2018,"Rhineland-Palatinate, Saarland",West,Not at all,0.54290,1024,1700,0.51921,0.56659
2018,Baden-Wuerttemberg,West,Strong,0.09320,261,3144,0.08303,0.10336
2018,Baden-Wuerttemberg,West,A Little,0.31585,890,3144,0.29959,0.33210
2018,Baden-Wuerttemberg,West,Not at all,0.59096,1993,3144,0.57377,0.60815
2018,Bavaria,West,Strong,0.10787,404,4322,0.09862,0.11712
2018,Bavaria,West,A Little,0.29670,1160,4322,0.28307,0.31032
2018,Bavaria,West,Not at all,0.59544,2758,4322,0.58080,0.61007
2018,Berlin,West,Strong,0.14419,84,685,0.11786,0.17051
2018,Berlin,West,A Little,0.29812,219,685,0.26384,0.33240
2018,Berlin,West,Not at all,0.55769,382,685,0.52047,0.59491
2018,Berlin,East,Strong,0.18149,57,439,0.14540,0.21759
2018,Berlin,East,A Little,0.31553,149,439,0.27201,0.35905
2018,Berlin,East,Not at all,0.50298,233,439,0.45615,0.54980
2018,Brandenburg,East,Strong,0.12843,163,1131,0.10893,0.14794
2018,Brandenburg,East,A Little,0.37741,416,1131,0.34915,0.40567
2018,Brandenburg,East,Not at all,0.49415,552,1131,0.46500,0.52331
2018,Mecklenburg-Western Pomerania,East,Strong,0.15434,69,648,0.12650,0.18218
2018,Mecklenburg-Western Pomerania,East,A Little,0.31466,195,648,0.27888,0.35044
2018,Mecklenburg-Western Pomerania,East,Not at all,0.53100,384,648,0.49254,0.56945
2018,Saxony,East,Strong,0.09978,167,1739,0.08569,0.11387
2018,Saxony,East,A Little,0.34968,582,1739,0.32726,0.37210
2018,Saxony,East,Not at all,0.55054,990,1739,0.52716,0.57393
2018,Saxony-Anhalt,East,Strong,0.14342,112,997,0.12165,0.16519
2018,Saxony-Anhalt,East,A Little,0.42345,391,997,0.39276,0.45414
2018,Saxony-Anhalt,East,Not at all,0.43313,494,997,0.40236,0.46390
2018,Thuringa,East,Strong,0.07845,86,1037,0.06208,0.09482
2018,Thuringa,East,A Little,0.32943,343,1037,0.30081,0.35805
2018,Thuringa,East,Not at all,0.59212,608,1037,0.56219,0.62204
2020,Schleswig-Holstein,West,Strong,0.11215,97,1067,0.09321,0.13110
2020,Schleswig-Holstein,West,A Little,0.33758,292,1067,0.30919,0.36597
2020,Schleswig-Holstein,West,Not at all,0.55027,678,1067,0.52040,0.58013
2020,Hamburg,West,Strong,0.15578,55,606,0.12688,0.18468
2020,Hamburg,West,A Little,0.21521,125,606,0.18246,0.24796
2020,Hamburg,West,Not at all,0.62901,426,606,0.59052,0.66751
2020,Lower Saxony,West,Strong,0.12584,260,2881,0.11373,0.13795
2020,Lower Saxony,West,A Little,0.34605,879,2881,0.32867,0.36342
2020,Lower Saxony,West,Not at all,0.52812,1742,2881,0.50988,0.54635
2020,Bremen,West,A Little,0.45919,112,283,0.40102,0.51735
2020,Bremen,West,Not at all,0.42582,171,283,0.36811,0.48354
2020,North Rhine-Westphalia,West,Strong,0.12550,663,6558,0.11748,0.13352
2020,North Rhine-Westphalia,West,A Little,0.32739,1972,6558,0.31603,0.33875
2020,North Rhine-Westphalia,West,Not at all,0.54711,3923,6558,0.53506,0.55916
2020,Hesse,West,Strong,0.10478,167,2085,0.09163,0.11793
2020,Hesse,West,A Little,0.33551,626,2085,0.31524,0.35578
2020,Hesse,West,Not at all,0.55971,1292,2085,0.53839,0.58102
2020,"Rhineland-Palatinate, Saarland",West,Strong,0.11659,151,1578,0.10075,0.13243
2020,"Rhineland-Palatinate, Saarland",West,A Little,0.34250,479,1578,0.31908,0.36592
2020,"Rhineland-Palatinate, Saarland",West,Not at all,0.54091,948,1578,0.51632,0.56551
2020,Baden-Wuerttemberg,West,Strong,0.10212,269,3202,0.09163,0.11261
2020,Baden-Wuerttemberg,West,A Little,0.33838,965,3202,0.32199,0.35477
2020,Baden-Wuerttemberg,West,Not at all,0.55950,1968,3202,0.54230,0.57670
2020,Bavaria,West,Strong,0.09578,366,4381,0.08707,0.10450
2020,Bavaria,West,A Little,0.32938,1302,4381,0.31546,0.34330
2020,Bavaria,West,Not at all,0.57483,2713,4381,0.56019,0.58948
2020,Berlin,West,Strong,0.12657,79,865,0.10440,0.14874
2020,Berlin,West,A Little,0.35905,261,865,0.32706,0.39104
2020,Berlin,West,Not at all,0.51438,525,865,0.48105,0.54770
2020,Berlin,East,Strong,0.18474,68,509,0.15099,0.21849
2020,Berlin,East,A Little,0.29397,148,509,0.25435,0.33359
2020,Berlin,East,Not at all,0.52128,293,509,0.47784,0.56473
2020,Brandenburg,East,Strong,0.14754,163,1152,0.12705,0.16803
2020,Brandenburg,East,A Little,0.35205,403,1152,0.32445,0.37964
2020,Brandenburg,East,Not at all,0.50041,586,1152,0.47153,0.52930
2020,Mecklenburg-Western Pomerania,East,Strong,0.13638,65,538,0.10735,0.16540
2020,Mecklenburg-Western Pomerania,East,A Little,0.38794,177,538,0.34672,0.42915
2020,Mecklenburg-Western Pomerania,East,Not at all,0.47569,296,538,0.43345,0.51793
2020,Saxony,East,Strong,0.10934,150,1674,0.09438,0.12429
2020,Saxony,East,A Little,0.30565,548,1674,0.28358,0.32773
