year,bula_h,sampreg,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Hamburg,West,No,0.92258,290,290,0.89177,0.95339
2011,Lower Saxony,West,Yes,0.10280,185,1908,0.08917,0.11643
2011,Lower Saxony,West,No,0.89720,1723,1908,0.88357,0.91083
2011,Bremen,West,No,0.98026,122,122,0.95548,1.00505
2011,North Rhine-Westphalia,West,Yes,0.10206,409,4131,0.09283,0.11130
2011,North Rhine-Westphalia,West,No,0.89794,3722,4131,0.88870,0.90717
2011,Hesse,West,Yes,0.09573,128,1409,0.08036,0.11109
2011,Hesse,West,No,0.90427,1281,1409,0.88891,0.91964
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.08471,105,1206,0.06899,0.10043
2011,"Rhineland-Palatinate, Saarland",West,No,0.91529,1101,1206,0.89957,0.93101
2011,Baden-Wuerttemberg,West,Yes,0.08608,189,2486,0.07505,0.09710
2011,Baden-Wuerttemberg,West,No,0.91392,2297,2486,0.90290,0.92495
2011,Bavaria,West,Yes,0.09743,289,3184,0.08713,0.10773
2011,Bavaria,West,No,0.90257,2895,3184,0.89227,0.91287
2011,Berlin,West,Yes,0.11951,45,428,0.08874,0.15027
2011,Berlin,West,No,0.88049,383,428,0.84973,0.91126
2011,Berlin,East,Yes,0.15110,48,353,0.11368,0.18851
2011,Berlin,East,No,0.84890,305,353,0.81149,0.88632
2011,Brandenburg,East,Yes,0.10784,96,882,0.08735,0.12832
2011,Brandenburg,East,No,0.89216,786,882,0.87168,0.91265
2011,Mecklenburg-Western Pomerania,East,Yes,0.14431,59,515,0.11393,0.17469
2011,Mecklenburg-Western Pomerania,East,No,0.85569,456,515,0.82531,0.88607
2011,Saxony,East,Yes,0.10579,145,1404,0.08969,0.12188
2011,Saxony,East,No,0.89421,1259,1404,0.87812,0.91031
2011,Saxony-Anhalt,East,Yes,0.09538,82,867,0.07581,0.11494
2011,Saxony-Anhalt,East,No,0.90462,785,867,0.88506,0.92419
2011,Thuringa,East,Yes,0.11859,95,884,0.09726,0.13991
2011,Thuringa,East,No,0.88141,789,884,0.86009,0.90274
2013,Schleswig-Holstein,West,Yes,0.12332,67,593,0.09683,0.14981
2013,Schleswig-Holstein,West,No,0.87668,526,593,0.85019,0.90317
2013,Hamburg,West,No,0.92454,281,281,0.89360,0.95548
2013,Lower Saxony,West,Yes,0.12239,183,1775,0.10714,0.13765
2013,Lower Saxony,West,No,0.87761,1592,1775,0.86235,0.89286
2013,Bremen,West,No,0.93279,110,110,0.88578,0.97979
2013,North Rhine-Westphalia,West,Yes,0.11714,398,3718,0.10680,0.12748
2013,North Rhine-Westphalia,West,No,0.88286,3320,3718,0.87252,0.89320
2013,Hesse,West,Yes,0.10857,131,1290,0.09159,0.12555
2013,Hesse,West,No,0.89143,1159,1290,0.87445,0.90841
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.11109,110,1098,0.09249,0.12968
2013,"Rhineland-Palatinate, Saarland",West,No,0.88891,988,1098,0.87032,0.90751
2013,Baden-Wuerttemberg,West,Yes,0.10162,185,2123,0.08877,0.11448
2013,Baden-Wuerttemberg,West,No,0.89838,1938,2123,0.88552,0.91123
2013,Bavaria,West,Yes,0.10650,292,2947,0.09536,0.11764
2013,Bavaria,West,No,0.89350,2655,2947,0.88236,0.90464
2013,Berlin,West,Yes,0.11883,47,443,0.08866,0.14899
2013,Berlin,West,No,0.88117,396,443,0.85101,0.91134
2013,Berlin,East,Yes,0.15401,43,325,0.11471,0.19332
2013,Berlin,East,No,0.84599,282,325,0.80668,0.88529
2013,Brandenburg,East,Yes,0.11935,98,780,0.09658,0.14212
2013,Brandenburg,East,No,0.88065,682,780,0.85788,0.90342
2013,Mecklenburg-Western Pomerania,East,Yes,0.13163,54,454,0.10050,0.16277
2013,Mecklenburg-Western Pomerania,East,No,0.86837,400,454,0.83723,0.89950
2013,Saxony,East,Yes,0.10814,145,1335,0.09147,0.12480
2013,Saxony,East,No,0.89186,1190,1335,0.87520,0.90853
2013,Saxony-Anhalt,East,Yes,0.11030,76,759,0.08800,0.13260
2013,Saxony-Anhalt,East,No,0.88970,683,759,0.86740,0.91200
2013,Thuringa,East,Yes,0.11444,85,799,0.09235,0.13653
2013,Thuringa,East,No,0.88556,714,799,0.86347,0.90765
2015,Schleswig-Holstein,West,Yes,0.10424,74,874,0.08397,0.12451
2015,Schleswig-Holstein,West,No,0.89576,800,874,0.87549,0.91603
2015,Hamburg,West,Yes,0.08146,31,426,0.05545,0.10747
2015,Hamburg,West,No,0.91854,395,426,0.89253,0.94455
2015,Lower Saxony,West,Yes,0.09703,195,2421,0.08523,0.10882
2015,Lower Saxony,West,No,0.90297,2226,2421,0.89118,0.91477
2015,Bremen,West,No,0.95236,166,166,0.91986,0.98486
2015,North Rhine-Westphalia,West,Yes,0.11275,434,5165,0.10413,0.12138
2015,North Rhine-Westphalia,West,No,0.88725,4731,5165,0.87862,0.89587
2015,Hesse,West,Yes,0.09104,127,1705,0.07738,0.10470
2015,Hesse,West,No,0.90896,1578,1705,0.89530,0.92262
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.10469,122,1496,0.08917,0.12021
2015,"Rhineland-Palatinate, Saarland",West,No,0.89531,1374,1496,0.87979,0.91083
2015,Baden-Wuerttemberg,West,Yes,0.08990,206,2985,0.07964,0.10016
2015,Baden-Wuerttemberg,West,No,0.91010,2779,2985,0.89984,0.92036
2015,Bavaria,West,Yes,0.08510,283,4027,0.07648,0.09372
2015,Bavaria,West,No,0.91490,3744,4027,0.90628,0.92352
2015,Berlin,West,Yes,0.12697,56,516,0.09821,0.15572
2015,Berlin,West,No,0.87303,460,516,0.84428,0.90179
2015,Berlin,East,Yes,0.13573,41,396,0.10195,0.16950
2015,Berlin,East,No,0.86427,355,396,0.83050,0.89805
2015,Brandenburg,East,Yes,0.11480,109,984,0.09488,0.13473
2015,Brandenburg,East,No,0.88520,875,984,0.86527,0.90512
2015,Mecklenburg-Western Pomerania,East,Yes,0.11853,61,557,0.09166,0.14540
2015,Mecklenburg-Western Pomerania,East,No,0.88147,496,557,0.85460,0.90834
2015,Saxony,East,Yes,0.11172,161,1511,0.09583,0.12761
2015,Saxony,East,No,0.88828,1350,1511,0.87239,0.90417
2015,Saxony-Anhalt,East,Yes,0.13818,94,885,0.11543,0.16093
2015,Saxony-Anhalt,East,No,0.86182,791,885,0.83907,0.88457
2015,Thuringa,East,Yes,0.09997,85,920,0.08057,0.11936
2015,Thuringa,East,No,0.90003,835,920,0.88064,0.91943
2017,Schleswig-Holstein,West,Yes,0.09759,72,951,0.07872,0.11646
2017,Schleswig-Holstein,West,No,0.90241,879,951,0.88354,0.92128
2017,Hamburg,West,Yes,0.10718,40,466,0.07906,0.13529
2017,Hamburg,West,No,0.89282,426,466,0.86471,0.92094
2017,Lower Saxony,West,Yes,0.09718,208,2697,0.08600,0.10836
2017,Lower Saxony,West,No,0.90282,2489,2697,0.89164,0.91400
2017,Bremen,West,No,0.93543,210,210,0.90212,0.96875
2017,North Rhine-Westphalia,West,Yes,0.09955,419,5524,0.09165,0.10744
2017,North Rhine-Westphalia,West,No,0.90045,5105,5524,0.89256,0.90835
2017,Hesse,West,Yes,0.08459,131,1789,0.07169,0.09749
2017,Hesse,West,No,0.91541,1658,1789,0.90251,0.92831
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.10527,126,1524,0.08985,0.12068
2017,"Rhineland-Palatinate, Saarland",West,No,0.89473,1398,1524,0.87932,0.91015
2017,Baden-Wuerttemberg,West,Yes,0.08682,209,3018,0.07677,0.09687
2017,Baden-Wuerttemberg,West,No,0.91318,2809,3018,0.90313,0.92323
2017,Bavaria,West,Yes,0.08380,291,4211,0.07543,0.09217
2017,Bavaria,West,No,0.91620,3920,4211,0.90783,0.92457
2017,Berlin,West,Yes,0.12449,61,559,0.09710,0.15189
2017,Berlin,West,No,0.87551,498,559,0.84811,0.90290
2017,Berlin,East,Yes,0.11247,49,430,0.08257,0.14237
2017,Berlin,East,No,0.88753,381,430,0.85763,0.91743
2017,Brandenburg,East,Yes,0.12967,117,1033,0.10917,0.15016
2017,Brandenburg,East,No,0.87033,916,1033,0.84984,0.89083
2017,Mecklenburg-Western Pomerania,East,Yes,0.11929,62,573,0.09273,0.14586
2017,Mecklenburg-Western Pomerania,East,No,0.88071,511,573,0.85414,0.90727
2017,Saxony,East,Yes,0.10645,155,1653,0.09157,0.12132
2017,Saxony,East,No,0.89355,1498,1653,0.87868,0.90843
2017,Saxony-Anhalt,East,Yes,0.11892,91,923,0.09802,0.13981
2017,Saxony-Anhalt,East,No,0.88108,832,923,0.86019,0.90198
2017,Thuringa,East,Yes,0.10117,106,978,0.08226,0.12008
2017,Thuringa,East,No,0.89883,872,978,0.87992,0.91774
2019,Schleswig-Holstein,West,Yes,0.11311,81,956,0.09302,0.13320
2019,Schleswig-Holstein,West,No,0.88689,875,956,0.86680,0.90698
2019,Hamburg,West,Yes,0.09777,40,529,0.07243,0.12310
2019,Hamburg,West,No,0.90223,489,529,0.87690,0.92757
2019,Lower Saxony,West,Yes,0.09554,204,2494,0.08400,0.10708
2019,Lower Saxony,West,No,0.90446,2290,2494,0.89292,0.91600
2019,Bremen,West,No,0.91186,207,207,0.87315,0.95057
2019,North Rhine-Westphalia,West,Yes,0.10055,471,5406,0.09253,0.10856
2019,North Rhine-Westphalia,West,No,0.89945,4935,5406,0.89144,0.90747
2019,Hesse,West,Yes,0.08220,132,1711,0.06918,0.09522
2019,Hesse,West,No,0.91780,1579,1711,0.90478,0.93082
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.12147,150,1466,0.10474,0.13820
2019,"Rhineland-Palatinate, Saarland",West,No,0.87853,1316,1466,0.86180,0.89526
2019,Baden-Wuerttemberg,West,Yes,0.09575,240,2799,0.08485,0.10666
2019,Baden-Wuerttemberg,West,No,0.90425,2559,2799,0.89334,0.91515
2019,Bavaria,West,Yes,0.08819,308,3951,0.07934,0.09703
2019,Bavaria,West,No,0.91181,3643,3951,0.90297,0.92066
2019,Berlin,Does not apply,No,0.85208,66,66,0.76577,0.93839
2019,Berlin,West,Yes,0.13083,66,573,0.10320,0.15847
2019,Berlin,West,No,0.86917,507,573,0.84153,0.89680
2019,Berlin,East,Yes,0.13781,45,378,0.10301,0.17260
2019,Berlin,East,No,0.86219,333,378,0.82740,0.89699
2019,Brandenburg,East,Yes,0.12389,129,1111,0.10451,0.14327
2019,Brandenburg,East,No,0.87611,982,1111,0.85673,0.89549
2019,Mecklenburg-Western Pomerania,East,Yes,0.13928,68,611,0.11180,0.16675
2019,Mecklenburg-Western Pomerania,East,No,0.86072,543,611,0.83325,0.88820
2019,Saxony,East,Yes,0.12195,164,1634,0.10608,0.13782
2019,Saxony,East,No,0.87805,1470,1634,0.86218,0.89392
2019,Saxony-Anhalt,East,Yes,0.14352,95,889,0.12046,0.16658
2019,Saxony-Anhalt,East,No,0.85648,794,889,0.83342,0.87954
2019,Thuringa,East,Yes,0.08985,89,923,0.07139,0.10831
2019,Thuringa,East,No,0.91015,834,923,0.89169,0.92861
2021,Schleswig-Holstein,West,Yes,0.08177,60,825,0.06306,0.10048
2021,Schleswig-Holstein,West,No,0.91823,765,825,0.89952,0.93694
2021,Hamburg,West,Yes,0.15862,44,450,0.12483,0.19242
2021,Hamburg,West,No,0.84138,406,450,0.80758,0.87517
2021,Lower Saxony,West,Yes,0.10912,149,1881,0.09502,0.12321
2021,Lower Saxony,West,No,0.89088,1732,1881,0.87679,0.90498
2021,Bremen,West,No,0.89424,139,139,0.84293,0.94555
2021,North Rhine-Westphalia,West,Yes,0.10721,366,4112,0.09775,0.11666
2021,North Rhine-Westphalia,West,No,0.89279,3746,4112,0.88334,0.90225
2021,Hesse,West,Yes,0.09869,90,1323,0.08261,0.11476
2021,Hesse,West,No,0.90131,1233,1323,0.88524,0.91739
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.15414,109,996,0.13170,0.17657
2021,"Rhineland-Palatinate, Saarland",West,No,0.84586,887,996,0.82343,0.86830
2021,Baden-Wuerttemberg,West,Yes,0.11251,191,2167,0.09920,0.12581
2021,Baden-Wuerttemberg,West,No,0.88749,1976,2167,0.87419,0.90080
2021,Bavaria,West,Yes,0.09682,241,2853,0.08596,0.10767
2021,Bavaria,West,No,0.90318,2612,2853,0.89233,0.91404
2021,Berlin,West,Yes,0.10292,44,559,0.07771,0.12814
2021,Berlin,West,No,0.89708,515,559,0.87186,0.92229
2021,Berlin,East,No,0.87052,319,319,0.83362,0.90742
2021,Brandenburg,East,Yes,0.10172,84,701,0.07933,0.12412
2021,Brandenburg,East,No,0.89828,617,701,0.87588,0.92067
2021,Mecklenburg-Western Pomerania,East,Yes,0.11378,40,408,0.08293,0.14463
2021,Mecklenburg-Western Pomerania,East,No,0.88622,368,408,0.85537,0.91707
2021,Saxony,East,Yes,0.08994,114,1161,0.07348,0.10641
2021,Saxony,East,No,0.91006,1047,1161,0.89359,0.92652
2021,Saxony-Anhalt,East,Yes,0.14163,58,599,0.11369,0.16958
2021,Saxony-Anhalt,East,No,0.85837,541,599,0.83042,0.88631
2021,Thuringa,East,Yes,0.12281,71,633,0.09722,0.14840
2021,Thuringa,East,No,0.87719,562,633,0.85160,0.90278
