year,quintil_oecd,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,3rd Quintile,West,Not Disabled (<= 30%),0.87787,1702,1889,0.86310,0.89264
1989,3rd Quintile,West,Disabled (> 30%),0.12213,187,1889,0.10736,0.13690
1989,4th Quintile,West,Not Disabled (<= 30%),0.88361,1809,2004,0.86957,0.89766
1989,4th Quintile,West,Disabled (> 30%),0.11639,195,2004,0.10234,0.13043
1989,5th Quintile,West,Not Disabled (<= 30%),0.90068,1691,1856,0.88707,0.91429
1989,5th Quintile,West,Disabled (> 30%),0.09932,165,1856,0.08571,0.11293
1991,1st Quintile,West,Not Disabled (<= 30%),0.81103,1589,1830,0.79309,0.82897
1991,1st Quintile,West,Disabled (> 30%),0.18897,241,1830,0.17103,0.20691
1991,2nd Quintile,West,Not Disabled (<= 30%),0.86261,1697,1883,0.84706,0.87817
1991,2nd Quintile,West,Disabled (> 30%),0.13739,186,1883,0.12183,0.15294
1991,3rd Quintile,West,Not Disabled (<= 30%),0.87896,1697,1878,0.86421,0.89372
1991,3rd Quintile,West,Disabled (> 30%),0.12104,181,1878,0.10628,0.13579
1991,4th Quintile,West,Not Disabled (<= 30%),0.89058,1760,1936,0.87667,0.90449
1991,4th Quintile,West,Disabled (> 30%),0.10942,176,1936,0.09551,0.12333
1991,5th Quintile,West,Not Disabled (<= 30%),0.90191,1674,1839,0.88831,0.91551
1991,5th Quintile,West,Disabled (> 30%),0.09809,165,1839,0.08449,0.11169
1992,1st Quintile,West,Not Disabled (<= 30%),0.78496,989,1167,0.76138,0.80855
1992,1st Quintile,West,Disabled (> 30%),0.21504,178,1167,0.19145,0.23862
1992,1st Quintile,East,Not Disabled (<= 30%),0.91956,1451,1565,0.90608,0.93304
1992,1st Quintile,East,Disabled (> 30%),0.08044,114,1565,0.06696,0.09392
1992,2nd Quintile,West,Not Disabled (<= 30%),0.86266,1487,1643,0.84601,0.87931
1992,2nd Quintile,West,Disabled (> 30%),0.13734,156,1643,0.12069,0.15399
1992,2nd Quintile,East,Not Disabled (<= 30%),0.93792,1137,1196,0.92424,0.95160
1992,2nd Quintile,East,Disabled (> 30%),0.06208,59,1196,0.04840,0.07576
1992,3rd Quintile,West,Not Disabled (<= 30%),0.87116,1758,1950,0.85629,0.88603
1992,3rd Quintile,West,Disabled (> 30%),0.12884,192,1950,0.11397,0.14371
1992,3rd Quintile,East,Not Disabled (<= 30%),0.94712,677,708,0.93063,0.96362
1992,3rd Quintile,East,Disabled (> 30%),0.05288,31,708,0.03638,0.06937
1992,4th Quintile,West,Not Disabled (<= 30%),0.87450,2040,2279,0.86090,0.88811
1992,4th Quintile,West,Disabled (> 30%),0.12550,239,2279,0.11189,0.13910
1992,4th Quintile,East,Not Disabled (<= 30%),0.97544,305,305,0.95804,0.99284
1992,5th Quintile,West,Not Disabled (<= 30%),0.90038,2055,2259,0.88803,0.91273
1992,5th Quintile,West,Disabled (> 30%),0.09962,204,2259,0.08727,0.11197
1992,5th Quintile,East,Not Disabled (<= 30%),0.96546,131,131,0.93407,0.99685
1994,1st Quintile,West,Not Disabled (<= 30%),0.82295,1346,1542,0.80389,0.84201
1994,1st Quintile,West,Disabled (> 30%),0.17705,196,1542,0.15799,0.19611
1994,1st Quintile,East,Not Disabled (<= 30%),0.92585,891,957,0.90924,0.94246
1994,1st Quintile,East,Disabled (> 30%),0.07415,66,957,0.05754,0.09076
1994,2nd Quintile,West,Not Disabled (<= 30%),0.88416,1445,1584,0.86839,0.89992
1994,2nd Quintile,West,Disabled (> 30%),0.11584,139,1584,0.10008,0.13161
1994,2nd Quintile,East,Not Disabled (<= 30%),0.89936,987,1067,0.88130,0.91742
1994,2nd Quintile,East,Disabled (> 30%),0.10064,80,1067,0.08258,0.11870
1994,3rd Quintile,West,Not Disabled (<= 30%),0.86995,1627,1813,0.85447,0.88544
1994,3rd Quintile,West,Disabled (> 30%),0.13005,186,1813,0.11456,0.14553
1994,3rd Quintile,East,Not Disabled (<= 30%),0.94455,847,891,0.92951,0.95958
1994,3rd Quintile,East,Disabled (> 30%),0.05545,44,891,0.04042,0.07049
1994,4th Quintile,West,Not Disabled (<= 30%),0.87610,1779,1988,0.86162,0.89059
1994,4th Quintile,West,Disabled (> 30%),0.12390,209,1988,0.10941,0.13838
1994,4th Quintile,East,Not Disabled (<= 30%),0.95187,526,526,0.93356,0.97018
1994,5th Quintile,West,Not Disabled (<= 30%),0.89649,1935,2134,0.88356,0.90941
1994,5th Quintile,West,Disabled (> 30%),0.10351,199,2134,0.09059,0.11644
1994,5th Quintile,East,Not Disabled (<= 30%),0.97302,276,276,0.95387,0.99217
1995,1st Quintile,West,Not Disabled (<= 30%),0.85221,1550,1736,0.83551,0.86891
1995,1st Quintile,West,Disabled (> 30%),0.14779,186,1736,0.13109,0.16449
1995,1st Quintile,East,Not Disabled (<= 30%),0.93430,732,777,0.91687,0.95174
1995,1st Quintile,East,Disabled (> 30%),0.06570,45,777,0.04826,0.08313
1995,2nd Quintile,West,Not Disabled (<= 30%),0.85027,1633,1829,0.83391,0.86663
1995,2nd Quintile,West,Disabled (> 30%),0.14973,196,1829,0.13337,0.16609
1995,2nd Quintile,East,Not Disabled (<= 30%),0.88578,943,1041,0.86645,0.90511
1995,2nd Quintile,East,Disabled (> 30%),0.11422,98,1041,0.09489,0.13355
1995,3rd Quintile,West,Not Disabled (<= 30%),0.86956,1661,1840,0.85417,0.88496
1995,3rd Quintile,West,Disabled (> 30%),0.13044,179,1840,0.11504,0.14583
1995,3rd Quintile,East,Not Disabled (<= 30%),0.91444,794,849,0.89561,0.93326
1995,3rd Quintile,East,Disabled (> 30%),0.08556,55,849,0.06674,0.10439
1995,4th Quintile,West,Not Disabled (<= 30%),0.86156,1761,1973,0.84632,0.87680
1995,4th Quintile,West,Disabled (> 30%),0.13844,212,1973,0.12320,0.15368
1995,4th Quintile,East,Not Disabled (<= 30%),0.94562,642,673,0.92847,0.96276
1995,4th Quintile,East,Disabled (> 30%),0.05438,31,673,0.03724,0.07153
1995,5th Quintile,West,Not Disabled (<= 30%),0.88387,1906,2116,0.87022,0.89753
1995,5th Quintile,West,Disabled (> 30%),0.11613,210,2116,0.10247,0.12978
1995,5th Quintile,East,Not Disabled (<= 30%),0.94836,313,313,0.92380,0.97291
1996,1st Quintile,West,Not Disabled (<= 30%),0.83640,1587,1794,0.81928,0.85352
1996,1st Quintile,West,Disabled (> 30%),0.16360,207,1794,0.14648,0.18072
1996,1st Quintile,East,Not Disabled (<= 30%),0.91005,710,768,0.88980,0.93029
1996,1st Quintile,East,Disabled (> 30%),0.08995,58,768,0.06971,0.11020
1996,2nd Quintile,West,Not Disabled (<= 30%),0.85050,1513,1692,0.83351,0.86750
1996,2nd Quintile,West,Disabled (> 30%),0.14950,179,1692,0.13250,0.16649
1996,2nd Quintile,East,Not Disabled (<= 30%),0.90748,853,928,0.88883,0.92614
1996,2nd Quintile,East,Disabled (> 30%),0.09252,75,928,0.07386,0.11117
1996,3rd Quintile,West,Not Disabled (<= 30%),0.85294,1577,1767,0.83643,0.86946
1996,3rd Quintile,West,Disabled (> 30%),0.14706,190,1767,0.13054,0.16357
1996,3rd Quintile,East,Not Disabled (<= 30%),0.88982,826,901,0.86936,0.91028
1996,3rd Quintile,East,Disabled (> 30%),0.11018,75,901,0.08972,0.13064
1996,4th Quintile,West,Not Disabled (<= 30%),0.87525,1811,2018,0.86083,0.88967
1996,4th Quintile,West,Disabled (> 30%),0.12475,207,2018,0.11033,0.13917
1996,4th Quintile,East,Not Disabled (<= 30%),0.93679,655,689,0.91861,0.95498
1996,4th Quintile,East,Disabled (> 30%),0.06321,34,689,0.04502,0.08139
1996,5th Quintile,West,Not Disabled (<= 30%),0.89138,1867,2061,0.87794,0.90481
1996,5th Quintile,West,Disabled (> 30%),0.10862,194,2061,0.09519,0.12206
1996,5th Quintile,East,Not Disabled (<= 30%),0.96441,362,362,0.94530,0.98352
1997,1st Quintile,West,Not Disabled (<= 30%),0.84662,1485,1669,0.82933,0.86392
1997,1st Quintile,West,Disabled (> 30%),0.15338,184,1669,0.13608,0.17067
1997,1st Quintile,East,Not Disabled (<= 30%),0.91433,646,696,0.89352,0.93514
1997,1st Quintile,East,Disabled (> 30%),0.08567,50,696,0.06486,0.10648
1997,2nd Quintile,West,Not Disabled (<= 30%),0.85533,1558,1749,0.83884,0.87182
1997,2nd Quintile,West,Disabled (> 30%),0.14467,191,1749,0.12818,0.16116
1997,2nd Quintile,East,Not Disabled (<= 30%),0.89564,895,981,0.87650,0.91478
1997,2nd Quintile,East,Disabled (> 30%),0.10436,86,981,0.08522,0.12350
1997,3rd Quintile,West,Not Disabled (<= 30%),0.84072,1563,1765,0.82365,0.85780
1997,3rd Quintile,West,Disabled (> 30%),0.15928,202,1765,0.14220,0.17635
1997,3rd Quintile,East,Not Disabled (<= 30%),0.90101,782,849,0.88091,0.92111
1997,3rd Quintile,East,Disabled (> 30%),0.09899,67,849,0.07889,0.11909
1997,4th Quintile,West,Not Disabled (<= 30%),0.87905,1753,1944,0.86455,0.89355
1997,4th Quintile,West,Disabled (> 30%),0.12095,191,1944,0.10645,0.13545
1997,4th Quintile,East,Not Disabled (<= 30%),0.95299,673,706,0.93737,0.96862
1997,4th Quintile,East,Disabled (> 30%),0.04701,33,706,0.03138,0.06263
1997,5th Quintile,West,Not Disabled (<= 30%),0.89455,1847,2035,0.88120,0.90790
1997,5th Quintile,West,Disabled (> 30%),0.10545,188,2035,0.09210,0.11880
1997,5th Quintile,East,Not Disabled (<= 30%),0.93728,353,353,0.91195,0.96261
1998,1st Quintile,West,Not Disabled (<= 30%),0.83241,1484,1700,0.81465,0.85017
1998,1st Quintile,West,Disabled (> 30%),0.16759,216,1700,0.14983,0.18535
1998,1st Quintile,East,Not Disabled (<= 30%),0.92107,587,630,0.89999,0.94214
1998,1st Quintile,East,Disabled (> 30%),0.07893,43,630,0.05786,0.10001
1998,2nd Quintile,West,Not Disabled (<= 30%),0.86066,1494,1674,0.84407,0.87726
1998,2nd Quintile,West,Disabled (> 30%),0.13934,180,1674,0.12274,0.15593
1998,2nd Quintile,East,Not Disabled (<= 30%),0.90833,745,817,0.88853,0.92813
1998,2nd Quintile,East,Disabled (> 30%),0.09167,72,817,0.07187,0.11147
1998,3rd Quintile,West,Not Disabled (<= 30%),0.83578,1440,1643,0.81786,0.85370
1998,3rd Quintile,West,Disabled (> 30%),0.16422,203,1643,0.14630,0.18214
1998,3rd Quintile,East,Not Disabled (<= 30%),0.91347,862,928,0.89538,0.93157
1998,3rd Quintile,East,Disabled (> 30%),0.08653,66,928,0.06843,0.10462
1998,4th Quintile,West,Not Disabled (<= 30%),0.86674,1694,1890,0.85142,0.88207
1998,4th Quintile,West,Disabled (> 30%),0.13326,196,1890,0.11793,0.14858
1998,4th Quintile,East,Not Disabled (<= 30%),0.93756,664,708,0.91972,0.95539
1998,4th Quintile,East,Disabled (> 30%),0.06244,44,708,0.04461,0.08028
1998,5th Quintile,West,Not Disabled (<= 30%),0.89709,1720,1885,0.88337,0.91081
1998,5th Quintile,West,Disabled (> 30%),0.10291,165,1885,0.08919,0.11663
1998,5th Quintile,East,Not Disabled (<= 30%),0.93258,389,389,0.90763,0.95753
1999,1st Quintile,West,Not Disabled (<= 30%),0.84794,1578,1791,0.83130,0.86457
1999,1st Quintile,West,Disabled (> 30%),0.15206,213,1791,0.13543,0.16870
1999,1st Quintile,East,Not Disabled (<= 30%),0.92043,744,802,0.90169,0.93917
1999,1st Quintile,East,Disabled (> 30%),0.07957,58,802,0.06083,0.09831
1999,2nd Quintile,West,Not Disabled (<= 30%),0.84327,1626,1845,0.82667,0.85986
1999,2nd Quintile,West,Disabled (> 30%),0.15673,219,1845,0.14014,0.17333
1999,2nd Quintile,East,Not Disabled (<= 30%),0.90419,936,1020,0.88611,0.92226
1999,2nd Quintile,East,Disabled (> 30%),0.09581,84,1020,0.07774,0.11389
1999,3rd Quintile,West,Not Disabled (<= 30%),0.85316,1678,1897,0.83723,0.86909
1999,3rd Quintile,West,Disabled (> 30%),0.14684,219,1897,0.13091,0.16277
1999,3rd Quintile,East,Not Disabled (<= 30%),0.90062,844,927,0.88135,0.91989
1999,3rd Quintile,East,Disabled (> 30%),0.09938,83,927,0.08011,0.11865
1999,4th Quintile,West,Not Disabled (<= 30%),0.86803,1909,2130,0.85365,0.88241
1999,4th Quintile,West,Disabled (> 30%),0.13197,221,2130,0.11759,0.14635
1999,4th Quintile,East,Not Disabled (<= 30%),0.92837,587,628,0.90819,0.94856
1999,4th Quintile,East,Disabled (> 30%),0.07163,41,628,0.05144,0.09181
1999,5th Quintile,West,Not Disabled (<= 30%),0.88639,1997,2217,0.87318,0.89961
1999,5th Quintile,West,Disabled (> 30%),0.11361,220,2217,0.10039,0.12682
1999,5th Quintile,East,Not Disabled (<= 30%),0.92882,366,366,0.90245,0.95520
2000,1st Quintile,West,Not Disabled (<= 30%),0.83397,1525,1750,0.81653,0.85141
2000,1st Quintile,West,Disabled (> 30%),0.16603,225,1750,0.14859,0.18347
2000,1st Quintile,East,Not Disabled (<= 30%),0.89525,748,824,0.87433,0.91617
2000,1st Quintile,East,Disabled (> 30%),0.10475,76,824,0.08383,0.12567
2000,2nd Quintile,West,Not Disabled (<= 30%),0.84598,1578,1809,0.82935,0.86262
2000,2nd Quintile,West,Disabled (> 30%),0.15402,231,1809,0.13738,0.17065
2000,2nd Quintile,East,Not Disabled (<= 30%),0.90618,849,928,0.88741,0.92495
2000,2nd Quintile,East,Disabled (> 30%),0.09382,79,928,0.07505,0.11259
2000,3rd Quintile,West,Not Disabled (<= 30%),0.88320,1595,1774,0.86824,0.89815
2000,3rd Quintile,West,Disabled (> 30%),0.11680,179,1774,0.10185,0.13176
2000,3rd Quintile,East,Not Disabled (<= 30%),0.90646,878,954,0.88797,0.92494
2000,3rd Quintile,East,Disabled (> 30%),0.09354,76,954,0.07506,0.11203
2000,4th Quintile,West,Not Disabled (<= 30%),0.86334,1811,2025,0.84837,0.87830
2000,4th Quintile,West,Disabled (> 30%),0.13666,214,2025,0.12170,0.15163
2000,4th Quintile,East,Not Disabled (<= 30%),0.93078,621,665,0.91147,0.95009
2000,4th Quintile,East,Disabled (> 30%),0.06922,44,665,0.04991,0.08853
2000,5th Quintile,West,Not Disabled (<= 30%),0.88303,1968,2188,0.86956,0.89650
2000,5th Quintile,West,Disabled (> 30%),0.11697,220,2188,0.10350,0.13044
2000,5th Quintile,East,Not Disabled (<= 30%),0.92312,326,326,0.89416,0.95208
2001,1st Quintile,West,Not Disabled (<= 30%),0.86911,2383,2694,0.85637,0.88185
2001,1st Quintile,West,Disabled (> 30%),0.13089,311,2694,0.11815,0.14363
2001,1st Quintile,East,Not Disabled (<= 30%),0.91185,1077,1173,0.89562,0.92809
2001,1st Quintile,East,Disabled (> 30%),0.08815,96,1173,0.07191,0.10438
2001,2nd Quintile,West,Not Disabled (<= 30%),0.87772,2627,2947,0.86589,0.88955
2001,2nd Quintile,West,Disabled (> 30%),0.12228,320,2947,0.11045,0.13411
2001,2nd Quintile,East,Not Disabled (<= 30%),0.91034,1264,1382,0.89527,0.92541
2001,2nd Quintile,East,Disabled (> 30%),0.08966,118,1382,0.07459,0.10473
2001,3rd Quintile,West,Not Disabled (<= 30%),0.86744,2852,3228,0.85574,0.87914
2001,3rd Quintile,West,Disabled (> 30%),0.13256,376,3228,0.12086,0.14426
2001,3rd Quintile,East,Not Disabled (<= 30%),0.89574,1178,1302,0.87913,0.91234
2001,3rd Quintile,East,Disabled (> 30%),0.10426,124,1302,0.08766,0.12087
2001,4th Quintile,West,Not Disabled (<= 30%),0.88645,3281,3648,0.87616,0.89675
2001,4th Quintile,West,Disabled (> 30%),0.11355,367,3648,0.10325,0.12384
2001,4th Quintile,East,Not Disabled (<= 30%),0.91669,891,962,0.89921,0.93416
2001,4th Quintile,East,Disabled (> 30%),0.08331,71,962,0.06584,0.10079
2001,5th Quintile,West,Not Disabled (<= 30%),0.88925,3555,3939,0.87945,0.89905
2001,5th Quintile,West,Disabled (> 30%),0.11075,384,3939,0.10095,0.12055
2001,5th Quintile,East,Not Disabled (<= 30%),0.94676,558,558,0.92811,0.96540
2002,1st Quintile,West,Not Disabled (<= 30%),0.85992,2081,2397,0.84602,0.87381
2002,1st Quintile,West,Disabled (> 30%),0.14008,316,2397,0.12619,0.15398
2002,1st Quintile,East,Not Disabled (<= 30%),0.88831,944,1054,0.86928,0.90733
2002,1st Quintile,East,Disabled (> 30%),0.11169,110,1054,0.09267,0.13072
2002,2nd Quintile,West,Not Disabled (<= 30%),0.85772,2353,2691,0.84452,0.87092
2002,2nd Quintile,West,Disabled (> 30%),0.14228,338,2691,0.12908,0.15548
2002,2nd Quintile,East,Not Disabled (<= 30%),0.88337,1095,1221,0.86535,0.90138
2002,2nd Quintile,East,Disabled (> 30%),0.11663,126,1221,0.09862,0.13465
2002,3rd Quintile,West,Not Disabled (<= 30%),0.86615,2511,2860,0.85367,0.87864
2002,3rd Quintile,West,Disabled (> 30%),0.13385,349,2860,0.12136,0.14633
2002,3rd Quintile,East,Not Disabled (<= 30%),0.89214,1057,1173,0.87438,0.90990
2002,3rd Quintile,East,Disabled (> 30%),0.10786,116,1173,0.09010,0.12562
2002,4th Quintile,West,Not Disabled (<= 30%),0.86935,2973,3332,0.85791,0.88080
2002,4th Quintile,West,Disabled (> 30%),0.13065,359,3332,0.11920,0.14209
2002,4th Quintile,East,Not Disabled (<= 30%),0.91196,944,1027,0.89462,0.92930
2002,4th Quintile,East,Disabled (> 30%),0.08804,83,1027,0.07070,0.10538
2002,5th Quintile,West,Not Disabled (<= 30%),0.88522,3893,4302,0.87569,0.89474
2002,5th Quintile,West,Disabled (> 30%),0.11478,409,4302,0.10526,0.12431
2002,5th Quintile,East,Not Disabled (<= 30%),0.93146,657,693,0.91263,0.95028
2002,5th Quintile,East,Disabled (> 30%),0.06854,36,693,0.04972,0.08737
2003,1st Quintile,West,Not Disabled (<= 30%),0.86439,2074,2377,0.85062,0.87816
2003,1st Quintile,West,Disabled (> 30%),0.13561,303,2377,0.12184,0.14938
2003,1st Quintile,East,Not Disabled (<= 30%),0.89974,932,1027,0.88136,0.91812
2003,1st Quintile,East,Disabled (> 30%),0.10026,95,1027,0.08188,0.11864
2003,2nd Quintile,West,Not Disabled (<= 30%),0.85756,2211,2551,0.84400,0.87113
2003,2nd Quintile,West,Disabled (> 30%),0.14244,340,2551,0.12887,0.15600
2003,2nd Quintile,East,Not Disabled (<= 30%),0.89600,1180,1302,0.87941,0.91258
2003,2nd Quintile,East,Disabled (> 30%),0.10400,122,1302,0.08742,0.12059
2003,3rd Quintile,West,Not Disabled (<= 30%),0.87190,2547,2864,0.85966,0.88414
2003,3rd Quintile,West,Disabled (> 30%),0.12810,317,2864,0.11586,0.14034
2003,3rd Quintile,East,Not Disabled (<= 30%),0.87688,1062,1198,0.85826,0.89549
2003,3rd Quintile,East,Disabled (> 30%),0.12312,136,1198,0.10451,0.14174
2003,4th Quintile,West,Not Disabled (<= 30%),0.87560,3083,3466,0.86461,0.88659
2003,4th Quintile,West,Disabled (> 30%),0.12440,383,3466,0.11341,0.13539
2003,4th Quintile,East,Not Disabled (<= 30%),0.90892,898,985,0.89095,0.92690
2003,4th Quintile,East,Disabled (> 30%),0.09108,87,985,0.07310,0.10905
2003,5th Quintile,West,Not Disabled (<= 30%),0.88894,5054,5538,0.88067,0.89722
2003,5th Quintile,West,Disabled (> 30%),0.11106,484,5538,0.10278,0.11933
2003,5th Quintile,East,Not Disabled (<= 30%),0.93230,771,815,0.91504,0.94956
2003,5th Quintile,East,Disabled (> 30%),0.06770,44,815,0.05044,0.08496
2004,1st Quintile,West,Not Disabled (<= 30%),0.86044,1965,2250,0.84612,0.87476
2004,1st Quintile,West,Disabled (> 30%),0.13956,285,2250,0.12524,0.15388
2004,1st Quintile,East,Not Disabled (<= 30%),0.89921,907,1005,0.88059,0.91783
2004,1st Quintile,East,Disabled (> 30%),0.10079,98,1005,0.08217,0.11941
2004,2nd Quintile,West,Not Disabled (<= 30%),0.86587,2201,2526,0.85258,0.87916
2004,2nd Quintile,West,Disabled (> 30%),0.13413,325,2526,0.12084,0.14742
2004,2nd Quintile,East,Not Disabled (<= 30%),0.86756,1105,1249,0.84875,0.88636
2004,2nd Quintile,East,Disabled (> 30%),0.13244,144,1249,0.11364,0.15125
2004,3rd Quintile,West,Not Disabled (<= 30%),0.85749,2488,2840,0.84463,0.87035
2004,3rd Quintile,West,Disabled (> 30%),0.14251,352,2840,0.12965,0.15537
2004,3rd Quintile,East,Not Disabled (<= 30%),0.88993,1051,1170,0.87199,0.90787
2004,3rd Quintile,East,Disabled (> 30%),0.11007,119,1170,0.09213,0.12801
2004,4th Quintile,West,Not Disabled (<= 30%),0.86325,2973,3347,0.85161,0.87489
2004,4th Quintile,West,Disabled (> 30%),0.13675,374,3347,0.12511,0.14839
2004,4th Quintile,East,Not Disabled (<= 30%),0.90997,909,993,0.89215,0.92778
2004,4th Quintile,East,Disabled (> 30%),0.09003,84,993,0.07222,0.10785
2004,5th Quintile,West,Not Disabled (<= 30%),0.88963,4898,5401,0.88127,0.89799
2004,5th Quintile,West,Disabled (> 30%),0.11037,503,5401,0.10201,0.11873
2004,5th Quintile,East,Not Disabled (<= 30%),0.92352,744,791,0.90499,0.94205
2004,5th Quintile,East,Disabled (> 30%),0.07648,47,791,0.05795,0.09501
2005,1st Quintile,West,Not Disabled (<= 30%),0.86463,1859,2131,0.85010,0.87916
2005,1st Quintile,West,Disabled (> 30%),0.13537,272,2131,0.12084,0.14990
2005,1st Quintile,East,Not Disabled (<= 30%),0.90008,919,1012,0.88159,0.91856
2005,1st Quintile,East,Disabled (> 30%),0.09992,93,1012,0.08144,0.11841
2005,2nd Quintile,West,Not Disabled (<= 30%),0.85727,2073,2407,0.84329,0.87124
2005,2nd Quintile,West,Disabled (> 30%),0.14273,334,2407,0.12876,0.15671
2005,2nd Quintile,East,Not Disabled (<= 30%),0.86457,1070,1219,0.84535,0.88378
2005,2nd Quintile,East,Disabled (> 30%),0.13543,149,1219,0.11622,0.15465
2005,3rd Quintile,West,Not Disabled (<= 30%),0.87668,2363,2675,0.86422,0.88914
2005,3rd Quintile,West,Disabled (> 30%),0.12332,312,2675,0.11086,0.13578
2005,3rd Quintile,East,Not Disabled (<= 30%),0.88549,958,1074,0.86644,0.90454
2005,3rd Quintile,East,Disabled (> 30%),0.11451,116,1074,0.09546,0.13356
2005,4th Quintile,West,Not Disabled (<= 30%),0.86823,2933,3312,0.85671,0.87975
2005,4th Quintile,West,Disabled (> 30%),0.13177,379,3312,0.12025,0.14329
2005,4th Quintile,East,Not Disabled (<= 30%),0.87019,879,984,0.84917,0.89120
2005,4th Quintile,East,Disabled (> 30%),0.12981,105,984,0.10880,0.15083
2005,5th Quintile,West,Not Disabled (<= 30%),0.88932,4617,5108,0.88072,0.89793
2005,5th Quintile,West,Disabled (> 30%),0.11068,491,5108,0.10207,0.11928
2005,5th Quintile,East,Not Disabled (<= 30%),0.95104,696,735,0.93543,0.96665
2005,5th Quintile,East,Disabled (> 30%),0.04896,39,735,0.03335,0.06457
2006,1st Quintile,West,Not Disabled (<= 30%),0.85589,1734,1997,0.84048,0.87129
2006,1st Quintile,West,Disabled (> 30%),0.14411,263,1997,0.12871,0.15952
2006,1st Quintile,East,Not Disabled (<= 30%),0.87444,835,938,0.85322,0.89565
2006,1st Quintile,East,Disabled (> 30%),0.12556,103,938,0.10435,0.14678
2006,2nd Quintile,West,Not Disabled (<= 30%),0.84031,1862,2199,0.82499,0.85562
2006,2nd Quintile,West,Disabled (> 30%),0.15969,337,2199,0.14438,0.17501
