year,migback,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.86836,294,294,0.82964,0.90707
1985,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.06768,35,35,-0.01676,0.15211
1985,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.12751,35,35,0.01539,0.23962
1987,No migration background,1st Quintile,Not Disabled (<= 30%),0.69967,1027,1187,0.67358,0.72576
1987,No migration background,1st Quintile,Disabled (> 30%),0.11769,160,1187,0.09935,0.13603
1987,No migration background,2nd Quintile,Not Disabled (<= 30%),0.71228,1222,1349,0.68811,0.73644
1987,No migration background,2nd Quintile,Disabled (> 30%),0.09089,127,1349,0.07555,0.10624
1987,No migration background,3rd Quintile,Not Disabled (<= 30%),0.74176,1355,1503,0.71963,0.76390
1987,No migration background,3rd Quintile,Disabled (> 30%),0.09205,148,1503,0.07743,0.10667
1987,No migration background,4th Quintile,Not Disabled (<= 30%),0.78450,1471,1620,0.76447,0.80453
1987,No migration background,4th Quintile,Disabled (> 30%),0.09143,149,1620,0.07739,0.10547
1987,No migration background,5th Quintile,Not Disabled (<= 30%),0.81684,1620,1774,0.79883,0.83484
1987,No migration background,5th Quintile,Disabled (> 30%),0.08633,154,1774,0.07325,0.09940
1987,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.79858,757,794,0.77067,0.82650
1987,Direct migration background,1st Quintile,Disabled (> 30%),0.07490,37,794,0.05658,0.09322
1987,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.80168,628,663,0.77131,0.83206
1987,Direct migration background,2nd Quintile,Disabled (> 30%),0.10602,35,663,0.08257,0.12947
1987,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88239,537,537,0.85512,0.90966
1987,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.89111,459,459,0.86258,0.91964
1987,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.87798,272,272,0.83901,0.91695
1987,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.05880,41,41,-0.01410,0.13171
1987,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.11738,42,42,0.01885,0.21590
1987,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.36510,38,38,0.20996,0.52024
1988,No migration background,1st Quintile,Not Disabled (<= 30%),0.66786,955,1118,0.64024,0.69548
1988,No migration background,1st Quintile,Disabled (> 30%),0.13274,163,1118,0.11284,0.15264
1988,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68946,1147,1300,0.66429,0.71462
1988,No migration background,2nd Quintile,Disabled (> 30%),0.11300,153,1300,0.09579,0.13022
1988,No migration background,3rd Quintile,Not Disabled (<= 30%),0.73713,1285,1431,0.71432,0.75995
1988,No migration background,3rd Quintile,Disabled (> 30%),0.09785,146,1431,0.08245,0.11325
1988,No migration background,4th Quintile,Not Disabled (<= 30%),0.77955,1379,1531,0.75878,0.80033
1988,No migration background,4th Quintile,Disabled (> 30%),0.09794,152,1531,0.08304,0.11283
1988,No migration background,5th Quintile,Not Disabled (<= 30%),0.82833,1524,1669,0.81023,0.84643
1988,No migration background,5th Quintile,Disabled (> 30%),0.08566,145,1669,0.07223,0.09909
1988,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.78604,721,778,0.75721,0.81488
1988,Direct migration background,1st Quintile,Disabled (> 30%),0.12307,57,778,0.09997,0.14617
1988,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.83088,587,587,0.80053,0.86123
1988,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.85910,485,523,0.82925,0.88895
1988,Direct migration background,3rd Quintile,Disabled (> 30%),0.09260,38,523,0.06773,0.11747
1988,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.85137,451,489,0.81981,0.88293
1988,Direct migration background,4th Quintile,Disabled (> 30%),0.09331,38,489,0.06750,0.11911
1988,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.87936,237,237,0.83780,0.92091
1988,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.09898,64,64,0.02523,0.17272
1988,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.14932,57,57,0.05597,0.24266
1988,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.17298,38,38,0.05110,0.29485
1988,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.30153,39,39,0.15561,0.44744
1989,No migration background,1st Quintile,Not Disabled (<= 30%),0.66701,905,1064,0.63868,0.69534
1989,No migration background,1st Quintile,Disabled (> 30%),0.14319,159,1064,0.12213,0.16424
1989,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67880,1075,1211,0.65249,0.70511
1989,No migration background,2nd Quintile,Disabled (> 30%),0.10850,136,1211,0.09097,0.12602
1989,No migration background,3rd Quintile,Not Disabled (<= 30%),0.73067,1218,1370,0.70717,0.75417
1989,No migration background,3rd Quintile,Disabled (> 30%),0.10502,152,1370,0.08878,0.12126
1989,No migration background,4th Quintile,Not Disabled (<= 30%),0.78867,1363,1528,0.76820,0.80915
1989,No migration background,4th Quintile,Disabled (> 30%),0.10884,165,1528,0.09322,0.12446
1989,No migration background,5th Quintile,Not Disabled (<= 30%),0.81588,1468,1611,0.79694,0.83481
1989,No migration background,5th Quintile,Disabled (> 30%),0.08851,143,1611,0.07463,0.10238
1989,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.81778,736,786,0.79078,0.84479
1989,Direct migration background,1st Quintile,Disabled (> 30%),0.09273,50,786,0.07244,0.11303
1989,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.83624,624,661,0.80800,0.86447
1989,Direct migration background,2nd Quintile,Disabled (> 30%),0.09746,37,661,0.07483,0.12009
1989,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.85973,441,475,0.82847,0.89099
1989,Direct migration background,3rd Quintile,Disabled (> 30%),0.08992,34,475,0.06417,0.11567
1989,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.89705,406,406,0.86746,0.92665
1989,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.84928,201,201,0.79969,0.89886
1989,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.12000,67,67,0.04160,0.19840
1989,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.17594,76,76,0.08977,0.26212
1989,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.18663,43,43,0.06879,0.30446
1989,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.27222,40,40,0.13253,0.41192
1991,No migration background,1st Quintile,Not Disabled (<= 30%),0.63828,813,988,0.60830,0.66826
1991,No migration background,1st Quintile,Disabled (> 30%),0.16326,175,988,0.14020,0.18632
1991,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68100,1054,1196,0.65457,0.70742
1991,No migration background,2nd Quintile,Disabled (> 30%),0.10985,142,1196,0.09212,0.12758
1991,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71624,1172,1318,0.69189,0.74059
1991,No migration background,3rd Quintile,Disabled (> 30%),0.10565,146,1318,0.08904,0.12225
1991,No migration background,4th Quintile,Not Disabled (<= 30%),0.77109,1331,1478,0.74966,0.79251
1991,No migration background,4th Quintile,Disabled (> 30%),0.09944,147,1478,0.08418,0.11470
1991,No migration background,5th Quintile,Not Disabled (<= 30%),0.81273,1427,1569,0.79342,0.83204
1991,No migration background,5th Quintile,Disabled (> 30%),0.08783,142,1569,0.07382,0.10185
1991,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.81361,681,744,0.78561,0.84162
1991,Direct migration background,1st Quintile,Disabled (> 30%),0.11772,63,744,0.09454,0.14089
1991,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.83123,557,600,0.80123,0.86122
1991,Direct migration background,2nd Quintile,Disabled (> 30%),0.13951,43,600,0.11176,0.16725
1991,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88318,453,486,0.85459,0.91177
1991,Direct migration background,3rd Quintile,Disabled (> 30%),0.07699,33,486,0.05327,0.10072
1991,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.91872,376,376,0.89106,0.94638
1991,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.86426,217,217,0.81859,0.90994
1991,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.15865,95,95,0.08479,0.23251
1991,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.20281,86,86,0.11733,0.28829
1991,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.24138,72,72,0.14184,0.34092
1991,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.29261,53,53,0.16895,0.41627
1992,No migration background,1st Quintile,Not Disabled (<= 30%),0.67389,1909,2139,0.65402,0.69376
1992,No migration background,1st Quintile,Disabled (> 30%),0.11847,230,2139,0.10477,0.13217
1992,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67242,1962,2137,0.65252,0.69232
1992,No migration background,2nd Quintile,Disabled (> 30%),0.08992,175,2137,0.07779,0.10205
1992,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71297,1783,1962,0.69295,0.73299
1992,No migration background,3rd Quintile,Disabled (> 30%),0.09807,179,1962,0.08490,0.11123
1992,No migration background,4th Quintile,Not Disabled (<= 30%),0.75878,1770,1958,0.73983,0.77774
1992,No migration background,4th Quintile,Disabled (> 30%),0.10398,188,1958,0.09046,0.11750
1992,No migration background,5th Quintile,Not Disabled (<= 30%),0.81376,1893,2079,0.79702,0.83050
1992,No migration background,5th Quintile,Disabled (> 30%),0.08849,186,2079,0.07628,0.10070
1992,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.79506,458,518,0.76027,0.82986
1992,Direct migration background,1st Quintile,Disabled (> 30%),0.17183,60,518,0.13931,0.20435
1992,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86939,570,605,0.84252,0.89626
1992,Direct migration background,2nd Quintile,Disabled (> 30%),0.08818,35,605,0.06556,0.11079
1992,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88407,551,594,0.85830,0.90983
1992,Direct migration background,3rd Quintile,Disabled (> 30%),0.09047,43,594,0.06738,0.11356
1992,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87358,483,538,0.84547,0.90168
1992,Direct migration background,4th Quintile,Disabled (> 30%),0.11544,55,538,0.08841,0.14247
1992,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.88481,258,258,0.84577,0.92384
1992,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.18544,73,73,0.09567,0.27522
1992,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.19846,92,92,0.11651,0.28040
1992,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.27146,101,101,0.18430,0.35863
1992,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.34930,92,92,0.25135,0.44726
1992,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.30713,35,35,0.15207,0.46220
1994,No migration background,1st Quintile,Not Disabled (<= 30%),0.66293,1519,1706,0.64049,0.68537
1994,No migration background,1st Quintile,Disabled (> 30%),0.11309,187,1706,0.09805,0.12812
1994,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69249,1829,2008,0.67230,0.71268
1994,No migration background,2nd Quintile,Disabled (> 30%),0.08949,179,2008,0.07701,0.10198
1994,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72018,1945,2121,0.70107,0.73929
1994,No migration background,3rd Quintile,Disabled (> 30%),0.09326,176,2121,0.08088,0.10564
1994,No migration background,4th Quintile,Not Disabled (<= 30%),0.74999,1869,2063,0.73130,0.76868
1994,No migration background,4th Quintile,Disabled (> 30%),0.10086,194,2063,0.08786,0.11385
1994,No migration background,5th Quintile,Not Disabled (<= 30%),0.81329,1903,2078,0.79653,0.83005
1994,No migration background,5th Quintile,Disabled (> 30%),0.08521,175,2078,0.07320,0.09722
1994,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.82111,601,673,0.79213,0.85008
1994,Direct migration background,1st Quintile,Disabled (> 30%),0.15489,72,673,0.12754,0.18225
1994,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.87831,492,529,0.85042,0.90620
1994,Direct migration background,2nd Quintile,Disabled (> 30%),0.09965,37,529,0.07410,0.12520
1994,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.85341,431,482,0.82180,0.88502
1994,Direct migration background,3rd Quintile,Disabled (> 30%),0.11971,51,482,0.09070,0.14872
1994,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90382,336,372,0.87382,0.93383
1994,Direct migration background,4th Quintile,Disabled (> 30%),0.09179,36,372,0.06241,0.12117
1994,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.85264,258,258,0.80930,0.89598
1994,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.24159,117,117,0.16369,0.31948
1994,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.28741,111,111,0.20284,0.37199
1994,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.39253,98,98,0.29535,0.48971
1994,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.39284,100,100,0.29663,0.48904
1994,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.41816,50,50,0.28005,0.55627
1995,No migration background,1st Quintile,Not Disabled (<= 30%),0.64040,1370,1530,0.61634,0.66445
1995,No migration background,1st Quintile,Disabled (> 30%),0.10595,160,1530,0.09053,0.12138
1995,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67755,1795,2023,0.65717,0.69792
1995,No migration background,2nd Quintile,Disabled (> 30%),0.11457,228,2023,0.10069,0.12846
1995,No migration background,3rd Quintile,Not Disabled (<= 30%),0.69703,1874,2068,0.67722,0.71684
1995,No migration background,3rd Quintile,Disabled (> 30%),0.10245,194,2068,0.08938,0.11552
1995,No migration background,4th Quintile,Not Disabled (<= 30%),0.75119,1984,2179,0.73303,0.76934
1995,No migration background,4th Quintile,Disabled (> 30%),0.10806,195,2179,0.09502,0.12110
1995,No migration background,5th Quintile,Not Disabled (<= 30%),0.79403,1910,2106,0.77676,0.81131
1995,No migration background,5th Quintile,Disabled (> 30%),0.09701,196,2106,0.08437,0.10965
1995,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.79438,784,851,0.76721,0.82155
1995,Direct migration background,1st Quintile,Disabled (> 30%),0.07810,67,851,0.06006,0.09614
1995,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.81661,653,716,0.78825,0.84498
1995,Direct migration background,2nd Quintile,Disabled (> 30%),0.11262,63,716,0.08945,0.13579
1995,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.87207,484,522,0.84338,0.90075
1995,Direct migration background,3rd Quintile,Disabled (> 30%),0.08660,38,522,0.06245,0.11075
1995,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.84653,335,382,0.81034,0.88273
1995,Direct migration background,4th Quintile,Disabled (> 30%),0.13614,47,382,0.10170,0.17057
1995,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.84112,256,256,0.79626,0.88599
1995,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.23600,128,128,0.16215,0.30985
1995,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.28372,128,128,0.20532,0.36213
1995,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.37005,97,97,0.27347,0.46664
1995,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.43600,84,84,0.32932,0.54268
1995,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.40866,53,53,0.27504,0.54227
1996,No migration background,1st Quintile,Not Disabled (<= 30%),0.65398,1366,1550,0.63029,0.67767
1996,No migration background,1st Quintile,Disabled (> 30%),0.12257,184,1550,0.10624,0.13890
1996,No migration background,2nd Quintile,Not Disabled (<= 30%),0.66351,1677,1878,0.64214,0.68489
1996,No migration background,2nd Quintile,Disabled (> 30%),0.10850,201,1878,0.09443,0.12258
1996,No migration background,3rd Quintile,Not Disabled (<= 30%),0.70469,1888,2097,0.68516,0.72422
1996,No migration background,3rd Quintile,Disabled (> 30%),0.11518,209,2097,0.10151,0.12884
1996,No migration background,4th Quintile,Not Disabled (<= 30%),0.75353,2013,2220,0.73560,0.77146
1996,No migration background,4th Quintile,Disabled (> 30%),0.10249,207,2220,0.08987,0.11511
1996,No migration background,5th Quintile,Not Disabled (<= 30%),0.81444,1939,2119,0.79788,0.83100
1996,No migration background,5th Quintile,Disabled (> 30%),0.09206,180,2119,0.07975,0.10438
1996,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.78075,771,848,0.75289,0.80861
1996,Direct migration background,1st Quintile,Disabled (> 30%),0.10611,77,848,0.08537,0.12686
1996,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.83459,578,628,0.80551,0.86367
1996,Direct migration background,2nd Quintile,Disabled (> 30%),0.10508,50,628,0.08108,0.12908
1996,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.81701,404,459,0.78159,0.85242
1996,Direct migration background,3rd Quintile,Disabled (> 30%),0.14183,55,459,0.10988,0.17378
1996,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90112,361,392,0.87153,0.93071
1996,Direct migration background,4th Quintile,Disabled (> 30%),0.09180,31,392,0.06318,0.12042
1996,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.86681,234,234,0.82318,0.91044
1996,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.24744,160,160,0.18037,0.31452
1996,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.31056,111,111,0.22408,0.39703
1996,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.36789,111,111,0.27777,0.45801
1996,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.44096,92,92,0.33895,0.54298
1996,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.42480,56,56,0.29416,0.55544
1997,No migration background,1st Quintile,Not Disabled (<= 30%),0.65377,1230,1388,0.62873,0.67881
1997,No migration background,1st Quintile,Disabled (> 30%),0.11431,158,1388,0.09756,0.13105
1997,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67336,1760,1981,0.65270,0.69402
1997,No migration background,2nd Quintile,Disabled (> 30%),0.11398,221,1981,0.09998,0.12797
1997,No migration background,3rd Quintile,Not Disabled (<= 30%),0.68745,1849,2071,0.66748,0.70742
1997,No migration background,3rd Quintile,Disabled (> 30%),0.12151,222,2071,0.10744,0.13559
1997,No migration background,4th Quintile,Not Disabled (<= 30%),0.76280,1995,2185,0.74496,0.78064
1997,No migration background,4th Quintile,Disabled (> 30%),0.09636,190,2185,0.08398,0.10873
1997,No migration background,5th Quintile,Not Disabled (<= 30%),0.81368,1932,2114,0.79707,0.83028
1997,No migration background,5th Quintile,Disabled (> 30%),0.09313,182,2114,0.08073,0.10552
1997,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.79206,743,812,0.76413,0.81999
1997,Direct migration background,1st Quintile,Disabled (> 30%),0.09656,69,812,0.07623,0.11689
1997,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.85588,547,601,0.82777,0.88398
1997,Direct migration background,2nd Quintile,Disabled (> 30%),0.08871,54,601,0.06596,0.11147
1997,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.83790,394,437,0.80330,0.87249
1997,Direct migration background,3rd Quintile,Disabled (> 30%),0.13431,43,437,0.10230,0.16631
1997,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88482,342,375,0.85247,0.91718
1997,Direct migration background,4th Quintile,Disabled (> 30%),0.10313,33,375,0.07230,0.13395
1997,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.87225,213,213,0.82731,0.91718
1997,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.26604,158,158,0.19691,0.33516
1997,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.37252,146,146,0.29383,0.45122
1997,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.37929,102,102,0.28466,0.47392
1997,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.51389,89,89,0.40946,0.61832
1997,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.37280,55,55,0.24382,0.50177
1998,No migration background,1st Quintile,Not Disabled (<= 30%),0.63438,1210,1399,0.60914,0.65963
1998,No migration background,1st Quintile,Disabled (> 30%),0.13453,189,1399,0.11665,0.15242
1998,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67651,1633,1836,0.65511,0.69792
1998,No migration background,2nd Quintile,Disabled (> 30%),0.10586,203,1836,0.09178,0.11993
1998,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71235,1847,2071,0.69285,0.73185
1998,No migration background,3rd Quintile,Disabled (> 30%),0.12348,224,2071,0.10931,0.13765
1998,No migration background,4th Quintile,Not Disabled (<= 30%),0.75935,1964,2160,0.74132,0.77739
1998,No migration background,4th Quintile,Disabled (> 30%),0.10467,196,2160,0.09175,0.11758
1998,No migration background,5th Quintile,Not Disabled (<= 30%),0.80789,1854,2022,0.79071,0.82507
1998,No migration background,5th Quintile,Disabled (> 30%),0.09010,168,2022,0.07762,0.10258
1998,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.82290,687,754,0.79564,0.85017
1998,Direct migration background,1st Quintile,Disabled (> 30%),0.08958,67,754,0.06918,0.10998
1998,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86104,475,520,0.83128,0.89080
1998,Direct migration background,2nd Quintile,Disabled (> 30%),0.09053,45,520,0.06584,0.11521
1998,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.83016,354,396,0.79313,0.86719
1998,Direct migration background,3rd Quintile,Disabled (> 30%),0.13911,42,396,0.10499,0.17324
1998,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.85735,292,333,0.81973,0.89497
1998,Direct migration background,4th Quintile,Disabled (> 30%),0.13967,41,333,0.10238,0.17696
1998,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.87404,196,196,0.82747,0.92061
1998,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.32210,174,174,0.25247,0.39173
1998,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.31462,131,131,0.23479,0.39444
1998,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.41416,101,101,0.31762,0.51071
1998,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.61744,102,102,0.52265,0.71222
1998,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.50956,59,59,0.38090,0.63821
1999,No migration background,1st Quintile,Not Disabled (<= 30%),0.65802,1491,1688,0.63539,0.68066
1999,No migration background,1st Quintile,Disabled (> 30%),0.11724,197,1688,0.10189,0.13259
1999,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68777,1887,2139,0.66813,0.70742
1999,No migration background,2nd Quintile,Disabled (> 30%),0.12532,252,2139,0.11129,0.13935
1999,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71154,2067,2315,0.69308,0.73000
1999,No migration background,3rd Quintile,Disabled (> 30%),0.10974,248,2315,0.09700,0.12247
1999,No migration background,4th Quintile,Not Disabled (<= 30%),0.75719,2112,2341,0.73982,0.77456
1999,No migration background,4th Quintile,Disabled (> 30%),0.11188,229,2341,0.09910,0.12465
1999,No migration background,5th Quintile,Not Disabled (<= 30%),0.80003,2136,2363,0.78390,0.81616
1999,No migration background,5th Quintile,Disabled (> 30%),0.10107,227,2363,0.08891,0.11322
1999,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.82436,650,718,0.79651,0.85221
1999,Direct migration background,1st Quintile,Disabled (> 30%),0.09627,68,718,0.07468,0.11786
1999,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.85490,535,584,0.82631,0.88349
1999,Direct migration background,2nd Quintile,Disabled (> 30%),0.08850,49,584,0.06545,0.11156
1999,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.80277,344,391,0.76328,0.84226
1999,Direct migration background,3rd Quintile,Disabled (> 30%),0.16146,47,391,0.12495,0.19798
1999,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87913,282,313,0.84295,0.91530
1999,Direct migration background,4th Quintile,Disabled (> 30%),0.09747,31,313,0.06456,0.13038
1999,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.86865,175,175,0.81846,0.91884
1999,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.32333,181,181,0.25500,0.39166
1999,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.37624,140,140,0.29571,0.45678
1999,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.46444,111,111,0.37124,0.55764
