year,migback,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,5th Quintile,Disabled (> 30%),0.08747,425,4791,0.07947,0.09547
2012,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.85453,973,1059,0.83329,0.87578
2012,Direct migration background,1st Quintile,Disabled (> 30%),0.10086,86,1059,0.08271,0.11901
2012,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86964,637,695,0.84458,0.89469
2012,Direct migration background,2nd Quintile,Disabled (> 30%),0.10578,58,695,0.08290,0.12867
2012,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.89161,420,457,0.86308,0.92014
2012,Direct migration background,3rd Quintile,Disabled (> 30%),0.08419,37,457,0.05870,0.10967
2012,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88012,315,315,0.84419,0.91605
2012,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.91828,280,280,0.88613,0.95042
2012,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.33205,314,314,0.27987,0.38422
2012,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.33955,235,235,0.27888,0.40023
2012,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.50174,187,187,0.42988,0.57359
2012,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.52298,163,163,0.44607,0.59990
2012,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.55247,161,161,0.47542,0.62951
2013,No migration background,1st Quintile,Not Disabled (<= 30%),0.66863,3320,3853,0.65376,0.68349
2013,No migration background,1st Quintile,Disabled (> 30%),0.15531,533,3853,0.14387,0.16675
2013,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70429,3719,4253,0.69057,0.71801
2013,No migration background,2nd Quintile,Disabled (> 30%),0.13968,534,4253,0.12926,0.15010
2013,No migration background,3rd Quintile,Not Disabled (<= 30%),0.73335,3712,4228,0.72002,0.74668
2013,No migration background,3rd Quintile,Disabled (> 30%),0.12049,516,4228,0.11067,0.13030
2013,No migration background,4th Quintile,Not Disabled (<= 30%),0.77235,3898,4355,0.75990,0.78481
2013,No migration background,4th Quintile,Disabled (> 30%),0.10029,457,4355,0.09136,0.10921
2013,No migration background,5th Quintile,Not Disabled (<= 30%),0.79852,4481,4976,0.78738,0.80967
2013,No migration background,5th Quintile,Disabled (> 30%),0.10126,495,4976,0.09287,0.10964
2013,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.74881,888,993,0.72183,0.77580
2013,Direct migration background,1st Quintile,Disabled (> 30%),0.21260,105,993,0.18714,0.23806
2013,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.87707,670,726,0.85317,0.90097
2013,Direct migration background,2nd Quintile,Disabled (> 30%),0.11119,56,726,0.08830,0.13407
2013,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.86616,428,469,0.83532,0.89701
2013,Direct migration background,3rd Quintile,Disabled (> 30%),0.11563,41,469,0.08666,0.14460
2013,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87059,296,330,0.83431,0.90686
2013,Direct migration background,4th Quintile,Disabled (> 30%),0.12039,34,330,0.08523,0.15556
2013,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.92281,319,319,0.89348,0.95215
2013,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.36451,291,291,0.30912,0.41991
2013,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.33795,243,243,0.27835,0.39754
2013,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.49543,195,195,0.42507,0.56579
2013,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.55329,166,166,0.47743,0.62914
2013,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.61415,182,182,0.54323,0.68506
2014,No migration background,1st Quintile,Not Disabled (<= 30%),0.66589,2834,3332,0.64988,0.68191
2014,No migration background,1st Quintile,Disabled (> 30%),0.15927,498,3332,0.14684,0.17170
2014,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67848,3252,3796,0.66362,0.69334
2014,No migration background,2nd Quintile,Disabled (> 30%),0.15524,544,3796,0.14371,0.16676
2014,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72559,3466,3983,0.71173,0.73945
2014,No migration background,3rd Quintile,Disabled (> 30%),0.12611,517,3983,0.11580,0.13642
2014,No migration background,4th Quintile,Not Disabled (<= 30%),0.75588,3786,4285,0.74301,0.76874
2014,No migration background,4th Quintile,Disabled (> 30%),0.11128,499,4285,0.10186,0.12069
2014,No migration background,5th Quintile,Not Disabled (<= 30%),0.80941,4205,4666,0.79814,0.82068
2014,No migration background,5th Quintile,Disabled (> 30%),0.09619,461,4666,0.08773,0.10466
2014,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.79351,1766,1944,0.77551,0.81151
2014,Direct migration background,1st Quintile,Disabled (> 30%),0.14262,178,1944,0.12707,0.15817
2014,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.88565,1248,1333,0.86856,0.90274
2014,Direct migration background,2nd Quintile,Disabled (> 30%),0.08872,85,1333,0.07345,0.10400
2014,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88243,834,890,0.86126,0.90361
2014,Direct migration background,3rd Quintile,Disabled (> 30%),0.08632,56,890,0.06785,0.10478
2014,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.91900,565,600,0.89715,0.94085
2014,Direct migration background,4th Quintile,Disabled (> 30%),0.06268,35,600,0.04327,0.08209
2014,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.92906,480,480,0.90607,0.95205
2014,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.39374,509,509,0.35126,0.43623
2014,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.40346,367,367,0.35320,0.45372
2014,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.49299,280,280,0.43432,0.55165
2014,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.57480,263,263,0.51493,0.63466
2014,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.60542,217,217,0.54024,0.67060
2015,No migration background,1st Quintile,Not Disabled (<= 30%),0.67154,2593,3022,0.65479,0.68829
2015,No migration background,1st Quintile,Disabled (> 30%),0.15604,429,3022,0.14310,0.16898
2015,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69361,3255,3774,0.67890,0.70832
2015,No migration background,2nd Quintile,Disabled (> 30%),0.14780,519,3774,0.13647,0.15912
2015,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72248,3269,3747,0.70814,0.73682
2015,No migration background,3rd Quintile,Disabled (> 30%),0.12475,478,3747,0.11417,0.13533
2015,No migration background,4th Quintile,Not Disabled (<= 30%),0.74949,3519,3989,0.73604,0.76294
2015,No migration background,4th Quintile,Disabled (> 30%),0.11791,470,3989,0.10790,0.12792
2015,No migration background,5th Quintile,Not Disabled (<= 30%),0.81052,4018,4461,0.79902,0.82202
2015,No migration background,5th Quintile,Disabled (> 30%),0.09121,443,4461,0.08276,0.09966
2015,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83424,1461,1603,0.81603,0.85245
2015,Direct migration background,1st Quintile,Disabled (> 30%),0.13646,142,1603,0.11965,0.15327
2015,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.89403,1059,1140,0.87616,0.91191
2015,Direct migration background,2nd Quintile,Disabled (> 30%),0.09044,81,1140,0.07378,0.10710
2015,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.89977,778,817,0.87916,0.92037
2015,Direct migration background,3rd Quintile,Disabled (> 30%),0.08019,39,817,0.06156,0.09883
2015,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90810,489,489,0.88247,0.93373
2015,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.93564,434,434,0.91252,0.95875
2015,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.40220,466,466,0.35763,0.44677
2015,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.45256,331,331,0.39886,0.50626
2015,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.49440,271,271,0.43477,0.55404
2015,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.61875,250,250,0.55842,0.67908
2015,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.63341,187,187,0.56416,0.70266
2016,No migration background,1st Quintile,Not Disabled (<= 30%),0.66023,2361,2771,0.64260,0.67787
2016,No migration background,1st Quintile,Disabled (> 30%),0.15432,410,2771,0.14086,0.16777
2016,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69474,2975,3446,0.67936,0.71012
2016,No migration background,2nd Quintile,Disabled (> 30%),0.14636,471,3446,0.13456,0.15816
2016,No migration background,3rd Quintile,Not Disabled (<= 30%),0.70719,3065,3545,0.69220,0.72217
2016,No migration background,3rd Quintile,Disabled (> 30%),0.13461,480,3545,0.12337,0.14584
2016,No migration background,4th Quintile,Not Disabled (<= 30%),0.76422,3362,3780,0.75069,0.77775
2016,No migration background,4th Quintile,Disabled (> 30%),0.10609,418,3780,0.09628,0.11591
2016,No migration background,5th Quintile,Not Disabled (<= 30%),0.80761,3760,4175,0.79565,0.81956
2016,No migration background,5th Quintile,Disabled (> 30%),0.09339,415,4175,0.08457,0.10222
2016,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.81372,1690,1838,0.79591,0.83152
2016,Direct migration background,1st Quintile,Disabled (> 30%),0.12130,148,1838,0.10637,0.13623
2016,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.88747,1192,1270,0.87008,0.90486
2016,Direct migration background,2nd Quintile,Disabled (> 30%),0.08514,78,1270,0.06979,0.10050
2016,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.91504,767,806,0.89578,0.93430
2016,Direct migration background,3rd Quintile,Disabled (> 30%),0.06694,39,806,0.04967,0.08420
2016,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.91796,590,590,0.89580,0.94013
2016,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.91040,473,473,0.88463,0.93616
2016,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.39273,413,413,0.34557,0.43988
2016,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.46429,347,347,0.41174,0.51684
2016,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.50422,255,255,0.44273,0.56570
2016,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.58084,222,222,0.51579,0.64590
2016,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.64982,185,185,0.58089,0.71874
2017,No migration background,1st Quintile,Not Disabled (<= 30%),0.67210,2234,2621,0.65413,0.69008
2017,No migration background,1st Quintile,Disabled (> 30%),0.15718,387,2621,0.14324,0.17111
2017,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69029,2844,3311,0.67454,0.70605
2017,No migration background,2nd Quintile,Disabled (> 30%),0.15239,467,3311,0.14014,0.16463
2017,No migration background,3rd Quintile,Not Disabled (<= 30%),0.70544,2982,3431,0.69019,0.72070
2017,No migration background,3rd Quintile,Disabled (> 30%),0.13526,449,3431,0.12381,0.14671
2017,No migration background,4th Quintile,Not Disabled (<= 30%),0.78159,3212,3631,0.76815,0.79503
2017,No migration background,4th Quintile,Disabled (> 30%),0.10278,419,3631,0.09291,0.11266
2017,No migration background,5th Quintile,Not Disabled (<= 30%),0.80905,3555,3915,0.79673,0.82136
2017,No migration background,5th Quintile,Disabled (> 30%),0.09154,360,3915,0.08251,0.10058
2017,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.72826,1470,1628,0.70665,0.74988
2017,Direct migration background,1st Quintile,Disabled (> 30%),0.12058,158,1628,0.10476,0.13640
2017,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86358,1118,1184,0.84402,0.88314
2017,Direct migration background,2nd Quintile,Disabled (> 30%),0.09273,66,1184,0.07620,0.10926
2017,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.91835,682,719,0.89832,0.93838
2017,Direct migration background,3rd Quintile,Disabled (> 30%),0.05755,37,719,0.04052,0.07459
2017,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.91712,480,480,0.89243,0.94181
2017,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.93874,418,418,0.91572,0.96176
2017,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.37906,425,425,0.33288,0.42524
2017,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.44210,284,284,0.38424,0.49997
2017,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.48659,236,236,0.42269,0.55050
2017,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.61332,207,207,0.54681,0.67982
2017,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.62508,187,187,0.55550,0.69465
2018,No migration background,1st Quintile,Not Disabled (<= 30%),0.67503,2376,2845,0.65782,0.69225
2018,No migration background,1st Quintile,Disabled (> 30%),0.16632,469,2845,0.15263,0.18000
2018,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68939,3125,3654,0.67438,0.70440
2018,No migration background,2nd Quintile,Disabled (> 30%),0.14275,529,3654,0.13141,0.15410
2018,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71793,3213,3688,0.70340,0.73245
2018,No migration background,3rd Quintile,Disabled (> 30%),0.12617,475,3688,0.11546,0.13689
2018,No migration background,4th Quintile,Not Disabled (<= 30%),0.76850,3545,3996,0.75542,0.78158
2018,No migration background,4th Quintile,Disabled (> 30%),0.10701,451,3996,0.09742,0.11659
2018,No migration background,5th Quintile,Not Disabled (<= 30%),0.81644,4016,4423,0.80503,0.82785
2018,No migration background,5th Quintile,Disabled (> 30%),0.08565,407,4423,0.07740,0.09390
2018,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.69759,1323,1466,0.67407,0.72111
2018,Direct migration background,1st Quintile,Disabled (> 30%),0.11936,143,1466,0.10276,0.13596
2018,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.88408,1007,1079,0.86497,0.90319
2018,Direct migration background,2nd Quintile,Disabled (> 30%),0.06948,72,1079,0.05430,0.08466
2018,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88231,706,757,0.85933,0.90528
2018,Direct migration background,3rd Quintile,Disabled (> 30%),0.08291,51,757,0.06326,0.10257
2018,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.89515,476,508,0.86848,0.92181
2018,Direct migration background,4th Quintile,Disabled (> 30%),0.08627,32,508,0.06183,0.11070
2018,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.93959,410,410,0.91650,0.96268
2018,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.36224,398,398,0.31496,0.40952
2018,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.45727,356,356,0.40545,0.50910
2018,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.59154,283,283,0.53417,0.64891
2018,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.54767,185,185,0.47575,0.61959
2018,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.63882,199,199,0.57192,0.70573
2019,No migration background,1st Quintile,Not Disabled (<= 30%),0.66343,2253,2707,0.64562,0.68123
2019,No migration background,1st Quintile,Disabled (> 30%),0.16812,454,2707,0.15403,0.18221
2019,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68786,2941,3471,0.67245,0.70328
2019,No migration background,2nd Quintile,Disabled (> 30%),0.14732,530,3471,0.13552,0.15911
2019,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72902,3054,3482,0.71425,0.74378
2019,No migration background,3rd Quintile,Disabled (> 30%),0.11640,428,3482,0.10575,0.12706
2019,No migration background,4th Quintile,Not Disabled (<= 30%),0.75206,3210,3638,0.73802,0.76609
2019,No migration background,4th Quintile,Disabled (> 30%),0.10504,428,3638,0.09508,0.11501
2019,No migration background,5th Quintile,Not Disabled (<= 30%),0.82005,3739,4151,0.80837,0.83174
2019,No migration background,5th Quintile,Disabled (> 30%),0.08859,412,4151,0.07995,0.09724
2019,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.67835,1187,1305,0.65299,0.70370
2019,Direct migration background,1st Quintile,Disabled (> 30%),0.10337,118,1305,0.08685,0.11990
2019,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.89245,908,975,0.87299,0.91190
2019,Direct migration background,2nd Quintile,Disabled (> 30%),0.06469,67,975,0.04924,0.08014
2019,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.85025,597,651,0.82281,0.87768
2019,Direct migration background,3rd Quintile,Disabled (> 30%),0.12526,54,651,0.09981,0.15070
2019,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.93306,416,416,0.90902,0.95711
2019,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.94540,428,428,0.92385,0.96695
2019,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.38036,390,390,0.33211,0.42860
2019,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.45891,299,299,0.40233,0.51549
2019,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.52077,267,267,0.46074,0.58081
2019,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.60022,177,177,0.52785,0.67259
2019,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.61916,202,202,0.55203,0.68629
2020,No migration background,1st Quintile,Not Disabled (<= 30%),0.67159,2182,2626,0.65363,0.68956
2020,No migration background,1st Quintile,Disabled (> 30%),0.16958,444,2626,0.15523,0.18394
2020,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69045,2928,3437,0.67500,0.70591
2020,No migration background,2nd Quintile,Disabled (> 30%),0.13290,509,3437,0.12155,0.14425
2020,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72631,2964,3409,0.71134,0.74128
2020,No migration background,3rd Quintile,Disabled (> 30%),0.12309,445,3409,0.11206,0.13412
2020,No migration background,4th Quintile,Not Disabled (<= 30%),0.75002,3371,3812,0.73628,0.76377
2020,No migration background,4th Quintile,Disabled (> 30%),0.10521,441,3812,0.09547,0.11495
2020,No migration background,5th Quintile,Not Disabled (<= 30%),0.80286,4743,5170,0.79201,0.81370
2020,No migration background,5th Quintile,Disabled (> 30%),0.08562,427,5170,0.07799,0.09325
2020,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.80388,3356,3527,0.79077,0.81699
2020,Direct migration background,1st Quintile,Disabled (> 30%),0.12414,171,3527,0.11326,0.13503
2020,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.88462,987,1066,0.86543,0.90381
2020,Direct migration background,2nd Quintile,Disabled (> 30%),0.08361,79,1066,0.06699,0.10024
2020,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.89352,527,575,0.86829,0.91875
2020,Direct migration background,3rd Quintile,Disabled (> 30%),0.08121,48,575,0.05887,0.10356
2020,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90949,441,474,0.88364,0.93535
2020,Direct migration background,4th Quintile,Disabled (> 30%),0.07663,33,474,0.05266,0.10060
2020,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.91509,478,478,0.89008,0.94011
2020,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.35753,380,380,0.30927,0.40578
2020,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.43438,302,302,0.37838,0.49038
2020,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.56286,264,264,0.50291,0.62281
2020,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.58784,218,218,0.52235,0.65333
2020,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.59533,276,276,0.53732,0.65334
2021,No migration background,1st Quintile,Not Disabled (<= 30%),0.67464,1604,1947,0.65382,0.69545
2021,No migration background,1st Quintile,Disabled (> 30%),0.17583,343,1947,0.15891,0.19274
2021,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70124,2019,2392,0.68289,0.71958
2021,No migration background,2nd Quintile,Disabled (> 30%),0.13237,373,2392,0.11878,0.14595
2021,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71570,2169,2460,0.69787,0.73353
2021,No migration background,3rd Quintile,Disabled (> 30%),0.11175,291,2460,0.09929,0.12420
2021,No migration background,4th Quintile,Not Disabled (<= 30%),0.76212,2344,2645,0.74589,0.77835
2021,No migration background,4th Quintile,Disabled (> 30%),0.10218,301,2645,0.09064,0.11373
2021,No migration background,5th Quintile,Not Disabled (<= 30%),0.79473,3341,3662,0.78165,0.80782
2021,No migration background,5th Quintile,Disabled (> 30%),0.09552,321,3662,0.08600,0.10504
2021,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.77295,2445,2579,0.75678,0.78912
2021,Direct migration background,1st Quintile,Disabled (> 30%),0.11968,134,2579,0.10715,0.13221
2021,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.85028,880,943,0.82750,0.87307
2021,Direct migration background,2nd Quintile,Disabled (> 30%),0.09396,63,943,0.07533,0.11259
2021,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.86180,501,501,0.83155,0.89205
2021,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87393,379,379,0.84047,0.90739
2021,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.94196,420,420,0.91957,0.96435
2021,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.30988,218,218,0.24835,0.37141
2021,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.45653,192,192,0.38589,0.52717
2021,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.49833,146,146,0.41695,0.57971
2021,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.53275,143,143,0.45069,0.61481
2021,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.60070,178,178,0.52855,0.67285
2022,No migration background,1st Quintile,Not Disabled (<= 30%),0.68998,1413,1745,0.66828,0.71169
2022,No migration background,1st Quintile,Disabled (> 30%),0.17430,332,1745,0.15649,0.19210
2022,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70918,1881,2227,0.69032,0.72805
2022,No migration background,2nd Quintile,Disabled (> 30%),0.15566,346,2227,0.14060,0.17072
2022,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71942,2013,2317,0.70112,0.73772
2022,No migration background,3rd Quintile,Disabled (> 30%),0.13560,304,2317,0.12166,0.14954
2022,No migration background,4th Quintile,Not Disabled (<= 30%),0.74421,2277,2591,0.72740,0.76101
2022,No migration background,4th Quintile,Disabled (> 30%),0.12022,314,2591,0.10770,0.13275
2022,No migration background,5th Quintile,Not Disabled (<= 30%),0.79764,3161,3464,0.78426,0.81102
2022,No migration background,5th Quintile,Disabled (> 30%),0.09400,303,3464,0.08428,0.10372
2022,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.75967,2168,2295,0.74218,0.77716
2022,Direct migration background,1st Quintile,Disabled (> 30%),0.12621,127,2295,0.11262,0.13980
2022,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.88435,767,815,0.86238,0.90632
2022,Direct migration background,2nd Quintile,Disabled (> 30%),0.05281,48,815,0.03744,0.06817
2022,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.84851,453,492,0.81680,0.88022
2022,Direct migration background,3rd Quintile,Disabled (> 30%),0.11874,39,492,0.09012,0.14735
2022,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.89231,371,371,0.86072,0.92389
2022,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.91736,361,361,0.88892,0.94581
2022,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.35382,185,185,0.28473,0.42291
2022,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.48104,169,169,0.40549,0.55660
2022,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.47499,140,140,0.39197,0.55801
2022,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.47206,123,123,0.38348,0.56065
2022,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.59540,155,155,0.51789,0.67292
