year,bula_h,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Berlin,Tenant,No,0.93656,632,632,0.91755,0.95558
2019,Brandenburg,Owner,No,0.97507,354,354,0.95881,0.99134
2019,Brandenburg,Tenant,No,0.97309,424,424,0.95766,0.98851
2019,Mecklenburg-Western Pomerania,Owner,No,0.96713,160,160,0.93942,0.99485
2019,Mecklenburg-Western Pomerania,Tenant,No,0.94329,256,256,0.91490,0.97168
2019,Saxony,Owner,No,0.93777,417,417,0.91456,0.96099
2019,Saxony,Tenant,No,0.94719,662,662,0.93013,0.96424
2019,Saxony-Anhalt,Owner,No,0.96133,260,260,0.93785,0.98481
2019,Saxony-Anhalt,Tenant,No,0.91730,346,346,0.88824,0.94637
2019,Thuringa,Owner,No,0.98827,284,284,0.97572,1.00081
2019,Thuringa,Tenant,No,0.96961,348,348,0.95155,0.98767
2020,Schleswig-Holstein,Owner,No,0.98548,292,292,0.97173,0.99922
2020,Schleswig-Holstein,Tenant,No,0.98608,385,385,0.97436,0.99780
2020,Hamburg,Owner,No,0.99763,98,98,0.98796,1.00731
2020,Hamburg,Tenant,No,0.91318,322,322,0.88238,0.94399
2020,Lower Saxony,Owner,No,0.97561,723,723,0.96435,0.98686
2020,Lower Saxony,Tenant,No,0.93476,1046,1046,0.91979,0.94973
2020,Bremen,Tenant,No,0.99111,160,160,0.97652,1.00570
2020,North Rhine-Westphalia,Owner,No,0.97639,1335,1335,0.96824,0.98454
2020,North Rhine-Westphalia,Tenant,Yes,0.04032,61,2970,0.03324,0.04739
2020,North Rhine-Westphalia,Tenant,No,0.93946,2909,2970,0.93088,0.94804
2020,Hesse,Owner,No,0.98989,469,469,0.98083,0.99896
2020,Hesse,Tenant,No,0.92582,847,847,0.90816,0.94348
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.97894,429,429,0.96533,0.99254
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.94681,592,592,0.92871,0.96490
2020,Baden-Wuerttemberg,Owner,No,0.96658,855,855,0.95453,0.97864
2020,Baden-Wuerttemberg,Tenant,No,0.95382,1083,1083,0.94131,0.96632
2020,Bavaria,Owner,No,0.96453,1149,1149,0.95383,0.97523
2020,Bavaria,Tenant,No,0.93607,1673,1673,0.92435,0.94780
2020,Berlin,Owner,No,0.97933,137,137,0.95541,1.00324
2020,Berlin,Tenant,No,0.93384,870,870,0.91732,0.95037
2020,Brandenburg,Owner,No,0.96701,319,319,0.94737,0.98664
2020,Brandenburg,Tenant,No,0.98104,413,413,0.96787,0.99421
2020,Mecklenburg-Western Pomerania,Owner,No,0.96802,121,121,0.93654,0.99950
2020,Mecklenburg-Western Pomerania,Tenant,No,0.95238,239,239,0.92533,0.97944
2020,Saxony,Owner,No,0.97798,366,366,0.96293,0.99304
2020,Saxony,Tenant,No,0.96452,698,698,0.95079,0.97825
2020,Saxony-Anhalt,Owner,No,0.98225,242,242,0.96558,0.99892
2020,Saxony-Anhalt,Tenant,No,0.89570,358,358,0.86399,0.92741
2020,Thuringa,Owner,No,0.99319,249,249,0.98295,1.00343
2020,Thuringa,Tenant,No,0.93590,364,364,0.91070,0.96109
2021,Schleswig-Holstein,Owner,No,0.98799,240,240,0.97418,1.00180
2021,Schleswig-Holstein,Tenant,No,0.98858,267,267,0.97581,1.00135
2021,Hamburg,Owner,No,0.97654,76,76,0.94229,1.01080
2021,Hamburg,Tenant,No,0.92439,220,220,0.88937,0.95940
2021,Lower Saxony,Owner,No,0.99747,564,564,0.99332,1.00162
2021,Lower Saxony,Tenant,No,0.96967,617,617,0.95612,0.98321
2021,Bremen,Tenant,No,0.98033,80,80,0.94970,1.01095
2021,North Rhine-Westphalia,Owner,No,0.98544,995,995,0.97799,0.99288
2021,North Rhine-Westphalia,Tenant,No,0.96287,1631,1631,0.95369,0.97205
2021,Hesse,Owner,No,0.96822,322,322,0.94904,0.98741
2021,Hesse,Tenant,No,0.93898,516,516,0.91831,0.95965
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.99091,295,295,0.98006,1.00176
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.96099,330,330,0.94007,0.98191
2021,Baden-Wuerttemberg,Owner,No,0.96970,639,639,0.95640,0.98300
2021,Baden-Wuerttemberg,Tenant,No,0.95432,674,674,0.93854,0.97009
2021,Bavaria,Owner,No,0.98640,851,851,0.97861,0.99418
2021,Bavaria,Tenant,No,0.95374,979,979,0.94057,0.96690
2021,Berlin,Owner,No,0.98291,107,107,0.95823,1.00758
2021,Berlin,Tenant,No,0.96678,532,532,0.95153,0.98202
2021,Brandenburg,Owner,No,0.99915,227,227,0.99535,1.00295
2021,Brandenburg,Tenant,No,0.97911,246,246,0.96120,0.99702
2021,Mecklenburg-Western Pomerania,Owner,No,0.94381,99,99,0.89821,0.98940
2021,Mecklenburg-Western Pomerania,Tenant,No,0.98410,167,167,0.96508,1.00313
2021,Saxony,Owner,No,0.97580,261,261,0.95711,0.99448
2021,Saxony,Tenant,No,0.95234,493,493,0.93351,0.97116
2021,Saxony-Anhalt,Owner,No,0.96502,149,149,0.93543,0.99462
2021,Saxony-Anhalt,Tenant,No,0.99671,241,241,0.98946,1.00396
2021,Thuringa,Owner,No,0.99066,168,168,0.97608,1.00525
2021,Thuringa,Tenant,No,0.99028,243,243,0.97792,1.00264
2022,Schleswig-Holstein,Owner,No,0.97869,311,311,0.96262,0.99477
2022,Schleswig-Holstein,Tenant,No,0.94636,373,373,0.92346,0.96925
2022,Hamburg,Owner,No,0.97204,100,100,0.93956,1.00451
2022,Hamburg,Tenant,No,0.96262,359,359,0.94297,0.98227
2022,Lower Saxony,Owner,No,0.98672,839,839,0.97897,0.99447
2022,Lower Saxony,Tenant,No,0.94287,892,892,0.92763,0.95811
2022,Bremen,Owner,No,0.99070,40,40,0.96058,1.02082
2022,Bremen,Tenant,No,0.95065,113,113,0.91054,0.99076
2022,North Rhine-Westphalia,Owner,No,0.97720,1609,1609,0.96990,0.98449
2022,North Rhine-Westphalia,Tenant,Yes,0.03064,50,2668,0.02410,0.03718
2022,North Rhine-Westphalia,Tenant,No,0.96188,2618,2668,0.95461,0.96915
2022,Hesse,Owner,No,0.97083,461,461,0.95545,0.98621
2022,Hesse,Tenant,No,0.95349,842,842,0.93926,0.96773
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.97508,412,412,0.96001,0.99015
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.93859,520,520,0.91794,0.95925
2022,Baden-Wuerttemberg,Owner,No,0.98523,999,999,0.97775,0.99272
2022,Baden-Wuerttemberg,Tenant,No,0.94465,1333,1333,0.93237,0.95693
2022,Bavaria,Owner,No,0.97433,1300,1300,0.96573,0.98293
2022,Bavaria,Tenant,Yes,0.03825,35,1857,0.02952,0.04698
2022,Bavaria,Tenant,No,0.94165,1822,1857,0.93098,0.95231
2022,Berlin,Owner,No,0.96245,170,170,0.93378,0.99111
2022,Berlin,Tenant,No,0.95541,1017,1017,0.94272,0.96810
2022,Brandenburg,Owner,No,0.99005,326,326,0.97925,1.00084
2022,Brandenburg,Tenant,No,0.93993,421,421,0.91720,0.96265
2022,Mecklenburg-Western Pomerania,Owner,No,0.98640,131,131,0.96650,1.00631
2022,Mecklenburg-Western Pomerania,Tenant,No,0.96781,296,296,0.94767,0.98795
2022,Saxony,Owner,No,0.96299,461,461,0.94574,0.98024
2022,Saxony,Tenant,No,0.91748,831,831,0.89876,0.93620
2022,Saxony-Anhalt,Owner,No,0.99341,295,295,0.98417,1.00266
2022,Saxony-Anhalt,Tenant,No,0.94675,389,389,0.92441,0.96909
2022,Thuringa,Owner,No,0.98443,248,248,0.96899,0.99987
2022,Thuringa,Tenant,No,0.95549,345,345,0.93370,0.97729
