year,migback,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Indirect migration background,At least once per week,0.02567,48,594,0.01294,0.03840
1998,Indirect migration background,At least once per month,0.03124,49,594,0.01724,0.04524
1998,Indirect migration background,Seldom,0.12672,204,594,0.09995,0.15350
1998,Indirect migration background,Never,0.20319,293,594,0.17081,0.23558
1999,No migration background,At least once per week,0.07842,835,10809,0.07336,0.08349
1999,No migration background,At least once per month,0.06751,842,10809,0.06278,0.07224
1999,No migration background,Seldom,0.26563,3264,10809,0.25731,0.27396
1999,No migration background,Never,0.42495,5868,10809,0.41563,0.43427
1999,Direct migration background,At least once per week,0.15200,366,2193,0.13697,0.16703
1999,Direct migration background,At least once per month,0.11929,299,2193,0.10572,0.13286
1999,Direct migration background,Seldom,0.28347,669,2193,0.26460,0.30234
1999,Direct migration background,Never,0.38997,859,2193,0.36955,0.41039
1999,Indirect migration background,At least once per week,0.02063,41,603,0.00927,0.03198
1999,Indirect migration background,At least once per month,0.03096,48,603,0.01713,0.04480
1999,Indirect migration background,Seldom,0.13082,202,603,0.10388,0.15776
1999,Indirect migration background,Never,0.21358,312,603,0.18084,0.24632
2001,No migration background,At least once per week,0.07743,1518,18093,0.07354,0.08133
2001,No migration background,At least once per month,0.07763,1678,18093,0.07373,0.08153
2001,No migration background,Seldom,0.25095,5335,18093,0.24464,0.25727
2001,No migration background,Never,0.43343,9562,18093,0.42620,0.44065
2001,Direct migration background,At least once per week,0.14311,454,2898,0.13036,0.15587
2001,Direct migration background,At least once per month,0.11313,375,2898,0.10160,0.12467
2001,Direct migration background,Seldom,0.27399,874,2898,0.25775,0.29023
2001,Direct migration background,Never,0.39585,1195,2898,0.37804,0.41365
2001,Indirect migration background,At least once per week,0.02428,56,760,0.01333,0.03523
2001,Indirect migration background,At least once per month,0.02408,53,760,0.01317,0.03499
2001,Indirect migration background,Seldom,0.11322,233,760,0.09067,0.13576
2001,Indirect migration background,Never,0.20990,418,760,0.18092,0.23887
2003,No migration background,At least once per week,0.07683,1556,18662,0.07301,0.08065
2003,No migration background,At least once per month,0.07489,1657,18662,0.07112,0.07867
2003,No migration background,Seldom,0.25718,5643,18662,0.25091,0.26346
2003,No migration background,Never,0.43678,9806,18662,0.42967,0.44390
2003,Direct migration background,At least once per week,0.14706,410,2593,0.13343,0.16070
2003,Direct migration background,At least once per month,0.12497,366,2593,0.11223,0.13770
2003,Direct migration background,Seldom,0.27591,790,2593,0.25870,0.29312
2003,Direct migration background,Never,0.38906,1027,2593,0.37030,0.40783
2003,Indirect migration background,At least once per week,0.03500,69,769,0.02201,0.04800
2003,Indirect migration background,At least once per month,0.02685,72,769,0.01542,0.03829
2003,Indirect migration background,Seldom,0.11164,246,769,0.08936,0.13391
2003,Indirect migration background,Never,0.21356,382,769,0.18458,0.24255
2005,No migration background,At least once per week,0.06957,1334,17415,0.06580,0.07335
2005,No migration background,At least once per month,0.07138,1530,17415,0.06756,0.07521
2005,No migration background,Seldom,0.26351,5365,17415,0.25696,0.27005
2005,No migration background,Never,0.44604,9186,17415,0.43866,0.45342
2005,Direct migration background,At least once per week,0.13550,351,2353,0.12167,0.14933
2005,Direct migration background,At least once per month,0.11191,313,2353,0.09917,0.12465
2005,Direct migration background,Seldom,0.27827,704,2353,0.26016,0.29639
2005,Direct migration background,Never,0.43433,985,2353,0.41430,0.45436
2005,Indirect migration background,At least once per week,0.04473,76,816,0.03054,0.05892
2005,Indirect migration background,At least once per month,0.02695,55,816,0.01584,0.03807
2005,Indirect migration background,Seldom,0.12198,230,816,0.09951,0.14445
2005,Indirect migration background,Never,0.26237,455,816,0.23217,0.29257
2007,No migration background,At least once per week,0.06537,1367,17516,0.06171,0.06903
2007,No migration background,At least once per month,0.07146,1528,17516,0.06764,0.07527
2007,No migration background,Seldom,0.24240,5107,17516,0.23606,0.24875
2007,No migration background,Never,0.46553,9514,17516,0.45814,0.47291
2007,Direct migration background,At least once per week,0.13715,332,2114,0.12248,0.15181
2007,Direct migration background,At least once per month,0.09111,230,2114,0.07884,0.10338
2007,Direct migration background,Seldom,0.27605,661,2114,0.25699,0.29512
2007,Direct migration background,Never,0.45521,891,2114,0.43398,0.47645
2007,Indirect migration background,At least once per week,0.03774,65,774,0.02431,0.05118
2007,Indirect migration background,At least once per month,0.03946,73,774,0.02574,0.05319
2007,Indirect migration background,Seldom,0.12646,232,774,0.10303,0.14990
2007,Indirect migration background,Never,0.26030,404,774,0.22937,0.29123
2008,No migration background,At least once per week,0.06268,1224,16574,0.05899,0.06637
2008,No migration background,At least once per month,0.06994,1451,16574,0.06605,0.07382
2008,No migration background,Seldom,0.25264,4976,16574,0.24602,0.25925
2008,No migration background,Never,0.46514,8923,16574,0.45755,0.47273
2008,Direct migration background,At least once per week,0.13294,286,1899,0.11767,0.14822
2008,Direct migration background,At least once per month,0.11095,234,1899,0.09682,0.12508
2008,Direct migration background,Seldom,0.29621,595,1899,0.27567,0.31675
2008,Direct migration background,Never,0.43425,784,1899,0.41195,0.45655
2008,Indirect migration background,At least once per week,0.04147,64,761,0.02729,0.05564
2008,Indirect migration background,At least once per month,0.03648,60,761,0.02315,0.04982
2008,Indirect migration background,Seldom,0.14500,235,761,0.11996,0.17003
2008,Indirect migration background,Never,0.26671,402,761,0.23527,0.29815
2009,No migration background,At least once per week,0.05995,1123,15574,0.05622,0.06368
2009,No migration background,At least once per month,0.06827,1312,15574,0.06431,0.07223
2009,No migration background,Seldom,0.24561,4557,15574,0.23885,0.25237
2009,No migration background,Never,0.47670,8582,15574,0.46886,0.48455
2009,Direct migration background,At least once per week,0.11660,221,1647,0.10110,0.13211
2009,Direct migration background,At least once per month,0.11442,215,1647,0.09904,0.12980
2009,Direct migration background,Seldom,0.28745,512,1647,0.26558,0.30931
2009,Direct migration background,Never,0.44392,699,1647,0.41991,0.46792
2009,Indirect migration background,At least once per week,0.03562,59,704,0.02192,0.04932
2009,Indirect migration background,At least once per month,0.03594,62,704,0.02218,0.04970
2009,Indirect migration background,Seldom,0.16553,217,704,0.13806,0.19301
2009,Indirect migration background,Never,0.29140,366,704,0.25781,0.32499
2011,No migration background,At least once per week,0.06327,1877,23747,0.06018,0.06637
2011,No migration background,At least once per month,0.07098,2277,23747,0.06771,0.07424
2011,No migration background,Seldom,0.23061,6433,23747,0.22525,0.23597
2011,No migration background,Never,0.48544,13160,23747,0.47909,0.49180
2011,Direct migration background,At least once per week,0.11750,427,3293,0.10650,0.12850
2011,Direct migration background,At least once per month,0.10561,354,3293,0.09512,0.11611
2011,Direct migration background,Seldom,0.25773,838,3293,0.24279,0.27267
2011,Direct migration background,Never,0.48435,1674,3293,0.46728,0.50142
2011,Indirect migration background,At least once per week,0.03211,117,1253,0.02235,0.04188
2011,Indirect migration background,At least once per month,0.02832,104,1253,0.01913,0.03751
2011,Indirect migration background,Seldom,0.12610,345,1253,0.10771,0.14449
2011,Indirect migration background,Never,0.27351,687,1253,0.24882,0.29820
2013,No migration background,At least once per week,0.06643,1676,21502,0.06310,0.06976
2013,No migration background,At least once per month,0.06779,1960,21502,0.06443,0.07115
2013,No migration background,Seldom,0.22672,5894,21502,0.22113,0.23232
2013,No migration background,Never,0.48003,11972,21502,0.47335,0.48671
2013,Direct migration background,At least once per week,0.06686,354,2755,0.05753,0.07619
2013,Direct migration background,At least once per month,0.06293,292,2755,0.05386,0.07200
2013,Direct migration background,Seldom,0.14202,714,2755,0.12899,0.15506
2013,Direct migration background,Never,0.27441,1395,2755,0.25774,0.29107
2013,Indirect migration background,At least once per week,0.01502,106,1124,0.00791,0.02214
2013,Indirect migration background,At least once per month,0.02029,111,1124,0.01204,0.02853
2013,Indirect migration background,Seldom,0.06518,279,1124,0.05074,0.07962
2013,Indirect migration background,Never,0.17242,628,1124,0.15033,0.19452
2015,No migration background,At least once per week,0.06000,1339,19109,0.05664,0.06337
2015,No migration background,At least once per month,0.06260,1688,19109,0.05916,0.06603
2015,No migration background,Seldom,0.22569,5066,19109,0.21977,0.23162
2015,No migration background,Never,0.51116,11016,19109,0.50408,0.51825
2015,Direct migration background,At least once per week,0.11778,634,5974,0.10960,0.12595
2015,Direct migration background,At least once per month,0.09603,619,5974,0.08856,0.10350
2015,Direct migration background,Seldom,0.21996,1401,5974,0.20945,0.23046
2015,Direct migration background,Never,0.52344,3320,5974,0.51077,0.53610
2015,Indirect migration background,At least once per week,0.03065,141,1614,0.02224,0.03907
2015,Indirect migration background,At least once per month,0.03995,149,1614,0.03039,0.04951
2015,Indirect migration background,Seldom,0.11405,403,1614,0.09854,0.12956
2015,Indirect migration background,Never,0.30529,921,1614,0.28281,0.32776
2017,No migration background,At least once per week,0.05834,1345,20086,0.05510,0.06158
2017,No migration background,At least once per month,0.06832,1740,20086,0.06483,0.07181
2017,No migration background,Seldom,0.21258,5052,20086,0.20692,0.21824
2017,No migration background,Never,0.51709,11949,20086,0.51018,0.52400
2017,Direct migration background,At least once per week,0.12383,1245,8684,0.11690,0.13076
2017,Direct migration background,At least once per month,0.08957,742,8684,0.08357,0.09558
2017,Direct migration background,Seldom,0.21338,1780,8684,0.20477,0.22200
2017,Direct migration background,Never,0.51276,4917,8684,0.50224,0.52327
2017,Indirect migration background,At least once per week,0.03010,129,1635,0.02182,0.03839
2017,Indirect migration background,At least once per month,0.04301,153,1635,0.03317,0.05285
2017,Indirect migration background,Seldom,0.10852,344,1635,0.09343,0.12360
2017,Indirect migration background,Never,0.32526,1009,1635,0.30255,0.34798
2018,Direct migration background,At least once per week,0.00701,528,3166,0.00410,0.00992
2018,Direct migration background,At least once per month,0.00410,288,3166,0.00188,0.00633
2018,Direct migration background,Seldom,0.00678,568,3166,0.00392,0.00964
2018,Direct migration background,Never,0.02134,1782,3166,0.01631,0.02638
2019,No migration background,At least once per week,0.05339,1264,20096,0.05028,0.05650
2019,No migration background,At least once per month,0.06321,1663,20096,0.05985,0.06657
2019,No migration background,Seldom,0.22338,5344,20096,0.21762,0.22914
2019,No migration background,Never,0.51483,11825,20096,0.50792,0.52174
2019,Direct migration background,At least once per week,0.12410,905,7029,0.11639,0.13181
2019,Direct migration background,At least once per month,0.07371,566,7029,0.06760,0.07982
2019,Direct migration background,Seldom,0.21290,1641,7029,0.20333,0.22248
2019,Direct migration background,Never,0.53076,3917,7029,0.51909,0.54243
2019,Indirect migration background,At least once per week,0.03018,107,1572,0.02172,0.03864
2019,Indirect migration background,At least once per month,0.02899,100,1572,0.02069,0.03728
2019,Indirect migration background,Seldom,0.13232,385,1572,0.11557,0.14908
2019,Indirect migration background,Never,0.31947,980,1572,0.29641,0.34253
