"ple0098_v5","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","Realschule","Westdeutschland","455","0.150358925654056","0.138040351564271","0.162677499743842"
"Ja","2001","Realschule","Ostdeutschland","90","0.0486941696168887","0.0391266684898216","0.0582616707439558"
"Ja","2001","(Fach-)Abitur","Westdeutschland","204","","",""
"Ja","2001","(Fach-)Abitur","Ostdeutschland","24","","",""
"Ja","2001","AkademikerIn","Westdeutschland","310","0.223433732515052","0.202176060011585","0.244691405018519"
"Ja","2001","AkademikerIn","Ostdeutschland","70","0.0676978665645138","0.0527355205809022","0.0826602125481253"
"Nein","2001","(noch) kein Abschluss","Westdeutschland","578","0.94447287393375","0.926194532835199","0.962751215032301"
"Nein","2001","(noch) kein Abschluss","Ostdeutschland","151","","",""
"Nein","2001","Hauptschule","Westdeutschland","6793","0.927916077694764","0.921981237932867","0.93385091745666"
"Nein","2001","Hauptschule","Ostdeutschland","1559","","",""
"Nein","2001","Realschule","Westdeutschland","2779","","",""
"Nein","2001","Realschule","Ostdeutschland","1854","","",""
"Nein","2001","(Fach-)Abitur","Westdeutschland","1379","","",""
"Nein","2001","(Fach-)Abitur","Ostdeutschland","297","","",""
"Nein","2001","AkademikerIn","Westdeutschland","1165","","",""
"Nein","2001","AkademikerIn","Ostdeutschland","1013","","",""
"Ja","2002","(noch) kein Abschluss","Westdeutschland","40","0.0385117152562794","0.0234014357768764","0.0536219947356823"
"Ja","2002","(noch) kein Abschluss","Ostdeutschland","6","0.0548147073018948","0.0188650497330002","0.0907643648707894"
"Ja","2002","Hauptschule","Westdeutschland","573","0.0791210725819831","0.0727622070085505","0.0854799381554157"
"Ja","2002","Hauptschule","Ostdeutschland","27","","",""
"Ja","2002","Realschule","Westdeutschland","596","0.166178372414863","0.153636662768358","0.178720082061368"
"Ja","2002","Realschule","Ostdeutschland","110","","",""
"Ja","2002","(Fach-)Abitur","Westdeutschland","257","","",""
"Ja","2002","(Fach-)Abitur","Ostdeutschland","34","0.109632315727726","0.07582075971775","0.143443871737702"
"Ja","2002","AkademikerIn","Westdeutschland","457","0.229936192773905","0.210321839873738","0.249550545674071"
"Ja","2002","AkademikerIn","Ostdeutschland","87","0.0642291102624418","0.0497806607084827","0.0786775598164008"
"Nein","2002","(noch) kein Abschluss","Westdeutschland","583","0.961488284743721","0.946378005264318","0.976598564223124"
"Nein","2002","(noch) kein Abschluss","Ostdeutschland","148","","",""
"Nein","2002","Hauptschule","Westdeutschland","6349","0.920878927418017","0.914520061844584","0.927237792991449"
"Nein","2002","Hauptschule","Ostdeutschland","1458","","",""
"Nein","2002","Realschule","Westdeutschland","2788","","",""
"Nein","2002","Realschule","Ostdeutschland","1801","","",""
"Nein","2002","(Fach-)Abitur","Westdeutschland","1441","","",""
"Nein","2002","(Fach-)Abitur","Ostdeutschland","294","","",""
"Nein","2002","AkademikerIn","Westdeutschland","1311","","",""
"Nein","2002","AkademikerIn","Ostdeutschland","1019","","",""
"Ja","2003","(noch) kein Abschluss","Westdeutschland","36","0.0471279245208425","0.0300719239707646","0.0641839250709204"
"Ja","2003","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Ja","2003","Hauptschule","Westdeutschland","551","0.0767960106869015","0.0703422837098364","0.0832497376639667"
"Ja","2003","Hauptschule","Ostdeutschland","29","","",""
"Ja","2003","Realschule","Westdeutschland","559","0.162758923805637","0.150071586359965","0.175446261251309"
"Ja","2003","Realschule","Ostdeutschland","108","","",""
"Ja","2003","(Fach-)Abitur","Westdeutschland","259","","",""
"Ja","2003","(Fach-)Abitur","Ostdeutschland","38","0.115964181292423","0.0816264402073601","0.150301922377487"
"Ja","2003","AkademikerIn","Westdeutschland","441","0.239435578747181","0.219102166926094","0.259768990568268"
"Ja","2003","AkademikerIn","Ostdeutschland","93","0.0824077927610531","0.0659696458237257","0.0988459396983806"
"Nein","2003","(noch) kein Abschluss","Westdeutschland","557","0.952872075479158","0.93581607492908","0.969928076029235"
"Nein","2003","(noch) kein Abschluss","Ostdeutschland","156","","",""
"Nein","2003","Hauptschule","Westdeutschland","5988","0.923203989313098","0.916750262336033","0.929657716290163"
"Nein","2003","Hauptschule","Ostdeutschland","1401","","",""
"Nein","2003","Realschule","Westdeutschland","2693","","",""
"Nein","2003","Realschule","Ostdeutschland","1765","","",""
"Nein","2003","(Fach-)Abitur","Westdeutschland","1387","","",""
"Nein","2003","(Fach-)Abitur","Ostdeutschland","296","","",""
"Nein","2003","AkademikerIn","Westdeutschland","1251","","",""
"Nein","2003","AkademikerIn","Ostdeutschland","982","0.917592207238947","0.901154060301619","0.934030354176274"
"Ja","2004","(noch) kein Abschluss","Westdeutschland","41","0.0545898092536326","0.0362897217764912","0.0728898967307739"
"Ja","2004","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Ja","2004","Hauptschule","Westdeutschland","560","0.082184200830303","0.0753757975166273","0.0889926041439786"
"Ja","2004","Hauptschule","Ostdeutschland","36","0.02343863389406","0.0153860702950512","0.0314911974930689"
"Ja","2004","Realschule","Westdeutschland","561","0.1708909949735","0.157822593603329","0.183959396343672"
"Ja","2004","Realschule","Ostdeutschland","120","","",""
"Ja","2004","(Fach-)Abitur","Westdeutschland","289","","",""
"Ja","2004","(Fach-)Abitur","Ostdeutschland","42","0.09040575689816","0.0607422316716117","0.120069282124708"
"Ja","2004","AkademikerIn","Westdeutschland","452","0.25095050345299","0.230043472442905","0.271857534463075"
"Ja","2004","AkademikerIn","Ostdeutschland","111","","",""
"Nein","2004","(noch) kein Abschluss","Westdeutschland","551","0.945410190746367","0.927110103269226","0.963710278223509"
"Nein","2004","(noch) kein Abschluss","Ostdeutschland","152","","",""
"Nein","2004","Hauptschule","Westdeutschland","5691","0.917815799169697","0.911007395856021","0.924624202483373"
"Nein","2004","Hauptschule","Ostdeutschland","1320","","",""
"Nein","2004","Realschule","Westdeutschland","2626","","",""
"Nein","2004","Realschule","Ostdeutschland","1678","","",""
"Nein","2004","(Fach-)Abitur","Westdeutschland","1336","","",""
"Nein","2004","(Fach-)Abitur","Ostdeutschland","317","0.90959424310184","0.879930717875292","0.939257768328388"
"Nein","2004","AkademikerIn","Westdeutschland","1200","","",""
"Nein","2004","AkademikerIn","Ostdeutschland","954","0.907548171684033","0.890151511419851","0.924944831948215"
"Ja","2005","(noch) kein Abschluss","Westdeutschland","37","0.0603983605496612","0.0413368671116961","0.0794598539876263"
"Ja","2005","(noch) kein Abschluss","Ostdeutschland","8","0.0585530117729736","0.0207270666756003","0.0963789568703469"
"Ja","2005","Hauptschule","Westdeutschland","580","0.0966060158784775","0.0890305735255614","0.104181458231394"
"Ja","2005","Hauptschule","Ostdeutschland","36","0.0221886859779391","0.0140748811062873","0.0303024908495908"
"Ja","2005","Realschule","Westdeutschland","595","0.188584637879433","0.174669997827374","0.202499277931493"
"Ja","2005","Realschule","Ostdeutschland","133","","",""
"Ja","2005","(Fach-)Abitur","Westdeutschland","295","","",""
"Ja","2005","(Fach-)Abitur","Ostdeutschland","50","0.0836489792937559","0.0550891408101029","0.112208817777409"
"Ja","2005","AkademikerIn","Westdeutschland","430","0.236863659327594","0.216070254670556","0.257657063984633"
"Ja","2005","AkademikerIn","Ostdeutschland","127","","",""
"Nein","2005","(noch) kein Abschluss","Westdeutschland","563","0.939601639450339","0.920540146012374","0.958663132888304"
"Nein","2005","(noch) kein Abschluss","Ostdeutschland","140","","",""
"Nein","2005","Hauptschule","Westdeutschland","5262","0.903393984121522","0.895818541768606","0.910969426474438"
"Nein","2005","Hauptschule","Ostdeutschland","1230","","",""
"Nein","2005","Realschule","Westdeutschland","2441","","",""
"Nein","2005","Realschule","Ostdeutschland","1570","","",""
"Nein","2005","(Fach-)Abitur","Westdeutschland","1261","","",""
"Nein","2005","(Fach-)Abitur","Ostdeutschland","311","0.916351020706244","0.887791182222591","0.944910859189897"
"Nein","2005","AkademikerIn","Westdeutschland","1176","","",""
"Nein","2005","AkademikerIn","Ostdeutschland","919","0.881352442506908","0.86175558404082","0.900949300972997"
"Ja","2006","(noch) kein Abschluss","Westdeutschland","29","","",""
"Ja","2006","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja","2006","Hauptschule","Westdeutschland","717","0.102707856655241","0.0951731941600825","0.110242519150399"
"Ja","2006","Hauptschule","Ostdeutschland","50","0.0289499351559062","0.0200650943493248","0.0378347759624875"
"Ja","2006","Realschule","Westdeutschland","741","0.211857245269344","0.197832441422803","0.225882049115885"
"Ja","2006","Realschule","Ostdeutschland","165","","",""
"Ja","2006","(Fach-)Abitur","Westdeutschland","368","0.199365739842577","0.180255545995768","0.218475933689386"
"Ja","2006","(Fach-)Abitur","Ostdeutschland","56","0.114766737226651","0.0828033137150586","0.146730160738243"
"Ja","2006","AkademikerIn","Westdeutschland","553","0.277603522512864","0.256955935221601","0.298251109804126"
"Ja","2006","AkademikerIn","Ostdeutschland","151","","",""
"Nein","2006","(noch) kein Abschluss","Westdeutschland","421","0.928032767579562","0.904155155602575","0.95191037955655"
"Nein","2006","(noch) kein Abschluss","Ostdeutschland","76","0.936378669183128","0.88255644064753","0.990200897718725"
"Nein","2006","Hauptschule","Westdeutschland","5519","0.897292143344759","0.889757480849601","0.904826805839917"
"Nein","2006","Hauptschule","Ostdeutschland","1318","","",""
"Nein","2006","Realschule","Westdeutschland","2520","","",""
"Nein","2006","Realschule","Ostdeutschland","1645","","",""
"Nein","2006","(Fach-)Abitur","Westdeutschland","1311","","",""
"Nein","2006","(Fach-)Abitur","Ostdeutschland","326","0.885233262773349","0.853269839261757","0.917196686284941"
"Nein","2006","AkademikerIn","Westdeutschland","1254","","",""
"Nein","2006","AkademikerIn","Ostdeutschland","968","0.865820787458824","0.84585025375133","0.885791321166318"
"Ja","2007","(noch) kein Abschluss","Westdeutschland","23","","",""
"Ja","2007","(noch) kein Abschluss","Ostdeutschland","7","0.0692731585512567","0.0162213285441565","0.122324988558357"
"Ja","2007","Hauptschule","Westdeutschland","709","0.116455289178907","0.10807637449468","0.124834203863133"
"Ja","2007","Hauptschule","Ostdeutschland","60","0.0381580900723018","0.0275462403974071","0.0487699397471965"
"Ja","2007","Realschule","Westdeutschland","757","0.233764219103715","0.218829717304251","0.24869872090318"
"Ja","2007","Realschule","Ostdeutschland","165","","",""
"Ja","2007","(Fach-)Abitur","Westdeutschland","378","0.221890544018467","0.201505042911761","0.242276045125174"
"Ja","2007","(Fach-)Abitur","Ostdeutschland","47","0.106784040953982","0.0745665176679503","0.139001564240014"
"Ja","2007","AkademikerIn","Westdeutschland","545","0.289743544359934","0.26837307620521","0.311114012514658"
"Ja","2007","AkademikerIn","Ostdeutschland","190","","",""
"Nein","2007","(noch) kein Abschluss","Westdeutschland","356","0.953588806096014","0.932409075652322","0.974768536539707"
"Nein","2007","(noch) kein Abschluss","Ostdeutschland","81","0.930726841448743","0.877675011441643","0.983778671455844"
"Nein","2007","Hauptschule","Westdeutschland","4921","0.883544710821093","0.875165796136867","0.89192362550532"
"Nein","2007","Hauptschule","Ostdeutschland","1192","","",""
"Nein","2007","Realschule","Westdeutschland","2328","","",""
"Nein","2007","Realschule","Ostdeutschland","1531","","",""
"Nein","2007","(Fach-)Abitur","Westdeutschland","1218","","",""
"Nein","2007","(Fach-)Abitur","Ostdeutschland","306","0.893215959046018","0.860998435759986","0.92543348233205"
"Nein","2007","AkademikerIn","Westdeutschland","1186","","",""
"Nein","2007","AkademikerIn","Ostdeutschland","894","0.83136272269981","0.809072956430459","0.853652488969161"
"Ja","2008","(noch) kein Abschluss","Westdeutschland","31","0.0886078704296823","0.0598457272702996","0.117370013589065"
"Ja","2008","(noch) kein Abschluss","Ostdeutschland","9","0.0896688627170142","0.0292852080099172","0.150052517424111"
"Ja","2008","Hauptschule","Westdeutschland","789","0.140840870221109","0.131443825247936","0.150237915194282"
"Ja","2008","Hauptschule","Ostdeutschland","67","0.0544702262843857","0.0415325420604472","0.0674079105083242"
"Ja","2008","Realschule","Westdeutschland","807","0.262818906874652","0.246867442723984","0.278770371025321"
"Ja","2008","Realschule","Ostdeutschland","199","","",""
"Ja","2008","(Fach-)Abitur","Westdeutschland","376","0.239204369927612","0.217565391870053","0.260843347985171"
"Ja","2008","(Fach-)Abitur","Ostdeutschland","64","0.162221402936054","0.122325355073624","0.202117450798484"
"Ja","2008","AkademikerIn","Westdeutschland","597","0.347017963669445","0.324241897900733","0.369794029438157"
"Ja","2008","AkademikerIn","Ostdeutschland","208","","",""
"Nein","2008","(noch) kein Abschluss","Westdeutschland","344","0.911392129570318","0.882629986410935","0.9401542727297"
"Nein","2008","(noch) kein Abschluss","Ostdeutschland","77","0.910331137282986","0.849947482575889","0.970714791990083"
"Nein","2008","Hauptschule","Westdeutschland","4475","0.859159129778891","0.849762084805718","0.868556174752064"
"Nein","2008","Hauptschule","Ostdeutschland","1115","","",""
"Nein","2008","Realschule","Westdeutschland","2118","","",""
"Nein","2008","Realschule","Ostdeutschland","1436","","",""
"Nein","2008","(Fach-)Abitur","Westdeutschland","1117","","",""
"Nein","2008","(Fach-)Abitur","Ostdeutschland","264","","",""
"Nein","2008","AkademikerIn","Westdeutschland","1081","","",""
"Nein","2008","AkademikerIn","Ostdeutschland","850","0.808660391014073","0.784958075008243","0.832362707019904"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2009","Hauptschule","Westdeutschland","","","",""
"Ja","2009","Hauptschule","Ostdeutschland","","","",""
"Ja","2009","Realschule","Westdeutschland","","","",""
"Ja","2009","Realschule","Ostdeutschland","","","",""
"Ja","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2009","AkademikerIn","Westdeutschland","","","",""
"Ja","2009","AkademikerIn","Ostdeutschland","","","",""
"Nein","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2009","Hauptschule","Westdeutschland","","","",""
"Nein","2009","Hauptschule","Ostdeutschland","","","",""
"Nein","2009","Realschule","Westdeutschland","","","",""
"Nein","2009","Realschule","Ostdeutschland","","","",""
"Nein","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2009","AkademikerIn","Westdeutschland","","","",""
"Nein","2009","AkademikerIn","Ostdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Westdeutschland","58","0.0756308437685163","0.054596646570199","0.0966650409668335"
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","7","0.0589604941912861","0.00565132124628875","0.112269667136283"
"Ja","2010","Hauptschule","Westdeutschland","894","0.14294155377491","0.134062935297588","0.151820172252231"
"Ja","2010","Hauptschule","Ostdeutschland","70","0.0632192267095718","0.0492449704754087","0.077193482943735"
"Ja","2010","Realschule","Westdeutschland","1130","","",""
"Ja","2010","Realschule","Ostdeutschland","256","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","592","0.275104217646937","0.256498612721492","0.293709822572382"
"Ja","2010","(Fach-)Abitur","Ostdeutschland","74","0.132105767834038","0.100820770303755","0.163390765364322"
"Ja","2010","AkademikerIn","Westdeutschland","840","0.365394950789048","0.346149699632014","0.384640201946082"
"Ja","2010","AkademikerIn","Ostdeutschland","253","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","549","0.924369156231484","0.903334959033167","0.945403353429801"
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","68","0.941039505808714","0.887730332863717","0.994348678753711"
"Nein","2010","Hauptschule","Westdeutschland","5076","0.85705844622509","0.848179827747769","0.865937064702412"
"Nein","2010","Hauptschule","Ostdeutschland","1095","","",""
"Nein","2010","Realschule","Westdeutschland","2978","","",""
"Nein","2010","Realschule","Ostdeutschland","1805","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","1621","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","376","0.867894232165962","0.836609234635678","0.899179229696245"
"Nein","2010","AkademikerIn","Westdeutschland","1565","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","933","0.781716995259402","0.758207652646568","0.805226337872237"
"Ja","2011","(noch) kein Abschluss","Westdeutschland","48","0.0812608060236736","0.0551915552108552","0.107330056836492"
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","6","0.0700376745387767","0.00546169507304323","0.13461365400451"
"Ja","2011","Hauptschule","Westdeutschland","944","0.16308528103378","0.153357763952567","0.172812798114993"
"Ja","2011","Hauptschule","Ostdeutschland","59","0.049688357644779","0.0372899065472207","0.0620868087423373"
"Ja","2011","Realschule","Westdeutschland","972","0.285775268800798","0.27011228608093","0.301438251520665"
"Ja","2011","Realschule","Ostdeutschland","262","","",""
"Ja","2011","(Fach-)Abitur","Westdeutschland","466","0.2604300030078","0.239586250052555","0.281273755963044"
"Ja","2011","(Fach-)Abitur","Ostdeutschland","67","0.155185406521046","0.117988781041427","0.192382032000665"
"Ja","2011","AkademikerIn","Westdeutschland","718","0.364705027934729","0.343140710869645","0.386269344999814"
"Ja","2011","AkademikerIn","Ostdeutschland","269","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","374","0.918739193976327","0.892669943163508","0.944808444789145"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","54","0.929962325461223","0.86538634599549","0.994538304926957"
"Nein","2011","Hauptschule","Westdeutschland","4597","0.83691471896622","0.827187201885007","0.846642236047433"
"Nein","2011","Hauptschule","Ostdeutschland","1121","","",""
"Nein","2011","Realschule","Westdeutschland","2224","","",""
"Nein","2011","Realschule","Ostdeutschland","1463","","",""
"Nein","2011","(Fach-)Abitur","Westdeutschland","1237","","",""
"Nein","2011","(Fach-)Abitur","Ostdeutschland","297","","",""
"Nein","2011","AkademikerIn","Westdeutschland","1196","","",""
"Nein","2011","AkademikerIn","Ostdeutschland","818","0.744636119642016","0.718713129021818","0.770559110262213"
"Ja","2012","(noch) kein Abschluss","Westdeutschland","60","0.075978031770755","0.0563636669071873","0.0955923966343227"
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","4","0.0266387496776296","-0.00557241434987458","0.0588499137051337"
"Ja","2012","Hauptschule","Westdeutschland","1195","","",""
"Ja","2012","Hauptschule","Ostdeutschland","84","0.0575701655121164","0.0452584096779338","0.0698819213462991"
"Ja","2012","Realschule","Westdeutschland","1424","","",""
"Ja","2012","Realschule","Ostdeutschland","349","0.147049551773558","0.132597881402332","0.161501222144784"
"Ja","2012","(Fach-)Abitur","Westdeutschland","729","0.262465998893194","0.245583427297984","0.279348570488404"
"Ja","2012","(Fach-)Abitur","Ostdeutschland","110","","",""
"Ja","2012","AkademikerIn","Westdeutschland","1010","","",""
"Ja","2012","AkademikerIn","Ostdeutschland","312","0.253346327275707","0.229566240425922","0.277126414125492"
"Nein","2012","(noch) kein Abschluss","Westdeutschland","641","0.924021968229245","0.904407603365677","0.943636333092813"
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","92","0.973361250322371","0.941150086294866","1.00557241434987"
"Nein","2012","Hauptschule","Westdeutschland","5662","0.830838521426804","0.821965121318571","0.839711921535036"
"Nein","2012","Hauptschule","Ostdeutschland","1291","","",""
"Nein","2012","Realschule","Westdeutschland","3297","0.699137815715115","0.686055148643748","0.712220482786481"
"Nein","2012","Realschule","Ostdeutschland","1958","","",""
"Nein","2012","(Fach-)Abitur","Westdeutschland","1880","","",""
"Nein","2012","(Fach-)Abitur","Ostdeutschland","398","0.796806329525804","0.76181602596456","0.831796633087047"
"Nein","2012","AkademikerIn","Westdeutschland","1830","","",""
"Nein","2012","AkademikerIn","Ostdeutschland","973","0.746653672724293","0.722873585874508","0.770433759574078"
"Ja","2013","(noch) kein Abschluss","Westdeutschland","55","0.141485131762656","0.105730610200368","0.177239653324943"
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","5","0.04065724041027","-0.00811061596175272","0.0894250967822927"
"Ja","2013","Hauptschule","Westdeutschland","957","0.189962360904134","0.178877843454276","0.201046878353991"
"Ja","2013","Hauptschule","Ostdeutschland","69","0.0613722514155555","0.0469167608947058","0.0758277419364052"
"Ja","2013","Realschule","Westdeutschland","1001","","",""
"Ja","2013","Realschule","Ostdeutschland","263","","",""
"Ja","2013","(Fach-)Abitur","Westdeutschland","485","0.297814956561725","0.275330355721702","0.320299557401748"
"Ja","2013","(Fach-)Abitur","Ostdeutschland","71","0.220435753053609","0.1739130280033","0.266958478103918"
"Ja","2013","AkademikerIn","Westdeutschland","734","0.378336277714495","0.356705421537047","0.399967133891942"
"Ja","2013","AkademikerIn","Ostdeutschland","287","","",""
"Nein","2013","(noch) kein Abschluss","Westdeutschland","310","0.858514868237344","0.822760346675057","0.894269389799632"
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","58","0.95934275958973","0.910574903217707","1.00811061596175"
"Nein","2013","Hauptschule","Westdeutschland","3854","0.810037639095866","0.798953121646009","0.821122156545724"
"Nein","2013","Hauptschule","Ostdeutschland","990","0.938627748584445","0.924172258063595","0.953083239105294"
"Nein","2013","Realschule","Westdeutschland","1930","","",""
"Nein","2013","Realschule","Ostdeutschland","1324","","",""
"Nein","2013","(Fach-)Abitur","Westdeutschland","1104","","",""
"Nein","2013","(Fach-)Abitur","Ostdeutschland","234","","",""
"Nein","2013","AkademikerIn","Westdeutschland","1197","","",""
"Nein","2013","AkademikerIn","Ostdeutschland","731","0.723310401551625","0.69582937360254","0.750791429500709"
"Ja","2014","(noch) kein Abschluss","Westdeutschland","68","0.0904947859979911","0.0709773205108427","0.110012251485139"
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","9","0.0479613267980693","0.00669437712738756","0.089228276468751"
"Ja","2014","Hauptschule","Westdeutschland","1178","","",""
"Ja","2014","Hauptschule","Ostdeutschland","80","0.0653492602136472","0.0515824671777706","0.0791160532495239"
"Ja","2014","Realschule","Westdeutschland","1354","","",""
"Ja","2014","Realschule","Ostdeutschland","335","0.169495466447087","0.153027667313957","0.185963265580217"
"Ja","2014","(Fach-)Abitur","Westdeutschland","766","0.260674070978338","0.245083930533725","0.276264211422951"
"Ja","2014","(Fach-)Abitur","Ostdeutschland","98","0.218133533333571","0.181341573635445","0.254925493031697"
"Ja","2014","AkademikerIn","Westdeutschland","1069","","",""
"Ja","2014","AkademikerIn","Ostdeutschland","313","0.2757549336199","0.250636895111962","0.300872972127838"
"Nein","2014","(noch) kein Abschluss","Westdeutschland","762","0.909505214002009","0.889987748514861","0.929022679489157"
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","94","0.952038673201931","0.910771723531249","0.993305622872612"
"Nein","2014","Hauptschule","Westdeutschland","5402","0.814231281541545","0.804834149518873","0.823628413564218"
"Nein","2014","Hauptschule","Ostdeutschland","1158","","",""
"Nein","2014","Realschule","Westdeutschland","2936","","",""
"Nein","2014","Realschule","Ostdeutschland","1659","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","2280","","",""
"Nein","2014","(Fach-)Abitur","Ostdeutschland","386","0.781866466666429","0.745074506968303","0.818658426364555"
"Nein","2014","AkademikerIn","Westdeutschland","2099","","",""
"Nein","2014","AkademikerIn","Ostdeutschland","903","0.7242450663801","0.699127027872162","0.749363104888038"
"Ja","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2015","Hauptschule","Westdeutschland","","","",""
"Ja","2015","Hauptschule","Ostdeutschland","","","",""
"Ja","2015","Realschule","Westdeutschland","","","",""
"Ja","2015","Realschule","Ostdeutschland","","","",""
"Ja","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2015","AkademikerIn","Westdeutschland","","","",""
"Ja","2015","AkademikerIn","Ostdeutschland","","","",""
"Nein","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2015","Hauptschule","Westdeutschland","","","",""
"Nein","2015","Hauptschule","Ostdeutschland","","","",""
"Nein","2015","Realschule","Westdeutschland","","","",""
