"ple0098_v5","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1999","Schleswig-Holstein","maennlich","8","0.0694848659329661","0.0237990439939585","0.115170687871974"
"Ja","1999","Schleswig-Holstein","weiblich","7","0.0411083096924221","0.0096487990386683","0.072567820346176"
"Ja","1999","Hamburg","maennlich","2","","",""
"Ja","1999","Hamburg","weiblich","6","0.085855623246662","0.0197535144969423","0.151957731996382"
"Ja","1999","Niedersachsen","maennlich","38","0.107163725499499","0.0799144282465262","0.134413022752471"
"Ja","1999","Niedersachsen","weiblich","55","0.107584633049222","0.0812546295798202","0.133914636518624"
"Ja","1999","Bremen","maennlich","1","","",""
"Ja","1999","Bremen","weiblich","4","0.0779229366893116","0.0020924684635327","0.15375340491509"
"Ja","1999","Nordrhein-Westfalen","maennlich","111","","",""
"Ja","1999","Nordrhein-Westfalen","weiblich","145","","",""
"Ja","1999","Hessen","maennlich","28","","",""
"Ja","1999","Hessen","weiblich","30","0.0850235553552196","0.0582210116237976","0.111826099086642"
"Ja","1999","Rheinland-Pfalz,Saarland","maennlich","17","","",""
"Ja","1999","Rheinland-Pfalz,Saarland","weiblich","17","","",""
"Ja","1999","Baden-Wuerttemberg","maennlich","51","0.0908169753478183","0.0700574050461093","0.111576545649527"
"Ja","1999","Baden-Wuerttemberg","weiblich","65","0.0979476563696047","0.0775530228492996","0.11834228988991"
"Ja","1999","Bayern","maennlich","76","0.102449385561755","0.0803304794307738","0.124568291692736"
"Ja","1999","Bayern","weiblich","111","","",""
"Ja","1999","Saarland","maennlich","","","",""
"Ja","1999","Saarland","weiblich","","","",""
"Ja","1999","Berlin","maennlich","11","","",""
"Ja","1999","Berlin","weiblich","14","","",""
"Ja","1999","Brandenburg","maennlich","15","","",""
"Ja","1999","Brandenburg","weiblich","10","","",""
"Ja","1999","Mecklenburg-Vorpommern","maennlich","5","0.0165549480055362","-0.00229589243616546","0.0354057884472379"
"Ja","1999","Mecklenburg-Vorpommern","weiblich","6","0.0405496017718921","0.0124291852377585","0.0686700183060258"
"Ja","1999","Sachsen","maennlich","37","0.0666388537756298","0.0451619421823357","0.0881157653689239"
"Ja","1999","Sachsen","weiblich","23","","",""
"Ja","1999","Sachsen-Anhalt","maennlich","13","","",""
"Ja","1999","Sachsen-Anhalt","weiblich","18","","",""
"Ja","1999","Thueringen","maennlich","9","0.0297769159953156","0.0113824650682544","0.0481713669223767"
"Ja","1999","Thueringen","weiblich","10","","",""
"Nein","1999","Schleswig-Holstein","maennlich","111","","",""
"Nein","1999","Schleswig-Holstein","weiblich","146","","",""
"Nein","1999","Hamburg","maennlich","55","0.963092460375648","0.914148151315227","1.01203676943607"
"Nein","1999","Hamburg","weiblich","63","0.914144376753338","0.848042268003618","0.980246485503058"
"Nein","1999","Niedersachsen","maennlich","457","0.892836274500501","0.865586977247528","0.920085571753474"
"Nein","1999","Niedersachsen","weiblich","477","0.892415366950778","0.866085363481376","0.91874537042018"
"Nein","1999","Bremen","maennlich","34","0.984980432174654","0.944684928515426","1.02527593583388"
"Nein","1999","Bremen","weiblich","44","0.922077063310688","0.84624659508491","0.997907531536467"
"Nein","1999","Nordrhein-Westfalen","maennlich","994","0.878142141150371","0.858854632539075","0.897429649761668"
"Nein","1999","Nordrhein-Westfalen","weiblich","1110","","",""
"Nein","1999","Hessen","maennlich","345","0.89480702520336","0.863671819732104","0.925942230674617"
"Nein","1999","Hessen","weiblich","386","0.91497644464478","0.888173900913358","0.941778988376202"
"Nein","1999","Rheinland-Pfalz,Saarland","maennlich","298","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","weiblich","346","0.957740132593162","0.937044310297533","0.978435954888791"
"Nein","1999","Baden-Wuerttemberg","maennlich","685","0.909183024652182","0.888423454350473","0.929942594953891"
"Nein","1999","Baden-Wuerttemberg","weiblich","751","0.902052343630395","0.88165771011009","0.9224469771507"
"Nein","1999","Bayern","maennlich","646","0.897550614438245","0.875431708307264","0.919669520569226"
"Nein","1999","Bayern","weiblich","730","0.841401346007564","0.816712462930401","0.866090229084727"
"Nein","1999","Saarland","maennlich","","","",""
"Nein","1999","Saarland","weiblich","","","",""
"Nein","1999","Berlin","maennlich","192","","",""
"Nein","1999","Berlin","weiblich","233","","",""
"Nein","1999","Brandenburg","maennlich","250","","",""
"Nein","1999","Brandenburg","weiblich","295","","",""
"Nein","1999","Mecklenburg-Vorpommern","maennlich","171","","",""
"Nein","1999","Mecklenburg-Vorpommern","weiblich","183","","",""
"Nein","1999","Sachsen","maennlich","481","0.93336114622437","0.911884234631076","0.954838057817664"
"Nein","1999","Sachsen","weiblich","557","0.95776298807431","0.941394456803492","0.974131519345128"
"Nein","1999","Sachsen-Anhalt","maennlich","300","0.952487387051205","0.928920078028608","0.976054696073801"
"Nein","1999","Sachsen-Anhalt","weiblich","334","0.94522534303806","0.92145506448257","0.968995621593551"
"Nein","1999","Thueringen","maennlich","319","0.970223084004684","0.951828633077623","0.988617534931746"
"Nein","1999","Thueringen","weiblich","350","0.979049370416257","0.964254959535041","0.993843781297472"
"Ja","2000","Schleswig-Holstein","maennlich","20","","",""
"Ja","2000","Schleswig-Holstein","weiblich","27","","",""
"Ja","2000","Hamburg","maennlich","8","0.0551218033465907","0.012473538064357","0.0977700686288245"
"Ja","2000","Hamburg","weiblich","11","","",""
"Ja","2000","Niedersachsen","maennlich","73","0.0935940010441113","0.0739672550588478","0.113220747029375"
"Ja","2000","Niedersachsen","weiblich","92","0.10161816588078","0.0823845880527905","0.120851743708769"
"Ja","2000","Bremen","maennlich","3","","",""
"Ja","2000","Bremen","weiblich","7","0.0851879494737961","0.0299178719309516","0.140458027016641"
"Ja","2000","Nordrhein-Westfalen","maennlich","263","","",""
"Ja","2000","Nordrhein-Westfalen","weiblich","322","0.141553334684794","0.127554434277636","0.155552235091952"
"Ja","2000","Hessen","maennlich","60","0.101912181383693","0.0793060460309884","0.124518316736398"
"Ja","2000","Hessen","weiblich","61","0.0828772444482869","0.0635170039341483","0.102237484962426"
"Ja","2000","Rheinland-Pfalz,Saarland","maennlich","39","0.0715067667695025","0.0503722180365155","0.0926413155024895"
"Ja","2000","Rheinland-Pfalz,Saarland","weiblich","42","0.0662955809290123","0.0479431863561754","0.0846479755018492"
"Ja","2000","Baden-Wuerttemberg","maennlich","115","","",""
"Ja","2000","Baden-Wuerttemberg","weiblich","149","","",""
"Ja","2000","Bayern","maennlich","136","","",""
"Ja","2000","Bayern","weiblich","197","","",""
"Ja","2000","Saarland","maennlich","","","",""
"Ja","2000","Saarland","weiblich","","","",""
"Ja","2000","Berlin","maennlich","21","","",""
"Ja","2000","Berlin","weiblich","29","","",""
"Ja","2000","Brandenburg","maennlich","26","","",""
"Ja","2000","Brandenburg","weiblich","18","","",""
"Ja","2000","Mecklenburg-Vorpommern","maennlich","7","0.0285986326981361","0.00724301426837541","0.0499542511278969"
"Ja","2000","Mecklenburg-Vorpommern","weiblich","5","0.0328409079764958","0.0122579216988909","0.0534238942541006"
"Ja","2000","Sachsen","maennlich","27","","",""
"Ja","2000","Sachsen","weiblich","39","0.0497843867561414","0.0354059617869232","0.0641628117253595"
"Ja","2000","Sachsen-Anhalt","maennlich","15","","",""
"Ja","2000","Sachsen-Anhalt","weiblich","14","","",""
"Ja","2000","Thueringen","maennlich","20","","",""
"Ja","2000","Thueringen","weiblich","24","","",""
"Nein","2000","Schleswig-Holstein","maennlich","240","","",""
"Nein","2000","Schleswig-Holstein","weiblich","297","","",""
"Nein","2000","Hamburg","maennlich","102","","",""
"Nein","2000","Hamburg","weiblich","135","","",""
"Nein","2000","Niedersachsen","maennlich","773","0.906405998955889","0.886779252970625","0.926032744941152"
"Nein","2000","Niedersachsen","weiblich","856","0.89838183411922","0.879148256291231","0.917615411947209"
"Nein","2000","Bremen","maennlich","74","0.962424977247477","0.919949741568401","1.00490021292655"
"Nein","2000","Bremen","weiblich","91","0.914812050526204","0.859541972983359","0.970082128069048"
"Nein","2000","Nordrhein-Westfalen","maennlich","1827","","",""
"Nein","2000","Nordrhein-Westfalen","weiblich","2060","","",""
"Nein","2000","Hessen","maennlich","628","0.898087818616307","0.875481683263602","0.920693953969012"
"Nein","2000","Hessen","weiblich","718","0.917122755551713","0.897762515037574","0.936482996065852"
"Nein","2000","Rheinland-Pfalz,Saarland","maennlich","532","0.928493233230497","0.90735868449751","0.949627781963485"
"Nein","2000","Rheinland-Pfalz,Saarland","weiblich","664","0.933704419070988","0.915352024498151","0.952056813643825"
"Nein","2000","Baden-Wuerttemberg","maennlich","1090","","",""
"Nein","2000","Baden-Wuerttemberg","weiblich","1230","","",""
"Nein","2000","Bayern","maennlich","1178","","",""
"Nein","2000","Bayern","weiblich","1354","","",""
"Nein","2000","Saarland","maennlich","","","",""
"Nein","2000","Saarland","weiblich","","","",""
"Nein","2000","Berlin","maennlich","301","0.938238395375577","0.911945643599118","0.964531147152037"
"Nein","2000","Berlin","weiblich","357","0.934544198429678","0.909870830535943","0.959217566323413"
"Nein","2000","Brandenburg","maennlich","434","0.948013449685542","0.927726258383604","0.968300640987479"
"Nein","2000","Brandenburg","weiblich","484","0.971951056887833","0.957507416019702","0.986394697755964"
"Nein","2000","Mecklenburg-Vorpommern","maennlich","227","","",""
"Nein","2000","Mecklenburg-Vorpommern","weiblich","283","","",""
"Nein","2000","Sachsen","maennlich","755","0.960375962732994","0.94670356394946","0.974048361516528"
"Nein","2000","Sachsen","weiblich","840","0.950215613243859","0.935837188274641","0.964594038213077"
"Nein","2000","Sachsen-Anhalt","maennlich","443","0.962808830803908","0.945478561945291","0.980139099662525"
"Nein","2000","Sachsen-Anhalt","weiblich","542","0.968263549253694","0.953692639627727","0.982834458879661"
"Nein","2000","Thueringen","maennlich","460","0.957450638969176","0.939394196424864","0.975507081513489"
"Nein","2000","Thueringen","weiblich","494","0.95257499426746","0.93427139514116","0.970878593393759"
"Ja","2001","Schleswig-Holstein","maennlich","24","","",""
"Ja","2001","Schleswig-Holstein","weiblich","22","","",""
"Ja","2001","Hamburg","maennlich","9","0.066750115875653","0.0168228873616082","0.116677344389698"
"Ja","2001","Hamburg","weiblich","9","0.0473890025917221","0.0107241607990731","0.0840538443843711"
"Ja","2001","Niedersachsen","maennlich","76","0.112028017680938","0.089750557014626","0.13430547834725"
"Ja","2001","Niedersachsen","weiblich","77","0.0888340662847244","0.0698744935803606","0.107793638989088"
"Ja","2001","Bremen","maennlich","5","0.0904101220943846","0.020695680997608","0.160124563191161"
"Ja","2001","Bremen","weiblich","6","0.0807483528048675","0.0214162656654935","0.140080439944242"
"Ja","2001","Nordrhein-Westfalen","maennlich","214","","",""
"Ja","2001","Nordrhein-Westfalen","weiblich","291","","",""
"Ja","2001","Hessen","maennlich","46","0.0841960939516589","0.0619029059276342","0.106489281975684"
"Ja","2001","Hessen","weiblich","59","0.0878460944020815","0.0666942052546532","0.10899798354951"
"Ja","2001","Rheinland-Pfalz,Saarland","maennlich","34","0.0692169363764524","0.04748427715081","0.0909495956020948"
"Ja","2001","Rheinland-Pfalz,Saarland","weiblich","41","0.0655137991196812","0.0464039175289055","0.0846236807104569"
"Ja","2001","Baden-Wuerttemberg","maennlich","107","","",""
"Ja","2001","Baden-Wuerttemberg","weiblich","155","","",""
"Ja","2001","Bayern","maennlich","115","","",""
"Ja","2001","Bayern","weiblich","177","","",""
"Ja","2001","Saarland","maennlich","","","",""
"Ja","2001","Saarland","weiblich","","","",""
"Ja","2001","Berlin","maennlich","23","","",""
"Ja","2001","Berlin","weiblich","35","0.0808567181435746","0.053003598461473","0.108709837825676"
"Ja","2001","Brandenburg","maennlich","25","","",""
"Ja","2001","Brandenburg","weiblich","18","","",""
"Ja","2001","Mecklenburg-Vorpommern","maennlich","7","0.0334248364508673","0.00905641432285803","0.0577932585788766"
"Ja","2001","Mecklenburg-Vorpommern","weiblich","6","0.0256418534459368","0.00653873651946635","0.0447449703724073"
"Ja","2001","Sachsen","maennlich","38","0.049639033279663","0.0337851224384979","0.0654929441208281"
"Ja","2001","Sachsen","weiblich","36","0.0409527615944322","0.0273717213761892","0.0545338018126753"
"Ja","2001","Sachsen-Anhalt","maennlich","18","","",""
"Ja","2001","Sachsen-Anhalt","weiblich","18","","",""
"Ja","2001","Thueringen","maennlich","12","","",""
"Ja","2001","Thueringen","weiblich","16","","",""
"Nein","2001","Schleswig-Holstein","maennlich","221","","",""
"Nein","2001","Schleswig-Holstein","weiblich","280","","",""
"Nein","2001","Hamburg","maennlich","87","0.933249884124347","0.883322655610302","0.983177112638392"
"Nein","2001","Hamburg","weiblich","120","","",""
"Nein","2001","Niedersachsen","maennlich","694","0.887971982319062","0.86569452165275","0.910249442985374"
"Nein","2001","Niedersachsen","weiblich","788","0.911165933715275","0.892206361010912","0.930125506419639"
"Nein","2001","Bremen","maennlich","60","0.909589877905615","0.839875436808839","0.979304319002392"
"Nein","2001","Bremen","weiblich","75","0.919251647195133","0.859919560055759","0.978583734334507"
"Nein","2001","Nordrhein-Westfalen","maennlich","1649","","",""
"Nein","2001","Nordrhein-Westfalen","weiblich","1859","","",""
"Nein","2001","Hessen","maennlich","550","0.915803906048341","0.893510718024316","0.938097094072366"
"Nein","2001","Hessen","weiblich","629","0.912153905597919","0.89100201645049","0.933305794745347"
"Nein","2001","Rheinland-Pfalz,Saarland","maennlich","490","0.930783063623548","0.909050404397905","0.95251572284919"
"Nein","2001","Rheinland-Pfalz,Saarland","weiblich","603","0.934486200880319","0.915376319289543","0.953596082471094"
"Nein","2001","Baden-Wuerttemberg","maennlich","948","0.875404145534526","0.855475491992625","0.895332799076426"
"Nein","2001","Baden-Wuerttemberg","weiblich","1068","","",""
"Nein","2001","Bayern","maennlich","1063","","",""
"Nein","2001","Bayern","weiblich","1258","","",""
"Nein","2001","Saarland","maennlich","","","",""
"Nein","2001","Saarland","weiblich","","","",""
"Nein","2001","Berlin","maennlich","300","0.930839908553354","0.903169720756853","0.958510096349855"
"Nein","2001","Berlin","weiblich","333","0.919143281856425","0.891290162174324","0.946996401538527"
"Nein","2001","Brandenburg","maennlich","405","0.935256177889403","0.911997858872748","0.958514496906058"
"Nein","2001","Brandenburg","weiblich","455","0.966741128467475","0.950581685983426","0.982900570951524"
"Nein","2001","Mecklenburg-Vorpommern","maennlich","202","","",""
"Nein","2001","Mecklenburg-Vorpommern","weiblich","257","","",""
"Nein","2001","Sachsen","maennlich","683","0.950360966720337","0.934507055879172","0.966214877561502"
"Nein","2001","Sachsen","weiblich","782","0.959047238405568","0.945466198187325","0.972628278623811"
"Nein","2001","Sachsen-Anhalt","maennlich","433","0.962292004570765","0.944711554801437","0.979872454340093"
"Nein","2001","Sachsen-Anhalt","weiblich","491","0.964237767517413","0.948105568172534","0.980369966862291"
"Nein","2001","Thueringen","maennlich","429","0.972545256386767","0.957294464228464","0.98779604854507"
"Nein","2001","Thueringen","weiblich","453","0.975544845724597","0.96156602637535","0.989523665073843"
"Ja","2002","Schleswig-Holstein","maennlich","31","0.0912694031358381","0.0567899098553115","0.125748896416365"
"Ja","2002","Schleswig-Holstein","weiblich","32","0.0788023221968336","0.0491894551925607","0.108415189201106"
"Ja","2002","Hamburg","maennlich","12","","",""
"Ja","2002","Hamburg","weiblich","14","","",""
"Ja","2002","Niedersachsen","maennlich","93","0.10577942944392","0.0840983309584468","0.127460527929393"
"Ja","2002","Niedersachsen","weiblich","104","","",""
"Ja","2002","Bremen","maennlich","3","","",""
"Ja","2002","Bremen","weiblich","8","0.0828329406766799","0.0245790911850558","0.141086790168304"
"Ja","2002","Nordrhein-Westfalen","maennlich","242","","",""
"Ja","2002","Nordrhein-Westfalen","weiblich","347","0.139913148413132","0.12528729802565","0.154538998800613"
"Ja","2002","Hessen","maennlich","69","0.0924178016316331","0.0694160851545937","0.115419518108672"
"Ja","2002","Hessen","weiblich","83","0.099129074214238","0.0774362479791659","0.12082190044931"
"Ja","2002","Rheinland-Pfalz,Saarland","maennlich","46","0.070312344424113","0.0483583499271912","0.0922663389210348"
"Ja","2002","Rheinland-Pfalz,Saarland","weiblich","65","0.0751095770566468","0.0546095691845939","0.0956095849286996"
"Ja","2002","Baden-Wuerttemberg","maennlich","152","","",""
"Ja","2002","Baden-Wuerttemberg","weiblich","188","","",""
"Ja","2002","Bayern","maennlich","176","","",""
"Ja","2002","Bayern","weiblich","237","","",""
"Ja","2002","Saarland","maennlich","","","",""
"Ja","2002","Saarland","weiblich","","","",""
"Ja","2002","Berlin","maennlich","21","","",""
"Ja","2002","Berlin","weiblich","27","","",""
"Ja","2002","Brandenburg","maennlich","27","","",""
"Ja","2002","Brandenburg","weiblich","28","","",""
"Ja","2002","Mecklenburg-Vorpommern","maennlich","7","0.0335975938031666","0.00874878953616141","0.0584463980701718"
"Ja","2002","Mecklenburg-Vorpommern","weiblich","14","","",""
"Ja","2002","Sachsen","maennlich","45","0.0486518956036252","0.0329916452951775","0.064312145912073"
"Ja","2002","Sachsen","weiblich","39","0.0476007799240052","0.0328556574969061","0.0623459023511043"
"Ja","2002","Sachsen-Anhalt","maennlich","23","","",""
"Ja","2002","Sachsen-Anhalt","weiblich","23","","",""
"Ja","2002","Thueringen","maennlich","18","","",""
"Ja","2002","Thueringen","weiblich","18","","",""
"Nein","2002","Schleswig-Holstein","maennlich","237","","",""
"Nein","2002","Schleswig-Holstein","weiblich","286","","",""
"Nein","2002","Hamburg","maennlich","100","","",""
"Nein","2002","Hamburg","weiblich","136","","",""
"Nein","2002","Niedersachsen","maennlich","680","0.89422057055608","0.872539472070607","0.915901669041553"
"Nein","2002","Niedersachsen","weiblich","793","0.905362977674035","0.886207465492039","0.92451848985603"
"Nein","2002","Bremen","maennlich","64","0.971723259159696","0.932031836602773","1.01141468171662"
"Nein","2002","Bremen","weiblich","78","0.91716705932332","0.858913209831696","0.975420908814944"
"Nein","2002","Nordrhein-Westfalen","maennlich","1622","","",""
"Nein","2002","Nordrhein-Westfalen","weiblich","1814","","",""
"Nein","2002","Hessen","maennlich","540","0.907582198368367","0.884580481891327","0.930583914845406"
"Nein","2002","Hessen","weiblich","646","0.900870925785762","0.87917809955069","0.922563752020834"
"Nein","2002","Rheinland-Pfalz,Saarland","maennlich","475","0.929687655575887","0.907733661078965","0.951641650072809"
"Nein","2002","Rheinland-Pfalz,Saarland","weiblich","570","0.924890422943353","0.9043904150713","0.945390430815406"
"Nein","2002","Baden-Wuerttemberg","maennlich","952","0.863970398287268","0.843748137864835","0.884192658709702"
"Nein","2002","Baden-Wuerttemberg","weiblich","1071","","",""
"Nein","2002","Bayern","maennlich","1017","","",""
"Nein","2002","Bayern","weiblich","1199","","",""
"Nein","2002","Saarland","maennlich","","","",""
"Nein","2002","Saarland","weiblich","","","",""
"Nein","2002","Berlin","maennlich","287","","",""
"Nein","2002","Berlin","weiblich","337","0.940569233032802","0.916280858517015","0.964857607548589"
"Nein","2002","Brandenburg","maennlich","406","0.927388077419504","0.902945957814512","0.951830197024495"
"Nein","2002","Brandenburg","weiblich","447","0.952963478833646","0.933923914277463","0.972003043389829"
"Nein","2002","Mecklenburg-Vorpommern","maennlich","195","","",""
"Nein","2002","Mecklenburg-Vorpommern","weiblich","248","","",""
"Nein","2002","Sachsen","maennlich","680","0.951348104396375","0.935687854087927","0.967008354704823"
"Nein","2002","Sachsen","weiblich","762","0.952399220075995","0.937654097648896","0.967144342503094"
"Nein","2002","Sachsen-Anhalt","maennlich","399","0.95150832300511","0.931014085583864","0.972002560426356"
"Nein","2002","Sachsen-Anhalt","weiblich","467","0.961552716655977","0.944528410148868","0.978577023163086"
"Nein","2002","Thueringen","maennlich","421","0.973901884263021","0.958988438115281","0.98881533041076"
"Nein","2002","Thueringen","weiblich","441","0.9747010521764","0.960335289242099","0.989066815110702"
"Ja","2003","Schleswig-Holstein","maennlich","26","","",""
"Ja","2003","Schleswig-Holstein","weiblich","26","","",""
"Ja","2003","Hamburg","maennlich","9","0.0651082720307614","0.01814115513055","0.112075388930973"
"Ja","2003","Hamburg","weiblich","15","","",""
"Ja","2003","Niedersachsen","maennlich","81","0.0939076677847736","0.0729473251210092","0.114868010448538"
"Ja","2003","Niedersachsen","weiblich","107","","",""
"Ja","2003","Bremen","maennlich","3","","",""
"Ja","2003","Bremen","weiblich","9","0.0966292227475829","0.0338196426366797","0.159438802858486"
"Ja","2003","Nordrhein-Westfalen","maennlich","258","","",""
"Ja","2003","Nordrhein-Westfalen","weiblich","341","0.147616537181561","0.132291186531112","0.16294188783201"
"Ja","2003","Hessen","maennlich","71","0.0874573921380757","0.0643061171292123","0.110608667146939"
"Ja","2003","Hessen","weiblich","71","0.0917249827245278","0.06953566665412","0.113914298794936"
"Ja","2003","Rheinland-Pfalz,Saarland","maennlich","48","0.0857842167006892","0.0615269891085887","0.11004144429279"
"Ja","2003","Rheinland-Pfalz,Saarland","weiblich","65","0.0898547105810256","0.067452714749021","0.11225670641303"
"Ja","2003","Baden-Wuerttemberg","maennlich","142","","",""
"Ja","2003","Baden-Wuerttemberg","weiblich","172","","",""
"Ja","2003","Bayern","maennlich","160","","",""
"Ja","2003","Bayern","weiblich","231","","",""
"Ja","2003","Saarland","maennlich","","","",""
"Ja","2003","Saarland","weiblich","","","",""
"Ja","2003","Berlin","maennlich","18","","",""
"Ja","2003","Berlin","weiblich","35","0.0926955817612563","0.0622698236932691","0.123121339829244"
"Ja","2003","Brandenburg","maennlich","23","","",""
"Ja","2003","Brandenburg","weiblich","31","0.0485307776673729","0.0291655093755442","0.0678960459592017"
"Ja","2003","Mecklenburg-Vorpommern","maennlich","8","0.0392495075877828","0.0129227507531605","0.0655762644224051"
"Ja","2003","Mecklenburg-Vorpommern","weiblich","16","","",""
"Ja","2003","Sachsen","maennlich","38","0.0487164936954908","0.0328593684254821","0.0645736189654996"
"Ja","2003","Sachsen","weiblich","44","0.0521188746789275","0.0364905640603935","0.0677471852974616"
"Ja","2003","Sachsen-Anhalt","maennlich","25","","",""
"Ja","2003","Sachsen-Anhalt","weiblich","27","","",""
"Ja","2003","Thueringen","maennlich","18","","",""
"Ja","2003","Thueringen","weiblich","22","","",""
"Nein","2003","Schleswig-Holstein","maennlich","227","","",""
"Nein","2003","Schleswig-Holstein","weiblich","271","","",""
"Nein","2003","Hamburg","maennlich","97","0.934891727969239","0.887924611069027","0.98185884486945"
"Nein","2003","Hamburg","weiblich","120","","",""
"Nein","2003","Niedersachsen","maennlich","663","0.906092332215226","0.885131989551462","0.927052674878991"
"Nein","2003","Niedersachsen","weiblich","767","0.894301700017693","0.873918685959102","0.914684714076285"
"Nein","2003","Bremen","maennlich","63","0.969982917353248","0.928816563132583","1.01114927157391"
"Nein","2003","Bremen","weiblich","76","0.903370777252417","0.840561197141514","0.96618035736332"
"Nein","2003","Nordrhein-Westfalen","maennlich","1538","","",""
"Nein","2003","Nordrhein-Westfalen","weiblich","1717","","",""
"Nein","2003","Hessen","maennlich","501","0.912542607861924","0.889391332853061","0.935693882870788"
"Nein","2003","Hessen","weiblich","579","0.908275017275472","0.886085701205064","0.93046433334588"
"Nein","2003","Rheinland-Pfalz,Saarland","maennlich","464","0.914215783299311","0.88995855570721","0.938473010891411"
"Nein","2003","Rheinland-Pfalz,Saarland","weiblich","561","0.910145289418974","0.88774329358697","0.932547285250979"
"Nein","2003","Baden-Wuerttemberg","maennlich","900","0.865475525663179","0.844757790412237","0.886193260914121"
"Nein","2003","Baden-Wuerttemberg","weiblich","1051","","",""
"Nein","2003","Bayern","maennlich","959","0.884297880263053","0.865556438508913","0.903039322017194"
"Nein","2003","Bayern","weiblich","1171","","",""
"Nein","2003","Saarland","maennlich","","","",""
"Nein","2003","Saarland","weiblich","","","",""
"Nein","2003","Berlin","maennlich","304","0.946415223812647","0.921818247407237","0.971012200218057"
"Nein","2003","Berlin","weiblich","314","0.907304418238744","0.876878660170756","0.937730176306731"
"Nein","2003","Brandenburg","maennlich","391","0.951400358213507","0.930687210139398","0.972113506287616"
"Nein","2003","Brandenburg","weiblich","442","0.951469222332627","0.932103954040798","0.970834490624456"
"Nein","2003","Mecklenburg-Vorpommern","maennlich","201","","",""
"Nein","2003","Mecklenburg-Vorpommern","weiblich","249","","",""
"Nein","2003","Sachsen","maennlich","670","0.951283506304509","0.9354263810345","0.967140631574518"
"Nein","2003","Sachsen","weiblich","733","0.947881125321072","0.932252814702538","0.963509435939606"
"Nein","2003","Sachsen-Anhalt","maennlich","378","0.950127068104322","0.928874135581141","0.971380000627503"
"Nein","2003","Sachsen-Anhalt","weiblich","450","0.937463347771362","0.915734666762572","0.959192028780153"
"Nein","2003","Thueringen","maennlich","403","0.976357461472868","0.961844417183735","0.990870505762001"
"Nein","2003","Thueringen","weiblich","437","0.959738568600468","0.941755540297729","0.977721596903208"
"Ja","2004","Schleswig-Holstein","maennlich","25","","",""
"Ja","2004","Schleswig-Holstein","weiblich","24","","",""
"Ja","2004","Hamburg","maennlich","13","","",""
"Ja","2004","Hamburg","weiblich","16","","",""
"Ja","2004","Niedersachsen","maennlich","93","0.116581630666228","0.0933174544858422","0.139845806846614"
"Ja","2004","Niedersachsen","weiblich","112","","",""
"Ja","2004","Bremen","maennlich","5","0.0732025187826632","0.00888441219556353","0.137520625369763"
"Ja","2004","Bremen","weiblich","12","","",""
"Ja","2004","Nordrhein-Westfalen","maennlich","269","","",""
"Ja","2004","Nordrhein-Westfalen","weiblich","356","0.160502522396526","0.144431264836409","0.176573779956643"
"Ja","2004","Hessen","maennlich","65","0.100386620888008","0.0749694728240349","0.125803768951981"
"Ja","2004","Hessen","weiblich","66","0.0850051562483173","0.0632102639806524","0.106800048515982"
"Ja","2004","Rheinland-Pfalz,Saarland","maennlich","45","0.0913861682222589","0.0659239963412127","0.116848340103305"
"Ja","2004","Rheinland-Pfalz,Saarland","weiblich","69","0.0955347350795529","0.0721308273519571","0.118938642807149"
"Ja","2004","Baden-Wuerttemberg","maennlich","149","","",""
"Ja","2004","Baden-Wuerttemberg","weiblich","182","","",""
"Ja","2004","Bayern","maennlich","159","","",""
"Ja","2004","Bayern","weiblich","231","","",""
"Ja","2004","Saarland","maennlich","","","",""
"Ja","2004","Saarland","weiblich","","","",""
"Ja","2004","Berlin","maennlich","22","","",""
"Ja","2004","Berlin","weiblich","32","0.0783386459103757","0.0502281665344047","0.106449125286347"
"Ja","2004","Brandenburg","maennlich","29","","",""
"Ja","2004","Brandenburg","weiblich","33","0.0640758202312725","0.0415744060588776","0.0865772344036674"
"Ja","2004","Mecklenburg-Vorpommern","maennlich","6","0.0369112095996642","0.0110382976772983","0.0627841215220301"
"Ja","2004","Mecklenburg-Vorpommern","weiblich","17","","",""
"Ja","2004","Sachsen","maennlich","59","0.0708039051471033","0.0515394456365801","0.0900683646576266"
"Ja","2004","Sachsen","weiblich","52","0.0553901795041504","0.0391916227942427","0.0715887362140582"
"Ja","2004","Sachsen-Anhalt","maennlich","16","","",""
"Ja","2004","Sachsen-Anhalt","weiblich","30","0.0457173140376485","0.0269336564898817","0.0645009715854153"
"Ja","2004","Thueringen","maennlich","27","","",""
"Ja","2004","Thueringen","weiblich","25","","",""
"Nein","2004","Schleswig-Holstein","maennlich","220","","",""
"Nein","2004","Schleswig-Holstein","weiblich","275","","",""
"Nein","2004","Hamburg","maennlich","95","0.90338364968752","0.847665377539739","0.959101921835302"
"Nein","2004","Hamburg","weiblich","114","","",""
"Nein","2004","Niedersachsen","maennlich","638","0.883418369333772","0.860154193153386","0.906682545514158"
"Nein","2004","Niedersachsen","weiblich","753","0.897540166531828","0.877331213865238","0.917749119198418"
"Nein","2004","Bremen","maennlich","58","0.926797481217337","0.862479374630237","0.991115587804437"
"Nein","2004","Bremen","weiblich","72","0.865287098890265","0.792275281859168","0.938298915921361"
"Nein","2004","Nordrhein-Westfalen","maennlich","1471","","",""
