year,age_gr,quintil_oecd,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,30-45 y.,3rd Quintile,No,0.71720,693,786,0.68570,0.74871
2011,30-45 y.,4th Quintile,Yes,0.12786,115,846,0.10534,0.15038
2011,30-45 y.,4th Quintile,No,0.71984,731,846,0.68956,0.75012
2011,30-45 y.,5th Quintile,Yes,0.11987,118,904,0.09868,0.14105
2011,30-45 y.,5th Quintile,No,0.75303,786,904,0.72490,0.78116
2011,46-65 y.,1st Quintile,Yes,0.16164,126,738,0.13507,0.18822
2011,46-65 y.,1st Quintile,No,0.73808,612,738,0.70633,0.76982
2011,46-65 y.,2nd Quintile,Yes,0.18087,124,738,0.15308,0.20866
2011,46-65 y.,2nd Quintile,No,0.74029,614,738,0.70863,0.77195
2011,46-65 y.,3rd Quintile,Yes,0.17654,169,1022,0.15315,0.19993
2011,46-65 y.,3rd Quintile,No,0.78473,853,1022,0.75952,0.80994
2011,46-65 y.,4th Quintile,Yes,0.15006,189,1306,0.13069,0.16944
2011,46-65 y.,4th Quintile,No,0.82741,1117,1306,0.80690,0.84791
2011,46-65 y.,5th Quintile,Yes,0.15917,311,2070,0.14340,0.17493
2011,46-65 y.,5th Quintile,No,0.82825,1759,2070,0.81200,0.84450
2011,66 and older,1st Quintile,Yes,0.14758,101,686,0.12102,0.17414
2011,66 and older,1st Quintile,No,0.85114,585,686,0.82448,0.87779
2011,66 and older,2nd Quintile,Yes,0.15605,142,939,0.13282,0.17927
2011,66 and older,2nd Quintile,No,0.84300,797,939,0.81972,0.86628
2011,66 and older,3rd Quintile,Yes,0.15385,113,783,0.12856,0.17914
2011,66 and older,3rd Quintile,No,0.84537,670,783,0.82003,0.87071
2011,66 and older,4th Quintile,Yes,0.17943,102,609,0.14893,0.20993
2011,66 and older,4th Quintile,No,0.81971,507,609,0.78915,0.85027
2011,66 and older,5th Quintile,Yes,0.22735,161,783,0.19797,0.25672
2011,66 and older,5th Quintile,No,0.77254,622,783,0.74316,0.80192
2013,17-29 y.,1st Quintile,Yes,0.08841,82,668,0.06687,0.10996
2013,17-29 y.,1st Quintile,No,0.67671,586,668,0.64121,0.71220
2013,17-29 y.,2nd Quintile,Yes,0.09007,61,467,0.06408,0.11607
2013,17-29 y.,2nd Quintile,No,0.66967,406,467,0.62696,0.71237
2013,17-29 y.,3rd Quintile,Yes,0.09588,56,485,0.06965,0.12212
2013,17-29 y.,3rd Quintile,No,0.74878,429,485,0.71014,0.78742
2013,17-29 y.,4th Quintile,Yes,0.08268,43,500,0.05852,0.10684
2013,17-29 y.,4th Quintile,No,0.81495,457,500,0.78087,0.84902
2013,17-29 y.,5th Quintile,Yes,0.10887,53,414,0.07883,0.13891
2013,17-29 y.,5th Quintile,No,0.79054,361,414,0.75129,0.82978
2013,30-45 y.,1st Quintile,Yes,0.10314,100,647,0.07969,0.12659
2013,30-45 y.,1st Quintile,No,0.55937,547,647,0.52108,0.59765
2013,30-45 y.,2nd Quintile,Yes,0.09662,99,788,0.07598,0.11726
2013,30-45 y.,2nd Quintile,No,0.64820,689,788,0.61483,0.68156
2013,30-45 y.,3rd Quintile,Yes,0.12531,101,793,0.10225,0.14837
2013,30-45 y.,3rd Quintile,No,0.68473,692,793,0.65238,0.71709
2013,30-45 y.,4th Quintile,Yes,0.14116,133,907,0.11849,0.16383
2013,30-45 y.,4th Quintile,No,0.71600,774,907,0.68664,0.74537
2013,30-45 y.,5th Quintile,Yes,0.09713,118,937,0.07816,0.11610
2013,30-45 y.,5th Quintile,No,0.79628,819,937,0.77047,0.82208
2013,46-65 y.,1st Quintile,Yes,0.17327,183,968,0.14941,0.19713
2013,46-65 y.,1st Quintile,No,0.73125,785,968,0.70331,0.75919
2013,46-65 y.,2nd Quintile,Yes,0.14089,140,965,0.11893,0.16286
2013,46-65 y.,2nd Quintile,No,0.76938,825,965,0.74279,0.79597
2013,46-65 y.,3rd Quintile,Yes,0.13893,195,1264,0.11986,0.15801
2013,46-65 y.,3rd Quintile,No,0.80719,1069,1264,0.78544,0.82895
2013,46-65 y.,4th Quintile,Yes,0.16112,257,1662,0.14344,0.17880
2013,46-65 y.,4th Quintile,No,0.80799,1405,1662,0.78905,0.82693
2013,46-65 y.,5th Quintile,Yes,0.14627,358,2461,0.13230,0.16023
2013,46-65 y.,5th Quintile,No,0.83475,2103,2461,0.82008,0.84943
2013,66 and older,1st Quintile,Yes,0.14442,122,820,0.12035,0.16850
2013,66 and older,1st Quintile,No,0.85432,698,820,0.83015,0.87848
2013,66 and older,2nd Quintile,Yes,0.15934,189,1216,0.13876,0.17992
2013,66 and older,2nd Quintile,No,0.83926,1027,1216,0.81861,0.85992
2013,66 and older,3rd Quintile,Yes,0.14023,148,1050,0.11922,0.16124
2013,66 and older,3rd Quintile,No,0.85854,902,1050,0.83745,0.87963
2013,66 and older,4th Quintile,Yes,0.16453,143,869,0.13986,0.18919
2013,66 and older,4th Quintile,No,0.83496,726,869,0.81026,0.85966
2013,66 and older,5th Quintile,Yes,0.13579,148,981,0.11434,0.15723
2013,66 and older,5th Quintile,No,0.86405,833,981,0.84259,0.88551
2015,17-29 y.,1st Quintile,Yes,0.11875,155,1239,0.10073,0.13677
2015,17-29 y.,1st Quintile,No,0.81197,1084,1239,0.79020,0.83374
2015,17-29 y.,2nd Quintile,Yes,0.14218,105,864,0.11888,0.16549
2015,17-29 y.,2nd Quintile,No,0.77071,759,864,0.74267,0.79876
2015,17-29 y.,3rd Quintile,Yes,0.08910,74,746,0.06864,0.10955
2015,17-29 y.,3rd Quintile,No,0.82359,672,746,0.79622,0.85096
2015,17-29 y.,4th Quintile,Yes,0.07516,50,623,0.05444,0.09588
2015,17-29 y.,4th Quintile,No,0.85733,573,623,0.82985,0.88482
2015,17-29 y.,5th Quintile,Yes,0.08453,52,447,0.05871,0.11035
2015,17-29 y.,5th Quintile,No,0.84635,395,447,0.81288,0.87982
2015,30-45 y.,1st Quintile,Yes,0.14984,221,1568,0.13217,0.16751
2015,30-45 y.,1st Quintile,No,0.83722,1347,1568,0.81895,0.85550
2015,30-45 y.,2nd Quintile,Yes,0.14663,199,1653,0.12957,0.16369
2015,30-45 y.,2nd Quintile,No,0.85019,1454,1653,0.83298,0.86740
2015,30-45 y.,3rd Quintile,Yes,0.13673,197,1531,0.11952,0.15395
2015,30-45 y.,3rd Quintile,No,0.85964,1334,1531,0.84224,0.87705
2015,30-45 y.,4th Quintile,Yes,0.13141,174,1359,0.11344,0.14938
2015,30-45 y.,4th Quintile,No,0.86305,1185,1359,0.84476,0.88133
2015,30-45 y.,5th Quintile,Yes,0.12493,148,1245,0.10655,0.14330
2015,30-45 y.,5th Quintile,No,0.87497,1097,1245,0.85659,0.89335
2015,46-65 y.,1st Quintile,Yes,0.18744,243,1471,0.16749,0.20739
2015,46-65 y.,1st Quintile,No,0.80439,1228,1471,0.78411,0.82466
2015,46-65 y.,2nd Quintile,Yes,0.17197,232,1476,0.15271,0.19123
2015,46-65 y.,2nd Quintile,No,0.82564,1244,1476,0.80627,0.84500
2015,46-65 y.,3rd Quintile,Yes,0.15804,219,1555,0.13990,0.17618
2015,46-65 y.,3rd Quintile,No,0.84169,1336,1555,0.82354,0.85984
2015,46-65 y.,4th Quintile,Yes,0.15769,277,1899,0.14129,0.17409
2015,46-65 y.,4th Quintile,No,0.84231,1622,1899,0.82591,0.85871
2015,46-65 y.,5th Quintile,Yes,0.14123,348,2477,0.12752,0.15495
2015,46-65 y.,5th Quintile,No,0.85831,2129,2477,0.84458,0.87205
2015,66 and older,1st Quintile,Yes,0.19778,129,729,0.16884,0.22671
2015,66 and older,1st Quintile,No,0.80160,600,729,0.77263,0.83057
2015,66 and older,2nd Quintile,Yes,0.16059,205,1288,0.14053,0.18065
2015,66 and older,2nd Quintile,No,0.83865,1083,1288,0.81855,0.85874
2015,66 and older,3rd Quintile,Yes,0.16492,172,1048,0.14244,0.18740
2015,66 and older,3rd Quintile,No,0.83470,876,1048,0.81220,0.85720
2015,66 and older,4th Quintile,Yes,0.15481,151,886,0.13097,0.17864
2015,66 and older,4th Quintile,No,0.84519,735,886,0.82136,0.86903
2015,66 and older,5th Quintile,Yes,0.16923,146,932,0.14515,0.19332
2015,66 and older,5th Quintile,No,0.83077,786,932,0.80668,0.85485
2017,17-29 y.,1st Quintile,Yes,0.11797,154,1206,0.09976,0.13619
2017,17-29 y.,1st Quintile,No,0.77604,1052,1206,0.75250,0.79958
2017,17-29 y.,2nd Quintile,Yes,0.11656,89,788,0.09414,0.13898
2017,17-29 y.,2nd Quintile,No,0.79436,699,788,0.76612,0.82259
2017,17-29 y.,3rd Quintile,Yes,0.10537,78,675,0.08219,0.12854
2017,17-29 y.,3rd Quintile,No,0.81822,597,675,0.78910,0.84733
2017,17-29 y.,4th Quintile,Yes,0.09797,62,593,0.07402,0.12192
2017,17-29 y.,4th Quintile,No,0.83848,531,593,0.80884,0.86813
2017,17-29 y.,5th Quintile,Yes,0.13726,43,415,0.10411,0.17040
2017,17-29 y.,5th Quintile,No,0.81228,372,415,0.77466,0.84989
2017,30-45 y.,1st Quintile,Yes,0.16603,210,1451,0.14688,0.18518
2017,30-45 y.,1st Quintile,No,0.80386,1241,1451,0.78342,0.82430
2017,30-45 y.,2nd Quintile,Yes,0.14145,177,1483,0.12371,0.15920
2017,30-45 y.,2nd Quintile,No,0.85661,1306,1483,0.83877,0.87445
2017,30-45 y.,3rd Quintile,Yes,0.14546,167,1232,0.12576,0.16515
2017,30-45 y.,3rd Quintile,No,0.85434,1065,1232,0.83463,0.87404
2017,30-45 y.,4th Quintile,Yes,0.12769,146,1146,0.10836,0.14702
2017,30-45 y.,4th Quintile,No,0.87230,1000,1146,0.85297,0.89163
2017,30-45 y.,5th Quintile,Yes,0.14237,137,991,0.12060,0.16414
2017,30-45 y.,5th Quintile,No,0.85759,854,991,0.83582,0.87936
2017,46-65 y.,1st Quintile,Yes,0.20627,257,1339,0.18459,0.22796
2017,46-65 y.,1st Quintile,No,0.78568,1082,1339,0.76369,0.80767
2017,46-65 y.,2nd Quintile,Yes,0.17696,212,1418,0.15709,0.19683
2017,46-65 y.,2nd Quintile,No,0.82271,1206,1418,0.80283,0.84260
2017,46-65 y.,3rd Quintile,Yes,0.16716,251,1479,0.14814,0.18618
2017,46-65 y.,3rd Quintile,No,0.83280,1228,1479,0.81378,0.85183
2017,46-65 y.,4th Quintile,Yes,0.13562,233,1776,0.11970,0.15155
2017,46-65 y.,4th Quintile,No,0.86438,1543,1776,0.84845,0.88030
2017,46-65 y.,5th Quintile,Yes,0.15899,322,2239,0.14384,0.17414
2017,46-65 y.,5th Quintile,No,0.84101,1917,2239,0.82586,0.85616
2017,66 and older,1st Quintile,Yes,0.20165,125,680,0.17147,0.23183
2017,66 and older,1st Quintile,No,0.79758,555,680,0.76735,0.82780
2017,66 and older,2nd Quintile,Yes,0.13837,159,1162,0.11850,0.15823
2017,66 and older,2nd Quintile,No,0.86163,1003,1162,0.84177,0.88150
2017,66 and older,3rd Quintile,Yes,0.15786,179,1029,0.13557,0.18015
2017,66 and older,3rd Quintile,No,0.84214,850,1029,0.81985,0.86443
2017,66 and older,4th Quintile,Yes,0.17300,139,825,0.14717,0.19883
2017,66 and older,4th Quintile,No,0.82700,686,825,0.80117,0.85283
2017,66 and older,5th Quintile,Yes,0.17208,169,909,0.14753,0.19663
2017,66 and older,5th Quintile,No,0.82792,740,909,0.80337,0.85247
2019,17-29 y.,1st Quintile,Yes,0.15276,149,1110,0.13158,0.17393
2019,17-29 y.,1st Quintile,No,0.72720,961,1110,0.70099,0.75341
2019,17-29 y.,2nd Quintile,Yes,0.11009,93,850,0.08903,0.13114
2019,17-29 y.,2nd Quintile,No,0.79795,757,850,0.77094,0.82496
2019,17-29 y.,3rd Quintile,Yes,0.07915,71,705,0.05921,0.09910
2019,17-29 y.,3rd Quintile,No,0.84347,634,705,0.81663,0.87031
2019,17-29 y.,4th Quintile,Yes,0.12008,60,561,0.09316,0.14701
2019,17-29 y.,4th Quintile,No,0.80435,501,561,0.77150,0.83721
2019,17-29 y.,5th Quintile,Yes,0.11207,52,429,0.08218,0.14196
2019,17-29 y.,5th Quintile,No,0.82187,377,429,0.78562,0.85812
2019,30-45 y.,1st Quintile,Yes,0.15505,180,1224,0.13476,0.17534
2019,30-45 y.,1st Quintile,No,0.78174,1044,1224,0.75859,0.80489
2019,30-45 y.,2nd Quintile,Yes,0.12462,144,1243,0.10625,0.14299
2019,30-45 y.,2nd Quintile,No,0.87168,1099,1243,0.85308,0.89028
2019,30-45 y.,3rd Quintile,Yes,0.15018,164,1228,0.13019,0.17017
2019,30-45 y.,3rd Quintile,No,0.84944,1064,1228,0.82943,0.86945
2019,30-45 y.,4th Quintile,Yes,0.11363,115,1035,0.09429,0.13298
2019,30-45 y.,4th Quintile,No,0.88635,920,1035,0.86700,0.90569
2019,30-45 y.,5th Quintile,Yes,0.09044,93,932,0.07202,0.10887
2019,30-45 y.,5th Quintile,No,0.90945,839,932,0.89102,0.92788
2019,46-65 y.,1st Quintile,Yes,0.18213,228,1326,0.16135,0.20291
2019,46-65 y.,1st Quintile,No,0.80264,1098,1326,0.78120,0.82407
2019,46-65 y.,2nd Quintile,Yes,0.15824,228,1464,0.13954,0.17695
2019,46-65 y.,2nd Quintile,No,0.84043,1236,1464,0.82167,0.85920
2019,46-65 y.,3rd Quintile,Yes,0.11689,202,1617,0.10122,0.13255
2019,46-65 y.,3rd Quintile,No,0.88310,1415,1617,0.86744,0.89877
2019,46-65 y.,4th Quintile,Yes,0.13632,243,1831,0.12060,0.15204
2019,46-65 y.,4th Quintile,No,0.86365,1588,1831,0.84793,0.87938
2019,46-65 y.,5th Quintile,Yes,0.12688,319,2479,0.11377,0.13998
2019,46-65 y.,5th Quintile,No,0.87312,2160,2479,0.86002,0.88623
2019,66 and older,1st Quintile,Yes,0.15694,105,738,0.13068,0.18320
2019,66 and older,1st Quintile,No,0.84196,633,738,0.81562,0.86829
2019,66 and older,2nd Quintile,Yes,0.15317,174,1206,0.13284,0.17351
2019,66 and older,2nd Quintile,No,0.84680,1032,1206,0.82646,0.86713
2019,66 and older,3rd Quintile,Yes,0.17975,161,959,0.15543,0.20406
2019,66 and older,3rd Quintile,No,0.82025,798,959,0.79594,0.84457
2019,66 and older,4th Quintile,Yes,0.18880,145,843,0.16236,0.21523
2019,66 and older,4th Quintile,No,0.81120,698,843,0.78477,0.83764
2019,66 and older,5th Quintile,Yes,0.21065,178,946,0.18465,0.23665
2019,66 and older,5th Quintile,No,0.78935,768,946,0.76335,0.81535
2021,17-29 y.,1st Quintile,Yes,0.10413,122,1222,0.08699,0.12126
2021,17-29 y.,1st Quintile,No,0.83713,1100,1222,0.81642,0.85784
2021,17-29 y.,2nd Quintile,Yes,0.08989,66,615,0.06726,0.11251
2021,17-29 y.,2nd Quintile,No,0.81156,549,615,0.78062,0.84249
2021,17-29 y.,3rd Quintile,Yes,0.12592,56,459,0.09554,0.15631
2021,17-29 y.,3rd Quintile,No,0.78227,403,459,0.74448,0.82007
2021,17-29 y.,4th Quintile,Yes,0.09296,50,461,0.06642,0.11949
2021,17-29 y.,4th Quintile,No,0.86504,411,461,0.83382,0.89627
2021,17-29 y.,5th Quintile,Yes,0.07237,32,318,0.04384,0.10089
2021,17-29 y.,5th Quintile,No,0.83980,286,318,0.79942,0.88017
2021,30-45 y.,1st Quintile,Yes,0.15884,171,1632,0.14110,0.17658
2021,30-45 y.,1st Quintile,No,0.83270,1461,1632,0.81459,0.85082
2021,30-45 y.,2nd Quintile,Yes,0.11985,121,1023,0.09993,0.13976
2021,30-45 y.,2nd Quintile,No,0.86098,902,1023,0.83977,0.88219
2021,30-45 y.,3rd Quintile,Yes,0.12006,106,838,0.09804,0.14208
2021,30-45 y.,3rd Quintile,No,0.87360,732,838,0.85109,0.89611
2021,30-45 y.,4th Quintile,Yes,0.09864,90,795,0.07789,0.11938
2021,30-45 y.,4th Quintile,No,0.89969,705,795,0.87879,0.92058
2021,30-45 y.,5th Quintile,Yes,0.13517,88,811,0.11162,0.15872
2021,30-45 y.,5th Quintile,No,0.85834,723,811,0.83433,0.88235
2021,46-65 y.,1st Quintile,Yes,0.19542,202,1245,0.17339,0.21746
2021,46-65 y.,1st Quintile,No,0.79701,1043,1245,0.77466,0.81936
2021,46-65 y.,2nd Quintile,Yes,0.15199,181,1128,0.13103,0.17295
2021,46-65 y.,2nd Quintile,No,0.83970,947,1128,0.81828,0.86112
2021,46-65 y.,3rd Quintile,Yes,0.13360,158,1107,0.11354,0.15365
2021,46-65 y.,3rd Quintile,No,0.85966,949,1107,0.83918,0.88013
2021,46-65 y.,4th Quintile,Yes,0.13457,182,1372,0.11651,0.15263
2021,46-65 y.,4th Quintile,No,0.86365,1190,1372,0.84548,0.88181
2021,46-65 y.,5th Quintile,Yes,0.11844,267,2309,0.10525,0.13162
2021,46-65 y.,5th Quintile,No,0.87326,2042,2309,0.85969,0.88684
2021,66 and older,1st Quintile,Yes,0.18936,111,628,0.15869,0.22002
2021,66 and older,1st Quintile,No,0.80876,517,628,0.77797,0.83954
2021,66 and older,2nd Quintile,Yes,0.16544,137,820,0.13999,0.19088
2021,66 and older,2nd Quintile,No,0.82665,683,820,0.80073,0.85258
2021,66 and older,3rd Quintile,Yes,0.18501,106,635,0.15478,0.21523
2021,66 and older,3rd Quintile,No,0.81218,529,635,0.78178,0.84258
2021,66 and older,4th Quintile,Yes,0.16626,92,625,0.13704,0.19547
2021,66 and older,4th Quintile,No,0.82124,533,625,0.79118,0.85131
2021,66 and older,5th Quintile,Yes,0.16654,140,855,0.14155,0.19153
2021,66 and older,5th Quintile,No,0.82888,715,855,0.80362,0.85414
