"plb0037_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","2006","(noch) kein Abschluss","3","1","","",""
"Befristet","2006","(noch) kein Abschluss","4","","","",""
"Befristet","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2006","Hauptschule","1 Einkommensschwächstes Quintil","125","0.257885936643685","0.219843756709874","0.295928116577496"
"Befristet","2006","Hauptschule","2","83","0.121146820624876","0.0975090385134427","0.144784602736308"
"Befristet","2006","Hauptschule","3","55","0.0867493809272693","0.0641711918732429","0.109327569981296"
"Befristet","2006","Hauptschule","4","34","0.0595544155857516","0.0410302719408632","0.07807855923064"
"Befristet","2006","Hauptschule","5 Einkommensstärkstes Quintil","15","","",""
"Befristet","2006","Realschule","1 Einkommensschwächstes Quintil","123","0.299135615179","0.257109743795717","0.341161486562283"
"Befristet","2006","Realschule","2","128","0.177501418761625","0.150101057855166","0.204901779668084"
"Befristet","2006","Realschule","3","84","0.108686672608878","0.0866165493556295","0.130756795862126"
"Befristet","2006","Realschule","4","87","0.100775663716138","0.0802341248161863","0.121317202616089"
"Befristet","2006","Realschule","5 Einkommensstärkstes Quintil","41","0.0934865457498375","0.069157312058112","0.117815779441563"
"Befristet","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","50","0.376256844758619","0.296009776621155","0.456503912896082"
"Befristet","2006","(Fach-)Abitur","2","48","0.189779647440461","0.140678522664032","0.23888077221689"
"Befristet","2006","(Fach-)Abitur","3","54","0.199671185215622","0.151811193553707","0.247531176877536"
"Befristet","2006","(Fach-)Abitur","4","57","0.164110725037947","0.123144483096347","0.205076966979547"
"Befristet","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","25","","",""
"Befristet","2006","AkademikerIn","1 Einkommensschwächstes Quintil","31","0.273630952272662","0.188760516104429","0.358501388440894"
"Befristet","2006","AkademikerIn","2","42","0.20262919834806","0.152902181360786","0.252356215335335"
"Befristet","2006","AkademikerIn","3","42","0.118436245853886","0.0856005820535293","0.151271909654243"
"Befristet","2006","AkademikerIn","4","63","0.11385606142868","0.0897866624511625","0.137925460406198"
"Befristet","2006","AkademikerIn","5 Einkommensstärkstes Quintil","76","0.0826319956826645","0.0669228342505421","0.0983411571147869"
"Unbefristet","2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Unbefristet","2007","(noch) kein Abschluss","2","18","","",""
"Unbefristet","2007","(noch) kein Abschluss","3","9","","",""
"Unbefristet","2007","(noch) kein Abschluss","4","13","","",""
"Unbefristet","2007","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Unbefristet","2007","Hauptschule","1 Einkommensschwächstes Quintil","320","0.717547769875857","0.675435006078933","0.759660533672782"
"Unbefristet","2007","Hauptschule","2","611","0.880980096942932","0.856888743433951","0.905071450451913"
"Unbefristet","2007","Hauptschule","3","510","0.91964773673713","0.897173252012428","0.942122221461832"
"Unbefristet","2007","Hauptschule","4","582","0.950271334435444","0.933104708179862","0.967437960691027"
"Unbefristet","2007","Hauptschule","5 Einkommensstärkstes Quintil","257","0.966664383139323","0.945172582635075","0.988156183643572"
"Unbefristet","2007","Realschule","1 Einkommensschwächstes Quintil","276","0.69989300661884","0.653691506590583","0.746094506647097"
"Unbefristet","2007","Realschule","2","622","0.84582743698742","0.819791674421136","0.871863199553705"
"Unbefristet","2007","Realschule","3","644","0.846213440358936","0.820344005557851","0.872082875160021"
"Unbefristet","2007","Realschule","4","705","0.913430607462191","0.893683689259847","0.933177525664535"
"Unbefristet","2007","Realschule","5 Einkommensstärkstes Quintil","505","0.962747669366672","0.946670208953063","0.978825129780281"
"Unbefristet","2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","79","0.58167765538467","0.497206357861966","0.666148952907374"
"Unbefristet","2007","(Fach-)Abitur","2","190","0.761262565022009","0.708417360216365","0.814107769827653"
"Unbefristet","2007","(Fach-)Abitur","3","205","0.744563017006983","0.69225297380504","0.796873060208926"
"Unbefristet","2007","(Fach-)Abitur","4","264","0.806502414007806","0.763287247936801","0.849717580078811"
"Unbefristet","2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","244","0.891583244552724","0.855101538346397","0.928064950759051"
"Unbefristet","2007","AkademikerIn","1 Einkommensschwächstes Quintil","64","0.641652908161373","0.542030940963832","0.741274875358915"
"Unbefristet","2007","AkademikerIn","2","193","0.863512228703984","0.81825029841297","0.908774158994998"
"Unbefristet","2007","AkademikerIn","3","288","0.848903782907022","0.810609452294858","0.887198113519187"
"Unbefristet","2007","AkademikerIn","4","574","0.886195385639832","0.86157230769529","0.910818463584374"
"Unbefristet","2007","AkademikerIn","5 Einkommensstärkstes Quintil","1077","0.8986291337388","0.881327478192673","0.915930789284928"
"Befristet","2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5","","",""
"Befristet","2007","(noch) kein Abschluss","2","4","","",""
"Befristet","2007","(noch) kein Abschluss","3","2","","",""
"Befristet","2007","(noch) kein Abschluss","4","","","",""
"Befristet","2007","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Befristet","2007","Hauptschule","1 Einkommensschwächstes Quintil","119","0.282452230124143","0.240339466327218","0.324564993921067"
"Befristet","2007","Hauptschule","2","83","0.119019903057068","0.0949285495480867","0.143111256566049"
"Befristet","2007","Hauptschule","3","52","0.0803522632628699","0.057877778538168","0.102826747987572"
"Befristet","2007","Hauptschule","4","34","0.0497286655645557","0.0325620393089735","0.066895291820138"
"Befristet","2007","Hauptschule","5 Einkommensstärkstes Quintil","11","","",""
"Befristet","2007","Realschule","1 Einkommensschwächstes Quintil","102","0.30010699338116","0.253905493352903","0.346308493409417"
"Befristet","2007","Realschule","2","117","0.15417256301258","0.128136800446295","0.180208325578864"
"Befristet","2007","Realschule","3","103","0.153786559641064","0.127917124839979","0.179655994442149"
"Befristet","2007","Realschule","4","74","0.086569392537809","0.066822474335465","0.106316310740153"
"Befristet","2007","Realschule","5 Einkommensstärkstes Quintil","28","","",""
"Befristet","2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","52","0.41832234461533","0.333851047092626","0.502793642138034"
"Befristet","2007","(Fach-)Abitur","2","60","0.238737434977991","0.185892230172347","0.291582639783635"
"Befristet","2007","(Fach-)Abitur","3","62","0.255436982993017","0.203126939791074","0.30774702619496"
"Befristet","2007","(Fach-)Abitur","4","57","0.193497585992194","0.150282419921189","0.236712752063199"
"Befristet","2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","35","0.108416755447276","0.071935049240949","0.144898461653603"
"Befristet","2007","AkademikerIn","1 Einkommensschwächstes Quintil","25","","",""
"Befristet","2007","AkademikerIn","2","28","","",""
"Befristet","2007","AkademikerIn","3","48","0.151096217092978","0.112801886480813","0.189390547705142"
"Befristet","2007","AkademikerIn","4","65","0.113804614360168","0.0891815364156262","0.13842769230471"
"Befristet","2007","AkademikerIn","5 Einkommensstärkstes Quintil","92","0.1013708662612","0.0840692107150721","0.118672521807327"
"Unbefristet","2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Unbefristet","2008","(noch) kein Abschluss","2","23","","",""
"Unbefristet","2008","(noch) kein Abschluss","3","11","","",""
"Unbefristet","2008","(noch) kein Abschluss","4","7","","",""
"Unbefristet","2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Unbefristet","2008","Hauptschule","1 Einkommensschwächstes Quintil","283","0.790513665746274","0.749048847255865","0.831978484236683"
"Unbefristet","2008","Hauptschule","2","532","0.876221046259976","0.849935338275471","0.902506754244481"
"Unbefristet","2008","Hauptschule","3","532","0.899352838095447","0.87507623564581","0.923629440545085"
"Unbefristet","2008","Hauptschule","4","565","0.926930370525818","0.906036592828627","0.947824148223008"
"Unbefristet","2008","Hauptschule","5 Einkommensstärkstes Quintil","261","0.964109419605093","0.942083897428535","0.98613494178165"
"Unbefristet","2008","Realschule","1 Einkommensschwächstes Quintil","253","0.683203705369026","0.634740558240328","0.731666852497723"
"Unbefristet","2008","Realschule","2","520","0.777857587611297","0.745876625067737","0.809838550154856"
"Unbefristet","2008","Realschule","3","598","0.8587289681847","0.832908499658518","0.884549436710881"
"Unbefristet","2008","Realschule","4","758","0.886295760665316","0.864891639483018","0.907699881847613"
"Unbefristet","2008","Realschule","5 Einkommensstärkstes Quintil","539","0.960346485459503","0.94425564660577","0.976437324313236"
"Unbefristet","2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","65","0.547847040520402","0.460943960836467","0.634750120204338"
"Unbefristet","2008","(Fach-)Abitur","2","151","0.803736077415001","0.747847353350319","0.859624801479683"
"Unbefristet","2008","(Fach-)Abitur","3","197","0.769633946692213","0.718054170082376","0.82121372330205"
"Unbefristet","2008","(Fach-)Abitur","4","238","0.802916941989379","0.757368425361027","0.848465458617732"
"Unbefristet","2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","254","0.888083820063295","0.851610058016773","0.924557582109816"
"Unbefristet","2008","AkademikerIn","1 Einkommensschwächstes Quintil","64","0.747607639976499","0.655801054929713","0.839414225023285"
"Unbefristet","2008","AkademikerIn","2","192","0.819376123821215","0.769549715672035","0.869202531970395"
"Unbefristet","2008","AkademikerIn","3","259","0.847819330324559","0.807639295773074","0.887999364876044"
"Unbefristet","2008","AkademikerIn","4","472","0.866089509563123","0.837312501224913","0.894866517901334"
"Unbefristet","2008","AkademikerIn","5 Einkommensstärkstes Quintil","1127","0.917706223938666","0.902189862005787","0.933222585871545"
"Befristet","2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Befristet","2008","(noch) kein Abschluss","2","2","","",""
"Befristet","2008","(noch) kein Abschluss","3","3","","",""
"Befristet","2008","(noch) kein Abschluss","4","2","","",""
"Befristet","2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Befristet","2008","Hauptschule","1 Einkommensschwächstes Quintil","87","0.209486334253726","0.168021515763317","0.250951152744135"
"Befristet","2008","Hauptschule","2","71","0.123778953740024","0.0974932457555187","0.150064661724529"
"Befristet","2008","Hauptschule","3","58","0.100647161904553","0.0763705594549154","0.12492376435419"
"Befristet","2008","Hauptschule","4","31","0.0730696294741821","0.0521758517769917","0.0939634071713725"
"Befristet","2008","Hauptschule","5 Einkommensstärkstes Quintil","13","","",""
"Befristet","2008","Realschule","1 Einkommensschwächstes Quintil","101","0.316796294630974","0.268333147502277","0.365259441759672"
"Befristet","2008","Realschule","2","129","0.222142412388703","0.190161449845144","0.254123374932263"
"Befristet","2008","Realschule","3","101","0.1412710318153","0.115450563289119","0.167091500341482"
"Befristet","2008","Realschule","4","87","0.113704239334684","0.0923001181523865","0.135108360516982"
"Befristet","2008","Realschule","5 Einkommensstärkstes Quintil","26","","",""
"Befristet","2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","61","0.452152959479598","0.365249879795662","0.539056039163534"
"Befristet","2008","(Fach-)Abitur","2","43","0.196263922584999","0.140375198520317","0.252152646649681"
"Befristet","2008","(Fach-)Abitur","3","59","0.230366053307787","0.17878627669795","0.281945829917624"
"Befristet","2008","(Fach-)Abitur","4","55","0.197083058010621","0.151534541382268","0.242631574638973"
"Befristet","2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","33","0.111916179936705","0.0754424178901838","0.148389941983227"
"Befristet","2008","AkademikerIn","1 Einkommensschwächstes Quintil","22","","",""
"Befristet","2008","AkademikerIn","2","37","0.180623876178785","0.130797468029604","0.230450284327965"
"Befristet","2008","AkademikerIn","3","48","0.152180669675441","0.112000635123956","0.192360704226925"
"Befristet","2008","AkademikerIn","4","66","0.133910490436877","0.105133482098666","0.162687498775087"
"Befristet","2008","AkademikerIn","5 Einkommensstärkstes Quintil","78","0.0822937760613342","0.066777414128455","0.0978101379942134"
"Unbefristet","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","14","","",""
"Unbefristet","2009","(noch) kein Abschluss","2","17","","",""
"Unbefristet","2009","(noch) kein Abschluss","3","1","","",""
"Unbefristet","2009","(noch) kein Abschluss","4","12","","",""
"Unbefristet","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Unbefristet","2009","Hauptschule","1 Einkommensschwächstes Quintil","247","0.758052991369786","0.712192827850455","0.803913154889117"
"Unbefristet","2009","Hauptschule","2","448","0.862428821909025","0.832679995624238","0.892177648193812"
"Unbefristet","2009","Hauptschule","3","422","0.88846599463677","0.860036987542027","0.916895001731512"
"Unbefristet","2009","Hauptschule","4","545","0.95303480050283","0.935787281296606","0.970282319709054"
"Unbefristet","2009","Hauptschule","5 Einkommensstärkstes Quintil","257","0.940642097222028","0.91250916983814","0.968775024605916"
"Unbefristet","2009","Realschule","1 Einkommensschwächstes Quintil","227","0.688059829110274","0.636487588690786","0.739632069529762"
"Unbefristet","2009","Realschule","2","483","0.793301441454827","0.761034466692174","0.825568416217479"
"Unbefristet","2009","Realschule","3","583","0.842361487469796","0.814768984041064","0.869953990898527"
"Unbefristet","2009","Realschule","4","701","0.910944858086253","0.890840211350205","0.9310495048223"
"Unbefristet","2009","Realschule","5 Einkommensstärkstes Quintil","549","0.960145202681471","0.944197690872738","0.976092714490203"
"Unbefristet","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","56","0.467403454631184","0.37373788608885","0.561069023173518"
"Unbefristet","2009","(Fach-)Abitur","2","133","0.745199329983335","0.682408136546388","0.807990523420283"
"Unbefristet","2009","(Fach-)Abitur","3","167","0.812733719796957","0.761064730671107","0.864402708922807"
"Unbefristet","2009","(Fach-)Abitur","4","233","0.78792123008321","0.740792127651243","0.835050332515177"
"Unbefristet","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","252","0.886534978690208","0.849841737130116","0.923228220250301"
"Unbefristet","2009","AkademikerIn","1 Einkommensschwächstes Quintil","60","0.701565011539952","0.601297109606172","0.801832913473733"
"Unbefristet","2009","AkademikerIn","2","148","0.770354342806405","0.708909388649845","0.831799296962964"
"Unbefristet","2009","AkademikerIn","3","220","0.899536871174036","0.862855034521875","0.936218707826196"
"Unbefristet","2009","AkademikerIn","4","495","0.894702951902837","0.869144135287299","0.920261768518374"
"Unbefristet","2009","AkademikerIn","5 Einkommensstärkstes Quintil","1069","0.902206355378031","0.88514971922439","0.919262991531673"
"Befristet","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Befristet","2009","(noch) kein Abschluss","2","1","","",""
"Befristet","2009","(noch) kein Abschluss","3","4","","",""
"Befristet","2009","(noch) kein Abschluss","4","4","","",""
"Befristet","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Befristet","2009","Hauptschule","1 Einkommensschwächstes Quintil","88","0.241947008630215","0.196086845110884","0.287807172149545"
"Befristet","2009","Hauptschule","2","67","0.137571178090975","0.107822351806188","0.167320004375763"
"Befristet","2009","Hauptschule","3","49","0.111534005363231","0.0831049982684882","0.139963012457973"
"Befristet","2009","Hauptschule","4","33","0.0469651994971705","0.0297176802909464","0.0642127187033945"
"Befristet","2009","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Befristet","2009","Realschule","1 Einkommensschwächstes Quintil","83","0.311940170889726","0.260367930470238","0.363512411309214"
"Befristet","2009","Realschule","2","122","0.206698558545173","0.174431583782521","0.238965533307826"
"Befristet","2009","Realschule","3","87","0.157638512530204","0.130046009101473","0.185231015958936"
"Befristet","2009","Realschule","4","70","0.0890551419137474","0.0689504951776996","0.109159788649795"
"Befristet","2009","Realschule","5 Einkommensstärkstes Quintil","29","","",""
"Befristet","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","53","0.532596545368816","0.438930976826482","0.62626211391115"
"Befristet","2009","(Fach-)Abitur","2","52","0.254800670016664","0.192009476579717","0.317591863453612"
"Befristet","2009","(Fach-)Abitur","3","52","0.187266280203043","0.135597291077193","0.238935269328893"
"Befristet","2009","(Fach-)Abitur","4","56","0.21207876991679","0.164949667484823","0.259207872348757"
"Befristet","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","35","0.113465021309792","0.0767717797496991","0.150158262869884"
"Befristet","2009","AkademikerIn","1 Einkommensschwächstes Quintil","20","","",""
"Befristet","2009","AkademikerIn","2","32","0.229645657193595","0.168200703037036","0.291090611350155"
"Befristet","2009","AkademikerIn","3","38","0.100463128825964","0.0637812921738037","0.137144965478125"
"Befristet","2009","AkademikerIn","4","59","0.105297048097163","0.0797382314816259","0.130855864712701"
"Befristet","2009","AkademikerIn","5 Einkommensstärkstes Quintil","96","0.0977936446219686","0.080737008468327","0.11485028077561"
"Unbefristet","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","27","","",""
"Unbefristet","2010","(noch) kein Abschluss","2","37","0.874599225080137","0.774442964814168","0.974755485346106"
"Unbefristet","2010","(noch) kein Abschluss","3","19","","",""
"Unbefristet","2010","(noch) kein Abschluss","4","11","","",""
"Unbefristet","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Unbefristet","2010","Hauptschule","1 Einkommensschwächstes Quintil","383","0.68914414252676","0.650532958970497","0.727755326083022"
"Unbefristet","2010","Hauptschule","2","789","0.889670782289444","0.869156609007136","0.910184955571752"
"Unbefristet","2010","Hauptschule","3","535","0.901255490850559","0.877385464121999","0.92512551757912"
"Unbefristet","2010","Hauptschule","4","515","0.937888143959998","0.917771834783178","0.958004453136818"
"Unbefristet","2010","Hauptschule","5 Einkommensstärkstes Quintil","264","0.94930585180945","0.923564699553643","0.975047004065256"
"Unbefristet","2010","Realschule","1 Einkommensschwächstes Quintil","386","0.70162792976727","0.662564056566993","0.740691802967546"
"Unbefristet","2010","Realschule","2","825","0.750825287281888","0.724070428488847","0.777580146074929"
"Unbefristet","2010","Realschule","3","733","0.831013042596368","0.805865005707279","0.856161079485457"
"Unbefristet","2010","Realschule","4","915","0.913246214926628","0.895703851593932","0.930788578259324"
"Unbefristet","2010","Realschule","5 Einkommensstärkstes Quintil","616","0.930138805052566","0.910720515045292","0.94955709505984"
"Unbefristet","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","124","0.488623480681615","0.418820730178418","0.558426231184811"
"Unbefristet","2010","(Fach-)Abitur","2","265","0.670115558517549","0.620574439861546","0.719656677173551"
"Unbefristet","2010","(Fach-)Abitur","3","262","0.811747430330898","0.768578257028673","0.854916603633123"
"Unbefristet","2010","(Fach-)Abitur","4","338","0.780977350720363","0.741186082961567","0.820768618479158"
"Unbefristet","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","340","0.889021568164228","0.857522924738805","0.920520211589651"
"Unbefristet","2010","AkademikerIn","1 Einkommensschwächstes Quintil","72","0.660323839307133","0.567960755108741","0.752686923505525"
"Unbefristet","2010","AkademikerIn","2","231","0.739514967956292","0.6907359820456","0.788293953866983"
"Unbefristet","2010","AkademikerIn","3","324","0.852758264989315","0.816894086360875","0.888622443617756"
"Unbefristet","2010","AkademikerIn","4","676","0.870114039814725","0.846521756090977","0.893706323538473"
"Unbefristet","2010","AkademikerIn","5 Einkommensstärkstes Quintil","1350","0.909974983789509","0.89542746464125","0.924522502937767"
"Befristet","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","21","","",""
"Befristet","2010","(noch) kein Abschluss","2","5","","",""
"Befristet","2010","(noch) kein Abschluss","3","3","","",""
"Befristet","2010","(noch) kein Abschluss","4","1","","",""
"Befristet","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Befristet","2010","Hauptschule","1 Einkommensschwächstes Quintil","169","0.31085585747324","0.272244673916978","0.349467041029503"
"Befristet","2010","Hauptschule","2","107","0.110329217710556","0.0898150444282477","0.130843390992864"
"Befristet","2010","Hauptschule","3","65","0.0987445091494406","0.0748744824208803","0.122614535878001"
"Befristet","2010","Hauptschule","4","38","0.0621118560400022","0.0419955468631821","0.0822281652168222"
"Befristet","2010","Hauptschule","5 Einkommensstärkstes Quintil","15","","",""
"Befristet","2010","Realschule","1 Einkommensschwächstes Quintil","141","0.29837207023273","0.259308197032454","0.337435943433007"
"Befristet","2010","Realschule","2","179","0.249174712718112","0.222419853925071","0.275929571511153"
"Befristet","2010","Realschule","3","120","0.168986957403632","0.143838920514543","0.194134994292721"
"Befristet","2010","Realschule","4","74","0.0867537850733724","0.0692114217406764","0.104296148406068"
"Befristet","2010","Realschule","5 Einkommensstärkstes Quintil","46","0.069861194947434","0.0504429049401602","0.0892794849547079"
"Befristet","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","73","0.511376519318385","0.441573768815189","0.581179269821582"
"Befristet","2010","(Fach-)Abitur","2","81","0.329884441482451","0.280343322826449","0.379425560138454"
"Befristet","2010","(Fach-)Abitur","3","53","0.188252569669101","0.145083396366876","0.231421742971326"
"Befristet","2010","(Fach-)Abitur","4","77","0.219022649279637","0.179231381520842","0.258813917038433"
"Befristet","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","42","0.110978431835772","0.0794797884103486","0.142477075261195"
"Befristet","2010","AkademikerIn","1 Einkommensschwächstes Quintil","29","","",""
"Befristet","2010","AkademikerIn","2","80","0.260485032043708","0.211706046133017","0.3092640179544"
"Befristet","2010","AkademikerIn","3","51","0.147241735010685","0.111377556382244","0.183105913639125"
"Befristet","2010","AkademikerIn","4","104","0.129885960185275","0.106293676461527","0.153478243909023"
"Befristet","2010","AkademikerIn","5 Einkommensstärkstes Quintil","137","0.0900250162104912","0.0754774970622325","0.10457253535875"
"Unbefristet","2011","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","43","0.650541999678814","0.532804995718828","0.768279003638799"
"Unbefristet","2011","(noch) kein Abschluss","2","39","0.673565787666101","0.544873995896633","0.802257579435569"
"Unbefristet","2011","(noch) kein Abschluss","3","15","","",""
"Unbefristet","2011","(noch) kein Abschluss","4","15","","",""
"Unbefristet","2011","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Unbefristet","2011","Hauptschule","1 Einkommensschwächstes Quintil","436","0.750959588418818","0.715825410613588","0.786093766224049"
"Unbefristet","2011","Hauptschule","2","851","0.840676422316562","0.818027263178502","0.863325581454621"
"Unbefristet","2011","Hauptschule","3","656","0.903834529336773","0.882418623606168","0.925250435067379"
"Unbefristet","2011","Hauptschule","4","662","0.926838105410322","0.907751025919072","0.945925184901573"
"Unbefristet","2011","Hauptschule","5 Einkommensstärkstes Quintil","368","0.945760405281048","0.923339464094264","0.968181346467831"
"Unbefristet","2011","Realschule","1 Einkommensschwächstes Quintil","430","0.737158585757711","0.701335626760779","0.772981544754643"
"Unbefristet","2011","Realschule","2","971","0.775234373970304","0.75136667149921","0.799102076441398"
"Unbefristet","2011","Realschule","3","917","0.818660764092513","0.795432942784891","0.841888585400135"
"Unbefristet","2011","Realschule","4","1099","0.894656043652276","0.877379750964867","0.911932336339684"
"Unbefristet","2011","Realschule","5 Einkommensstärkstes Quintil","804","0.93446593225148","0.917936352406091","0.950995512096869"
"Unbefristet","2011","(Fach-)Abitur","1 Einkommensschwächstes Quintil","135","0.509958714662883","0.442666626596519","0.577250802729247"
"Unbefristet","2011","(Fach-)Abitur","2","291","0.72217216030954","0.677135669349303","0.767208651269777"
"Unbefristet","2011","(Fach-)Abitur","3","360","0.803569838053701","0.766061712863838","0.841077963243565"
"Unbefristet","2011","(Fach-)Abitur","4","436","0.818540907257753","0.785384003099524","0.851697811415981"
"Unbefristet","2011","(Fach-)Abitur","5 Einkommensstärkstes Quintil","415","0.891183547367183","0.862756713565251","0.919610381169116"
"Unbefristet","2011","AkademikerIn","1 Einkommensschwächstes Quintil","90","0.683034087499755","0.602427492695123","0.763640682304386"
"Unbefristet","2011","AkademikerIn","2","226","0.853403374146713","0.811291689962621","0.895515058330804"
"Unbefristet","2011","AkademikerIn","3","399","0.837864389930049","0.804753512766434","0.870975267093665"
"Unbefristet","2011","AkademikerIn","4","849","0.850403155489824","0.82792252423963","0.872883786740018"
"Unbefristet","2011","AkademikerIn","5 Einkommensstärkstes Quintil","1664","0.895104263331932","0.881099590812686","0.909108935851179"
"Befristet","2011","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","20","","",""
"Befristet","2011","(noch) kein Abschluss","2","12","","",""
"Befristet","2011","(noch) kein Abschluss","3","9","","",""
"Befristet","2011","(noch) kein Abschluss","4","3","","",""
"Befristet","2011","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Befristet","2011","Hauptschule","1 Einkommensschwächstes Quintil","146","0.249040411581181","0.213906233775951","0.284174589386412"
"Befristet","2011","Hauptschule","2","152","0.159323577683438","0.136674418545379","0.181972736821498"
"Befristet","2011","Hauptschule","3","72","0.0961654706632265","0.0747495649326211","0.117581376393832"
"Befristet","2011","Hauptschule","4","53","0.0731618945896775","0.0540748150984268","0.0922489740809283"
"Befristet","2011","Hauptschule","5 Einkommensstärkstes Quintil","24","","",""
"Befristet","2011","Realschule","1 Einkommensschwächstes Quintil","150","0.262841414242289","0.227018455245357","0.298664373239221"
"Befristet","2011","Realschule","2","204","0.224765626029696","0.200897923558602","0.24863332850079"
"Befristet","2011","Realschule","3","140","0.181339235907487","0.158111414599865","0.204567057215109"
"Befristet","2011","Realschule","4","114","0.105343956347724","0.0880676636603158","0.122620249035133"
"Befristet","2011","Realschule","5 Einkommensstärkstes Quintil","57","0.0655340677485204","0.0490044879031313","0.0820636475939095"
"Befristet","2011","(Fach-)Abitur","1 Einkommensschwächstes Quintil","77","0.490041285337117","0.422749197270753","0.557333373403481"
"Befristet","2011","(Fach-)Abitur","2","89","0.27782783969046","0.232791348730223","0.322864330650697"
"Befristet","2011","(Fach-)Abitur","3","71","0.196430161946299","0.158922036756435","0.233938287136162"
"Befristet","2011","(Fach-)Abitur","4","83","0.181459092742247","0.148302188584019","0.214615996900476"
"Befristet","2011","(Fach-)Abitur","5 Einkommensstärkstes Quintil","46","0.108816452632817","0.080389618830884","0.137243286434749"
"Befristet","2011","AkademikerIn","1 Einkommensschwächstes Quintil","38","0.316965912500245","0.236359317695614","0.397572507304877"
"Befristet","2011","AkademikerIn","2","45","0.146596625853287","0.104484941669196","0.188708310037379"
"Befristet","2011","AkademikerIn","3","77","0.162135610069951","0.129024732906335","0.195246487233566"
"Befristet","2011","AkademikerIn","4","118","0.149596844510176","0.127116213259982","0.17207747576037"
"Befristet","2011","AkademikerIn","5 Einkommensstärkstes Quintil","175","0.104895736668068","0.0908910641488209","0.118900409187314"
"Unbefristet","2012","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","44","0.724271181993494","0.613035549514344","0.835506814472644"
"Unbefristet","2012","(noch) kein Abschluss","2","51","0.721259167470767","0.61909979872853","0.823418536213004"
"Unbefristet","2012","(noch) kein Abschluss","3","18","","",""
"Unbefristet","2012","(noch) kein Abschluss","4","15","","",""
"Unbefristet","2012","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Unbefristet","2012","Hauptschule","1 Einkommensschwächstes Quintil","365","0.724036137984349","0.685908723260662","0.762163552708036"
"Unbefristet","2012","Hauptschule","2","799","0.878050597717433","0.856859670315563","0.899241525119303"
"Unbefristet","2012","Hauptschule","3","690","0.892596308316847","0.871086888065028","0.914105728568666"
"Unbefristet","2012","Hauptschule","4","686","0.907649546966674","0.886984279491681","0.928314814441668"
"Unbefristet","2012","Hauptschule","5 Einkommensstärkstes Quintil","384","0.932709456351347","0.908664152358793","0.956754760343901"
"Unbefristet","2012","Realschule","1 Einkommensschwächstes Quintil","347","0.689488983028829","0.647878432801834","0.731099533255824"
"Unbefristet","2012","Realschule","2","904","0.816114237341755","0.793116539064452","0.839111935619058"
"Unbefristet","2012","Realschule","3","957","0.826055187434345","0.803944034304807","0.848166340563883"
