year,quintil_oecd,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,2nd Quintile,West,Permanent job,0.73356,132,186,0.66986,0.79727
1990,2nd Quintile,West,Temporary job,0.26644,54,186,0.20273,0.33014
1990,3rd Quintile,West,Permanent job,0.73066,133,179,0.66549,0.79583
1990,3rd Quintile,West,Temporary job,0.26934,46,179,0.20417,0.33451
1990,4th Quintile,West,Permanent job,0.83860,155,190,0.78615,0.89105
1990,4th Quintile,West,Temporary job,0.16140,35,190,0.10895,0.21385
1990,5th Quintile,West,Permanent job,0.86150,143,143,0.80469,0.91832
1991,1st Quintile,West,Permanent job,0.65920,132,194,0.59233,0.72607
1991,1st Quintile,West,Temporary job,0.34080,62,194,0.27393,0.40767
1991,2nd Quintile,West,Permanent job,0.75796,153,204,0.69904,0.81688
1991,2nd Quintile,West,Temporary job,0.24204,51,204,0.18312,0.30096
1991,3rd Quintile,West,Permanent job,0.77174,122,155,0.70545,0.83803
1991,3rd Quintile,West,Temporary job,0.22826,33,155,0.16197,0.29455
1991,4th Quintile,West,Permanent job,0.80958,153,196,0.75448,0.86469
1991,4th Quintile,West,Temporary job,0.19042,43,196,0.13531,0.24552
1991,5th Quintile,West,Permanent job,0.85123,148,148,0.79370,0.90876
1992,1st Quintile,West,Permanent job,0.71195,69,69,0.60432,0.81959
1992,1st Quintile,East,Permanent job,0.61820,136,215,0.55311,0.68329
1992,1st Quintile,East,Temporary job,0.38180,79,215,0.31671,0.44689
1992,2nd Quintile,West,Permanent job,0.72572,114,152,0.65456,0.79688
1992,2nd Quintile,West,Temporary job,0.27428,38,152,0.20312,0.34544
1992,2nd Quintile,East,Permanent job,0.72219,174,243,0.66575,0.77862
1992,2nd Quintile,East,Temporary job,0.27781,69,243,0.22138,0.33425
1992,3rd Quintile,West,Permanent job,0.78655,160,203,0.73005,0.84306
1992,3rd Quintile,West,Temporary job,0.21345,43,203,0.15694,0.26995
1992,3rd Quintile,East,Permanent job,0.76895,116,151,0.70150,0.83640
1992,3rd Quintile,East,Temporary job,0.23105,35,151,0.16360,0.29850
1992,4th Quintile,West,Permanent job,0.81038,175,220,0.75847,0.86230
1992,4th Quintile,West,Temporary job,0.18962,45,220,0.13770,0.24153
1992,4th Quintile,East,Permanent job,0.77489,59,59,0.66740,0.88237
1992,5th Quintile,West,Permanent job,0.84138,169,200,0.79062,0.89214
1992,5th Quintile,West,Temporary job,0.15862,31,200,0.10786,0.20938
1992,5th Quintile,East,Permanent job,0.76804,35,35,0.62616,0.90992
1993,1st Quintile,West,Permanent job,0.64048,74,109,0.54998,0.73098
1993,1st Quintile,West,Temporary job,0.35952,35,109,0.26902,0.45002
1993,1st Quintile,East,Permanent job,0.65975,83,127,0.57702,0.74248
1993,1st Quintile,East,Temporary job,0.34025,44,127,0.25752,0.42298
1993,2nd Quintile,West,Permanent job,0.79974,103,103,0.72207,0.87740
1993,2nd Quintile,East,Permanent job,0.76002,138,184,0.69814,0.82190
1993,2nd Quintile,East,Temporary job,0.23998,46,184,0.17810,0.30186
1993,3rd Quintile,West,Permanent job,0.72299,122,169,0.65532,0.79067
1993,3rd Quintile,West,Temporary job,0.27701,47,169,0.20933,0.34468
1993,3rd Quintile,East,Permanent job,0.84055,124,124,0.77586,0.90525
1993,4th Quintile,West,Permanent job,0.82275,165,197,0.76929,0.87622
1993,4th Quintile,West,Temporary job,0.17725,32,197,0.12378,0.23071
1993,4th Quintile,East,Permanent job,0.84757,56,56,0.75258,0.94257
1993,5th Quintile,West,Permanent job,0.81882,166,208,0.76635,0.87129
1993,5th Quintile,West,Temporary job,0.18118,42,208,0.12871,0.23365
1994,1st Quintile,West,Permanent job,0.57832,89,155,0.50032,0.65631
1994,1st Quintile,West,Temporary job,0.42168,66,155,0.34369,0.49968
1994,1st Quintile,East,Permanent job,0.52173,56,114,0.42962,0.61383
1994,1st Quintile,East,Temporary job,0.47827,58,114,0.38617,0.57038
1994,2nd Quintile,West,Permanent job,0.57590,99,154,0.49759,0.65421
1994,2nd Quintile,West,Temporary job,0.42410,55,154,0.34579,0.50241
1994,2nd Quintile,East,Permanent job,0.66146,80,127,0.57883,0.74409
1994,2nd Quintile,East,Temporary job,0.33854,47,127,0.25591,0.42117
1994,3rd Quintile,West,Permanent job,0.73663,105,152,0.66637,0.80688
1994,3rd Quintile,West,Temporary job,0.26337,47,152,0.19312,0.33363
1994,3rd Quintile,East,Permanent job,0.72150,80,114,0.63885,0.80415
1994,3rd Quintile,East,Temporary job,0.27850,34,114,0.19585,0.36115
1994,4th Quintile,West,Permanent job,0.74996,132,178,0.68616,0.81376
1994,4th Quintile,West,Temporary job,0.25004,46,178,0.18624,0.31384
1994,4th Quintile,East,Permanent job,0.76845,49,49,0.64911,0.88778
1994,5th Quintile,West,Permanent job,0.80020,120,151,0.73621,0.86419
1994,5th Quintile,West,Temporary job,0.19980,31,151,0.13581,0.26379
1995,1st Quintile,West,Permanent job,0.75545,474,595,0.72089,0.79002
1995,1st Quintile,West,Temporary job,0.24455,121,595,0.20998,0.27911
1995,1st Quintile,East,Permanent job,0.63894,199,301,0.58459,0.69329
1995,1st Quintile,East,Temporary job,0.36106,102,301,0.30671,0.41541
1995,2nd Quintile,West,Permanent job,0.84840,763,889,0.82481,0.87199
1995,2nd Quintile,West,Temporary job,0.15160,126,889,0.12801,0.17519
1995,2nd Quintile,East,Permanent job,0.81683,419,507,0.78312,0.85053
1995,2nd Quintile,East,Temporary job,0.18317,88,507,0.14947,0.21688
1995,3rd Quintile,West,Permanent job,0.90829,956,1069,0.89098,0.92560
1995,3rd Quintile,West,Temporary job,0.09171,113,1069,0.07440,0.10902
1995,3rd Quintile,East,Permanent job,0.86615,462,533,0.83722,0.89509
1995,3rd Quintile,East,Temporary job,0.13385,71,533,0.10491,0.16278
1995,4th Quintile,West,Permanent job,0.89209,1124,1253,0.87491,0.90928
1995,4th Quintile,West,Temporary job,0.10791,129,1253,0.09072,0.12509
1995,4th Quintile,East,Permanent job,0.87532,417,482,0.84580,0.90485
1995,4th Quintile,East,Temporary job,0.12468,65,482,0.09515,0.15420
1995,5th Quintile,West,Permanent job,0.94555,1250,1336,0.93337,0.95772
1995,5th Quintile,West,Temporary job,0.05445,86,1336,0.04228,0.06663
1995,5th Quintile,East,Permanent job,0.89015,190,190,0.84556,0.93473
1996,1st Quintile,West,Permanent job,0.76017,520,643,0.72714,0.79320
1996,1st Quintile,West,Temporary job,0.23983,123,643,0.20680,0.27286
1996,1st Quintile,East,Permanent job,0.67585,204,298,0.62262,0.72909
1996,1st Quintile,East,Temporary job,0.32415,94,298,0.27091,0.37738
1996,2nd Quintile,West,Permanent job,0.87706,714,822,0.85459,0.89952
1996,2nd Quintile,West,Temporary job,0.12294,108,822,0.10048,0.14541
1996,2nd Quintile,East,Permanent job,0.81975,376,467,0.78485,0.85465
1996,2nd Quintile,East,Temporary job,0.18025,91,467,0.14535,0.21515
1996,3rd Quintile,West,Permanent job,0.89673,906,1014,0.87799,0.91547
1996,3rd Quintile,West,Temporary job,0.10327,108,1014,0.08453,0.12201
1996,3rd Quintile,East,Permanent job,0.86356,459,527,0.83423,0.89290
1996,3rd Quintile,East,Temporary job,0.13644,68,527,0.10710,0.16577
1996,4th Quintile,West,Permanent job,0.89928,1116,1233,0.88248,0.91609
1996,4th Quintile,West,Temporary job,0.10072,117,1233,0.08391,0.11752
1996,4th Quintile,East,Permanent job,0.92097,407,455,0.89616,0.94579
1996,4th Quintile,East,Temporary job,0.07903,48,455,0.05421,0.10384
1996,5th Quintile,West,Permanent job,0.94191,1200,1281,0.92909,0.95472
1996,5th Quintile,West,Temporary job,0.05809,81,1281,0.04528,0.07091
1996,5th Quintile,East,Permanent job,0.90411,201,201,0.86330,0.94492
1997,1st Quintile,West,Permanent job,0.72610,409,547,0.68869,0.76351
1997,1st Quintile,West,Temporary job,0.27390,138,547,0.23649,0.31131
1997,1st Quintile,East,Permanent job,0.70702,173,252,0.65072,0.76333
1997,1st Quintile,East,Temporary job,0.29298,79,252,0.23667,0.34928
1997,2nd Quintile,West,Permanent job,0.83401,724,853,0.80902,0.85899
1997,2nd Quintile,West,Temporary job,0.16599,129,853,0.14101,0.19098
1997,2nd Quintile,East,Permanent job,0.80324,366,459,0.76683,0.83965
1997,2nd Quintile,East,Temporary job,0.19676,93,459,0.16035,0.23317
1997,3rd Quintile,West,Permanent job,0.86130,847,978,0.83962,0.88297
1997,3rd Quintile,West,Temporary job,0.13870,131,978,0.11703,0.16038
1997,3rd Quintile,East,Permanent job,0.86885,418,489,0.83890,0.89880
1997,3rd Quintile,East,Temporary job,0.13115,71,489,0.10120,0.16110
1997,4th Quintile,West,Permanent job,0.89895,1106,1231,0.88211,0.91580
1997,4th Quintile,West,Temporary job,0.10105,125,1231,0.08420,0.11789
1997,4th Quintile,East,Permanent job,0.87632,407,469,0.84650,0.90615
1997,4th Quintile,East,Temporary job,0.12368,62,469,0.09385,0.15350
1997,5th Quintile,West,Permanent job,0.92619,1139,1238,0.91162,0.94076
1997,5th Quintile,West,Temporary job,0.07381,99,1238,0.05924,0.08838
1997,5th Quintile,East,Permanent job,0.86997,192,192,0.82227,0.91767
1998,1st Quintile,West,Permanent job,0.72348,460,619,0.68822,0.75875
1998,1st Quintile,West,Temporary job,0.27652,159,619,0.24125,0.31178
1998,1st Quintile,East,Permanent job,0.68799,151,215,0.62592,0.75007
1998,1st Quintile,East,Temporary job,0.31201,64,215,0.24993,0.37408
1998,2nd Quintile,West,Permanent job,0.84048,679,813,0.81529,0.86566
1998,2nd Quintile,West,Temporary job,0.15952,134,813,0.13434,0.18471
1998,2nd Quintile,East,Permanent job,0.79997,334,418,0.76158,0.83836
1998,2nd Quintile,East,Temporary job,0.20003,84,418,0.16164,0.23842
1998,3rd Quintile,West,Permanent job,0.88084,803,914,0.85983,0.90186
1998,3rd Quintile,West,Temporary job,0.11916,111,914,0.09814,0.14017
1998,3rd Quintile,East,Permanent job,0.85676,427,505,0.82618,0.88735
1998,3rd Quintile,East,Temporary job,0.14324,78,505,0.11265,0.17382
1998,4th Quintile,West,Permanent job,0.89023,1059,1179,0.87238,0.90808
1998,4th Quintile,West,Temporary job,0.10977,120,1179,0.09192,0.12762
1998,4th Quintile,East,Permanent job,0.89330,385,439,0.86439,0.92222
1998,4th Quintile,East,Temporary job,0.10670,54,439,0.07778,0.13561
1998,5th Quintile,West,Permanent job,0.93759,1055,1130,0.92348,0.95170
1998,5th Quintile,West,Temporary job,0.06241,75,1130,0.04830,0.07652
1998,5th Quintile,East,Permanent job,0.87609,213,245,0.83475,0.91743
1998,5th Quintile,East,Temporary job,0.12391,32,245,0.08257,0.16525
1999,1st Quintile,West,Permanent job,0.70976,507,699,0.67609,0.74343
1999,1st Quintile,West,Temporary job,0.29024,192,699,0.25657,0.32391
1999,1st Quintile,East,Permanent job,0.69203,208,308,0.64038,0.74367
1999,1st Quintile,East,Temporary job,0.30797,100,308,0.25633,0.35962
1999,2nd Quintile,West,Permanent job,0.83050,768,920,0.80624,0.85476
1999,2nd Quintile,West,Temporary job,0.16950,152,920,0.14524,0.19376
1999,2nd Quintile,East,Permanent job,0.76389,398,521,0.72738,0.80039
1999,2nd Quintile,East,Temporary job,0.23611,123,521,0.19961,0.27262
1999,3rd Quintile,West,Permanent job,0.87192,927,1062,0.85182,0.89203
1999,3rd Quintile,West,Temporary job,0.12808,135,1062,0.10797,0.14818
1999,3rd Quintile,East,Permanent job,0.85975,425,507,0.82950,0.89001
1999,3rd Quintile,East,Temporary job,0.14025,82,507,0.10999,0.17050
1999,4th Quintile,West,Permanent job,0.90334,1199,1327,0.88744,0.91925
1999,4th Quintile,West,Temporary job,0.09666,128,1327,0.08075,0.11256
1999,4th Quintile,East,Permanent job,0.87341,349,406,0.84102,0.90579
1999,4th Quintile,East,Temporary job,0.12659,57,406,0.09421,0.15898
1999,5th Quintile,West,Permanent job,0.93419,1226,1319,0.92080,0.94758
1999,5th Quintile,West,Temporary job,0.06581,93,1319,0.05242,0.07920
1999,5th Quintile,East,Permanent job,0.86574,210,245,0.82296,0.90852
1999,5th Quintile,East,Temporary job,0.13426,35,245,0.09148,0.17704
2000,1st Quintile,West,Permanent job,0.71396,418,553,0.67626,0.75166
2000,1st Quintile,West,Temporary job,0.28604,135,553,0.24834,0.32374
2000,1st Quintile,East,Permanent job,0.69050,181,273,0.63556,0.74544
2000,1st Quintile,East,Temporary job,0.30950,92,273,0.25456,0.36444
2000,2nd Quintile,West,Permanent job,0.85520,703,824,0.83116,0.87924
2000,2nd Quintile,West,Temporary job,0.14480,121,824,0.12076,0.16884
2000,2nd Quintile,East,Permanent job,0.80456,356,450,0.76789,0.84124
2000,2nd Quintile,East,Temporary job,0.19544,94,450,0.15876,0.23211
2000,3rd Quintile,West,Permanent job,0.85198,820,956,0.82946,0.87450
2000,3rd Quintile,West,Temporary job,0.14802,136,956,0.12550,0.17054
2000,3rd Quintile,East,Permanent job,0.83805,432,520,0.80635,0.86974
2000,3rd Quintile,East,Temporary job,0.16195,88,520,0.13026,0.19365
2000,4th Quintile,West,Permanent job,0.90196,1082,1203,0.88515,0.91877
2000,4th Quintile,West,Temporary job,0.09804,121,1203,0.08123,0.11485
2000,4th Quintile,East,Permanent job,0.91290,369,412,0.88564,0.94016
2000,4th Quintile,East,Temporary job,0.08710,43,412,0.05984,0.11436
2000,5th Quintile,West,Permanent job,0.93644,1170,1249,0.92290,0.94998
2000,5th Quintile,West,Temporary job,0.06356,79,1249,0.05002,0.07710
2000,5th Quintile,East,Permanent job,0.89506,201,201,0.85259,0.93754
2001,1st Quintile,West,Permanent job,0.72019,640,870,0.69034,0.75004
2001,1st Quintile,West,Temporary job,0.27981,230,870,0.24996,0.30966
2001,1st Quintile,East,Permanent job,0.59059,243,409,0.54287,0.63830
2001,1st Quintile,East,Temporary job,0.40941,166,409,0.36170,0.45713
2001,2nd Quintile,West,Permanent job,0.84439,1139,1343,0.82500,0.86378
2001,2nd Quintile,West,Temporary job,0.15561,204,1343,0.13622,0.17500
2001,2nd Quintile,East,Permanent job,0.81114,453,569,0.77895,0.84333
2001,2nd Quintile,East,Temporary job,0.18886,116,569,0.15667,0.22105
2001,3rd Quintile,West,Permanent job,0.87282,1442,1662,0.85680,0.88885
2001,3rd Quintile,West,Temporary job,0.12718,220,1662,0.11115,0.14320
2001,3rd Quintile,East,Permanent job,0.85579,582,692,0.82960,0.88199
2001,3rd Quintile,East,Temporary job,0.14421,110,692,0.11801,0.17040
2001,4th Quintile,West,Permanent job,0.90290,1801,2002,0.88992,0.91587
2001,4th Quintile,West,Temporary job,0.09710,201,2002,0.08413,0.11008
2001,4th Quintile,East,Permanent job,0.87287,505,585,0.84586,0.89989
2001,4th Quintile,East,Temporary job,0.12713,80,585,0.10011,0.15414
2001,5th Quintile,West,Permanent job,0.93515,1981,2122,0.92467,0.94563
2001,5th Quintile,West,Temporary job,0.06485,141,2122,0.05437,0.07533
2001,5th Quintile,East,Permanent job,0.90261,335,372,0.87244,0.93278
2001,5th Quintile,East,Temporary job,0.09739,37,372,0.06722,0.12756
2002,1st Quintile,West,Permanent job,0.70907,499,701,0.67543,0.74272
2002,1st Quintile,West,Temporary job,0.29093,202,701,0.25728,0.32457
2002,1st Quintile,East,Permanent job,0.66345,220,340,0.61315,0.71375
2002,1st Quintile,East,Temporary job,0.33655,120,340,0.28625,0.38685
2002,2nd Quintile,West,Permanent job,0.85179,966,1132,0.83108,0.87250
2002,2nd Quintile,West,Temporary job,0.14821,166,1132,0.12750,0.16892
2002,2nd Quintile,East,Permanent job,0.77440,367,471,0.73661,0.81219
2002,2nd Quintile,East,Temporary job,0.22560,104,471,0.18781,0.26339
2002,3rd Quintile,West,Permanent job,0.86289,1222,1412,0.84495,0.88084
2002,3rd Quintile,West,Temporary job,0.13711,190,1412,0.11916,0.15505
2002,3rd Quintile,East,Permanent job,0.84483,473,562,0.81487,0.87479
2002,3rd Quintile,East,Temporary job,0.15517,89,562,0.12521,0.18513
2002,4th Quintile,West,Permanent job,0.89382,1634,1852,0.87979,0.90785
2002,4th Quintile,West,Temporary job,0.10618,218,1852,0.09215,0.12021
2002,4th Quintile,East,Permanent job,0.86968,537,616,0.84308,0.89629
2002,4th Quintile,East,Temporary job,0.13032,79,616,0.10371,0.15692
2002,5th Quintile,West,Permanent job,0.93239,2211,2389,0.92232,0.94246
2002,5th Quintile,West,Temporary job,0.06761,178,2389,0.05754,0.07768
2002,5th Quintile,East,Permanent job,0.88852,404,454,0.85954,0.91750
2002,5th Quintile,East,Temporary job,0.11148,50,454,0.08250,0.14046
2003,1st Quintile,West,Permanent job,0.68685,453,665,0.65157,0.72212
2003,1st Quintile,West,Temporary job,0.31315,212,665,0.27788,0.34843
2003,1st Quintile,East,Permanent job,0.66595,188,296,0.61213,0.71977
2003,1st Quintile,East,Temporary job,0.33405,108,296,0.28023,0.38787
2003,2nd Quintile,West,Permanent job,0.83615,888,1049,0.81374,0.85856
2003,2nd Quintile,West,Temporary job,0.16385,161,1049,0.14144,0.18626
2003,2nd Quintile,East,Permanent job,0.81185,408,501,0.77759,0.84610
2003,2nd Quintile,East,Temporary job,0.18815,93,501,0.15390,0.22241
2003,3rd Quintile,West,Permanent job,0.88161,1254,1428,0.86485,0.89837
2003,3rd Quintile,West,Temporary job,0.11839,174,1428,0.10163,0.13515
2003,3rd Quintile,East,Permanent job,0.84450,479,564,0.81456,0.87443
2003,3rd Quintile,East,Temporary job,0.15550,85,564,0.12557,0.18544
2003,4th Quintile,West,Permanent job,0.89214,1709,1921,0.87826,0.90601
2003,4th Quintile,West,Temporary job,0.10786,212,1921,0.09399,0.12174
2003,4th Quintile,East,Permanent job,0.87330,499,572,0.84601,0.90058
2003,4th Quintile,East,Temporary job,0.12670,73,572,0.09942,0.15399
2003,5th Quintile,West,Permanent job,0.92397,2671,2937,0.91438,0.93355
2003,5th Quintile,West,Temporary job,0.07603,266,2937,0.06645,0.08562
2003,5th Quintile,East,Permanent job,0.90926,464,519,0.88453,0.93400
2003,5th Quintile,East,Temporary job,0.09074,55,519,0.06600,0.11547
2004,1st Quintile,West,Permanent job,0.69401,454,654,0.65866,0.72935
2004,1st Quintile,West,Temporary job,0.30599,200,654,0.27065,0.34134
2004,1st Quintile,East,Permanent job,0.59282,173,290,0.53618,0.64947
2004,1st Quintile,East,Temporary job,0.40718,117,290,0.35053,0.46382
2004,2nd Quintile,West,Permanent job,0.83296,869,1033,0.81020,0.85572
2004,2nd Quintile,West,Temporary job,0.16704,164,1033,0.14428,0.18980
2004,2nd Quintile,East,Permanent job,0.78655,376,470,0.74946,0.82363
2004,2nd Quintile,East,Temporary job,0.21345,94,470,0.17637,0.25054
2004,3rd Quintile,West,Permanent job,0.87074,1151,1326,0.85267,0.88880
2004,3rd Quintile,West,Temporary job,0.12926,175,1326,0.11120,0.14733
2004,3rd Quintile,East,Permanent job,0.86168,466,554,0.83291,0.89046
2004,3rd Quintile,East,Temporary job,0.13832,88,554,0.10954,0.16709
2004,4th Quintile,West,Permanent job,0.88242,1555,1781,0.86745,0.89738
2004,4th Quintile,West,Temporary job,0.11758,226,1781,0.10262,0.13255
2004,4th Quintile,East,Permanent job,0.87257,505,581,0.84543,0.89971
2004,4th Quintile,East,Temporary job,0.12743,76,581,0.10029,0.15457
2004,5th Quintile,West,Permanent job,0.92918,2657,2888,0.91982,0.93853
2004,5th Quintile,West,Temporary job,0.07082,231,2888,0.06147,0.08018
2004,5th Quintile,East,Permanent job,0.86946,432,497,0.83981,0.89911
2004,5th Quintile,East,Temporary job,0.13054,65,497,0.10089,0.16019
2005,1st Quintile,West,Permanent job,0.69423,419,591,0.65705,0.73140
2005,1st Quintile,West,Temporary job,0.30577,172,591,0.26860,0.34295
2005,1st Quintile,East,Permanent job,0.56958,171,274,0.51085,0.62832
2005,1st Quintile,East,Temporary job,0.43042,103,274,0.37168,0.48915
2005,2nd Quintile,West,Permanent job,0.83503,786,946,0.81137,0.85870
2005,2nd Quintile,West,Temporary job,0.16497,160,946,0.14130,0.18863
2005,2nd Quintile,East,Permanent job,0.79181,357,449,0.75422,0.82941
2005,2nd Quintile,East,Temporary job,0.20819,92,449,0.17059,0.24578
2005,3rd Quintile,West,Permanent job,0.87296,1168,1337,0.85510,0.89082
2005,3rd Quintile,West,Temporary job,0.12704,169,1337,0.10918,0.14490
2005,3rd Quintile,East,Permanent job,0.87140,436,502,0.84209,0.90071
2005,3rd Quintile,East,Temporary job,0.12860,66,502,0.09929,0.15791
2005,4th Quintile,West,Permanent job,0.88692,1604,1810,0.87232,0.90151
2005,4th Quintile,West,Temporary job,0.11308,206,1810,0.09849,0.12768
2005,4th Quintile,East,Permanent job,0.89611,510,570,0.87103,0.92118
2005,4th Quintile,East,Temporary job,0.10389,60,570,0.07882,0.12897
2005,5th Quintile,West,Permanent job,0.93166,2566,2760,0.92225,0.94108
2005,5th Quintile,West,Temporary job,0.06834,194,2760,0.05892,0.07775
2005,5th Quintile,East,Permanent job,0.86958,433,488,0.83967,0.89949
2005,5th Quintile,East,Temporary job,0.13042,55,488,0.10051,0.16033
2006,1st Quintile,West,Permanent job,0.63822,351,535,0.59746,0.67897
2006,1st Quintile,West,Temporary job,0.36178,184,535,0.32103,0.40254
2006,1st Quintile,East,Permanent job,0.59002,176,283,0.53261,0.64742
2006,1st Quintile,East,Temporary job,0.40998,107,283,0.35258,0.46739
2006,2nd Quintile,West,Permanent job,0.83524,745,884,0.81077,0.85971
2006,2nd Quintile,West,Temporary job,0.16476,139,884,0.14029,0.18923
2006,2nd Quintile,East,Permanent job,0.73136,323,423,0.68907,0.77365
2006,2nd Quintile,East,Temporary job,0.26864,100,423,0.22635,0.31093
2006,3rd Quintile,West,Permanent job,0.86494,1086,1266,0.84611,0.88378
2006,3rd Quintile,West,Temporary job,0.13506,180,1266,0.11622,0.15389
2006,3rd Quintile,East,Permanent job,0.86194,418,492,0.83143,0.89246
2006,3rd Quintile,East,Temporary job,0.13806,74,492,0.10754,0.16857
2006,4th Quintile,West,Permanent job,0.88909,1481,1662,0.87399,0.90420
2006,4th Quintile,West,Temporary job,0.11091,181,1662,0.09580,0.12601
2006,4th Quintile,East,Permanent job,0.87761,443,497,0.84877,0.90645
2006,4th Quintile,East,Temporary job,0.12239,54,497,0.09355,0.15123
2006,5th Quintile,West,Permanent job,0.92949,2376,2564,0.91958,0.93940
2006,5th Quintile,West,Temporary job,0.07051,188,2564,0.06060,0.08042
2006,5th Quintile,East,Permanent job,0.89690,426,473,0.86946,0.92433
2006,5th Quintile,East,Temporary job,0.10310,47,473,0.07567,0.13054
2007,1st Quintile,West,Permanent job,0.63929,418,636,0.60194,0.67665
2007,1st Quintile,West,Temporary job,0.36071,218,636,0.32335,0.39806
2007,1st Quintile,East,Permanent job,0.60381,186,296,0.54800,0.65963
2007,1st Quintile,East,Temporary job,0.39619,110,296,0.34037,0.45200
2007,2nd Quintile,West,Permanent job,0.81259,853,1045,0.78891,0.83626
2007,2nd Quintile,West,Temporary job,0.18741,192,1045,0.16374,0.21109
2007,2nd Quintile,East,Permanent job,0.75902,336,426,0.71836,0.79968
2007,2nd Quintile,East,Temporary job,0.24098,90,426,0.20032,0.28164
2007,3rd Quintile,West,Permanent job,0.86772,1198,1373,0.84979,0.88565
2007,3rd Quintile,West,Temporary job,0.13228,175,1373,0.11435,0.15021
2007,3rd Quintile,East,Permanent job,0.84084,431,517,0.80927,0.87240
2007,3rd Quintile,East,Temporary job,0.15916,86,517,0.12760,0.19073
2007,4th Quintile,West,Permanent job,0.89632,1591,1792,0.88220,0.91044
2007,4th Quintile,West,Temporary job,0.10368,201,1792,0.08956,0.11780
