"plb0037_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Unbefristet","1986","17-29","Hauptschule","177","0.687140500463308","0.630564051599485","0.743716949327131"
"Unbefristet","1986","17-29","Realschule","90","0.563045839137116","0.485458996081472","0.64063268219276"
"Unbefristet","1986","17-29","(Fach-)Abitur","38","0.623864380714756","0.498108590801294","0.749620170628218"
"Unbefristet","1986","17-29","AkademikerIn","13","","",""
"Unbefristet","1986","30-45","(noch) kein Abschluss","8","","",""
"Unbefristet","1986","30-45","Hauptschule","128","0.981118930797125","0.957900372741762","1.00433748885249"
"Unbefristet","1986","30-45","Realschule","35","0.950864398554345","0.880256339642837","1.02147245746585"
"Unbefristet","1986","30-45","(Fach-)Abitur","17","","",""
"Unbefristet","1986","30-45","AkademikerIn","46","0.803777491429619","0.699762386999705","0.907792595859534"
"Unbefristet","1986","46-65","(noch) kein Abschluss","3","","",""
"Unbefristet","1986","46-65","Hauptschule","30","0.815088385375354","0.686471343564123","0.943705427186585"
"Unbefristet","1986","46-65","Realschule","8","","",""
"Unbefristet","1986","46-65","(Fach-)Abitur","3","","",""
"Unbefristet","1986","46-65","AkademikerIn","5","","",""
"Unbefristet","1986","66","(noch) kein Abschluss","","","",""
"Unbefristet","1986","66","Hauptschule","","","",""
"Unbefristet","1986","66","Realschule","","","",""
"Unbefristet","1986","66","(Fach-)Abitur","","","",""
"Unbefristet","1986","66","AkademikerIn","","","",""
"Befristet","1986","17-29","(noch) kein Abschluss","8","","",""
"Befristet","1986","17-29","Hauptschule","81","0.312859499536692","0.256283050672869","0.369435948400515"
"Befristet","1986","17-29","Realschule","67","0.436954160862884","0.35936731780724","0.514541003918528"
"Befristet","1986","17-29","(Fach-)Abitur","19","","",""
"Befristet","1986","17-29","AkademikerIn","14","","",""
"Befristet","1986","30-45","(noch) kein Abschluss","","","",""
"Befristet","1986","30-45","Hauptschule","4","","",""
"Befristet","1986","30-45","Realschule","1","","",""
"Befristet","1986","30-45","(Fach-)Abitur","","","",""
"Befristet","1986","30-45","AkademikerIn","10","","",""
"Befristet","1986","46-65","(noch) kein Abschluss","","","",""
"Befristet","1986","46-65","Hauptschule","5","","",""
"Befristet","1986","46-65","Realschule","1","","",""
"Befristet","1986","46-65","(Fach-)Abitur","","","",""
"Befristet","1986","46-65","AkademikerIn","1","","",""
"Befristet","1986","66","(noch) kein Abschluss","","","",""
"Befristet","1986","66","Hauptschule","","","",""
"Befristet","1986","66","Realschule","","","",""
"Befristet","1986","66","(Fach-)Abitur","","","",""
"Befristet","1986","66","AkademikerIn","","","",""
"Unbefristet","1987","17-29","(noch) kein Abschluss","15","","",""
"Unbefristet","1987","17-29","Hauptschule","249","0.719564167927264","0.673479848834146","0.765648487020382"
"Unbefristet","1987","17-29","Realschule","116","0.628814632580305","0.561005603080993","0.696623662079618"
"Unbefristet","1987","17-29","(Fach-)Abitur","41","0.495142859312652","0.386261109082642","0.604024609542663"
"Unbefristet","1987","17-29","AkademikerIn","18","","",""
"Unbefristet","1987","30-45","(noch) kein Abschluss","9","","",""
"Unbefristet","1987","30-45","Hauptschule","134","0.846241458004042","0.790348785644816","0.902134130363268"
"Unbefristet","1987","30-45","Realschule","50","0.919336760509951","0.846705036312318","0.991968484707585"
"Unbefristet","1987","30-45","(Fach-)Abitur","23","","",""
"Unbefristet","1987","30-45","AkademikerIn","41","0.73117641804098","0.618995953099887","0.843356882982072"
"Unbefristet","1987","46-65","(noch) kein Abschluss","14","","",""
"Unbefristet","1987","46-65","Hauptschule","56","0.855447992758186","0.768614616937502","0.942281368578871"
"Unbefristet","1987","46-65","Realschule","7","","",""
"Unbefristet","1987","46-65","(Fach-)Abitur","4","","",""
"Unbefristet","1987","46-65","AkademikerIn","13","","",""
"Unbefristet","1987","66","(noch) kein Abschluss","","","",""
"Unbefristet","1987","66","Hauptschule","","","",""
"Unbefristet","1987","66","Realschule","","","",""
"Unbefristet","1987","66","(Fach-)Abitur","","","",""
"Unbefristet","1987","66","AkademikerIn","","","",""
"Befristet","1987","17-29","(noch) kein Abschluss","7","","",""
"Befristet","1987","17-29","Hauptschule","116","0.280435832072736","0.234351512979618","0.326520151165854"
"Befristet","1987","17-29","Realschule","79","0.371185367419695","0.303376337920383","0.438994396919007"
"Befristet","1987","17-29","(Fach-)Abitur","40","0.504857140687348","0.395975390457337","0.613738890917358"
"Befristet","1987","17-29","AkademikerIn","13","","",""
"Befristet","1987","30-45","(noch) kein Abschluss","5","","",""
"Befristet","1987","30-45","Hauptschule","26","","",""
"Befristet","1987","30-45","Realschule","4","","",""
"Befristet","1987","30-45","(Fach-)Abitur","4","","",""
"Befristet","1987","30-45","AkademikerIn","19","","",""
"Befristet","1987","46-65","(noch) kein Abschluss","","","",""
"Befristet","1987","46-65","Hauptschule","7","","",""
"Befristet","1987","46-65","Realschule","2","","",""
"Befristet","1987","46-65","(Fach-)Abitur","","","",""
"Befristet","1987","46-65","AkademikerIn","","","",""
"Befristet","1987","66","(noch) kein Abschluss","","","",""
"Befristet","1987","66","Hauptschule","","","",""
"Befristet","1987","66","Realschule","","","",""
"Befristet","1987","66","(Fach-)Abitur","","","",""
"Befristet","1987","66","AkademikerIn","","","",""
"Unbefristet","1988","17-29","(noch) kein Abschluss","42","0.647589196438223","0.52133635805198","0.773842034824465"
"Unbefristet","1988","17-29","Hauptschule","646","0.774365417045247","0.746444972921057","0.802285861169437"
"Unbefristet","1988","17-29","Realschule","345","0.744232338276799","0.705913661402274","0.782551015151323"
"Unbefristet","1988","17-29","(Fach-)Abitur","121","0.661350362781401","0.592783599083363","0.729917126479438"
"Unbefristet","1988","17-29","AkademikerIn","43","0.770751818686048","0.659661305029222","0.881842332342874"
"Unbefristet","1988","30-45","(noch) kein Abschluss","145","0.929852559172791","0.889903070421533","0.969802047924048"
"Unbefristet","1988","30-45","Hauptschule","1045","0.960625587887092","0.949048013861606","0.972203161912578"
"Unbefristet","1988","30-45","Realschule","309","0.972963457658633","0.955137274249489","0.990789641067777"
"Unbefristet","1988","30-45","(Fach-)Abitur","107","0.868272625337282","0.808261157650655","0.928284093023908"
"Unbefristet","1988","30-45","AkademikerIn","230","0.883061728201212","0.844076354246248","0.922047102156176"
"Unbefristet","1988","46-65","(noch) kein Abschluss","164","0.967728201260272","0.941084593983298","0.994371808537246"
"Unbefristet","1988","46-65","Hauptschule","991","0.960232007903456","0.948280635192589","0.972183380614323"
"Unbefristet","1988","46-65","Realschule","173","0.970608602795307","0.945726124037756","0.995491081552857"
"Unbefristet","1988","46-65","(Fach-)Abitur","54","0.908117700046422","0.833128682758707","0.983106717334136"
"Unbefristet","1988","46-65","AkademikerIn","150","0.962219923294364","0.932204060459102","0.992235786129625"
"Unbefristet","1988","66","(noch) kein Abschluss","","","",""
"Unbefristet","1988","66","Hauptschule","","","",""
"Unbefristet","1988","66","Realschule","","","",""
"Unbefristet","1988","66","(Fach-)Abitur","","","",""
"Unbefristet","1988","66","AkademikerIn","","","",""
"Befristet","1988","17-29","(noch) kein Abschluss","13","","",""
"Befristet","1988","17-29","Hauptschule","215","0.225634582954753","0.197714138830563","0.253555027078943"
"Befristet","1988","17-29","Realschule","153","0.255767661723201","0.217448984848677","0.294086338597726"
"Befristet","1988","17-29","(Fach-)Abitur","62","0.338649637218599","0.270082873520562","0.407216400916637"
"Befristet","1988","17-29","AkademikerIn","12","","",""
"Befristet","1988","30-45","(noch) kein Abschluss","12","","",""
"Befristet","1988","30-45","Hauptschule","39","0.0393744121129082","0.0277968380874223","0.0509519861383941"
"Befristet","1988","30-45","Realschule","9","","",""
"Befristet","1988","30-45","(Fach-)Abitur","15","","",""
"Befristet","1988","30-45","AkademikerIn","31","0.116938271798788","0.077952897843824","0.155923645753752"
"Befristet","1988","46-65","(noch) kein Abschluss","5","","",""
"Befristet","1988","46-65","Hauptschule","36","0.0397679920965442","0.0278166193856769","0.0517193648074114"
"Befristet","1988","46-65","Realschule","4","","",""
"Befristet","1988","46-65","(Fach-)Abitur","3","","",""
"Befristet","1988","46-65","AkademikerIn","5","","",""
"Befristet","1988","66","(noch) kein Abschluss","","","",""
"Befristet","1988","66","Hauptschule","","","",""
"Befristet","1988","66","Realschule","","","",""
"Befristet","1988","66","(Fach-)Abitur","","","",""
"Befristet","1988","66","AkademikerIn","","","",""
"Unbefristet","1989","17-29","(noch) kein Abschluss","15","","",""
"Unbefristet","1989","17-29","Hauptschule","178","0.727481890522092","0.673150976023499","0.781812805020685"
"Unbefristet","1989","17-29","Realschule","97","0.678041027399647","0.604247888573261","0.751834166226033"
"Unbefristet","1989","17-29","(Fach-)Abitur","41","0.642581089119766","0.528675150171032","0.756487028068501"
"Unbefristet","1989","17-29","AkademikerIn","24","","",""
"Unbefristet","1989","30-45","(noch) kein Abschluss","15","","",""
"Unbefristet","1989","30-45","Hauptschule","99","0.803659810809317","0.733172830818952","0.874146790799682"
"Unbefristet","1989","30-45","Realschule","41","0.923434332520465","0.846594002708455","1.00027466233247"
"Unbefristet","1989","30-45","(Fach-)Abitur","26","","",""
"Unbefristet","1989","30-45","AkademikerIn","34","0.792863200786116","0.677004961747685","0.908721439824547"
"Unbefristet","1989","46-65","(noch) kein Abschluss","5","","",""
"Unbefristet","1989","46-65","Hauptschule","42","0.849265202401212","0.751069737884799","0.947460666917625"
"Unbefristet","1989","46-65","Realschule","5","","",""
"Unbefristet","1989","46-65","(Fach-)Abitur","2","","",""
"Unbefristet","1989","46-65","AkademikerIn","8","","",""
"Unbefristet","1989","66","(noch) kein Abschluss","","","",""
"Unbefristet","1989","66","Hauptschule","","","",""
"Unbefristet","1989","66","Realschule","","","",""
"Unbefristet","1989","66","(Fach-)Abitur","","","",""
"Unbefristet","1989","66","AkademikerIn","","","",""
"Befristet","1989","17-29","(noch) kein Abschluss","3","","",""
"Befristet","1989","17-29","Hauptschule","80","0.272518109477908","0.218187194979316","0.326849023976501"
"Befristet","1989","17-29","Realschule","57","0.321958972600353","0.248165833773967","0.395752111426739"
"Befristet","1989","17-29","(Fach-)Abitur","27","","",""
"Befristet","1989","17-29","AkademikerIn","7","","",""
"Befristet","1989","30-45","(noch) kein Abschluss","5","","",""
"Befristet","1989","30-45","Hauptschule","23","","",""
"Befristet","1989","30-45","Realschule","5","","",""
"Befristet","1989","30-45","(Fach-)Abitur","5","","",""
"Befristet","1989","30-45","AkademikerIn","13","","",""
"Befristet","1989","46-65","(noch) kein Abschluss","1","","",""
"Befristet","1989","46-65","Hauptschule","9","","",""
"Befristet","1989","46-65","Realschule","3","","",""
"Befristet","1989","46-65","(Fach-)Abitur","","","",""
"Befristet","1989","46-65","AkademikerIn","1","","",""
"Befristet","1989","66","(noch) kein Abschluss","","","",""
"Befristet","1989","66","Hauptschule","","","",""
"Befristet","1989","66","Realschule","","","",""
"Befristet","1989","66","(Fach-)Abitur","","","",""
"Befristet","1989","66","AkademikerIn","","","",""
"Unbefristet","1990","17-29","(noch) kein Abschluss","10","","",""
"Unbefristet","1990","17-29","Hauptschule","173","0.780520732889023","0.727937342432269","0.833104123345778"
"Unbefristet","1990","17-29","Realschule","95","0.654345437794801","0.577725478060589","0.730965397529013"
"Unbefristet","1990","17-29","(Fach-)Abitur","49","0.670467758144917","0.564791068505965","0.776144447783868"
"Unbefristet","1990","17-29","AkademikerIn","18","","",""
"Unbefristet","1990","30-45","(noch) kein Abschluss","13","","",""
"Unbefristet","1990","30-45","Hauptschule","134","0.85209034645608","0.79620173440605","0.90797895850611"
"Unbefristet","1990","30-45","Realschule","45","0.930726537876304","0.85889387479479","1.00255920095782"
"Unbefristet","1990","30-45","(Fach-)Abitur","19","","",""
"Unbefristet","1990","30-45","AkademikerIn","41","0.815044544300565","0.708486252828174","0.921602835772957"
"Unbefristet","1990","46-65","(noch) kein Abschluss","9","","",""
"Unbefristet","1990","46-65","Hauptschule","53","0.828687383771921","0.736377513354177","0.920997254189664"
"Unbefristet","1990","46-65","Realschule","16","","",""
"Unbefristet","1990","46-65","(Fach-)Abitur","2","","",""
"Unbefristet","1990","46-65","AkademikerIn","3","","",""
"Unbefristet","1990","66","(noch) kein Abschluss","","","",""
"Unbefristet","1990","66","Hauptschule","","","",""
"Unbefristet","1990","66","Realschule","","","",""
"Unbefristet","1990","66","(Fach-)Abitur","","","",""
"Unbefristet","1990","66","AkademikerIn","","","",""
"Befristet","1990","17-29","(noch) kein Abschluss","3","","",""
"Befristet","1990","17-29","Hauptschule","65","0.219479267110976","0.166895876654222","0.272062657567731"
"Befristet","1990","17-29","Realschule","53","0.345654562205199","0.269034602470987","0.422274521939411"
"Befristet","1990","17-29","(Fach-)Abitur","27","","",""
"Befristet","1990","17-29","AkademikerIn","9","","",""
"Befristet","1990","30-45","(noch) kein Abschluss","3","","",""
"Befristet","1990","30-45","Hauptschule","21","","",""
"Befristet","1990","30-45","Realschule","3","","",""
"Befristet","1990","30-45","(Fach-)Abitur","5","","",""
"Befristet","1990","30-45","AkademikerIn","10","","",""
"Befristet","1990","46-65","(noch) kein Abschluss","2","","",""
"Befristet","1990","46-65","Hauptschule","11","","",""
"Befristet","1990","46-65","Realschule","3","","",""
"Befristet","1990","46-65","(Fach-)Abitur","","","",""
"Befristet","1990","46-65","AkademikerIn","1","","",""
"Befristet","1990","66","(noch) kein Abschluss","","","",""
"Befristet","1990","66","Hauptschule","","","",""
"Befristet","1990","66","Realschule","","","",""
"Befristet","1990","66","(Fach-)Abitur","","","",""
"Befristet","1990","66","AkademikerIn","","","",""
"Unbefristet","1991","17-29","(noch) kein Abschluss","17","","",""
"Unbefristet","1991","17-29","Hauptschule","170","0.723973726279803","0.66645083424331","0.781496618316296"
"Unbefristet","1991","17-29","Realschule","216","0.784621782175761","0.737551657283178","0.831691907068345"
"Unbefristet","1991","17-29","(Fach-)Abitur","55","0.608990535499302","0.507610603830872","0.710370467167733"
"Unbefristet","1991","17-29","AkademikerIn","31","0.636184981067148","0.500084553306861","0.772285408827435"
"Unbefristet","1991","30-45","(noch) kein Abschluss","21","","",""
"Unbefristet","1991","30-45","Hauptschule","177","0.86848108200037","0.822329267982734","0.914632896018006"
"Unbefristet","1991","30-45","Realschule","174","0.866899063227431","0.821173929591059","0.912624196863804"
"Unbefristet","1991","30-45","(Fach-)Abitur","30","0.971185717264082","0.91411068427927","1.02826075024889"
"Unbefristet","1991","30-45","AkademikerIn","158","0.741505870005236","0.681280051442141","0.801731688568331"
"Unbefristet","1991","46-65","(noch) kein Abschluss","9","","",""
"Unbefristet","1991","46-65","Hauptschule","96","0.759543104109005","0.683709271350365","0.835376936867646"
"Unbefristet","1991","46-65","Realschule","33","0.811476397707091","0.691753567797144","0.931199227617037"
"Unbefristet","1991","46-65","(Fach-)Abitur","5","","",""
"Unbefristet","1991","46-65","AkademikerIn","59","0.768170628471668","0.6732950640374","0.863046192905936"
"Unbefristet","1991","66","(noch) kein Abschluss","","","",""
"Unbefristet","1991","66","Hauptschule","","","",""
"Unbefristet","1991","66","Realschule","","","",""
"Unbefristet","1991","66","(Fach-)Abitur","","","",""
"Unbefristet","1991","66","AkademikerIn","","","",""
"Befristet","1991","17-29","(noch) kein Abschluss","4","","",""
"Befristet","1991","17-29","Hauptschule","62","0.276026273720197","0.218503381683704","0.33354916575669"
"Befristet","1991","17-29","Realschule","77","0.215378217824239","0.168308092931655","0.262448342716822"
"Befristet","1991","17-29","(Fach-)Abitur","34","0.391009464500697","0.289629532832267","0.492389396169128"
"Befristet","1991","17-29","AkademikerIn","17","","",""
"Befristet","1991","30-45","(noch) kein Abschluss","5","","",""
"Befristet","1991","30-45","Hauptschule","29","","",""
"Befristet","1991","30-45","Realschule","38","0.133100936772568","0.0873758031361963","0.178826070408941"
"Befristet","1991","30-45","(Fach-)Abitur","3","","",""
"Befristet","1991","30-45","AkademikerIn","45","0.258494129994764","0.198268311431669","0.318719948557859"
"Befristet","1991","46-65","(noch) kein Abschluss","3","","",""
"Befristet","1991","46-65","Hauptschule","26","","",""
"Befristet","1991","46-65","Realschule","8","","",""
"Befristet","1991","46-65","(Fach-)Abitur","2","","",""
"Befristet","1991","46-65","AkademikerIn","17","","",""
"Befristet","1991","66","(noch) kein Abschluss","","","",""
"Befristet","1991","66","Hauptschule","","","",""
"Befristet","1991","66","Realschule","","","",""
"Befristet","1991","66","(Fach-)Abitur","","","",""
"Befristet","1991","66","AkademikerIn","","","",""
"Unbefristet","1992","17-29","(noch) kein Abschluss","13","","",""
"Unbefristet","1992","17-29","Hauptschule","162","0.735031171221457","0.677366860715632","0.792695481727283"
"Unbefristet","1992","17-29","Realschule","192","0.752475458386437","0.699711565270679","0.805239351502196"
"Unbefristet","1992","17-29","(Fach-)Abitur","34","0.457092833264054","0.341219390669286","0.572966275858821"
"Unbefristet","1992","17-29","AkademikerIn","39","0.689279010826096","0.568069443786866","0.810488577865326"
"Unbefristet","1992","30-45","(noch) kein Abschluss","18","","",""
"Unbefristet","1992","30-45","Hauptschule","155","0.833216771404395","0.780070551669637","0.886362991139153"
"Unbefristet","1992","30-45","Realschule","173","0.818900781567","0.768128592923044","0.869672970210955"
"Unbefristet","1992","30-45","(Fach-)Abitur","29","","",""
"Unbefristet","1992","30-45","AkademikerIn","154","0.798561470188654","0.741681828096818","0.85544111228049"
"Unbefristet","1992","46-65","(noch) kein Abschluss","6","","",""
"Unbefristet","1992","46-65","Hauptschule","115","0.731379231605193","0.662699402607788","0.800059060602599"
"Unbefristet","1992","46-65","Realschule","37","0.970038958303181","0.916534640591604","1.02354327601476"
"Unbefristet","1992","46-65","(Fach-)Abitur","5","","",""
"Unbefristet","1992","46-65","AkademikerIn","49","0.722422281288141","0.615988007354008","0.828856555222275"
"Unbefristet","1992","66","(noch) kein Abschluss","","","",""
"Unbefristet","1992","66","Hauptschule","","","",""
"Unbefristet","1992","66","Realschule","","","",""
"Unbefristet","1992","66","(Fach-)Abitur","","","",""
"Unbefristet","1992","66","AkademikerIn","","","",""
"Befristet","1992","17-29","(noch) kein Abschluss","3","","",""
"Befristet","1992","17-29","Hauptschule","63","0.264968828778543","0.207304518272717","0.322633139284368"
"Befristet","1992","17-29","Realschule","65","0.247524541613563","0.194760648497804","0.300288434729321"
"Befristet","1992","17-29","(Fach-)Abitur","37","0.542907166735946","0.427033724141179","0.658780609330714"
"Befristet","1992","17-29","AkademikerIn","17","","",""
"Befristet","1992","30-45","(noch) kein Abschluss","2","","",""
"Befristet","1992","30-45","Hauptschule","34","0.166783228595605","0.113637008860847","0.219929448330363"
"Befristet","1992","30-45","Realschule","48","0.181099218433","0.130327029789045","0.231871407076956"
"Befristet","1992","30-45","(Fach-)Abitur","5","","",""
"Befristet","1992","30-45","AkademikerIn","37","0.201438529811346","0.14455888771951","0.258318171903182"
"Befristet","1992","46-65","(noch) kein Abschluss","1","","",""
"Befristet","1992","46-65","Hauptschule","45","0.268620768394807","0.199940939397401","0.337300597392212"
"Befristet","1992","46-65","Realschule","2","","",""
"Befristet","1992","46-65","(Fach-)Abitur","3","","",""
"Befristet","1992","46-65","AkademikerIn","19","","",""
"Befristet","1992","66","(noch) kein Abschluss","","","",""
"Befristet","1992","66","Hauptschule","","","",""
"Befristet","1992","66","Realschule","","","",""
"Befristet","1992","66","(Fach-)Abitur","","","",""
"Befristet","1992","66","AkademikerIn","","","",""
"Unbefristet","1993","17-29","(noch) kein Abschluss","4","","",""
"Unbefristet","1993","17-29","Hauptschule","131","0.708554395182578","0.642714686675544","0.774394103689611"
"Unbefristet","1993","17-29","Realschule","183","0.764664903978267","0.710657556664128","0.818672251292406"
"Unbefristet","1993","17-29","(Fach-)Abitur","48","0.61351425309995","0.506136672369516","0.720891833830383"
"Unbefristet","1993","17-29","AkademikerIn","38","0.798834866311375","0.684229745538912","0.913439987083837"
"Unbefristet","1993","30-45","(noch) kein Abschluss","9","","",""
"Unbefristet","1993","30-45","Hauptschule","132","0.840164224563235","0.783559296666775","0.896769152459694"
"Unbefristet","1993","30-45","Realschule","161","0.815694074184107","0.761412384439033","0.869975763929182"
"Unbefristet","1993","30-45","(Fach-)Abitur","32","0.921316359026371","0.83336481744982","1.00926790060292"
"Unbefristet","1993","30-45","AkademikerIn","128","0.790652724856186","0.728575447472316","0.852730002240055"
"Unbefristet","1993","46-65","(noch) kein Abschluss","4","","",""
"Unbefristet","1993","46-65","Hauptschule","86","0.808745161354883","0.735908313434613","0.881582009275152"
"Unbefristet","1993","46-65","Realschule","26","","",""
"Unbefristet","1993","46-65","(Fach-)Abitur","7","","",""
"Unbefristet","1993","46-65","AkademikerIn","38","0.613174359964514","0.480802387952264","0.745546331976765"
"Unbefristet","1993","66","(noch) kein Abschluss","","","",""
"Unbefristet","1993","66","Hauptschule","","","",""
"Unbefristet","1993","66","Realschule","","","",""
"Unbefristet","1993","66","(Fach-)Abitur","","","",""
"Unbefristet","1993","66","AkademikerIn","","","",""
"Befristet","1993","17-29","(noch) kein Abschluss","4","","",""
"Befristet","1993","17-29","Hauptschule","52","0.291445604817422","0.225605896310389","0.357285313324456"
"Befristet","1993","17-29","Realschule","54","0.235335096021733","0.181327748707594","0.289342443335872"
"Befristet","1993","17-29","(Fach-)Abitur","31","0.38648574690005","0.279108166169617","0.493863327630484"
"Befristet","1993","17-29","AkademikerIn","9","","",""
"Befristet","1993","30-45","(noch) kein Abschluss","3","","",""
"Befristet","1993","30-45","Hauptschule","29","","",""
"Befristet","1993","30-45","Realschule","35","0.184305925815893","0.130024236070818","0.238587615560967"
"Befristet","1993","30-45","(Fach-)Abitur","4","","",""
"Befristet","1993","30-45","AkademikerIn","37","0.209347275143814","0.147269997759945","0.271424552527684"
"Befristet","1993","46-65","(noch) kein Abschluss","2","","",""
"Befristet","1993","46-65","Hauptschule","26","","",""
"Befristet","1993","46-65","Realschule","4","","",""
"Befristet","1993","46-65","(Fach-)Abitur","","","",""
"Befristet","1993","46-65","AkademikerIn","14","","",""
"Befristet","1993","66","(noch) kein Abschluss","","","",""
"Befristet","1993","66","Hauptschule","","","",""
"Befristet","1993","66","Realschule","","","",""
"Befristet","1993","66","(Fach-)Abitur","","","",""
"Befristet","1993","66","AkademikerIn","","","",""
"Unbefristet","1994","17-29","(noch) kein Abschluss","11","","",""
"Unbefristet","1994","17-29","Hauptschule","130","0.687276889671858","0.622207513353714","0.752346265990002"
"Unbefristet","1994","17-29","Realschule","144","0.611543097735264","0.548416075232606","0.674670120237922"
"Unbefristet","1994","17-29","(Fach-)Abitur","42","0.454776410497549","0.353024994679474","0.556527826315624"
"Unbefristet","1994","17-29","AkademikerIn","33","0.59156651429048","0.465064757734075","0.718068270846884"
"Unbefristet","1994","30-45","(noch) kein Abschluss","4","","",""
"Unbefristet","1994","30-45","Hauptschule","108","0.8037332520425","0.737706486603643","0.869760017481357"
"Unbefristet","1994","30-45","Realschule","120","0.823609929366755","0.762409733682721","0.88481012505079"
"Unbefristet","1994","30-45","(Fach-)Abitur","23","","",""
"Unbefristet","1994","30-45","AkademikerIn","73","0.714472830131024","0.629681505211673","0.799264155050375"
"Unbefristet","1994","46-65","(noch) kein Abschluss","5","","",""
"Unbefristet","1994","46-65","Hauptschule","57","0.714268794317443","0.618789645077205","0.809747943557682"
"Unbefristet","1994","46-65","Realschule","24","","",""
"Unbefristet","1994","46-65","(Fach-)Abitur","5","","",""
"Unbefristet","1994","46-65","AkademikerIn","20","","",""
"Unbefristet","1994","66","(noch) kein Abschluss","","","",""
"Unbefristet","1994","66","Hauptschule","","","",""
"Unbefristet","1994","66","Realschule","","","",""
"Unbefristet","1994","66","(Fach-)Abitur","","","",""
"Unbefristet","1994","66","AkademikerIn","","","",""
"Befristet","1994","17-29","(noch) kein Abschluss","7","","",""
"Befristet","1994","17-29","Hauptschule","65","0.312723110328142","0.247653734009998","0.377792486646286"
"Befristet","1994","17-29","Realschule","85","0.388456902264736","0.325329879762078","0.451583924767394"
"Befristet","1994","17-29","(Fach-)Abitur","50","0.545223589502451","0.443472173684376","0.646975005320526"
"Befristet","1994","17-29","AkademikerIn","25","","",""
"Befristet","1994","30-45","(noch) kein Abschluss","6","","",""
"Befristet","1994","30-45","Hauptschule","31","0.1962667479575","0.130239982518643","0.262293513396358"
"Befristet","1994","30-45","Realschule","29","","",""
"Befristet","1994","30-45","(Fach-)Abitur","9","","",""
"Befristet","1994","30-45","AkademikerIn","36","0.285527169868976","0.200735844949625","0.370318494788327"
"Befristet","1994","46-65","(noch) kein Abschluss","2","","",""
