"plb0037_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","1991","(noch) kein Abschluss","weiblich","4","0.150803078134913","0.0287073610558391","0.272898795213988"
"Befristet","1991","AkademikerIn","maennlich","37","0.241202342649674","0.176702524501274","0.305702160798073"
"Befristet","1991","AkademikerIn","weiblich","42","0.311202124644783","0.23901051527917","0.383393734010396"
"Befristet","1991","Hauptschule","maennlich","60","0.191131611277421","0.147004716872952","0.235258505681891"
"Befristet","1991","Hauptschule","weiblich","57","0.233977305592391","0.182015326154419","0.285939285030364"
"Befristet","1991","Realschule","maennlich","64","0.174867895257422","0.131224514953988","0.218511275560855"
"Befristet","1991","Realschule","weiblich","59","0.194538640895891","0.146142935608597","0.242934346183184"
"Unbefristet","1991","(Fach-)Abitur","maennlich","47","0.718464498655263","0.609129135266458","0.827799862044068"
"Unbefristet","1991","(Fach-)Abitur","weiblich","43","0.699777440480481","0.587482617625673","0.81207226333529"
"Unbefristet","1991","(noch) kein Abschluss","maennlich","18","","",""
"Unbefristet","1991","(noch) kein Abschluss","weiblich","29","","",""
"Unbefristet","1991","AkademikerIn","maennlich","132","","",""
"Unbefristet","1991","AkademikerIn","weiblich","116","","",""
"Unbefristet","1991","Hauptschule","maennlich","245","","",""
"Unbefristet","1991","Hauptschule","weiblich","198","","",""
"Unbefristet","1991","Realschule","maennlich","227","","",""
"Unbefristet","1991","Realschule","weiblich","198","","",""
"Befristet","1992","(Fach-)Abitur","maennlich","25","","",""
"Befristet","1992","(Fach-)Abitur","weiblich","20","","",""
"Befristet","1992","(noch) kein Abschluss","maennlich","3","","",""
"Befristet","1992","(noch) kein Abschluss","weiblich","3","","",""
"Befristet","1992","AkademikerIn","maennlich","37","0.21856587458467","0.154728867562396","0.282402881606944"
"Befristet","1992","AkademikerIn","weiblich","36","0.269114190010993","0.199068600490864","0.339159779531121"
"Befristet","1992","Hauptschule","maennlich","83","0.241631952181733","0.19537603074516","0.287887873618305"
"Befristet","1992","Hauptschule","weiblich","60","0.215408539908319","0.164035675160567","0.26678140465607"
"Befristet","1992","Realschule","maennlich","55","0.196933619981262","0.148871173761381","0.244996066201142"
"Befristet","1992","Realschule","weiblich","60","0.211473336310791","0.161352997170312","0.261593675451269"
"Unbefristet","1992","(Fach-)Abitur","maennlich","36","0.58386029952973","0.460163853620214","0.707556745439245"
"Unbefristet","1992","(Fach-)Abitur","weiblich","32","0.632392549516772","0.501344082810785","0.763441016222759"
"Unbefristet","1992","(noch) kein Abschluss","maennlich","20","","",""
"Unbefristet","1992","(noch) kein Abschluss","weiblich","17","","",""
"Unbefristet","1992","AkademikerIn","maennlich","124","","",""
"Unbefristet","1992","AkademikerIn","weiblich","118","","",""
"Unbefristet","1992","Hauptschule","maennlich","246","","",""
"Unbefristet","1992","Hauptschule","weiblich","186","","",""
"Unbefristet","1992","Realschule","maennlich","208","","",""
"Unbefristet","1992","Realschule","weiblich","195","","",""
"Befristet","1993","(Fach-)Abitur","maennlich","18","","",""
"Befristet","1993","(Fach-)Abitur","weiblich","17","","",""
"Befristet","1993","(noch) kein Abschluss","maennlich","5","0.508178888083922","0.236417152250807","0.779940623917037"
"Befristet","1993","(noch) kein Abschluss","weiblich","4","0.433080099370618","0.163727370454238","0.702432828286998"
"Befristet","1993","AkademikerIn","maennlich","32","0.259755576533606","0.186058773430549","0.333452379636663"
"Befristet","1993","AkademikerIn","weiblich","28","","",""
"Befristet","1993","Hauptschule","maennlich","56","0.193309030532226","0.144553095502607","0.242064965561845"
"Befristet","1993","Hauptschule","weiblich","51","0.235180199612395","0.176981544873891","0.293378854350898"
"Befristet","1993","Realschule","maennlich","36","0.18061960186153","0.127568106273351","0.233671097449708"
"Befristet","1993","Realschule","weiblich","57","0.221332478408994","0.170967756398604","0.271697200419384"
"Unbefristet","1993","(Fach-)Abitur","maennlich","48","0.756805736392341","0.653304629535512","0.860306843249171"
"Unbefristet","1993","(Fach-)Abitur","weiblich","39","0.728997058916261","0.61258339243577","0.845410725396752"
"Unbefristet","1993","(noch) kein Abschluss","maennlich","8","0.491821111916078","0.220059376082963","0.763582847749193"
"Unbefristet","1993","(noch) kein Abschluss","weiblich","9","0.566919900629382","0.297567171713002","0.836272629545762"
"Unbefristet","1993","AkademikerIn","maennlich","104","","",""
"Unbefristet","1993","AkademikerIn","weiblich","100","","",""
"Unbefristet","1993","Hauptschule","maennlich","196","","",""
"Unbefristet","1993","Hauptschule","weiblich","153","","",""
"Unbefristet","1993","Realschule","maennlich","166","","",""
"Unbefristet","1993","Realschule","weiblich","204","","",""
"Befristet","1994","(Fach-)Abitur","maennlich","29","","",""
"Befristet","1994","(Fach-)Abitur","weiblich","32","0.543561780493747","0.423393020209196","0.663730540778298"
"Befristet","1994","(noch) kein Abschluss","maennlich","3","","",""
"Befristet","1994","(noch) kein Abschluss","weiblich","12","","",""
"Befristet","1994","AkademikerIn","maennlich","30","0.256728553745739","0.16934629105816","0.344110816433319"
"Befristet","1994","AkademikerIn","weiblich","35","0.35532102708579","0.259078172578658","0.451563881592921"
"Befristet","1994","Hauptschule","maennlich","65","0.245593363320605","0.190324415856018","0.300862310785192"
"Befristet","1994","Hauptschule","weiblich","60","0.285037557185491","0.220335223389281","0.349739890981701"
"Befristet","1994","Realschule","maennlich","57","0.379090469924538","0.308989379140034","0.449191560709043"
"Befristet","1994","Realschule","weiblich","64","0.250450366057881","0.193837144945909","0.307063587169853"
"Unbefristet","1994","(Fach-)Abitur","maennlich","36","0.572511063247279","0.45224425252911","0.692777873965448"
"Unbefristet","1994","(Fach-)Abitur","weiblich","34","0.456438219506253","0.336269459221702","0.576606979790804"
"Unbefristet","1994","(noch) kein Abschluss","maennlich","11","","",""
"Unbefristet","1994","(noch) kein Abschluss","weiblich","9","0.4887553903081","0.274959873146148","0.702550907470051"
"Unbefristet","1994","AkademikerIn","maennlich","66","0.743271446254261","0.655889183566681","0.83065370894184"
"Unbefristet","1994","AkademikerIn","weiblich","60","0.64467897291421","0.548436118407079","0.740921827421342"
"Unbefristet","1994","Hauptschule","maennlich","168","","",""
"Unbefristet","1994","Hauptschule","weiblich","127","","",""
"Unbefristet","1994","Realschule","maennlich","127","","",""
"Unbefristet","1994","Realschule","weiblich","161","","",""
"Befristet","1995","(Fach-)Abitur","maennlich","62","0.205640222692882","0.160793217235822","0.250487228149942"
"Befristet","1995","(Fach-)Abitur","weiblich","61","0.213414489357844","0.162828209474074","0.264000769241613"
"Befristet","1995","(noch) kein Abschluss","maennlich","14","","",""
"Befristet","1995","(noch) kein Abschluss","weiblich","13","","",""
"Befristet","1995","AkademikerIn","maennlich","64","0.0943625460048836","0.0718545100259683","0.116870581983799"
"Befristet","1995","AkademikerIn","weiblich","74","0.164493942989512","0.133254792498897","0.195733093480127"
"Befristet","1995","Hauptschule","maennlich","183","","",""
"Befristet","1995","Hauptschule","weiblich","123","","",""
"Befristet","1995","Realschule","maennlich","122","","",""
"Befristet","1995","Realschule","weiblich","160","","",""
"Unbefristet","1995","(Fach-)Abitur","maennlich","250","","",""
"Unbefristet","1995","(Fach-)Abitur","weiblich","191","","",""
"Unbefristet","1995","(noch) kein Abschluss","maennlich","136","","",""
"Unbefristet","1995","(noch) kein Abschluss","weiblich","106","","",""
"Unbefristet","1995","AkademikerIn","maennlich","584","0.905637453995116","0.883129418016201","0.928145489974032"
"Unbefristet","1995","AkademikerIn","weiblich","467","0.835506057010488","0.804266906519873","0.866745207501103"
"Unbefristet","1995","Hauptschule","maennlich","1609","","",""
"Unbefristet","1995","Hauptschule","weiblich","977","0.902337710108715","0.884794876113961","0.91988054410347"
"Unbefristet","1995","Realschule","maennlich","914","0.888803150286072","0.869659830786738","0.907946469785405"
"Unbefristet","1995","Realschule","weiblich","872","0.87360273143604","0.853328981824857","0.893876481047223"
"Befristet","1996","(Fach-)Abitur","maennlich","54","0.180065509933365","0.136729445855647","0.223401574011082"
"Befristet","1996","(Fach-)Abitur","weiblich","56","0.171526131545213","0.126053437868988","0.216998825221438"
"Befristet","1996","(noch) kein Abschluss","maennlich","10","","",""
"Befristet","1996","(noch) kein Abschluss","weiblich","12","","",""
"Befristet","1996","AkademikerIn","maennlich","57","0.090633535862049","0.0682335708421141","0.113033500881984"
"Befristet","1996","AkademikerIn","weiblich","60","0.141591877989239","0.111882994191901","0.171300761786576"
"Befristet","1996","Hauptschule","maennlich","172","","",""
"Befristet","1996","Hauptschule","weiblich","129","","",""
"Befristet","1996","Realschule","maennlich","111","","",""
"Befristet","1996","Realschule","weiblich","157","","",""
"Unbefristet","1996","(Fach-)Abitur","maennlich","248","","",""
"Unbefristet","1996","(Fach-)Abitur","weiblich","208","","",""
"Unbefristet","1996","(noch) kein Abschluss","maennlich","124","","",""
"Unbefristet","1996","(noch) kein Abschluss","weiblich","100","","",""
"Unbefristet","1996","AkademikerIn","maennlich","574","0.909366464137951","0.886966499118016","0.931766429157886"
"Unbefristet","1996","AkademikerIn","weiblich","469","0.858408122010761","0.828699238213424","0.888117005808099"
"Unbefristet","1996","Hauptschule","maennlich","1526","","",""
"Unbefristet","1996","Hauptschule","weiblich","936","0.893011449894901","0.874447497253702","0.911575402536101"
"Unbefristet","1996","Realschule","maennlich","895","0.895965618061302","0.877099470866562","0.914831765256042"
"Unbefristet","1996","Realschule","weiblich","869","0.875156551591221","0.854931009855676","0.895382093326766"
"Befristet","1997","(Fach-)Abitur","maennlich","59","0.224821495129205","0.17781622494004","0.27182676531837"
"Befristet","1997","(Fach-)Abitur","weiblich","61","0.167419767949647","0.122553113373402","0.212286422525891"
"Befristet","1997","(noch) kein Abschluss","maennlich","11","","",""
"Befristet","1997","(noch) kein Abschluss","weiblich","10","","",""
"Befristet","1997","AkademikerIn","maennlich","75","0.117363459635031","0.0925633641069668","0.142163555163094"
"Befristet","1997","AkademikerIn","weiblich","67","0.160086215190229","0.128749783460221","0.191422646920237"
"Befristet","1997","Hauptschule","maennlich","194","","",""
"Befristet","1997","Hauptschule","weiblich","110","","",""
"Befristet","1997","Realschule","maennlich","140","","",""
"Befristet","1997","Realschule","weiblich","168","","",""
"Unbefristet","1997","(Fach-)Abitur","maennlich","244","","",""
"Unbefristet","1997","(Fach-)Abitur","weiblich","205","","",""
"Unbefristet","1997","(noch) kein Abschluss","maennlich","109","","",""
"Unbefristet","1997","(noch) kein Abschluss","weiblich","95","0.866223020190136","0.801111326033354","0.931334714346918"
"Unbefristet","1997","AkademikerIn","maennlich","572","0.882636540364969","0.857836444836906","0.907436635893033"
"Unbefristet","1997","AkademikerIn","weiblich","459","0.839913784809771","0.808577353079763","0.871250216539779"
"Unbefristet","1997","Hauptschule","maennlich","1405","","",""
"Unbefristet","1997","Hauptschule","weiblich","877","0.896802699912004","0.877823751915702","0.915781647908306"
"Unbefristet","1997","Realschule","maennlich","841","0.871103421923966","0.850134836115596","0.892072007732336"
"Unbefristet","1997","Realschule","weiblich","831","0.857816808354154","0.836160384031066","0.879473232677242"
"Befristet","1998","(Fach-)Abitur","maennlich","71","0.247774442270116","0.201335604156409","0.294213280383822"
"Befristet","1998","(Fach-)Abitur","weiblich","59","0.162582124511189","0.121374247235316","0.203790001787063"
"Befristet","1998","(noch) kein Abschluss","maennlich","8","0.0806191350372363","0.0317042082599533","0.129534061814519"
"Befristet","1998","(noch) kein Abschluss","weiblich","8","0.0912415487373822","0.0350840236630575","0.147399073811707"
"Befristet","1998","AkademikerIn","maennlich","64","0.109441618886295","0.0862314585479657","0.132651779224624"
"Befristet","1998","AkademikerIn","weiblich","70","0.135871799682312","0.107742143999733","0.16400145536489"
"Befristet","1998","Hauptschule","maennlich","209","","",""
"Befristet","1998","Hauptschule","weiblich","129","","",""
"Befristet","1998","Realschule","maennlich","164","","",""
"Befristet","1998","Realschule","weiblich","163","","",""
"Unbefristet","1998","(Fach-)Abitur","maennlich","261","","",""
"Unbefristet","1998","(Fach-)Abitur","weiblich","249","","",""
"Unbefristet","1998","(noch) kein Abschluss","maennlich","111","","",""
"Unbefristet","1998","(noch) kein Abschluss","weiblich","93","0.908758451262618","0.852600926188293","0.964915976336942"
"Unbefristet","1998","AkademikerIn","maennlich","631","0.890558381113705","0.867348220775376","0.913768541452034"
"Unbefristet","1998","AkademikerIn","weiblich","500","0.864128200317688","0.83599854463511","0.892257856000267"
"Unbefristet","1998","Hauptschule","maennlich","1452","","",""
"Unbefristet","1998","Hauptschule","weiblich","923","0.89379589508785","0.875178022643555","0.912413767532146"
"Unbefristet","1998","Realschule","maennlich","954","0.86182088070578","0.841592696235474","0.882049065176085"
"Unbefristet","1998","Realschule","weiblich","915","0.871255661501785","0.851262771007468","0.891248551996102"
"Befristet","1999","(Fach-)Abitur","maennlich","69","0.228004012584941","0.182391375974348","0.273616649195534"
"Befristet","1999","(Fach-)Abitur","weiblich","68","0.151423428165009","0.113095044242109","0.189751812087909"
"Befristet","1999","(noch) kein Abschluss","maennlich","13","","",""
"Befristet","1999","(noch) kein Abschluss","weiblich","8","0.0960933611340326","0.0412662855319991","0.150920436736066"
"Befristet","1999","AkademikerIn","maennlich","70","0.101756552568878","0.0794397611735826","0.124073343964173"
"Befristet","1999","AkademikerIn","weiblich","85","0.153188871304586","0.123826504590631","0.182551238018541"
"Befristet","1999","Hauptschule","maennlich","207","","",""
"Befristet","1999","Hauptschule","weiblich","134","","",""
"Befristet","1999","Realschule","maennlich","188","","",""
"Befristet","1999","Realschule","weiblich","186","","",""
"Unbefristet","1999","(Fach-)Abitur","maennlich","256","","",""
"Unbefristet","1999","(Fach-)Abitur","weiblich","268","","",""
"Unbefristet","1999","(noch) kein Abschluss","maennlich","109","","",""
"Unbefristet","1999","(noch) kein Abschluss","weiblich","103","","",""
"Unbefristet","1999","AkademikerIn","maennlich","635","0.898243447431122","0.875926656035827","0.920560238826418"
"Unbefristet","1999","AkademikerIn","weiblich","493","0.846811128695414","0.817448761981459","0.876173495409369"
"Unbefristet","1999","Hauptschule","maennlich","1433","","",""
"Unbefristet","1999","Hauptschule","weiblich","908","0.893016932109632","0.874249640502935","0.911784223716329"
"Unbefristet","1999","Realschule","maennlich","930","0.828561826458521","0.80646940014489","0.850654252772151"
"Unbefristet","1999","Realschule","weiblich","936","0.860608315024348","0.840342089769829","0.880874540278867"
"Befristet","2000","(Fach-)Abitur","maennlich","118","","",""
"Befristet","2000","(Fach-)Abitur","weiblich","133","","",""
"Befristet","2000","(noch) kein Abschluss","maennlich","16","","",""
"Befristet","2000","(noch) kein Abschluss","weiblich","10","","",""
"Befristet","2000","AkademikerIn","maennlich","128","","",""
"Befristet","2000","AkademikerIn","weiblich","134","","",""
"Befristet","2000","Hauptschule","maennlich","315","0.119970350664376","0.107383597232647","0.132557104096105"
"Befristet","2000","Hauptschule","weiblich","193","","",""
"Befristet","2000","Realschule","maennlich","295","","",""
"Befristet","2000","Realschule","weiblich","323","0.152701279408798","0.136833573960833","0.168568984856762"
"Unbefristet","2000","(Fach-)Abitur","maennlich","504","0.817133103997823","0.786754567486693","0.847511640508953"
"Unbefristet","2000","(Fach-)Abitur","weiblich","441","0.79026150534588","0.756955953661968","0.823567057029792"
"Unbefristet","2000","(noch) kein Abschluss","maennlich","73","0.820591399837983","0.740876740029199","0.900306059646766"
"Unbefristet","2000","(noch) kein Abschluss","weiblich","54","0.856278617858975","0.770332483841893","0.942224751876057"
"Unbefristet","2000","AkademikerIn","maennlich","1193","","",""
"Unbefristet","2000","AkademikerIn","weiblich","869","0.849995883470164","0.827897646599524","0.872094120340804"
"Unbefristet","2000","Hauptschule","maennlich","2245","","",""
"Unbefristet","2000","Hauptschule","weiblich","1400","","",""
"Unbefristet","2000","Realschule","maennlich","1574","","",""
"Unbefristet","2000","Realschule","weiblich","1651","","",""
"Befristet","2001","(Fach-)Abitur","maennlich","105","","",""
"Befristet","2001","(Fach-)Abitur","weiblich","150","","",""
"Befristet","2001","(noch) kein Abschluss","maennlich","14","","",""
"Befristet","2001","(noch) kein Abschluss","weiblich","8","0.113870121010328","0.0372346722949509","0.190505569725706"
"Befristet","2001","AkademikerIn","maennlich","98","0.0925387461435035","0.0762645218321057","0.108812970454901"
"Befristet","2001","AkademikerIn","weiblich","113","","",""
"Befristet","2001","Hauptschule","maennlich","250","","",""
"Befristet","2001","Hauptschule","weiblich","181","","",""
"Befristet","2001","Realschule","maennlich","267","","",""
"Befristet","2001","Realschule","weiblich","289","","",""
"Unbefristet","2001","(Fach-)Abitur","maennlich","468","0.84064330697539","0.810675027223618","0.870611586727162"
"Unbefristet","2001","(Fach-)Abitur","weiblich","414","0.737004545842054","0.700670166734568","0.77333892494954"
"Unbefristet","2001","(noch) kein Abschluss","maennlich","67","0.809067551930309","0.72347463164453","0.894660472216089"
"Unbefristet","2001","(noch) kein Abschluss","weiblich","58","0.886129878989672","0.809494430274294","0.962765327705049"
"Unbefristet","2001","AkademikerIn","maennlich","1120","","",""
"Unbefristet","2001","AkademikerIn","weiblich","822","0.861030123467129","0.83885776995673","0.883202476977529"
"Unbefristet","2001","Hauptschule","maennlich","1953","","",""
"Unbefristet","2001","Hauptschule","weiblich","1230","","",""
"Unbefristet","2001","Realschule","maennlich","1436","","",""
"Unbefristet","2001","Realschule","weiblich","1540","","",""
"Befristet","2002","(Fach-)Abitur","maennlich","130","","",""
"Befristet","2002","(Fach-)Abitur","weiblich","160","","",""
"Befristet","2002","(noch) kein Abschluss","maennlich","11","","",""
"Befristet","2002","(noch) kein Abschluss","weiblich","11","","",""
"Befristet","2002","AkademikerIn","maennlich","122","","",""
"Befristet","2002","AkademikerIn","weiblich","132","","",""
"Befristet","2002","Hauptschule","maennlich","218","","",""
"Befristet","2002","Hauptschule","weiblich","149","","",""
"Befristet","2002","Realschule","maennlich","241","","",""
"Befristet","2002","Realschule","weiblich","272","","",""
"Unbefristet","2002","(Fach-)Abitur","maennlich","491","0.820561896342777","0.790382169860822","0.850741622824732"
"Unbefristet","2002","(Fach-)Abitur","weiblich","494","0.749220000981538","0.715999181112385","0.782440820850691"
