,Unnamed: 0,year,bula_h,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
164,164,1994,Berlin,Urban regions,Permanent job,1.0,52,744,0.83242,1.15635
165,165,1994,Brandenburg,Rural regions,Permanent job,1.0,38,744,0.85487,1.18404
166,166,1994,Saxony,Urban regions,Permanent job,1.0,47,744,0.83187,1.16409
167,167,1994,Saxony,Rural regions,Permanent job,1.0,32,744,0.81705,1.21669
168,168,1994,Saxony-Anhalt,Rural regions,Permanent job,1.0,40,744,0.81385,1.25908
169,169,1994,Thuringa,Rural regions,Permanent job,1.0,33,744,0.792,1.28034
170,170,1995,Schleswig-Holstein,Urban regions,Permanent job,1.0,69,6986,0.87865,1.13679
171,171,1995,Schleswig-Holstein,Rural regions,Permanent job,1.0,57,6986,0.8798,1.12455
172,172,1995,Hamburg,Urban regions,Permanent job,1.0,65,6986,0.78038,1.18423
173,173,1995,Lower Saxony,Urban regions,Permanent job,1.0,242,6986,0.90162,1.0973
174,174,1995,Lower Saxony,Rural regions,Permanent job,0.87915,243,6986,0.8283,0.94168
175,175,1995,Lower Saxony,Rural regions,Temporary job,0.12085,40,6986,0.10355,0.13646
176,176,1995,Bremen,Urban regions,Permanent job,1.0,33,6986,0.82205,1.19865
177,177,1995,North Rhine-Westphalia,Urban regions,Permanent job,0.89465,1198,6986,0.86182,0.93261
178,178,1995,North Rhine-Westphalia,Urban regions,Temporary job,0.10535,148,6986,0.09368,0.12096
179,179,1995,North Rhine-Westphalia,Rural regions,Permanent job,1.0,39,6986,0.86768,1.17064
180,180,1995,Hesse,Urban regions,Permanent job,0.89353,399,6986,0.83168,0.97002
181,181,1995,Hesse,Urban regions,Temporary job,0.10647,41,6986,0.08531,0.1314
182,182,1995,Hesse,Rural regions,Permanent job,1.0,60,6986,0.84902,1.12745
183,183,1995,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,1.0,253,6986,0.92825,1.09793
184,184,1995,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,61,6986,0.82717,1.17116
185,185,1995,Baden-Wuerttemberg,Urban regions,Permanent job,0.90481,779,6986,0.84891,0.95701
186,186,1995,Baden-Wuerttemberg,Urban regions,Temporary job,0.09519,99,6986,0.08014,0.11506
187,187,1995,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,99,6986,0.84182,1.144
188,188,1995,Bavaria,Urban regions,Permanent job,0.91208,413,6986,0.84549,0.9764
189,189,1995,Bavaria,Urban regions,Temporary job,0.08792,49,6986,0.07431,0.10425
190,190,1995,Bavaria,Rural regions,Permanent job,0.85707,414,6986,0.78985,0.91403
191,191,1995,Bavaria,Rural regions,Temporary job,0.14293,56,6986,0.11755,0.17627
192,192,1995,Berlin,Urban regions,Permanent job,0.88956,265,6986,0.81907,0.95797
193,193,1995,Berlin,Urban regions,Temporary job,0.11044,35,6986,0.08954,0.1352
194,194,1995,Brandenburg,Rural regions,Permanent job,0.84502,264,6986,0.79799,0.90658
195,195,1995,Brandenburg,Rural regions,Temporary job,0.15498,54,6986,0.139,0.17032
196,196,1995,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.79839,167,6986,0.73314,0.86545
197,197,1995,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.20161,41,6986,0.16754,0.23829
198,198,1995,Saxony,Urban regions,Permanent job,0.83267,264,6986,0.79186,0.90798
199,199,1995,Saxony,Urban regions,Temporary job,0.16733,45,6986,0.14064,0.19544
200,200,1995,Saxony,Rural regions,Permanent job,0.81945,233,6986,0.76193,0.90169
201,201,1995,Saxony,Rural regions,Temporary job,0.18055,49,6986,0.14754,0.21615
202,202,1995,Saxony-Anhalt,Urban regions,Permanent job,1.0,59,6986,0.85345,1.17665
203,203,1995,Saxony-Anhalt,Rural regions,Permanent job,0.7745,250,6986,0.71506,0.83622
204,204,1995,Saxony-Anhalt,Rural regions,Temporary job,0.2255,63,6986,0.1926,0.26748
205,205,1995,Thuringa,Urban regions,Permanent job,1.0,103,6986,0.8921,1.13792
206,206,1995,Thuringa,Rural regions,Permanent job,0.77973,188,6986,0.71721,0.84877
207,207,1995,Thuringa,Rural regions,Temporary job,0.22027,49,6986,0.17547,0.26571
208,208,1996,Schleswig-Holstein,Urban regions,Permanent job,1.0,61,6736,0.83713,1.14159
209,209,1996,Schleswig-Holstein,Rural regions,Permanent job,1.0,67,6736,0.87441,1.10703
210,210,1996,Hamburg,Urban regions,Permanent job,1.0,63,6736,0.80712,1.21336
211,211,1996,Lower Saxony,Urban regions,Permanent job,1.0,243,6736,0.90913,1.10061
212,212,1996,Lower Saxony,Rural regions,Permanent job,0.90864,248,6736,0.83684,0.96968
213,213,1996,Lower Saxony,Rural regions,Temporary job,0.09136,33,6736,0.07776,0.10615
214,214,1996,Bremen,Urban regions,Permanent job,1.0,34,6736,0.79312,1.2167
215,215,1996,North Rhine-Westphalia,Urban regions,Permanent job,0.88469,1152,6736,0.84596,0.92686
216,216,1996,North Rhine-Westphalia,Urban regions,Temporary job,0.11531,158,6736,0.1028,0.12753
217,217,1996,North Rhine-Westphalia,Rural regions,Permanent job,1.0,38,6736,0.83156,1.22369
218,218,1996,Hesse,Urban regions,Permanent job,1.0,395,6736,0.91612,1.09652
219,219,1996,Hesse,Rural regions,Permanent job,1.0,61,6736,0.85354,1.15357
220,220,1996,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.88799,254,6736,0.80816,0.96701
221,221,1996,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.11201,32,6736,0.08025,0.16584
222,222,1996,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,67,6736,0.85544,1.18904
223,223,1996,Baden-Wuerttemberg,Urban regions,Permanent job,0.90145,736,6736,0.84433,0.9672
224,224,1996,Baden-Wuerttemberg,Urban regions,Temporary job,0.09855,80,6736,0.08288,0.11635
225,225,1996,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,91,6736,0.82651,1.16515
226,226,1996,Bavaria,Urban regions,Permanent job,0.89701,395,6736,0.83307,0.96986
227,227,1996,Bavaria,Urban regions,Temporary job,0.10299,50,6736,0.08446,0.12487
228,228,1996,Bavaria,Rural regions,Permanent job,0.87602,416,6736,0.80663,0.93829
229,229,1996,Bavaria,Rural regions,Temporary job,0.12398,49,6736,0.09828,0.15823
230,230,1996,Berlin,Urban regions,Permanent job,1.0,253,6736,0.91685,1.07084
231,231,1996,Brandenburg,Rural regions,Permanent job,0.88231,248,6736,0.82643,0.9435
232,232,1996,Brandenburg,Rural regions,Temporary job,0.11769,40,6736,0.10292,0.13026
233,233,1996,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.81859,150,6736,0.75345,0.90807
234,234,1996,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.18141,34,6736,0.13915,0.22837
235,235,1996,Saxony,Urban regions,Permanent job,0.81746,256,6736,0.76473,0.88446
236,236,1996,Saxony,Urban regions,Temporary job,0.18254,52,6736,0.15347,0.21697
237,237,1996,Saxony,Rural regions,Permanent job,0.84993,250,6736,0.77812,0.91608
238,238,1996,Saxony,Rural regions,Temporary job,0.15007,41,6736,0.11908,0.17843
239,239,1996,Saxony-Anhalt,Urban regions,Permanent job,1.0,69,6736,0.86257,1.13526
240,240,1996,Saxony-Anhalt,Rural regions,Permanent job,0.78951,222,6736,0.71589,0.85869
241,241,1996,Saxony-Anhalt,Rural regions,Temporary job,0.21049,61,6736,0.17803,0.25046
242,242,1996,Thuringa,Urban regions,Permanent job,1.0,91,6736,0.89666,1.11974
243,243,1996,Thuringa,Rural regions,Permanent job,0.85303,200,6736,0.78024,0.92196
244,244,1996,Thuringa,Rural regions,Temporary job,0.14697,46,6736,0.12583,0.16851
245,245,1997,Schleswig-Holstein,Urban regions,Permanent job,1.0,62,6597,0.86485,1.12134
246,246,1997,Schleswig-Holstein,Rural regions,Permanent job,1.0,66,6597,0.83654,1.17573
247,247,1997,Hamburg,Urban regions,Permanent job,1.0,56,6597,0.80309,1.19558
248,248,1997,Lower Saxony,Urban regions,Permanent job,0.8996,239,6597,0.81073,0.98168
249,249,1997,Lower Saxony,Urban regions,Temporary job,0.1004,33,6597,0.08576,0.11733
250,250,1997,Lower Saxony,Rural regions,Permanent job,0.80912,230,6597,0.73072,0.88512
251,251,1997,Lower Saxony,Rural regions,Temporary job,0.19088,48,6597,0.14473,0.23607
252,252,1997,Bremen,Urban regions,Permanent job,1.0,32,6597,0.81638,1.18871
253,253,1997,North Rhine-Westphalia,Urban regions,Permanent job,0.86175,1104,6597,0.82654,0.90109
254,254,1997,North Rhine-Westphalia,Urban regions,Temporary job,0.13825,191,6597,0.12481,0.15373
255,255,1997,North Rhine-Westphalia,Rural regions,Permanent job,1.0,34,6597,0.80469,1.20108
256,256,1997,Hesse,Urban regions,Permanent job,0.88932,352,6597,0.80524,0.96333
257,257,1997,Hesse,Urban regions,Temporary job,0.11068,36,6597,0.09035,0.13081
258,258,1997,Hesse,Rural regions,Permanent job,1.0,55,6597,0.85818,1.14616
259,259,1997,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.88485,245,6597,0.82058,0.96461
260,260,1997,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.11515,31,6597,0.09427,0.13988
261,261,1997,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,65,6597,0.85918,1.16763
262,262,1997,Baden-Wuerttemberg,Urban regions,Permanent job,0.85106,694,6597,0.78957,0.90829
263,263,1997,Baden-Wuerttemberg,Urban regions,Temporary job,0.14894,108,6597,0.12759,0.17295
264,264,1997,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,80,6597,0.8247,1.199
265,265,1997,Bavaria,Urban regions,Permanent job,0.90535,378,6597,0.83808,0.98992
266,266,1997,Bavaria,Urban regions,Temporary job,0.09465,48,6597,0.07324,0.11838
267,267,1997,Bavaria,Rural regions,Permanent job,0.91429,409,6597,0.85565,0.98659
268,268,1997,Bavaria,Rural regions,Temporary job,0.08571,40,6597,0.07003,0.1026
269,269,1997,Berlin,Urban regions,Permanent job,0.87621,226,6597,0.79847,0.93794
270,270,1997,Berlin,Urban regions,Temporary job,0.12379,38,6597,0.09567,0.16313
271,271,1997,Brandenburg,Rural regions,Permanent job,0.8454,245,6597,0.78374,0.91434
272,272,1997,Brandenburg,Rural regions,Temporary job,0.1546,50,6597,0.13743,0.17683
273,273,1997,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.83397,142,6597,0.75362,0.92846
274,274,1997,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.16603,33,6597,0.14747,0.18756
275,275,1997,Saxony,Urban regions,Permanent job,0.83243,239,6597,0.77751,0.89352
276,276,1997,Saxony,Urban regions,Temporary job,0.16757,47,6597,0.13211,0.20315
277,277,1997,Saxony,Rural regions,Permanent job,0.81957,235,6597,0.76054,0.88116
278,278,1997,Saxony,Rural regions,Temporary job,0.18043,50,6597,0.14929,0.2102
279,279,1997,Saxony-Anhalt,Urban regions,Permanent job,1.0,56,6597,0.85524,1.13319
280,280,1997,Saxony-Anhalt,Rural regions,Permanent job,0.82812,227,6597,0.75016,0.90908
281,281,1997,Saxony-Anhalt,Rural regions,Temporary job,0.17188,49,6597,0.14662,0.20384
282,282,1997,Thuringa,Urban regions,Permanent job,1.0,90,6597,0.87265,1.12036
283,283,1997,Thuringa,Rural regions,Permanent job,0.80047,183,6597,0.73569,0.86784
284,284,1997,Thuringa,Rural regions,Temporary job,0.19953,51,6597,0.16921,0.23566
285,285,1998,Schleswig-Holstein,Urban regions,Permanent job,1.0,89,7244,0.89474,1.1503
286,286,1998,Schleswig-Holstein,Rural regions,Permanent job,1.0,78,7244,0.85997,1.14642
287,287,1998,Hamburg,Urban regions,Permanent job,1.0,69,7244,0.85865,1.1634
288,288,1998,Lower Saxony,Urban regions,Permanent job,0.86444,271,7244,0.78367,0.93996
289,289,1998,Lower Saxony,Urban regions,Temporary job,0.13556,52,7244,0.11152,0.15784
290,290,1998,Lower Saxony,Rural regions,Permanent job,0.88337,281,7244,0.81587,0.95618
291,291,1998,Lower Saxony,Rural regions,Temporary job,0.11663,43,7244,0.09488,0.14448
292,292,1998,Bremen,Urban regions,Permanent job,1.0,39,7244,0.82536,1.12505
