,Unnamed: 0,year,bula_h,rentown,hgeqpnrj,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
98,98,2012,Schleswig-Holstein,Owner,No,1.0,271,16099,0.88172,1.14779
99,99,2012,Schleswig-Holstein,Tenant,No,1.0,316,16099,0.89673,1.13533
100,100,2012,Hamburg,Owner,No,1.0,71,16099,0.72474,1.21082
101,101,2012,Hamburg,Tenant,No,1.0,198,16099,0.86804,1.14654
102,102,2012,Lower Saxony,Owner,Yes,0.05313,48,16099,0.04086,0.06816
103,103,2012,Lower Saxony,Owner,No,0.94687,773,16099,0.88366,1.01037
104,104,2012,Lower Saxony,Tenant,No,1.0,654,16099,0.92411,1.07909
105,105,2012,Bremen,Owner,No,1.0,42,16099,0.71453,1.33041
106,106,2012,Bremen,Tenant,No,1.0,80,16099,0.77941,1.24134
107,107,2012,North Rhine-Westphalia,Owner,Yes,0.04081,66,16099,0.02977,0.05626
108,108,2012,North Rhine-Westphalia,Owner,No,0.95919,1374,16099,0.91269,1.01015
109,109,2012,North Rhine-Westphalia,Tenant,No,1.0,1739,16099,0.94475,1.0452
110,110,2012,Hesse,Owner,No,1.0,548,16099,0.90913,1.08055
111,111,2012,Hesse,Tenant,No,1.0,563,16099,0.92751,1.08518
112,112,2012,"Rhineland-Palatinate, Saarland",Owner,Yes,0.05487,34,16099,0.03679,0.07304
113,113,2012,"Rhineland-Palatinate, Saarland",Owner,No,0.94513,475,16099,0.8555,1.02222
114,114,2012,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,415,16099,0.90862,1.11526
115,115,2012,Baden-Wuerttemberg,Owner,Yes,0.06597,93,16099,0.05038,0.08262
116,116,2012,Baden-Wuerttemberg,Owner,No,0.93403,958,16099,0.87249,0.98873
117,117,2012,Baden-Wuerttemberg,Tenant,No,1.0,837,16099,0.9192,1.07338
118,118,2012,Bavaria,Owner,Yes,0.05411,92,16099,0.03939,0.06871
119,119,2012,Bavaria,Owner,No,0.94589,1233,16099,0.88896,0.98929
120,120,2012,Bavaria,Tenant,No,1.0,1182,16099,0.9426,1.06776
121,121,2012,Berlin,Owner,No,1.0,127,16099,0.85385,1.18291
122,122,2012,Berlin,Tenant,No,1.0,565,16099,0.91151,1.08246
123,123,2012,Brandenburg,Owner,No,1.0,276,16099,0.88529,1.13359
124,124,2012,Brandenburg,Tenant,No,1.0,373,16099,0.89861,1.11909
125,125,2012,Mecklenburg-Western Pomerania,Owner,No,1.0,124,16099,0.83074,1.19225
126,126,2012,Mecklenburg-Western Pomerania,Tenant,No,1.0,269,16099,0.89446,1.10558
127,127,2012,Saxony,Owner,Yes,0.08816,31,16099,0.06401,0.12056
128,128,2012,Saxony,Owner,No,0.91184,342,16099,0.82929,1.02107
129,129,2012,Saxony,Tenant,No,1.0,694,16099,0.91901,1.08242
130,130,2012,Saxony-Anhalt,Owner,No,1.0,245,16099,0.87808,1.11483
131,131,2012,Saxony-Anhalt,Tenant,No,1.0,363,16099,0.90375,1.11614
132,132,2012,Thuringa,Owner,No,1.0,268,16099,0.88028,1.14347
133,133,2012,Thuringa,Tenant,No,1.0,360,16099,0.8996,1.09638
134,134,2013,Schleswig-Holstein,Owner,No,1.0,265,17686,0.86999,1.14239
135,135,2013,Schleswig-Holstein,Tenant,No,1.0,369,17686,0.88662,1.11593
136,136,2013,Hamburg,Owner,No,1.0,76,17686,0.78791,1.24077
137,137,2013,Hamburg,Tenant,No,1.0,260,17686,0.8691,1.12897
138,138,2013,Lower Saxony,Owner,Yes,0.04029,46,17686,0.03013,0.05292
139,139,2013,Lower Saxony,Owner,No,0.95971,774,17686,0.89822,1.03251
140,140,2013,Lower Saxony,Tenant,No,1.0,801,17686,0.91055,1.08272
141,141,2013,Bremen,Owner,No,1.0,44,17686,0.69104,1.33846
142,142,2013,Bremen,Tenant,No,1.0,100,17686,0.74512,1.29215
143,143,2013,North Rhine-Westphalia,Owner,Yes,0.0453,79,17686,0.03379,0.06013
144,144,2013,North Rhine-Westphalia,Owner,No,0.9547,1425,17686,0.9088,1.01002
145,145,2013,North Rhine-Westphalia,Tenant,No,1.0,2137,17686,0.94993,1.05152
146,146,2013,Hesse,Owner,No,1.0,544,17686,0.90712,1.08873
147,147,2013,Hesse,Tenant,No,1.0,728,17686,0.91443,1.07976
148,148,2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.06184,50,17686,0.04044,0.08343
149,149,2013,"Rhineland-Palatinate, Saarland",Owner,No,0.93816,500,17686,0.85933,1.01356
150,150,2013,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,481,17686,0.89143,1.08187
151,151,2013,Baden-Wuerttemberg,Owner,Yes,0.06162,101,17686,0.04802,0.07677
152,152,2013,Baden-Wuerttemberg,Owner,No,0.93838,988,17686,0.87657,0.99807
153,153,2013,Baden-Wuerttemberg,Tenant,No,1.0,1026,17686,0.93386,1.07536
154,154,2013,Bavaria,Owner,Yes,0.04772,88,17686,0.0349,0.06378
155,155,2013,Bavaria,Owner,No,0.95228,1260,17686,0.89377,1.00651
156,156,2013,Bavaria,Tenant,No,1.0,1481,17686,0.93144,1.05619
157,157,2013,Berlin,Owner,No,1.0,126,17686,0.84084,1.1646
158,158,2013,Berlin,Tenant,No,1.0,642,17686,0.93071,1.0777
159,159,2013,Brandenburg,Owner,No,1.0,262,17686,0.87784,1.12847
160,160,2013,Brandenburg,Tenant,No,1.0,396,17686,0.89707,1.12213
161,161,2013,Mecklenburg-Western Pomerania,Owner,No,1.0,116,17686,0.77802,1.18282
162,162,2013,Mecklenburg-Western Pomerania,Tenant,No,1.0,259,17686,0.89423,1.11885
163,163,2013,Saxony,Owner,Yes,0.10044,31,17686,0.06413,0.14535
164,164,2013,Saxony,Owner,No,0.89956,330,17686,0.80836,0.99689
165,165,2013,Saxony,Tenant,No,1.0,683,17686,0.92712,1.07578
166,166,2013,Saxony-Anhalt,Owner,No,1.0,237,17686,0.89956,1.14846
167,167,2013,Saxony-Anhalt,Tenant,No,1.0,381,17686,0.89453,1.12659
168,168,2013,Thuringa,Owner,No,1.0,274,17686,0.90634,1.13211
169,169,2013,Thuringa,Tenant,No,1.0,326,17686,0.8963,1.08955
170,170,2014,Schleswig-Holstein,Owner,No,1.0,251,15621,0.86682,1.1323
171,171,2014,Schleswig-Holstein,Tenant,No,1.0,303,15621,0.87481,1.11241
172,172,2014,Hamburg,Owner,No,1.0,73,15621,0.79642,1.2369
173,173,2014,Hamburg,Tenant,No,1.0,195,15621,0.85186,1.14628
174,174,2014,Lower Saxony,Owner,Yes,0.07581,63,15621,0.05821,0.09231
175,175,2014,Lower Saxony,Owner,No,0.92419,704,15621,0.86278,1.0164
176,176,2014,Lower Saxony,Tenant,No,1.0,692,15621,0.91939,1.08982
177,177,2014,Bremen,Owner,No,1.0,42,15621,0.70102,1.35143
178,178,2014,Bremen,Tenant,No,1.0,81,15621,0.76016,1.23292
179,179,2014,North Rhine-Westphalia,Owner,Yes,0.05046,85,15621,0.03661,0.06348
180,180,2014,North Rhine-Westphalia,Owner,No,0.94954,1288,15621,0.89637,1.00318
181,181,2014,North Rhine-Westphalia,Tenant,No,1.0,1830,15621,0.95502,1.04485
182,182,2014,Hesse,Owner,Yes,0.02788,34,15621,0.0185,0.03918
183,183,2014,Hesse,Owner,No,0.97212,488,15621,0.87484,1.05429
184,184,2014,Hesse,Tenant,No,1.0,582,15621,0.91811,1.0805
185,185,2014,"Rhineland-Palatinate, Saarland",Owner,Yes,0.0754,44,15621,0.05307,0.09354
186,186,2014,"Rhineland-Palatinate, Saarland",Owner,No,0.9246,443,15621,0.8474,1.00713
187,187,2014,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,426,15621,0.91913,1.08306
188,188,2014,Baden-Wuerttemberg,Owner,Yes,0.08028,87,15621,0.06091,0.10662
189,189,2014,Baden-Wuerttemberg,Owner,No,0.91972,882,15621,0.86101,0.98517
190,190,2014,Baden-Wuerttemberg,Tenant,No,1.0,838,15621,0.93216,1.08233
191,191,2014,Bavaria,Owner,Yes,0.05844,96,15621,0.04618,0.07577
192,192,2014,Bavaria,Owner,No,0.94156,1155,15621,0.88701,0.98781
193,193,2014,Bavaria,Tenant,No,1.0,1277,15621,0.95271,1.05917
194,194,2014,Berlin,Owner,No,1.0,109,15621,0.84306,1.17529
195,195,2014,Berlin,Tenant,No,1.0,539,15621,0.91316,1.08495
196,196,2014,Brandenburg,Owner,No,1.0,241,15621,0.87672,1.11721
197,197,2014,Brandenburg,Tenant,No,1.0,361,15621,0.89444,1.14433
198,198,2014,Mecklenburg-Western Pomerania,Owner,No,1.0,100,15621,0.80011,1.23473
199,199,2014,Mecklenburg-Western Pomerania,Tenant,No,1.0,246,15621,0.86918,1.12235
200,200,2014,Saxony,Owner,No,1.0,296,15621,0.90565,1.11037
201,201,2014,Saxony,Tenant,No,1.0,622,15621,0.92292,1.07936
202,202,2014,Saxony-Anhalt,Owner,No,1.0,223,15621,0.8871,1.12612
203,203,2014,Saxony-Anhalt,Tenant,No,1.0,346,15621,0.90757,1.1136
204,204,2014,Thuringa,Owner,No,1.0,258,15621,0.87683,1.11641
205,205,2014,Thuringa,Tenant,No,1.0,321,15621,0.89946,1.10721
206,206,2015,Schleswig-Holstein,Owner,No,1.0,241,15505,0.88688,1.13222
207,207,2015,Schleswig-Holstein,Tenant,No,1.0,295,15505,0.87236,1.12239
208,208,2015,Hamburg,Owner,No,1.0,73,15505,0.77878,1.23936
209,209,2015,Hamburg,Tenant,No,1.0,206,15505,0.86515,1.14898
210,210,2015,Lower Saxony,Owner,Yes,0.07103,57,15505,0.05573,0.08856
211,211,2015,Lower Saxony,Owner,No,0.92897,690,15505,0.83941,1.02769
212,212,2015,Lower Saxony,Tenant,No,1.0,731,15505,0.90247,1.08539
213,213,2015,Bremen,Owner,No,1.0,37,15505,0.72257,1.3715
214,214,2015,Bremen,Tenant,No,1.0,78,15505,0.77419,1.24381
215,215,2015,North Rhine-Westphalia,Owner,Yes,0.04212,73,15505,0.03054,0.05305
216,216,2015,North Rhine-Westphalia,Owner,No,0.95788,1225,15505,0.90633,1.00653
217,217,2015,North Rhine-Westphalia,Tenant,No,1.0,1886,15505,0.94741,1.05914
218,218,2015,Hesse,Owner,No,1.0,448,15505,0.91637,1.07849
219,219,2015,Hesse,Tenant,No,1.0,641,15505,0.92717,1.09475
220,220,2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.0693,52,15505,0.05181,0.08878
221,221,2015,"Rhineland-Palatinate, Saarland",Owner,No,0.9307,414,15505,0.84963,1.02998
222,222,2015,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,451,15505,0.9154,1.09548
223,223,2015,Baden-Wuerttemberg,Owner,Yes,0.04746,74,15505,0.0353,0.06135
224,224,2015,Baden-Wuerttemberg,Owner,No,0.95254,845,15505,0.88374,1.0232
225,225,2015,Baden-Wuerttemberg,Tenant,No,1.0,889,15505,0.91533,1.0889
226,226,2015,Bavaria,Owner,Yes,0.0467,80,15505,0.03325,0.06171
227,227,2015,Bavaria,Owner,No,0.9533,1117,15505,0.8945,1.01156
228,228,2015,Bavaria,Tenant,No,1.0,1358,15505,0.93277,1.06757
229,229,2015,Berlin,Owner,No,1.0,111,15505,0.85144,1.20088
230,230,2015,Berlin,Tenant,No,1.0,533,15505,0.90889,1.09303
231,231,2015,Brandenburg,Owner,No,1.0,244,15505,0.89242,1.13757
232,232,2015,Brandenburg,Tenant,No,1.0,341,15505,0.88979,1.15291
233,233,2015,Mecklenburg-Western Pomerania,Owner,No,1.0,109,15505,0.81431,1.20199
234,234,2015,Mecklenburg-Western Pomerania,Tenant,No,1.0,236,15505,0.86865,1.14817
235,235,2015,Saxony,Owner,No,1.0,289,15505,0.89791,1.11096
236,236,2015,Saxony,Tenant,No,1.0,586,15505,0.91084,1.08964
237,237,2015,Saxony-Anhalt,Owner,No,1.0,202,15505,0.89441,1.1523
238,238,2015,Saxony-Anhalt,Tenant,No,1.0,326,15505,0.90164,1.11997
239,239,2015,Thuringa,Owner,No,1.0,233,15505,0.87808,1.13299
240,240,2015,Thuringa,Tenant,No,1.0,334,15505,0.87187,1.12179
241,241,2016,Schleswig-Holstein,Owner,No,1.0,222,14119,0.88903,1.10703
242,242,2016,Schleswig-Holstein,Tenant,No,1.0,266,14119,0.87608,1.16097
243,243,2016,Hamburg,Owner,No,1.0,74,14119,0.81205,1.21199
244,244,2016,Hamburg,Tenant,No,1.0,188,14119,0.87213,1.15195
245,245,2016,Lower Saxony,Owner,Yes,0.07351,52,14119,0.05353,0.09442
246,246,2016,Lower Saxony,Owner,No,0.92649,641,14119,0.83166,1.00202
247,247,2016,Lower Saxony,Tenant,No,1.0,648,14119,0.9127,1.09006
248,248,2016,Bremen,Owner,No,1.0,33,14119,0.64614,1.39727
249,249,2016,Bremen,Tenant,No,1.0,70,14119,0.78134,1.2463
250,250,2016,North Rhine-Westphalia,Owner,Yes,0.04596,72,14119,0.03383,0.05874
251,251,2016,North Rhine-Westphalia,Owner,No,0.95404,1144,14119,0.89418,1.00822
252,252,2016,North Rhine-Westphalia,Tenant,No,1.0,1669,14119,0.94419,1.05976
253,253,2016,Hesse,Owner,No,1.0,410,14119,0.89735,1.0866
254,254,2016,Hesse,Tenant,No,1.0,544,14119,0.91037,1.08546
255,255,2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.09275,49,14119,0.06926,0.11639
256,256,2016,"Rhineland-Palatinate, Saarland",Owner,No,0.90725,393,14119,0.82436,1.00781
257,257,2016,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,403,14119,0.88483,1.09794
258,258,2016,Baden-Wuerttemberg,Owner,Yes,0.07729,82,14119,0.05619,0.1001
259,259,2016,Baden-Wuerttemberg,Owner,No,0.92271,771,14119,0.85891,0.98219
260,260,2016,Baden-Wuerttemberg,Tenant,No,1.0,752,14119,0.93774,1.0767
261,261,2016,Bavaria,Owner,Yes,0.05606,76,14119,0.04166,0.07245
262,262,2016,Bavaria,Owner,No,0.94394,1022,14119,0.88119,0.99675
263,263,2016,Bavaria,Tenant,No,1.0,1175,14119,0.9291,1.07166
264,264,2016,Berlin,Owner,No,1.0,107,14119,0.80793,1.19059
265,265,2016,Berlin,Tenant,No,1.0,500,14119,0.92349,1.06947
266,266,2016,Brandenburg,Owner,No,1.0,235,14119,0.86129,1.13307
267,267,2016,Brandenburg,Tenant,No,1.0,302,14119,0.85722,1.13555
268,268,2016,Mecklenburg-Western Pomerania,Owner,No,1.0,104,14119,0.81439,1.22185
269,269,2016,Mecklenburg-Western Pomerania,Tenant,No,1.0,220,14119,0.87418,1.14439
270,270,2016,Saxony,Owner,Yes,0.13887,34,14119,0.09107,0.19394
271,271,2016,Saxony,Owner,No,0.86113,270,14119,0.75921,0.96816
272,272,2016,Saxony,Tenant,No,1.0,556,14119,0.92164,1.09302
273,273,2016,Saxony-Anhalt,Owner,No,1.0,199,14119,0.85056,1.12463
274,274,2016,Saxony-Anhalt,Tenant,No,1.0,300,14119,0.88954,1.12933
275,275,2016,Thuringa,Owner,No,1.0,236,14119,0.86456,1.16809
276,276,2016,Thuringa,Tenant,No,1.0,300,14119,0.8807,1.11726
277,277,2017,Schleswig-Holstein,Owner,No,1.0,265,15418,0.89032,1.13442
278,278,2017,Schleswig-Holstein,Tenant,No,1.0,277,15418,0.83833,1.12118
279,279,2017,Hamburg,Owner,No,1.0,84,15418,0.79022,1.23597
280,280,2017,Hamburg,Tenant,No,1.0,211,15418,0.88777,1.12753
281,281,2017,Lower Saxony,Owner,Yes,0.0776,64,15418,0.05739,0.09652
282,282,2017,Lower Saxony,Owner,No,0.9224,748,15418,0.86047,0.99237
283,283,2017,Lower Saxony,Tenant,No,1.0,716,15418,0.92629,1.08813
284,284,2017,Bremen,Owner,No,1.0,42,15418,0.64501,1.33069
285,285,2017,Bremen,Tenant,No,1.0,82,15418,0.79385,1.21709
286,286,2017,North Rhine-Westphalia,Owner,Yes,0.05704,91,15418,0.04522,0.07105
287,287,2017,North Rhine-Westphalia,Owner,No,0.94296,1310,15418,0.88855,0.99662
288,288,2017,North Rhine-Westphalia,Tenant,Yes,0.01778,33,15418,0.01224,0.02351
289,289,2017,North Rhine-Westphalia,Tenant,No,0.98222,1750,15418,0.93388,1.03544
290,290,2017,Hesse,Owner,No,1.0,441,15418,0.9141,1.09519
291,291,2017,Hesse,Tenant,No,1.0,578,15418,0.91556,1.08111
292,292,2017,"Rhineland-Palatinate, Saarland",Owner,No,1.0,440,15418,0.92042,1.08337
293,293,2017,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,405,15418,0.9175,1.09466
294,294,2017,Baden-Wuerttemberg,Owner,Yes,0.10433,109,15418,0.08339,0.12852
295,295,2017,Baden-Wuerttemberg,Owner,No,0.89567,813,15418,0.83389,0.9573
296,296,2017,Baden-Wuerttemberg,Tenant,No,1.0,780,15418,0.94078,1.06446
297,297,2017,Bavaria,Owner,Yes,0.06278,101,15418,0.04715,0.07556
298,298,2017,Bavaria,Owner,No,0.93722,1093,15418,0.88174,0.99138
299,299,2017,Bavaria,Tenant,No,1.0,1279,15418,0.93487,1.06154
300,300,2017,Berlin,Owner,No,1.0,111,15418,0.83668,1.16775
301,301,2017,Berlin,Tenant,No,1.0,536,15418,0.92028,1.07724
302,302,2017,Brandenburg,Owner,No,1.0,262,15418,0.88248,1.12551
303,303,2017,Brandenburg,Tenant,No,1.0,334,15418,0.89433,1.10976
304,304,2017,Mecklenburg-Western Pomerania,Owner,No,1.0,120,15418,0.82491,1.16016
305,305,2017,Mecklenburg-Western Pomerania,Tenant,No,1.0,237,15418,0.86446,1.13828
306,306,2017,Saxony,Owner,Yes,0.11062,34,15418,0.08062,0.15456
307,307,2017,Saxony,Owner,No,0.88938,325,15418,0.78124,0.99395
308,308,2017,Saxony,Tenant,No,1.0,620,15418,0.90894,1.08153
309,309,2017,Saxony-Anhalt,Owner,No,1.0,222,15418,0.88943,1.12377
310,310,2017,Saxony-Anhalt,Tenant,No,1.0,328,15418,0.86426,1.10826
311,311,2017,Thuringa,Owner,No,1.0,256,15418,0.87622,1.12998
312,312,2017,Thuringa,Tenant,No,1.0,321,15418,0.8808,1.10511
313,313,2018,Schleswig-Holstein,Owner,No,1.0,252,15129,0.88389,1.11614
314,314,2018,Schleswig-Holstein,Tenant,No,1.0,279,15129,0.87016,1.12874
315,315,2018,Hamburg,Owner,No,1.0,77,15129,0.78885,1.23568
316,316,2018,Hamburg,Tenant,No,1.0,244,15129,0.88395,1.12811
317,317,2018,Lower Saxony,Owner,Yes,0.09054,71,15129,0.07107,0.10995
318,318,2018,Lower Saxony,Owner,No,0.90946,692,15129,0.84424,0.9846
319,319,2018,Lower Saxony,Tenant,No,1.0,703,15129,0.93276,1.07886
320,320,2018,Bremen,Owner,No,1.0,47,15129,0.66517,1.35373
321,321,2018,Bremen,Tenant,No,1.0,80,15129,0.80928,1.21393
322,322,2018,North Rhine-Westphalia,Owner,Yes,0.05434,92,15129,0.04482,0.06602
323,323,2018,North Rhine-Westphalia,Owner,No,0.94566,1245,15129,0.89041,0.99924
324,324,2018,North Rhine-Westphalia,Tenant,No,1.0,1813,15129,0.94427,1.05854
325,325,2018,Hesse,Owner,No,1.0,424,15129,0.91451,1.09783
326,326,2018,Hesse,Tenant,No,1.0,547,15129,0.89514,1.08931
327,327,2018,"Rhineland-Palatinate, Saarland",Owner,No,1.0,421,15129,0.89775,1.09915
