year,age_gr,quintil_oecd,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,Comp. time,0.05816,35,138,0.01897,0.09735
1985,17-29 y.,1st Quintile,Paid,0.08474,67,138,0.03810,0.13137
1985,17-29 y.,1st Quintile,Not compensated,0.06454,36,138,0.02340,0.10569
1985,17-29 y.,2nd Quintile,Comp. time,0.09797,45,122,0.04500,0.15094
1985,17-29 y.,2nd Quintile,Paid,0.13185,77,122,0.07156,0.19213
1985,17-29 y.,3rd Quintile,Comp. time,0.13142,63,183,0.08233,0.18050
1985,17-29 y.,3rd Quintile,Paid,0.10260,82,183,0.05851,0.14668
1985,17-29 y.,3rd Quintile,Not compensated,0.06652,38,183,0.03032,0.10272
1985,17-29 y.,4th Quintile,Comp. time,0.16371,93,298,0.12163,0.20579
1985,17-29 y.,4th Quintile,Some of both,0.06574,38,298,0.03756,0.09393
1985,17-29 y.,4th Quintile,Paid,0.17713,117,298,0.13371,0.22055
1985,17-29 y.,4th Quintile,Not compensated,0.08406,50,298,0.05250,0.11562
1985,17-29 y.,5th Quintile,Comp. time,0.17639,86,232,0.12723,0.22554
1985,17-29 y.,5th Quintile,Some of both,0.06907,34,232,0.03637,0.10177
1985,17-29 y.,5th Quintile,Paid,0.14653,77,232,0.10092,0.19213
1985,17-29 y.,5th Quintile,Not compensated,0.07315,35,232,0.03957,0.10673
1985,30-45 y.,1st Quintile,Comp. time,0.06840,34,142,0.02673,0.11006
1985,30-45 y.,1st Quintile,Paid,0.15543,108,142,0.09562,0.21523
1985,30-45 y.,2nd Quintile,Comp. time,0.10596,60,266,0.06890,0.14302
1985,30-45 y.,2nd Quintile,Paid,0.21881,168,266,0.16903,0.26859
1985,30-45 y.,2nd Quintile,Not compensated,0.07236,38,266,0.04117,0.10355
1985,30-45 y.,3rd Quintile,Comp. time,0.11376,60,245,0.07392,0.15360
1985,30-45 y.,3rd Quintile,Paid,0.19916,134,245,0.14905,0.24927
1985,30-45 y.,3rd Quintile,Not compensated,0.09388,51,245,0.05729,0.13048
1985,30-45 y.,4th Quintile,Comp. time,0.14224,78,366,0.10640,0.17807
1985,30-45 y.,4th Quintile,Some of both,0.07417,46,366,0.04729,0.10106
1985,30-45 y.,4th Quintile,Paid,0.19487,143,366,0.15423,0.23550
1985,30-45 y.,4th Quintile,Not compensated,0.17651,99,366,0.13739,0.21562
1985,30-45 y.,5th Quintile,Comp. time,0.16206,106,417,0.12664,0.19747
1985,30-45 y.,5th Quintile,Some of both,0.07199,48,417,0.04715,0.09683
1985,30-45 y.,5th Quintile,Paid,0.11059,88,417,0.08045,0.14073
1985,30-45 y.,5th Quintile,Not compensated,0.25326,175,417,0.21147,0.29505
1985,46-65 y.,1st Quintile,Paid,0.06039,53,53,-0.00436,0.12514
1985,46-65 y.,2nd Quintile,Paid,0.10900,71,71,0.03600,0.18201
1985,46-65 y.,3rd Quintile,Comp. time,0.09532,58,220,0.05642,0.13421
1985,46-65 y.,3rd Quintile,Paid,0.12646,108,220,0.08244,0.17048
1985,46-65 y.,3rd Quintile,Not compensated,0.09081,54,220,0.05276,0.12887
1985,46-65 y.,4th Quintile,Comp. time,0.09731,62,224,0.05841,0.13621
1985,46-65 y.,4th Quintile,Paid,0.13108,99,224,0.08678,0.17537
1985,46-65 y.,4th Quintile,Not compensated,0.09815,63,224,0.05910,0.13720
1985,46-65 y.,5th Quintile,Comp. time,0.10600,75,373,0.07472,0.13728
1985,46-65 y.,5th Quintile,Some of both,0.03912,32,373,0.01942,0.05882
1985,46-65 y.,5th Quintile,Paid,0.09596,89,373,0.06602,0.12589
1985,46-65 y.,5th Quintile,Not compensated,0.23639,177,373,0.19322,0.27957
1986,17-29 y.,1st Quintile,Paid,0.10296,69,69,0.03073,0.17520
1986,17-29 y.,2nd Quintile,Comp. time,0.10503,48,126,0.05128,0.15878
1986,17-29 y.,2nd Quintile,Paid,0.13633,78,126,0.07617,0.19648
1986,17-29 y.,3rd Quintile,Comp. time,0.14026,70,170,0.08791,0.19262
1986,17-29 y.,3rd Quintile,Paid,0.13882,100,170,0.08669,0.19095
1986,17-29 y.,4th Quintile,Comp. time,0.18067,99,306,0.13749,0.22385
1986,17-29 y.,4th Quintile,Some of both,0.07819,47,306,0.04806,0.10831
1986,17-29 y.,4th Quintile,Paid,0.16721,111,306,0.12533,0.20909
1986,17-29 y.,4th Quintile,Not compensated,0.08085,49,306,0.05025,0.11144
1986,17-29 y.,5th Quintile,Comp. time,0.15139,73,242,0.10614,0.19665
1986,17-29 y.,5th Quintile,Some of both,0.07725,34,242,0.04354,0.11096
1986,17-29 y.,5th Quintile,Paid,0.17850,92,242,0.13015,0.22685
1986,17-29 y.,5th Quintile,Not compensated,0.07481,43,242,0.04159,0.10802
1986,30-45 y.,1st Quintile,Paid,0.16630,105,105,0.09474,0.23786
1986,30-45 y.,2nd Quintile,Comp. time,0.13171,70,220,0.08692,0.17650
1986,30-45 y.,2nd Quintile,Paid,0.20465,150,220,0.15121,0.25808
1986,30-45 y.,3rd Quintile,Comp. time,0.16925,90,305,0.12710,0.21140
1986,30-45 y.,3rd Quintile,Some of both,0.05103,36,305,0.02629,0.07577
1986,30-45 y.,3rd Quintile,Paid,0.18119,126,305,0.13789,0.22449
1986,30-45 y.,3rd Quintile,Not compensated,0.09299,53,305,0.06034,0.12564
1986,30-45 y.,4th Quintile,Comp. time,0.18424,95,317,0.14150,0.22699
1986,30-45 y.,4th Quintile,Some of both,0.07420,41,317,0.04530,0.10310
1986,30-45 y.,4th Quintile,Paid,0.17702,116,317,0.13494,0.21910
1986,30-45 y.,4th Quintile,Not compensated,0.11922,65,317,0.08349,0.15495
1986,30-45 y.,5th Quintile,Comp. time,0.16683,110,352,0.12782,0.20583
1986,30-45 y.,5th Quintile,Some of both,0.06335,41,352,0.03786,0.08883
1986,30-45 y.,5th Quintile,Paid,0.11308,82,352,0.07995,0.14621
1986,30-45 y.,5th Quintile,Not compensated,0.19445,119,352,0.15304,0.23585
1986,46-65 y.,1st Quintile,Paid,0.06447,57,57,0.00015,0.12879
1986,46-65 y.,2nd Quintile,Paid,0.11761,81,81,0.04702,0.18821
1986,46-65 y.,3rd Quintile,Comp. time,0.08805,52,190,0.04765,0.12845
1986,46-65 y.,3rd Quintile,Paid,0.14487,105,190,0.09469,0.19505
1986,46-65 y.,3rd Quintile,Not compensated,0.05730,33,190,0.02417,0.09044
1986,46-65 y.,4th Quintile,Comp. time,0.11555,77,257,0.07639,0.15472
1986,46-65 y.,4th Quintile,Paid,0.16102,133,257,0.11599,0.20604
1986,46-65 y.,4th Quintile,Not compensated,0.07147,47,257,0.03991,0.10303
1986,46-65 y.,5th Quintile,Comp. time,0.11086,79,278,0.07389,0.14783
1986,46-65 y.,5th Quintile,Paid,0.08331,76,278,0.05076,0.11585
1986,46-65 y.,5th Quintile,Not compensated,0.16822,123,278,0.12417,0.21227
1988,17-29 y.,1st Quintile,Comp. time,0.09135,44,127,0.04104,0.14165
1988,17-29 y.,1st Quintile,Paid,0.10886,83,127,0.05448,0.16325
1988,17-29 y.,2nd Quintile,Comp. time,0.13235,61,171,0.08141,0.18329
1988,17-29 y.,2nd Quintile,Paid,0.12406,79,171,0.07451,0.17362
1988,17-29 y.,2nd Quintile,Not compensated,0.06536,31,171,0.02820,0.10251
1988,17-29 y.,3rd Quintile,Comp. time,0.16566,83,216,0.11597,0.21536
1988,17-29 y.,3rd Quintile,Paid,0.14260,91,216,0.09586,0.18934
1988,17-29 y.,3rd Quintile,Not compensated,0.06942,42,216,0.03544,0.10339
1988,17-29 y.,4th Quintile,Comp. time,0.17869,92,261,0.13212,0.22525
1988,17-29 y.,4th Quintile,Some of both,0.07838,43,261,0.04571,0.11106
1988,17-29 y.,4th Quintile,Paid,0.15536,94,261,0.11133,0.19940
1988,17-29 y.,4th Quintile,Not compensated,0.07257,32,261,0.04103,0.10410
1988,17-29 y.,5th Quintile,Comp. time,0.19175,75,227,0.14043,0.24308
1988,17-29 y.,5th Quintile,Some of both,0.07977,34,227,0.04445,0.11510
1988,17-29 y.,5th Quintile,Paid,0.20242,86,227,0.15004,0.25481
1988,17-29 y.,5th Quintile,Not compensated,0.08242,32,227,0.04657,0.11827
1988,30-45 y.,1st Quintile,Comp. time,0.07602,32,133,0.03081,0.12123
1988,30-45 y.,1st Quintile,Paid,0.16757,101,133,0.10386,0.23129
1988,30-45 y.,2nd Quintile,Comp. time,0.16172,81,264,0.11722,0.20622
1988,30-45 y.,2nd Quintile,Some of both,0.06049,36,264,0.03168,0.08930
1988,30-45 y.,2nd Quintile,Paid,0.20147,147,264,0.15299,0.24994
1988,30-45 y.,3rd Quintile,Comp. time,0.15342,78,280,0.11113,0.19571
1988,30-45 y.,3rd Quintile,Some of both,0.06301,36,280,0.03450,0.09153
1988,30-45 y.,3rd Quintile,Paid,0.20178,135,280,0.15468,0.24887
1988,30-45 y.,3rd Quintile,Not compensated,0.06044,31,280,0.03248,0.08840
1988,30-45 y.,4th Quintile,Comp. time,0.15621,77,260,0.11200,0.20043
1988,30-45 y.,4th Quintile,Paid,0.21274,123,260,0.16290,0.26258
1988,30-45 y.,4th Quintile,Not compensated,0.13345,60,260,0.09203,0.17486
1988,30-45 y.,5th Quintile,Comp. time,0.16654,102,341,0.12694,0.20614
1988,30-45 y.,5th Quintile,Some of both,0.08236,45,341,0.05314,0.11158
1988,30-45 y.,5th Quintile,Paid,0.11660,79,341,0.08248,0.15071
1988,30-45 y.,5th Quintile,Not compensated,0.21384,115,341,0.17026,0.25743
1988,46-65 y.,1st Quintile,Paid,0.06260,51,51,-0.00454,0.12975
1988,46-65 y.,2nd Quintile,Comp. time,0.10031,40,119,0.04611,0.15452
1988,46-65 y.,2nd Quintile,Paid,0.11426,79,119,0.05686,0.17166
1988,46-65 y.,3rd Quintile,Comp. time,0.09426,55,185,0.05204,0.13648
1988,46-65 y.,3rd Quintile,Paid,0.12874,96,185,0.08034,0.17713
1988,46-65 y.,3rd Quintile,Not compensated,0.06048,34,185,0.02604,0.09492
1988,46-65 y.,4th Quintile,Comp. time,0.13274,90,279,0.09286,0.17263
1988,46-65 y.,4th Quintile,Some of both,0.05554,36,279,0.02862,0.08246
1988,46-65 y.,4th Quintile,Paid,0.12643,104,279,0.08737,0.16550
1988,46-65 y.,4th Quintile,Not compensated,0.07215,49,279,0.04173,0.10257
1988,46-65 y.,5th Quintile,Comp. time,0.13158,89,302,0.09339,0.16976
1988,46-65 y.,5th Quintile,Some of both,0.05671,37,302,0.03058,0.08284
1988,46-65 y.,5th Quintile,Paid,0.09774,78,302,0.06419,0.13129
1988,46-65 y.,5th Quintile,Not compensated,0.14530,98,302,0.10549,0.18511
1989,17-29 y.,1st Quintile,Comp. time,0.07006,42,119,0.02400,0.11611
1989,17-29 y.,1st Quintile,Paid,0.09133,77,119,0.03935,0.14331
1989,17-29 y.,2nd Quintile,Comp. time,0.15196,67,190,0.10078,0.20314
1989,17-29 y.,2nd Quintile,Some of both,0.05685,34,190,0.02384,0.08986
1989,17-29 y.,2nd Quintile,Paid,0.14889,89,190,0.09814,0.19964
1989,17-29 y.,3rd Quintile,Comp. time,0.13743,60,203,0.08995,0.18491
1989,17-29 y.,3rd Quintile,Paid,0.20220,108,203,0.14681,0.25758
1989,17-29 y.,3rd Quintile,Not compensated,0.05899,35,203,0.02650,0.09148
1989,17-29 y.,4th Quintile,Comp. time,0.20712,116,327,0.16313,0.25111
1989,17-29 y.,4th Quintile,Some of both,0.07877,50,327,0.04953,0.10801
1989,17-29 y.,4th Quintile,Paid,0.17409,123,327,0.13293,0.21526
1989,17-29 y.,4th Quintile,Not compensated,0.08066,38,327,0.05110,0.11022
1989,17-29 y.,5th Quintile,Comp. time,0.17964,69,215,0.12821,0.23108
1989,17-29 y.,5th Quintile,Some of both,0.08207,38,215,0.04530,0.11884
1989,17-29 y.,5th Quintile,Paid,0.19625,73,215,0.14304,0.24946
1989,17-29 y.,5th Quintile,Not compensated,0.09462,35,215,0.05541,0.13384
1989,30-45 y.,1st Quintile,Comp. time,0.08747,40,148,0.04180,0.13314
1989,30-45 y.,1st Quintile,Paid,0.19840,108,148,0.13393,0.26287
1989,30-45 y.,2nd Quintile,Comp. time,0.14547,72,259,0.10245,0.18849
1989,30-45 y.,2nd Quintile,Some of both,0.09131,53,259,0.05616,0.12646
1989,30-45 y.,2nd Quintile,Paid,0.20184,134,259,0.15286,0.25082
1989,30-45 y.,3rd Quintile,Comp. time,0.16345,84,328,0.12337,0.20352
1989,30-45 y.,3rd Quintile,Some of both,0.10785,53,328,0.07423,0.14147
1989,30-45 y.,3rd Quintile,Paid,0.24904,160,328,0.20217,0.29592
1989,30-45 y.,3rd Quintile,Not compensated,0.05622,31,328,0.03125,0.08119
1989,30-45 y.,4th Quintile,Comp. time,0.19344,94,294,0.14821,0.23867
1989,30-45 y.,4th Quintile,Some of both,0.09642,42,294,0.06262,0.13022
1989,30-45 y.,4th Quintile,Paid,0.19992,112,294,0.15413,0.24572
1989,30-45 y.,4th Quintile,Not compensated,0.09941,46,294,0.06515,0.13367
1989,30-45 y.,5th Quintile,Comp. time,0.19038,110,353,0.14937,0.23140
1989,30-45 y.,5th Quintile,Some of both,0.09784,55,353,0.06680,0.12888
1989,30-45 y.,5th Quintile,Paid,0.12743,76,353,0.09260,0.16227
1989,30-45 y.,5th Quintile,Not compensated,0.20805,112,353,0.16565,0.25046
1989,46-65 y.,1st Quintile,Paid,0.06804,50,50,-0.00247,0.13855
1989,46-65 y.,2nd Quintile,Comp. time,0.09161,39,118,0.03934,0.14388
1989,46-65 y.,2nd Quintile,Paid,0.10865,79,118,0.05226,0.16504
1989,46-65 y.,3rd Quintile,Comp. time,0.12246,60,161,0.07166,0.17325
1989,46-65 y.,3rd Quintile,Paid,0.15271,101,161,0.09697,0.20845
1989,46-65 y.,4th Quintile,Comp. time,0.12501,77,302,0.08765,0.16237
1989,46-65 y.,4th Quintile,Some of both,0.07608,46,302,0.04613,0.10603
1989,46-65 y.,4th Quintile,Paid,0.15092,134,302,0.11048,0.19136
1989,46-65 y.,4th Quintile,Not compensated,0.07791,45,302,0.04763,0.10819
1989,46-65 y.,5th Quintile,Comp. time,0.15332,93,322,0.11391,0.19274
1989,46-65 y.,5th Quintile,Some of both,0.05768,35,322,0.03218,0.08319
1989,46-65 y.,5th Quintile,Paid,0.11187,84,322,0.07738,0.14635
1989,46-65 y.,5th Quintile,Not compensated,0.18397,110,322,0.14159,0.22636
1990,17-29 y.,1st Quintile,Comp. time,0.08575,41,108,0.03269,0.13880
1990,17-29 y.,1st Quintile,Paid,0.09774,67,108,0.04147,0.15401
1990,17-29 y.,2nd Quintile,Comp. time,0.12816,57,166,0.07716,0.17917
1990,17-29 y.,2nd Quintile,Paid,0.17310,109,166,0.11537,0.23083
1990,17-29 y.,3rd Quintile,Comp. time,0.19045,86,230,0.13960,0.24131
1990,17-29 y.,3rd Quintile,Some of both,0.05205,36,230,0.02328,0.08082
1990,17-29 y.,3rd Quintile,Paid,0.19036,108,230,0.13951,0.24121
1990,17-29 y.,4th Quintile,Comp. time,0.21386,119,335,0.16988,0.25783
1990,17-29 y.,4th Quintile,Some of both,0.09759,62,335,0.06576,0.12941
1990,17-29 y.,4th Quintile,Paid,0.18184,117,335,0.14047,0.22321
1990,17-29 y.,4th Quintile,Not compensated,0.08635,37,335,0.05623,0.11647
1990,17-29 y.,5th Quintile,Comp. time,0.16832,74,190,0.11497,0.22166
1990,17-29 y.,5th Quintile,Some of both,0.10037,42,190,0.05753,0.14322
1990,17-29 y.,5th Quintile,Paid,0.18651,74,190,0.13097,0.24204
1990,30-45 y.,1st Quintile,Paid,0.19775,113,113,0.12399,0.27152
1990,30-45 y.,2nd Quintile,Comp. time,0.17541,86,283,0.13102,0.21980
1990,30-45 y.,2nd Quintile,Some of both,0.07594,45,283,0.04502,0.10686
1990,30-45 y.,2nd Quintile,Paid,0.22243,152,283,0.17389,0.27097
1990,30-45 y.,3rd Quintile,Comp. time,0.17131,84,270,0.12629,0.21634
1990,30-45 y.,3rd Quintile,Some of both,0.11216,56,270,0.07445,0.14987
1990,30-45 y.,3rd Quintile,Paid,0.20256,130,270,0.15453,0.25059
1990,30-45 y.,4th Quintile,Comp. time,0.20300,89,275,0.15537,0.25063
1990,30-45 y.,4th Quintile,Some of both,0.09175,39,275,0.05757,0.12593
1990,30-45 y.,4th Quintile,Paid,0.18951,103,275,0.14311,0.23592
1990,30-45 y.,4th Quintile,Not compensated,0.10738,44,275,0.07072,0.14404
1990,30-45 y.,5th Quintile,Comp. time,0.21020,113,336,0.16657,0.25383
1990,30-45 y.,5th Quintile,Some of both,0.09495,53,336,0.06356,0.12634
1990,30-45 y.,5th Quintile,Paid,0.10409,67,336,0.07139,0.13679
1990,30-45 y.,5th Quintile,Not compensated,0.18821,103,336,0.14635,0.23007
1990,46-65 y.,1st Quintile,Paid,0.09690,59,59,0.02077,0.17303
1990,46-65 y.,2nd Quintile,Comp. time,0.08889,36,109,0.03522,0.14257
1990,46-65 y.,2nd Quintile,Paid,0.13570,73,109,0.07111,0.20029
1990,46-65 y.,3rd Quintile,Comp. time,0.13080,63,174,0.08056,0.18105
1990,46-65 y.,3rd Quintile,Paid,0.16230,111,174,0.10735,0.21724
1990,46-65 y.,4th Quintile,Comp. time,0.17224,93,268,0.12695,0.21754
1990,46-65 y.,4th Quintile,Some of both,0.06720,47,268,0.03717,0.09724
1990,46-65 y.,4th Quintile,Paid,0.18083,128,268,0.13466,0.22699
1990,46-65 y.,5th Quintile,Comp. time,0.14026,85,308,0.10141,0.17910
1990,46-65 y.,5th Quintile,Some of both,0.05152,34,308,0.02680,0.07625
1990,46-65 y.,5th Quintile,Paid,0.09159,73,308,0.05932,0.12385
1990,46-65 y.,5th Quintile,Not compensated,0.18734,116,308,0.14369,0.23099
1991,17-29 y.,1st Quintile,Comp. time,0.11297,46,144,0.06109,0.16486
1991,17-29 y.,1st Quintile,Paid,0.14620,98,144,0.08829,0.20410
1991,17-29 y.,2nd Quintile,Comp. time,0.14336,67,199,0.09454,0.19217
1991,17-29 y.,2nd Quintile,Some of both,0.07631,32,199,0.03933,0.11329
1991,17-29 y.,2nd Quintile,Paid,0.14922,100,199,0.09959,0.19886
1991,17-29 y.,3rd Quintile,Comp. time,0.17257,83,217,0.12217,0.22296
1991,17-29 y.,3rd Quintile,Some of both,0.06650,40,217,0.03327,0.09973
1991,17-29 y.,3rd Quintile,Paid,0.17495,94,217,0.12428,0.22562
1991,17-29 y.,4th Quintile,Comp. time,0.23892,127,300,0.19058,0.28725
1991,17-29 y.,4th Quintile,Some of both,0.10328,58,300,0.06878,0.13777
1991,17-29 y.,4th Quintile,Paid,0.19210,115,300,0.14744,0.23675
1991,17-29 y.,5th Quintile,Comp. time,0.17930,82,215,0.12791,0.23070
1991,17-29 y.,5th Quintile,Some of both,0.09942,42,215,0.05933,0.13951
1991,17-29 y.,5th Quintile,Paid,0.21977,91,215,0.16429,0.27525
1991,30-45 y.,1st Quintile,Paid,0.22140,101,101,0.14002,0.30278
1991,30-45 y.,2nd Quintile,Comp. time,0.16217,91,301,0.12046,0.20388
1991,30-45 y.,2nd Quintile,Some of both,0.06522,36,301,0.03728,0.09316
1991,30-45 y.,2nd Quintile,Paid,0.24112,174,301,0.19272,0.28953
1991,30-45 y.,3rd Quintile,Comp. time,0.17630,85,302,0.13325,0.21935
1991,30-45 y.,3rd Quintile,Some of both,0.09035,57,302,0.05796,0.12273
1991,30-45 y.,3rd Quintile,Paid,0.23178,160,302,0.18411,0.27945
1991,30-45 y.,4th Quintile,Comp. time,0.24477,107,321,0.19766,0.29188
1991,30-45 y.,4th Quintile,Some of both,0.08741,47,321,0.05646,0.11835
1991,30-45 y.,4th Quintile,Paid,0.21998,120,321,0.17460,0.26537
1991,30-45 y.,4th Quintile,Not compensated,0.10576,47,321,0.07207,0.13946
1991,30-45 y.,5th Quintile,Comp. time,0.21299,134,372,0.17133,0.25465
1991,30-45 y.,5th Quintile,Some of both,0.11444,62,372,0.08205,0.14684
1991,30-45 y.,5th Quintile,Paid,0.14586,87,372,0.10995,0.18178
1991,30-45 y.,5th Quintile,Not compensated,0.15239,89,372,0.11582,0.18896
1991,46-65 y.,1st Quintile,Paid,0.08797,50,50,0.00866,0.16729
1991,46-65 y.,2nd Quintile,Comp. time,0.07239,32,120,0.02583,0.11895
1991,46-65 y.,2nd Quintile,Paid,0.15603,88,120,0.09083,0.22123
1991,46-65 y.,3rd Quintile,Comp. time,0.15677,75,179,0.10335,0.21018
1991,46-65 y.,3rd Quintile,Paid,0.15357,104,179,0.10060,0.20653
1991,46-65 y.,4th Quintile,Comp. time,0.15314,88,314,0.11325,0.19304
1991,46-65 y.,4th Quintile,Some of both,0.06635,45,314,0.03878,0.09393
1991,46-65 y.,4th Quintile,Paid,0.18420,135,314,0.14125,0.22714
1991,46-65 y.,4th Quintile,Not compensated,0.07729,46,314,0.04770,0.10687
1991,46-65 y.,5th Quintile,Comp. time,0.14431,95,339,0.10685,0.18177
1991,46-65 y.,5th Quintile,Some of both,0.07861,49,339,0.04992,0.10730
1991,46-65 y.,5th Quintile,Paid,0.11629,95,339,0.08212,0.15047
1991,46-65 y.,5th Quintile,Not compensated,0.17645,100,339,0.13581,0.21709
1992,17-29 y.,1st Quintile,Comp. time,0.12260,81,197,0.07668,0.16852
1992,17-29 y.,1st Quintile,Some of both,0.05246,33,197,0.02125,0.08368
1992,17-29 y.,1st Quintile,Paid,0.11618,83,197,0.07132,0.16104
1992,17-29 y.,2nd Quintile,Comp. time,0.15141,102,301,0.11085,0.19197
1992,17-29 y.,2nd Quintile,Some of both,0.07792,48,301,0.04759,0.10825
1992,17-29 y.,2nd Quintile,Paid,0.13430,119,301,0.09572,0.17289
1992,17-29 y.,2nd Quintile,Not compensated,0.05035,32,301,0.02561,0.07510
1992,17-29 y.,3rd Quintile,Comp. time,0.17266,115,324,0.13145,0.21388
1992,17-29 y.,3rd Quintile,Some of both,0.05756,42,324,0.03216,0.08296
1992,17-29 y.,3rd Quintile,Paid,0.16803,131,324,0.12725,0.20880
1992,17-29 y.,3rd Quintile,Not compensated,0.04720,36,324,0.02407,0.07033
1992,17-29 y.,4th Quintile,Comp. time,0.21558,143,358,0.17292,0.25824
1992,17-29 y.,4th Quintile,Some of both,0.11346,78,358,0.08056,0.14636
1992,17-29 y.,4th Quintile,Paid,0.18657,137,358,0.14616,0.22699
1992,17-29 y.,5th Quintile,Comp. time,0.22412,126,327,0.17885,0.26939
1992,17-29 y.,5th Quintile,Some of both,0.11796,66,327,0.08294,0.15297
1992,17-29 y.,5th Quintile,Paid,0.17267,101,327,0.13164,0.21370
1992,17-29 y.,5th Quintile,Not compensated,0.06824,34,327,0.04087,0.09562
1992,30-45 y.,1st Quintile,Comp. time,0.12357,121,359,0.08948,0.15766
1992,30-45 y.,1st Quintile,Some of both,0.08161,69,359,0.05325,0.10997
1992,30-45 y.,1st Quintile,Paid,0.15895,131,359,0.12107,0.19682
1992,30-45 y.,1st Quintile,Not compensated,0.04283,38,359,0.02186,0.06381
1992,30-45 y.,2nd Quintile,Comp. time,0.19594,203,562,0.16310,0.22879
1992,30-45 y.,2nd Quintile,Some of both,0.09585,103,562,0.07149,0.12021
1992,30-45 y.,2nd Quintile,Paid,0.20486,195,562,0.17146,0.23826
1992,30-45 y.,2nd Quintile,Not compensated,0.04833,61,562,0.03059,0.06608
1992,30-45 y.,3rd Quintile,Comp. time,0.19844,177,528,0.16439,0.23249
1992,30-45 y.,3rd Quintile,Some of both,0.09899,87,528,0.07349,0.12449
1992,30-45 y.,3rd Quintile,Paid,0.21631,194,528,0.18116,0.25147
