year,age_gr,bula_h,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,Baden-Wuerttemberg,Not compensated,0.16117,83,306,0.11990,0.20243
1984,30-45 y.,Bavaria,Comp. time,0.16137,99,326,0.12137,0.20136
1984,30-45 y.,Bavaria,Some of both,0.05546,33,326,0.03057,0.08034
1984,30-45 y.,Bavaria,Paid,0.14441,118,326,0.10620,0.18263
1984,30-45 y.,Bavaria,Not compensated,0.13788,76,326,0.10039,0.17536
1984,30-45 y.,Berlin,Paid,0.19528,31,31,0.05343,0.33714
1984,46-65 y.,Lower Saxony,Comp. time,0.10276,33,121,0.04843,0.15709
1984,46-65 y.,Lower Saxony,Paid,0.13180,52,121,0.07128,0.19233
1984,46-65 y.,Lower Saxony,Not compensated,0.10350,36,121,0.04900,0.15800
1984,46-65 y.,North Rhine-Westphalia,Comp. time,0.06563,56,323,0.03859,0.09268
1984,46-65 y.,North Rhine-Westphalia,Some of both,0.03454,31,323,0.01460,0.05449
1984,46-65 y.,North Rhine-Westphalia,Paid,0.11980,148,323,0.08433,0.15527
1984,46-65 y.,North Rhine-Westphalia,Not compensated,0.10854,88,323,0.07456,0.14251
1984,46-65 y.,Hesse,Comp. time,0.10689,37,135,0.05457,0.15920
1984,46-65 y.,Hesse,Paid,0.12746,60,135,0.07099,0.18393
1984,46-65 y.,Hesse,Not compensated,0.10780,38,135,0.05529,0.16031
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.11249,38,38,0.01068,0.21430
1984,46-65 y.,Baden-Wuerttemberg,Comp. time,0.08968,41,208,0.05076,0.12861
1984,46-65 y.,Baden-Wuerttemberg,Paid,0.14507,109,208,0.09710,0.19305
1984,46-65 y.,Baden-Wuerttemberg,Not compensated,0.11920,58,208,0.07506,0.16334
1984,46-65 y.,Bavaria,Comp. time,0.09578,54,204,0.05529,0.13626
1984,46-65 y.,Bavaria,Paid,0.10075,78,204,0.05934,0.14216
1984,46-65 y.,Bavaria,Not compensated,0.13192,72,204,0.08537,0.17847
1985,17-29 y.,Lower Saxony,Comp. time,0.13720,37,37,0.02481,0.24959
1985,17-29 y.,North Rhine-Westphalia,Comp. time,0.13174,89,285,0.09240,0.17107
1985,17-29 y.,North Rhine-Westphalia,Some of both,0.04349,33,285,0.01977,0.06721
1985,17-29 y.,North Rhine-Westphalia,Paid,0.12165,119,285,0.08364,0.15967
1985,17-29 y.,North Rhine-Westphalia,Not compensated,0.06163,44,285,0.03366,0.08960
1985,17-29 y.,Hesse,Paid,0.10658,42,42,0.01213,0.20104
1985,17-29 y.,Baden-Wuerttemberg,Comp. time,0.10523,50,184,0.06077,0.14968
1985,17-29 y.,Baden-Wuerttemberg,Some of both,0.06705,35,184,0.03081,0.10329
1985,17-29 y.,Baden-Wuerttemberg,Paid,0.15670,99,184,0.10403,0.20937
1985,17-29 y.,Bavaria,Comp. time,0.14259,67,177,0.09093,0.19425
1985,17-29 y.,Bavaria,Paid,0.12911,67,177,0.07957,0.17866
1985,17-29 y.,Bavaria,Not compensated,0.08713,43,177,0.04547,0.12880
1985,30-45 y.,Schleswig-Holstein,Paid,0.26042,35,35,0.11290,0.40794
1985,30-45 y.,Lower Saxony,Comp. time,0.15001,47,146,0.09189,0.20813
1985,30-45 y.,Lower Saxony,Paid,0.15487,53,146,0.09599,0.21376
1985,30-45 y.,Lower Saxony,Not compensated,0.15220,46,146,0.09373,0.21067
1985,30-45 y.,North Rhine-Westphalia,Comp. time,0.08837,71,421,0.06123,0.11552
1985,30-45 y.,North Rhine-Westphalia,Some of both,0.04955,43,421,0.02880,0.07031
1985,30-45 y.,North Rhine-Westphalia,Paid,0.18992,202,421,0.15241,0.22743
1985,30-45 y.,North Rhine-Westphalia,Not compensated,0.12653,105,421,0.09474,0.15833
1985,30-45 y.,Hesse,Comp. time,0.15820,37,143,0.09818,0.21823
1985,30-45 y.,Hesse,Paid,0.17528,66,143,0.11274,0.23782
1985,30-45 y.,Hesse,Not compensated,0.17262,40,143,0.11046,0.23477
1985,30-45 y.,Baden-Wuerttemberg,Comp. time,0.08481,40,230,0.04872,0.12089
1985,30-45 y.,Baden-Wuerttemberg,Paid,0.18226,122,230,0.13226,0.23226
1985,30-45 y.,Baden-Wuerttemberg,Not compensated,0.15043,68,230,0.10413,0.19673
1985,30-45 y.,Bavaria,Comp. time,0.16495,84,252,0.11904,0.21087
1985,30-45 y.,Bavaria,Paid,0.13174,95,252,0.08989,0.17358
1985,30-45 y.,Bavaria,Not compensated,0.14740,73,252,0.10354,0.19125
1985,46-65 y.,Lower Saxony,Paid,0.12610,43,78,0.05195,0.20025
1985,46-65 y.,Lower Saxony,Not compensated,0.10762,35,78,0.03840,0.17684
1985,46-65 y.,North Rhine-Westphalia,Comp. time,0.07313,55,256,0.04118,0.10509
1985,46-65 y.,North Rhine-Westphalia,Paid,0.09270,110,256,0.05711,0.12830
1985,46-65 y.,North Rhine-Westphalia,Not compensated,0.12277,91,256,0.08249,0.16305
1985,46-65 y.,Hesse,Comp. time,0.10570,31,106,0.04689,0.16451
1985,46-65 y.,Hesse,Paid,0.08521,37,106,0.03181,0.13861
1985,46-65 y.,Hesse,Not compensated,0.11350,38,106,0.05283,0.17418
1985,46-65 y.,Baden-Wuerttemberg,Comp. time,0.09018,42,204,0.05078,0.12959
1985,46-65 y.,Baden-Wuerttemberg,Paid,0.14165,96,204,0.09368,0.18961
1985,46-65 y.,Baden-Wuerttemberg,Not compensated,0.14169,66,204,0.09372,0.18966
1985,46-65 y.,Bavaria,Comp. time,0.06819,41,174,0.03063,0.10576
1985,46-65 y.,Bavaria,Paid,0.09678,64,174,0.05272,0.14084
1985,46-65 y.,Bavaria,Not compensated,0.13343,69,174,0.08276,0.18410
1986,17-29 y.,Lower Saxony,Comp. time,0.16566,46,89,0.08798,0.24334
1986,17-29 y.,Lower Saxony,Paid,0.12415,43,89,0.05525,0.19305
1986,17-29 y.,North Rhine-Westphalia,Comp. time,0.11171,71,252,0.07274,0.15068
1986,17-29 y.,North Rhine-Westphalia,Some of both,0.04143,31,252,0.01677,0.06608
1986,17-29 y.,North Rhine-Westphalia,Paid,0.13302,114,252,0.09101,0.17503
1986,17-29 y.,North Rhine-Westphalia,Not compensated,0.05093,36,252,0.02373,0.07812
1986,17-29 y.,Hesse,Paid,0.14805,49,49,0.04757,0.24852
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.16107,35,35,0.03750,0.28463
1986,17-29 y.,Baden-Wuerttemberg,Comp. time,0.10903,54,193,0.06494,0.15312
1986,17-29 y.,Baden-Wuerttemberg,Paid,0.16562,108,193,0.11303,0.21820
1986,17-29 y.,Baden-Wuerttemberg,Not compensated,0.06206,31,193,0.02793,0.09619
1986,17-29 y.,Bavaria,Comp. time,0.15968,75,134,0.09743,0.22194
1986,17-29 y.,Bavaria,Paid,0.13705,59,134,0.07861,0.19550
1986,30-45 y.,Lower Saxony,Comp. time,0.17446,53,135,0.11020,0.23871
1986,30-45 y.,Lower Saxony,Paid,0.17154,50,135,0.10771,0.23537
1986,30-45 y.,Lower Saxony,Not compensated,0.10532,32,135,0.05334,0.15729
1986,30-45 y.,North Rhine-Westphalia,Comp. time,0.11278,87,377,0.08081,0.14476
1986,30-45 y.,North Rhine-Westphalia,Some of both,0.04237,34,377,0.02201,0.06273
1986,30-45 y.,North Rhine-Westphalia,Paid,0.17604,179,377,0.13754,0.21453
1986,30-45 y.,North Rhine-Westphalia,Not compensated,0.10459,77,377,0.07366,0.13553
1986,30-45 y.,Hesse,Comp. time,0.20117,45,100,0.12220,0.28014
1986,30-45 y.,Hesse,Paid,0.16519,55,100,0.09204,0.23834
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.20162,33,33,0.06261,0.34063
1986,30-45 y.,Baden-Wuerttemberg,Comp. time,0.10548,51,227,0.06544,0.14553
1986,30-45 y.,Baden-Wuerttemberg,Paid,0.17538,125,227,0.12580,0.22496
1986,30-45 y.,Baden-Wuerttemberg,Not compensated,0.12199,51,227,0.07932,0.16466
1986,30-45 y.,Bavaria,Comp. time,0.19871,97,261,0.15021,0.24722
1986,30-45 y.,Bavaria,Some of both,0.05702,33,261,0.02883,0.08520
1986,30-45 y.,Bavaria,Paid,0.12756,81,261,0.08701,0.16811
1986,30-45 y.,Bavaria,Not compensated,0.11044,50,261,0.07234,0.14854
1986,46-65 y.,Lower Saxony,Paid,0.11954,42,42,0.02024,0.21885
1986,46-65 y.,North Rhine-Westphalia,Comp. time,0.06596,53,236,0.03423,0.09770
1986,46-65 y.,North Rhine-Westphalia,Paid,0.09651,118,236,0.05875,0.13426
1986,46-65 y.,North Rhine-Westphalia,Not compensated,0.08121,65,236,0.04629,0.11614
1986,46-65 y.,Hesse,Comp. time,0.12026,33,74,0.04564,0.19487
1986,46-65 y.,Hesse,Paid,0.10198,41,74,0.03256,0.17141
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.13773,39,39,0.02816,0.24731
1986,46-65 y.,Baden-Wuerttemberg,Comp. time,0.09508,42,191,0.05337,0.13678
1986,46-65 y.,Baden-Wuerttemberg,Paid,0.15141,107,191,0.10044,0.20237
1986,46-65 y.,Baden-Wuerttemberg,Not compensated,0.08805,42,191,0.04776,0.12835
1986,46-65 y.,Bavaria,Comp. time,0.08436,47,143,0.03865,0.13007
1986,46-65 y.,Bavaria,Paid,0.08675,58,143,0.04045,0.13305
1986,46-65 y.,Bavaria,Not compensated,0.07211,38,143,0.02957,0.11466
1988,17-29 y.,Lower Saxony,Comp. time,0.18615,50,95,0.10747,0.26484
1988,17-29 y.,Lower Saxony,Paid,0.13237,45,95,0.06386,0.20088
1988,17-29 y.,North Rhine-Westphalia,Comp. time,0.15021,88,238,0.10472,0.19570
1988,17-29 y.,North Rhine-Westphalia,Paid,0.13168,118,238,0.08863,0.17473
1988,17-29 y.,North Rhine-Westphalia,Not compensated,0.04617,32,238,0.01945,0.07289
1988,17-29 y.,Hesse,Paid,0.14628,37,37,0.03084,0.26172
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.19740,36,36,0.06553,0.32927
1988,17-29 y.,Baden-Wuerttemberg,Comp. time,0.12904,59,165,0.07773,0.18035
1988,17-29 y.,Baden-Wuerttemberg,Paid,0.16105,106,165,0.10480,0.21731
1988,17-29 y.,Bavaria,Comp. time,0.20546,88,210,0.15068,0.26024
1988,17-29 y.,Bavaria,Some of both,0.07661,31,210,0.04055,0.11267
1988,17-29 y.,Bavaria,Paid,0.12429,52,210,0.07956,0.16902
1988,17-29 y.,Bavaria,Not compensated,0.09146,39,210,0.05238,0.13054
1988,30-45 y.,Lower Saxony,Comp. time,0.17091,41,88,0.09181,0.25001
1988,30-45 y.,Lower Saxony,Paid,0.16568,47,88,0.08755,0.24381
1988,30-45 y.,North Rhine-Westphalia,Comp. time,0.13460,104,392,0.10077,0.16843
1988,30-45 y.,North Rhine-Westphalia,Some of both,0.05505,40,392,0.03244,0.07766
1988,30-45 y.,North Rhine-Westphalia,Paid,0.18173,176,392,0.14351,0.21996
1988,30-45 y.,North Rhine-Westphalia,Not compensated,0.10939,72,392,0.07845,0.14033
1988,30-45 y.,Hesse,Comp. time,0.14714,37,92,0.07436,0.21993
1988,30-45 y.,Hesse,Paid,0.16676,55,92,0.09017,0.24335
1988,30-45 y.,Baden-Wuerttemberg,Comp. time,0.11367,47,251,0.07432,0.15301
1988,30-45 y.,Baden-Wuerttemberg,Some of both,0.06296,31,251,0.03285,0.09307
1988,30-45 y.,Baden-Wuerttemberg,Paid,0.19277,128,251,0.14387,0.24167
1988,30-45 y.,Baden-Wuerttemberg,Not compensated,0.11522,45,251,0.07564,0.15480
1988,30-45 y.,Bavaria,Comp. time,0.17871,79,251,0.13122,0.22620
1988,30-45 y.,Bavaria,Some of both,0.08496,40,251,0.05040,0.11952
1988,30-45 y.,Bavaria,Paid,0.17119,99,251,0.12450,0.21788
1988,30-45 y.,Bavaria,Not compensated,0.08333,33,251,0.04907,0.11759
1988,46-65 y.,Lower Saxony,Comp. time,0.11648,39,72,0.04186,0.19110
1988,46-65 y.,Lower Saxony,Paid,0.09343,33,72,0.02573,0.16113
1988,46-65 y.,North Rhine-Westphalia,Comp. time,0.08136,58,238,0.04655,0.11617
1988,46-65 y.,North Rhine-Westphalia,Paid,0.11243,118,238,0.07221,0.15265
1988,46-65 y.,North Rhine-Westphalia,Not compensated,0.08340,62,238,0.04820,0.11860
1988,46-65 y.,Hesse,Comp. time,0.14938,42,42,0.04026,0.25849
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.12242,34,34,0.01059,0.23426
1988,46-65 y.,Baden-Wuerttemberg,Comp. time,0.10635,45,176,0.06068,0.15203
1988,46-65 y.,Baden-Wuerttemberg,Paid,0.14422,97,176,0.09217,0.19627
1988,46-65 y.,Baden-Wuerttemberg,Not compensated,0.07451,34,176,0.03560,0.11342
1988,46-65 y.,Bavaria,Comp. time,0.09000,45,105,0.03500,0.14501
1988,46-65 y.,Bavaria,Paid,0.09471,60,105,0.03844,0.15099
1989,17-29 y.,Lower Saxony,Comp. time,0.21678,54,103,0.13681,0.29674
1989,17-29 y.,Lower Saxony,Paid,0.15396,49,103,0.08392,0.22400
1989,17-29 y.,North Rhine-Westphalia,Comp. time,0.13745,80,295,0.09809,0.17681
1989,17-29 y.,North Rhine-Westphalia,Some of both,0.05674,37,295,0.03029,0.08318
1989,17-29 y.,North Rhine-Westphalia,Paid,0.16197,142,295,0.11986,0.20409
1989,17-29 y.,North Rhine-Westphalia,Not compensated,0.05999,36,295,0.03284,0.08713
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.20652,35,35,0.07045,0.34259
1989,17-29 y.,Baden-Wuerttemberg,Comp. time,0.14491,65,198,0.09576,0.19407
1989,17-29 y.,Baden-Wuerttemberg,Some of both,0.06300,31,198,0.02907,0.09693
1989,17-29 y.,Baden-Wuerttemberg,Paid,0.16956,102,198,0.11716,0.22197
1989,17-29 y.,Bavaria,Comp. time,0.13812,67,177,0.08714,0.18909
1989,17-29 y.,Bavaria,Paid,0.16704,75,177,0.11194,0.22215
1989,17-29 y.,Bavaria,Not compensated,0.08858,35,177,0.04660,0.13055
1989,30-45 y.,Lower Saxony,Comp. time,0.17822,44,91,0.09915,0.25728
1989,30-45 y.,Lower Saxony,Paid,0.17500,47,91,0.09649,0.25350
1989,30-45 y.,North Rhine-Westphalia,Comp. time,0.15943,108,408,0.12386,0.19499
1989,30-45 y.,North Rhine-Westphalia,Some of both,0.06765,46,408,0.04325,0.09205
1989,30-45 y.,North Rhine-Westphalia,Paid,0.19946,177,408,0.16064,0.23828
1989,30-45 y.,North Rhine-Westphalia,Not compensated,0.11300,77,408,0.08224,0.14376
1989,30-45 y.,Hesse,Comp. time,0.15812,40,100,0.08625,0.23000
1989,30-45 y.,Hesse,Paid,0.17175,60,100,0.09745,0.24604
1989,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.22329,31,31,0.07427,0.37232
1989,30-45 y.,Baden-Wuerttemberg,Comp. time,0.12498,55,278,0.08603,0.16392
1989,30-45 y.,Baden-Wuerttemberg,Some of both,0.12741,58,278,0.08815,0.16668
1989,30-45 y.,Baden-Wuerttemberg,Paid,0.23157,132,278,0.18189,0.28125
1989,30-45 y.,Baden-Wuerttemberg,Not compensated,0.07831,33,278,0.04667,0.10995
1989,30-45 y.,Bavaria,Comp. time,0.19220,90,261,0.14430,0.24009
1989,30-45 y.,Bavaria,Some of both,0.09059,40,261,0.05570,0.12547
1989,30-45 y.,Bavaria,Paid,0.17185,95,261,0.12600,0.21771
1989,30-45 y.,Bavaria,Not compensated,0.09228,36,261,0.05710,0.12746
1989,46-65 y.,Lower Saxony,Comp. time,0.11505,37,79,0.04424,0.18587
1989,46-65 y.,Lower Saxony,Paid,0.12899,42,79,0.05460,0.20338
1989,46-65 y.,North Rhine-Westphalia,Comp. time,0.08099,55,247,0.04690,0.11508
1989,46-65 y.,North Rhine-Westphalia,Paid,0.12927,135,247,0.08734,0.17119
1989,46-65 y.,North Rhine-Westphalia,Not compensated,0.08792,57,247,0.05253,0.12331
1989,46-65 y.,Hesse,Comp. time,0.14888,35,76,0.06832,0.22945
1989,46-65 y.,Hesse,Paid,0.12812,41,76,0.05248,0.20376
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.14792,39,39,0.03504,0.26080
1989,46-65 y.,Baden-Wuerttemberg,Comp. time,0.13276,53,189,0.08426,0.18127
1989,46-65 y.,Baden-Wuerttemberg,Some of both,0.07975,40,189,0.04103,0.11848
1989,46-65 y.,Baden-Wuerttemberg,Paid,0.13871,96,189,0.08930,0.18812
1989,46-65 y.,Bavaria,Comp. time,0.10260,46,151,0.05404,0.15116
1989,46-65 y.,Bavaria,Paid,0.08894,60,151,0.04339,0.13450
1989,46-65 y.,Bavaria,Not compensated,0.11202,45,151,0.06155,0.16249
1990,17-29 y.,Lower Saxony,Comp. time,0.20172,54,102,0.12346,0.27999
1990,17-29 y.,Lower Saxony,Paid,0.16318,48,102,0.09111,0.23524
1990,17-29 y.,North Rhine-Westphalia,Comp. time,0.11139,68,231,0.07073,0.15205
1990,17-29 y.,North Rhine-Westphalia,Paid,0.15900,129,231,0.11174,0.20626
1990,17-29 y.,North Rhine-Westphalia,Not compensated,0.06497,34,231,0.03312,0.09683
1990,17-29 y.,Hesse,Comp. time,0.15564,37,68,0.06883,0.24244
1990,17-29 y.,Hesse,Paid,0.12147,31,68,0.04325,0.19969
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.16285,35,35,0.03874,0.28697
1990,17-29 y.,Baden-Wuerttemberg,Comp. time,0.18502,74,226,0.13428,0.23576
1990,17-29 y.,Baden-Wuerttemberg,Some of both,0.06365,40,226,0.03175,0.09555
1990,17-29 y.,Baden-Wuerttemberg,Paid,0.19957,112,226,0.14734,0.25179
1990,17-29 y.,Bavaria,Comp. time,0.20374,87,212,0.14939,0.25809
1990,17-29 y.,Bavaria,Some of both,0.10022,42,212,0.05970,0.14074
1990,17-29 y.,Bavaria,Paid,0.17882,83,212,0.12712,0.23053
1990,17-29 y.,Brandenburg,Paid,0.25514,43,43,0.12329,0.38698
1990,17-29 y.,Mecklenburg-Western Pomerania,Paid,0.25186,33,33,0.10146,0.40226
1990,17-29 y.,Saxony,Comp. time,0.23701,73,177,0.17419,0.29984
1990,17-29 y.,Saxony,Some of both,0.10326,34,177,0.05830,0.14822
1990,17-29 y.,Saxony,Paid,0.22056,70,177,0.15931,0.28182
1990,17-29 y.,Saxony-Anhalt,Comp. time,0.15773,35,89,0.08158,0.23389
1990,17-29 y.,Saxony-Anhalt,Paid,0.27676,54,89,0.18328,0.37024
1990,17-29 y.,Thuringa,Comp. time,0.17245,33,88,0.09306,0.25183
1990,17-29 y.,Thuringa,Paid,0.24934,55,88,0.15843,0.34025
1990,30-45 y.,Lower Saxony,Comp. time,0.22139,47,86,0.13312,0.30965
1990,30-45 y.,Lower Saxony,Paid,0.12646,39,86,0.05580,0.19711
1990,30-45 y.,North Rhine-Westphalia,Comp. time,0.16218,107,401,0.12606,0.19830
1990,30-45 y.,North Rhine-Westphalia,Some of both,0.06622,49,401,0.04185,0.09059
1990,30-45 y.,North Rhine-Westphalia,Paid,0.19561,177,401,0.15674,0.23448
1990,30-45 y.,North Rhine-Westphalia,Not compensated,0.09445,68,401,0.06579,0.12311
1990,30-45 y.,Hesse,Comp. time,0.17252,39,92,0.09489,0.25015
1990,30-45 y.,Hesse,Paid,0.14084,53,92,0.06937,0.21231
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.21369,36,36,0.07788,0.34949
1990,30-45 y.,Baden-Wuerttemberg,Comp. time,0.14077,61,280,0.09996,0.18158
1990,30-45 y.,Baden-Wuerttemberg,Some of both,0.08275,42,280,0.05042,0.11508
1990,30-45 y.,Baden-Wuerttemberg,Paid,0.23160,143,280,0.18210,0.28110
1990,30-45 y.,Baden-Wuerttemberg,Not compensated,0.08863,34,280,0.05528,0.12198
1990,30-45 y.,Bavaria,Comp. time,0.21919,89,210,0.16310,0.27527
1990,30-45 y.,Bavaria,Some of both,0.10807,43,210,0.06598,0.15016
1990,30-45 y.,Bavaria,Paid,0.14809,78,210,0.09993,0.19624
1990,30-45 y.,Berlin,Comp. time,0.20550,47,83,0.11804,0.29296
1990,30-45 y.,Berlin,Paid,0.15292,36,83,0.07502,0.23082
1990,30-45 y.,Brandenburg,Comp. time,0.25121,68,155,0.18271,0.31971
1990,30-45 y.,Brandenburg,Paid,0.32945,87,155,0.25521,0.40368
1990,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,0.25362,42,89,0.16272,0.34452
1990,30-45 y.,Mecklenburg-Western Pomerania,Paid,0.25998,47,89,0.16833,0.35162
1990,30-45 y.,Saxony,Comp. time,0.30423,141,341,0.25532,0.35313
1990,30-45 y.,Saxony,Some of both,0.11313,54,341,0.07946,0.14680
1990,30-45 y.,Saxony,Paid,0.25089,106,341,0.20481,0.29697
1990,30-45 y.,Saxony,Not compensated,0.08482,40,341,0.05520,0.11443
1990,30-45 y.,Saxony-Anhalt,Comp. time,0.25607,66,152,0.18645,0.32568
1990,30-45 y.,Saxony-Anhalt,Paid,0.29002,86,152,0.21764,0.36239
1990,30-45 y.,Thuringa,Comp. time,0.26710,65,133,0.19162,0.34258
1990,30-45 y.,Thuringa,Paid,0.27563,68,133,0.19940,0.35185
1990,46-65 y.,Lower Saxony,Comp. time,0.10083,34,72,0.03079,0.17087
1990,46-65 y.,Lower Saxony,Paid,0.11690,38,72,0.04216,0.19164
1990,46-65 y.,North Rhine-Westphalia,Comp. time,0.09929,58,235,0.06097,0.13761
1990,46-65 y.,North Rhine-Westphalia,Paid,0.13959,126,235,0.09518,0.18399
1990,46-65 y.,North Rhine-Westphalia,Not compensated,0.08446,51,235,0.04883,0.12009
1990,46-65 y.,Hesse,Comp. time,0.15195,36,80,0.07279,0.23110
1990,46-65 y.,Hesse,Paid,0.15154,44,80,0.07247,0.23061
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.14719,37,37,0.03145,0.26292
1990,46-65 y.,Baden-Wuerttemberg,Comp. time,0.13227,55,213,0.08667,0.17787
1990,46-65 y.,Baden-Wuerttemberg,Some of both,0.05636,35,213,0.02531,0.08740
1990,46-65 y.,Baden-Wuerttemberg,Paid,0.14961,92,213,0.10160,0.19763
1990,46-65 y.,Baden-Wuerttemberg,Not compensated,0.08271,31,213,0.04563,0.11979
1990,46-65 y.,Bavaria,Comp. time,0.12005,51,158,0.06921,0.17089
1990,46-65 y.,Bavaria,Paid,0.11842,72,158,0.06788,0.16897
1990,46-65 y.,Bavaria,Not compensated,0.08850,35,158,0.04407,0.13293
1990,46-65 y.,Berlin,Comp. time,0.27223,38,38,0.12881,0.41566
1990,46-65 y.,Brandenburg,Comp. time,0.23784,49,102,0.15480,0.32087
1990,46-65 y.,Brandenburg,Paid,0.23784,53,102,0.15480,0.32087
1990,46-65 y.,Mecklenburg-Western Pomerania,Paid,0.22463,38,38,0.09016,0.35911
1990,46-65 y.,Saxony,Comp. time,0.21298,92,226,0.15948,0.26647
1990,46-65 y.,Saxony,Some of both,0.07345,35,226,0.03936,0.10754
1990,46-65 y.,Saxony,Paid,0.21932,99,226,0.16525,0.27338
1990,46-65 y.,Saxony-Anhalt,Comp. time,0.21517,50,104,0.13581,0.29454
1990,46-65 y.,Saxony-Anhalt,Paid,0.23204,54,104,0.15052,0.31356
1990,46-65 y.,Thuringa,Comp. time,0.14877,35,98,0.07795,0.21959
1990,46-65 y.,Thuringa,Paid,0.27905,63,98,0.18979,0.36832
1991,17-29 y.,Lower Saxony,Comp. time,0.20587,59,112,0.13065,0.28109
1991,17-29 y.,Lower Saxony,Paid,0.18486,53,112,0.11264,0.25707
1991,17-29 y.,North Rhine-Westphalia,Comp. time,0.12458,78,270,0.08511,0.16404
1991,17-29 y.,North Rhine-Westphalia,Some of both,0.05752,35,270,0.02969,0.08534
1991,17-29 y.,North Rhine-Westphalia,Paid,0.15787,124,270,0.11429,0.20144
1991,17-29 y.,North Rhine-Westphalia,Not compensated,0.06169,33,270,0.03294,0.09045
1991,17-29 y.,Hesse,Comp. time,0.21331,45,76,0.12060,0.30602
1991,17-29 y.,Hesse,Paid,0.09547,31,76,0.02896,0.16198
1991,17-29 y.,"Rhineland-Palatinate, Saarland",Paid,0.25772,45,45,0.12848,0.38695
1991,17-29 y.,Baden-Wuerttemberg,Comp. time,0.17488,74,237,0.12642,0.22335
1991,17-29 y.,Baden-Wuerttemberg,Some of both,0.06069,36,237,0.03023,0.09116
1991,17-29 y.,Baden-Wuerttemberg,Paid,0.22550,127,237,0.17218,0.27882
1991,17-29 y.,Bavaria,Comp. time,0.21596,93,222,0.16171,0.27021
1991,17-29 y.,Bavaria,Some of both,0.10648,43,222,0.06582,0.14715
1991,17-29 y.,Bavaria,Paid,0.16326,86,222,0.11453,0.21199
1991,17-29 y.,Berlin,Comp. time,0.19045,31,31,0.04994,0.33096
