"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.4","40","7664","37.08","37.72"
"2010","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","","","","",""
"2010","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","40.44","40.5","963","39.71","41.17"
"2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","37.77","40","3162","37.28","38.26"
"2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","38.24","40","9759","37.95","38.53"
"2011","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","","","","",""
"2011","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.65","40","867","37.87","39.43"
"2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","37.13","40","3056","36.64","37.62"
"2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.78","40","9597","37.5","38.06"
"2012","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","","","","",""
"2012","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.74","40","867","37.97","39.51"
"2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.75","40","4055","36.32","37.18"
"2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","","",""
"2013","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","18.52","11.29","35","12.98","24.06"
"2013","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.2","40","739","37.34","39.06"
"2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.18","40","3422","35.72","36.64"
"2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.08","40","9604","36.8","37.36"
"2014","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","19.44","15","35","14.04","24.84"
"2014","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.14","40","729","37.29","38.99"
"2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.77","40","3470","36.33","37.21"
"2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.18","40","9380","36.91","37.45"
"2015","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","12.68","8","42","8.14","17.22"
"2015","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.76","40","631","35.85","37.67"
"2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","","",""
"2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.01","40","8698","36.73","37.29"
"2016","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","23.05","20","47","18.33","27.77"
"2016","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","","","","",""
"2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.5","40","762","36.68","38.32"
"2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.49","40","3586","36.05","36.93"
"2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","36.9","40","9804","36.64","37.16"
"2017","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","22.67","12","50","18","27.34"
"2017","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","17.32","10","325","15.6","19.04"
"2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","35.94","40","771","35.1","36.78"
"2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.43","40","3734","36.01","36.85"
"2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","37.09","40","9432","36.83","37.35"
"2018","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","18.56","10","55","14.72","22.4"
"2018","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","17.14","10","335","15.48","18.8"
"2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.32","40","684","35.45","37.19"
"2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.83","40","3528","36.4","37.26"
"2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","","",""
"2019","66 und Ã¤lter","Ostdeutschland, neue Bundeslaender","","","","",""
"2019","66 und Ã¤lter","Westdeutschland, alte Bundeslaender","18.76","12","478","17.06","20.46"
