"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2005","16-34 J.","männlich","41.31","39.75","1587","40.75","41.87"
"2005","16-34 J.","weiblich","34.46","38.9","1493","33.79","35.13"
"2005","35-65 J.","männlich","43.92","41.75","4248","43.62","44.22"
"2005","35-65 J.","weiblich","31.09","32.8","3716","30.66","31.52"
"2005","66 und älter","männlich","25.44","19","87","21.38","29.5"
"2005","66 und älter","weiblich","15.72","9.5","42","11.47","19.97"
"2006","16-34 J.","männlich","41.51","40.75","1584","40.95","42.07"
"2006","16-34 J.","weiblich","35.03","39.75","1494","34.38","35.68"
"2006","35-65 J.","männlich","44.13","41.75","4529","43.83","44.43"
"2006","35-65 J.","weiblich","31.23","33.85","4042","30.81","31.65"
"2006","66 und älter","männlich","29.12","20.5","112","25.28","32.96"
"2006","66 und älter","weiblich","16.7","11","55","12.37","21.03"
"2007","16-34 J.","männlich","41.44","40.75","1513","40.87","42.01"
"2007","16-34 J.","weiblich","34.69","39.75","1425","33.98","35.4"
"2007","35-65 J.","männlich","44.41","42.25","4298","44.1","44.72"
"2007","35-65 J.","weiblich","31.42","33.9","3872","31","31.84"
"2007","66 und älter","männlich","23.56","14.5","106","20.02","27.1"
"2007","66 und älter","weiblich","18.87","14.5","49","13.92","23.82"
"2008","16-34 J.","männlich","40.79","39.9","1427","40.19","41.39"
"2008","16-34 J.","weiblich","34.62","39.75","1338","33.92","35.32"
"2008","35-65 J.","männlich","44.13","42.25","4028","43.82","44.44"
"2008","35-65 J.","weiblich","31.48","34.7","3725","31.05","31.91"
"2008","66 und älter","männlich","25.67","19","110","22.07","29.27"
"2008","66 und älter","weiblich","17.94","14.5","57","14.29","21.59"
"2009","16-34 J.","männlich","41.11","40.75","1263","40.46","41.76"
"2009","16-34 J.","weiblich","34.62","39.9","1274","33.89","35.35"
"2009","35-65 J.","männlich","44.13","41.75","3746","43.8","44.46"
"2009","35-65 J.","weiblich","31.52","34.5","3517","31.08","31.96"
"2009","66 und älter","männlich","25.75","19","125","22.28","29.22"
"2009","66 und älter","weiblich","15.23","11.5","69","11.99","18.47"
"2010","16-34 J.","männlich","40.17","39.75","1921","39.63","40.71"
"2010","16-34 J.","weiblich","34.09","39.75","1738","33.43","34.75"
"2010","35-65 J.","männlich","43.69","41.75","5061","43.4","43.98"
"2010","35-65 J.","weiblich","30.95","33.75","4682","30.56","31.34"
"2010","66 und älter","männlich","26.99","19","131","23.64","30.34"
"2010","66 und älter","weiblich","19.09","11","63","14.91","23.27"
"2011","16-34 J.","männlich","41.01","40.75","1986","40.52","41.5"
"2011","16-34 J.","weiblich","35.26","39.9","2121","34.67","35.85"
"2011","35-65 J.","männlich","44.2","42.75","6196","43.93","44.47"
"2011","35-65 J.","weiblich","32.14","34.5","6098","31.8","32.48"
"2011","66 und älter","männlich","24.45","17.5","135","21.42","27.48"
"2011","66 und älter","weiblich","17.11","13.75","74","13.91","20.31"
"2012","16-34 J.","männlich","40.11","39.75","1948","39.57","40.65"
"2012","16-34 J.","weiblich","34.54","39.9","1957","33.95","35.13"
"2012","35-65 J.","männlich","43.66","41.75","5971","43.4","43.92"
"2012","35-65 J.","weiblich","31.87","34.75","6166","31.54","32.2"
"2012","66 und älter","männlich","26.88","19","164","24.02","29.74"
"2012","66 und älter","weiblich","16.4","9.5","99","13.92","18.88"
"2013","16-34 J.","männlich","39.78","39.9","2421","39.3","40.26"
"2013","16-34 J.","weiblich","34.3","39.75","2475","33.76","34.84"
"2013","35-65 J.","männlich","43.62","41.75","6597","43.37","43.87"
"2013","35-65 J.","weiblich","31.63","32.75","6805","31.32","31.94"
"2013","66 und älter","männlich","22.47","14.5","166","19.88","25.06"
"2013","66 und älter","weiblich","14.53","9","109","12.21","16.85"
"2014","16-34 J.","männlich","39.23","39.9","2061","38.71","39.75"
"2014","16-34 J.","weiblich","33.7","39.75","2082","33.12","34.28"
"2014","35-65 J.","männlich","42.88","41.75","5840","42.62","43.14"
"2014","35-65 J.","weiblich","31.48","32.75","6120","31.15","31.81"
"2014","66 und älter","männlich","22.92","19","192","20.54","25.3"
"2014","66 und älter","weiblich","15.43","9.5","122","12.98","17.88"
"2015","16-34 J.","männlich","39.37","39.75","2121","38.88","39.86"
"2015","16-34 J.","weiblich","34.25","39.75","2044","33.67","34.83"
"2015","35-65 J.","männlich","42.81","41.75","5654","42.55","43.07"
"2015","35-65 J.","weiblich","31.73","32.75","5939","31.4","32.06"
"2015","66 und älter","männlich","23.19","14.5","195","20.73","25.65"
"2015","66 und älter","weiblich","14.29","9.5","106","11.78","16.8"
"2016","16-34 J.","männlich","38.42","39.75","1809","37.89","38.95"
"2016","16-34 J.","weiblich","34.09","39.75","1793","33.45","34.73"
"2016","35-65 J.","männlich","42.62","41.75","5181","42.34","42.9"
"2016","35-65 J.","weiblich","31.94","33.75","5690","31.61","32.27"
"2016","66 und älter","männlich","24.47","14.5","183","21.84","27.1"
"2016","66 und älter","weiblich","13.34","9.5","125","10.94","15.74"
"2017","16-34 J.","männlich","39.06","39.9","2208","38.56","39.56"
"2017","16-34 J.","weiblich","34.2","39.9","2021","33.61","34.79"
"2017","35-65 J.","männlich","42.4","40.75","5917","42.14","42.66"
"2017","35-65 J.","weiblich","31.65","33.75","6367","31.34","31.96"
"2017","66 und älter","männlich","21.95","14.5","227","19.76","24.14"
"2017","66 und älter","weiblich","12.89","9.5","147","10.74","15.04"
"2018","16-34 J.","männlich","38.18","39.75","2395","37.7","38.66"
"2018","16-34 J.","weiblich","34.21","39.9","1942","33.63","34.79"
"2018","35-65 J.","männlich","42.43","41.25","5705","42.17","42.69"
"2018","35-65 J.","weiblich","31.88","34.75","6169","31.57","32.19"
"2018","66 und älter","männlich","19.99","11.5","236","17.87","22.11"
"2018","66 und älter","weiblich","13.58","9.5","154","11.53","15.63"
"2019","16-34 J.","männlich","38.92","39.9","2281","38.41","39.43"
"2019","16-34 J.","weiblich","34.14","39.95","1828","33.54","34.74"
"2019","35-65 J.","männlich","42.34","40.75","6391","42.06","42.62"
"2019","35-65 J.","weiblich","32.28","34.9","6271","31.96","32.6"
"2019","66 und älter","männlich","22.84","17.5","379","20.87","24.81"
"2019","66 und älter","weiblich","15.56","9.5","215","13.41","17.71"
"2020","16-34 J.","männlich","38.15","39.9","2699","37.73","38.57"
"2020","16-34 J.","weiblich","34.51","39.25","2053","33.97","35.05"
"2020","35-65 J.","männlich","41.86","40.75","6146","41.6","42.12"
"2020","35-65 J.","weiblich","31.98","34.5","5981","31.67","32.29"
"2020","66 und älter","männlich","19.76","12.5","305","17.73","21.79"
"2020","66 und älter","weiblich","16.28","11.6","196","14.12","18.44"
