"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2004","16-34 J.","Laendlicher Raum","38.95","39.75","1139","38.25","39.65"
"2004","16-34 J.","Staedtischer Raum","37.41","39.75","2197","36.88","37.94"
"2004","35-65 J.","Laendlicher Raum","38.44","39.75","2718","37.93","38.95"
"2004","35-65 J.","Staedtischer Raum","37.79","39.9","5639","37.44","38.14"
"2004","66 und älter","Laendlicher Raum","24.37","18","35","18.81","29.93"
"2004","66 und älter","Staedtischer Raum","19.03","11.5","94","15.29","22.77"
"2005","16-34 J.","Laendlicher Raum","39.42","39.75","1031","38.68","40.16"
"2005","16-34 J.","Staedtischer Raum","37.64","39.75","2049","37.08","38.2"
"2005","35-65 J.","Laendlicher Raum","38.61","39.75","2594","38.09","39.13"
"2005","35-65 J.","Staedtischer Raum","38","39.75","5370","37.64","38.36"
"2005","66 und älter","Laendlicher Raum","21.96","19","36","15.99","27.93"
"2005","66 und älter","Staedtischer Raum","21.43","11","93","17.67","25.19"
"2006","16-34 J.","Laendlicher Raum","39.6","39.75","1061","38.87","40.33"
"2006","16-34 J.","Staedtischer Raum","38.1","39.75","2017","37.54","38.66"
"2006","35-65 J.","Laendlicher Raum","38.85","39.75","2857","38.36","39.34"
"2006","35-65 J.","Staedtischer Raum","38.17","39.95","5714","37.82","38.52"
"2006","66 und älter","Laendlicher Raum","20.91","13.25","55","15.88","25.94"
"2006","66 und älter","Staedtischer Raum","26.49","19","112","22.71","30.27"
"2007","16-34 J.","Laendlicher Raum","39.96","39.75","1038","39.24","40.68"
"2007","16-34 J.","Staedtischer Raum","37.65","39.75","1900","37.04","38.26"
"2007","35-65 J.","Laendlicher Raum","39.19","39.75","2759","38.69","39.69"
"2007","35-65 J.","Staedtischer Raum","38.31","39.9","5411","37.95","38.67"
"2007","66 und älter","Laendlicher Raum","20.22","11","55","15.28","25.16"
"2007","66 und älter","Staedtischer Raum","22.65","15.3","100","19.08","26.22"
"2008","16-34 J.","Laendlicher Raum","39.31","39.75","927","38.58","40.04"
"2008","16-34 J.","Staedtischer Raum","37.39","39.9","1838","36.78","38"
"2008","35-65 J.","Laendlicher Raum","38.58","39.75","2639","38.06","39.1"
"2008","35-65 J.","Staedtischer Raum","38.32","39.75","5114","37.95","38.69"
"2008","66 und älter","Laendlicher Raum","20.13","14.5","58","15.6","24.66"
"2008","66 und älter","Staedtischer Raum","23.97","15.5","109","20.5","27.44"
"2009","16-34 J.","Laendlicher Raum","39","39.75","867","38.2","39.8"
"2009","16-34 J.","Staedtischer Raum","37.52","39.9","1670","36.88","38.16"
"2009","35-65 J.","Laendlicher Raum","38.8","39.9","2547","38.27","39.33"
"2009","35-65 J.","Staedtischer Raum","38.16","39.95","4716","37.78","38.54"
"2009","66 und älter","Laendlicher Raum","20.18","15.5","63","15.63","24.73"
"2009","66 und älter","Staedtischer Raum","22.3","14.5","131","19.08","25.52"
"2010","16-34 J.","Laendlicher Raum","37.38","39.75","1299","36.64","38.12"
"2010","16-34 J.","Staedtischer Raum","37.19","39.75","2360","36.62","37.76"
"2010","35-65 J.","Laendlicher Raum","37.85","39.75","3413","37.37","38.33"
"2010","35-65 J.","Staedtischer Raum","37.76","39.75","6330","37.41","38.11"
"2010","66 und älter","Laendlicher Raum","21.79","17","58","16.77","26.81"
"2010","66 und älter","Staedtischer Raum","24.85","19","136","21.65","28.05"
"2011","16-34 J.","Laendlicher Raum","39.2","39.9","1510","38.54","39.86"
"2011","16-34 J.","Staedtischer Raum","37.93","39.75","2597","37.4","38.46"
"2011","35-65 J.","Laendlicher Raum","38.52","39.75","4446","38.1","38.94"
"2011","35-65 J.","Staedtischer Raum","38.67","39.9","7848","38.36","38.98"
"2011","66 und älter","Laendlicher Raum","22.42","15.5","64","18.04","26.8"
"2011","66 und älter","Staedtischer Raum","20.96","14.5","145","18.21","23.71"
"2012","16-34 J.","Laendlicher Raum","38.81","39.9","1413","38.16","39.46"
"2012","16-34 J.","Staedtischer Raum","36.93","39.75","2492","36.38","37.48"
"2012","35-65 J.","Laendlicher Raum","38.34","39.85","4453","37.94","38.74"
"2012","35-65 J.","Staedtischer Raum","38.14","39.85","7684","37.83","38.45"
"2012","66 und älter","Laendlicher Raum","24.13","18","71","20.3","27.96"
"2012","66 und älter","Staedtischer Raum","21.4","15.5","192","18.89","23.91"
"2013","16-34 J.","Laendlicher Raum","38.46","39.75","1557","37.83","39.09"
"2013","16-34 J.","Staedtischer Raum","36.68","39.9","3339","36.21","37.15"
"2013","35-65 J.","Laendlicher Raum","37.99","39.75","4668","37.6","38.38"
"2013","35-65 J.","Staedtischer Raum","38.05","39.75","8734","37.76","38.34"
"2013","66 und älter","Laendlicher Raum","16.94","11","82","13.67","20.21"
"2013","66 und älter","Staedtischer Raum","19.36","11.5","193","17.08","21.64"
"2014","16-34 J.","Laendlicher Raum","36.94","39.75","1352","36.26","37.62"
"2014","16-34 J.","Staedtischer Raum","36.5","39.9","2791","35.99","37.01"
"2014","35-65 J.","Laendlicher Raum","37.61","39.75","4238","37.21","38.01"
"2014","35-65 J.","Staedtischer Raum","37.57","39.9","7722","37.27","37.87"
"2014","66 und älter","Laendlicher Raum","17.55","14.5","100","14.85","20.25"
"2014","66 und älter","Staedtischer Raum","20.08","14.5","214","17.8","22.36"
"2015","16-34 J.","Laendlicher Raum","37.47","39.75","1333","36.81","38.13"
"2015","16-34 J.","Staedtischer Raum","36.82","39.75","2832","36.33","37.31"
"2015","35-65 J.","Laendlicher Raum","38","39.9","4127","37.59","38.41"
"2015","35-65 J.","Staedtischer Raum","37.38","39.9","7466","37.08","37.68"
"2015","66 und älter","Laendlicher Raum","16.26","12.5","96","13.58","18.94"
"2015","66 und älter","Staedtischer Raum","20.66","11.5","205","18.25","23.07"
"2016","16-34 J.","Laendlicher Raum","37.26","39.75","1196","36.58","37.94"
"2016","16-34 J.","Staedtischer Raum","36.15","39.75","2406","35.61","36.69"
"2016","35-65 J.","Laendlicher Raum","37.82","39.75","3880","37.41","38.23"
"2016","35-65 J.","Staedtischer Raum","37.35","39.9","6991","37.04","37.66"
"2016","66 und älter","Laendlicher Raum","19.39","14.5","99","16.42","22.36"
"2016","66 und älter","Staedtischer Raum","19.43","10.5","209","17.02","21.84"
"2017","16-34 J.","Laendlicher Raum","37.91","39.75","1399","37.28","38.54"
"2017","16-34 J.","Staedtischer Raum","36.36","39.9","2830","35.86","36.86"
"2017","35-65 J.","Laendlicher Raum","37.59","39.75","4430","37.21","37.97"
"2017","35-65 J.","Staedtischer Raum","37.17","39.85","7854","36.88","37.46"
"2017","66 und älter","Laendlicher Raum","18.39","14.5","127","15.61","21.17"
"2017","66 und älter","Staedtischer Raum","17.68","10.5","247","15.72","19.64"
"2018","16-34 J.","Laendlicher Raum","37.32","39.75","1380","36.7","37.94"
"2018","16-34 J.","Staedtischer Raum","36.06","39.9","2957","35.59","36.53"
"2018","35-65 J.","Laendlicher Raum","37.39","39.75","4235","37.01","37.77"
"2018","35-65 J.","Staedtischer Raum","37.41","39.85","7639","37.13","37.69"
"2018","66 und älter","Laendlicher Raum","18.75","11.5","123","16.33","21.17"
"2018","66 und älter","Staedtischer Raum","16.62","9","267","14.69","18.55"
"2019","16-34 J.","Laendlicher Raum","36.83","39.75","1258","36.18","37.48"
"2019","16-34 J.","Staedtischer Raum","36.86","39.95","2736","36.36","37.36"
"2019","35-65 J.","Laendlicher Raum","37.82","39.75","4393","37.42","38.22"
"2019","35-65 J.","Staedtischer Raum","37.37","39.8","8039","37.07","37.67"
"2019","66 und älter","Laendlicher Raum","21.69","13.5","183","18.79","24.59"
"2019","66 und älter","Staedtischer Raum","18.82","11.75","405","17.04","20.6"
"2020","16-34 J.","Laendlicher Raum","37.39","39.9","1398","36.81","37.97"
"2020","16-34 J.","Staedtischer Raum","36.13","39.85","3357","35.72","36.54"
"2020","35-65 J.","Laendlicher Raum","37.39","39.9","4165","37.02","37.76"
"2020","35-65 J.","Staedtischer Raum","37.04","39.95","7963","36.76","37.32"
"2020","66 und älter","Laendlicher Raum","17.07","11.5","168","14.38","19.76"
"2020","66 und älter","Staedtischer Raum","18.96","11.6","333","17.12","20.8"
