year,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Rural regions,Seldom,0.09012,508,4488,0.08174,0.09850
1992,Rural regions,Never,0.60804,3405,4488,0.59375,0.62232
1994,Urban regions,At least once per week,0.05853,530,8385,0.05351,0.06356
1994,Urban regions,At least once per month,0.05202,479,8385,0.04727,0.05678
1994,Urban regions,Seldom,0.08648,887,8385,0.08046,0.09250
1994,Urban regions,Never,0.61917,6489,8385,0.60878,0.62957
1994,Rural regions,At least once per week,0.04740,240,4371,0.04110,0.05370
1994,Rural regions,At least once per month,0.05733,316,4371,0.05044,0.06423
1994,Rural regions,Seldom,0.10482,533,4371,0.09574,0.11390
1994,Rural regions,Never,0.59324,3282,4371,0.57867,0.60780
1995,Urban regions,At least once per week,0.06546,624,8647,0.06025,0.07067
1995,Urban regions,At least once per month,0.04403,422,8647,0.03971,0.04836
1995,Urban regions,Seldom,0.06665,660,8647,0.06139,0.07191
1995,Urban regions,Never,0.64225,6941,8647,0.63215,0.65235
1995,Rural regions,At least once per week,0.05409,284,4532,0.04750,0.06067
1995,Rural regions,At least once per month,0.05299,296,4532,0.04647,0.05952
1995,Rural regions,Seldom,0.08183,419,4532,0.07385,0.08981
1995,Rural regions,Never,0.61426,3533,4532,0.60009,0.62844
1996,Urban regions,At least once per week,0.06262,571,8481,0.05746,0.06777
1996,Urban regions,At least once per month,0.05605,511,8481,0.05115,0.06094
1996,Urban regions,Seldom,0.10788,1095,8481,0.10128,0.11448
1996,Urban regions,Never,0.59278,6304,8481,0.58232,0.60324
1996,Rural regions,At least once per week,0.05692,298,4504,0.05016,0.06369
1996,Rural regions,At least once per month,0.06591,352,4504,0.05866,0.07316
1996,Rural regions,Seldom,0.13508,694,4504,0.12510,0.14507
1996,Rural regions,Never,0.55083,3160,4504,0.53630,0.56536
1997,Urban regions,At least once per week,0.06487,603,8303,0.05957,0.07017
1997,Urban regions,At least once per month,0.05794,504,8303,0.05291,0.06296
1997,Urban regions,Seldom,0.09836,983,8303,0.09195,0.10476
1997,Urban regions,Never,0.59619,6213,8303,0.58564,0.60674
1997,Rural regions,At least once per week,0.05531,290,4423,0.04857,0.06204
1997,Rural regions,At least once per month,0.06493,338,4423,0.05766,0.07219
1997,Rural regions,Seldom,0.11094,595,4423,0.10168,0.12019
1997,Rural regions,Never,0.57341,3200,4423,0.55884,0.58799
1998,Urban regions,At least once per week,0.06107,650,9189,0.05617,0.06597
1998,Urban regions,At least once per month,0.05356,564,9189,0.04896,0.05816
1998,Urban regions,Seldom,0.08530,893,9189,0.07959,0.09101
1998,Urban regions,Never,0.62195,7082,9189,0.61204,0.63187
1998,Rural regions,At least once per week,0.06208,368,4938,0.05535,0.06881
1998,Rural regions,At least once per month,0.06496,377,4938,0.05809,0.07184
1998,Rural regions,Seldom,0.08781,498,4938,0.07992,0.09571
1998,Rural regions,Never,0.59392,3695,4938,0.58022,0.60762
1999,Urban regions,At least once per week,0.06254,635,8813,0.05749,0.06760
1999,Urban regions,At least once per month,0.05397,553,8813,0.04925,0.05869
1999,Urban regions,Seldom,0.10958,1151,8813,0.10306,0.11611
1999,Urban regions,Never,0.59758,6474,8813,0.58734,0.60782
1999,Rural regions,At least once per week,0.07036,382,4763,0.06310,0.07763
1999,Rural regions,At least once per month,0.06799,391,4763,0.06084,0.07514
1999,Rural regions,Seldom,0.12242,693,4763,0.11311,0.13173
1999,Rural regions,Never,0.55022,3297,4763,0.53609,0.56435
2001,Urban regions,At least once per week,0.06526,1135,14134,0.06119,0.06933
2001,Urban regions,At least once per month,0.05532,964,14134,0.05155,0.05909
2001,Urban regions,Seldom,0.09520,1639,14134,0.09036,0.10004
2001,Urban regions,Never,0.60038,10396,14134,0.59231,0.60846
2001,Rural regions,At least once per week,0.06696,606,7548,0.06132,0.07260
2001,Rural regions,At least once per month,0.07360,675,7548,0.06771,0.07949
2001,Rural regions,Seldom,0.10456,1002,7548,0.09765,0.11146
2001,Rural regions,Never,0.57512,5265,7548,0.56396,0.58627
2003,Urban regions,At least once per week,0.06834,1335,14638,0.06425,0.07243
2003,Urban regions,At least once per month,0.05486,1032,14638,0.05117,0.05855
2003,Urban regions,Seldom,0.08097,1484,14638,0.07655,0.08539
2003,Urban regions,Never,0.62045,10787,14638,0.61258,0.62831
2003,Rural regions,At least once per week,0.07501,678,7403,0.06901,0.08101
2003,Rural regions,At least once per month,0.06162,589,7403,0.05614,0.06710
2003,Rural regions,Seldom,0.09265,874,7403,0.08604,0.09925
2003,Rural regions,Never,0.60290,5262,7403,0.59175,0.61404
2005,Urban regions,At least once per week,0.07133,1267,13659,0.06702,0.07565
2005,Urban regions,At least once per month,0.06309,1147,13659,0.05901,0.06716
2005,Urban regions,Seldom,0.10881,1844,13659,0.10359,0.11403
2005,Urban regions,Never,0.58941,9401,13659,0.58115,0.59766
2005,Rural regions,At least once per week,0.07773,633,6903,0.07141,0.08404
2005,Rural regions,At least once per month,0.08415,704,6903,0.07760,0.09070
2005,Rural regions,Seldom,0.12716,1095,6903,0.11930,0.13502
2005,Rural regions,Never,0.54791,4471,6903,0.53617,0.55965
2007,Urban regions,At least once per week,0.07369,1337,13329,0.06925,0.07812
2007,Urban regions,At least once per month,0.05594,1045,13329,0.05203,0.05984
2007,Urban regions,Seldom,0.09778,1621,13329,0.09274,0.10282
2007,Urban regions,Never,0.59476,9326,13329,0.58642,0.60309
2007,Rural regions,At least once per week,0.07828,672,7011,0.07199,0.08457
2007,Rural regions,At least once per month,0.08025,714,7011,0.07389,0.08661
2007,Rural regions,Seldom,0.11354,952,7011,0.10612,0.12097
2007,Rural regions,Never,0.55854,4673,7011,0.54692,0.57017
2008,Urban regions,At least once per week,0.07680,1276,12616,0.07215,0.08144
2008,Urban regions,At least once per month,0.05509,934,12616,0.05111,0.05908
2008,Urban regions,Seldom,0.08516,1357,12616,0.08029,0.09003
2008,Urban regions,Never,0.61638,9049,12616,0.60790,0.62487
2008,Rural regions,At least once per week,0.08324,681,6627,0.07659,0.08989
2008,Rural regions,At least once per month,0.07190,593,6627,0.06568,0.07812
2008,Rural regions,Seldom,0.08673,730,6627,0.07995,0.09350
2008,Rural regions,Never,0.60036,4623,6627,0.58857,0.61216
2009,Urban regions,At least once per week,0.07504,1160,11588,0.07024,0.07983
2009,Urban regions,At least once per month,0.05946,938,11588,0.05516,0.06377
2009,Urban regions,Seldom,0.09726,1369,11588,0.09186,0.10265
2009,Urban regions,Never,0.59970,8121,11588,0.59078,0.60862
2009,Rural regions,At least once per week,0.08135,635,6293,0.07460,0.08811
2009,Rural regions,At least once per month,0.07648,611,6293,0.06991,0.08305
2009,Rural regions,Seldom,0.12085,857,6293,0.11280,0.12891
2009,Rural regions,Never,0.55995,4190,6293,0.54768,0.57222
2011,Urban regions,At least once per week,0.08369,1978,18103,0.07965,0.08772
2011,Urban regions,At least once per month,0.06180,1530,18103,0.05830,0.06531
2011,Urban regions,Seldom,0.10928,2328,18103,0.10473,0.11382
2011,Urban regions,Never,0.57663,12267,18103,0.56943,0.58383
2011,Rural regions,At least once per week,0.08936,1155,10169,0.08381,0.09490
2011,Rural regions,At least once per month,0.08626,1105,10169,0.08080,0.09172
2011,Rural regions,Seldom,0.11614,1300,10169,0.10992,0.12237
2011,Rural regions,Never,0.54425,6609,10169,0.53457,0.55393
2013,Urban regions,At least once per week,0.08498,1884,16107,0.08068,0.08929
2013,Urban regions,At least once per month,0.05679,1383,16107,0.05322,0.06037
2013,Urban regions,Seldom,0.07615,1680,16107,0.07205,0.08025
2013,Urban regions,Never,0.52486,11160,16107,0.51715,0.53257
2013,Rural regions,At least once per week,0.09263,1090,9269,0.08673,0.09854
2013,Rural regions,At least once per month,0.07360,937,9269,0.06829,0.07892
2013,Rural regions,Seldom,0.08848,1006,9269,0.08269,0.09426
2013,Rural regions,Never,0.53747,6236,9269,0.52732,0.54762
2015,Urban regions,At least once per week,0.08804,1842,17419,0.08383,0.09225
2015,Urban regions,At least once per month,0.06657,1441,17419,0.06287,0.07027
2015,Urban regions,Seldom,0.10534,2103,17419,0.10078,0.10990
2015,Urban regions,Never,0.57868,12033,17419,0.57135,0.58602
2015,Rural regions,At least once per week,0.08886,983,9269,0.08307,0.09465
2015,Rural regions,At least once per month,0.08487,976,9269,0.07920,0.09054
2015,Rural regions,Seldom,0.11493,1253,9269,0.10843,0.12142
2015,Rural regions,Never,0.55477,6057,9269,0.54465,0.56489
2017,Urban regions,At least once per week,0.09338,1941,17092,0.08901,0.09774
2017,Urban regions,At least once per month,0.06981,1568,17092,0.06599,0.07363
2017,Urban regions,Seldom,0.09254,2033,17092,0.08819,0.09688
2017,Urban regions,Never,0.57241,11550,17092,0.56499,0.57983
2017,Rural regions,At least once per week,0.09546,1098,9365,0.08951,0.10141
2017,Rural regions,At least once per month,0.08541,1049,9365,0.07975,0.09108
2017,Rural regions,Seldom,0.10902,1184,9365,0.10271,0.11533
2017,Rural regions,Never,0.54222,6034,9365,0.53213,0.55231
2019,Urban regions,At least once per week,0.09497,2040,16289,0.09047,0.09947
2019,Urban regions,At least once per month,0.06065,1407,16289,0.05699,0.06432
2019,Urban regions,Seldom,0.08832,1782,16289,0.08397,0.09268
2019,Urban regions,Never,0.58268,11060,16289,0.57510,0.59025
2019,Rural regions,At least once per week,0.09863,1149,8756,0.09238,0.10488
2019,Rural regions,At least once per month,0.07668,912,8756,0.07110,0.08225
2019,Rural regions,Seldom,0.08203,871,8756,0.07628,0.08777
2019,Rural regions,Never,0.57113,5824,8756,0.56077,0.58150
2021,Urban regions,At least once per week,0.10328,1525,11382,0.09769,0.10887
2021,Urban regions,At least once per month,0.07275,1144,11382,0.06798,0.07753
2021,Urban regions,Seldom,0.10422,1562,11382,0.09861,0.10983
2021,Urban regions,Never,0.53741,7151,11382,0.52825,0.54657
2021,Rural regions,At least once per week,0.10904,844,5799,0.10102,0.11706
2021,Rural regions,At least once per month,0.09191,673,5799,0.08447,0.09934
2021,Rural regions,Seldom,0.10539,719,5799,0.09749,0.11329
2021,Rural regions,Never,0.52283,3563,5799,0.50998,0.53569
