year,sex,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,female,Seldom,0.09781,767,6556,0.09062,0.10500
1997,female,Never,0.62579,5115,6556,0.61408,0.63751
1998,male,At least once per week,0.07898,644,6850,0.07259,0.08536
1998,male,At least once per month,0.07203,574,6850,0.06591,0.07816
1998,male,Seldom,0.08830,679,6850,0.08158,0.09502
1998,male,Never,0.57187,4953,6850,0.56015,0.58359
1998,female,At least once per week,0.04458,374,7277,0.03984,0.04932
1998,female,At least once per month,0.04298,367,7277,0.03832,0.04764
1998,female,Seldom,0.08399,712,7277,0.07761,0.09036
1998,female,Never,0.65242,5824,7277,0.64148,0.66337
1999,male,At least once per week,0.08448,643,6572,0.07776,0.09120
1999,male,At least once per month,0.06844,536,6572,0.06233,0.07454
1999,male,Seldom,0.12335,952,6572,0.11540,0.13130
1999,male,Never,0.53761,4441,6572,0.52555,0.54966
1999,female,At least once per week,0.04635,374,7004,0.04142,0.05127
1999,female,At least once per month,0.04875,408,7004,0.04370,0.05379
1999,female,Seldom,0.10430,892,7004,0.09714,0.11146
1999,female,Never,0.62586,5330,7004,0.61453,0.63720
2001,male,At least once per week,0.08432,1095,10423,0.07898,0.08965
2001,male,At least once per month,0.06725,866,10423,0.06244,0.07206
2001,male,Seldom,0.10095,1277,10423,0.09517,0.10674
2001,male,Never,0.55873,7185,10423,0.54919,0.56826
2001,female,At least once per week,0.04804,646,11259,0.04408,0.05199
2001,female,At least once per month,0.05528,773,11259,0.05105,0.05950
2001,female,Seldom,0.09551,1364,11259,0.09008,0.10094
2001,female,Never,0.62460,8476,11259,0.61566,0.63355
2003,male,At least once per week,0.08622,1187,10615,0.08088,0.09156
2003,male,At least once per month,0.06167,856,10615,0.05709,0.06624
2003,male,Seldom,0.09195,1198,10615,0.08646,0.09745
2003,male,Never,0.57962,7374,10615,0.57023,0.58901
2003,female,At least once per week,0.05529,826,11426,0.05109,0.05948
2003,female,At least once per month,0.05252,765,11426,0.04843,0.05661
2003,female,Seldom,0.07766,1160,11426,0.07276,0.08257
2003,female,Never,0.64881,8675,11426,0.64006,0.65757
2005,male,At least once per week,0.08629,1103,9836,0.08074,0.09184
2005,male,At least once per month,0.07591,967,9836,0.07068,0.08114
2005,male,Seldom,0.11916,1423,9836,0.11276,0.12556
2005,male,Never,0.54537,6343,9836,0.53553,0.55522
2005,female,At least once per week,0.06090,797,10726,0.05637,0.06543
2005,female,At least once per month,0.06382,884,10726,0.05919,0.06844
2005,female,Seldom,0.11024,1516,10726,0.10432,0.11617
2005,female,Never,0.60604,7529,10726,0.59679,0.61529
2007,male,At least once per week,0.08782,1144,9693,0.08219,0.09346
2007,male,At least once per month,0.07103,925,9693,0.06591,0.07614
2007,male,Seldom,0.10163,1224,9693,0.09561,0.10764
2007,male,Never,0.55579,6400,9693,0.54590,0.56568
2007,female,At least once per week,0.06295,865,10647,0.05833,0.06756
2007,female,At least once per month,0.05673,834,10647,0.05234,0.06112
2007,female,Seldom,0.10402,1349,10647,0.09822,0.10982
2007,female,Never,0.60948,7599,10647,0.60022,0.61875
2008,male,At least once per week,0.09350,1138,9171,0.08754,0.09946
2008,male,At least once per month,0.06497,782,9171,0.05992,0.07001
2008,male,Seldom,0.08581,1007,9171,0.08007,0.09154
2008,male,Never,0.58388,6244,9171,0.57379,0.59397
2008,female,At least once per week,0.06472,819,10072,0.05991,0.06952
2008,female,At least once per month,0.05610,745,10072,0.05161,0.06059
2008,female,Seldom,0.08551,1080,10072,0.08005,0.09098
2008,female,Never,0.63771,7428,10072,0.62832,0.64709
2009,male,At least once per week,0.09349,1051,8541,0.08731,0.09966
2009,male,At least once per month,0.06984,798,8541,0.06444,0.07525
2009,male,Seldom,0.10358,1047,8541,0.09712,0.11004
2009,male,Never,0.56101,5645,8541,0.55048,0.57153
2009,female,At least once per week,0.06122,744,9340,0.05636,0.06608
2009,female,At least once per month,0.06025,751,9340,0.05542,0.06508
2009,female,Seldom,0.10615,1179,9340,0.09990,0.11240
2009,female,Never,0.61182,6666,9340,0.60194,0.62171
2011,male,At least once per week,0.09853,1658,12798,0.09337,0.10369
2011,male,At least once per month,0.07493,1240,12798,0.07037,0.07949
2011,male,Seldom,0.11021,1652,12798,0.10478,0.11564
2011,male,Never,0.54018,8248,12798,0.53154,0.54881
2011,female,At least once per week,0.07308,1475,15474,0.06898,0.07718
2011,female,At least once per month,0.06481,1395,15474,0.06093,0.06869
2011,female,Seldom,0.11277,1976,15474,0.10778,0.11775
2011,female,Never,0.59096,10628,15474,0.58321,0.59871
2013,male,At least once per week,0.09895,1548,11482,0.09349,0.10441
2013,male,At least once per month,0.06696,1133,11482,0.06239,0.07154
2013,male,Seldom,0.08232,1229,11482,0.07729,0.08735
2013,male,Never,0.50054,7572,11482,0.49139,0.50968
2013,female,At least once per week,0.07642,1426,13894,0.07200,0.08084
2013,female,At least once per month,0.05775,1187,13894,0.05387,0.06163
2013,female,Seldom,0.07810,1457,13894,0.07363,0.08256
2013,female,Never,0.55639,9824,13894,0.54813,0.56465
2015,male,At least once per week,0.10043,1485,12271,0.09511,0.10574
2015,male,At least once per month,0.07608,1129,12271,0.07139,0.08077
2015,male,Seldom,0.10464,1493,12271,0.09922,0.11005
2015,male,Never,0.55472,8164,12271,0.54592,0.56351
2015,female,At least once per week,0.07655,1340,14417,0.07221,0.08090
2015,female,At least once per month,0.06891,1288,14417,0.06477,0.07304
2015,female,Seldom,0.11208,1863,14417,0.10693,0.11723
2015,female,Never,0.58684,9926,14417,0.57880,0.59488
2017,male,At least once per week,0.10492,1591,12221,0.09949,0.11035
2017,male,At least once per month,0.07901,1251,12221,0.07423,0.08380
2017,male,Seldom,0.09281,1400,12221,0.08766,0.09795
2017,male,Never,0.54447,7979,12221,0.53564,0.55330
2017,female,At least once per week,0.08333,1448,14236,0.07879,0.08787
2017,female,At least once per month,0.07046,1366,14236,0.06626,0.07467
2017,female,Seldom,0.10252,1817,14236,0.09754,0.10751
2017,female,Never,0.58115,9605,14236,0.57304,0.58925
2019,male,At least once per week,0.11040,1784,12227,0.10485,0.11596
2019,male,At least once per month,0.06660,1195,12227,0.06218,0.07101
2019,male,Seldom,0.08861,1285,12227,0.08357,0.09365
2019,male,Never,0.55412,7963,12227,0.54531,0.56293
2019,female,At least once per week,0.08413,1502,13363,0.07942,0.08883
2019,female,At least once per month,0.06575,1183,13363,0.06155,0.06995
2019,female,Seldom,0.08403,1430,13363,0.07932,0.08873
2019,female,Never,0.60161,9248,13363,0.59331,0.60991
2021,male,At least once per week,0.12230,1270,8081,0.11515,0.12944
2021,male,At least once per month,0.08393,913,8081,0.07788,0.08998
2021,male,Seldom,0.10425,1079,8081,0.09759,0.11091
2021,male,Never,0.50111,4819,8081,0.49020,0.51201
2021,female,At least once per week,0.08824,1098,9094,0.08241,0.09407
2021,female,At least once per month,0.07390,904,9094,0.06852,0.07928
2021,female,Seldom,0.10489,1200,9094,0.09859,0.11119
2021,female,Never,0.56392,5892,9094,0.55373,0.57412
