year,age_gr,migback,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.03492,104,866,0.02269,0.04716
2013,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.01241,45,866,0.00503,0.01979
2013,30-45 y.,Direct migration background,"Yes, less frequently",0.04929,126,866,0.03487,0.06372
2013,30-45 y.,Indirect migration background,"No, never",0.27990,222,337,0.23190,0.32791
2013,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.05064,50,337,0.02719,0.07408
2013,30-45 y.,Indirect migration background,"Yes, less frequently",0.07838,65,337,0.04964,0.10712
2013,46-65 y.,No migration background,"No, never",0.40691,3458,5844,0.39432,0.41951
2013,46-65 y.,No migration background,"Yes, every week",0.04481,395,5844,0.03950,0.05011
2013,46-65 y.,No migration background,"Yes, every 2 weeks",0.06204,522,5844,0.05586,0.06823
2013,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.03485,290,5844,0.03015,0.03955
2013,46-65 y.,No migration background,"Yes, less frequently",0.14848,1179,5844,0.13936,0.15760
2013,46-65 y.,Direct migration background,"No, never",0.26212,381,594,0.22672,0.29751
2013,46-65 y.,Direct migration background,"Yes, every week",0.03885,47,594,0.02330,0.05440
2013,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.04684,64,594,0.02983,0.06384
2013,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.02970,34,594,0.01604,0.04337
2013,46-65 y.,Direct migration background,"Yes, less frequently",0.04605,68,594,0.02918,0.06292
2013,46-65 y.,Indirect migration background,"No, never",0.45359,68,68,0.33438,0.57280
2013,66 and older,No migration background,"No, never",0.03367,162,222,0.00989,0.05746
2013,66 and older,No migration background,"Yes, less frequently",0.00995,60,222,-0.00314,0.02304
2015,17-29 y.,No migration background,"No, never",0.39287,1018,1546,0.36851,0.41722
2015,17-29 y.,No migration background,"Yes, every week",0.03206,96,1546,0.02328,0.04085
2015,17-29 y.,No migration background,"Yes, every 2 weeks",0.07366,186,1546,0.06064,0.08669
2015,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.02781,64,1546,0.01961,0.03601
2015,17-29 y.,No migration background,"Yes, less frequently",0.08660,182,1546,0.07258,0.10063
2015,17-29 y.,Direct migration background,"No, never",0.25940,233,268,0.20682,0.31197
2015,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.05137,35,268,0.02489,0.07785
2015,17-29 y.,Indirect migration background,"No, never",0.32942,283,404,0.28353,0.37531
2015,17-29 y.,Indirect migration background,"Yes, every week",0.05031,31,404,0.02897,0.07165
2015,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.08496,45,404,0.05773,0.11218
2015,17-29 y.,Indirect migration background,"Yes, less frequently",0.07086,45,404,0.04581,0.09591
2015,30-45 y.,No migration background,"No, never",0.47075,2333,3947,0.45518,0.48633
2015,30-45 y.,No migration background,"Yes, every week",0.04999,253,3947,0.04319,0.05679
2015,30-45 y.,No migration background,"Yes, every 2 weeks",0.08183,372,3947,0.07328,0.09038
2015,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.05913,237,3947,0.05177,0.06649
2015,30-45 y.,No migration background,"Yes, less frequently",0.17312,752,3947,0.16131,0.18492
2015,30-45 y.,Direct migration background,"No, never",0.36055,903,1423,0.33560,0.38551
2015,30-45 y.,Direct migration background,"Yes, every week",0.04887,99,1423,0.03766,0.06008
2015,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.06364,149,1423,0.05095,0.07633
2015,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.04739,87,1423,0.03634,0.05843
2015,30-45 y.,Direct migration background,"Yes, less frequently",0.08956,185,1423,0.07472,0.10440
2015,30-45 y.,Indirect migration background,"No, never",0.45824,275,407,0.40978,0.50671
2015,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.08587,61,407,0.05862,0.11312
2015,30-45 y.,Indirect migration background,"Yes, less frequently",0.12494,71,407,0.09278,0.15711
2015,46-65 y.,No migration background,"No, never",0.42973,3228,5481,0.41663,0.44284
2015,46-65 y.,No migration background,"Yes, every week",0.04482,363,5481,0.03934,0.05030
2015,46-65 y.,No migration background,"Yes, every 2 weeks",0.06667,512,5481,0.06006,0.07327
2015,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.03867,291,5481,0.03357,0.04378
2015,46-65 y.,No migration background,"Yes, less frequently",0.14730,1087,5481,0.13792,0.15669
2015,46-65 y.,Direct migration background,"No, never",0.39115,629,990,0.36074,0.42157
2015,46-65 y.,Direct migration background,"Yes, every week",0.05280,79,990,0.03886,0.06674
2015,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.08401,124,990,0.06672,0.10130
2015,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.03709,45,990,0.02531,0.04886
2015,46-65 y.,Direct migration background,"Yes, less frequently",0.07107,113,990,0.05505,0.08708
2015,46-65 y.,Indirect migration background,"No, never",0.45800,86,86,0.35208,0.56392
2015,66 and older,No migration background,"No, never",0.03876,174,233,0.01392,0.06360
2015,66 and older,No migration background,"Yes, less frequently",0.01160,59,233,-0.00218,0.02538
2017,17-29 y.,No migration background,"No, never",0.42188,1240,1849,0.39936,0.44440
2017,17-29 y.,No migration background,"Yes, every week",0.04450,137,1849,0.03510,0.05390
2017,17-29 y.,No migration background,"Yes, every 2 weeks",0.05605,179,1849,0.04556,0.06654
2017,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.03057,97,1849,0.02272,0.03842
2017,17-29 y.,No migration background,"Yes, less frequently",0.07396,196,1849,0.06203,0.08590
2017,17-29 y.,Direct migration background,"No, never",0.30568,235,309,0.25423,0.35713
2017,17-29 y.,Direct migration background,"Yes, every week",0.03516,31,309,0.01459,0.05572
2017,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.05497,43,309,0.02951,0.08042
2017,17-29 y.,Indirect migration background,"No, never",0.34259,297,425,0.29741,0.38776
2017,17-29 y.,Indirect migration background,"Yes, every week",0.05489,39,425,0.03321,0.07656
2017,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.07201,54,425,0.04740,0.09661
2017,17-29 y.,Indirect migration background,"Yes, less frequently",0.03683,35,425,0.01890,0.05475
2017,30-45 y.,No migration background,"No, never",0.50420,2342,3843,0.48839,0.52001
2017,30-45 y.,No migration background,"Yes, every week",0.04704,245,3843,0.04035,0.05374
2017,30-45 y.,No migration background,"Yes, every 2 weeks",0.08828,392,3843,0.07931,0.09725
2017,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.05058,261,3843,0.04365,0.05751
2017,30-45 y.,No migration background,"Yes, less frequently",0.15523,603,3843,0.14378,0.16668
2017,30-45 y.,Direct migration background,"No, never",0.46017,1041,1517,0.43508,0.48526
2017,30-45 y.,Direct migration background,"Yes, every week",0.05253,78,1517,0.04130,0.06376
2017,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.06807,162,1517,0.05539,0.08075
2017,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.04281,79,1517,0.03262,0.05300
2017,30-45 y.,Direct migration background,"Yes, less frequently",0.07857,157,1517,0.06502,0.09211
2017,30-45 y.,Indirect migration background,"No, never",0.54980,300,469,0.50473,0.59488
2017,30-45 y.,Indirect migration background,"Yes, every week",0.04673,31,469,0.02761,0.06585
2017,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.06391,45,469,0.04175,0.08607
2017,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.04992,34,469,0.03019,0.06965
2017,30-45 y.,Indirect migration background,"Yes, less frequently",0.09381,59,469,0.06739,0.12022
2017,46-65 y.,No migration background,"No, never",0.46106,3895,6386,0.44884,0.47329
2017,46-65 y.,No migration background,"Yes, every week",0.04595,434,6386,0.04082,0.05109
2017,46-65 y.,No migration background,"Yes, every 2 weeks",0.06841,572,6386,0.06222,0.07460
2017,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.04832,451,6386,0.04306,0.05358
2017,46-65 y.,No migration background,"Yes, less frequently",0.13060,1034,6386,0.12233,0.13886
2017,46-65 y.,Direct migration background,"No, never",0.41834,727,1106,0.38926,0.44743
2017,46-65 y.,Direct migration background,"Yes, every week",0.05147,78,1106,0.03844,0.06450
2017,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.07151,129,1106,0.05632,0.08671
2017,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.04091,55,1106,0.02923,0.05259
2017,46-65 y.,Direct migration background,"Yes, less frequently",0.08288,117,1106,0.06662,0.09913
2017,46-65 y.,Indirect migration background,"No, never",0.51574,103,103,0.41875,0.61273
2017,66 and older,No migration background,"No, never",0.04435,233,283,0.02032,0.06838
2017,66 and older,No migration background,"Yes, less frequently",0.01152,50,283,-0.00094,0.02397
2019,17-29 y.,No migration background,"No, never",0.42664,1201,1777,0.40364,0.44965
2019,17-29 y.,No migration background,"Yes, every week",0.03957,113,1777,0.03050,0.04864
2019,17-29 y.,No migration background,"Yes, every 2 weeks",0.06368,173,1777,0.05232,0.07503
2019,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.03594,103,1777,0.02728,0.04460
2019,17-29 y.,No migration background,"Yes, less frequently",0.07661,187,1777,0.06424,0.08898
2019,17-29 y.,Direct migration background,"No, never",0.29501,171,171,0.22646,0.36357
2019,17-29 y.,Indirect migration background,"No, never",0.37134,282,400,0.32393,0.41875
2019,17-29 y.,Indirect migration background,"Yes, every week",0.04183,31,400,0.02219,0.06148
2019,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.08216,56,400,0.05522,0.10911
2019,17-29 y.,Indirect migration background,"Yes, less frequently",0.03963,31,400,0.02048,0.05877
2019,30-45 y.,No migration background,"No, never",0.51305,2078,3521,0.49654,0.52956
2019,30-45 y.,No migration background,"Yes, every week",0.05510,256,3521,0.04756,0.06264
2019,30-45 y.,No migration background,"Yes, every 2 weeks",0.08664,354,3521,0.07735,0.09594
2019,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.04563,229,3521,0.03874,0.05252
2019,30-45 y.,No migration background,"Yes, less frequently",0.15377,604,3521,0.14185,0.16569
2019,30-45 y.,Direct migration background,"No, never",0.47358,805,1207,0.44540,0.50176
2019,30-45 y.,Direct migration background,"Yes, every week",0.04830,69,1207,0.03620,0.06040
2019,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.09200,135,1207,0.07569,0.10831
2019,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.02475,52,1207,0.01598,0.03351
2019,30-45 y.,Direct migration background,"Yes, less frequently",0.08949,146,1207,0.07338,0.10561
2019,30-45 y.,Indirect migration background,"No, never",0.52809,273,389,0.47842,0.57777
2019,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.08058,52,389,0.05349,0.10766
2019,30-45 y.,Indirect migration background,"Yes, less frequently",0.11249,64,389,0.08105,0.14393
2019,46-65 y.,No migration background,"No, never",0.48119,4142,7051,0.46953,0.49286
2019,46-65 y.,No migration background,"Yes, every week",0.04927,529,7051,0.04421,0.05432
2019,46-65 y.,No migration background,"Yes, every 2 weeks",0.06550,631,7051,0.05973,0.07128
2019,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.05033,487,7051,0.04522,0.05543
2019,46-65 y.,No migration background,"Yes, less frequently",0.12962,1262,7051,0.12177,0.13746
2019,46-65 y.,Direct migration background,"No, never",0.45259,715,1112,0.42332,0.48186
2019,46-65 y.,Direct migration background,"Yes, every week",0.05644,75,1112,0.04287,0.07001
2019,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.07220,127,1112,0.05698,0.08742
2019,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.04496,58,1112,0.03277,0.05714
2019,46-65 y.,Direct migration background,"Yes, less frequently",0.07579,137,1112,0.06023,0.09135
2019,46-65 y.,Indirect migration background,"No, never",0.47172,136,179,0.39838,0.54506
2019,46-65 y.,Indirect migration background,"Yes, less frequently",0.13596,43,179,0.08561,0.18632
2019,66 and older,No migration background,"No, never",0.04956,353,517,0.03083,0.06828
2019,66 and older,No migration background,"Yes, every week",0.00384,38,517,-0.00150,0.00917
2019,66 and older,No migration background,"Yes, less frequently",0.01749,126,517,0.00618,0.02880
2019,66 and older,Direct migration background,"No, never",0.06700,34,34,-0.01831,0.15231
2021,17-29 y.,No migration background,"No, never",0.36658,675,1038,0.33725,0.39591
2021,17-29 y.,No migration background,"Yes, every week",0.02554,59,1038,0.01594,0.03514
2021,17-29 y.,No migration background,"Yes, every 2 weeks",0.05350,128,1038,0.03980,0.06719
2021,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.02670,48,1038,0.01689,0.03651
2021,17-29 y.,No migration background,"Yes, less frequently",0.06719,128,1038,0.05195,0.08243
2021,17-29 y.,Direct migration background,"No, never",0.29936,318,500,0.25918,0.33954
2021,17-29 y.,Direct migration background,"Yes, every week",0.07339,50,500,0.05051,0.09627
2021,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.06097,86,500,0.03997,0.08196
2021,17-29 y.,Direct migration background,"Yes, less frequently",0.03878,46,500,0.02184,0.05572
2021,17-29 y.,Indirect migration background,"No, never",0.34015,158,158,0.26605,0.41426
2021,30-45 y.,No migration background,"No, never",0.44974,1199,1961,0.42771,0.47176
2021,30-45 y.,No migration background,"Yes, every week",0.04125,136,1961,0.03244,0.05005
2021,30-45 y.,No migration background,"Yes, every 2 weeks",0.07249,178,1961,0.06101,0.08397
2021,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.03861,128,1961,0.03008,0.04714
2021,30-45 y.,No migration background,"Yes, less frequently",0.10725,320,1961,0.09355,0.12095
2021,30-45 y.,Direct migration background,"No, never",0.44552,960,1414,0.41961,0.47144
2021,30-45 y.,Direct migration background,"Yes, every week",0.04080,94,1414,0.03048,0.05111
2021,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.07943,147,1414,0.06533,0.09353
2021,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.03475,63,1414,0.02520,0.04430
2021,30-45 y.,Direct migration background,"Yes, less frequently",0.08697,150,1414,0.07228,0.10167
2021,30-45 y.,Indirect migration background,"No, never",0.41513,142,173,0.34149,0.48877
2021,30-45 y.,Indirect migration background,"Yes, less frequently",0.15967,31,173,0.10493,0.21441
2021,46-65 y.,No migration background,"No, never",0.37428,2254,3840,0.35897,0.38959
2021,46-65 y.,No migration background,"Yes, every week",0.04215,315,3840,0.03580,0.04851
2021,46-65 y.,No migration background,"Yes, every 2 weeks",0.05108,353,3840,0.04412,0.05805
2021,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.03905,241,3840,0.03293,0.04518
2021,46-65 y.,No migration background,"Yes, less frequently",0.09812,677,3840,0.08871,0.10753
2021,46-65 y.,Direct migration background,"No, never",0.39797,543,850,0.36504,0.43090
2021,46-65 y.,Direct migration background,"Yes, every week",0.05398,61,850,0.03878,0.06918
2021,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.06286,104,850,0.04653,0.07918
2021,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.02997,35,850,0.01850,0.04144
2021,46-65 y.,Direct migration background,"Yes, less frequently",0.09761,107,850,0.07765,0.11758
2021,46-65 y.,Indirect migration background,"No, never",0.47051,95,95,0.36961,0.57142
2021,66 and older,No migration background,"No, never",0.04733,180,242,0.02052,0.07414
2021,66 and older,No migration background,"Yes, less frequently",0.01203,62,242,-0.00174,0.02579
