year,pgisced97,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Pre-primary Level,Seldom,0.08564,95,430,0.05916,0.11212
2013,Primary Level,At least once per week,0.09595,49,324,0.06383,0.12806
2013,Primary Level,At least once per month,0.14134,64,324,0.10335,0.17933
2013,Primary Level,Seldom,0.22387,114,324,0.17841,0.26933
2013,Primary Level,Never,0.22111,97,324,0.17585,0.26637
2013,Lower Secondary Level,Daily,0.01318,43,2584,0.00878,0.01758
2013,Lower Secondary Level,At least once per week,0.13665,425,2584,0.12340,0.14989
2013,Lower Secondary Level,At least once per month,0.20294,639,2584,0.18743,0.21845
2013,Lower Secondary Level,Seldom,0.31511,1035,2584,0.29719,0.33302
2013,Lower Secondary Level,Never,0.15116,442,2584,0.13735,0.16498
2013,Upper Secondary Level,Daily,0.01313,158,12378,0.01113,0.01514
2013,Upper Secondary Level,At least once per week,0.18701,2195,12378,0.18014,0.19388
2013,Upper Secondary Level,At least once per month,0.29542,3944,12378,0.28738,0.30346
2013,Upper Secondary Level,Seldom,0.34577,4919,12378,0.33739,0.35415
2013,Upper Secondary Level,Never,0.08842,1162,12378,0.08341,0.09342
2013,Post-secondary Non-tertiary Level,At least once per week,0.22351,355,1749,0.20398,0.24304
2013,Post-secondary Non-tertiary Level,At least once per month,0.30326,656,1749,0.28171,0.32481
2013,Post-secondary Non-tertiary Level,Seldom,0.25469,634,1749,0.23426,0.27511
2013,Post-secondary Non-tertiary Level,Never,0.04403,104,1749,0.03441,0.05365
2013,First Stage of Tertiary Education,At least once per week,0.19781,329,1649,0.17857,0.21704
2013,First Stage of Tertiary Education,At least once per month,0.35610,589,1649,0.33298,0.37922
2013,First Stage of Tertiary Education,Seldom,0.35862,647,1649,0.33546,0.38177
2013,First Stage of Tertiary Education,Never,0.05352,84,1649,0.04265,0.06439
2013,Second Stage of Tertiary Education,Daily,0.02101,97,5825,0.01733,0.02469
2013,Second Stage of Tertiary Education,At least once per week,0.29039,1635,5825,0.27873,0.30204
2013,Second Stage of Tertiary Education,At least once per month,0.33134,2226,5825,0.31925,0.34343
2013,Second Stage of Tertiary Education,Seldom,0.24539,1687,5825,0.23434,0.25644
2013,Second Stage of Tertiary Education,Never,0.02651,180,5825,0.02239,0.03064
2017,Primary Level,Daily,0.00412,45,1419,0.00078,0.00745
2017,Primary Level,At least once per week,0.02120,247,1419,0.01371,0.02870
2017,Primary Level,At least once per month,0.02268,281,1419,0.01493,0.03043
2017,Primary Level,Seldom,0.01819,269,1419,0.01123,0.02514
2017,Primary Level,Never,0.04380,577,1419,0.03315,0.05445
2017,Lower Secondary Level,At least once per week,0.00287,162,775,-0.00090,0.00663
2017,Lower Secondary Level,At least once per month,0.00282,175,775,-0.00091,0.00656
2017,Lower Secondary Level,Seldom,0.00234,173,775,-0.00106,0.00575
2017,Lower Secondary Level,Never,0.00384,265,775,-0.00052,0.00819
2017,Upper Secondary Level,At least once per week,0.00073,156,649,-0.00135,0.00282
2017,Upper Secondary Level,At least once per month,0.00058,151,649,-0.00127,0.00242
2017,Upper Secondary Level,Seldom,0.00055,147,649,-0.00125,0.00234
2017,Upper Secondary Level,Never,0.00069,195,649,-0.00133,0.00272
2017,Post-secondary Non-tertiary Level,Never,0.00066,31,31,-0.00854,0.00987
2017,Second Stage of Tertiary Education,At least once per week,0.00118,133,721,-0.00133,0.00369
2017,Second Stage of Tertiary Education,At least once per month,0.00185,214,721,-0.00129,0.00499
2017,Second Stage of Tertiary Education,Seldom,0.00127,174,721,-0.00133,0.00386
2017,Second Stage of Tertiary Education,Never,0.00152,200,721,-0.00133,0.00437
2018,Primary Level,At least once per week,0.02967,263,1109,0.01968,0.03966
2018,Primary Level,At least once per month,0.02680,334,1109,0.01729,0.03631
2018,Primary Level,Seldom,0.02220,240,1109,0.01352,0.03087
2018,Primary Level,Never,0.02558,272,1109,0.01628,0.03488
2018,Lower Secondary Level,At least once per week,0.00463,175,611,-0.00076,0.01001
2018,Lower Secondary Level,At least once per month,0.00386,187,611,-0.00106,0.00877
2018,Lower Secondary Level,Seldom,0.00209,120,611,-0.00153,0.00572
2018,Lower Secondary Level,Never,0.00202,129,611,-0.00154,0.00558
2018,Upper Secondary Level,At least once per week,0.00071,137,535,-0.00155,0.00296
2018,Upper Secondary Level,At least once per month,0.00088,182,535,-0.00163,0.00339
2018,Upper Secondary Level,Seldom,0.00052,108,535,-0.00142,0.00247
2018,Upper Secondary Level,Never,0.00039,108,535,-0.00129,0.00207
2018,Second Stage of Tertiary Education,At least once per week,0.00182,146,566,-0.00169,0.00533
2018,Second Stage of Tertiary Education,At least once per month,0.00168,204,566,-0.00170,0.00506
2018,Second Stage of Tertiary Education,Seldom,0.00120,130,566,-0.00166,0.00406
2018,Second Stage of Tertiary Education,Never,0.00077,86,566,-0.00152,0.00306
2019,Pre-primary Level,At least once per week,0.21329,124,308,0.16746,0.25911
2019,Pre-primary Level,At least once per month,0.24104,113,308,0.19319,0.28888
2019,Pre-primary Level,Seldom,0.11498,71,308,0.07930,0.15066
2019,Primary Level,At least once per week,0.20348,360,1503,0.18312,0.22384
2019,Primary Level,At least once per month,0.27262,452,1503,0.25010,0.29514
2019,Primary Level,Seldom,0.29568,392,1503,0.27260,0.31875
2019,Primary Level,Never,0.18183,299,1503,0.16232,0.20133
2019,Lower Secondary Level,Daily,0.01161,53,3035,0.00780,0.01543
2019,Lower Secondary Level,At least once per week,0.20254,655,3035,0.18824,0.21684
2019,Lower Secondary Level,At least once per month,0.29772,929,3035,0.28145,0.31399
2019,Lower Secondary Level,Seldom,0.32319,953,3035,0.30654,0.33983
2019,Lower Secondary Level,Never,0.13341,445,3035,0.12131,0.14551
2019,Upper Secondary Level,Daily,0.01336,157,11633,0.01127,0.01544
2019,Upper Secondary Level,At least once per week,0.23356,2751,11633,0.22587,0.24125
2019,Upper Secondary Level,At least once per month,0.35607,4165,11633,0.34736,0.36477
2019,Upper Secondary Level,Seldom,0.32170,3672,11633,0.31321,0.33019
2019,Upper Secondary Level,Never,0.07285,888,11633,0.06813,0.07757
2019,Post-secondary Non-tertiary Level,Daily,0.01392,42,2255,0.00908,0.01876
2019,Post-secondary Non-tertiary Level,At least once per week,0.26375,547,2255,0.24556,0.28194
2019,Post-secondary Non-tertiary Level,At least once per month,0.43073,936,2255,0.41029,0.45117
2019,Post-secondary Non-tertiary Level,Seldom,0.24398,611,2255,0.22625,0.26171
2019,Post-secondary Non-tertiary Level,Never,0.04453,119,2255,0.03602,0.05305
2019,First Stage of Tertiary Education,Daily,0.01058,31,1661,0.00566,0.01550
2019,First Stage of Tertiary Education,At least once per week,0.27156,456,1661,0.25016,0.29296
2019,First Stage of Tertiary Education,At least once per month,0.38178,643,1661,0.35840,0.40515
2019,First Stage of Tertiary Education,Seldom,0.29970,479,1661,0.27766,0.32174
2019,First Stage of Tertiary Education,Never,0.03303,52,1661,0.02443,0.04163
2019,Second Stage of Tertiary Education,Daily,0.02212,178,7558,0.01880,0.02543
2019,Second Stage of Tertiary Education,At least once per week,0.33337,2454,7558,0.32274,0.34399
2019,Second Stage of Tertiary Education,At least once per month,0.40237,3025,7558,0.39131,0.41342
2019,Second Stage of Tertiary Education,Seldom,0.21304,1664,7558,0.20380,0.22227
2019,Second Stage of Tertiary Education,Never,0.02740,237,7558,0.02372,0.03108
