year,quintil_oecd,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,2nd Quintile,Seldom,0.29153,1781,4921,0.27883,0.30423
2019,2nd Quintile,Never,0.06965,427,4921,0.06254,0.07676
2019,3rd Quintile,Daily,0.00977,55,4525,0.00690,0.01263
2019,3rd Quintile,At least once per week,0.19664,1003,4525,0.18505,0.20822
2019,3rd Quintile,At least once per month,0.33594,1783,4525,0.32218,0.34971
2019,3rd Quintile,Seldom,0.25293,1476,4525,0.24026,0.26559
2019,3rd Quintile,Never,0.04269,208,4525,0.03680,0.04858
2019,4th Quintile,Daily,0.01045,51,4271,0.00740,0.01350
2019,4th Quintile,At least once per week,0.22591,1108,4271,0.21336,0.23845
2019,4th Quintile,At least once per month,0.36455,1862,4271,0.35011,0.37899
2019,4th Quintile,Seldom,0.23054,1133,4271,0.21790,0.24317
2019,4th Quintile,Never,0.02468,117,4271,0.02003,0.02934
2019,5th Quintile,Daily,0.01726,88,4781,0.01357,0.02095
2019,5th Quintile,At least once per week,0.33430,1692,4781,0.32092,0.34767
2019,5th Quintile,At least once per month,0.35867,1993,4781,0.34507,0.37227
2019,5th Quintile,Seldom,0.17144,942,4781,0.16075,0.18212
2019,5th Quintile,Never,0.01494,66,4781,0.01150,0.01838
