"year","hhtyp","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1988","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","65.89","60.5","1834","30","43","81","102.25","178","64.33","67.45","0","255.67","55.4166679382324","61"
"1988","1-Pers.- Haushalt","Laendlicher Raum","47.73","47.42","163","12.75","30","63.92","76","153","43.16","52.3","0","191.75","40","51"
"1988","1-Pers.- Haushalt","Staedtischer Raum","51.83","47.5","855","20","31","62","85.25","177","49.47","54.19","0","485","46","51"
"1988","Alleinerziehende","Laendlicher Raum","64.1","60.33","156","38.33","51","85.25","102","127","60.29","67.91","0","127","53","63"
"1988","Alleinerziehende","Staedtischer Raum","72.17","59.25","536","35","51","85.25","124","204","68.58","75.76","3","404.75","55.4166679382324","66"
"1988","Paar mit Kind(ern)","Laendlicher Raum","76.25","64.96","1699","34.08","51","93.75","127.83","213","74.25","78.25","0","340.83","63.9166679382324","71"
"1988","Paar mit Kind(ern)","Staedtischer Raum","74.99","65.5","6335","33","51","93.75","127.83","204","73.93","76.05","0","409","63.9166679382324","66"
"1988","Sonstige","Laendlicher Raum","60.04","58.75","229","12.75","41.75","76.67","102","191.75","54.77","65.31","0","191.75","51.1666679382324","63"
"1988","Sonstige","Staedtischer Raum","79.09","69.5","589","25","46","93.75","127.83","510","74.99","83.19","0","510","66","71"
"1989","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","62.57","51.08","474","21.33","36.42","76","112","213","59","66.14","0","255.67","51","56"
"1989","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","62.39","51.08","1818","25.58","40","76","102.25","213","60.52","64.26","0","447","51.1666679382324","54"
"1989","1-Pers.- Haushalt","Laendlicher Raum","45.62","41.29","157","17.08","25","51.17","80.92","127.83","40.92","50.32","0","256","35","51"
"1989","1-Pers.- Haushalt","Staedtischer Raum","50.96","45.5","864","20","31","61","83","170.42","48.43","53.49","0","501","42.5833320617676","48"
"1989","Alleinerziehende","Laendlicher Raum","63.34","59.67","140","25","35","81","107","178","57.57","69.11","12.75","178","51.1666679382324","71"
"1989","Alleinerziehende","Staedtischer Raum","68.22","60.33","511","29","43","87","115","153.42","65.13","71.31","0","298.25","56","66"
"1989","Paar mit Kind(ern)","Laendlicher Raum","69.99","63.71","1586","25.58","42.58","89.5","117.17","234.33","68.2","71.78","0","255.67","63","63.9166679382324"
"1989","Paar mit Kind(ern)","Staedtischer Raum","71.63","63.46","6053","30.67","46.83","89.5","119.33","204","70.59","72.67","0","510","61","63.9166679382324"
"1989","Sonstige","Laendlicher Raum","71.42","63.5","217","31.92","42.58","89.5","127.83","170.42","65.99","76.85","4.25","178","61","68.1666641235352"
"1989","Sonstige","Staedtischer Raum","66.35","60.33","600","25","40","78","106.5","340.83","61.66","71.04","2.58","424","63","71"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","45.09","34.5","1112","10","16","61","93.75","161.92","43.03","47.15","0","255.67","25.5833339691162","30"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","58.69","50.79","2150","15","34.08","76","102","178","57.05","60.33","0","426","51","51"
"1990","1-Pers.- Haushalt","Laendlicher Raum","36.81","29.42","366","7","12","51","76.67","149.17","33.64","39.98","0","281","17.0833339691162","25"
"1990","1-Pers.- Haushalt","Staedtischer Raum","45.19","39.58","940","10.67","25","56","84","150.83","43.32","47.06","0","204","38","40"
"1990","Alleinerziehende","Laendlicher Raum","51.01","38.17","264","10","20","76","104","178","46.83","55.19","0","178","21.3333339691162","34.0833320617676"
"1990","Alleinerziehende","Staedtischer Raum","57.4","51.08","670","15","35","76","102","138","54.65","60.15","3.42","204","51","51.1666679382324"
"1990","Paar mit Kind(ern)","Laendlicher Raum","48.5","39.17","4216","12.75","21","66.08","102","170.42","47.55","49.45","0","204","29.8333339691162","30"
"1990","Paar mit Kind(ern)","Staedtischer Raum","65.88","59.33","7169","20","40","85.25","115","210","64.84","66.92","0","434","51","51.1666679382324"
"1990","Sonstige","Laendlicher Raum","52.92","38.12","477","12","21.33","63.92","119.33","289.75","48.83","57.01","0","289.75","30","34.4166679382324"
"1990","Sonstige","Staedtischer Raum","69.85","63.46","796","20","42.58","85.25","120","426","66.81","72.89","3.42","426","56","63.9166679382324"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","52.67","46.42","1064","12","22.17","69","106.5","178","50.4","54.94","0","298.25","35","42.5833320617676"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","62.17","55.71","2168","25","40","76.67","102.25","170.42","60.78","63.56","0","276.92","51.1666679382324","55.4166679382324"
"1991","1-Pers.- Haushalt","Laendlicher Raum","41.91","35.38","340","8.5","15","55","76.67","153","38.64","45.18","0","170.42","25.5833339691162","35"
"1991","1-Pers.- Haushalt","Staedtischer Raum","47.73","45.38","914","17","29.83","61","81","132","45.86","49.6","0","219","40","46"
"1991","Alleinerziehende","Laendlicher Raum","60.24","46.42","286","13","25.58","76.67","106.5","255.67","55.12","65.36","5","255.67","30","42.5833320617676"
"1991","Alleinerziehende","Staedtischer Raum","65.45","60.33","631","21","40","85.25","122","153.42","62.46","68.44","2","244","53","64"
"1991","Paar mit Kind(ern)","Laendlicher Raum","60.21","51.08","4076","15","28","85.25","112","204","59.06","61.36","2.58","255.67","42.5833320617676","42.5833320617676"
"1991","Paar mit Kind(ern)","Staedtischer Raum","69.87","64.54","6934","25.58","42.58","91.58","121","170.42","69","70.74","0","296","61","63"
"1991","Sonstige","Laendlicher Raum","52.55","49.17","470","12.75","21.33","76","89.5","153","49.69","55.41","4.25","153","42.5833320617676","51"
"1991","Sonstige","Staedtischer Raum","71.1","63.46","760","15","42.58","102","127","204","67.41","74.79","4.25","255.67","63.9166679382324","76"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","67.7","63.46","1000","29.83","42.58","85.25","106.5","170.42","65.56","69.84","4.25","298.25","61","63.9166679382324"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","69.73","63.46","2232","30","46","86","109","178","68.28","71.18","2.58","255.67","61","63.9166679382324"
"1992","1-Pers.- Haushalt","Laendlicher Raum","53.63","50","332","21.33","31.92","71","92","153","50.42","56.84","1.67","170.42","46","51"
"1992","1-Pers.- Haushalt","Staedtischer Raum","53.08","50.62","894","25","35","66","86","153","51.15","55.01","1.25","213","48","51"
"1992","Alleinerziehende","Laendlicher Raum","69.82","61.5","274","25","48","84","127","170.42","65.76","73.88","11","170.42","59","63.9166679382324"
"1992","Alleinerziehende","Staedtischer Raum","77.83","70","638","38.33","51","102","140.58","184.08","74.74","80.92","4.25","255","66","76"
"1992","Paar mit Kind(ern)","Laendlicher Raum","77.73","75.5","3752","34.08","51.17","102","127.83","201","76.57","78.89","1.08","255.67","70.3333358764648","76"
"1992","Paar mit Kind(ern)","Staedtischer Raum","78.91","75.92","6574","35","51.17","102","127","187.5","77.97","79.85","3.42","405","72","76"
"1992","Sonstige","Laendlicher Raum","75.92","70.83","448","30","51","102","123.58","149.17","72.82","79.02","12.75","153","66","76.6666641235352"
"1992","Sonstige","Staedtischer Raum","78.26","74.5","712","24.33","51","102","127.83","191.75","75.15","81.37","4.25","204.5","76","79"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","69.43","62.96","1030","30.25","46","85.25","112","178","67.36","71.5","0","298.25","61","63.9166679382324"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","68.38","63.46","2272","30","46","86","110","170.42","66.89","69.87","0","463","61","63.9166679382324"
"1993","1-Pers.- Haushalt","Laendlicher Raum","54.34","50.5","372","21.33","34.08","71","93.75","153","51.28","57.4","2.42","161.92","44.75","51"
"1993","1-Pers.- Haushalt","Staedtischer Raum","55.98","50.5","918","25","35","71","93","153","53.84","58.12","0","383.5","51","51"
"1993","Alleinerziehende","Laendlicher Raum","81.57","75.5","293","35","55.42","102","127.83","155","77.85","85.29","16","204","76","78"
"1993","Alleinerziehende","Staedtischer Raum","76.73","75","589","40","51","102","127","178","73.73","79.73","0","259","73","76"
"1993","Paar mit Kind(ern)","Laendlicher Raum","79.56","75.29","3639","40","52","102","127.83","191.75","78.38","80.74","0","213","76","76"
"1993","Paar mit Kind(ern)","Staedtischer Raum","79.33","75.92","6478","38.33","51","102","127.83","204","78.4","80.26","2.17","255.67","76","76"
"1993","Sonstige","Laendlicher Raum","77.29","66.04","461","42.58","51.17","102","121.42","170.42","74.34","80.24","2.17","170.42","72.4166641235352","85.25"
"1993","Sonstige","Staedtischer Raum","81.02","71.71","701","35","51","102","127.83","230","77.67","84.37","6.58","359","76","81"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","66.93","63.54","1070","30","46.83","80.92","102","170.42","65.12","68.74","0","213","61","63.9166679382324"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","67.82","63.46","2312","30","46.83","85.25","106.5","170.42","66.36","69.28","0","460","61","63.9166679382324"
"1994","1-Pers.- Haushalt","Laendlicher Raum","55.13","50.5","376","21.33","35","69","92","155","52.25","58.01","2.17","161.92","46.8333320617676","51"
"1994","1-Pers.- Haushalt","Staedtischer Raum","55.35","50.5","923","25","35","68.17","92","153","53.48","57.22","2.58","255","51","51"
"1994","Alleinerziehende","Laendlicher Raum","75.36","69","277","25.58","42.58","98","143","170.42","71.11","79.61","4.5","170.42","61","71"
"1994","Alleinerziehende","Staedtischer Raum","75.8","75","579","40","51","92","127","178","72.99","78.61","8.5","225.83","66","76"
"1994","Paar mit Kind(ern)","Laendlicher Raum","80.19","75.5","3532","42.58","53.25","93.75","127.83","204","79.02","81.36","0","276.92","76","76"
"1994","Paar mit Kind(ern)","Staedtischer Raum","78.55","73.5","6248","38.33","51","102","127.83","182","77.56","79.54","0","510","73","76"
"1994","Sonstige","Laendlicher Raum","73.66","60.33","447","21.33","51","92.92","132","213","69.72","77.6","4.25","213","61","74.5833358764648"
"1994","Sonstige","Staedtischer Raum","87.34","77.75","683","39.67","51.17","117","153","204","84.08","90.6","3.83","357","76","78.8333358764648"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","67.43","61.54","1106","35","50","84","102","191.75","65.54","69.32","0","383.5","61","63.9166679382324"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","70.37","63.67","2384","34.08","49","89","112.5","178.92","68.93","71.81","0","455","61","63.9166679382324"
"1995","1-Pers.- Haushalt","Laendlicher Raum","54.13","50.5","374","25","35","63.92","93.75","153","51.27","56.99","0","178.92","46","51"
"1995","1-Pers.- Haushalt","Staedtischer Raum","54.48","50.5","953","25","34.08","69","97","153","52.51","56.45","0","213","51","51"
"1995","Alleinerziehende","Laendlicher Raum","70.66","63.46","301","25.58","51","85.25","115","178","66.79","74.53","4.25","204","63.9166679382324","73"
"1995","Alleinerziehende","Staedtischer Raum","76.52","74.5","615","35","51","102","127","204","73.63","79.41","4.25","204","63.9166679382324","76"
"1995","Paar mit Kind(ern)","Laendlicher Raum","75.04","72.21","3692","38.33","51.17","93","117","178","73.94","76.14","0","255","69","74.5833358764648"
"1995","Paar mit Kind(ern)","Staedtischer Raum","76.58","73.88","6388","36.25","51","102","127","191.75","75.64","77.52","0","255.67","72.4166641235352","76"
"1995","Sonstige","Laendlicher Raum","78.39","62.46","401","40","51.17","102.25","127","178","74.41","82.37","0","255.67","66","85.25"
"1995","Sonstige","Staedtischer Raum","78.35","74.88","719","38","49.67","102","127.83","178","75.28","81.42","0","255.67","72.4166641235352","76"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","64.74","59.83","1158","26","42.58","77.58","105","213","62.85","66.63","4.25","255.67","57.5","61"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","64.54","57.75","2366","30","43","81","104","169.75","63.3","65.78","0","204","55","59.6666679382324"
"1996","1-Pers.- Haushalt","Laendlicher Raum","52.36","50.5","395","21.33","30","62.67","85.25","170.42","49.44","55.28","0","213","46","51"
"1996","1-Pers.- Haushalt","Staedtischer Raum","49.62","45.5","954","23","31.92","61","81","132","47.99","51.25","0","178","44","50"
"1996","Alleinerziehende","Laendlicher Raum","61.93","62","298","25","40","76","98","170.42","58.43","65.43","4.25","178","58","63.9166679382324"
"1996","Alleinerziehende","Staedtischer Raum","69.37","60.5","625","33","48","86","120","170.42","66.62","72.12","4.25","204","53.25","63"
"1996","Paar mit Kind(ern)","Laendlicher Raum","70.84","63.46","3497","38.33","51","85.25","106.5","170.42","69.76","71.92","3.83","255.67","63.9166679382324","63.9166679382324"
"1996","Paar mit Kind(ern)","Staedtischer Raum","71.61","63.46","6214","34.08","50","89.5","123.58","178","70.75","72.47","0","242.83","63.9166679382324","63.9166679382324"
"1996","Sonstige","Laendlicher Raum","74.91","62.46","391","35","51.17","91","127.83","170.42","71.35","78.47","4.25","184","63.9166679382324","72"
"1996","Sonstige","Staedtischer Raum","73.28","67.12","645","40","51","93.75","115","153","70.72","75.84","4.25","184","63.9166679382324","71"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","64.51","58.5","1186","30","42.58","80.92","106.5","170.42","62.64","66.38","4.25","255.67","55.4166679382324","59.6666679382324"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","64.26","55.96","2398","30","42.58","80.5","105","170.42","63.01","65.51","2.75","255.67","52","56"
"1997","1-Pers.- Haushalt","Laendlicher Raum","51.79","47.5","376","21.33","30","63.92","85.25","149.17","48.86","54.72","4.25","160.17","43","51"
"1997","1-Pers.- Haushalt","Staedtischer Raum","50.12","45.75","938","21.33","30","61.17","81","153","48.26","51.98","2.17","240","44","51"
"1997","Alleinerziehende","Laendlicher Raum","67.83","62.5","323","35","51","76.67","102","181","64.18","71.48","13.67","213","61","66"
"1997","Alleinerziehende","Staedtischer Raum","67.71","56.5","602","35","49","78","102","191.75","65.17","70.25","5.33","213","52","61"
"1997","Paar mit Kind(ern)","Laendlicher Raum","75.04","67","3370","40","51.17","90","127.83","178","73.91","76.17","4.08","255.67","63.9166679382324","68.1666641235352"
"1997","Paar mit Kind(ern)","Staedtischer Raum","71.91","63.46","5982","34.08","51","89.5","117","191.75","71.05","72.77","2.58","255.67","63","63.9166679382324"
"1997","Sonstige","Laendlicher Raum","80.69","76.33","362","35","51.17","102.25","127.83","191.75","76.97","84.41","10.42","191.75","66.0833358764648","76.6666641235352"
"1997","Sonstige","Staedtischer Raum","80.27","71.71","666","43","51.17","102.25","137.25","178","77.63","82.91","5.08","189","63.9166679382324","72.4166641235352"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","65.37","59.33","1356","29.83","42.58","83.75","106.5","191.75","63.61","67.13","2","255.67","55.4166679382324","61"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","63.46","55.71","2716","30","42.58","76.67","104.17","150","62.32","64.6","4.25","213","51.1666679382324","56"
"1998","1-Pers.- Haushalt","Laendlicher Raum","52.78","44.38","447","23","30","63.92","90","178.92","49.94","55.62","5","204","40","48"
"1998","1-Pers.- Haushalt","Staedtischer Raum","48.91","44.5","1146","24","30","61","79.25","135","47.36","50.46","0","255.67","42.5833320617676","46.8333320617676"
"1998","Alleinerziehende","Laendlicher Raum","61.13","51.08","335","35","42.58","76","91","170.42","57.87","64.39","10","170.42","51","59.6666679382324"
"1998","Alleinerziehende","Staedtischer Raum","66.68","58.83","723","30","46","80.92","106.5","178","64.46","68.9","12","184","51.1666679382324","62"
"1998","Paar mit Kind(ern)","Laendlicher Raum","71.83","63.58","3698","38","51","85.25","110.75","178.92","70.79","72.87","4.25","255.67","63.9166679382324","63.9166679382324"
"1998","Paar mit Kind(ern)","Staedtischer Raum","69.93","62.83","6247","34.08","46.83","85.25","115","170.42","69.07","70.79","2.17","357","61","63"
"1998","Sonstige","Laendlicher Raum","72.01","59.25","308","38","46","85.25","110.75","178.92","67.9","76.12","15","178.92","53","63.9166679382324"
"1998","Sonstige","Staedtischer Raum","73.08","59.83","632","34.08","46.83","89","135","170.42","70.15","76.01","4.25","204.5","51.1666679382324","63"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","60.63","54.71","1394","30","42.58","76","93.75","149.17","59.19","62.07","0","238.58","51.1666679382324","55.4166679382324"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","62.09","55.21","2712","29.83","40.42","76.08","102.25","153.42","60.91","63.27","0","314","51.1666679382324","55"
"1999","1-Pers.- Haushalt","Laendlicher Raum","50.48","44.88","443","23","32","61","86","132.08","47.71","53.25","2.17","255.67","42.5833320617676","51"
"1999","1-Pers.- Haushalt","Staedtischer Raum","48.72","42.29","1092","23","30","58","78","153","47.06","50.38","0","230.08","41","46"
"1999","Alleinerziehende","Laendlicher Raum","57.29","50","390","26","40","66","88","127.83","54.7","59.88","20","153","51","51.1666679382324"
"1999","Alleinerziehende","Staedtischer Raum","63.13","51.58","680","30","40","76","102","153.42","60.7","65.56","3.42","184","51.1666679382324","56"
"1999","Paar mit Kind(ern)","Laendlicher Raum","69.03","60.5","3618","34.08","46.83","85.25","110.75","170.42","67.94","70.12","4.25","276.92","61","63.9166679382324"
"1999","Paar mit Kind(ern)","Staedtischer Raum","69.65","63.62","6254","34.08","46.83","85.25","110.75","187.5","68.79","70.51","0","255.67","61","63.9166679382324"
"1999","Sonstige","Laendlicher Raum","68.63","61.79","226","21.33","51.17","85.25","110.75","140.58","64.96","72.3","8.5","140.58","63.9166679382324","76"
"1999","Sonstige","Staedtischer Raum","70.75","63.46","405","30","46","86","115","156","67.62","73.88","8.5","156","63.9166679382324","76"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","65.75","59.33","2502","33","46","84","106.5","170.42","64.47","67.03","0","485","56","59.6666679382324"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","67.42","59.83","5010","30","42.58","85.25","106.5","191.75","66.41","68.43","0","426","58","61"
"2000","1-Pers.- Haushalt","Laendlicher Raum","52.66","46.92","909","23.42","33","63.92","86","162","50.73","54.59","0","230","46","51"
"2000","1-Pers.- Haushalt","Staedtischer Raum","50.66","45.5","2143","21.33","30","61","85.25","168","49.27","52.05","0","510","42.5833320617676","46"
"2000","Alleinerziehende","Laendlicher Raum","64.73","55.71","616","31","43","76.67","106.5","213","62.35","67.11","15","213","51.1666679382324","59.6666679382324"
"2000","Alleinerziehende","Staedtischer Raum","63.67","52.08","1207","30","41.75","76","107","178","61.75","65.59","9","340.83","51","58"
"2000","Paar mit Kind(ern)","Laendlicher Raum","73.57","63.46","5990","35","51","89.5","115","204","72.62","74.52","0","409","63.9166679382324","65"
"2000","Paar mit Kind(ern)","Staedtischer Raum","74.14","63.46","10626","35","51","92","127","204","73.43","74.85","0","363","63.9166679382324","66"
"2000","Sonstige","Laendlicher Raum","78.31","70.29","425","40","51.17","98","127.83","213","74.77","81.85","4.25","213","66","76.6666641235352"
"2000","Sonstige","Staedtischer Raum","74.72","63.46","693","30","47","89","127.83","213","71.25","78.19","0","319.58","63.9166679382324","76"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","74.95","63.46","2306","35","51","93.75","127.83","191.75","73.38","76.52","0","426","63.9166679382324","68"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","75.19","63.58","4504","34.08","51","92","127.83","213","74.01","76.37","0","426","63.9166679382324","64"
"2001","1-Pers.- Haushalt","Laendlicher Raum","60.93","50.5","799","25","40","76","102.25","170.42","58.56","63.3","0","319.58","51","51.1666679382324"
"2001","1-Pers.- Haushalt","Staedtischer Raum","53.92","50.83","1918","25","30.25","66","92","170.42","52.5","55.34","0","255.67","49","51"
"2001","Alleinerziehende","Laendlicher Raum","72.5","68.08","590","38","51","90.33","117.58","153","69.78","75.22","20","213","61","68.1666641235352"
"2001","Alleinerziehende","Staedtischer Raum","71.99","56.67","1095","32","42.58","89","127","319.58","69.43","74.55","10","319.58","54","61"
"2001","Paar mit Kind(ern)","Laendlicher Raum","84.82","75.92","5403","42.58","51.17","106.5","143","255","83.65","85.99","0","340.83","76","76.6666641235352"
"2001","Paar mit Kind(ern)","Staedtischer Raum","82.44","75.83","9676","40","51","102.25","135","234.33","81.61","83.27","0","383.5","76","76"
"2001","Sonstige","Laendlicher Raum","89.02","76.33","341","51","63.92","110.75","127.83","234.33","84.36","93.68","4.25","234.33","76.6666641235352","85.25"
"2001","Sonstige","Staedtischer Raum","91.55","77.33","693","40.5","55.42","117.83","170.42","255.67","87.65","95.45","8.5","332.33","76.6666641235352","81"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","74.8","66.33","2376","37","50","97","125","180","73.19","76.41","0","400","66.6666641235352","71"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","77.92","66.33","5002","34.08","50","100","133.33","228.75","76.6","79.24","0","625","68","71"
"2002","1-Pers.- Haushalt","Laendlicher Raum","60.74","49.5","781","25","39","75","101","180","58.16","63.32","0","375","50","52"
"2002","1-Pers.- Haushalt","Staedtischer Raum","54.83","49.5","1917","25","33.33","70","92.33","175","53.34","56.32","0","312","50","50"
"2002","Alleinerziehende","Laendlicher Raum","74.76","64.17","605","34","47","100","125","171","71.11","78.41","8.33","400","62.5","70"
"2002","Alleinerziehende","Staedtischer Raum","71.4","59.5","1075","32","45","99","124.67","174","69.13","73.67","10","208.33","60","66.6666641235352"
"2002","Paar mit Kind(ern)","Laendlicher Raum","85.26","74.96","5352","41.67","52","104.17","133.33","266.67","84.06","86.46","0","350","80","83.3333358764648"
"2002","Paar mit Kind(ern)","Staedtischer Raum","81.83","74.5","10169","40","50","100","140","208.33","80.85","82.81","0","700","75","80"
"2002","Sonstige","Laendlicher Raum","101.77","90.04","336","50","68.33","125","166.67","216.67","96.76","106.78","16.67","250","83.3333358764648","104.166664123535"
"2002","Sonstige","Staedtischer Raum","93.6","82.92","617","50","60","120","150","208.33","89.83","97.37","8.33","300","83.3333358764648","100"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","84.89","74.17","2384","40","52","100","150","250","83","86.78","0","400","70.9166641235352","76"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","80.32","69.79","4820","36","50","100","133.33","250","78.95","81.69","0","500","70.8333358764648","75"
"2003","1-Pers.- Haushalt","Laendlicher Raum","64.58","52.5","758","30","40","80","108.33","200","61.74","67.42","0","500","50","58.3333320617676"
"2003","1-Pers.- Haushalt","Staedtischer Raum","59.95","49.75","1922","26","37.5","75","100","200","58.29","61.61","6","333.33","50","50"
"2003","Alleinerziehende","Laendlicher Raum","78.42","73.5","587","36","50","100","127.5","170","75.13","81.71","10","333.33","70","75"
"2003","Alleinerziehende","Staedtischer Raum","74.37","64.58","1077","38","50","100","120","200","72.09","76.65","0","233.33","65","71"
"2003","Paar mit Kind(ern)","Laendlicher Raum","92.83","83.17","4968","44","60","116.67","150","240","91.32","94.34","0.08","750","83.3333358764648","83.3333358764648"
"2003","Paar mit Kind(ern)","Staedtischer Raum","88.96","79.58","9680","41.67","54.17","108.33","150","258","87.92","90","0","723","80","83.3333358764648"
"2003","Sonstige","Laendlicher Raum","105.14","99.5","278","48","68","150","166.67","208.33","99.89","110.39","8.33","208.33","100","116.666664123535"
"2003","Sonstige","Staedtischer Raum","102.76","88.5","542","48","62","125","166.67","366.67","97.81","107.71","15","389","90","100"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","85.91","79.58","2322","40","54.17","100","144.17","250","83.92","87.9","8.33","500","76.6666641235352","81"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","86.13","75.92","4898","40","50","104.17","150","250","84.69","87.57","0","666.67","75","80"
"2004","1-Pers.- Haushalt","Laendlicher Raum","67.84","59.17","780","26.67","41","83.33","108.33","233.33","64.62","71.06","0","500","52","60"
"2004","1-Pers.- Haushalt","Staedtischer Raum","63.34","51.83","1850","27","40","75","100","208.33","61.51","65.17","0","450","50","54.1666679382324"
"2004","Alleinerziehende","Laendlicher Raum","78.98","69.5","532","38","50","100","122","250","74.67","83.29","15","400","70","80"
"2004","Alleinerziehende","Staedtischer Raum","74.4","67.5","1061","40","50","90","116.67","200","72.11","76.69","10","214","67","73"
"2004","Paar mit Kind(ern)","Laendlicher Raum","93.04","83.17","4831","45","62.5","116.67","150","250","91.62","94.46","0","563.33","83.3333358764648","85"
