"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2013","Laendlicher Raum","Westdeutschland","127.63","109.88","9881","50.42","80","166.67","216.67","375","126.3","128.96","0","583.33","116.666664123535","120"
"2013","Staedtischer Raum","Ostdeutschland","96.78","79.75","3079","40","58","120","166.67","333.33","94.52","99.04","0","500","95","100"
"2013","Staedtischer Raum","Westdeutschland","113.66","99.96","27295","50","70","150","200","333.33","112.89","114.43","0","816.67","100","100"
"2014","Laendlicher Raum","Ostdeutschland","104.84","99.5","5089","41.67","64","141.67","173","291.67","103.16","106.52","0","691.67","100","100"
"2014","Laendlicher Raum","Westdeutschland","122.35","108.17","8917","50","79.17","164","208.33","333.33","120.94","123.76","0","696.67","108.333335876465","116.666664123535"
"2014","Staedtischer Raum","Ostdeutschland","91.95","79.58","2793","40","54","116.67","160","280","89.58","94.32","0","418.08","90","100"
"2014","Staedtischer Raum","Westdeutschland","110.85","99.58","23666","45","69","143","200","320","109.98","111.72","0","776.67","100","100"
"2015","Laendlicher Raum","Ostdeutschland","79.83","73.5","2578","25","50","100","134","250","77.62","82.04","0","526","80","80"
"2015","Laendlicher Raum","Westdeutschland","89.19","79.5","4063","24","50","110","150","318","87.32","91.06","0","488","89","90"
"2015","Staedtischer Raum","Ostdeutschland","79.05","69","2094","32","50","98","137","234","76.59","81.51","0","800","80","80"
"2015","Staedtischer Raum","Westdeutschland","86.23","79.5","13690","26","50","108","150","253","85.25","87.21","0","600","86","90"
"2016","Laendlicher Raum","Ostdeutschland","97.26","85.5","4546","40","60","125","166.67","272","95.58","98.94","0","416.67","91.6666641235352","100"
"2016","Laendlicher Raum","Westdeutschland","107.04","99.88","7923","43.08","67.5","135","180","300","105.75","108.33","0","500","100","100"
"2016","Staedtischer Raum","Ostdeutschland","86.48","79.58","2521","31","50","104","150","275","84.35","88.61","0","408.33","83.3333358764648","86"
"2016","Staedtischer Raum","Westdeutschland","102.93","94.71","20886","41.67","60","125","182","300","102.06","103.8","0","770.83","100","100"
"2017","Laendlicher Raum","Ostdeutschland","96.79","86.5","4984","40","60","125","166.67","268","95.12","98.46","0","666.67","95.8333358764648","100"
"2017","Laendlicher Raum","Westdeutschland","106","99.92","8470","46.67","70","133.33","170","291.67","104.74","107.26","0","700","100","100"
"2017","Staedtischer Raum","Ostdeutschland","88.47","79.5","2709","37","53.33","107","150","270","86.41","90.53","0","380","83.3333358764648","90"
"2017","Staedtischer Raum","Westdeutschland","102.38","93.17","22304","40","63","125","180","300","101.55","103.21","0","833.25","100","100"
"2018","Laendlicher Raum","Ostdeutschland","99.35","91.33","4944","41.67","62","125","166.67","291.67","97.74","100.96","0","500","91.6666641235352","100"
"2018","Laendlicher Raum","Westdeutschland","103.33","99.96","7892","41.67","66.67","130","170","291.67","102.04","104.62","0","500","100","100"
"2018","Staedtischer Raum","Ostdeutschland","88.52","79.58","2697","40","56","103","150","283.33","86.4","90.64","0","416.67","83.3333358764648","90"
"2018","Staedtischer Raum","Westdeutschland","101.11","94.62","21725","41.67","65","125","175","290.83","100.31","101.91","0","666.67","100","100"
"2019","Laendlicher Raum","Ostdeutschland","97.26","89.79","5135","40","60.83","125","166.67","250","95.47","99.05","0","666.67","100","100"
"2019","Laendlicher Raum","Westdeutschland","104.95","99.5","7735","40","66.67","133.33","180","291.67","103.48","106.42","0","833.33","100","100"
"2019","Staedtischer Raum","Ostdeutschland","91.62","79.58","2722","35","54.17","108.33","160","333.33","89.03","94.21","0","583.33","85","90"
"2019","Staedtischer Raum","Westdeutschland","100.15","90.12","21682","41.67","62.5","125","170","300","99.23","101.07","0","1000","100","100"
"2020","Laendlicher Raum","Ostdeutschland","96.1","88.88","5466","40","60","125","166.67","300","94.32","97.88","0","750","90","95"
"2020","Laendlicher Raum","Westdeutschland","107.11","99.75","9750","41.67","66.67","141.67","183.33","300","105.76","108.46","0","900","100","100"
"2020","Staedtischer Raum","Ostdeutschland","86.84","77","3451","25","50","103.33","160","300","84.52","89.16","0","833.33","79","80"
"2020","Staedtischer Raum","Westdeutschland","101.24","91.54","29913","41.67","65","125","170","300","100.45","102.03","0","1125","100","100"
