year,quintil_oecd_hh,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,5th Quintile,Tenant,,,,,,,,,,,,
1994,1st Quintile,Owner,,,,,,,,,,,,
1994,1st Quintile,Tenant,,,,,,,,,,,,
1994,2nd Quintile,Owner,,,,,,,,,,,,
1994,2nd Quintile,Tenant,,,,,,,,,,,,
1994,3rd Quintile,Owner,,,,,,,,,,,,
1994,3rd Quintile,Tenant,,,,,,,,,,,,
1994,4th Quintile,Owner,,,,,,,,,,,,
1994,4th Quintile,Tenant,,,,,,,,,,,,
1994,5th Quintile,Owner,,,,,,,,,,,,
1994,5th Quintile,Tenant,,,,,,,,,,,,
1995,1st Quintile,Owner,,,,,,,,,,,,
1995,1st Quintile,Tenant,,,,,,,,,,,,
1995,2nd Quintile,Owner,,,,,,,,,,,,
1995,2nd Quintile,Tenant,,,,,,,,,,,,
1995,3rd Quintile,Owner,,,,,,,,,,,,
1995,3rd Quintile,Tenant,,,,,,,,,,,,
1995,4th Quintile,Owner,,,,,,,,,,,,
1995,4th Quintile,Tenant,,,,,,,,,,,,
1995,5th Quintile,Owner,,,,,,,,,,,,
1995,5th Quintile,Tenant,,,,,,,,,,,,
1996,1st Quintile,Owner,,,,,,,,,,,,
1996,1st Quintile,Tenant,,,,,,,,,,,,
1996,2nd Quintile,Owner,,,,,,,,,,,,
1996,2nd Quintile,Tenant,,,,,,,,,,,,
1996,3rd Quintile,Owner,,,,,,,,,,,,
1996,3rd Quintile,Tenant,,,,,,,,,,,,
1996,4th Quintile,Owner,,,,,,,,,,,,
1996,4th Quintile,Tenant,,,,,,,,,,,,
1996,5th Quintile,Owner,,,,,,,,,,,,
1996,5th Quintile,Tenant,,,,,,,,,,,,
1997,1st Quintile,Owner,,,,,,,,,,,,
1997,1st Quintile,Tenant,,,,,,,,,,,,
1997,2nd Quintile,Owner,,,,,,,,,,,,
1997,2nd Quintile,Tenant,,,,,,,,,,,,
1997,3rd Quintile,Owner,,,,,,,,,,,,
1997,3rd Quintile,Tenant,,,,,,,,,,,,
1997,4th Quintile,Owner,,,,,,,,,,,,
1997,4th Quintile,Tenant,,,,,,,,,,,,
1997,5th Quintile,Owner,,,,,,,,,,,,
1997,5th Quintile,Tenant,,,,,,,,,,,,
1998,1st Quintile,Owner,,,,,,,,,,,,
1998,1st Quintile,Tenant,,,,,,,,,,,,
1998,2nd Quintile,Owner,,,,,,,,,,,,
1998,2nd Quintile,Tenant,,,,,,,,,,,,
1998,3rd Quintile,Owner,,,,,,,,,,,,
1998,3rd Quintile,Tenant,,,,,,,,,,,,
1998,4th Quintile,Owner,,,,,,,,,,,,
1998,4th Quintile,Tenant,,,,,,,,,,,,
1998,5th Quintile,Owner,,,,,,,,,,,,
1998,5th Quintile,Tenant,,,,,,,,,,,,
1999,1st Quintile,Owner,,,,,,,,,,,,
1999,1st Quintile,Tenant,,,,,,,,,,,,
1999,2nd Quintile,Owner,,,,,,,,,,,,
1999,2nd Quintile,Tenant,,,,,,,,,,,,
1999,3rd Quintile,Owner,,,,,,,,,,,,
1999,3rd Quintile,Tenant,,,,,,,,,,,,
1999,4th Quintile,Owner,,,,,,,,,,,,
1999,4th Quintile,Tenant,,,,,,,,,,,,
1999,5th Quintile,Owner,,,,,,,,,,,,
1999,5th Quintile,Tenant,,,,,,,,,,,,
2000,1st Quintile,Owner,,,,,,,,,,,,
2000,1st Quintile,Tenant,,,,,,,,,,,,
2000,2nd Quintile,Owner,,,,,,,,,,,,
2000,2nd Quintile,Tenant,,,,,,,,,,,,
2000,3rd Quintile,Owner,,,,,,,,,,,,
2000,3rd Quintile,Tenant,,,,,,,,,,,,
2000,4th Quintile,Owner,,,,,,,,,,,,
2000,4th Quintile,Tenant,,,,,,,,,,,,
2000,5th Quintile,Owner,,,,,,,,,,,,
2000,5th Quintile,Tenant,,,,,,,,,,,,
2001,1st Quintile,Owner,397,2.9198050392508477,2.7801102796706507,3.0594997988310446,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2001,1st Quintile,Tenant,1802,2.5843055329730116,2.5229421923944986,2.6456688735515246,2.0,2.0,3.0,1.0,4.5,2.0,2.0,2.0
2001,2nd Quintile,Owner,896,3.162855356576763,3.072725061688307,3.2529856514652193,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2001,2nd Quintile,Tenant,1560,2.8971715092738903,2.8288177273768347,2.965525291170946,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2001,3rd Quintile,Owner,1181,3.370966320016593,3.2928472601859884,3.4490853798471974,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2001,3rd Quintile,Tenant,1276,3.1234511045872986,3.0465707029152767,3.2003315062593205,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2001,4th Quintile,Owner,1316,3.7664399462243656,3.688677325204835,3.8442025672438964,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2001,4th Quintile,Tenant,1043,3.504226226967023,3.415571297713732,3.5928811562203142,2.0,3.0,5.0,1.0,7.0,3.0,3.0,3.0
2001,5th Quintile,Owner,1459,4.432596869557685,4.355880957868369,4.509312781247001,3.0,5.0,5.0,1.0,7.0,5.0,5.0,6.0
2001,5th Quintile,Tenant,708,4.2258269361092236,4.114638927868471,4.337014944349976,3.0,4.0,5.0,1.0,7.0,4.0,3.0,4.0
2002,1st Quintile,Owner,,,,,,,,,,,,
2002,1st Quintile,Tenant,,,,,,,,,,,,
2002,2nd Quintile,Owner,,,,,,,,,,,,
2002,2nd Quintile,Tenant,,,,,,,,,,,,
2002,3rd Quintile,Owner,,,,,,,,,,,,
2002,3rd Quintile,Tenant,,,,,,,,,,,,
2002,4th Quintile,Owner,,,,,,,,,,,,
2002,4th Quintile,Tenant,,,,,,,,,,,,
2002,5th Quintile,Owner,,,,,,,,,,,,
2002,5th Quintile,Tenant,,,,,,,,,,,,
2003,1st Quintile,Owner,,,,,,,,,,,,
2003,1st Quintile,Tenant,,,,,,,,,,,,
2003,2nd Quintile,Owner,,,,,,,,,,,,
2003,2nd Quintile,Tenant,,,,,,,,,,,,
2003,3rd Quintile,Owner,,,,,,,,,,,,
2003,3rd Quintile,Tenant,,,,,,,,,,,,
2003,4th Quintile,Owner,,,,,,,,,,,,
2003,4th Quintile,Tenant,,,,,,,,,,,,
2003,5th Quintile,Owner,,,,,,,,,,,,
2003,5th Quintile,Tenant,,,,,,,,,,,,
2004,1st Quintile,Owner,,,,,,,,,,,,
2004,1st Quintile,Tenant,,,,,,,,,,,,
2004,2nd Quintile,Owner,,,,,,,,,,,,
2004,2nd Quintile,Tenant,,,,,,,,,,,,
2004,3rd Quintile,Owner,,,,,,,,,,,,
2004,3rd Quintile,Tenant,,,,,,,,,,,,
2004,4th Quintile,Owner,,,,,,,,,,,,
2004,4th Quintile,Tenant,,,,,,,,,,,,
2004,5th Quintile,Owner,,,,,,,,,,,,
2004,5th Quintile,Tenant,,,,,,,,,,,,
2005,1st Quintile,Owner,,,,,,,,,,,,
2005,1st Quintile,Tenant,,,,,,,,,,,,
2005,2nd Quintile,Owner,,,,,,,,,,,,
2005,2nd Quintile,Tenant,,,,,,,,,,,,
2005,3rd Quintile,Owner,,,,,,,,,,,,
2005,3rd Quintile,Tenant,,,,,,,,,,,,
2005,4th Quintile,Owner,,,,,,,,,,,,
2005,4th Quintile,Tenant,,,,,,,,,,,,
2005,5th Quintile,Owner,,,,,,,,,,,,
2005,5th Quintile,Tenant,,,,,,,,,,,,
2006,1st Quintile,Owner,341,2.9747504023629565,2.8155289990501875,3.1339718056757255,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2006,1st Quintile,Tenant,1726,2.542153150894394,2.4798105252181197,2.6044957765706687,2.0,2.0,3.0,1.0,4.5,2.0,2.0,2.0
2006,2nd Quintile,Owner,802,3.1644985670279624,3.0671714911478616,3.261825642908063,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2006,2nd Quintile,Tenant,1419,2.878608721424792,2.8058511061145013,2.951366336735083,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
2006,3rd Quintile,Owner,1212,3.510168448843569,3.432581464737757,3.5877554329493813,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2006,3rd Quintile,Tenant,1189,3.1101784166248017,3.026143078078159,3.1942137551714445,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2006,4th Quintile,Owner,1479,3.8206810277340013,3.7470986849716486,3.894263370496354,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2006,4th Quintile,Tenant,994,3.627606635960912,3.5332575845033034,3.7219556874185207,2.0,4.0,5.0,1.0,7.0,4.0,4.0,5.0
2006,5th Quintile,Owner,2152,4.556084183660854,4.490610796296089,4.621557571025619,3.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0
2006,5th Quintile,Tenant,897,4.157823858636985,4.0575552492420535,4.258092468031917,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2007,1st Quintile,Owner,,,,,,,,,,,,
2007,1st Quintile,Tenant,,,,,,,,,,,,
2007,2nd Quintile,Owner,,,,,,,,,,,,
2007,2nd Quintile,Tenant,,,,,,,,,,,,
2007,3rd Quintile,Owner,,,,,,,,,,,,
2007,3rd Quintile,Tenant,,,,,,,,,,,,
2007,4th Quintile,Owner,,,,,,,,,,,,
2007,4th Quintile,Tenant,,,,,,,,,,,,
2007,5th Quintile,Owner,,,,,,,,,,,,
2007,5th Quintile,Tenant,,,,,,,,,,,,
2008,1st Quintile,Owner,,,,,,,,,,,,
2008,1st Quintile,Tenant,,,,,,,,,,,,
2008,2nd Quintile,Owner,,,,,,,,,,,,
2008,2nd Quintile,Tenant,,,,,,,,,,,,
2008,3rd Quintile,Owner,,,,,,,,,,,,
2008,3rd Quintile,Tenant,,,,,,,,,,,,
2008,4th Quintile,Owner,,,,,,,,,,,,
2008,4th Quintile,Tenant,,,,,,,,,,,,
2008,5th Quintile,Owner,,,,,,,,,,,,
2008,5th Quintile,Tenant,,,,,,,,,,,,
2009,1st Quintile,Owner,,,,,,,,,,,,
2009,1st Quintile,Tenant,,,,,,,,,,,,
2009,2nd Quintile,Owner,,,,,,,,,,,,
2009,2nd Quintile,Tenant,,,,,,,,,,,,
2009,3rd Quintile,Owner,,,,,,,,,,,,
2009,3rd Quintile,Tenant,,,,,,,,,,,,
2009,4th Quintile,Owner,,,,,,,,,,,,
2009,4th Quintile,Tenant,,,,,,,,,,,,
2009,5th Quintile,Owner,,,,,,,,,,,,
2009,5th Quintile,Tenant,,,,,,,,,,,,
2010,1st Quintile,Owner,,,,,,,,,,,,
2010,1st Quintile,Tenant,,,,,,,,,,,,
2010,2nd Quintile,Owner,,,,,,,,,,,,
2010,2nd Quintile,Tenant,,,,,,,,,,,,
2010,3rd Quintile,Owner,,,,,,,,,,,,
2010,3rd Quintile,Tenant,,,,,,,,,,,,
2010,4th Quintile,Owner,,,,,,,,,,,,
2010,4th Quintile,Tenant,,,,,,,,,,,,
2010,5th Quintile,Owner,,,,,,,,,,,,
2010,5th Quintile,Tenant,,,,,,,,,,,,
2011,1st Quintile,Owner,355,3.1243586974235606,2.96737774895412,3.2813396458930013,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2011,1st Quintile,Tenant,1868,2.6863889840212214,2.6245388083785235,2.7482391596639193,2.0,2.0,4.0,1.0,7.0,2.0,2.0,2.0
2011,2nd Quintile,Owner,870,3.357755940942713,3.263754858313893,3.4517570235715334,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2011,2nd Quintile,Tenant,1381,3.006742849044778,2.9317709840789443,3.081714714010612,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2011,3rd Quintile,Owner,1229,3.6358049623894977,3.554051845620927,3.7175580791580685,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2011,3rd Quintile,Tenant,1135,3.329987847041913,3.245662070415342,3.4143136236684843,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2011,4th Quintile,Owner,1458,3.9131851071362482,3.8371010200191673,3.989269194253329,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2011,4th Quintile,Tenant,944,3.631340498730753,3.536002925569916,3.7266780718915897,2.0,3.2853039380858666,5.0,1.0,7.0,3.0,2.0,3.0
2011,5th Quintile,Owner,1998,4.70892216682835,4.641973310962118,4.775871022694581,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0
2011,5th Quintile,Tenant,770,4.332091050567627,4.221067171649273,4.44311492948598,3.0,4.0,5.0,1.0,7.0,4.0,3.0,4.0
2012,1st Quintile,Owner,,,,,,,,,,,,
2012,1st Quintile,Tenant,,,,,,,,,,,,
2012,2nd Quintile,Owner,,,,,,,,,,,,
2012,2nd Quintile,Tenant,,,,,,,,,,,,
2012,3rd Quintile,Owner,,,,,,,,,,,,
2012,3rd Quintile,Tenant,,,,,,,,,,,,
2012,4th Quintile,Owner,,,,,,,,,,,,
2012,4th Quintile,Tenant,,,,,,,,,,,,
2012,5th Quintile,Owner,,,,,,,,,,,,
2012,5th Quintile,Tenant,,,,,,,,,,,,
2013,1st Quintile,Owner,,,,,,,,,,,,
2013,1st Quintile,Tenant,,,,,,,,,,,,
2013,2nd Quintile,Owner,,,,,,,,,,,,
2013,2nd Quintile,Tenant,,,,,,,,,,,,
2013,3rd Quintile,Owner,,,,,,,,,,,,
2013,3rd Quintile,Tenant,,,,,,,,,,,,
2013,4th Quintile,Owner,,,,,,,,,,,,
2013,4th Quintile,Tenant,,,,,,,,,,,,
2013,5th Quintile,Owner,,,,,,,,,,,,
2013,5th Quintile,Tenant,,,,,,,,,,,,
2014,1st Quintile,Owner,,,,,,,,,,,,
2014,1st Quintile,Tenant,,,,,,,,,,,,
2014,2nd Quintile,Owner,,,,,,,,,,,,
2014,2nd Quintile,Tenant,,,,,,,,,,,,
2014,3rd Quintile,Owner,,,,,,,,,,,,
2014,3rd Quintile,Tenant,,,,,,,,,,,,
2014,4th Quintile,Owner,,,,,,,,,,,,
2014,4th Quintile,Tenant,,,,,,,,,,,,
2014,5th Quintile,Owner,,,,,,,,,,,,
2014,5th Quintile,Tenant,,,,,,,,,,,,
2015,1st Quintile,Owner,,,,,,,,,,,,
2015,1st Quintile,Tenant,,,,,,,,,,,,
2015,2nd Quintile,Owner,,,,,,,,,,,,
2015,2nd Quintile,Tenant,,,,,,,,,,,,
2015,3rd Quintile,Owner,,,,,,,,,,,,
2015,3rd Quintile,Tenant,,,,,,,,,,,,
2015,4th Quintile,Owner,,,,,,,,,,,,
2015,4th Quintile,Tenant,,,,,,,,,,,,
2015,5th Quintile,Owner,,,,,,,,,,,,
2015,5th Quintile,Tenant,,,,,,,,,,,,
2016,1st Quintile,Owner,382,3.171805075957517,3.0169723619308284,3.326637789984206,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2016,1st Quintile,Tenant,2670,2.568741515016951,2.5180694656832014,2.6194135643507006,2.0,2.0,3.0,1.0,4.5,2.0,2.0,2.0
2016,2nd Quintile,Owner,1030,3.2854898007348043,3.1941051711759103,3.3768744302936984,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2016,2nd Quintile,Tenant,2065,2.87205661857455,2.8117133911636403,2.9323998459854597,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2016,3rd Quintile,Owner,1383,3.636735978890848,3.5569810860907656,3.716490871690931,2.0,4.0,5.0,1.0,7.0,4.0,4.0,5.0
2016,3rd Quintile,Tenant,1362,3.2384726313415353,3.1604620791361917,3.316483183546879,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2016,4th Quintile,Owner,1559,3.9429863593230197,3.8696100041028045,4.016362714543234,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2016,4th Quintile,Tenant,1094,3.6288157007219612,3.5364135527648193,3.721217848679103,2.0,4.0,5.0,1.0,7.0,4.0,4.0,5.0
2016,5th Quintile,Owner,1939,4.518582645039877,4.450134964286653,4.587030325793101,3.0,5.0,6.0,1.0,7.0,5.0,5.0,6.0
2016,5th Quintile,Tenant,776,4.085807275595048,3.9768276946235495,4.194786856566547,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2017,1st Quintile,Owner,,,,,,,,,,,,
2017,1st Quintile,Tenant,,,,,,,,,,,,
2017,2nd Quintile,Owner,,,,,,,,,,,,
2017,2nd Quintile,Tenant,,,,,,,,,,,,
2017,3rd Quintile,Owner,,,,,,,,,,,,
2017,3rd Quintile,Tenant,,,,,,,,,,,,
2017,4th Quintile,Owner,,,,,,,,,,,,
2017,4th Quintile,Tenant,,,,,,,,,,,,
2017,5th Quintile,Owner,,,,,,,,,,,,
2017,5th Quintile,Tenant,,,,,,,,,,,,
2018,1st Quintile,Owner,,,,,,,,,,,,
2018,1st Quintile,Tenant,,,,,,,,,,,,
2018,2nd Quintile,Owner,,,,,,,,,,,,
2018,2nd Quintile,Tenant,,,,,,,,,,,,
2018,3rd Quintile,Owner,,,,,,,,,,,,
2018,3rd Quintile,Tenant,,,,,,,,,,,,
2018,4th Quintile,Owner,,,,,,,,,,,,
2018,4th Quintile,Tenant,,,,,,,,,,,,
2018,5th Quintile,Owner,,,,,,,,,,,,
2018,5th Quintile,Tenant,,,,,,,,,,,,
2019,1st Quintile,Owner,,,,,,,,,,,,
2019,1st Quintile,Tenant,,,,,,,,,,,,
2019,2nd Quintile,Owner,,,,,,,,,,,,
2019,2nd Quintile,Tenant,,,,,,,,,,,,
2019,3rd Quintile,Owner,,,,,,,,,,,,
2019,3rd Quintile,Tenant,,,,,,,,,,,,
2019,4th Quintile,Owner,,,,,,,,,,,,
2019,4th Quintile,Tenant,,,,,,,,,,,,
2019,5th Quintile,Owner,,,,,,,,,,,,
2019,5th Quintile,Tenant,,,,,,,,,,,,
2020,1st Quintile,Owner,,,,,,,,,,,,
2020,1st Quintile,Tenant,,,,,,,,,,,,
2020,2nd Quintile,Owner,,,,,,,,,,,,
2020,2nd Quintile,Tenant,,,,,,,,,,,,
2020,3rd Quintile,Owner,,,,,,,,,,,,
2020,3rd Quintile,Tenant,,,,,,,,,,,,
2020,4th Quintile,Owner,,,,,,,,,,,,
2020,4th Quintile,Tenant,,,,,,,,,,,,
2020,5th Quintile,Owner,,,,,,,,,,,,
2020,5th Quintile,Tenant,,,,,,,,,,,,
2021,1st Quintile,Owner,267,3.5861346235504157,3.4101765995300695,3.762092647570762,3.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2021,1st Quintile,Tenant,2966,2.5976682683129995,2.5485219782004047,2.646814558425594,2.0,2.0,3.0,1.0,4.5,2.0,2.0,2.0
2021,2nd Quintile,Owner,704,3.472711441453846,3.3565141719622362,3.5889087109454554,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2021,2nd Quintile,Tenant,1659,2.9184025249114147,2.850227496815492,2.9865775530073373,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2021,3rd Quintile,Owner,925,3.790500006748457,3.695432143191002,3.885567870305912,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2021,3rd Quintile,Tenant,1127,3.306534998995469,3.2187127477429955,3.3943572502479427,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2021,4th Quintile,Owner,1212,3.82807271624414,3.7437821678721854,3.912363264616095,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2021,4th Quintile,Tenant,895,3.5719030995466987,3.469822655469449,3.6739835436239483,2.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0
2021,5th Quintile,Owner,1979,4.361798230207857,4.29149908323293,4.432097377182783,3.0,5.0,5.09419962040177,1.0,7.0,5.0,5.0,6.0
2021,5th Quintile,Tenant,705,4.114204784337047,3.9996023954669773,4.228807173207117,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
