year,bula_h,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hamburg,No,0.04761,38,359,0.02555,0.06966
2017,Lower Saxony,Yes,0.69554,2100,2218,0.67638,0.71469
2017,Lower Saxony,No,0.02735,118,2218,0.02056,0.03414
2017,Bremen,Yes,0.59761,140,140,0.51609,0.67913
2017,North Rhine-Westphalia,Yes,0.62639,3787,4160,0.61169,0.64110
2017,North Rhine-Westphalia,No,0.04760,373,4160,0.04113,0.05407
2017,Hesse,Yes,0.60655,1246,1359,0.58057,0.63254
2017,Hesse,No,0.04658,113,1359,0.03537,0.05779
2017,"Rhineland-Palatinate, Saarland",Yes,0.63259,1055,1128,0.60445,0.66074
2017,"Rhineland-Palatinate, Saarland",No,0.03220,73,1128,0.02190,0.04251
2017,Baden-Wuerttemberg,Yes,0.58794,2087,2314,0.56788,0.60800
2017,Baden-Wuerttemberg,No,0.05946,227,2314,0.04982,0.06910
2017,Bavaria,Yes,0.63402,3065,3362,0.61774,0.65031
2017,Bavaria,No,0.04510,297,3362,0.03809,0.05212
2017,Berlin,Yes,0.69017,762,818,0.65846,0.72188
2017,Berlin,No,0.04605,56,818,0.03167,0.06042
2017,Brandenburg,Yes,0.76100,913,945,0.73379,0.78820
2017,Brandenburg,No,0.02965,32,945,0.01883,0.04047
2017,Mecklenburg-Western Pomerania,Yes,0.78289,537,537,0.74799,0.81779
2017,Saxony,Yes,0.79004,1535,1590,0.77002,0.81007
2017,Saxony,No,0.02616,55,1590,0.01831,0.03400
2017,Saxony-Anhalt,Yes,0.78141,837,877,0.75404,0.80878
2017,Saxony-Anhalt,No,0.03201,40,877,0.02035,0.04366
2017,Thuringa,Yes,0.78128,886,886,0.75405,0.80852
2018,Schleswig-Holstein,Yes,0.68674,721,770,0.65395,0.71952
2018,Schleswig-Holstein,No,0.02483,49,770,0.01384,0.03583
2018,Hamburg,Yes,0.64353,323,363,0.59419,0.69287
2018,Hamburg,No,0.04649,40,363,0.02480,0.06818
2018,Lower Saxony,Yes,0.68697,1952,2069,0.66699,0.70696
2018,Lower Saxony,No,0.03413,117,2069,0.02631,0.04196
2018,Bremen,Yes,0.59326,147,147,0.51358,0.67294
2018,North Rhine-Westphalia,Yes,0.61510,3668,4076,0.60016,0.63004
2018,North Rhine-Westphalia,No,0.05305,408,4076,0.04617,0.05994
2018,Hesse,Yes,0.61655,1220,1323,0.59034,0.64277
2018,Hesse,No,0.04345,103,1323,0.03246,0.05444
2018,"Rhineland-Palatinate, Saarland",Yes,0.64046,1050,1139,0.61258,0.66834
2018,"Rhineland-Palatinate, Saarland",No,0.03883,89,1139,0.02761,0.05006
2018,Baden-Wuerttemberg,Yes,0.58557,1925,2154,0.56476,0.60638
2018,Baden-Wuerttemberg,No,0.06286,229,2154,0.05261,0.07311
2018,Bavaria,Yes,0.63655,2921,3200,0.61988,0.65322
2018,Bavaria,No,0.04940,279,3200,0.04189,0.05691
2018,Berlin,Yes,0.69168,773,825,0.66015,0.72321
2018,Berlin,No,0.03297,52,825,0.02078,0.04516
2018,Brandenburg,Yes,0.75571,904,941,0.72825,0.78318
2018,Brandenburg,No,0.03390,37,941,0.02233,0.04547
2018,Mecklenburg-Western Pomerania,Yes,0.78176,554,554,0.74734,0.81619
2018,Saxony,Yes,0.80025,1505,1557,0.78039,0.82012
2018,Saxony,No,0.02304,52,1557,0.01559,0.03050
2018,Saxony-Anhalt,Yes,0.77950,828,828,0.75124,0.80776
2018,Thuringa,Yes,0.76195,839,839,0.73311,0.79078
2020,Schleswig-Holstein,Yes,0.69596,715,753,0.66308,0.72884
2020,Schleswig-Holstein,No,0.01751,38,753,0.00814,0.02689
2020,Hamburg,Yes,0.63539,358,396,0.58792,0.68285
2020,Hamburg,No,0.04257,38,396,0.02266,0.06248
2020,Lower Saxony,Yes,0.66919,1818,1940,0.64825,0.69013
2020,Lower Saxony,No,0.04013,122,1940,0.03139,0.04887
2020,Bremen,Yes,0.66064,131,131,0.57924,0.74203
2020,North Rhine-Westphalia,Yes,0.62384,3552,3913,0.60866,0.63902
2020,North Rhine-Westphalia,No,0.04595,361,3913,0.03939,0.05252
2020,Hesse,Yes,0.63356,1189,1300,0.60736,0.65977
2020,Hesse,No,0.04377,111,1300,0.03265,0.05490
2020,"Rhineland-Palatinate, Saarland",Yes,0.66407,938,1016,0.63501,0.69313
2020,"Rhineland-Palatinate, Saarland",No,0.03257,78,1016,0.02165,0.04350
2020,Baden-Wuerttemberg,Yes,0.60050,1898,2099,0.57955,0.62146
2020,Baden-Wuerttemberg,No,0.06257,201,2099,0.05220,0.07293
2020,Bavaria,Yes,0.63259,2795,3079,0.61556,0.64963
2020,Bavaria,No,0.04964,284,3079,0.04196,0.05731
2020,Berlin,Yes,0.68623,773,826,0.65456,0.71789
2020,Berlin,No,0.03555,53,826,0.02291,0.04819
2020,Brandenburg,Yes,0.77611,919,954,0.74964,0.80258
2020,Brandenburg,No,0.03275,35,954,0.02145,0.04404
2020,Mecklenburg-Western Pomerania,Yes,0.81795,456,456,0.78249,0.85340
2020,Saxony,Yes,0.79502,1411,1462,0.77432,0.81572
2020,Saxony,No,0.02135,51,1462,0.01394,0.02876
2020,Saxony-Anhalt,Yes,0.75903,775,812,0.72960,0.78847
2020,Saxony-Anhalt,No,0.03159,37,812,0.01955,0.04363
2020,Thuringa,Yes,0.77920,794,794,0.75033,0.80807
2021,Schleswig-Holstein,Yes,0.67662,570,604,0.63929,0.71396
2021,Schleswig-Holstein,No,0.01854,34,604,0.00777,0.02930
2021,Hamburg,Yes,0.65680,284,284,0.60148,0.71211
2021,Lower Saxony,Yes,0.66419,1324,1405,0.63949,0.68890
2021,Lower Saxony,No,0.03611,81,1405,0.02635,0.04587
2021,Bremen,Yes,0.75785,88,88,0.66784,0.84787
2021,North Rhine-Westphalia,Yes,0.61444,2504,2751,0.59625,0.63263
2021,North Rhine-Westphalia,No,0.05010,247,2751,0.04194,0.05825
2021,Hesse,Yes,0.64148,788,854,0.60930,0.67366
2021,Hesse,No,0.04717,66,854,0.03295,0.06140
2021,"Rhineland-Palatinate, Saarland",Yes,0.66371,620,681,0.62820,0.69922
2021,"Rhineland-Palatinate, Saarland",No,0.05432,61,681,0.03728,0.07136
2021,Baden-Wuerttemberg,Yes,0.57040,1357,1515,0.54547,0.59534
2021,Baden-Wuerttemberg,No,0.07134,158,1515,0.05837,0.08430
2021,Bavaria,Yes,0.61704,1964,2176,0.59661,0.63747
2021,Bavaria,No,0.05528,212,2176,0.04568,0.06488
2021,Berlin,Yes,0.65646,568,615,0.61890,0.69403
2021,Berlin,No,0.02928,47,615,0.01594,0.04261
2021,Brandenburg,Yes,0.73301,582,582,0.69703,0.76898
2021,Mecklenburg-Western Pomerania,Yes,0.79205,356,356,0.74983,0.83427
2021,Saxony,Yes,0.78422,1019,1064,0.75949,0.80895
2021,Saxony,No,0.03105,45,1064,0.02062,0.04148
2021,Saxony-Anhalt,Yes,0.78516,495,495,0.74894,0.82138
2021,Thuringa,Yes,0.72242,529,529,0.68422,0.76062
