year,bula_h,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Hamburg,Yes,0.26964,32,115,0.18817,0.35110
1988,Hamburg,No,0.73036,83,115,0.64890,0.81183
1988,Lower Saxony,Yes,0.65560,308,483,0.61318,0.69803
1988,Lower Saxony,No,0.34440,175,483,0.30197,0.38682
1988,Bremen,No,0.76544,42,42,0.63574,0.89514
1988,North Rhine-Westphalia,Yes,0.51532,660,1266,0.48778,0.54286
1988,North Rhine-Westphalia,No,0.48468,606,1266,0.45714,0.51222
1988,Hesse,Yes,0.57492,224,455,0.52944,0.62039
1988,Hesse,No,0.42508,231,455,0.37961,0.47056
1988,"Rhineland-Palatinate, Saarland",Yes,0.68006,224,333,0.62989,0.73024
1988,"Rhineland-Palatinate, Saarland",No,0.31994,109,333,0.26976,0.37011
1988,Baden-Wuerttemberg,Yes,0.59737,456,843,0.56425,0.63050
1988,Baden-Wuerttemberg,No,0.40263,387,843,0.36950,0.43575
1988,Bavaria,Yes,0.60648,447,771,0.57198,0.64099
1988,Bavaria,No,0.39352,324,771,0.35901,0.42802
1988,Berlin,No,0.88715,162,162,0.83827,0.93603
1989,Schleswig-Holstein,Yes,0.62783,93,153,0.55099,0.70468
1989,Schleswig-Holstein,No,0.37217,60,153,0.29532,0.44901
1989,Hamburg,No,0.75268,83,83,0.65930,0.84607
1989,Lower Saxony,Yes,0.66747,306,474,0.62502,0.70993
1989,Lower Saxony,No,0.33253,168,474,0.29007,0.37498
1989,Bremen,No,0.76721,43,43,0.63940,0.89502
1989,North Rhine-Westphalia,Yes,0.52420,651,1228,0.49625,0.55214
1989,North Rhine-Westphalia,No,0.47580,577,1228,0.44786,0.50375
1989,Hesse,Yes,0.55671,222,461,0.51131,0.60211
1989,Hesse,No,0.44329,239,461,0.39789,0.48869
1989,"Rhineland-Palatinate, Saarland",Yes,0.70240,221,317,0.65199,0.75281
1989,"Rhineland-Palatinate, Saarland",No,0.29760,96,317,0.24719,0.34801
1989,Baden-Wuerttemberg,Yes,0.60742,444,806,0.57368,0.64115
1989,Baden-Wuerttemberg,No,0.39258,362,806,0.35885,0.42632
1989,Bavaria,Yes,0.60292,437,758,0.56806,0.63777
1989,Bavaria,No,0.39708,321,758,0.36223,0.43194
1989,Berlin,No,0.88690,158,158,0.83735,0.93644
1990,Schleswig-Holstein,Yes,0.65596,92,147,0.57890,0.73301
1990,Schleswig-Holstein,No,0.34404,55,147,0.26699,0.42110
1990,Hamburg,No,0.78285,79,79,0.69135,0.87435
1990,Lower Saxony,Yes,0.66435,308,474,0.62179,0.70690
1990,Lower Saxony,No,0.33565,166,474,0.29310,0.37821
1990,Bremen,No,0.78111,41,41,0.65297,0.90925
1990,North Rhine-Westphalia,Yes,0.53306,653,1202,0.50484,0.56127
1990,North Rhine-Westphalia,No,0.46694,549,1202,0.43873,0.49516
1990,Hesse,Yes,0.57090,222,451,0.52517,0.61663
1990,Hesse,No,0.42910,229,451,0.38337,0.47483
1990,"Rhineland-Palatinate, Saarland",Yes,0.70412,216,312,0.65340,0.75485
1990,"Rhineland-Palatinate, Saarland",No,0.29588,96,312,0.24515,0.34660
1990,Baden-Wuerttemberg,Yes,0.61650,444,803,0.58285,0.65016
1990,Baden-Wuerttemberg,No,0.38350,359,803,0.34984,0.41715
1990,Bavaria,Yes,0.60827,445,761,0.57356,0.64297
1990,Bavaria,No,0.39173,316,761,0.35703,0.42644
1990,Berlin,Yes,0.16869,38,184,0.11444,0.22295
1990,Berlin,No,0.83131,146,184,0.77705,0.88556
1991,Schleswig-Holstein,Yes,0.67196,101,154,0.59756,0.74635
1991,Schleswig-Holstein,No,0.32804,53,154,0.25365,0.40244
1991,Hamburg,No,0.74727,75,75,0.64825,0.84629
1991,Lower Saxony,Yes,0.66683,310,478,0.62453,0.70913
1991,Lower Saxony,No,0.33317,168,478,0.29087,0.37547
1991,Bremen,No,0.75649,39,39,0.62003,0.89296
1991,North Rhine-Westphalia,Yes,0.52454,652,1243,0.49677,0.55232
1991,North Rhine-Westphalia,No,0.47546,591,1243,0.44768,0.50323
1991,Hesse,Yes,0.57052,228,461,0.52528,0.61576
1991,Hesse,No,0.42948,233,461,0.38424,0.47472
1991,"Rhineland-Palatinate, Saarland",Yes,0.65155,217,327,0.59983,0.70328
1991,"Rhineland-Palatinate, Saarland",No,0.34845,110,327,0.29672,0.40017
1991,Baden-Wuerttemberg,Yes,0.64197,483,830,0.60934,0.67461
1991,Baden-Wuerttemberg,No,0.35803,347,830,0.32539,0.39066
1991,Bavaria,Yes,0.61428,465,793,0.58038,0.64818
1991,Bavaria,No,0.38572,328,793,0.35182,0.41962
1991,Berlin,Yes,0.13540,42,305,0.09694,0.17386
1991,Berlin,No,0.86460,263,305,0.82614,0.90306
1991,Brandenburg,Yes,0.57334,191,317,0.51881,0.62788
1991,Brandenburg,No,0.42666,126,317,0.37212,0.48119
1991,Mecklenburg-Western Pomerania,Yes,0.52109,118,218,0.45462,0.58755
1991,Mecklenburg-Western Pomerania,No,0.47891,100,218,0.41245,0.54538
1991,Saxony,Yes,0.41296,261,589,0.37316,0.45275
1991,Saxony,No,0.58704,328,589,0.54725,0.62684
1991,Saxony-Anhalt,Yes,0.46092,173,357,0.40914,0.51270
1991,Saxony-Anhalt,No,0.53908,184,357,0.48730,0.59086
1991,Thuringa,Yes,0.48955,178,322,0.43487,0.54424
1991,Thuringa,No,0.51045,144,322,0.45576,0.56513
1992,Schleswig-Holstein,Yes,0.68413,96,145,0.60821,0.76006
1992,Schleswig-Holstein,No,0.31587,49,145,0.23994,0.39179
1992,Hamburg,No,0.70776,64,64,0.59546,0.82007
1992,Lower Saxony,Yes,0.66508,307,476,0.62263,0.70752
1992,Lower Saxony,No,0.33492,169,476,0.29248,0.37737
1992,Bremen,No,0.76108,39,39,0.62550,0.89667
1992,North Rhine-Westphalia,Yes,0.53850,658,1238,0.51072,0.56628
1992,North Rhine-Westphalia,No,0.46150,580,1238,0.43372,0.48928
1992,Hesse,Yes,0.58567,231,455,0.54035,0.63098
1992,Hesse,No,0.41433,224,455,0.36902,0.45965
1992,"Rhineland-Palatinate, Saarland",Yes,0.64896,215,329,0.59730,0.70061
1992,"Rhineland-Palatinate, Saarland",No,0.35104,114,329,0.29939,0.40270
1992,Baden-Wuerttemberg,Yes,0.64676,478,823,0.61409,0.67944
1992,Baden-Wuerttemberg,No,0.35324,345,823,0.32056,0.38591
1992,Bavaria,Yes,0.60411,465,804,0.57028,0.63793
1992,Bavaria,No,0.39589,339,804,0.36207,0.42972
1992,Berlin,Yes,0.12229,40,299,0.08509,0.15948
1992,Berlin,No,0.87771,259,299,0.84052,0.91491
1992,Brandenburg,Yes,0.61552,187,303,0.56065,0.67039
1992,Brandenburg,No,0.38448,116,303,0.32961,0.43935
1992,Mecklenburg-Western Pomerania,Yes,0.49304,100,196,0.42286,0.56321
1992,Mecklenburg-Western Pomerania,No,0.50696,96,196,0.43679,0.57714
1992,Saxony,Yes,0.40540,245,561,0.36474,0.44606
1992,Saxony,No,0.59460,316,561,0.55394,0.63526
1992,Saxony-Anhalt,Yes,0.46375,165,343,0.41090,0.51660
1992,Saxony-Anhalt,No,0.53625,178,343,0.48340,0.58910
1992,Thuringa,Yes,0.51021,171,310,0.45447,0.56595
1992,Thuringa,No,0.48979,139,310,0.43405,0.54553
1993,Schleswig-Holstein,Yes,0.66856,101,155,0.59421,0.74291
1993,Schleswig-Holstein,No,0.33144,54,155,0.25709,0.40579
1993,Hamburg,No,0.73991,64,64,0.63158,0.84824
1993,Lower Saxony,Yes,0.67547,313,492,0.63406,0.71689
1993,Lower Saxony,No,0.32453,179,492,0.28311,0.36594
1993,Bremen,No,0.72259,36,36,0.57426,0.87092
1993,North Rhine-Westphalia,Yes,0.54559,665,1232,0.51778,0.57341
1993,North Rhine-Westphalia,No,0.45441,567,1232,0.42659,0.48222
1993,Hesse,Yes,0.59528,234,453,0.55003,0.64053
1993,Hesse,No,0.40472,219,453,0.35947,0.44997
1993,"Rhineland-Palatinate, Saarland",Yes,0.68016,217,314,0.62849,0.73183
1993,"Rhineland-Palatinate, Saarland",No,0.31984,97,314,0.26817,0.37151
1993,Baden-Wuerttemberg,Yes,0.65547,476,826,0.62304,0.68790
1993,Baden-Wuerttemberg,No,0.34453,350,826,0.31210,0.37696
1993,Bavaria,Yes,0.59700,465,799,0.56297,0.63103
1993,Bavaria,No,0.40300,334,799,0.36897,0.43703
1993,Berlin,Yes,0.11772,36,284,0.08018,0.15527
1993,Berlin,No,0.88228,248,284,0.84473,0.91982
1993,Brandenburg,Yes,0.62067,180,294,0.56511,0.67623
1993,Brandenburg,No,0.37933,114,294,0.32377,0.43489
1993,Mecklenburg-Western Pomerania,Yes,0.54822,104,193,0.47783,0.61862
1993,Mecklenburg-Western Pomerania,No,0.45178,89,193,0.38138,0.52217
1993,Saxony,Yes,0.42983,236,537,0.38792,0.47174
1993,Saxony,No,0.57017,301,537,0.52826,0.61208
1993,Saxony-Anhalt,Yes,0.47404,156,329,0.42001,0.52808
1993,Saxony-Anhalt,No,0.52596,173,329,0.47192,0.57999
1993,Thuringa,Yes,0.52511,170,303,0.46879,0.58143
1993,Thuringa,No,0.47489,133,303,0.41857,0.53121
1994,Schleswig-Holstein,Yes,0.67318,101,150,0.59786,0.74849
1994,Schleswig-Holstein,No,0.32682,49,150,0.25151,0.40214
1994,Hamburg,No,0.72781,63,63,0.61702,0.83860
1994,Lower Saxony,Yes,0.69164,321,487,0.65058,0.73270
1994,Lower Saxony,No,0.30836,166,487,0.26730,0.34942
1994,Bremen,No,0.69895,32,32,0.53747,0.86043
1994,North Rhine-Westphalia,Yes,0.57003,656,1197,0.54197,0.59809
1994,North Rhine-Westphalia,No,0.42997,541,1197,0.40191,0.45803
1994,Hesse,Yes,0.59218,232,451,0.54677,0.63758
1994,Hesse,No,0.40782,219,451,0.36242,0.45323
1994,"Rhineland-Palatinate, Saarland",Yes,0.65318,214,317,0.60071,0.70566
1994,"Rhineland-Palatinate, Saarland",No,0.34682,103,317,0.29434,0.39929
1994,Baden-Wuerttemberg,Yes,0.65244,466,805,0.61953,0.68536
1994,Baden-Wuerttemberg,No,0.34756,339,805,0.31464,0.38047
1994,Bavaria,Yes,0.61311,483,801,0.57936,0.64686
1994,Bavaria,No,0.38689,318,801,0.35314,0.42064
1994,Berlin,Yes,0.12003,36,275,0.08155,0.15851
1994,Berlin,No,0.87997,239,275,0.84149,0.91845
1994,Brandenburg,Yes,0.61862,174,286,0.56223,0.67502
1994,Brandenburg,No,0.38138,112,286,0.32498,0.43777
1994,Mecklenburg-Western Pomerania,Yes,0.49901,95,189,0.42754,0.57048
1994,Mecklenburg-Western Pomerania,No,0.50099,94,189,0.42952,0.57246
1994,Saxony,Yes,0.43326,240,536,0.39127,0.47525
1994,Saxony,No,0.56674,296,536,0.52475,0.60873
1994,Saxony-Anhalt,Yes,0.46712,152,319,0.41228,0.52195
1994,Saxony-Anhalt,No,0.53288,167,319,0.47805,0.58772
1994,Thuringa,Yes,0.50560,176,310,0.44985,0.56134
1994,Thuringa,No,0.49440,134,310,0.43866,0.55015
1995,Schleswig-Holstein,Yes,0.71838,104,150,0.64616,0.79060
1995,Schleswig-Holstein,No,0.28162,46,150,0.20940,0.35384
1995,Hamburg,No,0.71940,56,56,0.60065,0.83814
1995,Lower Saxony,Yes,0.70323,345,517,0.66381,0.74264
1995,Lower Saxony,No,0.29677,172,517,0.25736,0.33619
1995,Bremen,No,0.69167,34,34,0.53411,0.84924
1995,North Rhine-Westphalia,Yes,0.57852,679,1262,0.55127,0.60578
1995,North Rhine-Westphalia,No,0.42148,583,1262,0.39422,0.44873
1995,Hesse,Yes,0.56809,235,471,0.52331,0.61287
1995,Hesse,No,0.43191,236,471,0.38713,0.47669
1995,"Rhineland-Palatinate, Saarland",Yes,0.63593,222,344,0.58501,0.68685
1995,"Rhineland-Palatinate, Saarland",No,0.36407,122,344,0.31315,0.41499
1995,Baden-Wuerttemberg,Yes,0.63389,470,841,0.60131,0.66647
1995,Baden-Wuerttemberg,No,0.36611,371,841,0.33353,0.39869
1995,Bavaria,Yes,0.60665,495,836,0.57352,0.63978
1995,Bavaria,No,0.39335,341,836,0.36022,0.42648
1995,Berlin,Yes,0.11507,36,288,0.07815,0.15199
1995,Berlin,No,0.88493,252,288,0.84801,0.92185
1995,Brandenburg,Yes,0.59982,160,270,0.54127,0.65837
1995,Brandenburg,No,0.40018,110,270,0.34163,0.45873
1995,Mecklenburg-Western Pomerania,Yes,0.49424,93,189,0.42277,0.56571
1995,Mecklenburg-Western Pomerania,No,0.50576,96,189,0.43429,0.57723
1995,Saxony,Yes,0.41863,227,522,0.37627,0.46099
1995,Saxony,No,0.58137,295,522,0.53901,0.62373
1995,Saxony-Anhalt,Yes,0.50263,157,314,0.44724,0.55803
1995,Saxony-Anhalt,No,0.49737,157,314,0.44197,0.55276
1995,Thuringa,Yes,0.50956,175,302,0.45309,0.56604
1995,Thuringa,No,0.49044,127,302,0.43396,0.54691
1996,Schleswig-Holstein,Yes,0.70648,102,147,0.63261,0.78035
1996,Schleswig-Holstein,No,0.29352,45,147,0.21965,0.36739
1996,Hamburg,No,0.75176,57,57,0.63862,0.86491
1996,Lower Saxony,Yes,0.67440,338,518,0.63401,0.71480
1996,Lower Saxony,No,0.32560,180,518,0.28520,0.36599
1996,Bremen,No,0.62468,31,31,0.45141,0.79795
1996,North Rhine-Westphalia,Yes,0.57527,677,1254,0.54790,0.60264
1996,North Rhine-Westphalia,No,0.42473,577,1254,0.39736,0.45210
1996,Hesse,Yes,0.58333,240,451,0.53778,0.62889
1996,Hesse,No,0.41667,211,451,0.37111,0.46222
1996,"Rhineland-Palatinate, Saarland",Yes,0.65591,224,338,0.60518,0.70663
1996,"Rhineland-Palatinate, Saarland",No,0.34409,114,338,0.29337,0.39482
1996,Baden-Wuerttemberg,Yes,0.63125,445,819,0.59819,0.66432
1996,Baden-Wuerttemberg,No,0.36875,374,819,0.33568,0.40181
1996,Bavaria,Yes,0.61558,504,836,0.58258,0.64858
1996,Bavaria,No,0.38442,332,836,0.35142,0.41742
1996,Berlin,Yes,0.11631,35,275,0.07835,0.15427
1996,Berlin,No,0.88369,240,275,0.84573,0.92165
1996,Brandenburg,Yes,0.60261,166,281,0.54529,0.65993
1996,Brandenburg,No,0.39739,115,281,0.34007,0.45471
1996,Mecklenburg-Western Pomerania,Yes,0.49032,95,189,0.41886,0.56178
1996,Mecklenburg-Western Pomerania,No,0.50968,94,189,0.43822,0.58114
1996,Saxony,Yes,0.45413,249,526,0.41154,0.49672
1996,Saxony,No,0.54587,277,526,0.50328,0.58846
1996,Saxony-Anhalt,Yes,0.45929,149,307,0.40346,0.51513
1996,Saxony-Anhalt,No,0.54071,158,307,0.48487,0.59654
1996,Thuringa,Yes,0.49460,174,309,0.43877,0.55044
1996,Thuringa,No,0.50540,135,309,0.44956,0.56123
1997,Schleswig-Holstein,Yes,0.72369,97,136,0.64826,0.79913
1997,Schleswig-Holstein,No,0.27631,39,136,0.20087,0.35174
1997,Hamburg,No,0.72161,53,53,0.59979,0.84343
1997,Lower Saxony,Yes,0.68364,344,516,0.64347,0.72380
1997,Lower Saxony,No,0.31636,172,516,0.27620,0.35653
1997,North Rhine-Westphalia,Yes,0.57634,689,1244,0.54887,0.60381
1997,North Rhine-Westphalia,No,0.42366,555,1244,0.39619,0.45113
1997,Hesse,Yes,0.59918,234,421,0.55231,0.64605
1997,Hesse,No,0.40082,187,421,0.35395,0.44769
1997,"Rhineland-Palatinate, Saarland",Yes,0.66668,235,348,0.61708,0.71628
1997,"Rhineland-Palatinate, Saarland",No,0.33332,113,348,0.28372,0.38292
1997,Baden-Wuerttemberg,Yes,0.62281,445,816,0.58954,0.65609
1997,Baden-Wuerttemberg,No,0.37719,371,816,0.34391,0.41046
1997,Bavaria,Yes,0.62807,511,821,0.59498,0.66115
1997,Bavaria,No,0.37193,310,821,0.33885,0.40502
1997,Berlin,Yes,0.13074,36,268,0.09031,0.17118
1997,Berlin,No,0.86926,232,268,0.82882,0.90969
1997,Brandenburg,Yes,0.59117,168,286,0.53410,0.64825
1997,Brandenburg,No,0.40883,118,286,0.35175,0.46590
1997,Mecklenburg-Western Pomerania,Yes,0.50553,97,188,0.43387,0.57719
1997,Mecklenburg-Western Pomerania,No,0.49447,91,188,0.42281,0.56613
1997,Saxony,Yes,0.45798,238,511,0.41473,0.50122
1997,Saxony,No,0.54202,273,511,0.49878,0.58527
1997,Saxony-Anhalt,Yes,0.43782,149,309,0.38242,0.49323
1997,Saxony-Anhalt,No,0.56218,160,309,0.50677,0.61758
1997,Thuringa,Yes,0.49189,167,303,0.43550,0.54827
1997,Thuringa,No,0.50811,136,303,0.45173,0.56450
1998,Schleswig-Holstein,Yes,0.74799,137,186,0.68542,0.81055
1998,Schleswig-Holstein,No,0.25201,49,186,0.18945,0.31458
1998,Hamburg,No,0.77679,72,72,0.67993,0.87365
1998,Lower Saxony,Yes,0.69274,417,615,0.65625,0.72923
1998,Lower Saxony,No,0.30726,198,615,0.27077,0.34375
1998,Bremen,No,0.63727,35,35,0.47565,0.79888
1998,North Rhine-Westphalia,Yes,0.53549,803,1486,0.51012,0.56086
1998,North Rhine-Westphalia,No,0.46451,683,1486,0.43914,0.48988
1998,Hesse,Yes,0.57698,282,491,0.53324,0.62073
1998,Hesse,No,0.42302,209,491,0.37927,0.46676
1998,"Rhineland-Palatinate, Saarland",Yes,0.62618,271,414,0.57952,0.67284
1998,"Rhineland-Palatinate, Saarland",No,0.37382,143,414,0.32716,0.42048
1998,Baden-Wuerttemberg,Yes,0.59079,501,921,0.55901,0.62256
1998,Baden-Wuerttemberg,No,0.40921,420,921,0.37744,0.44099
1998,Bavaria,Yes,0.61727,607,974,0.58672,0.64781
1998,Bavaria,No,0.38273,367,974,0.35219,0.41328
1998,Berlin,Yes,0.13651,42,316,0.09860,0.17443
1998,Berlin,No,0.86349,274,316,0.82557,0.90140
1998,Brandenburg,Yes,0.50274,164,318,0.44770,0.55778
1998,Brandenburg,No,0.49726,154,318,0.44222,0.55230
1998,Mecklenburg-Western Pomerania,Yes,0.44522,94,208,0.37752,0.51293
1998,Mecklenburg-Western Pomerania,No,0.55478,114,208,0.48707,0.62248
1998,Saxony,Yes,0.44369,263,578,0.40316,0.48423
1998,Saxony,No,0.55631,315,578,0.51577,0.59684
1998,Saxony-Anhalt,Yes,0.41671,155,348,0.36484,0.46859
1998,Saxony-Anhalt,No,0.58329,193,348,0.53141,0.63516
1998,Thuringa,Yes,0.48949,194,354,0.43734,0.54163
1998,Thuringa,No,0.51051,160,354,0.45837,0.56266
1999,Schleswig-Holstein,Yes,0.74392,128,175,0.67907,0.80877
1999,Schleswig-Holstein,No,0.25608,47,175,0.19123,0.32093
1999,Hamburg,No,0.78046,62,62,0.67658,0.88434
1999,Lower Saxony,Yes,0.69249,406,596,0.65541,0.72957
1999,Lower Saxony,No,0.30751,190,596,0.27043,0.34459
1999,Bremen,No,0.65775,31,31,0.48796,0.82753
1999,North Rhine-Westphalia,Yes,0.52185,766,1404,0.49571,0.54799
1999,North Rhine-Westphalia,No,0.47815,638,1404,0.45201,0.50429
1999,Hesse,Yes,0.59819,278,465,0.55359,0.64280
1999,Hesse,No,0.40181,187,465,0.35720,0.44641
1999,"Rhineland-Palatinate, Saarland",Yes,0.66003,274,399,0.61349,0.70657
1999,"Rhineland-Palatinate, Saarland",No,0.33997,125,399,0.29343,0.38651
1999,Baden-Wuerttemberg,Yes,0.59118,474,875,0.55859,0.62377
1999,Baden-Wuerttemberg,No,0.40882,401,875,0.37623,0.44141
1999,Bavaria,Yes,0.62492,583,932,0.59382,0.65602
1999,Bavaria,No,0.37508,349,932,0.34398,0.40618
1999,Berlin,Yes,0.14875,43,300,0.10841,0.18908
1999,Berlin,No,0.85125,257,300,0.81092,0.89159
1999,Brandenburg,Yes,0.52599,166,304,0.46977,0.58222
1999,Brandenburg,No,0.47401,138,304,0.41778,0.53023
1999,Mecklenburg-Western Pomerania,Yes,0.44404,90,203,0.37552,0.51256
1999,Mecklenburg-Western Pomerania,No,0.55596,113,203,0.48744,0.62448
1999,Saxony,Yes,0.46409,270,568,0.42304,0.50514
1999,Saxony,No,0.53591,298,568,0.49486,0.57696
1999,Saxony-Anhalt,Yes,0.40302,155,345,0.35119,0.45486
1999,Saxony-Anhalt,No,0.59698,190,345,0.54514,0.64881
1999,Thuringa,Yes,0.50014,197,353,0.44790,0.55237
1999,Thuringa,No,0.49986,156,353,0.44763,0.55210
2000,Schleswig-Holstein,Yes,0.72167,289,400,0.67770,0.76565
2000,Schleswig-Holstein,No,0.27833,111,400,0.23435,0.32230
2000,Hamburg,Yes,0.27001,58,177,0.20442,0.33560
2000,Hamburg,No,0.72999,119,177,0.66440,0.79558
2000,Lower Saxony,Yes,0.70357,782,1072,0.67622,0.73092
2000,Lower Saxony,No,0.29643,290,1072,0.26908,0.32378
2000,Bremen,Yes,0.38877,49,109,0.29683,0.48070
2000,Bremen,No,0.61123,60,109,0.51930,0.70317
2000,North Rhine-Westphalia,Yes,0.54319,1605,2744,0.52455,0.56183
2000,North Rhine-Westphalia,No,0.45681,1139,2744,0.43817,0.47545
2000,Hesse,Yes,0.59450,562,891,0.56224,0.62676
2000,Hesse,No,0.40550,329,891,0.37324,0.43776
2000,"Rhineland-Palatinate, Saarland",Yes,0.63877,524,779,0.60502,0.67253
2000,"Rhineland-Palatinate, Saarland",No,0.36123,255,779,0.32747,0.39498
2000,Baden-Wuerttemberg,Yes,0.59604,912,1508,0.57127,0.62082
2000,Baden-Wuerttemberg,No,0.40396,596,1508,0.37918,0.42873
2000,Bavaria,Yes,0.62530,1187,1789,0.60286,0.64773
2000,Bavaria,No,0.37470,602,1789,0.35227,0.39714
2000,Berlin,Yes,0.13851,74,499,0.10817,0.16885
2000,Berlin,No,0.86149,425,499,0.83115,0.89183
2000,Brandenburg,Yes,0.48424,278,526,0.44149,0.52699
2000,Brandenburg,No,0.51576,248,526,0.47301,0.55851
2000,Mecklenburg-Western Pomerania,Yes,0.43026,143,313,0.37532,0.48520
2000,Mecklenburg-Western Pomerania,No,0.56974,170,313,0.51480,0.62468
2000,Saxony,Yes,0.47503,455,908,0.44253,0.50753
2000,Saxony,No,0.52497,453,908,0.49247,0.55747
2000,Saxony-Anhalt,Yes,0.51501,293,531,0.47246,0.55756
2000,Saxony-Anhalt,No,0.48499,238,531,0.44244,0.52754
2000,Thuringa,Yes,0.51732,299,531,0.47478,0.55987
2000,Thuringa,No,0.48268,232,531,0.44013,0.52522
2001,Schleswig-Holstein,Yes,0.69700,256,361,0.64953,0.74447
2001,Schleswig-Holstein,No,0.30300,105,361,0.25553,0.35047
2001,Hamburg,Yes,0.26965,54,170,0.20275,0.33656
