year,bula_h,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Berlin,No,0.75085,477,656,0.71772,0.78397
2014,Brandenburg,Yes,0.56017,363,621,0.52110,0.59924
2014,Brandenburg,No,0.43983,258,621,0.40076,0.47890
2014,Mecklenburg-Western Pomerania,Yes,0.41884,168,354,0.36738,0.47031
2014,Mecklenburg-Western Pomerania,No,0.58116,186,354,0.52969,0.63262
2014,Saxony,Yes,0.51754,518,952,0.48578,0.54930
2014,Saxony,No,0.48246,434,952,0.45070,0.51422
2014,Saxony-Anhalt,Yes,0.51035,298,583,0.46973,0.55096
2014,Saxony-Anhalt,No,0.48965,285,583,0.44904,0.53027
2014,Thuringa,Yes,0.60616,373,592,0.56677,0.64556
2014,Thuringa,No,0.39384,219,592,0.35444,0.43323
2015,Schleswig-Holstein,Yes,0.65198,355,548,0.61206,0.69190
2015,Schleswig-Holstein,No,0.34802,193,548,0.30810,0.38794
2015,Hamburg,Yes,0.31975,97,283,0.26531,0.37418
2015,Hamburg,No,0.68025,186,283,0.62582,0.73469
2015,Lower Saxony,Yes,0.72602,1099,1493,0.70338,0.74865
2015,Lower Saxony,No,0.27398,394,1493,0.25135,0.29662
2015,Bremen,Yes,0.48371,58,117,0.39277,0.57465
2015,Bremen,No,0.51629,59,117,0.42535,0.60723
2015,North Rhine-Westphalia,Yes,0.59953,1894,3205,0.58256,0.61650
2015,North Rhine-Westphalia,No,0.40047,1311,3205,0.38350,0.41744
2015,Hesse,Yes,0.60350,668,1127,0.57493,0.63208
2015,Hesse,No,0.39650,459,1127,0.36792,0.42507
2015,"Rhineland-Palatinate, Saarland",Yes,0.65716,605,922,0.62650,0.68781
2015,"Rhineland-Palatinate, Saarland",No,0.34284,317,922,0.31219,0.37350
2015,Baden-Wuerttemberg,Yes,0.64046,1156,1826,0.61844,0.66247
2015,Baden-Wuerttemberg,No,0.35954,670,1826,0.33753,0.38156
2015,Bavaria,Yes,0.60212,1623,2586,0.58325,0.62099
2015,Bavaria,No,0.39788,963,2586,0.37901,0.41675
2015,Berlin,Yes,0.23677,168,650,0.20407,0.26948
2015,Berlin,No,0.76323,482,650,0.73052,0.79593
2015,Brandenburg,Yes,0.59160,359,607,0.55246,0.63074
2015,Brandenburg,No,0.40840,248,607,0.36926,0.44754
2015,Mecklenburg-Western Pomerania,Yes,0.41257,161,351,0.36100,0.46415
2015,Mecklenburg-Western Pomerania,No,0.58743,190,351,0.53585,0.63900
2015,Saxony,Yes,0.52998,502,915,0.49762,0.56233
2015,Saxony,No,0.47002,413,915,0.43767,0.50238
2015,Saxony-Anhalt,Yes,0.48438,275,545,0.44239,0.52638
2015,Saxony-Anhalt,No,0.51562,270,545,0.47362,0.55761
2015,Thuringa,Yes,0.54279,338,579,0.50217,0.58340
2015,Thuringa,No,0.45721,241,579,0.41660,0.49783
2016,Schleswig-Holstein,Yes,0.67764,370,629,0.64109,0.71420
2016,Schleswig-Holstein,No,0.32236,259,629,0.28580,0.35891
2016,Hamburg,Yes,0.32934,95,289,0.27506,0.38362
2016,Hamburg,No,0.67066,194,289,0.61638,0.72494
2016,Lower Saxony,Yes,0.73151,1078,1572,0.70960,0.75343
2016,Lower Saxony,No,0.26849,494,1572,0.24657,0.29040
2016,Bremen,Yes,0.56039,65,129,0.47440,0.64637
2016,Bremen,No,0.43961,64,129,0.35363,0.52560
2016,North Rhine-Westphalia,Yes,0.60387,1849,3375,0.58737,0.62038
2016,North Rhine-Westphalia,No,0.39613,1526,3375,0.37962,0.41263
2016,Hesse,Yes,0.57542,621,1127,0.54654,0.60429
2016,Hesse,No,0.42458,506,1127,0.39571,0.45346
2016,"Rhineland-Palatinate, Saarland",Yes,0.64750,598,1036,0.61839,0.67660
2016,"Rhineland-Palatinate, Saarland",No,0.35250,438,1036,0.32340,0.38161
2016,Baden-Wuerttemberg,Yes,0.64201,1138,1863,0.62023,0.66378
2016,Baden-Wuerttemberg,No,0.35799,725,1863,0.33622,0.37977
2016,Bavaria,Yes,0.59944,1529,2528,0.58034,0.61855
2016,Bavaria,No,0.40056,999,2528,0.38145,0.41966
2016,Berlin,Yes,0.21444,152,672,0.18338,0.24550
2016,Berlin,No,0.78556,520,672,0.75450,0.81662
2016,Brandenburg,Yes,0.59141,351,649,0.55356,0.62926
2016,Brandenburg,No,0.40859,298,649,0.37074,0.44644
2016,Mecklenburg-Western Pomerania,Yes,0.43087,170,377,0.38081,0.48092
2016,Mecklenburg-Western Pomerania,No,0.56913,207,377,0.51908,0.61919
2016,Saxony,Yes,0.51459,478,970,0.48312,0.54605
2016,Saxony,No,0.48541,492,970,0.45395,0.51688
2016,Saxony-Anhalt,Yes,0.49596,258,572,0.45495,0.53697
2016,Saxony-Anhalt,No,0.50404,314,572,0.46303,0.54505
2016,Thuringa,Yes,0.53966,317,607,0.49997,0.57934
2016,Thuringa,No,0.46034,290,607,0.42066,0.50003
2017,Schleswig-Holstein,Yes,0.72494,442,721,0.69232,0.75756
2017,Schleswig-Holstein,No,0.27506,279,721,0.24244,0.30768
2017,Hamburg,Yes,0.35277,110,333,0.30137,0.40417
2017,Hamburg,No,0.64723,223,333,0.59583,0.69863
2017,Lower Saxony,Yes,0.73138,1315,1902,0.71146,0.75131
2017,Lower Saxony,No,0.26862,587,1902,0.24869,0.28854
2017,Bremen,Yes,0.48941,78,181,0.41638,0.56244
2017,Bremen,No,0.51059,103,181,0.43756,0.58362
2017,North Rhine-Westphalia,Yes,0.61060,2128,3826,0.59515,0.62606
2017,North Rhine-Westphalia,No,0.38940,1698,3826,0.37394,0.40485
2017,Hesse,Yes,0.55853,687,1275,0.53126,0.58579
2017,Hesse,No,0.44147,588,1275,0.41421,0.46874
2017,"Rhineland-Palatinate, Saarland",Yes,0.65430,643,1068,0.62576,0.68284
2017,"Rhineland-Palatinate, Saarland",No,0.34570,425,1068,0.31716,0.37424
2017,Baden-Wuerttemberg,Yes,0.63511,1232,2006,0.61404,0.65618
2017,Baden-Wuerttemberg,No,0.36489,774,2006,0.34382,0.38596
2017,Bavaria,Yes,0.60207,1686,2754,0.58378,0.62035
2017,Bavaria,No,0.39793,1068,2754,0.37965,0.41622
2017,Berlin,Yes,0.24111,170,722,0.20988,0.27233
2017,Berlin,No,0.75889,552,722,0.72767,0.79012
2017,Brandenburg,Yes,0.58415,394,705,0.54774,0.62056
2017,Brandenburg,No,0.41585,311,705,0.37944,0.45226
2017,Mecklenburg-Western Pomerania,Yes,0.43583,174,405,0.38747,0.48418
2017,Mecklenburg-Western Pomerania,No,0.56417,231,405,0.51582,0.61253
2017,Saxony,Yes,0.52042,558,1085,0.49068,0.55016
2017,Saxony,No,0.47958,527,1085,0.44984,0.50932
2017,Saxony-Anhalt,Yes,0.53338,307,629,0.49437,0.57240
2017,Saxony-Anhalt,No,0.46662,322,629,0.42760,0.50563
2017,Thuringa,Yes,0.57170,366,655,0.53377,0.60962
2017,Thuringa,No,0.42830,289,655,0.39038,0.46623
2018,Schleswig-Holstein,Yes,0.67952,400,674,0.64426,0.71478
2018,Schleswig-Holstein,No,0.32048,274,674,0.28522,0.35574
2018,Hamburg,Yes,0.32486,117,359,0.27635,0.37338
2018,Hamburg,No,0.67514,242,359,0.62662,0.72365
2018,Lower Saxony,Yes,0.72239,1202,1785,0.70161,0.74317
2018,Lower Saxony,No,0.27761,583,1785,0.25683,0.29839
2018,Bremen,Yes,0.54923,84,183,0.47695,0.62152
2018,Bremen,No,0.45077,99,183,0.37848,0.52305
2018,North Rhine-Westphalia,Yes,0.60565,2054,3723,0.58995,0.62135
2018,North Rhine-Westphalia,No,0.39435,1669,3723,0.37865,0.41005
2018,Hesse,Yes,0.58782,654,1214,0.56012,0.61552
2018,Hesse,No,0.41218,560,1214,0.38448,0.43988
2018,"Rhineland-Palatinate, Saarland",Yes,0.68509,617,1053,0.65702,0.71316
2018,"Rhineland-Palatinate, Saarland",No,0.31491,436,1053,0.28684,0.34298
2018,Baden-Wuerttemberg,Yes,0.62810,1145,1863,0.60615,0.65005
2018,Baden-Wuerttemberg,No,0.37190,718,1863,0.34995,0.39385
2018,Bavaria,Yes,0.61082,1589,2619,0.59214,0.62949
2018,Bavaria,No,0.38918,1030,2619,0.37051,0.40786
2018,Berlin,Yes,0.21093,167,772,0.18214,0.23973
2018,Berlin,No,0.78907,605,772,0.76027,0.81786
2018,Brandenburg,Yes,0.59073,358,720,0.55479,0.62667
2018,Brandenburg,No,0.40927,362,720,0.37333,0.44521
2018,Mecklenburg-Western Pomerania,Yes,0.45782,177,417,0.40994,0.50569
2018,Mecklenburg-Western Pomerania,No,0.54218,240,417,0.49431,0.59006
2018,Saxony,Yes,0.51789,527,1051,0.48766,0.54811
2018,Saxony,No,0.48211,524,1051,0.45189,0.51234
2018,Saxony-Anhalt,Yes,0.55882,303,621,0.51974,0.59791
2018,Saxony-Anhalt,No,0.44118,318,621,0.40209,0.48026
2018,Thuringa,Yes,0.53736,334,638,0.49864,0.57608
2018,Thuringa,No,0.46264,304,638,0.42392,0.50136
2019,Schleswig-Holstein,Yes,0.70790,351,572,0.67060,0.74519
2019,Schleswig-Holstein,No,0.29210,221,572,0.25481,0.32940
2019,Hamburg,Yes,0.33392,100,306,0.28099,0.38685
2019,Hamburg,No,0.66608,206,306,0.61315,0.71901
2019,Lower Saxony,Yes,0.74207,1049,1498,0.71990,0.76423
2019,Lower Saxony,No,0.25793,449,1498,0.23577,0.28010
2019,Bremen,Yes,0.53703,74,154,0.45802,0.61604
2019,Bremen,No,0.46297,80,154,0.38396,0.54198
2019,North Rhine-Westphalia,Yes,0.60285,1765,3188,0.58587,0.61984
2019,North Rhine-Westphalia,No,0.39715,1423,3188,0.38016,0.41413
2019,Hesse,Yes,0.59198,570,1011,0.56167,0.62229
2019,Hesse,No,0.40802,441,1011,0.37771,0.43833
2019,"Rhineland-Palatinate, Saarland",Yes,0.71307,514,865,0.68290,0.74323
2019,"Rhineland-Palatinate, Saarland",No,0.28693,351,865,0.25677,0.31710
2019,Baden-Wuerttemberg,Yes,0.64394,965,1568,0.62023,0.66764
2019,Baden-Wuerttemberg,No,0.35606,603,1568,0.33236,0.37977
2019,Bavaria,Yes,0.63002,1339,2204,0.60986,0.65018
2019,Bavaria,No,0.36998,865,2204,0.34982,0.39014
2019,Berlin,Yes,0.22554,137,635,0.19300,0.25807
2019,Berlin,No,0.77446,498,635,0.74193,0.80700
2019,Brandenburg,Yes,0.60842,333,634,0.57040,0.64645
2019,Brandenburg,No,0.39158,301,634,0.35355,0.42960
2019,Mecklenburg-Western Pomerania,Yes,0.48601,153,341,0.43288,0.53914
2019,Mecklenburg-Western Pomerania,No,0.51399,188,341,0.46086,0.56712
2019,Saxony,Yes,0.52713,463,893,0.49436,0.55989
2019,Saxony,No,0.47287,430,893,0.44011,0.50564
2019,Saxony-Anhalt,Yes,0.56645,255,512,0.52348,0.60942
2019,Saxony-Anhalt,No,0.43355,257,512,0.39058,0.47652
2019,Thuringa,Yes,0.55664,290,527,0.51418,0.59909
2019,Thuringa,No,0.44336,237,527,0.40091,0.48582
2020,Schleswig-Holstein,Yes,0.70295,420,691,0.66885,0.73705
2020,Schleswig-Holstein,No,0.29705,271,691,0.26295,0.33115
2020,Hamburg,Yes,0.33970,154,437,0.29525,0.38416
2020,Hamburg,No,0.66030,283,437,0.61584,0.70475
2020,Lower Saxony,Yes,0.72999,1207,1813,0.70955,0.75044
2020,Lower Saxony,No,0.27001,606,1813,0.24956,0.29045
2020,Bremen,Yes,0.52320,78,213,0.45597,0.59044
2020,Bremen,No,0.47680,135,213,0.40956,0.54403
2020,North Rhine-Westphalia,Yes,0.59369,2189,4356,0.57910,0.60827
2020,North Rhine-Westphalia,No,0.40631,2167,4356,0.39173,0.42090
2020,Hesse,Yes,0.61211,710,1349,0.58610,0.63813
2020,Hesse,No,0.38789,639,1349,0.36187,0.41390
2020,"Rhineland-Palatinate, Saarland",Yes,0.72404,630,1050,0.69699,0.75109
2020,"Rhineland-Palatinate, Saarland",No,0.27596,420,1050,0.24891,0.30301
2020,Baden-Wuerttemberg,Yes,0.65736,1211,1995,0.63653,0.67819
2020,Baden-Wuerttemberg,No,0.34264,784,1995,0.32181,0.36347
2020,Bavaria,Yes,0.62303,1706,2902,0.60540,0.64067
2020,Bavaria,No,0.37697,1196,2902,0.35933,0.39460
2020,Berlin,Yes,0.23385,234,1037,0.20807,0.25962
2020,Berlin,No,0.76615,803,1037,0.74038,0.79193
2020,Brandenburg,Yes,0.60539,427,753,0.57046,0.64033
2020,Brandenburg,No,0.39461,326,753,0.35967,0.42954
2020,Mecklenburg-Western Pomerania,Yes,0.47698,166,373,0.42622,0.52774
2020,Mecklenburg-Western Pomerania,No,0.52302,207,373,0.47226,0.57378
2020,Saxony,Yes,0.53064,556,1078,0.50083,0.56044
2020,Saxony,No,0.46936,522,1078,0.43956,0.49917
2020,Saxony-Anhalt,Yes,0.53612,307,623,0.49693,0.57531
2020,Saxony-Anhalt,No,0.46388,316,623,0.42469,0.50307
2020,Thuringa,Yes,0.54257,342,630,0.50364,0.58151
2020,Thuringa,No,0.45743,288,630,0.41849,0.49636
2021,Schleswig-Holstein,Yes,0.72392,305,458,0.68293,0.76491
2021,Schleswig-Holstein,No,0.27608,153,458,0.23509,0.31707
2021,Hamburg,Yes,0.40061,104,270,0.34205,0.45917
2021,Hamburg,No,0.59939,166,270,0.54083,0.65795
2021,Lower Saxony,Yes,0.70785,766,1073,0.68063,0.73507
2021,Lower Saxony,No,0.29215,307,1073,0.26493,0.31937
2021,Bremen,Yes,0.60121,39,88,0.49831,0.70410
2021,Bremen,No,0.39879,49,88,0.29590,0.50169
2021,North Rhine-Westphalia,Yes,0.60148,1337,2390,0.58184,0.62111
2021,North Rhine-Westphalia,No,0.39852,1053,2390,0.37889,0.41816
2021,Hesse,Yes,0.58294,394,761,0.54788,0.61799
2021,Hesse,No,0.41706,367,761,0.38201,0.45212
2021,"Rhineland-Palatinate, Saarland",Yes,0.73833,372,582,0.70259,0.77408
2021,"Rhineland-Palatinate, Saarland",No,0.26167,210,582,0.22592,0.29741
2021,Baden-Wuerttemberg,Yes,0.66248,749,1130,0.63490,0.69007
2021,Baden-Wuerttemberg,No,0.33752,381,1130,0.30993,0.36510
2021,Bavaria,Yes,0.61433,1062,1689,0.59111,0.63755
2021,Bavaria,No,0.38567,627,1689,0.36245,0.40889
2021,Berlin,Yes,0.21423,141,601,0.18140,0.24706
2021,Berlin,No,0.78577,460,601,0.75294,0.81860
2021,Brandenburg,Yes,0.61318,254,433,0.56726,0.65911
2021,Brandenburg,No,0.38682,179,433,0.34089,0.43274
2021,Mecklenburg-Western Pomerania,Yes,0.49464,128,244,0.43178,0.55751
2021,Mecklenburg-Western Pomerania,No,0.50536,116,244,0.44249,0.56822
2021,Saxony,Yes,0.56021,384,713,0.52375,0.59667
2021,Saxony,No,0.43979,329,713,0.40333,0.47625
2021,Saxony-Anhalt,Yes,0.49832,173,356,0.44631,0.55033
2021,Saxony-Anhalt,No,0.50168,183,356,0.44967,0.55369
2021,Thuringa,Yes,0.55438,216,385,0.50466,0.60409
2021,Thuringa,No,0.44562,169,385,0.39591,0.49534
2022,Schleswig-Holstein,Yes,0.69364,475,691,0.65925,0.72804
2022,Schleswig-Holstein,No,0.30636,216,691,0.27196,0.34075
2022,Hamburg,Yes,0.40712,195,464,0.36237,0.45187
2022,Hamburg,No,0.59288,269,464,0.54813,0.63763
2022,Lower Saxony,Yes,0.74797,1244,1736,0.72754,0.76840
2022,Lower Saxony,No,0.25203,492,1736,0.23160,0.27246
2022,Bremen,Yes,0.60165,76,152,0.52356,0.67973
2022,Bremen,No,0.39835,76,152,0.32027,0.47644
2022,North Rhine-Westphalia,Yes,0.62715,2518,4189,0.61250,0.64179
2022,North Rhine-Westphalia,No,0.37285,1671,4189,0.35821,0.38750
2022,Hesse,Yes,0.61659,768,1327,0.59042,0.64276
2022,Hesse,No,0.38341,559,1327,0.35724,0.40958
2022,"Rhineland-Palatinate, Saarland",Yes,0.70827,606,954,0.67941,0.73713
2022,"Rhineland-Palatinate, Saarland",No,0.29173,348,954,0.26287,0.32059
2022,Baden-Wuerttemberg,Yes,0.63760,1407,2332,0.61809,0.65711
2022,Baden-Wuerttemberg,No,0.36240,925,2332,0.34289,0.38191
2022,Bavaria,Yes,0.62712,1907,3183,0.61031,0.64392
2022,Bavaria,No,0.37288,1276,3183,0.35608,0.38969
2022,Berlin,Yes,0.23884,311,1200,0.21471,0.26298
2022,Berlin,No,0.76116,889,1200,0.73702,0.78529
2022,Brandenburg,Yes,0.58106,460,764,0.54605,0.61607
2022,Brandenburg,No,0.41894,304,764,0.38393,0.45395
2022,Mecklenburg-Western Pomerania,Yes,0.54283,238,432,0.49580,0.58987
2022,Mecklenburg-Western Pomerania,No,0.45717,194,432,0.41013,0.50420
2022,Saxony,Yes,0.52477,748,1331,0.49793,0.55161
2022,Saxony,No,0.47523,583,1331,0.44839,0.50207
2022,Saxony-Anhalt,Yes,0.55344,405,698,0.51653,0.59035
2022,Saxony-Anhalt,No,0.44656,293,698,0.40965,0.48347
2022,Thuringa,Yes,0.61970,353,605,0.58098,0.65841
2022,Thuringa,No,0.38030,252,605,0.34159,0.41902
